viper_dwindle v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.5 MB
viper_dwindle v11 457 games, 381360 moves, e=0.622, loss: 5.9, -, 10.7% elo% vs. gir, avg. reward: -4.370, 1.844 sec/game, 18.6 min. total, 526.5 MB
viper_dwindle v11 458 games, 382430 moves, e=0.621, loss: 5.4, +, 12.4% elo% vs. gir, avg. reward: -4.359, 1.848 sec/game, 18.6 min. total, 526.6 MB
viper_dwindle v11 459 games, 383361 moves, e=0.620, loss: 6.0, -, 12.1% elo% vs. gir, avg. reward: -4.363, 1.858 sec/game, 18.7 min. total, 526.3 MB
viper_dwindle v11 460 games, 384358 moves, e=0.619, loss: 6.2, -, 11.9% elo% vs. gir, avg. reward: -4.360, 1.849 sec/game, 18.7 min. total, 526.5 MB
viper_dwindle v11 461 games, 385220 moves, e=0.619, loss: 6.6, -, 11.7% elo% vs. gir, avg. reward: -4.366, 1.842 sec/game, 18.7 min. total, 525.4 MB
viper_dwindle v11 462 games, 386198 moves, e=0.618, loss: 6.8, -, 11.4% elo% vs. gir, avg. reward: -4.358, 1.851 sec/game, 18.8 min. total, 525.5 MB
viper_dwindle v11 463 games, 387255 moves, e=0.617, loss: 7.0, -, 11.2% elo% vs. gir, avg. reward: -4.354, 1.863 sec/game, 18.8 min. total, 527.2 MB
viper_dwindle v11 464 games, 388275 moves, e=0.616, loss: 7.1, -, 11.0% elo% vs. gir, avg. reward: -4.340, 1.875 sec/game, 18.8 min. total, 527.6 MB
viper_dwindle v11 465 games, 389356 moves, e=0.615, loss: 6.1, -, 10.8% elo% vs. gir, avg. reward: -4.336, 1.883 sec/game, 18.9 min. total, 528.0 MB
viper_dwindle v11 466 games, 390304 moves, e=0.614, loss: 6.7, -, 10.6% elo% vs. gir, avg. reward: -4.329, 1.863 sec/game, 18.9 min. total, 526.3 MB
viper_dwindle v11 467 games, 391225 moves, e=0.613, loss: 7.5, -, 10.4% elo% vs. gir, avg. reward: -4.330, 1.856 sec/game, 18.9 min. total, 527.1 MB
viper_dwindle v11 468 games, 392138 moves, e=0.612, loss: 7.4, -, 10.3% elo% vs. gir, avg. reward: -4.327, 1.825 sec/game, 18.9 min. total, 527.2 MB
viper_dwindle v11 469 games, 393347 moves, e=0.611, loss: 7.0, -, 10.1% elo% vs. gir, avg. reward: -4.308, 1.834 sec/game, 19.0 min. total, 526.3 MB
viper_dwindle v11 470 games, 394393 moves, e=0.610, loss: 7.1, -, 9.9% elo% vs. gir, avg. reward: -4.303, 1.836 sec/game, 19.0 min. total, 526.3 MB
viper_dwindle v11 471 games, 395599 moves, e=0.608, loss: 7.0, -, 9.8% elo% vs. gir, avg. reward: -4.286, 1.828 sec/game, 19.0 min. total, 526.8 MB
viper_dwindle v11 472 games, 396512 moves, e=0.607, loss: 6.3, -, 9.6% elo% vs. gir, avg. reward: -4.285, 1.792 sec/game, 19.1 min. total, 529.0 MB
viper_dwindle v11 473 games, 397628 moves, e=0.606, loss: 6.6, -, 9.5% elo% vs. gir, avg. reward: -4.272, 1.799 sec/game, 19.1 min. total, 530.0 MB
viper_dwindle v11 474 games, 398648 moves, e=0.605, loss: 6.6, -, 9.3% elo% vs. gir, avg. reward: -4.263, 1.796 sec/game, 19.1 min. total, 529.2 MB
viper_dwindle v11 475 games, 399994 moves, e=0.604, loss: 6.2, -, 9.2% elo% vs. gir, avg. reward: -4.242, 1.811 sec/game, 19.2 min. total, 529.6 MB
viper_dwindle v11 476 games, 401082 moves, e=0.603, loss: 5.9, -, 9.0% elo% vs. gir, avg. reward: -4.229, 1.815 sec/game, 19.2 min. total, 529.7 MB
viper_dwindle v11 477 games, 402099 moves, e=0.602, loss: 5.7, -, 8.9% elo% vs. gir, avg. reward: -4.230, 1.821 sec/game, 19.2 min. total, 529.3 MB
viper_dwindle v11 478 games, 403246 moves, e=0.601, loss: 5.7, ., 9.5% elo% vs. gir, avg. reward: -4.228, 1.820 sec/game, 19.3 min. total, 530.5 MB
viper_dwindle v11 479 games, 404358 moves, e=0.600, loss: 5.6, -, 9.4% elo% vs. gir, avg. reward: -4.207, 1.825 sec/game, 19.3 min. total, 529.7 MB
viper_dwindle v11 480 games, 405362 moves, e=0.599, loss: 5.5, -, 9.2% elo% vs. gir, avg. reward: -4.197, 1.821 sec/game, 19.3 min. total, 530.0 MB
viper_dwindle v11 481 games, 406579 moves, e=0.597, loss: 5.6, -, 9.1% elo% vs. gir, avg. reward: -4.189, 1.839 sec/game, 19.3 min. total, 531.1 MB
viper_dwindle v11 482 games, 407664 moves, e=0.596, loss: 5.6, -, 8.9% elo% vs. gir, avg. reward: -4.184, 1.830 sec/game, 19.4 min. total, 532.3 MB
viper_dwindle v11 483 games, 408717 moves, e=0.595, loss: 5.9, -, 8.8% elo% vs. gir, avg. reward: -4.181, 1.828 sec/game, 19.4 min. total, 533.8 MB
viper_dwindle v11 484 games, 409711 moves, e=0.594, loss: 5.9, -, 8.7% elo% vs. gir, avg. reward: -4.177, 1.816 sec/game, 19.4 min. total, 531.6 MB
viper_dwindle v11 485 games, 410749 moves, e=0.593, loss: 5.9, ., 9.3% elo% vs. gir, avg. reward: -4.171, 1.823 sec/game, 19.5 min. total, 532.5 MB
viper_dwindle v11 486 games, 411729 moves, e=0.592, loss: 6.1, -, 9.2% elo% vs. gir, avg. reward: -4.168, 1.820 sec/game, 19.5 min. total, 532.7 MB
viper_dwindle v11 487 games, 412807 moves, e=0.591, loss: 6.3, -, 9.0% elo% vs. gir, avg. reward: -4.163, 1.841 sec/game, 19.5 min. total, 532.5 MB
viper_dwindle v11 488 games, 413841 moves, e=0.590, loss: 6.5, -, 8.9% elo% vs. gir, avg. reward: -4.158, 1.854 sec/game, 19.6 min. total, 533.7 MB
viper_dwindle v11 489 games, 414727 moves, e=0.589, loss: 6.5, +, 10.3% elo% vs. gir, avg. reward: -4.153, 1.832 sec/game, 19.6 min. total, 533.0 MB
viper_dwindle v11 490 games, 415755 moves, e=0.588, loss: 6.2, ., 11.0% elo% vs. gir, avg. reward: -4.145, 1.830 sec/game, 19.6 min. total, 533.2 MB
viper_dwindle v11 491 games, 416795 moves, e=0.587, loss: 6.7, -, 10.8% elo% vs. gir, avg. reward: -4.142, 1.818 sec/game, 19.6 min. total, 533.3 MB
viper_dwindle v11 492 games, 418004 moves, e=0.586, loss: 7.2, -, 10.7% elo% vs. gir, avg. reward: -4.131, 1.838 sec/game, 19.7 min. total, 534.0 MB
viper_dwindle v11 493 games, 419107 moves, e=0.585, loss: 7.0, -, 10.5% elo% vs. gir, avg. reward: -4.115, 1.839 sec/game, 19.7 min. total, 534.0 MB
viper_dwindle v11 494 games, 420195 moves, e=0.584, loss: 7.1, -, 10.3% elo% vs. gir, avg. reward: -4.109, 1.836 sec/game, 19.7 min. total, 534.0 MB
viper_dwindle v11 495 games, 421255 moves, e=0.583, loss: 7.5, -, 10.1% elo% vs. gir, avg. reward: -4.096, 1.826 sec/game, 19.8 min. total, 533.6 MB
viper_dwindle v11 496 games, 422280 moves, e=0.582, loss: 7.1, -, 9.9% elo% vs. gir, avg. reward: -4.092, 1.817 sec/game, 19.8 min. total, 535.5 MB
viper_dwindle v11 497 games, 423268 moves, e=0.581, loss: 6.9, -, 9.8% elo% vs. gir, avg. reward: -4.090, 1.803 sec/game, 19.8 min. total, 535.6 MB
viper_dwindle v11 498 games, 424335 moves, e=0.580, loss: 7.1, -, 9.6% elo% vs. gir, avg. reward: -4.088, 1.800 sec/game, 19.9 min. total, 535.3 MB
viper_dwindle v11 499 games, 425550 moves, e=0.579, loss: 6.3, -, 9.5% elo% vs. gir, avg. reward: -4.064, 1.799 sec/game, 19.9 min. total, 536.6 MB
viper_dwindle v11 500 games, 426606 moves, e=0.578, loss: 6.3, +, 11.0% elo% vs. gir, avg. reward: -4.061, 1.813 sec/game, 19.9 min. total, 535.7 MB
viper_dwindle v12 501 games, 427820 moves, e=0.576, loss: 5.8, -, 47.7% elo% vs. gir, avg. reward: -4.057, 1.818 sec/game, 20.0 min. total, 537.8 MB
viper_dwindle v12 502 games, 429063 moves, e=0.575, loss: 5.8, -, 45.5% elo% vs. gir, avg. reward: -4.037, 1.838 sec/game, 20.0 min. total, 536.0 MB
viper_dwindle v12 503 games, 430238 moves, e=0.574, loss: 6.6, -, 43.4% elo% vs. gir, avg. reward: -4.032, 1.834 sec/game, 20.0 min. total, 537.0 MB
viper_dwindle v12 504 games, 431408 moves, e=0.573, loss: 6.3, -, 41.5% elo% vs. gir, avg. reward: -4.016, 1.846 sec/game, 20.1 min. total, 536.2 MB
viper_dwindle v12 505 games, 432596 moves, e=0.572, loss: 6.5, -, 39.6% elo% vs. gir, avg. reward: -4.003, 1.850 sec/game, 20.1 min. total, 538.3 MB
viper_dwindle v12 506 games, 433552 moves, e=0.571, loss: 6.7, -, 37.9% elo% vs. gir, avg. reward: -4.004, 1.847 sec/game, 20.1 min. total, 537.7 MB
viper_dwindle v12 507 games, 434611 moves, e=0.570, loss: 6.7, -, 36.3% elo% vs. gir, avg. reward: -4.000, 1.838 sec/game, 20.1 min. total, 537.8 MB
viper_dwindle v12 508 games, 435752 moves, e=0.569, loss: 6.9, -, 34.8% elo% vs. gir, avg. reward: -4.000, 1.843 sec/game, 20.2 min. total, 539.6 MB
viper_dwindle v12 509 games, 436852 moves, e=0.568, loss: 7.2, -, 33.3% elo% vs. gir, avg. reward: -3.990, 1.851 sec/game, 20.2 min. total, 539.2 MB
viper_dwindle v12 510 games, 437893 moves, e=0.566, loss: 7.3, -, 32.0% elo% vs. gir, avg. reward: -3.982, 1.859 sec/game, 20.2 min. total, 540.4 MB
viper_dwindle v12 511 games, 438956 moves, e=0.565, loss: 7.0, ., 32.7% elo% vs. gir, avg. reward: -3.975, 1.860 sec/game, 20.3 min. total, 539.6 MB
viper_dwindle v12 512 games, 439963 moves, e=0.564, loss: 7.5, -, 31.4% elo% vs. gir, avg. reward: -3.972, 1.850 sec/game, 20.3 min. total, 541.5 MB
viper_dwindle v12 513 games, 441015 moves, e=0.563, loss: 7.3, -, 30.2% elo% vs. gir, avg. reward: -3.970, 1.842 sec/game, 20.3 min. total, 539.2 MB
viper_dwindle v12 514 games, 442105 moves, e=0.562, loss: 7.5, -, 29.0% elo% vs. gir, avg. reward: -3.955, 1.845 sec/game, 20.4 min. total, 542.2 MB
viper_dwindle v12 515 games, 443144 moves, e=0.561, loss: 7.4, +, 31.8% elo% vs. gir, avg. reward: -3.944, 1.845 sec/game, 20.4 min. total, 541.3 MB
viper_dwindle v12 516 games, 444282 moves, e=0.560, loss: 8.0, -, 30.5% elo% vs. gir, avg. reward: -3.932, 1.847 sec/game, 20.4 min. total, 540.5 MB
viper_dwindle v12 517 games, 445287 moves, e=0.559, loss: 7.8, -, 29.3% elo% vs. gir, avg. reward: -3.927, 1.857 sec/game, 20.4 min. total, 540.5 MB
viper_dwindle v12 518 games, 446328 moves, e=0.558, loss: 7.4, -, 28.2% elo% vs. gir, avg. reward: -3.931, 1.849 sec/game, 20.5 min. total, 541.8 MB
viper_dwindle v12 519 games, 447495 moves, e=0.557, loss: 7.5, -, 27.2% elo% vs. gir, avg. reward: -3.919, 1.860 sec/game, 20.5 min. total, 540.6 MB
viper_dwindle v12 520 games, 448665 moves, e=0.556, loss: 7.5, -, 26.2% elo% vs. gir, avg. reward: -3.906, 1.864 sec/game, 20.5 min. total, 541.3 MB
viper_dwindle v12 521 games, 449792 moves, e=0.555, loss: 7.3, -, 25.3% elo% vs. gir, avg. reward: -3.894, 1.853 sec/game, 20.6 min. total, 541.7 MB
viper_dwindle v12 522 games, 450856 moves, e=0.554, loss: 7.3, -, 24.4% elo% vs. gir, avg. reward: -3.892, 1.833 sec/game, 20.6 min. total, 541.8 MB
viper_dwindle v12 523 games, 452088 moves, e=0.552, loss: 7.2, -, 23.6% elo% vs. gir, avg. reward: -3.878, 1.834 sec/game, 20.6 min. total, 544.3 MB
viper_dwindle v12 524 games, 453368 moves, e=0.551, loss: 7.1, -, 22.8% elo% vs. gir, avg. reward: -3.864, 1.845 sec/game, 20.7 min. total, 543.3 MB
viper_dwindle v12 525 games, 454351 moves, e=0.550, loss: 7.3, -, 22.1% elo% vs. gir, avg. reward: -3.862, 1.834 sec/game, 20.7 min. total, 543.0 MB
viper_dwindle v12 526 games, 455563 moves, e=0.549, loss: 7.0, -, 21.4% elo% vs. gir, avg. reward: -3.847, 1.854 sec/game, 20.7 min. total, 542.5 MB
viper_dwindle v12 527 games, 456900 moves, e=0.548, loss: 6.6, -, 20.7% elo% vs. gir, avg. reward: -3.826, 1.873 sec/game, 20.8 min. total, 542.2 MB
viper_dwindle v12 528 games, 457934 moves, e=0.547, loss: 6.6, -, 20.1% elo% vs. gir, avg. reward: -3.813, 1.865 sec/game, 20.8 min. total, 543.8 MB
viper_dwindle v12 529 games, 459142 moves, e=0.545, loss: 7.2, -, 19.5% elo% vs. gir, avg. reward: -3.800, 1.881 sec/game, 20.8 min. total, 546.3 MB
viper_dwindle v12 530 games, 460442 moves, e=0.544, loss: 7.3, -, 19.0% elo% vs. gir, avg. reward: -3.787, 1.891 sec/game, 20.9 min. total, 544.6 MB
viper_dwindle v12 531 games, 461366 moves, e=0.543, loss: 6.8, -, 18.4% elo% vs. gir, avg. reward: -3.797, 1.883 sec/game, 20.9 min. total, 544.6 MB
viper_dwindle v12 532 games, 462454 moves, e=0.542, loss: 6.9, -, 17.9% elo% vs. gir, avg. reward: -3.790, 1.884 sec/game, 20.9 min. total, 544.6 MB
viper_dwindle v12 533 games, 463381 moves, e=0.541, loss: 7.1, -, 17.4% elo% vs. gir, avg. reward: -3.791, 1.882 sec/game, 20.9 min. total, 545.4 MB
viper_dwindle v12 534 games, 464618 moves, e=0.540, loss: 7.5, -, 17.0% elo% vs. gir, avg. reward: -3.782, 1.888 sec/game, 21.0 min. total, 545.7 MB
viper_dwindle v12 535 games, 465650 moves, e=0.539, loss: 7.2, -, 16.6% elo% vs. gir, avg. reward: -3.770, 1.879 sec/game, 21.0 min. total, 547.8 MB
viper_dwindle v12 536 games, 466716 moves, e=0.538, loss: 6.8, -, 16.1% elo% vs. gir, avg. reward: -3.760, 1.887 sec/game, 21.0 min. total, 547.1 MB
viper_dwindle v12 537 games, 467716 moves, e=0.537, loss: 7.0, -, 15.7% elo% vs. gir, avg. reward: -3.756, 1.885 sec/game, 21.1 min. total, 548.0 MB
viper_dwindle v12 538 games, 468720 moves, e=0.536, loss: 6.6, -, 15.4% elo% vs. gir, avg. reward: -3.759, 1.878 sec/game, 21.1 min. total, 547.6 MB
viper_dwindle v12 539 games, 469849 moves, e=0.535, loss: 7.0, -, 15.0% elo% vs. gir, avg. reward: -3.755, 1.867 sec/game, 21.1 min. total, 547.2 MB
viper_dwindle v12 540 games, 470851 moves, e=0.534, loss: 6.8, -, 14.6% elo% vs. gir, avg. reward: -3.753, 1.860 sec/game, 21.2 min. total, 549.8 MB
viper_dwindle v12 541 games, 471894 moves, e=0.533, loss: 7.1, -, 14.3% elo% vs. gir, avg. reward: -3.759, 1.849 sec/game, 21.2 min. total, 547.2 MB
viper_dwindle v12 542 games, 473254 moves, e=0.531, loss: 6.2, -, 14.0% elo% vs. gir, avg. reward: -3.744, 1.876 sec/game, 21.2 min. total, 547.2 MB
viper_dwindle v12 543 games, 474563 moves, e=0.530, loss: 6.0, -, 13.7% elo% vs. gir, avg. reward: -3.727, 1.884 sec/game, 21.3 min. total, 548.0 MB
viper_dwindle v12 544 games, 475771 moves, e=0.529, loss: 5.8, -, 13.4% elo% vs. gir, avg. reward: -3.711, 1.877 sec/game, 21.3 min. total, 549.3 MB
viper_dwindle v12 545 games, 477051 moves, e=0.528, loss: 6.1, -, 13.1% elo% vs. gir, avg. reward: -3.694, 1.901 sec/game, 21.3 min. total, 550.3 MB
viper_dwindle v12 546 games, 478256 moves, e=0.527, loss: 5.8, -, 12.8% elo% vs. gir, avg. reward: -3.691, 1.898 sec/game, 21.4 min. total, 549.8 MB
viper_dwindle v12 547 games, 479331 moves, e=0.525, loss: 6.1, -, 12.6% elo% vs. gir, avg. reward: -3.685, 1.880 sec/game, 21.4 min. total, 550.5 MB
viper_dwindle v12 548 games, 480431 moves, e=0.524, loss: 5.7, -, 12.3% elo% vs. gir, avg. reward: -3.678, 1.888 sec/game, 21.4 min. total, 550.5 MB
viper_dwindle v12 549 games, 481514 moves, e=0.523, loss: 6.0, -, 12.1% elo% vs. gir, avg. reward: -3.678, 1.872 sec/game, 21.5 min. total, 551.3 MB
viper_dwindle v12 550 games, 482653 moves, e=0.522, loss: 5.9, -, 11.8% elo% vs. gir, avg. reward: -3.655, 1.865 sec/game, 21.5 min. total, 550.1 MB
viper_dwindle v12 551 games, 483739 moves, e=0.521, loss: 6.4, -, 11.6% elo% vs. gir, avg. reward: -3.657, 1.881 sec/game, 21.5 min. total, 550.2 MB
viper_dwindle v12 552 games, 485008 moves, e=0.520, loss: 7.5, -, 11.4% elo% vs. gir, avg. reward: -3.660, 1.899 sec/game, 21.6 min. total, 553.1 MB
viper_dwindle v12 553 games, 486152 moves, e=0.519, loss: 7.2, -, 11.2% elo% vs. gir, avg. reward: -3.650, 1.917 sec/game, 21.6 min. total, 552.1 MB
viper_dwindle v12 554 games, 487417 moves, e=0.517, loss: 6.9, -, 11.0% elo% vs. gir, avg. reward: -3.632, 1.917 sec/game, 21.6 min. total, 551.2 MB
viper_dwindle v12 555 games, 488646 moves, e=0.516, loss: 7.3, +, 12.7% elo% vs. gir, avg. reward: -3.617, 1.934 sec/game, 21.7 min. total, 553.0 MB
viper_dwindle v12 556 games, 489690 moves, e=0.515, loss: 7.9, -, 12.4% elo% vs. gir, avg. reward: -3.617, 1.925 sec/game, 21.7 min. total, 550.9 MB
viper_dwindle v12 557 games, 490884 moves, e=0.514, loss: 8.5, -, 12.2% elo% vs. gir, avg. reward: -3.606, 1.944 sec/game, 21.7 min. total, 552.4 MB
viper_dwindle v12 558 games, 492298 moves, e=0.513, loss: 8.3, -, 12.0% elo% vs. gir, avg. reward: -3.595, 1.978 sec/game, 21.8 min. total, 553.3 MB
viper_dwindle v12 559 games, 493440 moves, e=0.511, loss: 7.9, -, 11.7% elo% vs. gir, avg. reward: -3.583, 1.979 sec/game, 21.8 min. total, 553.6 MB
viper_dwindle v12 560 games, 494537 moves, e=0.510, loss: 7.6, -, 11.5% elo% vs. gir, avg. reward: -3.579, 1.983 sec/game, 21.8 min. total, 552.8 MB
viper_dwindle v12 561 games, 495805 moves, e=0.509, loss: 7.5, +, 13.3% elo% vs. gir, avg. reward: -3.560, 2.002 sec/game, 21.9 min. total, 554.2 MB
viper_dwindle v12 562 games, 496973 moves, e=0.508, loss: 7.5, -, 13.0% elo% vs. gir, avg. reward: -3.550, 1.985 sec/game, 21.9 min. total, 553.3 MB
viper_dwindle v12 563 games, 498118 moves, e=0.507, loss: 7.0, -, 12.7% elo% vs. gir, avg. reward: -3.546, 1.975 sec/game, 21.9 min. total, 552.9 MB
viper_dwindle v12 564 games, 499131 moves, e=0.506, loss: 7.0, -, 12.5% elo% vs. gir, avg. reward: -3.550, 1.962 sec/game, 21.9 min. total, 552.9 MB
viper_dwindle v12 565 games, 500392 moves, e=0.505, loss: 7.1, -, 12.2% elo% vs. gir, avg. reward: -3.539, 1.959 sec/game, 22.0 min. total, 554.0 MB
viper_dwindle v12 566 games, 501592 moves, e=0.503, loss: 7.1, -, 12.0% elo% vs. gir, avg. reward: -3.529, 1.955 sec/game, 22.0 min. total, 553.9 MB
viper_dwindle v12 567 games, 502739 moves, e=0.502, loss: 6.6, -, 11.7% elo% vs. gir, avg. reward: -3.515, 1.962 sec/game, 22.0 min. total, 555.4 MB
viper_dwindle v12 568 games, 504043 moves, e=0.501, loss: 7.1, -, 11.5% elo% vs. gir, avg. reward: -3.498, 1.978 sec/game, 22.1 min. total, 556.2 MB
viper_dwindle v12 569 games, 505409 moves, e=0.500, loss: 6.8, -, 11.3% elo% vs. gir, avg. reward: -3.495, 2.004 sec/game, 22.1 min. total, 556.3 MB
viper_dwindle v12 570 games, 506693 moves, e=0.498, loss: 6.3, -, 11.1% elo% vs. gir, avg. reward: -3.477, 2.011 sec/game, 22.2 min. total, 556.5 MB
viper_dwindle v12 571 games, 507888 moves, e=0.497, loss: 5.8, -, 10.9% elo% vs. gir, avg. reward: -3.479, 2.013 sec/game, 22.2 min. total, 556.6 MB
viper_dwindle v12 572 games, 508946 moves, e=0.496, loss: 6.1, -, 10.7% elo% vs. gir, avg. reward: -3.477, 2.004 sec/game, 22.2 min. total, 556.2 MB
viper_dwindle v12 573 games, 510311 moves, e=0.495, loss: 6.3, -, 10.5% elo% vs. gir, avg. reward: -3.467, 2.008 sec/game, 22.3 min. total, 556.6 MB
viper_dwindle v12 574 games, 511564 moves, e=0.494, loss: 6.8, -, 10.3% elo% vs. gir, avg. reward: -3.454, 2.016 sec/game, 22.3 min. total, 558.2 MB
viper_dwindle v12 575 games, 512887 moves, e=0.492, loss: 6.8, -, 10.2% elo% vs. gir, avg. reward: -3.455, 2.017 sec/game, 22.3 min. total, 557.9 MB
viper_dwindle v12 576 games, 513971 moves, e=0.491, loss: 6.3, -, 10.0% elo% vs. gir, avg. reward: -3.453, 2.030 sec/game, 22.4 min. total, 557.9 MB
viper_dwindle v12 577 games, 515294 moves, e=0.490, loss: 6.4, +, 11.6% elo% vs. gir, avg. reward: -3.439, 2.033 sec/game, 22.4 min. total, 557.9 MB
viper_dwindle v12 578 games, 516490 moves, e=0.489, loss: 7.0, -, 11.4% elo% vs. gir, avg. reward: -3.433, 2.025 sec/game, 22.4 min. total, 557.9 MB
viper_dwindle v12 579 games, 517776 moves, e=0.487, loss: 6.7, +, 13.1% elo% vs. gir, avg. reward: -3.427, 2.035 sec/game, 22.5 min. total, 557.9 MB
viper_dwindle v12 580 games, 518909 moves, e=0.486, loss: 6.2, -, 12.8% elo% vs. gir, avg. reward: -3.421, 2.030 sec/game, 22.5 min. total, 559.3 MB
viper_dwindle v12 581 games, 519988 moves, e=0.485, loss: 6.5, -, 12.6% elo% vs. gir, avg. reward: -3.427, 2.020 sec/game, 22.5 min. total, 558.4 MB
viper_dwindle v12 582 games, 521178 moves, e=0.484, loss: 7.1, -, 12.3% elo% vs. gir, avg. reward: -3.418, 2.020 sec/game, 22.6 min. total, 560.0 MB
viper_dwindle v12 583 games, 522565 moves, e=0.483, loss: 6.2, -, 12.1% elo% vs. gir, avg. reward: -3.398, 2.038 sec/game, 22.6 min. total, 562.0 MB
viper_dwindle v12 584 games, 523837 moves, e=0.481, loss: 6.9, -, 11.9% elo% vs. gir, avg. reward: -3.382, 2.056 sec/game, 22.6 min. total, 562.3 MB
viper_dwindle v12 585 games, 525150 moves, e=0.480, loss: 7.4, -, 11.6% elo% vs. gir, avg. reward: -3.375, 2.055 sec/game, 22.7 min. total, 561.1 MB
viper_dwindle v12 586 games, 526371 moves, e=0.479, loss: 7.6, -, 11.4% elo% vs. gir, avg. reward: -3.359, 2.060 sec/game, 22.7 min. total, 562.4 MB
viper_dwindle v12 587 games, 527645 moves, e=0.478, loss: 7.4, -, 11.2% elo% vs. gir, avg. reward: -3.344, 2.069 sec/game, 22.7 min. total, 562.6 MB
viper_dwindle v12 588 games, 528888 moves, e=0.476, loss: 6.3, -, 11.0% elo% vs. gir, avg. reward: -3.334, 2.056 sec/game, 22.8 min. total, 561.3 MB
viper_dwindle v12 589 games, 530143 moves, e=0.475, loss: 6.6, -, 10.8% elo% vs. gir, avg. reward: -3.317, 2.048 sec/game, 22.8 min. total, 563.0 MB
viper_dwindle v12 590 games, 531422 moves, e=0.474, loss: 6.1, -, 10.6% elo% vs. gir, avg. reward: -3.308, 2.057 sec/game, 22.8 min. total, 562.4 MB
viper_dwindle v12 591 games, 532598 moves, e=0.473, loss: 6.2, -, 10.4% elo% vs. gir, avg. reward: -3.304, 2.079 sec/game, 22.9 min. total, 563.0 MB
viper_dwindle v12 592 games, 533835 moves, e=0.472, loss: 6.1, -, 10.2% elo% vs. gir, avg. reward: -3.300, 2.100 sec/game, 22.9 min. total, 562.5 MB
viper_dwindle v12 593 games, 535076 moves, e=0.470, loss: 5.8, -, 10.1% elo% vs. gir, avg. reward: -3.290, 2.116 sec/game, 23.0 min. total, 563.2 MB
viper_dwindle v12 594 games, 536346 moves, e=0.469, loss: 5.9, -, 9.9% elo% vs. gir, avg. reward: -3.281, 2.128 sec/game, 23.0 min. total, 564.2 MB
viper_dwindle v12 595 games, 537646 moves, e=0.468, loss: 5.9, -, 9.7% elo% vs. gir, avg. reward: -3.271, 2.150 sec/game, 23.0 min. total, 563.0 MB
viper_dwindle v12 596 games, 538844 moves, e=0.467, loss: 5.6, -, 9.6% elo% vs. gir, avg. reward: -3.267, 2.159 sec/game, 23.1 min. total, 563.0 MB
viper_dwindle v12 597 games, 540163 moves, e=0.465, loss: 5.0, -, 9.4% elo% vs. gir, avg. reward: -3.250, 2.184 sec/game, 23.1 min. total, 564.9 MB
viper_dwindle v12 598 games, 541372 moves, e=0.464, loss: 5.3, -, 9.3% elo% vs. gir, avg. reward: -3.243, 2.193 sec/game, 23.2 min. total, 567.7 MB
viper_dwindle v12 599 games, 542540 moves, e=0.463, loss: 5.7, -, 9.1% elo% vs. gir, avg. reward: -3.248, 2.198 sec/game, 23.2 min. total, 567.4 MB
viper_dwindle v12 600 games, 543730 moves, e=0.462, loss: 5.9, -, 9.0% elo% vs. gir, avg. reward: -3.246, 2.213 sec/game, 23.2 min. total, 565.7 MB
viper_dwindle v13 601 games, 544986 moves, e=0.460, loss: 6.2, -, 47.7% elo% vs. gir, avg. reward: -3.244, 2.236 sec/game, 23.3 min. total, 565.8 MB
viper_dwindle v13 602 games, 546201 moves, e=0.459, loss: 5.9, -, 45.5% elo% vs. gir, avg. reward: -3.245, 2.252 sec/game, 23.3 min. total, 565.8 MB
viper_dwindle v13 603 games, 547462 moves, e=0.458, loss: 6.3, -, 43.4% elo% vs. gir, avg. reward: -3.238, 2.250 sec/game, 23.3 min. total, 567.3 MB
viper_dwindle v13 604 games, 548552 moves, e=0.457, loss: 6.7, -, 41.5% elo% vs. gir, avg. reward: -3.236, 2.240 sec/game, 23.4 min. total, 568.6 MB
viper_dwindle v13 605 games, 549778 moves, e=0.456, loss: 7.2, -, 39.6% elo% vs. gir, avg. reward: -3.232, 2.251 sec/game, 23.4 min. total, 567.6 MB
viper_dwindle v13 606 games, 551054 moves, e=0.454, loss: 7.4, -, 37.9% elo% vs. gir, avg. reward: -3.212, 2.259 sec/game, 23.5 min. total, 567.6 MB
viper_dwindle v13 607 games, 552355 moves, e=0.453, loss: 6.9, -, 36.3% elo% vs. gir, avg. reward: -3.202, 2.267 sec/game, 23.5 min. total, 569.1 MB
viper_dwindle v13 608 games, 553836 moves, e=0.452, loss: 6.4, -, 34.8% elo% vs. gir, avg. reward: -3.187, 2.289 sec/game, 23.5 min. total, 569.7 MB
viper_dwindle v13 609 games, 555024 moves, e=0.451, loss: 6.5, -, 33.3% elo% vs. gir, avg. reward: -3.185, 2.292 sec/game, 23.6 min. total, 568.2 MB
viper_dwindle v13 610 games, 556269 moves, e=0.449, loss: 7.1, -, 32.0% elo% vs. gir, avg. reward: -3.178, 2.281 sec/game, 23.6 min. total, 569.4 MB
viper_dwindle v13 611 games, 557408 moves, e=0.448, loss: 6.9, -, 30.7% elo% vs. gir, avg. reward: -3.172, 2.265 sec/game, 23.6 min. total, 569.5 MB
viper_dwindle v13 612 games, 558746 moves, e=0.447, loss: 6.6, -, 29.5% elo% vs. gir, avg. reward: -3.159, 2.266 sec/game, 23.7 min. total, 568.4 MB
