amendable_wisdom v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 300.7 MB
amendable_wisdom v33 2819 games, 3233727 moves, e=0.010, loss: 4.7, -, 30.9% elo% vs. random_no_suicide, avg. reward: -2.211, 1.398 sec/game, 2.8 min. total, 435.0 MB
amendable_wisdom v33 2820 games, 3234776 moves, e=0.010, loss: 4.9, -, 29.7% elo% vs. random_no_suicide, avg. reward: -2.214, 1.390 sec/game, 2.8 min. total, 435.0 MB
amendable_wisdom v33 2821 games, 3236047 moves, e=0.010, loss: 5.0, -, 28.6% elo% vs. random_no_suicide, avg. reward: -2.221, 1.408 sec/game, 2.8 min. total, 435.0 MB
amendable_wisdom v33 2822 games, 3237131 moves, e=0.010, loss: 5.0, -, 27.5% elo% vs. random_no_suicide, avg. reward: -2.244, 1.411 sec/game, 2.8 min. total, 435.0 MB
amendable_wisdom v33 2823 games, 3238300 moves, e=0.010, loss: 5.1, -, 26.5% elo% vs. random_no_suicide, avg. reward: -2.245, 1.399 sec/game, 2.8 min. total, 435.0 MB
amendable_wisdom v33 2824 games, 3239513 moves, e=0.010, loss: 5.4, -, 25.6% elo% vs. random_no_suicide, avg. reward: -2.246, 1.399 sec/game, 2.9 min. total, 435.0 MB
amendable_wisdom v33 2825 games, 3240794 moves, e=0.010, loss: 5.5, -, 24.7% elo% vs. random_no_suicide, avg. reward: -2.240, 1.404 sec/game, 2.9 min. total, 435.7 MB
amendable_wisdom v33 2826 games, 3242092 moves, e=0.010, loss: 5.5, -, 23.8% elo% vs. random_no_suicide, avg. reward: -2.237, 1.405 sec/game, 2.9 min. total, 436.0 MB
amendable_wisdom v33 2827 games, 3243344 moves, e=0.010, loss: 5.3, -, 23.0% elo% vs. random_no_suicide, avg. reward: -2.236, 1.412 sec/game, 2.9 min. total, 437.9 MB
amendable_wisdom v33 2828 games, 3244601 moves, e=0.010, loss: 5.6, -, 22.3% elo% vs. random_no_suicide, avg. reward: -2.235, 1.407 sec/game, 3.0 min. total, 437.3 MB
amendable_wisdom v33 2829 games, 3245783 moves, e=0.010, loss: 5.5, ., 23.2% elo% vs. random_no_suicide, avg. reward: -2.218, 1.408 sec/game, 3.0 min. total, 437.3 MB
amendable_wisdom v33 2830 games, 3246987 moves, e=0.010, loss: 5.0, -, 22.4% elo% vs. random_no_suicide, avg. reward: -2.217, 1.410 sec/game, 3.0 min. total, 437.3 MB
amendable_wisdom v33 2831 games, 3248374 moves, e=0.010, loss: 4.8, +, 25.0% elo% vs. random_no_suicide, avg. reward: -2.215, 1.424 sec/game, 3.0 min. total, 437.3 MB
amendable_wisdom v33 2832 games, 3249647 moves, e=0.010, loss: 4.8, -, 24.2% elo% vs. random_no_suicide, avg. reward: -2.218, 1.428 sec/game, 3.1 min. total, 437.4 MB
amendable_wisdom v33 2833 games, 3250968 moves, e=0.010, loss: 4.7, -, 23.4% elo% vs. random_no_suicide, avg. reward: -2.217, 1.431 sec/game, 3.1 min. total, 437.5 MB
amendable_wisdom v33 2834 games, 3252392 moves, e=0.010, loss: 4.6, -, 22.6% elo% vs. random_no_suicide, avg. reward: -2.221, 1.445 sec/game, 3.1 min. total, 437.7 MB
amendable_wisdom v33 2835 games, 3253779 moves, e=0.010, loss: 4.6, -, 21.9% elo% vs. random_no_suicide, avg. reward: -2.221, 1.459 sec/game, 3.1 min. total, 437.6 MB
amendable_wisdom v33 2836 games, 3254972 moves, e=0.010, loss: 4.6, -, 21.2% elo% vs. random_no_suicide, avg. reward: -2.222, 1.453 sec/game, 3.2 min. total, 437.6 MB
amendable_wisdom v33 2837 games, 3256186 moves, e=0.010, loss: 4.6, +, 23.7% elo% vs. random_no_suicide, avg. reward: -2.227, 1.451 sec/game, 3.2 min. total, 438.1 MB
amendable_wisdom v33 2838 games, 3257358 moves, e=0.010, loss: 4.9, -, 22.9% elo% vs. random_no_suicide, avg. reward: -2.229, 1.454 sec/game, 3.2 min. total, 438.1 MB
amendable_wisdom v33 2839 games, 3258440 moves, e=0.010, loss: 4.9, -, 22.2% elo% vs. random_no_suicide, avg. reward: -2.239, 1.431 sec/game, 3.2 min. total, 438.1 MB
amendable_wisdom v33 2840 games, 3259630 moves, e=0.010, loss: 5.2, -, 21.5% elo% vs. random_no_suicide, avg. reward: -2.245, 1.430 sec/game, 3.2 min. total, 438.1 MB
amendable_wisdom v33 2841 games, 3260715 moves, e=0.010, loss: 5.2, -, 20.8% elo% vs. random_no_suicide, avg. reward: -2.255, 1.409 sec/game, 3.3 min. total, 438.1 MB
amendable_wisdom v33 2842 games, 3261931 moves, e=0.010, loss: 5.8, -, 20.2% elo% vs. random_no_suicide, avg. reward: -2.253, 1.405 sec/game, 3.3 min. total, 438.4 MB
amendable_wisdom v33 2843 games, 3263202 moves, e=0.010, loss: 5.7, -, 19.6% elo% vs. random_no_suicide, avg. reward: -2.245, 1.411 sec/game, 3.3 min. total, 439.3 MB
amendable_wisdom v33 2844 games, 3264506 moves, e=0.010, loss: 5.8, -, 19.1% elo% vs. random_no_suicide, avg. reward: -2.249, 1.418 sec/game, 3.3 min. total, 439.3 MB
amendable_wisdom v33 2845 games, 3265736 moves, e=0.010, loss: 5.6, ., 20.0% elo% vs. random_no_suicide, avg. reward: -2.247, 1.421 sec/game, 3.4 min. total, 439.3 MB
amendable_wisdom v33 2846 games, 3266950 moves, e=0.010, loss: 5.6, -, 19.4% elo% vs. random_no_suicide, avg. reward: -2.247, 1.420 sec/game, 3.4 min. total, 439.3 MB
amendable_wisdom v33 2847 games, 3268199 moves, e=0.010, loss: 5.5, -, 18.8% elo% vs. random_no_suicide, avg. reward: -2.250, 1.415 sec/game, 3.4 min. total, 439.3 MB
amendable_wisdom v33 2848 games, 3269542 moves, e=0.010, loss: 5.2, +, 21.2% elo% vs. random_no_suicide, avg. reward: -2.252, 1.422 sec/game, 3.4 min. total, 439.3 MB
amendable_wisdom v33 2849 games, 3270707 moves, e=0.010, loss: 5.0, -, 20.6% elo% vs. random_no_suicide, avg. reward: -2.256, 1.415 sec/game, 3.5 min. total, 439.4 MB
amendable_wisdom v33 2850 games, 3271785 moves, e=0.010, loss: 5.2, -, 20.0% elo% vs. random_no_suicide, avg. reward: -2.256, 1.392 sec/game, 3.5 min. total, 440.0 MB
amendable_wisdom v33 2851 games, 3272937 moves, e=0.010, loss: 5.4, -, 19.4% elo% vs. random_no_suicide, avg. reward: -2.257, 1.364 sec/game, 3.5 min. total, 440.5 MB
amendable_wisdom v33 2852 games, 3274159 moves, e=0.010, loss: 5.0, -, 18.8% elo% vs. random_no_suicide, avg. reward: -2.259, 1.368 sec/game, 3.5 min. total, 441.0 MB
amendable_wisdom v33 2853 games, 3275305 moves, e=0.010, loss: 5.2, -, 18.3% elo% vs. random_no_suicide, avg. reward: -2.265, 1.356 sec/game, 3.5 min. total, 441.0 MB
amendable_wisdom v33 2854 games, 3276723 moves, e=0.010, loss: 5.2, -, 17.8% elo% vs. random_no_suicide, avg. reward: -2.267, 1.357 sec/game, 3.6 min. total, 441.0 MB
amendable_wisdom v33 2855 games, 3277801 moves, e=0.010, loss: 5.1, -, 17.3% elo% vs. random_no_suicide, avg. reward: -2.273, 1.333 sec/game, 3.6 min. total, 441.0 MB
amendable_wisdom v33 2856 games, 3279028 moves, e=0.010, loss: 5.5, -, 16.9% elo% vs. random_no_suicide, avg. reward: -2.284, 1.339 sec/game, 3.6 min. total, 441.0 MB
amendable_wisdom v33 2857 games, 3280367 moves, e=0.010, loss: 5.6, +, 19.1% elo% vs. random_no_suicide, avg. reward: -2.279, 1.343 sec/game, 3.6 min. total, 441.1 MB
amendable_wisdom v33 2858 games, 3281566 moves, e=0.010, loss: 5.5, -, 18.6% elo% vs. random_no_suicide, avg. reward: -2.275, 1.342 sec/game, 3.7 min. total, 441.1 MB
amendable_wisdom v33 2859 games, 3282778 moves, e=0.010, loss: 5.4, -, 18.1% elo% vs. random_no_suicide, avg. reward: -2.273, 1.347 sec/game, 3.7 min. total, 441.1 MB
amendable_wisdom v33 2860 games, 3284116 moves, e=0.010, loss: 5.0, -, 17.6% elo% vs. random_no_suicide, avg. reward: -2.273, 1.366 sec/game, 3.7 min. total, 441.2 MB
amendable_wisdom v33 2861 games, 3285447 moves, e=0.010, loss: 5.0, ., 18.5% elo% vs. random_no_suicide, avg. reward: -2.274, 1.369 sec/game, 3.7 min. total, 441.2 MB
amendable_wisdom v33 2862 games, 3286745 moves, e=0.010, loss: 4.9, +, 20.8% elo% vs. random_no_suicide, avg. reward: -2.269, 1.376 sec/game, 3.8 min. total, 441.2 MB
amendable_wisdom v33 2863 games, 3287988 moves, e=0.010, loss: 4.6, -, 20.2% elo% vs. random_no_suicide, avg. reward: -2.266, 1.380 sec/game, 3.8 min. total, 441.2 MB
amendable_wisdom v33 2864 games, 3289378 moves, e=0.010, loss: 4.5, -, 19.6% elo% vs. random_no_suicide, avg. reward: -2.259, 1.399 sec/game, 3.8 min. total, 441.3 MB
amendable_wisdom v33 2865 games, 3290617 moves, e=0.010, loss: 4.6, -, 19.1% elo% vs. random_no_suicide, avg. reward: -2.257, 1.401 sec/game, 3.8 min. total, 441.3 MB
amendable_wisdom v33 2866 games, 3291844 moves, e=0.010, loss: 4.6, ., 20.0% elo% vs. random_no_suicide, avg. reward: -2.260, 1.413 sec/game, 3.9 min. total, 441.3 MB
amendable_wisdom v33 2867 games, 3293085 moves, e=0.010, loss: 4.5, -, 19.4% elo% vs. random_no_suicide, avg. reward: -2.261, 1.420 sec/game, 3.9 min. total, 443.1 MB
amendable_wisdom v33 2868 games, 3294270 moves, e=0.010, loss: 4.6, -, 18.8% elo% vs. random_no_suicide, avg. reward: -2.259, 1.417 sec/game, 3.9 min. total, 443.4 MB
amendable_wisdom v33 2869 games, 3295481 moves, e=0.010, loss: 4.8, +, 21.2% elo% vs. random_no_suicide, avg. reward: -2.258, 1.421 sec/game, 3.9 min. total, 443.4 MB
amendable_wisdom v33 2870 games, 3296728 moves, e=0.010, loss: 4.8, -, 20.6% elo% vs. random_no_suicide, avg. reward: -2.256, 1.435 sec/game, 4.0 min. total, 443.5 MB
amendable_wisdom v33 2871 games, 3297904 moves, e=0.010, loss: 4.7, -, 20.0% elo% vs. random_no_suicide, avg. reward: -2.258, 1.435 sec/game, 4.0 min. total, 443.5 MB
amendable_wisdom v33 2872 games, 3298988 moves, e=0.010, loss: 5.0, -, 19.4% elo% vs. random_no_suicide, avg. reward: -2.259, 1.426 sec/game, 4.0 min. total, 443.5 MB
amendable_wisdom v33 2873 games, 3300129 moves, e=0.010, loss: 5.1, -, 18.8% elo% vs. random_no_suicide, avg. reward: -2.263, 1.427 sec/game, 4.0 min. total, 443.5 MB
amendable_wisdom v33 2874 games, 3301468 moves, e=0.010, loss: 5.3, -, 18.3% elo% vs. random_no_suicide, avg. reward: -2.265, 1.418 sec/game, 4.0 min. total, 443.5 MB
amendable_wisdom v33 2875 games, 3302642 moves, e=0.010, loss: 5.2, -, 17.8% elo% vs. random_no_suicide, avg. reward: -2.274, 1.422 sec/game, 4.1 min. total, 443.5 MB
amendable_wisdom v33 2876 games, 3304045 moves, e=0.010, loss: 5.4, -, 17.3% elo% vs. random_no_suicide, avg. reward: -2.279, 1.461 sec/game, 4.1 min. total, 444.7 MB
amendable_wisdom v33 2877 games, 3305299 moves, e=0.010, loss: 5.4, +, 19.6% elo% vs. random_no_suicide, avg. reward: -2.276, 1.467 sec/game, 4.1 min. total, 444.7 MB
amendable_wisdom v33 2878 games, 3306614 moves, e=0.010, loss: 5.4, -, 19.1% elo% vs. random_no_suicide, avg. reward: -2.278, 1.470 sec/game, 4.1 min. total, 444.8 MB
amendable_wisdom v33 2879 games, 3307804 moves, e=0.010, loss: 5.2, +, 21.5% elo% vs. random_no_suicide, avg. reward: -2.269, 1.478 sec/game, 4.2 min. total, 444.7 MB
amendable_wisdom v33 2880 games, 3309057 moves, e=0.010, loss: 5.0, -, 20.8% elo% vs. random_no_suicide, avg. reward: -2.261, 1.465 sec/game, 4.2 min. total, 444.8 MB
amendable_wisdom v33 2881 games, 3310192 moves, e=0.010, loss: 4.7, -, 20.2% elo% vs. random_no_suicide, avg. reward: -2.261, 1.454 sec/game, 4.2 min. total, 444.8 MB
amendable_wisdom v33 2882 games, 3311366 moves, e=0.010, loss: 4.7, -, 19.6% elo% vs. random_no_suicide, avg. reward: -2.259, 1.452 sec/game, 4.2 min. total, 444.8 MB
amendable_wisdom v33 2883 games, 3312665 moves, e=0.010, loss: 4.8, -, 19.0% elo% vs. random_no_suicide, avg. reward: -2.253, 1.452 sec/game, 4.3 min. total, 444.8 MB
amendable_wisdom v33 2884 games, 3314053 moves, e=0.010, loss: 4.6, -, 18.5% elo% vs. random_no_suicide, avg. reward: -2.242, 1.441 sec/game, 4.3 min. total, 445.6 MB
amendable_wisdom v33 2885 games, 3315310 moves, e=0.010, loss: 4.3, -, 18.0% elo% vs. random_no_suicide, avg. reward: -2.239, 1.431 sec/game, 4.3 min. total, 445.6 MB
amendable_wisdom v33 2886 games, 3316384 moves, e=0.010, loss: 4.4, -, 17.5% elo% vs. random_no_suicide, avg. reward: -2.235, 1.412 sec/game, 4.3 min. total, 445.7 MB
amendable_wisdom v33 2887 games, 3317532 moves, e=0.010, loss: 4.7, -, 17.0% elo% vs. random_no_suicide, avg. reward: -2.233, 1.404 sec/game, 4.3 min. total, 445.7 MB
amendable_wisdom v33 2888 games, 3318812 moves, e=0.010, loss: 4.8, -, 16.6% elo% vs. random_no_suicide, avg. reward: -2.234, 1.401 sec/game, 4.4 min. total, 445.8 MB
amendable_wisdom v33 2889 games, 3319761 moves, e=0.010, loss: 4.8, -, 16.2% elo% vs. random_no_suicide, avg. reward: -2.248, 1.387 sec/game, 4.4 min. total, 445.9 MB
amendable_wisdom v33 2890 games, 3320781 moves, e=0.010, loss: 4.8, -, 15.8% elo% vs. random_no_suicide, avg. reward: -2.270, 1.371 sec/game, 4.4 min. total, 445.9 MB
amendable_wisdom v33 2891 games, 3321848 moves, e=0.010, loss: 5.1, -, 15.4% elo% vs. random_no_suicide, avg. reward: -2.283, 1.361 sec/game, 4.4 min. total, 445.9 MB
amendable_wisdom v33 2892 games, 3323141 moves, e=0.010, loss: 5.5, -, 15.0% elo% vs. random_no_suicide, avg. reward: -2.283, 1.371 sec/game, 4.5 min. total, 446.5 MB
amendable_wisdom v33 2893 games, 3324360 moves, e=0.010, loss: 5.6, -, 14.7% elo% vs. random_no_suicide, avg. reward: -2.277, 1.376 sec/game, 4.5 min. total, 446.5 MB
amendable_wisdom v33 2894 games, 3325517 moves, e=0.010, loss: 5.7, -, 14.3% elo% vs. random_no_suicide, avg. reward: -2.279, 1.369 sec/game, 4.5 min. total, 446.5 MB
amendable_wisdom v33 2895 games, 3326691 moves, e=0.010, loss: 5.6, -, 14.0% elo% vs. random_no_suicide, avg. reward: -2.272, 1.370 sec/game, 4.5 min. total, 446.5 MB
amendable_wisdom v33 2896 games, 3328029 moves, e=0.010, loss: 5.6, -, 13.7% elo% vs. random_no_suicide, avg. reward: -2.269, 1.337 sec/game, 4.5 min. total, 446.5 MB
amendable_wisdom v33 2897 games, 3329300 moves, e=0.010, loss: 5.7, -, 13.4% elo% vs. random_no_suicide, avg. reward: -2.268, 1.328 sec/game, 4.6 min. total, 446.6 MB
amendable_wisdom v33 2898 games, 3330521 moves, e=0.010, loss: 5.3, -, 13.1% elo% vs. random_no_suicide, avg. reward: -2.273, 1.320 sec/game, 4.6 min. total, 446.6 MB
amendable_wisdom v33 2899 games, 3331748 moves, e=0.010, loss: 5.2, -, 12.9% elo% vs. random_no_suicide, avg. reward: -2.275, 1.315 sec/game, 4.6 min. total, 446.8 MB
amendable_wisdom v33 2900 games, 3332979 moves, e=0.010, loss: 4.9, -, 12.6% elo% vs. random_no_suicide, avg. reward: -2.277, 1.309 sec/game, 4.6 min. total, 447.6 MB
amendable_wisdom v34 2901 games, 3334281 moves, e=0.010, loss: 5.0, -, 47.7% elo% vs. random_no_suicide, avg. reward: -2.279, 1.332 sec/game, 4.7 min. total, 448.2 MB
amendable_wisdom v34 2902 games, 3335409 moves, e=0.010, loss: 4.8, -, 45.5% elo% vs. random_no_suicide, avg. reward: -2.279, 1.322 sec/game, 4.7 min. total, 448.2 MB
amendable_wisdom v34 2903 games, 3336689 moves, e=0.010, loss: 4.9, ., 45.7% elo% vs. random_no_suicide, avg. reward: -2.280, 1.317 sec/game, 4.7 min. total, 448.2 MB
amendable_wisdom v34 2904 games, 3338014 moves, e=0.010, loss: 4.8, -, 43.6% elo% vs. random_no_suicide, avg. reward: -2.275, 1.312 sec/game, 4.7 min. total, 448.2 MB
amendable_wisdom v34 2905 games, 3339347 moves, e=0.010, loss: 4.8, -, 41.7% elo% vs. random_no_suicide, avg. reward: -2.271, 1.318 sec/game, 4.7 min. total, 448.3 MB
amendable_wisdom v34 2906 games, 3340434 moves, e=0.010, loss: 4.8, -, 39.8% elo% vs. random_no_suicide, avg. reward: -2.277, 1.320 sec/game, 4.8 min. total, 448.3 MB
amendable_wisdom v34 2907 games, 3341545 moves, e=0.010, loss: 4.8, -, 38.1% elo% vs. random_no_suicide, avg. reward: -2.278, 1.312 sec/game, 4.8 min. total, 448.7 MB
amendable_wisdom v34 2908 games, 3342622 moves, e=0.010, loss: 4.7, -, 36.4% elo% vs. random_no_suicide, avg. reward: -2.278, 1.307 sec/game, 4.8 min. total, 449.1 MB
amendable_wisdom v34 2909 games, 3343837 moves, e=0.010, loss: 4.7, -, 34.9% elo% vs. random_no_suicide, avg. reward: -2.280, 1.319 sec/game, 4.8 min. total, 449.4 MB
amendable_wisdom v34 2910 games, 3344966 moves, e=0.010, loss: 4.7, -, 33.4% elo% vs. random_no_suicide, avg. reward: -2.282, 1.325 sec/game, 4.8 min. total, 449.4 MB
amendable_wisdom v34 2911 games, 3346178 moves, e=0.010, loss: 4.8, -, 32.1% elo% vs. random_no_suicide, avg. reward: -2.291, 1.340 sec/game, 4.9 min. total, 449.4 MB
amendable_wisdom v34 2912 games, 3347506 moves, e=0.010, loss: 4.8, -, 30.8% elo% vs. random_no_suicide, avg. reward: -2.287, 1.332 sec/game, 4.9 min. total, 449.4 MB
amendable_wisdom v34 2913 games, 3348885 moves, e=0.010, loss: 4.8, +, 33.6% elo% vs. random_no_suicide, avg. reward: -2.280, 1.340 sec/game, 4.9 min. total, 449.4 MB
amendable_wisdom v34 2914 games, 3350221 moves, e=0.010, loss: 4.6, +, 36.4% elo% vs. random_no_suicide, avg. reward: -2.278, 1.348 sec/game, 4.9 min. total, 449.4 MB
amendable_wisdom v34 2915 games, 3351318 moves, e=0.010, loss: 4.8, +, 39.1% elo% vs. random_no_suicide, avg. reward: -2.287, 1.349 sec/game, 5.0 min. total, 449.4 MB
amendable_wisdom v34 2916 games, 3352541 moves, e=0.010, loss: 4.7, -, 37.4% elo% vs. random_no_suicide, avg. reward: -2.285, 1.337 sec/game, 5.0 min. total, 449.4 MB
amendable_wisdom v34 2917 games, 3353587 moves, e=0.010, loss: 4.9, -, 35.8% elo% vs. random_no_suicide, avg. reward: -2.302, 1.325 sec/game, 5.0 min. total, 449.9 MB
amendable_wisdom v34 2918 games, 3354906 moves, e=0.010, loss: 5.1, -, 34.3% elo% vs. random_no_suicide, avg. reward: -2.300, 1.341 sec/game, 5.0 min. total, 451.0 MB
amendable_wisdom v34 2919 games, 3356175 moves, e=0.010, loss: 5.1, -, 32.9% elo% vs. random_no_suicide, avg. reward: -2.303, 1.342 sec/game, 5.1 min. total, 451.0 MB
amendable_wisdom v34 2920 games, 3357398 moves, e=0.010, loss: 4.9, -, 31.6% elo% vs. random_no_suicide, avg. reward: -2.296, 1.341 sec/game, 5.1 min. total, 451.0 MB
amendable_wisdom v34 2921 games, 3358749 moves, e=0.010, loss: 4.7, -, 30.3% elo% vs. random_no_suicide, avg. reward: -2.285, 1.336 sec/game, 5.1 min. total, 451.0 MB
amendable_wisdom v34 2922 games, 3360071 moves, e=0.010, loss: 4.9, -, 29.2% elo% vs. random_no_suicide, avg. reward: -2.264, 1.347 sec/game, 5.1 min. total, 451.1 MB
amendable_wisdom v34 2923 games, 3361400 moves, e=0.010, loss: 4.8, -, 28.1% elo% vs. random_no_suicide, avg. reward: -2.261, 1.347 sec/game, 5.1 min. total, 451.1 MB
amendable_wisdom v34 2924 games, 3362596 moves, e=0.010, loss: 4.7, -, 27.0% elo% vs. random_no_suicide, avg. reward: -2.264, 1.343 sec/game, 5.2 min. total, 451.1 MB
amendable_wisdom v34 2925 games, 3363859 moves, e=0.010, loss: 4.6, -, 26.1% elo% vs. random_no_suicide, avg. reward: -2.267, 1.342 sec/game, 5.2 min. total, 451.8 MB
amendable_wisdom v34 2926 games, 3365058 moves, e=0.010, loss: 4.7, -, 25.2% elo% vs. random_no_suicide, avg. reward: -2.271, 1.348 sec/game, 5.2 min. total, 451.9 MB
amendable_wisdom v34 2927 games, 3366270 moves, e=0.010, loss: 4.9, +, 27.8% elo% vs. random_no_suicide, avg. reward: -2.266, 1.390 sec/game, 5.2 min. total, 452.8 MB
amendable_wisdom v34 2928 games, 3367561 moves, e=0.010, loss: 4.9, ., 28.7% elo% vs. random_no_suicide, avg. reward: -2.268, 1.406 sec/game, 5.3 min. total, 452.8 MB
amendable_wisdom v34 2929 games, 3369010 moves, e=0.010, loss: 4.7, ., 29.5% elo% vs. random_no_suicide, avg. reward: -2.263, 1.421 sec/game, 5.3 min. total, 452.8 MB
amendable_wisdom v34 2930 games, 3370268 moves, e=0.010, loss: 4.8, -, 28.4% elo% vs. random_no_suicide, avg. reward: -2.265, 1.435 sec/game, 5.3 min. total, 452.9 MB
amendable_wisdom v34 2931 games, 3371249 moves, e=0.010, loss: 5.0, -, 27.3% elo% vs. random_no_suicide, avg. reward: -2.283, 1.429 sec/game, 5.3 min. total, 452.9 MB
amendable_wisdom v34 2932 games, 3372216 moves, e=0.010, loss: 5.2, -, 26.3% elo% vs. random_no_suicide, avg. reward: -2.304, 1.419 sec/game, 5.4 min. total, 453.0 MB
amendable_wisdom v34 2933 games, 3373313 moves, e=0.010, loss: 5.3, -, 25.4% elo% vs. random_no_suicide, avg. reward: -2.316, 1.409 sec/game, 5.4 min. total, 453.1 MB
amendable_wisdom v34 2934 games, 3374511 moves, e=0.010, loss: 5.6, -, 24.5% elo% vs. random_no_suicide, avg. reward: -2.321, 1.402 sec/game, 5.4 min. total, 453.2 MB
amendable_wisdom v34 2935 games, 3375705 moves, e=0.010, loss: 5.6, -, 23.7% elo% vs. random_no_suicide, avg. reward: -2.323, 1.409 sec/game, 5.4 min. total, 453.5 MB
amendable_wisdom v34 2936 games, 3377081 moves, e=0.010, loss: 5.6, -, 22.9% elo% vs. random_no_suicide, avg. reward: -2.318, 1.432 sec/game, 5.5 min. total, 453.6 MB
amendable_wisdom v34 2937 games, 3378500 moves, e=0.010, loss: 5.5, +, 25.5% elo% vs. random_no_suicide, avg. reward: -2.308, 1.460 sec/game, 5.5 min. total, 453.6 MB
amendable_wisdom v34 2938 games, 3379810 moves, e=0.010, loss: 5.5, -, 24.6% elo% vs. random_no_suicide, avg. reward: -2.306, 1.456 sec/game, 5.5 min. total, 453.6 MB
amendable_wisdom v34 2939 games, 3381021 moves, e=0.010, loss: 5.3, ., 25.5% elo% vs. random_no_suicide, avg. reward: -2.292, 1.457 sec/game, 5.5 min. total, 453.6 MB
amendable_wisdom v34 2940 games, 3382290 moves, e=0.010, loss: 5.3, -, 24.6% elo% vs. random_no_suicide, avg. reward: -2.286, 1.463 sec/game, 5.6 min. total, 453.6 MB
amendable_wisdom v34 2941 games, 3383556 moves, e=0.010, loss: 4.8, -, 23.8% elo% vs. random_no_suicide, avg. reward: -2.273, 1.460 sec/game, 5.6 min. total, 454.0 MB
amendable_wisdom v34 2942 games, 3384869 moves, e=0.010, loss: 4.9, -, 23.0% elo% vs. random_no_suicide, avg. reward: -2.270, 1.468 sec/game, 5.6 min. total, 454.7 MB
amendable_wisdom v34 2943 games, 3386104 moves, e=0.010, loss: 4.8, -, 22.3% elo% vs. random_no_suicide, avg. reward: -2.273, 1.466 sec/game, 5.6 min. total, 455.8 MB
amendable_wisdom v34 2944 games, 3387244 moves, e=0.010, loss: 4.5, -, 21.6% elo% vs. random_no_suicide, avg. reward: -2.276, 1.459 sec/game, 5.7 min. total, 455.8 MB
amendable_wisdom v34 2945 games, 3388555 moves, e=0.010, loss: 4.6, -, 20.9% elo% vs. random_no_suicide, avg. reward: -2.277, 1.469 sec/game, 5.7 min. total, 455.8 MB
amendable_wisdom v34 2946 games, 3389837 moves, e=0.010, loss: 4.9, +, 23.4% elo% vs. random_no_suicide, avg. reward: -2.280, 1.471 sec/game, 5.7 min. total, 455.8 MB
amendable_wisdom v34 2947 games, 3391142 moves, e=0.010, loss: 4.6, -, 22.7% elo% vs. random_no_suicide, avg. reward: -2.276, 1.448 sec/game, 5.7 min. total, 455.8 MB
amendable_wisdom v34 2948 games, 3392247 moves, e=0.010, loss: 4.7, -, 21.9% elo% vs. random_no_suicide, avg. reward: -2.277, 1.433 sec/game, 5.8 min. total, 455.8 MB
amendable_wisdom v34 2949 games, 3393504 moves, e=0.010, loss: 4.7, +, 24.5% elo% vs. random_no_suicide, avg. reward: -2.273, 1.429 sec/game, 5.8 min. total, 455.8 MB
amendable_wisdom v34 2950 games, 3394810 moves, e=0.010, loss: 4.8, -, 23.7% elo% vs. random_no_suicide, avg. reward: -2.270, 1.428 sec/game, 5.8 min. total, 456.4 MB
amendable_wisdom v34 2951 games, 3395983 moves, e=0.010, loss: 4.9, -, 22.9% elo% vs. random_no_suicide, avg. reward: -2.267, 1.437 sec/game, 5.8 min. total, 456.5 MB
amendable_wisdom v34 2952 games, 3397236 moves, e=0.010, loss: 4.9, -, 22.2% elo% vs. random_no_suicide, avg. reward: -2.266, 1.447 sec/game, 5.9 min. total, 456.5 MB
amendable_wisdom v34 2953 games, 3398601 moves, e=0.010, loss: 5.0, -, 21.5% elo% vs. random_no_suicide, avg. reward: -2.267, 1.456 sec/game, 5.9 min. total, 456.5 MB
amendable_wisdom v34 2954 games, 3399804 moves, e=0.010, loss: 4.9, -, 20.8% elo% vs. random_no_suicide, avg. reward: -2.270, 1.457 sec/game, 5.9 min. total, 456.5 MB
amendable_wisdom v34 2955 games, 3400916 moves, e=0.010, loss: 5.3, -, 20.2% elo% vs. random_no_suicide, avg. reward: -2.269, 1.456 sec/game, 5.9 min. total, 456.5 MB
amendable_wisdom v34 2956 games, 3401935 moves, e=0.010, loss: 5.5, -, 19.6% elo% vs. random_no_suicide, avg. reward: -2.277, 1.432 sec/game, 5.9 min. total, 456.6 MB
amendable_wisdom v34 2957 games, 3403097 moves, e=0.010, loss: 5.5, -, 19.0% elo% vs. random_no_suicide, avg. reward: -2.284, 1.410 sec/game, 6.0 min. total, 456.7 MB
amendable_wisdom v34 2958 games, 3404325 moves, e=0.010, loss: 5.6, -, 18.5% elo% vs. random_no_suicide, avg. reward: -2.284, 1.403 sec/game, 6.0 min. total, 456.7 MB
amendable_wisdom v34 2959 games, 3405574 moves, e=0.010, loss: 5.4, ., 19.4% elo% vs. random_no_suicide, avg. reward: -2.284, 1.403 sec/game, 6.0 min. total, 457.4 MB
amendable_wisdom v34 2960 games, 3406809 moves, e=0.010, loss: 5.5, -, 18.8% elo% vs. random_no_suicide, avg. reward: -2.288, 1.397 sec/game, 6.0 min. total, 457.5 MB
amendable_wisdom v34 2961 games, 3407913 moves, e=0.010, loss: 5.6, -, 18.3% elo% vs. random_no_suicide, avg. reward: -2.292, 1.387 sec/game, 6.1 min. total, 457.5 MB
