amendable_wisdom v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 300.7 MB
amendable_wisdom v34 2962 games, 3409153 moves, e=0.010, loss: 5.6, -, 17.8% elo% vs. random_no_suicide, avg. reward: -2.299, 1.377 sec/game, 6.1 min. total, 457.6 MB
amendable_wisdom v34 2963 games, 3410361 moves, e=0.010, loss: 5.4, -, 17.3% elo% vs. random_no_suicide, avg. reward: -2.304, 1.373 sec/game, 6.1 min. total, 457.8 MB
amendable_wisdom v34 2964 games, 3411747 moves, e=0.010, loss: 5.3, -, 16.9% elo% vs. random_no_suicide, avg. reward: -2.301, 1.389 sec/game, 6.1 min. total, 457.8 MB
amendable_wisdom v34 2965 games, 3412913 moves, e=0.010, loss: 4.8, +, 19.1% elo% vs. random_no_suicide, avg. reward: -2.300, 1.372 sec/game, 6.1 min. total, 457.8 MB
amendable_wisdom v34 2966 games, 3414164 moves, e=0.010, loss: 4.9, ., 20.0% elo% vs. random_no_suicide, avg. reward: -2.294, 1.370 sec/game, 6.2 min. total, 457.9 MB
amendable_wisdom v34 2967 games, 3415417 moves, e=0.010, loss: 4.8, -, 19.4% elo% vs. random_no_suicide, avg. reward: -2.298, 1.356 sec/game, 6.2 min. total, 458.7 MB
amendable_wisdom v34 2968 games, 3416643 moves, e=0.010, loss: 4.9, -, 18.9% elo% vs. random_no_suicide, avg. reward: -2.301, 1.367 sec/game, 6.2 min. total, 459.1 MB
amendable_wisdom v34 2969 games, 3417865 moves, e=0.010, loss: 5.1, -, 18.4% elo% vs. random_no_suicide, avg. reward: -2.300, 1.359 sec/game, 6.2 min. total, 460.1 MB
amendable_wisdom v34 2970 games, 3419101 moves, e=0.010, loss: 5.2, -, 17.9% elo% vs. random_no_suicide, avg. reward: -2.302, 1.348 sec/game, 6.3 min. total, 460.1 MB
amendable_wisdom v34 2971 games, 3420373 moves, e=0.010, loss: 5.2, -, 17.4% elo% vs. random_no_suicide, avg. reward: -2.301, 1.343 sec/game, 6.3 min. total, 460.1 MB
amendable_wisdom v34 2972 games, 3421700 moves, e=0.010, loss: 5.2, -, 16.9% elo% vs. random_no_suicide, avg. reward: -2.291, 1.347 sec/game, 6.3 min. total, 460.1 MB
amendable_wisdom v34 2973 games, 3422908 moves, e=0.010, loss: 4.9, -, 16.5% elo% vs. random_no_suicide, avg. reward: -2.294, 1.336 sec/game, 6.3 min. total, 460.1 MB
amendable_wisdom v34 2974 games, 3424178 moves, e=0.010, loss: 5.2, -, 16.1% elo% vs. random_no_suicide, avg. reward: -2.299, 1.342 sec/game, 6.3 min. total, 460.1 MB
amendable_wisdom v34 2975 games, 3425432 moves, e=0.010, loss: 5.2, +, 18.3% elo% vs. random_no_suicide, avg. reward: -2.289, 1.358 sec/game, 6.4 min. total, 460.8 MB
amendable_wisdom v34 2976 games, 3426793 moves, e=0.010, loss: 5.0, ., 19.2% elo% vs. random_no_suicide, avg. reward: -2.286, 1.384 sec/game, 6.4 min. total, 460.8 MB
amendable_wisdom v34 2977 games, 3428091 moves, e=0.010, loss: 4.8, +, 21.6% elo% vs. random_no_suicide, avg. reward: -2.287, 1.414 sec/game, 6.4 min. total, 460.9 MB
amendable_wisdom v34 2978 games, 3429481 moves, e=0.010, loss: 4.6, +, 24.1% elo% vs. random_no_suicide, avg. reward: -2.286, 1.449 sec/game, 6.5 min. total, 460.9 MB
amendable_wisdom v34 2979 games, 3430680 moves, e=0.010, loss: 4.6, -, 23.3% elo% vs. random_no_suicide, avg. reward: -2.292, 1.469 sec/game, 6.5 min. total, 460.9 MB
amendable_wisdom v34 2980 games, 3431984 moves, e=0.010, loss: 4.5, -, 22.6% elo% vs. random_no_suicide, avg. reward: -2.297, 1.485 sec/game, 6.5 min. total, 460.9 MB
amendable_wisdom v34 2981 games, 3433370 moves, e=0.010, loss: 4.7, -, 21.8% elo% vs. random_no_suicide, avg. reward: -2.293, 1.499 sec/game, 6.6 min. total, 460.9 MB
amendable_wisdom v34 2982 games, 3434547 moves, e=0.010, loss: 4.9, -, 21.2% elo% vs. random_no_suicide, avg. reward: -2.293, 1.506 sec/game, 6.6 min. total, 461.0 MB
amendable_wisdom v34 2983 games, 3435598 moves, e=0.010, loss: 4.8, -, 20.5% elo% vs. random_no_suicide, avg. reward: -2.302, 1.509 sec/game, 6.6 min. total, 461.2 MB
amendable_wisdom v34 2984 games, 3436807 moves, e=0.010, loss: 4.8, -, 19.9% elo% vs. random_no_suicide, avg. reward: -2.311, 1.528 sec/game, 6.6 min. total, 462.8 MB
amendable_wisdom v34 2985 games, 3438038 moves, e=0.010, loss: 4.9, -, 19.3% elo% vs. random_no_suicide, avg. reward: -2.308, 1.537 sec/game, 6.7 min. total, 462.8 MB
amendable_wisdom v34 2986 games, 3439277 moves, e=0.010, loss: 4.8, -, 18.8% elo% vs. random_no_suicide, avg. reward: -2.306, 1.612 sec/game, 6.7 min. total, 463.0 MB
amendable_wisdom v34 2987 games, 3440407 moves, e=0.010, loss: 5.0, -, 18.3% elo% vs. random_no_suicide, avg. reward: -2.306, 1.631 sec/game, 6.7 min. total, 463.0 MB
amendable_wisdom v34 2988 games, 3441646 moves, e=0.010, loss: 4.7, -, 17.8% elo% vs. random_no_suicide, avg. reward: -2.308, 1.640 sec/game, 6.8 min. total, 463.0 MB
amendable_wisdom v34 2989 games, 3442870 moves, e=0.010, loss: 4.8, -, 17.3% elo% vs. random_no_suicide, avg. reward: -2.290, 1.656 sec/game, 6.8 min. total, 463.0 MB
amendable_wisdom v34 2990 games, 3444187 moves, e=0.010, loss: 4.7, -, 16.8% elo% vs. random_no_suicide, avg. reward: -2.270, 1.675 sec/game, 6.8 min. total, 463.0 MB
amendable_wisdom v34 2991 games, 3445399 moves, e=0.010, loss: 4.9, -, 16.4% elo% vs. random_no_suicide, avg. reward: -2.263, 1.686 sec/game, 6.8 min. total, 463.1 MB
amendable_wisdom v34 2992 games, 3446563 moves, e=0.010, loss: 4.9, -, 16.0% elo% vs. random_no_suicide, avg. reward: -2.261, 1.687 sec/game, 6.9 min. total, 463.2 MB
amendable_wisdom v34 2993 games, 3447806 moves, e=0.010, loss: 4.8, -, 15.6% elo% vs. random_no_suicide, avg. reward: -2.268, 1.705 sec/game, 6.9 min. total, 464.0 MB
amendable_wisdom v34 2994 games, 3449033 moves, e=0.010, loss: 5.0, -, 15.2% elo% vs. random_no_suicide, avg. reward: -2.277, 1.731 sec/game, 6.9 min. total, 464.0 MB
amendable_wisdom v34 2995 games, 3450376 moves, e=0.010, loss: 5.2, -, 14.9% elo% vs. random_no_suicide, avg. reward: -2.278, 1.728 sec/game, 6.9 min. total, 464.1 MB
amendable_wisdom v34 2996 games, 3451646 moves, e=0.010, loss: 5.3, -, 14.5% elo% vs. random_no_suicide, avg. reward: -2.282, 1.711 sec/game, 7.0 min. total, 464.2 MB
amendable_wisdom v34 2997 games, 3452929 moves, e=0.010, loss: 4.9, -, 14.2% elo% vs. random_no_suicide, avg. reward: -2.281, 1.707 sec/game, 7.0 min. total, 464.2 MB
amendable_wisdom v34 2998 games, 3454173 moves, e=0.010, loss: 4.9, -, 13.9% elo% vs. random_no_suicide, avg. reward: -2.278, 1.673 sec/game, 7.0 min. total, 464.2 MB
amendable_wisdom v34 2999 games, 3455441 moves, e=0.010, loss: 5.1, -, 13.6% elo% vs. random_no_suicide, avg. reward: -2.280, 1.671 sec/game, 7.1 min. total, 464.3 MB
amendable_wisdom v34 3000 games, 3456600 moves, e=0.010, loss: 4.9, -, 13.3% elo% vs. random_no_suicide, avg. reward: -2.282, 1.670 sec/game, 7.1 min. total, 464.3 MB
amendable_wisdom v35 3001 games, 3457788 moves, e=0.010, loss: 4.9, -, 47.7% elo% vs. random_no_suicide, avg. reward: -2.282, 1.692 sec/game, 7.1 min. total, 434.6 MB
amendable_wisdom v35 3002 games, 3459110 moves, e=0.010, loss: 5.2, -, 45.5% elo% vs. random_no_suicide, avg. reward: -2.279, 1.709 sec/game, 7.1 min. total, 381.7 MB
amendable_wisdom v35 3003 games, 3460379 moves, e=0.010, loss: 5.0, -, 43.4% elo% vs. random_no_suicide, avg. reward: -2.278, 1.720 sec/game, 7.2 min. total, 381.7 MB
amendable_wisdom v35 3004 games, 3461693 moves, e=0.010, loss: 4.7, -, 41.5% elo% vs. random_no_suicide, avg. reward: -2.280, 1.707 sec/game, 7.2 min. total, 381.7 MB
amendable_wisdom v35 3005 games, 3463018 moves, e=0.010, loss: 4.6, -, 39.6% elo% vs. random_no_suicide, avg. reward: -2.280, 1.731 sec/game, 7.2 min. total, 381.8 MB
amendable_wisdom v35 3006 games, 3464397 moves, e=0.010, loss: 4.7, -, 37.9% elo% vs. random_no_suicide, avg. reward: -2.278, 1.675 sec/game, 7.3 min. total, 381.8 MB
amendable_wisdom v35 3007 games, 3465676 moves, e=0.010, loss: 4.8, -, 36.3% elo% vs. random_no_suicide, avg. reward: -2.275, 1.674 sec/game, 7.3 min. total, 381.9 MB
amendable_wisdom v35 3008 games, 3466913 moves, e=0.010, loss: 4.5, -, 34.8% elo% vs. random_no_suicide, avg. reward: -2.269, 1.666 sec/game, 7.3 min. total, 381.9 MB
amendable_wisdom v35 3009 games, 3468183 moves, e=0.010, loss: 4.6, -, 33.3% elo% vs. random_no_suicide, avg. reward: -2.271, 1.658 sec/game, 7.3 min. total, 382.6 MB
amendable_wisdom v35 3010 games, 3469593 moves, e=0.010, loss: 4.6, -, 32.0% elo% vs. random_no_suicide, avg. reward: -2.276, 1.659 sec/game, 7.4 min. total, 382.6 MB
amendable_wisdom v35 3011 games, 3470597 moves, e=0.010, loss: 4.9, -, 30.7% elo% vs. random_no_suicide, avg. reward: -2.287, 1.637 sec/game, 7.4 min. total, 382.6 MB
amendable_wisdom v35 3012 games, 3471577 moves, e=0.010, loss: 5.0, -, 29.5% elo% vs. random_no_suicide, avg. reward: -2.312, 1.618 sec/game, 7.4 min. total, 382.6 MB
amendable_wisdom v35 3013 games, 3472709 moves, e=0.010, loss: 5.1, -, 28.4% elo% vs. random_no_suicide, avg. reward: -2.328, 1.603 sec/game, 7.4 min. total, 382.6 MB
amendable_wisdom v35 3014 games, 3473869 moves, e=0.010, loss: 5.3, -, 27.3% elo% vs. random_no_suicide, avg. reward: -2.333, 1.576 sec/game, 7.4 min. total, 382.6 MB
amendable_wisdom v35 3015 games, 3475033 moves, e=0.010, loss: 5.6, -, 26.4% elo% vs. random_no_suicide, avg. reward: -2.332, 1.561 sec/game, 7.5 min. total, 382.8 MB
amendable_wisdom v35 3016 games, 3476306 moves, e=0.010, loss: 5.6, -, 25.4% elo% vs. random_no_suicide, avg. reward: -2.331, 1.577 sec/game, 7.5 min. total, 383.1 MB
amendable_wisdom v35 3017 games, 3477577 moves, e=0.010, loss: 5.6, -, 24.5% elo% vs. random_no_suicide, avg. reward: -2.314, 1.566 sec/game, 7.5 min. total, 383.8 MB
amendable_wisdom v35 3018 games, 3478812 moves, e=0.010, loss: 5.5, -, 23.7% elo% vs. random_no_suicide, avg. reward: -2.313, 1.571 sec/game, 7.5 min. total, 384.2 MB
amendable_wisdom v35 3019 games, 3480090 moves, e=0.010, loss: 5.5, -, 22.9% elo% vs. random_no_suicide, avg. reward: -2.308, 1.552 sec/game, 7.6 min. total, 384.2 MB
amendable_wisdom v35 3020 games, 3481489 moves, e=0.010, loss: 5.2, -, 22.2% elo% vs. random_no_suicide, avg. reward: -2.306, 1.554 sec/game, 7.6 min. total, 384.2 MB
amendable_wisdom v35 3021 games, 3482774 moves, e=0.010, loss: 4.7, -, 21.5% elo% vs. random_no_suicide, avg. reward: -2.308, 1.523 sec/game, 7.6 min. total, 384.2 MB
amendable_wisdom v35 3022 games, 3483945 moves, e=0.010, loss: 4.3, -, 20.8% elo% vs. random_no_suicide, avg. reward: -2.315, 1.494 sec/game, 7.6 min. total, 384.3 MB
amendable_wisdom v35 3023 games, 3485151 moves, e=0.010, loss: 4.4, -, 20.2% elo% vs. random_no_suicide, avg. reward: -2.314, 1.484 sec/game, 7.7 min. total, 384.3 MB
amendable_wisdom v35 3024 games, 3486325 moves, e=0.010, loss: 4.3, -, 19.6% elo% vs. random_no_suicide, avg. reward: -2.309, 1.470 sec/game, 7.7 min. total, 384.6 MB
amendable_wisdom v35 3025 games, 3487440 moves, e=0.010, loss: 4.3, +, 22.1% elo% vs. random_no_suicide, avg. reward: -2.306, 1.441 sec/game, 7.7 min. total, 385.3 MB
amendable_wisdom v35 3026 games, 3488680 moves, e=0.010, loss: 4.5, -, 21.4% elo% vs. random_no_suicide, avg. reward: -2.303, 1.431 sec/game, 7.7 min. total, 385.4 MB
amendable_wisdom v35 3027 games, 3489889 moves, e=0.010, loss: 4.5, +, 23.9% elo% vs. random_no_suicide, avg. reward: -2.306, 1.416 sec/game, 7.8 min. total, 385.4 MB
amendable_wisdom v35 3028 games, 3491235 moves, e=0.010, loss: 4.6, ., 24.8% elo% vs. random_no_suicide, avg. reward: -2.300, 1.413 sec/game, 7.8 min. total, 385.4 MB
amendable_wisdom v35 3029 games, 3492578 moves, e=0.010, loss: 4.4, -, 23.9% elo% vs. random_no_suicide, avg. reward: -2.303, 1.406 sec/game, 7.8 min. total, 385.4 MB
amendable_wisdom v35 3030 games, 3493923 moves, e=0.010, loss: 4.5, -, 23.2% elo% vs. random_no_suicide, avg. reward: -2.298, 1.400 sec/game, 7.8 min. total, 385.4 MB
amendable_wisdom v35 3031 games, 3495208 moves, e=0.010, loss: 4.7, -, 22.4% elo% vs. random_no_suicide, avg. reward: -2.283, 1.412 sec/game, 7.9 min. total, 385.4 MB
amendable_wisdom v35 3032 games, 3496532 moves, e=0.010, loss: 4.8, -, 21.7% elo% vs. random_no_suicide, avg. reward: -2.262, 1.427 sec/game, 7.9 min. total, 385.5 MB
amendable_wisdom v35 3033 games, 3497782 moves, e=0.010, loss: 4.6, -, 21.0% elo% vs. random_no_suicide, avg. reward: -2.250, 1.429 sec/game, 7.9 min. total, 386.2 MB
amendable_wisdom v35 3034 games, 3499081 moves, e=0.010, loss: 4.5, -, 20.4% elo% vs. random_no_suicide, avg. reward: -2.242, 1.432 sec/game, 7.9 min. total, 386.3 MB
amendable_wisdom v35 3035 games, 3500354 moves, e=0.010, loss: 4.4, ., 21.3% elo% vs. random_no_suicide, avg. reward: -2.242, 1.434 sec/game, 7.9 min. total, 386.3 MB
amendable_wisdom v35 3036 games, 3501576 moves, e=0.010, loss: 4.5, -, 20.6% elo% vs. random_no_suicide, avg. reward: -2.244, 1.413 sec/game, 8.0 min. total, 386.3 MB
amendable_wisdom v35 3037 games, 3502737 moves, e=0.010, loss: 4.6, -, 20.0% elo% vs. random_no_suicide, avg. reward: -2.250, 1.398 sec/game, 8.0 min. total, 386.3 MB
amendable_wisdom v35 3038 games, 3503951 moves, e=0.010, loss: 4.8, -, 19.4% elo% vs. random_no_suicide, avg. reward: -2.255, 1.385 sec/game, 8.0 min. total, 386.5 MB
amendable_wisdom v35 3039 games, 3505072 moves, e=0.010, loss: 4.7, -, 18.9% elo% vs. random_no_suicide, avg. reward: -2.261, 1.380 sec/game, 8.0 min. total, 386.5 MB
amendable_wisdom v35 3040 games, 3506275 moves, e=0.010, loss: 4.9, -, 18.4% elo% vs. random_no_suicide, avg. reward: -2.262, 1.366 sec/game, 8.1 min. total, 386.5 MB
amendable_wisdom v35 3041 games, 3507465 moves, e=0.010, loss: 4.9, -, 17.9% elo% vs. random_no_suicide, avg. reward: -2.264, 1.365 sec/game, 8.1 min. total, 386.5 MB
amendable_wisdom v35 3042 games, 3508700 moves, e=0.010, loss: 5.0, -, 17.4% elo% vs. random_no_suicide, avg. reward: -2.266, 1.369 sec/game, 8.1 min. total, 388.1 MB
amendable_wisdom v35 3043 games, 3509939 moves, e=0.010, loss: 4.9, -, 16.9% elo% vs. random_no_suicide, avg. reward: -2.260, 1.380 sec/game, 8.1 min. total, 388.2 MB
amendable_wisdom v35 3044 games, 3511099 moves, e=0.010, loss: 4.7, -, 16.5% elo% vs. random_no_suicide, avg. reward: -2.252, 1.377 sec/game, 8.1 min. total, 388.2 MB
amendable_wisdom v35 3045 games, 3512390 moves, e=0.010, loss: 4.7, -, 16.1% elo% vs. random_no_suicide, avg. reward: -2.249, 1.382 sec/game, 8.2 min. total, 388.2 MB
amendable_wisdom v35 3046 games, 3513700 moves, e=0.010, loss: 4.6, -, 15.7% elo% vs. random_no_suicide, avg. reward: -2.244, 1.378 sec/game, 8.2 min. total, 388.2 MB
amendable_wisdom v35 3047 games, 3514942 moves, e=0.010, loss: 4.8, -, 15.3% elo% vs. random_no_suicide, avg. reward: -2.245, 1.383 sec/game, 8.2 min. total, 388.2 MB
amendable_wisdom v35 3048 games, 3516069 moves, e=0.010, loss: 4.7, -, 14.9% elo% vs. random_no_suicide, avg. reward: -2.246, 1.375 sec/game, 8.2 min. total, 388.6 MB
amendable_wisdom v35 3049 games, 3517305 moves, e=0.010, loss: 4.5, +, 17.0% elo% vs. random_no_suicide, avg. reward: -2.245, 1.371 sec/game, 8.3 min. total, 388.7 MB
amendable_wisdom v35 3050 games, 3518478 moves, e=0.010, loss: 4.4, +, 19.3% elo% vs. random_no_suicide, avg. reward: -2.244, 1.367 sec/game, 8.3 min. total, 388.7 MB
amendable_wisdom v35 3051 games, 3519781 moves, e=0.010, loss: 4.5, -, 18.8% elo% vs. random_no_suicide, avg. reward: -2.248, 1.368 sec/game, 8.3 min. total, 389.1 MB
amendable_wisdom v35 3052 games, 3521161 moves, e=0.010, loss: 4.4, -, 18.2% elo% vs. random_no_suicide, avg. reward: -2.245, 1.387 sec/game, 8.3 min. total, 389.2 MB
amendable_wisdom v35 3053 games, 3522368 moves, e=0.010, loss: 4.7, -, 17.7% elo% vs. random_no_suicide, avg. reward: -2.240, 1.400 sec/game, 8.4 min. total, 389.2 MB
amendable_wisdom v35 3054 games, 3523570 moves, e=0.010, loss: 5.0, -, 17.3% elo% vs. random_no_suicide, avg. reward: -2.236, 1.403 sec/game, 8.4 min. total, 389.2 MB
amendable_wisdom v35 3055 games, 3524840 moves, e=0.010, loss: 4.9, -, 16.8% elo% vs. random_no_suicide, avg. reward: -2.229, 1.409 sec/game, 8.4 min. total, 389.3 MB
amendable_wisdom v35 3056 games, 3526082 moves, e=0.010, loss: 4.8, -, 16.4% elo% vs. random_no_suicide, avg. reward: -2.214, 1.409 sec/game, 8.4 min. total, 389.3 MB
amendable_wisdom v35 3057 games, 3527250 moves, e=0.010, loss: 4.9, -, 16.0% elo% vs. random_no_suicide, avg. reward: -2.213, 1.408 sec/game, 8.5 min. total, 389.3 MB
amendable_wisdom v35 3058 games, 3528237 moves, e=0.010, loss: 5.4, -, 15.6% elo% vs. random_no_suicide, avg. reward: -2.228, 1.402 sec/game, 8.5 min. total, 389.4 MB
amendable_wisdom v35 3059 games, 3529443 moves, e=0.010, loss: 5.3, -, 15.2% elo% vs. random_no_suicide, avg. reward: -2.237, 1.401 sec/game, 8.5 min. total, 389.8 MB
amendable_wisdom v35 3060 games, 3530565 moves, e=0.010, loss: 5.2, -, 14.9% elo% vs. random_no_suicide, avg. reward: -2.244, 1.398 sec/game, 8.5 min. total, 390.5 MB
amendable_wisdom v35 3061 games, 3531749 moves, e=0.010, loss: 5.3, -, 14.5% elo% vs. random_no_suicide, avg. reward: -2.238, 1.403 sec/game, 8.5 min. total, 390.6 MB
amendable_wisdom v35 3062 games, 3532983 moves, e=0.010, loss: 5.4, +, 16.6% elo% vs. random_no_suicide, avg. reward: -2.239, 1.406 sec/game, 8.6 min. total, 390.6 MB
amendable_wisdom v35 3063 games, 3534354 moves, e=0.010, loss: 5.1, -, 16.2% elo% vs. random_no_suicide, avg. reward: -2.239, 1.403 sec/game, 8.6 min. total, 390.6 MB
amendable_wisdom v35 3064 games, 3535673 moves, e=0.010, loss: 5.1, -, 15.8% elo% vs. random_no_suicide, avg. reward: -2.242, 1.407 sec/game, 8.6 min. total, 390.7 MB
amendable_wisdom v35 3065 games, 3536911 moves, e=0.010, loss: 5.4, +, 17.9% elo% vs. random_no_suicide, avg. reward: -2.240, 1.403 sec/game, 8.6 min. total, 390.8 MB
amendable_wisdom v35 3066 games, 3538186 moves, e=0.010, loss: 5.5, -, 17.5% elo% vs. random_no_suicide, avg. reward: -2.243, 1.402 sec/game, 8.7 min. total, 391.0 MB
amendable_wisdom v35 3067 games, 3539426 moves, e=0.010, loss: 5.3, -, 17.0% elo% vs. random_no_suicide, avg. reward: -2.244, 1.397 sec/game, 8.7 min. total, 391.0 MB
amendable_wisdom v35 3068 games, 3540785 moves, e=0.010, loss: 5.1, -, 16.6% elo% vs. random_no_suicide, avg. reward: -2.239, 1.404 sec/game, 8.7 min. total, 391.3 MB
amendable_wisdom v35 3069 games, 3541938 moves, e=0.010, loss: 5.1, -, 16.1% elo% vs. random_no_suicide, avg. reward: -2.240, 1.407 sec/game, 8.7 min. total, 391.6 MB
amendable_wisdom v35 3070 games, 3543174 moves, e=0.010, loss: 5.0, -, 15.7% elo% vs. random_no_suicide, avg. reward: -2.232, 1.403 sec/game, 8.8 min. total, 391.6 MB
amendable_wisdom v35 3071 games, 3544415 moves, e=0.010, loss: 4.7, -, 15.4% elo% vs. random_no_suicide, avg. reward: -2.231, 1.393 sec/game, 8.8 min. total, 391.6 MB
amendable_wisdom v35 3072 games, 3545718 moves, e=0.010, loss: 4.8, -, 15.0% elo% vs. random_no_suicide, avg. reward: -2.242, 1.372 sec/game, 8.8 min. total, 391.6 MB
amendable_wisdom v35 3073 games, 3546947 moves, e=0.010, loss: 5.0, -, 14.7% elo% vs. random_no_suicide, avg. reward: -2.234, 1.359 sec/game, 8.8 min. total, 391.6 MB
amendable_wisdom v35 3074 games, 3548211 moves, e=0.010, loss: 4.9, -, 14.3% elo% vs. random_no_suicide, avg. reward: -2.228, 1.353 sec/game, 8.8 min. total, 391.6 MB
amendable_wisdom v35 3075 games, 3549413 moves, e=0.010, loss: 5.0, ., 15.1% elo% vs. random_no_suicide, avg. reward: -2.229, 1.346 sec/game, 8.9 min. total, 392.2 MB
amendable_wisdom v35 3076 games, 3550676 moves, e=0.010, loss: 4.9, -, 14.8% elo% vs. random_no_suicide, avg. reward: -2.229, 1.346 sec/game, 8.9 min. total, 392.2 MB
amendable_wisdom v35 3077 games, 3551890 moves, e=0.010, loss: 4.8, -, 14.4% elo% vs. random_no_suicide, avg. reward: -2.239, 1.353 sec/game, 8.9 min. total, 393.3 MB
amendable_wisdom v35 3078 games, 3553085 moves, e=0.010, loss: 4.9, -, 14.1% elo% vs. random_no_suicide, avg. reward: -2.248, 1.359 sec/game, 8.9 min. total, 393.3 MB
amendable_wisdom v35 3079 games, 3554408 moves, e=0.010, loss: 4.8, -, 13.8% elo% vs. random_no_suicide, avg. reward: -2.240, 1.365 sec/game, 9.0 min. total, 393.4 MB
amendable_wisdom v35 3080 games, 3555675 moves, e=0.010, loss: 4.6, +, 15.8% elo% vs. random_no_suicide, avg. reward: -2.235, 1.374 sec/game, 9.0 min. total, 393.4 MB
amendable_wisdom v35 3081 games, 3556967 moves, e=0.010, loss: 4.5, -, 15.4% elo% vs. random_no_suicide, avg. reward: -2.236, 1.372 sec/game, 9.0 min. total, 393.5 MB
amendable_wisdom v35 3082 games, 3558353 moves, e=0.010, loss: 4.6, -, 15.1% elo% vs. random_no_suicide, avg. reward: -2.232, 1.384 sec/game, 9.0 min. total, 393.5 MB
amendable_wisdom v35 3083 games, 3559644 moves, e=0.010, loss: 4.6, -, 14.7% elo% vs. random_no_suicide, avg. reward: -2.226, 1.384 sec/game, 9.1 min. total, 393.5 MB
amendable_wisdom v35 3084 games, 3560902 moves, e=0.010, loss: 4.4, +, 16.8% elo% vs. random_no_suicide, avg. reward: -2.224, 1.384 sec/game, 9.1 min. total, 394.2 MB
amendable_wisdom v35 3085 games, 3562067 moves, e=0.010, loss: 4.6, -, 16.4% elo% vs. random_no_suicide, avg. reward: -2.227, 1.381 sec/game, 9.1 min. total, 394.7 MB
amendable_wisdom v35 3086 games, 3563341 moves, e=0.010, loss: 4.4, -, 16.0% elo% vs. random_no_suicide, avg. reward: -2.228, 1.390 sec/game, 9.1 min. total, 394.8 MB
amendable_wisdom v35 3087 games, 3564517 moves, e=0.010, loss: 4.3, -, 15.6% elo% vs. random_no_suicide, avg. reward: -2.231, 1.393 sec/game, 9.1 min. total, 394.8 MB
amendable_wisdom v35 3088 games, 3565753 moves, e=0.010, loss: 4.6, -, 15.2% elo% vs. random_no_suicide, avg. reward: -2.230, 1.398 sec/game, 9.2 min. total, 394.8 MB
