streak_dipper v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.1 MB
streak_dipper v9 598 games, 522911 moves, e=0.482, loss: 12.9, -, 5.7% elo% vs. simple_bot, avg. reward: -7.565, 1.759 sec/game, 14.2 min. total, 565.1 MB
streak_dipper v9 599 games, 524087 moves, e=0.481, loss: 11.2, -, 5.7% elo% vs. simple_bot, avg. reward: -7.558, 1.758 sec/game, 14.2 min. total, 566.2 MB
streak_dipper v9 600 games, 525120 moves, e=0.480, loss: 11.7, -, 5.6% elo% vs. simple_bot, avg. reward: -7.573, 1.764 sec/game, 14.3 min. total, 566.6 MB
streak_dipper v10 601 games, 526168 moves, e=0.479, loss: 12.1, -, 47.7% elo% vs. simple_bot, avg. reward: -7.573, 1.778 sec/game, 14.3 min. total, 568.4 MB
streak_dipper v10 602 games, 527350 moves, e=0.478, loss: 12.0, -, 45.5% elo% vs. simple_bot, avg. reward: -7.564, 1.782 sec/game, 14.3 min. total, 567.5 MB
streak_dipper v10 603 games, 528351 moves, e=0.477, loss: 11.9, -, 43.4% elo% vs. simple_bot, avg. reward: -7.572, 1.796 sec/game, 14.3 min. total, 569.3 MB
streak_dipper v10 604 games, 529345 moves, e=0.476, loss: 11.3, -, 41.5% elo% vs. simple_bot, avg. reward: -7.567, 1.795 sec/game, 14.4 min. total, 568.8 MB
streak_dipper v10 605 games, 530492 moves, e=0.475, loss: 11.7, -, 39.6% elo% vs. simple_bot, avg. reward: -7.570, 1.796 sec/game, 14.4 min. total, 568.5 MB
streak_dipper v10 606 games, 531561 moves, e=0.474, loss: 11.3, -, 37.9% elo% vs. simple_bot, avg. reward: -7.575, 1.796 sec/game, 14.4 min. total, 568.5 MB
streak_dipper v10 607 games, 532622 moves, e=0.473, loss: 11.4, -, 36.3% elo% vs. simple_bot, avg. reward: -7.551, 1.796 sec/game, 14.5 min. total, 571.0 MB
streak_dipper v10 608 games, 533842 moves, e=0.471, loss: 12.7, -, 34.8% elo% vs. simple_bot, avg. reward: -7.525, 1.803 sec/game, 14.5 min. total, 568.9 MB
streak_dipper v10 609 games, 534983 moves, e=0.470, loss: 13.4, -, 33.3% elo% vs. simple_bot, avg. reward: -7.494, 1.818 sec/game, 14.5 min. total, 569.5 MB
streak_dipper v10 610 games, 536105 moves, e=0.469, loss: 12.6, -, 32.0% elo% vs. simple_bot, avg. reward: -7.473, 1.813 sec/game, 14.6 min. total, 570.7 MB
streak_dipper v10 611 games, 537111 moves, e=0.468, loss: 13.3, -, 30.7% elo% vs. simple_bot, avg. reward: -7.470, 1.822 sec/game, 14.6 min. total, 571.5 MB
streak_dipper v10 612 games, 538190 moves, e=0.467, loss: 12.5, -, 29.5% elo% vs. simple_bot, avg. reward: -7.456, 1.825 sec/game, 14.6 min. total, 570.1 MB
streak_dipper v10 613 games, 539474 moves, e=0.466, loss: 13.2, -, 28.4% elo% vs. simple_bot, avg. reward: -7.438, 1.871 sec/game, 14.7 min. total, 572.0 MB
streak_dipper v10 614 games, 540444 moves, e=0.465, loss: 12.6, -, 27.3% elo% vs. simple_bot, avg. reward: -7.451, 1.871 sec/game, 14.7 min. total, 571.6 MB
streak_dipper v10 615 games, 541740 moves, e=0.464, loss: 11.7, -, 26.4% elo% vs. simple_bot, avg. reward: -7.433, 1.887 sec/game, 14.7 min. total, 570.0 MB
streak_dipper v10 616 games, 542940 moves, e=0.462, loss: 11.9, -, 25.4% elo% vs. simple_bot, avg. reward: -7.406, 1.884 sec/game, 14.8 min. total, 570.6 MB
streak_dipper v10 617 games, 544141 moves, e=0.461, loss: 12.9, -, 24.5% elo% vs. simple_bot, avg. reward: -7.371, 1.901 sec/game, 14.8 min. total, 572.6 MB
streak_dipper v10 618 games, 545244 moves, e=0.460, loss: 13.3, -, 23.7% elo% vs. simple_bot, avg. reward: -7.360, 1.896 sec/game, 14.8 min. total, 570.8 MB
streak_dipper v10 619 games, 546340 moves, e=0.459, loss: 12.6, -, 22.9% elo% vs. simple_bot, avg. reward: -7.371, 1.897 sec/game, 14.9 min. total, 570.8 MB
streak_dipper v10 620 games, 547467 moves, e=0.458, loss: 13.3, -, 22.2% elo% vs. simple_bot, avg. reward: -7.368, 1.915 sec/game, 14.9 min. total, 571.7 MB
streak_dipper v10 621 games, 548676 moves, e=0.457, loss: 13.5, -, 21.5% elo% vs. simple_bot, avg. reward: -7.354, 1.935 sec/game, 14.9 min. total, 572.0 MB
streak_dipper v10 622 games, 549646 moves, e=0.456, loss: 13.4, -, 20.8% elo% vs. simple_bot, avg. reward: -7.368, 1.932 sec/game, 15.0 min. total, 573.8 MB
streak_dipper v10 623 games, 550751 moves, e=0.455, loss: 12.7, -, 20.2% elo% vs. simple_bot, avg. reward: -7.370, 1.935 sec/game, 15.0 min. total, 574.8 MB
streak_dipper v10 624 games, 551750 moves, e=0.454, loss: 12.5, -, 19.6% elo% vs. simple_bot, avg. reward: -7.370, 1.940 sec/game, 15.0 min. total, 573.9 MB
streak_dipper v10 625 games, 552818 moves, e=0.453, loss: 12.8, -, 19.1% elo% vs. simple_bot, avg. reward: -7.366, 1.938 sec/game, 15.1 min. total, 574.5 MB
streak_dipper v10 626 games, 554055 moves, e=0.451, loss: 12.9, -, 18.5% elo% vs. simple_bot, avg. reward: -7.357, 1.961 sec/game, 15.1 min. total, 574.5 MB
streak_dipper v10 627 games, 555311 moves, e=0.450, loss: 12.7, -, 18.0% elo% vs. simple_bot, avg. reward: -7.350, 1.967 sec/game, 15.1 min. total, 573.2 MB
streak_dipper v10 628 games, 556525 moves, e=0.449, loss: 13.0, -, 17.5% elo% vs. simple_bot, avg. reward: -7.344, 1.963 sec/game, 15.2 min. total, 573.2 MB
streak_dipper v10 629 games, 557652 moves, e=0.448, loss: 13.3, -, 17.1% elo% vs. simple_bot, avg. reward: -7.334, 1.952 sec/game, 15.2 min. total, 574.1 MB
streak_dipper v10 630 games, 558625 moves, e=0.447, loss: 13.4, -, 16.6% elo% vs. simple_bot, avg. reward: -7.335, 1.938 sec/game, 15.2 min. total, 576.3 MB
streak_dipper v10 631 games, 559661 moves, e=0.446, loss: 13.1, -, 16.2% elo% vs. simple_bot, avg. reward: -7.340, 1.941 sec/game, 15.2 min. total, 576.2 MB
streak_dipper v10 632 games, 560628 moves, e=0.445, loss: 12.7, -, 15.8% elo% vs. simple_bot, avg. reward: -7.336, 1.927 sec/game, 15.3 min. total, 577.3 MB
streak_dipper v10 633 games, 561780 moves, e=0.444, loss: 12.9, -, 15.4% elo% vs. simple_bot, avg. reward: -7.337, 1.885 sec/game, 15.3 min. total, 576.0 MB
streak_dipper v10 634 games, 562745 moves, e=0.443, loss: 13.0, -, 15.1% elo% vs. simple_bot, avg. reward: -7.349, 1.880 sec/game, 15.3 min. total, 577.0 MB
streak_dipper v10 635 games, 563783 moves, e=0.442, loss: 12.7, -, 14.7% elo% vs. simple_bot, avg. reward: -7.321, 1.858 sec/game, 15.3 min. total, 575.7 MB
streak_dipper v10 636 games, 565088 moves, e=0.441, loss: 13.4, -, 14.4% elo% vs. simple_bot, avg. reward: -7.299, 1.880 sec/game, 15.4 min. total, 577.0 MB
streak_dipper v10 637 games, 566106 moves, e=0.440, loss: 13.8, -, 14.0% elo% vs. simple_bot, avg. reward: -7.310, 1.860 sec/game, 15.4 min. total, 576.8 MB
streak_dipper v10 638 games, 567285 moves, e=0.438, loss: 14.0, -, 13.7% elo% vs. simple_bot, avg. reward: -7.300, 1.872 sec/game, 15.4 min. total, 578.3 MB
streak_dipper v10 639 games, 568336 moves, e=0.437, loss: 14.2, -, 13.4% elo% vs. simple_bot, avg. reward: -7.297, 1.889 sec/game, 15.5 min. total, 579.3 MB
streak_dipper v10 640 games, 569592 moves, e=0.436, loss: 13.8, -, 13.1% elo% vs. simple_bot, avg. reward: -7.274, 1.877 sec/game, 15.5 min. total, 579.1 MB
streak_dipper v10 641 games, 570770 moves, e=0.435, loss: 13.8, -, 12.9% elo% vs. simple_bot, avg. reward: -7.247, 1.866 sec/game, 15.6 min. total, 579.5 MB
streak_dipper v10 642 games, 571892 moves, e=0.434, loss: 12.1, -, 12.6% elo% vs. simple_bot, avg. reward: -7.248, 1.857 sec/game, 15.6 min. total, 580.3 MB
streak_dipper v10 643 games, 573113 moves, e=0.433, loss: 12.4, -, 12.4% elo% vs. simple_bot, avg. reward: -7.232, 1.857 sec/game, 15.6 min. total, 577.8 MB
streak_dipper v10 644 games, 574301 moves, e=0.431, loss: 12.9, -, 12.1% elo% vs. simple_bot, avg. reward: -7.220, 1.860 sec/game, 15.6 min. total, 579.5 MB
streak_dipper v10 645 games, 575565 moves, e=0.430, loss: 12.6, -, 11.9% elo% vs. simple_bot, avg. reward: -7.205, 1.870 sec/game, 15.7 min. total, 580.0 MB
streak_dipper v10 646 games, 576707 moves, e=0.429, loss: 12.6, -, 11.7% elo% vs. simple_bot, avg. reward: -7.182, 1.859 sec/game, 15.7 min. total, 581.3 MB
streak_dipper v10 647 games, 577917 moves, e=0.428, loss: 12.4, -, 11.4% elo% vs. simple_bot, avg. reward: -7.165, 1.862 sec/game, 15.7 min. total, 580.6 MB
streak_dipper v10 648 games, 578991 moves, e=0.427, loss: 11.9, -, 11.2% elo% vs. simple_bot, avg. reward: -7.158, 1.867 sec/game, 15.8 min. total, 581.8 MB
streak_dipper v10 649 games, 580307 moves, e=0.425, loss: 11.8, -, 11.0% elo% vs. simple_bot, avg. reward: -7.145, 1.885 sec/game, 15.8 min. total, 581.5 MB
streak_dipper v10 650 games, 581558 moves, e=0.424, loss: 12.9, -, 10.8% elo% vs. simple_bot, avg. reward: -7.140, 1.908 sec/game, 15.8 min. total, 580.5 MB
streak_dipper v10 651 games, 582762 moves, e=0.423, loss: 12.0, -, 10.6% elo% vs. simple_bot, avg. reward: -7.134, 1.915 sec/game, 15.9 min. total, 581.9 MB
streak_dipper v10 652 games, 584058 moves, e=0.422, loss: 11.7, -, 10.4% elo% vs. simple_bot, avg. reward: -7.105, 1.945 sec/game, 15.9 min. total, 582.2 MB
streak_dipper v10 653 games, 585419 moves, e=0.420, loss: 11.1, -, 10.3% elo% vs. simple_bot, avg. reward: -7.076, 1.969 sec/game, 16.0 min. total, 584.5 MB
streak_dipper v10 654 games, 586446 moves, e=0.419, loss: 10.7, -, 10.1% elo% vs. simple_bot, avg. reward: -7.082, 1.976 sec/game, 16.0 min. total, 581.9 MB
streak_dipper v10 655 games, 587533 moves, e=0.418, loss: 11.3, -, 9.9% elo% vs. simple_bot, avg. reward: -7.067, 1.989 sec/game, 16.0 min. total, 583.0 MB
streak_dipper v10 656 games, 588825 moves, e=0.417, loss: 12.4, -, 9.8% elo% vs. simple_bot, avg. reward: -7.040, 1.978 sec/game, 16.0 min. total, 583.4 MB
streak_dipper v10 657 games, 589934 moves, e=0.416, loss: 11.9, -, 9.6% elo% vs. simple_bot, avg. reward: -7.029, 1.986 sec/game, 16.1 min. total, 584.3 MB
streak_dipper v10 658 games, 591095 moves, e=0.415, loss: 11.9, -, 9.5% elo% vs. simple_bot, avg. reward: -7.016, 1.984 sec/game, 16.1 min. total, 584.5 MB
streak_dipper v10 659 games, 592305 moves, e=0.414, loss: 13.2, -, 9.3% elo% vs. simple_bot, avg. reward: -7.012, 1.976 sec/game, 16.1 min. total, 583.7 MB
streak_dipper v10 660 games, 593528 moves, e=0.412, loss: 13.8, -, 9.2% elo% vs. simple_bot, avg. reward: -6.990, 1.976 sec/game, 16.2 min. total, 584.7 MB
streak_dipper v10 661 games, 594755 moves, e=0.411, loss: 13.6, -, 9.0% elo% vs. simple_bot, avg. reward: -6.976, 1.970 sec/game, 16.2 min. total, 583.9 MB
streak_dipper v10 662 games, 596085 moves, e=0.410, loss: 13.8, -, 8.9% elo% vs. simple_bot, avg. reward: -6.958, 1.986 sec/game, 16.2 min. total, 585.5 MB
streak_dipper v10 663 games, 597254 moves, e=0.409, loss: 13.7, -, 8.8% elo% vs. simple_bot, avg. reward: -6.953, 1.984 sec/game, 16.3 min. total, 585.6 MB
streak_dipper v10 664 games, 598474 moves, e=0.408, loss: 13.0, -, 8.6% elo% vs. simple_bot, avg. reward: -6.936, 1.978 sec/game, 16.3 min. total, 585.6 MB
streak_dipper v10 665 games, 599780 moves, e=0.406, loss: 13.4, -, 8.5% elo% vs. simple_bot, avg. reward: -6.926, 1.976 sec/game, 16.3 min. total, 585.8 MB
streak_dipper v10 666 games, 601182 moves, e=0.405, loss: 11.8, -, 8.4% elo% vs. simple_bot, avg. reward: -6.896, 1.990 sec/game, 16.4 min. total, 586.4 MB
streak_dipper v10 667 games, 602247 moves, e=0.404, loss: 12.2, -, 8.3% elo% vs. simple_bot, avg. reward: -6.902, 1.982 sec/game, 16.4 min. total, 587.3 MB
streak_dipper v10 668 games, 603242 moves, e=0.403, loss: 12.5, -, 8.1% elo% vs. simple_bot, avg. reward: -6.909, 1.963 sec/game, 16.4 min. total, 585.9 MB
streak_dipper v10 669 games, 604631 moves, e=0.401, loss: 11.9, -, 8.0% elo% vs. simple_bot, avg. reward: -6.875, 1.968 sec/game, 16.5 min. total, 587.7 MB
streak_dipper v10 670 games, 605949 moves, e=0.400, loss: 12.0, -, 7.9% elo% vs. simple_bot, avg. reward: -6.853, 1.968 sec/game, 16.5 min. total, 586.6 MB
streak_dipper v10 671 games, 607177 moves, e=0.399, loss: 11.6, -, 7.8% elo% vs. simple_bot, avg. reward: -6.821, 1.974 sec/game, 16.5 min. total, 588.3 MB
streak_dipper v10 672 games, 608282 moves, e=0.398, loss: 12.0, -, 7.7% elo% vs. simple_bot, avg. reward: -6.811, 1.966 sec/game, 16.6 min. total, 587.4 MB
streak_dipper v10 673 games, 609424 moves, e=0.397, loss: 12.7, -, 7.6% elo% vs. simple_bot, avg. reward: -6.813, 1.948 sec/game, 16.6 min. total, 588.3 MB
streak_dipper v10 674 games, 610529 moves, e=0.396, loss: 12.9, -, 7.5% elo% vs. simple_bot, avg. reward: -6.811, 1.946 sec/game, 16.6 min. total, 589.0 MB
streak_dipper v10 675 games, 611845 moves, e=0.394, loss: 13.0, -, 7.4% elo% vs. simple_bot, avg. reward: -6.793, 1.962 sec/game, 16.7 min. total, 590.1 MB
streak_dipper v10 676 games, 613012 moves, e=0.393, loss: 13.3, -, 7.3% elo% vs. simple_bot, avg. reward: -6.782, 1.957 sec/game, 16.7 min. total, 590.6 MB
streak_dipper v10 677 games, 614160 moves, e=0.392, loss: 13.3, -, 7.2% elo% vs. simple_bot, avg. reward: -6.756, 1.961 sec/game, 16.7 min. total, 591.6 MB
streak_dipper v10 678 games, 615313 moves, e=0.391, loss: 13.4, -, 7.2% elo% vs. simple_bot, avg. reward: -6.746, 1.957 sec/game, 16.8 min. total, 591.7 MB
streak_dipper v10 679 games, 616429 moves, e=0.390, loss: 13.1, -, 7.1% elo% vs. simple_bot, avg. reward: -6.738, 1.942 sec/game, 16.8 min. total, 591.3 MB
streak_dipper v10 680 games, 617563 moves, e=0.389, loss: 14.0, -, 7.0% elo% vs. simple_bot, avg. reward: -6.721, 1.940 sec/game, 16.8 min. total, 592.0 MB
streak_dipper v10 681 games, 618810 moves, e=0.387, loss: 13.9, -, 6.9% elo% vs. simple_bot, avg. reward: -6.707, 1.939 sec/game, 16.9 min. total, 591.2 MB
streak_dipper v10 682 games, 620006 moves, e=0.386, loss: 13.9, -, 6.8% elo% vs. simple_bot, avg. reward: -6.702, 1.929 sec/game, 16.9 min. total, 592.2 MB
streak_dipper v10 683 games, 621101 moves, e=0.385, loss: 14.1, -, 6.7% elo% vs. simple_bot, avg. reward: -6.694, 1.922 sec/game, 16.9 min. total, 590.8 MB
streak_dipper v10 684 games, 622372 moves, e=0.384, loss: 13.9, -, 6.7% elo% vs. simple_bot, avg. reward: -6.677, 1.932 sec/game, 16.9 min. total, 592.5 MB
streak_dipper v10 685 games, 623464 moves, e=0.383, loss: 14.3, -, 6.6% elo% vs. simple_bot, avg. reward: -6.680, 1.920 sec/game, 17.0 min. total, 592.6 MB
streak_dipper v10 686 games, 624695 moves, e=0.382, loss: 14.4, -, 6.5% elo% vs. simple_bot, avg. reward: -6.673, 1.913 sec/game, 17.0 min. total, 592.5 MB
streak_dipper v10 687 games, 625846 moves, e=0.380, loss: 14.3, -, 6.4% elo% vs. simple_bot, avg. reward: -6.654, 1.915 sec/game, 17.0 min. total, 592.5 MB
streak_dipper v10 688 games, 627041 moves, e=0.379, loss: 13.5, -, 6.4% elo% vs. simple_bot, avg. reward: -6.637, 1.933 sec/game, 17.1 min. total, 591.7 MB
streak_dipper v10 689 games, 628475 moves, e=0.378, loss: 12.6, -, 6.3% elo% vs. simple_bot, avg. reward: -6.617, 1.933 sec/game, 17.1 min. total, 593.7 MB
streak_dipper v10 690 games, 629704 moves, e=0.377, loss: 12.8, -, 6.2% elo% vs. simple_bot, avg. reward: -6.615, 1.931 sec/game, 17.1 min. total, 596.3 MB
streak_dipper v10 691 games, 630880 moves, e=0.375, loss: 13.2, -, 6.2% elo% vs. simple_bot, avg. reward: -6.591, 1.923 sec/game, 17.2 min. total, 595.4 MB
streak_dipper v10 692 games, 632075 moves, e=0.374, loss: 13.1, -, 6.1% elo% vs. simple_bot, avg. reward: -6.577, 1.931 sec/game, 17.2 min. total, 595.1 MB
streak_dipper v10 693 games, 633339 moves, e=0.373, loss: 13.1, -, 6.0% elo% vs. simple_bot, avg. reward: -6.561, 1.932 sec/game, 17.2 min. total, 595.5 MB
streak_dipper v10 694 games, 634653 moves, e=0.372, loss: 13.2, -, 6.0% elo% vs. simple_bot, avg. reward: -6.541, 1.955 sec/game, 17.3 min. total, 595.6 MB
streak_dipper v10 695 games, 635766 moves, e=0.371, loss: 12.9, -, 5.9% elo% vs. simple_bot, avg. reward: -6.535, 1.932 sec/game, 17.3 min. total, 594.3 MB
streak_dipper v10 696 games, 636976 moves, e=0.369, loss: 14.0, -, 5.8% elo% vs. simple_bot, avg. reward: -6.517, 1.933 sec/game, 17.3 min. total, 596.4 MB
streak_dipper v10 697 games, 638164 moves, e=0.368, loss: 14.8, -, 5.8% elo% vs. simple_bot, avg. reward: -6.510, 1.935 sec/game, 17.4 min. total, 595.0 MB
streak_dipper v10 698 games, 639299 moves, e=0.367, loss: 14.7, -, 5.7% elo% vs. simple_bot, avg. reward: -6.503, 1.936 sec/game, 17.4 min. total, 596.0 MB
streak_dipper v10 699 games, 640437 moves, e=0.366, loss: 14.3, -, 5.7% elo% vs. simple_bot, avg. reward: -6.505, 1.947 sec/game, 17.4 min. total, 597.8 MB
streak_dipper v10 700 games, 641841 moves, e=0.365, loss: 14.5, -, 5.6% elo% vs. simple_bot, avg. reward: -6.484, 1.966 sec/game, 17.5 min. total, 596.7 MB
streak_dipper v11 701 games, 643213 moves, e=0.363, loss: 14.7, -, 47.7% elo% vs. simple_bot, avg. reward: -6.459, 1.974 sec/game, 17.5 min. total, 597.2 MB
streak_dipper v11 702 games, 644434 moves, e=0.362, loss: 14.1, -, 45.5% elo% vs. simple_bot, avg. reward: -6.455, 1.975 sec/game, 17.5 min. total, 595.5 MB
streak_dipper v11 703 games, 645710 moves, e=0.361, loss: 14.0, -, 43.4% elo% vs. simple_bot, avg. reward: -6.424, 1.983 sec/game, 17.6 min. total, 598.6 MB
streak_dipper v11 704 games, 646815 moves, e=0.360, loss: 13.5, -, 41.5% elo% vs. simple_bot, avg. reward: -6.406, 1.975 sec/game, 17.6 min. total, 596.9 MB
streak_dipper v11 705 games, 647881 moves, e=0.359, loss: 13.1, -, 39.6% elo% vs. simple_bot, avg. reward: -6.406, 1.971 sec/game, 17.6 min. total, 597.9 MB
streak_dipper v11 706 games, 649224 moves, e=0.357, loss: 13.4, -, 37.9% elo% vs. simple_bot, avg. reward: -6.381, 1.978 sec/game, 17.7 min. total, 598.4 MB
streak_dipper v11 707 games, 650479 moves, e=0.356, loss: 13.0, -, 36.3% elo% vs. simple_bot, avg. reward: -6.367, 1.977 sec/game, 17.7 min. total, 597.1 MB
streak_dipper v11 708 games, 651763 moves, e=0.355, loss: 12.1, -, 34.8% elo% vs. simple_bot, avg. reward: -6.363, 1.985 sec/game, 17.7 min. total, 598.4 MB
streak_dipper v11 709 games, 653245 moves, e=0.353, loss: 12.0, -, 33.3% elo% vs. simple_bot, avg. reward: -6.333, 1.991 sec/game, 17.8 min. total, 598.0 MB
streak_dipper v11 710 games, 654533 moves, e=0.352, loss: 11.9, -, 32.0% elo% vs. simple_bot, avg. reward: -6.317, 1.992 sec/game, 17.8 min. total, 599.7 MB
streak_dipper v11 711 games, 655680 moves, e=0.351, loss: 12.0, -, 30.7% elo% vs. simple_bot, avg. reward: -6.298, 1.992 sec/game, 17.8 min. total, 599.6 MB
streak_dipper v11 712 games, 656975 moves, e=0.350, loss: 11.4, -, 29.5% elo% vs. simple_bot, avg. reward: -6.276, 1.992 sec/game, 17.9 min. total, 600.2 MB
streak_dipper v11 713 games, 658140 moves, e=0.348, loss: 11.3, -, 28.4% elo% vs. simple_bot, avg. reward: -6.281, 2.002 sec/game, 17.9 min. total, 601.4 MB
streak_dipper v11 714 games, 659415 moves, e=0.347, loss: 11.8, -, 27.3% elo% vs. simple_bot, avg. reward: -6.251, 2.018 sec/game, 18.0 min. total, 601.0 MB
streak_dipper v11 715 games, 660670 moves, e=0.346, loss: 11.8, -, 26.4% elo% vs. simple_bot, avg. reward: -6.254, 2.060 sec/game, 18.0 min. total, 600.9 MB
streak_dipper v11 716 games, 662045 moves, e=0.345, loss: 11.9, -, 25.4% elo% vs. simple_bot, avg. reward: -6.250, 2.090 sec/game, 18.0 min. total, 601.9 MB
streak_dipper v11 717 games, 663357 moves, e=0.343, loss: 13.3, -, 24.5% elo% vs. simple_bot, avg. reward: -6.242, 2.129 sec/game, 18.1 min. total, 601.6 MB
streak_dipper v11 718 games, 664695 moves, e=0.342, loss: 13.2, -, 23.7% elo% vs. simple_bot, avg. reward: -6.228, 2.152 sec/game, 18.1 min. total, 603.6 MB
streak_dipper v11 719 games, 666111 moves, e=0.341, loss: 13.2, -, 22.9% elo% vs. simple_bot, avg. reward: -6.195, 2.180 sec/game, 18.2 min. total, 604.6 MB
streak_dipper v11 720 games, 667591 moves, e=0.339, loss: 12.2, -, 22.2% elo% vs. simple_bot, avg. reward: -6.174, 2.195 sec/game, 18.2 min. total, 604.0 MB
streak_dipper v11 721 games, 669066 moves, e=0.338, loss: 11.1, -, 21.5% elo% vs. simple_bot, avg. reward: -6.156, 2.207 sec/game, 18.2 min. total, 602.7 MB
streak_dipper v11 722 games, 670271 moves, e=0.336, loss: 11.4, -, 20.8% elo% vs. simple_bot, avg. reward: -6.137, 2.218 sec/game, 18.3 min. total, 603.2 MB
streak_dipper v11 723 games, 671525 moves, e=0.335, loss: 11.5, -, 20.2% elo% vs. simple_bot, avg. reward: -6.127, 2.243 sec/game, 18.3 min. total, 605.2 MB
streak_dipper v11 724 games, 673001 moves, e=0.334, loss: 11.7, -, 19.6% elo% vs. simple_bot, avg. reward: -6.093, 2.269 sec/game, 18.4 min. total, 604.5 MB
streak_dipper v11 725 games, 674395 moves, e=0.332, loss: 10.4, -, 19.1% elo% vs. simple_bot, avg. reward: -6.076, 2.291 sec/game, 18.4 min. total, 603.8 MB
streak_dipper v11 726 games, 675735 moves, e=0.331, loss: 11.1, -, 18.5% elo% vs. simple_bot, avg. reward: -6.069, 2.290 sec/game, 18.4 min. total, 604.4 MB
streak_dipper v11 727 games, 676914 moves, e=0.330, loss: 11.4, -, 18.0% elo% vs. simple_bot, avg. reward: -6.069, 2.288 sec/game, 18.5 min. total, 606.2 MB
streak_dipper v11 728 games, 678079 moves, e=0.329, loss: 12.1, -, 17.5% elo% vs. simple_bot, avg. reward: -6.070, 2.275 sec/game, 18.5 min. total, 605.9 MB
streak_dipper v11 729 games, 679540 moves, e=0.327, loss: 12.1, -, 17.1% elo% vs. simple_bot, avg. reward: -6.044, 2.265 sec/game, 18.5 min. total, 605.0 MB
streak_dipper v11 730 games, 681045 moves, e=0.326, loss: 12.3, -, 16.6% elo% vs. simple_bot, avg. reward: -6.006, 2.277 sec/game, 18.6 min. total, 606.5 MB
streak_dipper v11 731 games, 682157 moves, e=0.325, loss: 11.9, -, 16.2% elo% vs. simple_bot, avg. reward: -6.001, 2.272 sec/game, 18.6 min. total, 606.7 MB
streak_dipper v11 732 games, 683384 moves, e=0.323, loss: 11.0, -, 15.8% elo% vs. simple_bot, avg. reward: -5.983, 2.257 sec/game, 18.6 min. total, 606.0 MB
streak_dipper v11 733 games, 684767 moves, e=0.322, loss: 11.8, -, 15.4% elo% vs. simple_bot, avg. reward: -5.963, 2.259 sec/game, 18.7 min. total, 608.6 MB
streak_dipper v11 734 games, 686084 moves, e=0.321, loss: 11.2, -, 15.1% elo% vs. simple_bot, avg. reward: -5.933, 2.240 sec/game, 18.7 min. total, 608.1 MB
streak_dipper v11 735 games, 687441 moves, e=0.319, loss: 11.2, -, 14.7% elo% vs. simple_bot, avg. reward: -5.910, 2.210 sec/game, 18.7 min. total, 608.2 MB
streak_dipper v11 736 games, 688654 moves, e=0.318, loss: 12.6, -, 14.4% elo% vs. simple_bot, avg. reward: -5.914, 2.176 sec/game, 18.8 min. total, 606.4 MB
streak_dipper v11 737 games, 689940 moves, e=0.317, loss: 12.9, -, 14.0% elo% vs. simple_bot, avg. reward: -5.891, 2.169 sec/game, 18.8 min. total, 608.4 MB
streak_dipper v11 738 games, 691083 moves, e=0.316, loss: 12.9, -, 13.7% elo% vs. simple_bot, avg. reward: -5.886, 2.155 sec/game, 18.8 min. total, 608.5 MB
streak_dipper v11 739 games, 692296 moves, e=0.315, loss: 12.8, -, 13.4% elo% vs. simple_bot, avg. reward: -5.872, 2.128 sec/game, 18.9 min. total, 607.7 MB
streak_dipper v11 740 games, 693594 moves, e=0.313, loss: 11.8, -, 13.1% elo% vs. simple_bot, avg. reward: -5.868, 2.103 sec/game, 18.9 min. total, 608.4 MB
streak_dipper v11 741 games, 694865 moves, e=0.312, loss: 11.6, -, 12.9% elo% vs. simple_bot, avg. reward: -5.862, 2.089 sec/game, 18.9 min. total, 609.5 MB
streak_dipper v11 742 games, 696228 moves, e=0.311, loss: 12.5, -, 12.6% elo% vs. simple_bot, avg. reward: -5.847, 2.094 sec/game, 19.0 min. total, 609.1 MB
streak_dipper v11 743 games, 697464 moves, e=0.310, loss: 12.7, -, 12.4% elo% vs. simple_bot, avg. reward: -5.840, 2.065 sec/game, 19.0 min. total, 609.0 MB
streak_dipper v11 744 games, 698697 moves, e=0.308, loss: 12.8, -, 12.1% elo% vs. simple_bot, avg. reward: -5.829, 2.049 sec/game, 19.0 min. total, 608.3 MB
streak_dipper v11 745 games, 700171 moves, e=0.307, loss: 12.5, -, 11.9% elo% vs. simple_bot, avg. reward: -5.816, 2.065 sec/game, 19.1 min. total, 609.1 MB
streak_dipper v11 746 games, 701520 moves, e=0.305, loss: 12.3, -, 11.7% elo% vs. simple_bot, avg. reward: -5.801, 2.077 sec/game, 19.1 min. total, 612.0 MB
streak_dipper v11 747 games, 702661 moves, e=0.304, loss: 12.8, -, 11.4% elo% vs. simple_bot, avg. reward: -5.804, 2.093 sec/game, 19.2 min. total, 612.0 MB
streak_dipper v11 748 games, 703914 moves, e=0.303, loss: 13.0, -, 11.2% elo% vs. simple_bot, avg. reward: -5.787, 2.106 sec/game, 19.2 min. total, 610.6 MB
streak_dipper v11 749 games, 705162 moves, e=0.302, loss: 13.4, -, 11.0% elo% vs. simple_bot, avg. reward: -5.790, 2.104 sec/game, 19.2 min. total, 612.8 MB
