smelting_pointy v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 327.6 MB
smelting_pointy v17 1573 games, 3349809 moves, e=0.010, loss: 0.9, -, 25.1% elo% vs. v15, avg. reward: 0.880, 7.812 sec/game, 148.7 min. total, 1381.5 MB
smelting_pointy v17 1574 games, 3352726 moves, e=0.010, loss: 0.9, -, 24.2% elo% vs. v15, avg. reward: 0.882, 7.819 sec/game, 148.8 min. total, 1381.3 MB
smelting_pointy v17 1575 games, 3355751 moves, e=0.010, loss: 0.9, -, 23.4% elo% vs. v15, avg. reward: 0.883, 7.812 sec/game, 148.9 min. total, 1382.1 MB
smelting_pointy v17 1576 games, 3358858 moves, e=0.010, loss: 0.9, -, 22.6% elo% vs. v15, avg. reward: 0.884, 7.895 sec/game, 149.1 min. total, 1382.9 MB
smelting_pointy v17 1577 games, 3362065 moves, e=0.010, loss: 1.0, -, 21.9% elo% vs. v15, avg. reward: 0.885, 7.931 sec/game, 149.2 min. total, 1381.8 MB
smelting_pointy v17 1578 games, 3365278 moves, e=0.010, loss: 0.9, -, 21.2% elo% vs. v15, avg. reward: 0.886, 7.947 sec/game, 149.4 min. total, 1382.1 MB
smelting_pointy v17 1579 games, 3368707 moves, e=0.010, loss: 0.9, -, 20.6% elo% vs. v15, avg. reward: 0.886, 8.005 sec/game, 149.5 min. total, 1383.8 MB
smelting_pointy v17 1580 games, 3371932 moves, e=0.010, loss: 0.8, -, 20.0% elo% vs. v15, avg. reward: 0.885, 8.068 sec/game, 149.6 min. total, 1382.8 MB
smelting_pointy v17 1581 games, 3375064 moves, e=0.010, loss: 0.8, -, 19.4% elo% vs. v15, avg. reward: 0.887, 8.103 sec/game, 149.8 min. total, 1386.8 MB
smelting_pointy v17 1582 games, 3377779 moves, e=0.010, loss: 0.8, -, 18.8% elo% vs. v15, avg. reward: 0.890, 8.083 sec/game, 149.9 min. total, 1386.5 MB
smelting_pointy v17 1583 games, 3380817 moves, e=0.010, loss: 0.8, -, 18.3% elo% vs. v15, avg. reward: 0.890, 8.083 sec/game, 150.0 min. total, 1387.1 MB
smelting_pointy v17 1584 games, 3384341 moves, e=0.010, loss: 0.8, -, 17.8% elo% vs. v15, avg. reward: 0.889, 8.154 sec/game, 150.2 min. total, 1390.1 MB
smelting_pointy v17 1585 games, 3387156 moves, e=0.010, loss: 0.8, -, 17.3% elo% vs. v15, avg. reward: 0.890, 8.159 sec/game, 150.3 min. total, 1390.7 MB
smelting_pointy v17 1586 games, 3390576 moves, e=0.010, loss: 0.8, -, 16.9% elo% vs. v15, avg. reward: 0.891, 8.171 sec/game, 150.5 min. total, 1389.2 MB
smelting_pointy v17 1587 games, 3393504 moves, e=0.010, loss: 0.8, +, 19.1% elo% vs. v15, avg. reward: 0.891, 8.120 sec/game, 150.6 min. total, 1389.9 MB
smelting_pointy v17 1588 games, 3396976 moves, e=0.010, loss: 0.8, -, 18.6% elo% vs. v15, avg. reward: 0.889, 8.138 sec/game, 150.7 min. total, 1389.9 MB
smelting_pointy v17 1589 games, 3400564 moves, e=0.010, loss: 0.7, -, 18.1% elo% vs. v15, avg. reward: 0.889, 8.219 sec/game, 150.9 min. total, 1391.6 MB
smelting_pointy v17 1590 games, 3404202 moves, e=0.010, loss: 0.7, -, 17.6% elo% vs. v15, avg. reward: 0.888, 8.278 sec/game, 151.0 min. total, 1389.5 MB
smelting_pointy v17 1591 games, 3407323 moves, e=0.010, loss: 0.7, -, 17.1% elo% vs. v15, avg. reward: 0.889, 8.275 sec/game, 151.2 min. total, 1390.3 MB
smelting_pointy v17 1592 games, 3410632 moves, e=0.010, loss: 0.7, -, 16.7% elo% vs. v15, avg. reward: 0.888, 8.311 sec/game, 151.3 min. total, 1392.3 MB
smelting_pointy v17 1593 games, 3414058 moves, e=0.010, loss: 0.8, ., 17.6% elo% vs. v15, avg. reward: 0.888, 8.380 sec/game, 151.5 min. total, 1393.1 MB
smelting_pointy v17 1594 games, 3417369 moves, e=0.010, loss: 0.8, ., 18.4% elo% vs. v15, avg. reward: 0.887, 8.423 sec/game, 151.6 min. total, 1393.3 MB
smelting_pointy v17 1595 games, 3420605 moves, e=0.010, loss: 0.8, -, 17.9% elo% vs. v15, avg. reward: 0.886, 8.450 sec/game, 151.8 min. total, 1393.6 MB
smelting_pointy v17 1596 games, 3423854 moves, e=0.010, loss: 0.8, -, 17.5% elo% vs. v15, avg. reward: 0.885, 8.461 sec/game, 151.9 min. total, 1394.4 MB
smelting_pointy v17 1597 games, 3427022 moves, e=0.010, loss: 0.9, -, 17.0% elo% vs. v15, avg. reward: 0.884, 8.457 sec/game, 152.0 min. total, 1394.9 MB
smelting_pointy v17 1598 games, 3430433 moves, e=0.010, loss: 0.8, -, 16.6% elo% vs. v15, avg. reward: 0.883, 8.484 sec/game, 152.2 min. total, 1396.5 MB
smelting_pointy v17 1599 games, 3433592 moves, e=0.010, loss: 0.8, -, 16.1% elo% vs. v15, avg. reward: 0.885, 8.444 sec/game, 152.3 min. total, 1397.6 MB
smelting_pointy v17 1600 games, 3436446 moves, e=0.010, loss: 0.8, +, 18.3% elo% vs. v15, avg. reward: 0.888, 8.416 sec/game, 152.4 min. total, 1397.4 MB
smelting_pointy v17 1601 games, 3439533 moves, e=0.010, loss: 0.8, -, 17.8% elo% vs. v15, avg. reward: 0.889, 8.409 sec/game, 152.6 min. total, 1397.7 MB
smelting_pointy v17 1602 games, 3442725 moves, e=0.010, loss: 0.8, -, 17.4% elo% vs. v15, avg. reward: 0.890, 8.470 sec/game, 152.7 min. total, 1397.9 MB
smelting_pointy v17 1603 games, 3445835 moves, e=0.010, loss: 0.8, -, 16.9% elo% vs. v15, avg. reward: 0.891, 8.466 sec/game, 152.9 min. total, 1398.6 MB
smelting_pointy v17 1604 games, 3448949 moves, e=0.010, loss: 0.8, -, 16.5% elo% vs. v15, avg. reward: 0.891, 8.411 sec/game, 153.0 min. total, 1399.3 MB
smelting_pointy v17 1605 games, 3452049 moves, e=0.010, loss: 0.8, -, 16.1% elo% vs. v15, avg. reward: 0.893, 8.460 sec/game, 153.1 min. total, 1399.2 MB
smelting_pointy v17 1606 games, 3455247 moves, e=0.010, loss: 0.9, +, 18.3% elo% vs. v15, avg. reward: 0.894, 8.439 sec/game, 153.3 min. total, 1399.8 MB
smelting_pointy v17 1607 games, 3458227 moves, e=0.010, loss: 0.8, -, 17.8% elo% vs. v15, avg. reward: 0.895, 8.445 sec/game, 153.4 min. total, 1402.7 MB
smelting_pointy v17 1608 games, 3461551 moves, e=0.010, loss: 0.8, -, 17.3% elo% vs. v15, avg. reward: 0.896, 8.434 sec/game, 153.5 min. total, 1402.3 MB
smelting_pointy v17 1609 games, 3465015 moves, e=0.010, loss: 0.8, -, 16.8% elo% vs. v15, avg. reward: 0.896, 8.409 sec/game, 153.7 min. total, 1401.9 MB
smelting_pointy v17 1610 games, 3468278 moves, e=0.010, loss: 0.8, -, 16.4% elo% vs. v15, avg. reward: 0.895, 8.351 sec/game, 153.8 min. total, 1401.5 MB
smelting_pointy v17 1611 games, 3471490 moves, e=0.010, loss: 0.8, -, 16.0% elo% vs. v15, avg. reward: 0.893, 8.385 sec/game, 154.0 min. total, 1403.4 MB
smelting_pointy v17 1612 games, 3474596 moves, e=0.010, loss: 0.8, -, 15.6% elo% vs. v15, avg. reward: 0.893, 8.357 sec/game, 154.1 min. total, 1406.3 MB
smelting_pointy v17 1613 games, 3477829 moves, e=0.010, loss: 0.8, -, 15.2% elo% vs. v15, avg. reward: 0.891, 8.315 sec/game, 154.2 min. total, 1404.4 MB
smelting_pointy v17 1614 games, 3480895 moves, e=0.010, loss: 0.8, -, 14.9% elo% vs. v15, avg. reward: 0.889, 8.286 sec/game, 154.4 min. total, 1407.8 MB
smelting_pointy v17 1615 games, 3484049 moves, e=0.010, loss: 0.8, -, 14.5% elo% vs. v15, avg. reward: 0.888, 8.283 sec/game, 154.5 min. total, 1406.7 MB
smelting_pointy v17 1616 games, 3487519 moves, e=0.010, loss: 0.8, -, 14.2% elo% vs. v15, avg. reward: 0.887, 8.307 sec/game, 154.7 min. total, 1408.5 MB
smelting_pointy v17 1617 games, 3491095 moves, e=0.010, loss: 0.8, -, 13.9% elo% vs. v15, avg. reward: 0.885, 8.354 sec/game, 154.8 min. total, 1406.5 MB
smelting_pointy v17 1618 games, 3494823 moves, e=0.010, loss: 0.8, -, 13.6% elo% vs. v15, avg. reward: 0.883, 8.390 sec/game, 155.0 min. total, 1410.6 MB
smelting_pointy v17 1619 games, 3498411 moves, e=0.010, loss: 0.8, -, 13.3% elo% vs. v15, avg. reward: 0.882, 8.448 sec/game, 155.1 min. total, 1411.2 MB
smelting_pointy v17 1620 games, 3501974 moves, e=0.010, loss: 0.8, -, 13.0% elo% vs. v15, avg. reward: 0.881, 8.524 sec/game, 155.3 min. total, 1409.5 MB
smelting_pointy v17 1621 games, 3505171 moves, e=0.010, loss: 0.8, -, 12.7% elo% vs. v15, avg. reward: 0.881, 8.539 sec/game, 155.4 min. total, 1412.3 MB
smelting_pointy v17 1622 games, 3508726 moves, e=0.010, loss: 0.7, +, 14.6% elo% vs. v15, avg. reward: 0.879, 8.575 sec/game, 155.6 min. total, 1412.1 MB
smelting_pointy v17 1623 games, 3512320 moves, e=0.010, loss: 0.7, -, 14.3% elo% vs. v15, avg. reward: 0.880, 8.650 sec/game, 155.7 min. total, 1412.3 MB
smelting_pointy v17 1624 games, 3515765 moves, e=0.010, loss: 0.8, -, 14.0% elo% vs. v15, avg. reward: 0.880, 8.674 sec/game, 155.9 min. total, 1412.5 MB
smelting_pointy v17 1625 games, 3519339 moves, e=0.010, loss: 0.7, -, 13.7% elo% vs. v15, avg. reward: 0.879, 8.720 sec/game, 156.0 min. total, 1412.6 MB
smelting_pointy v17 1626 games, 3523062 moves, e=0.010, loss: 0.7, -, 13.4% elo% vs. v15, avg. reward: 0.877, 8.781 sec/game, 156.2 min. total, 1413.1 MB
smelting_pointy v17 1627 games, 3526471 moves, e=0.010, loss: 0.7, -, 13.1% elo% vs. v15, avg. reward: 0.877, 8.844 sec/game, 156.3 min. total, 1413.9 MB
smelting_pointy v17 1628 games, 3529642 moves, e=0.010, loss: 0.7, -, 12.8% elo% vs. v15, avg. reward: 0.878, 8.825 sec/game, 156.5 min. total, 1417.1 MB
smelting_pointy v17 1629 games, 3532952 moves, e=0.010, loss: 0.7, -, 12.6% elo% vs. v15, avg. reward: 0.877, 8.812 sec/game, 156.6 min. total, 1417.1 MB
smelting_pointy v17 1630 games, 3536434 moves, e=0.010, loss: 0.7, +, 14.4% elo% vs. v15, avg. reward: 0.877, 8.846 sec/game, 156.8 min. total, 1417.1 MB
smelting_pointy v17 1631 games, 3539746 moves, e=0.010, loss: 0.7, -, 14.1% elo% vs. v15, avg. reward: 0.874, 8.849 sec/game, 156.9 min. total, 1417.4 MB
smelting_pointy v17 1632 games, 3543085 moves, e=0.010, loss: 0.8, -, 13.8% elo% vs. v15, avg. reward: 0.873, 8.880 sec/game, 157.1 min. total, 1418.9 MB
smelting_pointy v17 1633 games, 3546560 moves, e=0.010, loss: 0.7, -, 13.5% elo% vs. v15, avg. reward: 0.875, 8.914 sec/game, 157.2 min. total, 1419.1 MB
smelting_pointy v17 1634 games, 3549555 moves, e=0.010, loss: 0.7, -, 13.2% elo% vs. v15, avg. reward: 0.877, 8.894 sec/game, 157.3 min. total, 1418.6 MB
smelting_pointy v17 1635 games, 3552862 moves, e=0.010, loss: 0.7, -, 12.9% elo% vs. v15, avg. reward: 0.878, 8.911 sec/game, 157.5 min. total, 1418.9 MB
smelting_pointy v17 1636 games, 3556220 moves, e=0.010, loss: 0.7, -, 12.7% elo% vs. v15, avg. reward: 0.878, 8.894 sec/game, 157.6 min. total, 1420.7 MB
smelting_pointy v17 1637 games, 3559553 moves, e=0.010, loss: 0.8, -, 12.4% elo% vs. v15, avg. reward: 0.878, 8.874 sec/game, 157.8 min. total, 1421.0 MB
smelting_pointy v17 1638 games, 3562302 moves, e=0.010, loss: 0.9, -, 12.2% elo% vs. v15, avg. reward: 0.879, 8.749 sec/game, 157.9 min. total, 1421.9 MB
smelting_pointy v17 1639 games, 3565447 moves, e=0.010, loss: 0.9, -, 11.9% elo% vs. v15, avg. reward: 0.878, 8.700 sec/game, 158.0 min. total, 1423.1 MB
smelting_pointy v17 1640 games, 3568937 moves, e=0.010, loss: 0.9, -, 11.7% elo% vs. v15, avg. reward: 0.878, 8.684 sec/game, 158.2 min. total, 1423.6 MB
smelting_pointy v17 1641 games, 3572263 moves, e=0.010, loss: 0.9, +, 13.5% elo% vs. v15, avg. reward: 0.878, 8.715 sec/game, 158.3 min. total, 1423.2 MB
smelting_pointy v17 1642 games, 3575485 moves, e=0.010, loss: 0.8, -, 13.2% elo% vs. v15, avg. reward: 0.876, 8.682 sec/game, 158.5 min. total, 1423.3 MB
smelting_pointy v17 1643 games, 3578334 moves, e=0.010, loss: 0.9, -, 12.9% elo% vs. v15, avg. reward: 0.877, 8.579 sec/game, 158.6 min. total, 1424.2 MB
smelting_pointy v17 1644 games, 3581673 moves, e=0.010, loss: 0.9, -, 12.7% elo% vs. v15, avg. reward: 0.877, 8.585 sec/game, 158.7 min. total, 1425.3 MB
smelting_pointy v17 1645 games, 3584998 moves, e=0.010, loss: 0.9, +, 14.6% elo% vs. v15, avg. reward: 0.877, 8.549 sec/game, 158.9 min. total, 1425.2 MB
smelting_pointy v17 1646 games, 3588502 moves, e=0.010, loss: 0.8, +, 16.6% elo% vs. v15, avg. reward: 0.878, 8.535 sec/game, 159.0 min. total, 1424.8 MB
smelting_pointy v17 1647 games, 3591910 moves, e=0.010, loss: 0.8, -, 16.2% elo% vs. v15, avg. reward: 0.878, 8.521 sec/game, 159.2 min. total, 1427.4 MB
smelting_pointy v17 1648 games, 3595600 moves, e=0.010, loss: 0.7, +, 18.4% elo% vs. v15, avg. reward: 0.877, 8.575 sec/game, 159.3 min. total, 1427.3 MB
smelting_pointy v17 1649 games, 3598818 moves, e=0.010, loss: 0.8, -, 17.9% elo% vs. v15, avg. reward: 0.877, 8.553 sec/game, 159.5 min. total, 1430.6 MB
smelting_pointy v17 1650 games, 3602122 moves, e=0.010, loss: 0.8, -, 17.4% elo% vs. v15, avg. reward: 0.876, 8.528 sec/game, 159.6 min. total, 1429.3 MB
smelting_pointy v17 1651 games, 3604845 moves, e=0.010, loss: 0.8, -, 17.0% elo% vs. v15, avg. reward: 0.877, 8.443 sec/game, 159.7 min. total, 1431.5 MB
smelting_pointy v17 1652 games, 3608038 moves, e=0.010, loss: 0.9, -, 16.5% elo% vs. v15, avg. reward: 0.875, 8.436 sec/game, 159.9 min. total, 1431.8 MB
smelting_pointy v17 1653 games, 3610975 moves, e=0.010, loss: 0.9, -, 16.1% elo% vs. v15, avg. reward: 0.874, 8.376 sec/game, 160.0 min. total, 1432.6 MB
smelting_pointy v17 1654 games, 3614147 moves, e=0.010, loss: 0.9, +, 18.3% elo% vs. v15, avg. reward: 0.873, 8.406 sec/game, 160.1 min. total, 1432.8 MB
smelting_pointy v17 1655 games, 3617542 moves, e=0.010, loss: 0.9, -, 17.8% elo% vs. v15, avg. reward: 0.872, 8.418 sec/game, 160.3 min. total, 1434.2 MB
smelting_pointy v17 1656 games, 3620622 moves, e=0.010, loss: 0.9, -, 17.3% elo% vs. v15, avg. reward: 0.869, 8.387 sec/game, 160.4 min. total, 1433.9 MB
smelting_pointy v17 1657 games, 3624339 moves, e=0.010, loss: 0.8, -, 16.9% elo% vs. v15, avg. reward: 0.866, 8.425 sec/game, 160.6 min. total, 1433.4 MB
smelting_pointy v17 1658 games, 3627623 moves, e=0.010, loss: 0.8, -, 16.5% elo% vs. v15, avg. reward: 0.865, 8.488 sec/game, 160.7 min. total, 1433.9 MB
smelting_pointy v17 1659 games, 3630769 moves, e=0.010, loss: 0.8, -, 16.0% elo% vs. v15, avg. reward: 0.862, 8.492 sec/game, 160.9 min. total, 1437.6 MB
smelting_pointy v17 1660 games, 3634060 moves, e=0.010, loss: 0.8, +, 18.2% elo% vs. v15, avg. reward: 0.860, 8.473 sec/game, 161.0 min. total, 1435.4 MB
smelting_pointy v16 1100 games, 1818202 moves, e=0.010, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 329.0 MB
smelting_pointy v17 1101 games, 1821786 moves, e=0.010, loss: nan, +, 52.3% elo% vs. random_bot, avg. reward: 0.797, 1.947 sec/game, 0.0 min. total, 347.6 MB
smelting_pointy v17 1102 games, 1825487 moves, e=0.010, loss: nan, +, 54.5% elo% vs. random_bot, avg. reward: 0.760, 1.906 sec/game, 0.1 min. total, 364.1 MB
smelting_pointy v17 1103 games, 1829217 moves, e=0.010, loss: 1.1, +, 56.6% elo% vs. random_bot, avg. reward: 0.774, 2.813 sec/game, 0.1 min. total, 389.6 MB
smelting_pointy v17 1104 games, 1833150 moves, e=0.010, loss: 0.8, +, 58.5% elo% vs. random_bot, avg. reward: 0.765, 4.902 sec/game, 0.3 min. total, 396.4 MB
smelting_pointy v17 1105 games, 1837031 moves, e=0.010, loss: 0.9, +, 60.4% elo% vs. random_bot, avg. reward: 0.768, 6.088 sec/game, 0.5 min. total, 396.7 MB
smelting_pointy v17 1106 games, 1840729 moves, e=0.010, loss: 0.8, +, 62.1% elo% vs. random_bot, avg. reward: 0.772, 6.784 sec/game, 0.7 min. total, 397.0 MB
smelting_pointy v17 1107 games, 1844309 moves, e=0.010, loss: 0.8, +, 63.7% elo% vs. random_bot, avg. reward: 0.774, 7.131 sec/game, 0.8 min. total, 400.1 MB
smelting_pointy v17 1108 games, 1848184 moves, e=0.010, loss: 0.8, +, 65.2% elo% vs. random_bot, avg. reward: 0.759, 7.490 sec/game, 1.0 min. total, 402.7 MB
smelting_pointy v17 1109 games, 1851957 moves, e=0.010, loss: 0.8, +, 66.7% elo% vs. random_bot, avg. reward: 0.759, 7.743 sec/game, 1.2 min. total, 402.9 MB
smelting_pointy v17 1110 games, 1855524 moves, e=0.010, loss: 0.7, +, 68.0% elo% vs. random_bot, avg. reward: 0.766, 7.894 sec/game, 1.3 min. total, 404.6 MB
smelting_pointy v17 1111 games, 1858756 moves, e=0.010, loss: 0.8, +, 69.3% elo% vs. random_bot, avg. reward: 0.775, 7.947 sec/game, 1.5 min. total, 408.2 MB
smelting_pointy v17 1112 games, 1861884 moves, e=0.010, loss: 0.8, +, 70.5% elo% vs. random_bot, avg. reward: 0.785, 7.971 sec/game, 1.6 min. total, 410.1 MB
smelting_pointy v18 1113 games, 1865302 moves, e=0.010, loss: 0.8, +, 54.5% elo% vs. guard_bot, avg. reward: 0.789, 8.035 sec/game, 1.7 min. total, 466.1 MB
smelting_pointy v18 1114 games, 1868532 moves, e=0.010, loss: 0.8, +, 56.6% elo% vs. guard_bot, avg. reward: 0.798, 8.045 sec/game, 1.9 min. total, 467.9 MB
smelting_pointy v18 1115 games, 1871803 moves, e=0.010, loss: 0.9, +, 58.5% elo% vs. guard_bot, avg. reward: 0.806, 8.079 sec/game, 2.0 min. total, 471.8 MB
smelting_pointy v18 1116 games, 1875110 moves, e=0.010, loss: 0.8, +, 60.4% elo% vs. guard_bot, avg. reward: 0.812, 8.101 sec/game, 2.2 min. total, 472.1 MB
smelting_pointy v18 1117 games, 1878189 moves, e=0.010, loss: 0.8, +, 62.1% elo% vs. guard_bot, avg. reward: 0.818, 8.088 sec/game, 2.3 min. total, 472.4 MB
smelting_pointy v18 1118 games, 1881824 moves, e=0.010, loss: 0.9, +, 63.7% elo% vs. guard_bot, avg. reward: 0.810, 8.144 sec/game, 2.4 min. total, 474.3 MB
smelting_pointy v18 1119 games, 1884935 moves, e=0.010, loss: 0.9, +, 65.2% elo% vs. guard_bot, avg. reward: 0.817, 8.145 sec/game, 2.6 min. total, 477.8 MB
smelting_pointy v18 1120 games, 1888492 moves, e=0.010, loss: 0.9, +, 66.7% elo% vs. guard_bot, avg. reward: 0.821, 8.177 sec/game, 2.7 min. total, 477.8 MB
smelting_pointy v18 1121 games, 1891702 moves, e=0.010, loss: 0.9, +, 68.0% elo% vs. guard_bot, avg. reward: 0.823, 8.494 sec/game, 2.9 min. total, 478.2 MB
smelting_pointy v18 1122 games, 1894872 moves, e=0.010, loss: 0.9, +, 69.3% elo% vs. guard_bot, avg. reward: 0.829, 8.807 sec/game, 3.0 min. total, 479.9 MB
smelting_pointy v18 1123 games, 1898286 moves, e=0.010, loss: 0.8, +, 70.5% elo% vs. guard_bot, avg. reward: 0.828, 9.015 sec/game, 3.1 min. total, 481.0 MB
smelting_pointy v19 1124 games, 1901438 moves, e=0.010, loss: 0.9, +, 54.5% elo% vs. random_no_suicide, avg. reward: 0.834, 8.850 sec/game, 3.3 min. total, 482.5 MB
smelting_pointy v19 1125 games, 1904664 moves, e=0.010, loss: 0.8, +, 56.6% elo% vs. random_no_suicide, avg. reward: 0.837, 8.742 sec/game, 3.4 min. total, 483.0 MB
smelting_pointy v19 1126 games, 1907877 moves, e=0.010, loss: 0.9, +, 58.5% elo% vs. random_no_suicide, avg. reward: 0.843, 8.636 sec/game, 3.6 min. total, 483.5 MB
smelting_pointy v19 1127 games, 1910779 moves, e=0.010, loss: 0.9, +, 60.4% elo% vs. random_no_suicide, avg. reward: 0.852, 8.539 sec/game, 3.7 min. total, 487.7 MB
smelting_pointy v19 1128 games, 1913823 moves, e=0.010, loss: 0.8, +, 62.1% elo% vs. random_no_suicide, avg. reward: 0.854, 8.434 sec/game, 3.8 min. total, 489.2 MB
smelting_pointy v19 1129 games, 1917537 moves, e=0.010, loss: 0.9, +, 63.7% elo% vs. random_no_suicide, avg. reward: 0.852, 8.415 sec/game, 4.0 min. total, 488.2 MB
smelting_pointy v19 1130 games, 1920689 moves, e=0.010, loss: 0.8, +, 65.2% elo% vs. random_no_suicide, avg. reward: 0.853, 8.360 sec/game, 4.1 min. total, 489.0 MB
smelting_pointy v19 1131 games, 1923918 moves, e=0.010, loss: 0.8, +, 66.7% elo% vs. random_no_suicide, avg. reward: 0.855, 8.350 sec/game, 4.2 min. total, 488.7 MB
smelting_pointy v19 1132 games, 1927073 moves, e=0.010, loss: 0.8, +, 68.0% elo% vs. random_no_suicide, avg. reward: 0.857, 8.345 sec/game, 4.4 min. total, 488.9 MB
smelting_pointy v19 1133 games, 1930659 moves, e=0.010, loss: 0.8, +, 69.3% elo% vs. random_no_suicide, avg. reward: 0.855, 8.358 sec/game, 4.5 min. total, 488.4 MB
smelting_pointy v19 1134 games, 1933884 moves, e=0.010, loss: 0.9, +, 70.5% elo% vs. random_no_suicide, avg. reward: 0.855, 8.367 sec/game, 4.7 min. total, 489.9 MB
smelting_pointy v20 1135 games, 1937031 moves, e=0.010, loss: 0.8, +, 54.5% elo% vs. simple_bot, avg. reward: 0.854, 8.380 sec/game, 4.8 min. total, 488.7 MB
smelting_pointy v20 1136 games, 1939887 moves, e=0.010, loss: 0.8, -, 52.0% elo% vs. simple_bot, avg. reward: 0.855, 8.347 sec/game, 4.9 min. total, 489.2 MB
smelting_pointy v20 1137 games, 1943009 moves, e=0.010, loss: 0.9, +, 54.2% elo% vs. simple_bot, avg. reward: 0.857, 8.352 sec/game, 5.1 min. total, 489.1 MB
smelting_pointy v20 1138 games, 1946046 moves, e=0.010, loss: 0.8, +, 56.3% elo% vs. simple_bot, avg. reward: 0.861, 8.289 sec/game, 5.2 min. total, 489.8 MB
smelting_pointy v20 1139 games, 1949124 moves, e=0.010, loss: 0.9, -, 53.7% elo% vs. simple_bot, avg. reward: 0.864, 8.283 sec/game, 5.3 min. total, 491.0 MB
smelting_pointy v20 1140 games, 1952259 moves, e=0.010, loss: 0.9, +, 55.8% elo% vs. simple_bot, avg. reward: 0.867, 8.250 sec/game, 5.5 min. total, 491.2 MB
smelting_pointy v20 1141 games, 1955850 moves, e=0.010, loss: 0.9, -, 53.3% elo% vs. simple_bot, avg. reward: 0.868, 8.291 sec/game, 5.6 min. total, 491.4 MB
smelting_pointy v20 1142 games, 1959072 moves, e=0.010, loss: 0.9, -, 50.8% elo% vs. simple_bot, avg. reward: 0.868, 8.292 sec/game, 5.8 min. total, 491.4 MB
smelting_pointy v20 1143 games, 1961968 moves, e=0.010, loss: 0.9, +, 53.1% elo% vs. simple_bot, avg. reward: 0.872, 8.224 sec/game, 5.9 min. total, 492.4 MB
smelting_pointy v20 1144 games, 1965327 moves, e=0.010, loss: 1.0, -, 50.6% elo% vs. simple_bot, avg. reward: 0.872, 8.273 sec/game, 6.0 min. total, 492.9 MB
smelting_pointy v20 1145 games, 1968862 moves, e=0.010, loss: 1.0, +, 52.9% elo% vs. simple_bot, avg. reward: 0.871, 8.279 sec/game, 6.2 min. total, 492.9 MB
smelting_pointy v20 1146 games, 1972162 moves, e=0.010, loss: 0.9, +, 55.1% elo% vs. simple_bot, avg. reward: 0.871, 8.301 sec/game, 6.3 min. total, 494.1 MB
smelting_pointy v20 1147 games, 1975852 moves, e=0.010, loss: 0.8, -, 52.5% elo% vs. simple_bot, avg. reward: 0.867, 8.408 sec/game, 6.5 min. total, 496.5 MB
smelting_pointy v20 1148 games, 1979037 moves, e=0.010, loss: 0.9, -, 50.1% elo% vs. simple_bot, avg. reward: 0.866, 8.424 sec/game, 6.6 min. total, 496.9 MB
smelting_pointy v20 1149 games, 1982634 moves, e=0.010, loss: 0.9, -, 47.8% elo% vs. simple_bot, avg. reward: 0.864, 8.407 sec/game, 6.8 min. total, 496.5 MB
smelting_pointy v20 1150 games, 1986421 moves, e=0.010, loss: 0.9, +, 50.2% elo% vs. simple_bot, avg. reward: 0.861, 8.475 sec/game, 6.9 min. total, 500.2 MB
smelting_pointy v20 1151 games, 1989687 moves, e=0.010, loss: 0.8, ., 50.2% elo% vs. simple_bot, avg. reward: 0.861, 8.502 sec/game, 7.1 min. total, 499.5 MB
smelting_pointy v20 1152 games, 1993227 moves, e=0.010, loss: 0.8, +, 52.5% elo% vs. simple_bot, avg. reward: 0.861, 8.556 sec/game, 7.2 min. total, 497.4 MB
smelting_pointy v20 1153 games, 1996366 moves, e=0.010, loss: 0.8, +, 54.7% elo% vs. simple_bot, avg. reward: 0.860, 8.503 sec/game, 7.4 min. total, 497.5 MB
smelting_pointy v20 1154 games, 1999947 moves, e=0.010, loss: 0.8, +, 56.7% elo% vs. simple_bot, avg. reward: 0.858, 8.545 sec/game, 7.5 min. total, 500.1 MB
smelting_pointy v20 1155 games, 2002890 moves, e=0.010, loss: 0.8, -, 54.2% elo% vs. simple_bot, avg. reward: 0.861, 8.485 sec/game, 7.6 min. total, 500.0 MB
smelting_pointy v20 1156 games, 2005954 moves, e=0.010, loss: 0.8, -, 51.7% elo% vs. simple_bot, avg. reward: 0.862, 8.493 sec/game, 7.8 min. total, 501.8 MB
smelting_pointy v20 1157 games, 2008884 moves, e=0.010, loss: 0.8, -, 49.3% elo% vs. simple_bot, avg. reward: 0.865, 8.475 sec/game, 7.9 min. total, 501.9 MB
smelting_pointy v20 1158 games, 2012149 moves, e=0.010, loss: 0.8, +, 51.6% elo% vs. simple_bot, avg. reward: 0.866, 8.495 sec/game, 8.0 min. total, 503.6 MB
smelting_pointy v20 1159 games, 2015387 moves, e=0.010, loss: 0.8, +, 53.9% elo% vs. simple_bot, avg. reward: 0.866, 8.528 sec/game, 8.2 min. total, 503.6 MB
smelting_pointy v20 1160 games, 2018973 moves, e=0.010, loss: 0.8, +, 56.0% elo% vs. simple_bot, avg. reward: 0.865, 8.581 sec/game, 8.3 min. total, 502.8 MB
smelting_pointy v20 1161 games, 2022369 moves, e=0.010, loss: 0.8, -, 53.4% elo% vs. simple_bot, avg. reward: 0.865, 8.573 sec/game, 8.5 min. total, 503.3 MB
