smelting_pointy v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 327.6 MB
smelting_pointy v11 695 games, 740840 moves, e=0.267, loss: 1.5, -, 53.3% elo% vs. v10, avg. reward: 1.018, 4.421 sec/game, 34.7 min. total, 807.1 MB
smelting_pointy v11 696 games, 742461 moves, e=0.265, loss: 1.5, -, 50.9% elo% vs. v10, avg. reward: 1.022, 4.436 sec/game, 34.8 min. total, 808.2 MB
smelting_pointy v11 697 games, 743982 moves, e=0.263, loss: 1.5, +, 53.1% elo% vs. v10, avg. reward: 1.026, 4.404 sec/game, 34.9 min. total, 807.8 MB
smelting_pointy v11 698 games, 745716 moves, e=0.262, loss: 1.5, ., 53.0% elo% vs. v10, avg. reward: 1.030, 4.408 sec/game, 35.0 min. total, 808.5 MB
smelting_pointy v11 699 games, 747460 moves, e=0.260, loss: 1.7, +, 55.1% elo% vs. v10, avg. reward: 1.035, 4.443 sec/game, 35.0 min. total, 808.7 MB
smelting_pointy v11 700 games, 749072 moves, e=0.258, loss: 1.6, ., 54.9% elo% vs. v10, avg. reward: 1.040, 4.473 sec/game, 35.1 min. total, 809.1 MB
smelting_pointy v12 701 games, 750788 moves, e=0.257, loss: 1.6, -, 47.7% elo% vs. v10, avg. reward: 1.044, 4.490 sec/game, 35.2 min. total, 809.8 MB
smelting_pointy v12 702 games, 752460 moves, e=0.255, loss: 1.6, +, 50.1% elo% vs. v10, avg. reward: 1.048, 4.471 sec/game, 35.3 min. total, 812.4 MB
smelting_pointy v12 703 games, 754292 moves, e=0.253, loss: 1.6, +, 52.4% elo% vs. v10, avg. reward: 1.049, 4.477 sec/game, 35.3 min. total, 813.9 MB
smelting_pointy v12 704 games, 755954 moves, e=0.252, loss: 1.5, ., 52.3% elo% vs. v10, avg. reward: 1.053, 4.479 sec/game, 35.4 min. total, 813.5 MB
smelting_pointy v12 705 games, 757630 moves, e=0.250, loss: 1.6, ., 52.2% elo% vs. v10, avg. reward: 1.056, 4.496 sec/game, 35.5 min. total, 814.0 MB
smelting_pointy v12 706 games, 759431 moves, e=0.248, loss: 1.6, ., 52.1% elo% vs. v10, avg. reward: 1.061, 4.531 sec/game, 35.6 min. total, 814.3 MB
smelting_pointy v12 707 games, 760945 moves, e=0.247, loss: 1.6, +, 54.3% elo% vs. v10, avg. reward: 1.065, 4.518 sec/game, 35.7 min. total, 813.8 MB
smelting_pointy v12 708 games, 762543 moves, e=0.245, loss: 1.4, -, 51.8% elo% vs. v10, avg. reward: 1.069, 4.530 sec/game, 35.7 min. total, 814.6 MB
smelting_pointy v12 709 games, 764379 moves, e=0.243, loss: 1.5, ., 51.7% elo% vs. v10, avg. reward: 1.072, 4.548 sec/game, 35.8 min. total, 816.5 MB
smelting_pointy v12 710 games, 766004 moves, e=0.242, loss: 1.5, -, 49.3% elo% vs. v10, avg. reward: 1.076, 4.568 sec/game, 35.9 min. total, 816.9 MB
smelting_pointy v12 711 games, 767803 moves, e=0.240, loss: 1.5, +, 51.7% elo% vs. v10, avg. reward: 1.078, 4.583 sec/game, 36.0 min. total, 817.7 MB
smelting_pointy v12 712 games, 769549 moves, e=0.238, loss: 1.5, +, 53.9% elo% vs. v10, avg. reward: 1.080, 4.624 sec/game, 36.0 min. total, 817.6 MB
smelting_pointy v12 713 games, 771110 moves, e=0.237, loss: 1.4, ., 53.7% elo% vs. v10, avg. reward: 1.087, 4.612 sec/game, 36.1 min. total, 817.4 MB
smelting_pointy v12 714 games, 772896 moves, e=0.235, loss: 1.5, +, 55.8% elo% vs. v10, avg. reward: 1.091, 4.629 sec/game, 36.2 min. total, 818.5 MB
smelting_pointy v12 715 games, 774569 moves, e=0.233, loss: 1.3, -, 53.3% elo% vs. v10, avg. reward: 1.097, 4.643 sec/game, 36.3 min. total, 818.6 MB
smelting_pointy v12 716 games, 776171 moves, e=0.232, loss: 1.3, -, 50.8% elo% vs. v10, avg. reward: 1.103, 4.628 sec/game, 36.3 min. total, 820.1 MB
smelting_pointy v12 717 games, 777691 moves, e=0.230, loss: 1.3, +, 53.1% elo% vs. v10, avg. reward: 1.113, 4.627 sec/game, 36.4 min. total, 818.5 MB
smelting_pointy v12 718 games, 779150 moves, e=0.229, loss: 1.3, -, 50.6% elo% vs. v10, avg. reward: 1.121, 4.608 sec/game, 36.5 min. total, 817.6 MB
smelting_pointy v12 719 games, 780557 moves, e=0.227, loss: 1.3, -, 48.3% elo% vs. v10, avg. reward: 1.129, 4.557 sec/game, 36.6 min. total, 817.5 MB
smelting_pointy v12 720 games, 782108 moves, e=0.226, loss: 1.4, -, 46.1% elo% vs. v10, avg. reward: 1.131, 4.540 sec/game, 36.6 min. total, 817.2 MB
smelting_pointy v12 721 games, 783644 moves, e=0.224, loss: 1.5, +, 48.6% elo% vs. v10, avg. reward: 1.140, 4.520 sec/game, 36.7 min. total, 817.5 MB
smelting_pointy v12 722 games, 785299 moves, e=0.223, loss: 1.5, -, 46.3% elo% vs. v10, avg. reward: 1.144, 4.514 sec/game, 36.8 min. total, 821.4 MB
smelting_pointy v12 723 games, 786915 moves, e=0.221, loss: 1.6, ., 46.5% elo% vs. v10, avg. reward: 1.151, 4.485 sec/game, 36.8 min. total, 820.8 MB
smelting_pointy v12 724 games, 788616 moves, e=0.219, loss: 1.5, +, 49.0% elo% vs. v10, avg. reward: 1.156, 4.496 sec/game, 36.9 min. total, 821.2 MB
smelting_pointy v12 725 games, 790324 moves, e=0.218, loss: 1.5, +, 51.3% elo% vs. v10, avg. reward: 1.162, 4.494 sec/game, 37.0 min. total, 821.8 MB
smelting_pointy v12 726 games, 792152 moves, e=0.216, loss: 1.4, +, 53.5% elo% vs. v10, avg. reward: 1.165, 4.482 sec/game, 37.1 min. total, 824.4 MB
smelting_pointy v12 727 games, 793695 moves, e=0.214, loss: 1.3, +, 55.7% elo% vs. v10, avg. reward: 1.173, 4.495 sec/game, 37.1 min. total, 825.3 MB
smelting_pointy v12 728 games, 795400 moves, e=0.213, loss: 1.4, +, 57.7% elo% vs. v10, avg. reward: 1.179, 4.516 sec/game, 37.2 min. total, 825.3 MB
smelting_pointy v12 729 games, 797095 moves, e=0.211, loss: 1.5, -, 55.1% elo% vs. v10, avg. reward: 1.184, 4.520 sec/game, 37.3 min. total, 828.7 MB
smelting_pointy v12 730 games, 798669 moves, e=0.209, loss: 1.5, -, 52.5% elo% vs. v10, avg. reward: 1.190, 4.507 sec/game, 37.4 min. total, 828.7 MB
smelting_pointy v12 731 games, 800261 moves, e=0.208, loss: 1.6, +, 54.7% elo% vs. v10, avg. reward: 1.200, 4.492 sec/game, 37.5 min. total, 828.7 MB
smelting_pointy v12 732 games, 802129 moves, e=0.206, loss: 1.6, -, 52.2% elo% vs. v10, avg. reward: 1.205, 4.495 sec/game, 37.5 min. total, 828.1 MB
smelting_pointy v12 733 games, 803893 moves, e=0.204, loss: 1.5, +, 54.4% elo% vs. v10, avg. reward: 1.209, 4.524 sec/game, 37.6 min. total, 829.2 MB
smelting_pointy v12 734 games, 805762 moves, e=0.202, loss: 1.4, ., 54.2% elo% vs. v10, avg. reward: 1.214, 4.538 sec/game, 37.7 min. total, 830.2 MB
smelting_pointy v12 735 games, 807393 moves, e=0.201, loss: 1.4, +, 56.3% elo% vs. v10, avg. reward: 1.219, 4.522 sec/game, 37.8 min. total, 830.8 MB
smelting_pointy v12 736 games, 809297 moves, e=0.199, loss: 1.4, +, 58.3% elo% vs. v10, avg. reward: 1.223, 4.566 sec/game, 37.9 min. total, 834.6 MB
smelting_pointy v12 737 games, 810994 moves, e=0.197, loss: 1.5, ., 57.9% elo% vs. v10, avg. reward: 1.226, 4.591 sec/game, 37.9 min. total, 834.2 MB
smelting_pointy v12 738 games, 812922 moves, e=0.195, loss: 1.4, +, 59.8% elo% vs. v10, avg. reward: 1.231, 4.649 sec/game, 38.0 min. total, 833.6 MB
smelting_pointy v12 739 games, 814696 moves, e=0.193, loss: 1.4, +, 61.5% elo% vs. v10, avg. reward: 1.229, 4.694 sec/game, 38.1 min. total, 834.7 MB
smelting_pointy v12 740 games, 816591 moves, e=0.192, loss: 1.4, -, 58.8% elo% vs. v10, avg. reward: 1.232, 4.740 sec/game, 38.2 min. total, 836.6 MB
smelting_pointy v12 741 games, 818421 moves, e=0.190, loss: 1.4, +, 60.6% elo% vs. v10, avg. reward: 1.232, 4.771 sec/game, 38.3 min. total, 837.3 MB
smelting_pointy v12 742 games, 820190 moves, e=0.188, loss: 1.4, +, 62.4% elo% vs. v10, avg. reward: 1.232, 4.787 sec/game, 38.4 min. total, 839.8 MB
smelting_pointy v12 743 games, 822110 moves, e=0.186, loss: 1.3, +, 64.0% elo% vs. v10, avg. reward: 1.235, 4.833 sec/game, 38.5 min. total, 841.8 MB
smelting_pointy v12 744 games, 823945 moves, e=0.184, loss: 1.3, -, 61.2% elo% vs. v10, avg. reward: 1.238, 4.846 sec/game, 38.5 min. total, 841.4 MB
smelting_pointy v12 745 games, 825834 moves, e=0.182, loss: 1.3, ., 60.7% elo% vs. v10, avg. reward: 1.241, 4.865 sec/game, 38.6 min. total, 839.9 MB
smelting_pointy v12 746 games, 827779 moves, e=0.180, loss: 1.3, +, 62.4% elo% vs. v10, avg. reward: 1.242, 4.896 sec/game, 38.7 min. total, 841.2 MB
smelting_pointy v12 747 games, 829659 moves, e=0.179, loss: 1.2, -, 59.7% elo% vs. v10, avg. reward: 1.242, 4.933 sec/game, 38.8 min. total, 841.7 MB
smelting_pointy v12 748 games, 831394 moves, e=0.177, loss: 1.3, +, 61.5% elo% vs. v10, avg. reward: 1.246, 4.927 sec/game, 38.9 min. total, 842.7 MB
smelting_pointy v12 749 games, 833122 moves, e=0.175, loss: 1.3, +, 63.1% elo% vs. v10, avg. reward: 1.250, 4.906 sec/game, 38.9 min. total, 843.7 MB
smelting_pointy v12 750 games, 835255 moves, e=0.173, loss: 1.3, +, 64.7% elo% vs. v10, avg. reward: 1.249, 4.974 sec/game, 39.0 min. total, 845.6 MB
smelting_pointy v12 751 games, 837346 moves, e=0.171, loss: 1.3, ., 64.1% elo% vs. v10, avg. reward: 1.251, 5.023 sec/game, 39.1 min. total, 848.4 MB
smelting_pointy v12 752 games, 839236 moves, e=0.169, loss: 1.3, ., 63.5% elo% vs. v10, avg. reward: 1.250, 5.039 sec/game, 39.2 min. total, 847.8 MB
smelting_pointy v12 753 games, 841344 moves, e=0.167, loss: 1.2, -, 60.7% elo% vs. v10, avg. reward: 1.250, 5.083 sec/game, 39.3 min. total, 850.5 MB
smelting_pointy v12 754 games, 843112 moves, e=0.165, loss: 1.2, +, 62.4% elo% vs. v10, avg. reward: 1.250, 5.056 sec/game, 39.4 min. total, 851.0 MB
smelting_pointy v12 755 games, 845007 moves, e=0.163, loss: 1.2, +, 64.1% elo% vs. v10, avg. reward: 1.253, 5.101 sec/game, 39.5 min. total, 852.5 MB
smelting_pointy v12 756 games, 846737 moves, e=0.162, loss: 1.3, ., 63.5% elo% vs. v10, avg. reward: 1.258, 5.086 sec/game, 39.6 min. total, 848.1 MB
smelting_pointy v12 757 games, 848656 moves, e=0.160, loss: 1.3, -, 60.7% elo% vs. v10, avg. reward: 1.261, 5.107 sec/game, 39.6 min. total, 848.5 MB
smelting_pointy v12 758 games, 850531 moves, e=0.158, loss: 1.3, -, 58.0% elo% vs. v10, avg. reward: 1.266, 5.083 sec/game, 39.7 min. total, 847.7 MB
smelting_pointy v12 759 games, 852609 moves, e=0.156, loss: 1.3, ., 57.6% elo% vs. v10, avg. reward: 1.264, 5.129 sec/game, 39.8 min. total, 849.0 MB
smelting_pointy v12 760 games, 854524 moves, e=0.154, loss: 1.3, +, 59.5% elo% vs. v10, avg. reward: 1.267, 5.119 sec/game, 39.9 min. total, 849.2 MB
smelting_pointy v12 761 games, 856495 moves, e=0.152, loss: 1.3, -, 56.9% elo% vs. v10, avg. reward: 1.267, 5.151 sec/game, 40.0 min. total, 852.8 MB
smelting_pointy v12 762 games, 858458 moves, e=0.150, loss: 1.3, +, 58.8% elo% vs. v10, avg. reward: 1.269, 5.167 sec/game, 40.1 min. total, 853.2 MB
smelting_pointy v12 763 games, 860644 moves, e=0.148, loss: 1.3, -, 56.2% elo% vs. v10, avg. reward: 1.269, 5.191 sec/game, 40.2 min. total, 856.1 MB
smelting_pointy v12 764 games, 862563 moves, e=0.146, loss: 1.3, -, 53.6% elo% vs. v10, avg. reward: 1.268, 5.194 sec/game, 40.3 min. total, 855.0 MB
smelting_pointy v12 765 games, 864522 moves, e=0.144, loss: 1.2, +, 55.7% elo% vs. v10, avg. reward: 1.272, 5.223 sec/game, 40.4 min. total, 856.4 MB
smelting_pointy v12 766 games, 866206 moves, e=0.142, loss: 1.3, +, 57.7% elo% vs. v10, avg. reward: 1.275, 5.178 sec/game, 40.4 min. total, 855.7 MB
smelting_pointy v12 767 games, 868121 moves, e=0.141, loss: 1.3, +, 59.6% elo% vs. v10, avg. reward: 1.276, 5.187 sec/game, 40.5 min. total, 857.4 MB
smelting_pointy v12 768 games, 869953 moves, e=0.139, loss: 1.4, +, 61.4% elo% vs. v10, avg. reward: 1.280, 5.189 sec/game, 40.6 min. total, 855.7 MB
smelting_pointy v12 769 games, 872241 moves, e=0.136, loss: 1.3, +, 63.1% elo% vs. v10, avg. reward: 1.280, 5.273 sec/game, 40.7 min. total, 858.3 MB
smelting_pointy v12 770 games, 874530 moves, e=0.134, loss: 1.3, +, 64.6% elo% vs. v10, avg. reward: 1.278, 5.289 sec/game, 40.8 min. total, 860.4 MB
smelting_pointy v12 771 games, 876708 moves, e=0.132, loss: 1.4, +, 66.1% elo% vs. v10, avg. reward: 1.276, 5.304 sec/game, 40.9 min. total, 863.8 MB
smelting_pointy v12 772 games, 878893 moves, e=0.130, loss: 1.3, -, 63.3% elo% vs. v10, avg. reward: 1.275, 5.334 sec/game, 41.0 min. total, 866.2 MB
smelting_pointy v12 773 games, 880912 moves, e=0.128, loss: 1.3, +, 64.9% elo% vs. v10, avg. reward: 1.275, 5.327 sec/game, 41.1 min. total, 868.0 MB
smelting_pointy v12 774 games, 883037 moves, e=0.126, loss: 1.2, +, 66.3% elo% vs. v10, avg. reward: 1.276, 5.376 sec/game, 41.2 min. total, 867.5 MB
smelting_pointy v12 775 games, 885150 moves, e=0.124, loss: 1.3, -, 63.6% elo% vs. v10, avg. reward: 1.277, 5.409 sec/game, 41.3 min. total, 866.5 MB
smelting_pointy v12 776 games, 887340 moves, e=0.122, loss: 1.3, +, 65.1% elo% vs. v10, avg. reward: 1.277, 5.453 sec/game, 41.4 min. total, 868.5 MB
smelting_pointy v12 777 games, 889955 moves, e=0.119, loss: 1.3, -, 62.3% elo% vs. v10, avg. reward: 1.271, 5.534 sec/game, 41.5 min. total, 869.2 MB
smelting_pointy v12 778 games, 892260 moves, e=0.117, loss: 1.3, -, 59.6% elo% vs. v10, avg. reward: 1.267, 5.602 sec/game, 41.6 min. total, 872.5 MB
smelting_pointy v12 779 games, 894880 moves, e=0.114, loss: 1.5, -, 56.9% elo% vs. v10, avg. reward: 1.264, 5.663 sec/game, 41.7 min. total, 875.3 MB
smelting_pointy v12 780 games, 897413 moves, e=0.112, loss: 1.5, -, 54.3% elo% vs. v10, avg. reward: 1.259, 5.754 sec/game, 41.8 min. total, 880.4 MB
smelting_pointy v12 781 games, 899992 moves, e=0.109, loss: 1.4, -, 51.8% elo% vs. v10, avg. reward: 1.254, 5.813 sec/game, 41.9 min. total, 877.8 MB
smelting_pointy v12 782 games, 902417 moves, e=0.107, loss: 1.3, -, 49.5% elo% vs. v10, avg. reward: 1.252, 5.880 sec/game, 42.0 min. total, 882.1 MB
smelting_pointy v12 783 games, 904600 moves, e=0.104, loss: 1.3, -, 47.2% elo% vs. v10, avg. reward: 1.250, 5.887 sec/game, 42.1 min. total, 877.5 MB
smelting_pointy v12 784 games, 906780 moves, e=0.102, loss: 1.3, -, 45.0% elo% vs. v10, avg. reward: 1.250, 5.918 sec/game, 42.2 min. total, 876.3 MB
smelting_pointy v12 785 games, 909326 moves, e=0.100, loss: 1.3, -, 43.0% elo% vs. v10, avg. reward: 1.247, 5.982 sec/game, 42.4 min. total, 877.5 MB
smelting_pointy v12 786 games, 911650 moves, e=0.097, loss: 1.3, -, 41.1% elo% vs. v10, avg. reward: 1.245, 6.058 sec/game, 42.5 min. total, 877.2 MB
smelting_pointy v12 787 games, 914239 moves, e=0.095, loss: 1.3, ., 41.5% elo% vs. v10, avg. reward: 1.243, 6.136 sec/game, 42.6 min. total, 879.1 MB
smelting_pointy v12 788 games, 916488 moves, e=0.093, loss: 1.1, +, 44.1% elo% vs. v10, avg. reward: 1.241, 6.196 sec/game, 42.7 min. total, 879.7 MB
smelting_pointy v12 789 games, 918811 moves, e=0.090, loss: 1.1, ., 44.4% elo% vs. v10, avg. reward: 1.243, 6.195 sec/game, 42.8 min. total, 880.0 MB
smelting_pointy v12 790 games, 920908 moves, e=0.088, loss: 1.1, +, 46.9% elo% vs. v10, avg. reward: 1.241, 6.172 sec/game, 42.9 min. total, 878.9 MB
smelting_pointy v12 791 games, 923248 moves, e=0.086, loss: 1.0, +, 49.3% elo% vs. v10, avg. reward: 1.241, 6.186 sec/game, 43.0 min. total, 879.5 MB
smelting_pointy v12 792 games, 925376 moves, e=0.084, loss: 1.1, +, 51.7% elo% vs. v10, avg. reward: 1.241, 6.183 sec/game, 43.1 min. total, 879.4 MB
smelting_pointy v12 793 games, 927262 moves, e=0.082, loss: 1.2, -, 49.3% elo% vs. v10, avg. reward: 1.246, 6.170 sec/game, 43.2 min. total, 878.9 MB
smelting_pointy v12 794 games, 929395 moves, e=0.080, loss: 1.2, -, 47.0% elo% vs. v10, avg. reward: 1.246, 6.166 sec/game, 43.2 min. total, 879.2 MB
smelting_pointy v12 795 games, 931629 moves, e=0.078, loss: 1.2, -, 44.9% elo% vs. v10, avg. reward: 1.246, 6.180 sec/game, 43.3 min. total, 879.1 MB
smelting_pointy v12 796 games, 933679 moves, e=0.076, loss: 1.2, +, 47.4% elo% vs. v10, avg. reward: 1.249, 6.164 sec/game, 43.4 min. total, 877.0 MB
smelting_pointy v12 797 games, 936050 moves, e=0.073, loss: 1.2, +, 49.8% elo% vs. v10, avg. reward: 1.249, 6.129 sec/game, 43.5 min. total, 879.9 MB
smelting_pointy v12 798 games, 938396 moves, e=0.071, loss: 1.1, -, 47.5% elo% vs. v10, avg. reward: 1.249, 6.141 sec/game, 43.6 min. total, 883.6 MB
smelting_pointy v12 799 games, 940506 moves, e=0.069, loss: 1.2, -, 45.4% elo% vs. v10, avg. reward: 1.248, 6.080 sec/game, 43.7 min. total, 883.2 MB
smelting_pointy v12 800 games, 942882 moves, e=0.067, loss: 1.3, -, 43.3% elo% vs. v10, avg. reward: 1.246, 6.062 sec/game, 43.8 min. total, 885.2 MB
smelting_pointy v13 801 games, 945137 moves, e=0.064, loss: 1.2, +, 52.3% elo% vs. v10, avg. reward: 1.245, 6.024 sec/game, 43.9 min. total, 887.6 MB
smelting_pointy v13 802 games, 947777 moves, e=0.062, loss: 1.2, +, 54.5% elo% vs. v10, avg. reward: 1.245, 6.052 sec/game, 44.1 min. total, 885.7 MB
smelting_pointy v13 803 games, 949971 moves, e=0.060, loss: 1.2, -, 52.0% elo% vs. v10, avg. reward: 1.248, 6.047 sec/game, 44.2 min. total, 886.7 MB
smelting_pointy v13 804 games, 952460 moves, e=0.057, loss: 1.2, -, 49.6% elo% vs. v10, avg. reward: 1.246, 6.100 sec/game, 44.3 min. total, 887.1 MB
smelting_pointy v13 805 games, 954994 moves, e=0.055, loss: 1.2, ., 49.6% elo% vs. v10, avg. reward: 1.243, 6.092 sec/game, 44.4 min. total, 888.1 MB
smelting_pointy v13 806 games, 957732 moves, e=0.052, loss: 1.3, +, 51.9% elo% vs. v10, avg. reward: 1.237, 6.154 sec/game, 44.5 min. total, 889.1 MB
smelting_pointy v13 807 games, 960807 moves, e=0.049, loss: 1.4, -, 49.5% elo% vs. v10, avg. reward: 1.231, 6.211 sec/game, 44.6 min. total, 892.9 MB
smelting_pointy v13 808 games, 963038 moves, e=0.047, loss: 1.3, -, 47.3% elo% vs. v10, avg. reward: 1.228, 6.200 sec/game, 44.7 min. total, 894.7 MB
smelting_pointy v13 809 games, 966055 moves, e=0.044, loss: 1.3, ., 47.4% elo% vs. v10, avg. reward: 1.225, 6.287 sec/game, 44.9 min. total, 894.5 MB
smelting_pointy v13 810 games, 968676 moves, e=0.041, loss: 1.2, +, 49.8% elo% vs. v10, avg. reward: 1.225, 6.342 sec/game, 45.0 min. total, 894.0 MB
smelting_pointy v13 811 games, 971141 moves, e=0.039, loss: 1.3, -, 47.5% elo% vs. v10, avg. reward: 1.223, 6.379 sec/game, 45.1 min. total, 894.1 MB
smelting_pointy v13 812 games, 973803 moves, e=0.036, loss: 1.2, ., 47.6% elo% vs. v10, avg. reward: 1.221, 6.428 sec/game, 45.2 min. total, 897.0 MB
smelting_pointy v13 813 games, 976613 moves, e=0.033, loss: 1.2, +, 50.0% elo% vs. v10, avg. reward: 1.215, 6.539 sec/game, 45.3 min. total, 898.1 MB
smelting_pointy v13 814 games, 979340 moves, e=0.030, loss: 1.0, -, 47.7% elo% vs. v10, avg. reward: 1.214, 6.630 sec/game, 45.5 min. total, 898.0 MB
smelting_pointy v13 815 games, 982341 moves, e=0.027, loss: 1.0, -, 45.6% elo% vs. v10, avg. reward: 1.210, 6.715 sec/game, 45.6 min. total, 899.2 MB
smelting_pointy v13 816 games, 985585 moves, e=0.024, loss: 1.0, +, 48.0% elo% vs. v10, avg. reward: 1.204, 6.860 sec/game, 45.7 min. total, 898.4 MB
smelting_pointy v13 817 games, 988788 moves, e=0.021, loss: 1.0, -, 45.8% elo% vs. v10, avg. reward: 1.197, 6.969 sec/game, 45.9 min. total, 900.2 MB
smelting_pointy v13 818 games, 991441 moves, e=0.018, loss: 0.9, -, 43.8% elo% vs. v10, avg. reward: 1.192, 6.996 sec/game, 46.0 min. total, 900.0 MB
smelting_pointy v13 819 games, 994466 moves, e=0.015, loss: 0.9, +, 46.3% elo% vs. v10, avg. reward: 1.185, 7.110 sec/game, 46.1 min. total, 900.2 MB
smelting_pointy v13 820 games, 996797 moves, e=0.013, loss: 0.9, ., 46.5% elo% vs. v10, avg. reward: 1.186, 7.098 sec/game, 46.2 min. total, 899.2 MB
smelting_pointy v13 821 games, 999227 moves, e=0.011, loss: 0.9, -, 44.4% elo% vs. v10, avg. reward: 1.183, 7.121 sec/game, 46.3 min. total, 898.1 MB
smelting_pointy v13 822 games, 1001722 moves, e=0.010, loss: 1.0, +, 46.9% elo% vs. v10, avg. reward: 1.181, 7.089 sec/game, 46.4 min. total, 901.0 MB
smelting_pointy v13 823 games, 1004553 moves, e=0.010, loss: 1.0, +, 49.3% elo% vs. v10, avg. reward: 1.177, 7.183 sec/game, 46.6 min. total, 900.6 MB
smelting_pointy v13 824 games, 1007014 moves, e=0.010, loss: 1.0, +, 51.7% elo% vs. v10, avg. reward: 1.175, 7.161 sec/game, 46.7 min. total, 901.3 MB
smelting_pointy v13 825 games, 1009370 moves, e=0.010, loss: 1.0, -, 49.3% elo% vs. v10, avg. reward: 1.175, 7.139 sec/game, 46.8 min. total, 902.3 MB
smelting_pointy v13 826 games, 1011415 moves, e=0.010, loss: 1.0, -, 47.0% elo% vs. v10, avg. reward: 1.178, 7.045 sec/game, 46.9 min. total, 899.7 MB
smelting_pointy v13 827 games, 1013653 moves, e=0.010, loss: 1.0, +, 49.5% elo% vs. v10, avg. reward: 1.177, 6.968 sec/game, 47.0 min. total, 898.9 MB
smelting_pointy v13 828 games, 1015502 moves, e=0.010, loss: 1.1, +, 51.8% elo% vs. v10, avg. reward: 1.181, 6.942 sec/game, 47.0 min. total, 896.9 MB
smelting_pointy v13 829 games, 1017713 moves, e=0.010, loss: 1.1, ., 51.7% elo% vs. v10, avg. reward: 1.182, 6.843 sec/game, 47.1 min. total, 897.3 MB
smelting_pointy v13 830 games, 1020386 moves, e=0.010, loss: 1.2, ., 51.6% elo% vs. v10, avg. reward: 1.179, 6.859 sec/game, 47.3 min. total, 897.8 MB
smelting_pointy v13 831 games, 1023003 moves, e=0.010, loss: 1.1, +, 53.9% elo% vs. v10, avg. reward: 1.176, 6.874 sec/game, 47.4 min. total, 898.6 MB
smelting_pointy v13 832 games, 1025428 moves, e=0.010, loss: 1.1, ., 53.7% elo% vs. v10, avg. reward: 1.175, 6.859 sec/game, 47.5 min. total, 903.7 MB
smelting_pointy v13 833 games, 1027553 moves, e=0.010, loss: 1.0, -, 51.2% elo% vs. v10, avg. reward: 1.178, 6.762 sec/game, 47.6 min. total, 903.0 MB
smelting_pointy v13 834 games, 1029756 moves, e=0.010, loss: 1.0, +, 53.5% elo% vs. v10, avg. reward: 1.180, 6.687 sec/game, 47.7 min. total, 902.2 MB
smelting_pointy v13 835 games, 1032251 moves, e=0.010, loss: 1.1, +, 55.6% elo% vs. v10, avg. reward: 1.179, 6.635 sec/game, 47.8 min. total, 903.3 MB
smelting_pointy v13 836 games, 1034863 moves, e=0.010, loss: 1.1, -, 53.0% elo% vs. v10, avg. reward: 1.176, 6.554 sec/game, 47.9 min. total, 904.3 MB
smelting_pointy v13 837 games, 1037565 moves, e=0.010, loss: 1.1, +, 55.2% elo% vs. v10, avg. reward: 1.175, 6.491 sec/game, 48.0 min. total, 908.1 MB
smelting_pointy v13 838 games, 1040734 moves, e=0.010, loss: 1.0, ., 55.0% elo% vs. v10, avg. reward: 1.170, 6.560 sec/game, 48.2 min. total, 910.2 MB
smelting_pointy v13 839 games, 1043294 moves, e=0.010, loss: 1.0, +, 57.0% elo% vs. v10, avg. reward: 1.172, 6.494 sec/game, 48.3 min. total, 909.8 MB
smelting_pointy v13 840 games, 1045782 moves, e=0.010, loss: 1.0, +, 58.9% elo% vs. v10, avg. reward: 1.174, 6.522 sec/game, 48.4 min. total, 909.6 MB
