demeaning_prong v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 303.9 MB
demeaning_prong v31 1129 games, 2067947 moves, e=0.010, loss: 1.3, -, 43.4% elo% vs. btr, avg. reward: -0.351, 7.758 sec/game, 59.3 min. total, 848.3 MB
demeaning_prong v31 1130 games, 2071923 moves, e=0.010, loss: 1.4, -, 41.4% elo% vs. btr, avg. reward: -0.352, 7.777 sec/game, 59.5 min. total, 849.2 MB
demeaning_prong v31 1131 games, 2075726 moves, e=0.010, loss: 1.7, -, 39.6% elo% vs. btr, avg. reward: -0.350, 7.623 sec/game, 59.6 min. total, 849.9 MB
demeaning_prong v31 1132 games, 2079472 moves, e=0.010, loss: 1.9, -, 37.8% elo% vs. btr, avg. reward: -0.349, 7.571 sec/game, 59.7 min. total, 850.7 MB
demeaning_prong v31 1133 games, 2083494 moves, e=0.010, loss: 2.1, -, 36.2% elo% vs. btr, avg. reward: -0.349, 7.596 sec/game, 59.8 min. total, 851.7 MB
demeaning_prong v31 1134 games, 2087619 moves, e=0.010, loss: 1.5, -, 34.7% elo% vs. btr, avg. reward: -0.350, 7.607 sec/game, 60.0 min. total, 853.6 MB
demeaning_prong v31 1135 games, 2091732 moves, e=0.010, loss: 1.5, -, 33.3% elo% vs. btr, avg. reward: -0.350, 7.559 sec/game, 60.1 min. total, 854.1 MB
demeaning_prong v31 1136 games, 2095627 moves, e=0.010, loss: 1.6, -, 31.9% elo% vs. btr, avg. reward: -0.352, 7.567 sec/game, 60.2 min. total, 853.8 MB
demeaning_prong v31 1137 games, 2099220 moves, e=0.010, loss: 1.7, -, 30.6% elo% vs. btr, avg. reward: -0.352, 7.521 sec/game, 60.3 min. total, 855.3 MB
demeaning_prong v31 1138 games, 2103324 moves, e=0.010, loss: 1.9, -, 29.5% elo% vs. btr, avg. reward: -0.350, 7.522 sec/game, 60.5 min. total, 854.8 MB
demeaning_prong v31 1139 games, 2106776 moves, e=0.010, loss: 1.7, -, 28.3% elo% vs. btr, avg. reward: -0.352, 7.543 sec/game, 60.6 min. total, 853.7 MB
demeaning_prong v31 1140 games, 2110422 moves, e=0.010, loss: 1.7, -, 27.3% elo% vs. btr, avg. reward: -0.354, 7.522 sec/game, 60.7 min. total, 856.7 MB
demeaning_prong v31 1141 games, 2114778 moves, e=0.010, loss: 2.0, -, 26.3% elo% vs. btr, avg. reward: -0.354, 7.650 sec/game, 60.9 min. total, 858.4 MB
demeaning_prong v31 1142 games, 2118762 moves, e=0.010, loss: 1.7, -, 25.4% elo% vs. btr, avg. reward: -0.354, 7.734 sec/game, 61.0 min. total, 859.6 MB
demeaning_prong v31 1143 games, 2122660 moves, e=0.010, loss: 1.7, -, 24.5% elo% vs. btr, avg. reward: -0.354, 7.854 sec/game, 61.2 min. total, 859.2 MB
demeaning_prong v31 1144 games, 2126617 moves, e=0.010, loss: 1.7, -, 23.7% elo% vs. btr, avg. reward: -0.354, 7.914 sec/game, 61.3 min. total, 858.6 MB
demeaning_prong v31 1145 games, 2130656 moves, e=0.010, loss: 2.4, -, 22.9% elo% vs. btr, avg. reward: -0.354, 7.988 sec/game, 61.5 min. total, 860.4 MB
demeaning_prong v31 1146 games, 2134647 moves, e=0.010, loss: 1.9, -, 22.2% elo% vs. btr, avg. reward: -0.354, 8.109 sec/game, 61.6 min. total, 859.9 MB
demeaning_prong v31 1147 games, 2138773 moves, e=0.010, loss: 1.7, -, 21.5% elo% vs. btr, avg. reward: -0.354, 8.219 sec/game, 61.8 min. total, 859.9 MB
demeaning_prong v31 1148 games, 2142656 moves, e=0.010, loss: 1.7, -, 20.8% elo% vs. btr, avg. reward: -0.353, 8.246 sec/game, 61.9 min. total, 859.4 MB
demeaning_prong v31 1149 games, 2146668 moves, e=0.010, loss: 1.8, -, 20.2% elo% vs. btr, avg. reward: -0.354, 8.217 sec/game, 62.1 min. total, 860.9 MB
demeaning_prong v31 1150 games, 2150795 moves, e=0.010, loss: 1.8, -, 19.6% elo% vs. btr, avg. reward: -0.353, 8.225 sec/game, 62.2 min. total, 861.2 MB
demeaning_prong v31 1151 games, 2154751 moves, e=0.010, loss: 1.4, -, 19.0% elo% vs. btr, avg. reward: -0.353, 8.214 sec/game, 62.3 min. total, 863.1 MB
demeaning_prong v31 1152 games, 2159035 moves, e=0.010, loss: 1.6, -, 18.5% elo% vs. btr, avg. reward: -0.353, 8.265 sec/game, 62.5 min. total, 862.3 MB
demeaning_prong v31 1153 games, 2163131 moves, e=0.010, loss: 1.9, -, 18.0% elo% vs. btr, avg. reward: -0.354, 8.331 sec/game, 62.6 min. total, 865.1 MB
demeaning_prong v31 1154 games, 2167555 moves, e=0.010, loss: 1.7, -, 17.5% elo% vs. btr, avg. reward: -0.354, 8.429 sec/game, 62.8 min. total, 865.2 MB
demeaning_prong v31 1155 games, 2171424 moves, e=0.010, loss: 1.7, -, 17.0% elo% vs. btr, avg. reward: -0.356, 8.464 sec/game, 62.9 min. total, 865.2 MB
demeaning_prong v31 1156 games, 2175500 moves, e=0.010, loss: 2.1, -, 16.6% elo% vs. btr, avg. reward: -0.355, 8.501 sec/game, 63.0 min. total, 866.8 MB
demeaning_prong v31 1157 games, 2179130 moves, e=0.010, loss: 1.7, -, 16.2% elo% vs. btr, avg. reward: -0.355, 8.510 sec/game, 63.2 min. total, 866.2 MB
demeaning_prong v31 1158 games, 2182986 moves, e=0.010, loss: 1.6, -, 15.8% elo% vs. btr, avg. reward: -0.354, 8.501 sec/game, 63.3 min. total, 865.5 MB
demeaning_prong v31 1159 games, 2186546 moves, e=0.010, loss: 1.8, -, 15.4% elo% vs. btr, avg. reward: -0.354, 8.452 sec/game, 63.4 min. total, 867.3 MB
demeaning_prong v31 1160 games, 2190653 moves, e=0.010, loss: 1.9, -, 15.0% elo% vs. btr, avg. reward: -0.354, 8.457 sec/game, 63.5 min. total, 867.5 MB
demeaning_prong v31 1161 games, 2194482 moves, e=0.010, loss: 2.4, -, 14.7% elo% vs. btr, avg. reward: -0.354, 8.341 sec/game, 63.7 min. total, 869.5 MB
demeaning_prong v31 1162 games, 2198488 moves, e=0.010, loss: 1.9, -, 14.3% elo% vs. btr, avg. reward: -0.354, 8.287 sec/game, 63.8 min. total, 871.0 MB
demeaning_prong v31 1163 games, 2202303 moves, e=0.010, loss: 2.0, -, 14.0% elo% vs. btr, avg. reward: -0.352, 8.231 sec/game, 63.9 min. total, 870.1 MB
demeaning_prong v31 1164 games, 2206278 moves, e=0.010, loss: 1.7, -, 13.7% elo% vs. btr, avg. reward: -0.351, 8.173 sec/game, 64.0 min. total, 869.8 MB
demeaning_prong v31 1165 games, 2210485 moves, e=0.010, loss: 1.3, -, 13.4% elo% vs. btr, avg. reward: -0.351, 8.133 sec/game, 64.2 min. total, 870.4 MB
demeaning_prong v31 1166 games, 2214308 moves, e=0.010, loss: 1.4, -, 13.1% elo% vs. btr, avg. reward: -0.352, 8.011 sec/game, 64.3 min. total, 871.3 MB
demeaning_prong v31 1167 games, 2218272 moves, e=0.010, loss: 1.7, -, 12.9% elo% vs. btr, avg. reward: -0.352, 7.894 sec/game, 64.4 min. total, 871.9 MB
demeaning_prong v31 1168 games, 2222080 moves, e=0.010, loss: 1.9, -, 12.6% elo% vs. btr, avg. reward: -0.351, 7.838 sec/game, 64.5 min. total, 871.2 MB
demeaning_prong v31 1169 games, 2226396 moves, e=0.010, loss: 1.8, -, 12.3% elo% vs. btr, avg. reward: -0.348, 7.863 sec/game, 64.7 min. total, 872.9 MB
demeaning_prong v31 1170 games, 2230723 moves, e=0.010, loss: 2.0, -, 12.1% elo% vs. btr, avg. reward: -0.345, 7.875 sec/game, 64.8 min. total, 872.8 MB
demeaning_prong v31 1171 games, 2234992 moves, e=0.010, loss: 1.9, -, 11.9% elo% vs. btr, avg. reward: -0.346, 7.908 sec/game, 65.0 min. total, 873.9 MB
demeaning_prong v31 1172 games, 2239306 moves, e=0.010, loss: 1.9, -, 11.6% elo% vs. btr, avg. reward: -0.345, 7.916 sec/game, 65.1 min. total, 875.6 MB
demeaning_prong v31 1173 games, 2243264 moves, e=0.010, loss: 2.2, -, 11.4% elo% vs. btr, avg. reward: -0.344, 7.842 sec/game, 65.2 min. total, 876.6 MB
demeaning_prong v31 1174 games, 2247140 moves, e=0.010, loss: 2.0, -, 11.2% elo% vs. btr, avg. reward: -0.343, 7.727 sec/game, 65.3 min. total, 877.9 MB
demeaning_prong v31 1175 games, 2250822 moves, e=0.010, loss: 2.3, -, 11.0% elo% vs. btr, avg. reward: -0.345, 7.681 sec/game, 65.5 min. total, 879.7 MB
demeaning_prong v31 1176 games, 2254636 moves, e=0.010, loss: 2.4, -, 10.8% elo% vs. btr, avg. reward: -0.347, 7.639 sec/game, 65.6 min. total, 880.3 MB
demeaning_prong v31 1177 games, 2258637 moves, e=0.010, loss: 2.2, -, 10.6% elo% vs. btr, avg. reward: -0.346, 7.672 sec/game, 65.7 min. total, 879.7 MB
demeaning_prong v31 1178 games, 2262634 moves, e=0.010, loss: 2.0, -, 10.4% elo% vs. btr, avg. reward: -0.343, 7.681 sec/game, 65.9 min. total, 881.9 MB
demeaning_prong v31 1179 games, 2267043 moves, e=0.010, loss: 1.7, -, 10.3% elo% vs. btr, avg. reward: -0.342, 7.788 sec/game, 66.0 min. total, 881.3 MB
demeaning_prong v31 1180 games, 2270603 moves, e=0.010, loss: 1.5, -, 10.1% elo% vs. btr, avg. reward: -0.341, 7.784 sec/game, 66.1 min. total, 881.3 MB
demeaning_prong v31 1181 games, 2274161 moves, e=0.010, loss: 1.9, -, 9.9% elo% vs. btr, avg. reward: -0.340, 7.803 sec/game, 66.3 min. total, 880.3 MB
demeaning_prong v31 1182 games, 2277758 moves, e=0.010, loss: 2.7, -, 9.8% elo% vs. btr, avg. reward: -0.342, 7.824 sec/game, 66.4 min. total, 881.8 MB
demeaning_prong v31 1183 games, 2281555 moves, e=0.010, loss: 2.5, -, 9.6% elo% vs. btr, avg. reward: -0.341, 7.853 sec/game, 66.5 min. total, 882.0 MB
demeaning_prong v31 1184 games, 2285220 moves, e=0.010, loss: 2.4, -, 9.4% elo% vs. btr, avg. reward: -0.340, 7.833 sec/game, 66.7 min. total, 884.7 MB
demeaning_prong v31 1185 games, 2289193 moves, e=0.010, loss: 1.9, -, 9.3% elo% vs. btr, avg. reward: -0.338, 7.809 sec/game, 66.8 min. total, 885.5 MB
demeaning_prong v31 1186 games, 2293283 moves, e=0.010, loss: 2.1, -, 9.2% elo% vs. btr, avg. reward: -0.338, 7.827 sec/game, 66.9 min. total, 882.9 MB
demeaning_prong v31 1187 games, 2297277 moves, e=0.010, loss: 1.7, -, 9.0% elo% vs. btr, avg. reward: -0.337, 7.837 sec/game, 67.0 min. total, 884.7 MB
demeaning_prong v31 1188 games, 2301170 moves, e=0.010, loss: 2.1, -, 8.9% elo% vs. btr, avg. reward: -0.336, 7.843 sec/game, 67.2 min. total, 886.6 MB
demeaning_prong v31 1189 games, 2304920 moves, e=0.010, loss: 1.7, -, 8.7% elo% vs. btr, avg. reward: -0.335, 7.807 sec/game, 67.3 min. total, 886.5 MB
demeaning_prong v31 1190 games, 2308766 moves, e=0.010, loss: 1.8, -, 8.6% elo% vs. btr, avg. reward: -0.335, 7.770 sec/game, 67.4 min. total, 887.4 MB
demeaning_prong v31 1191 games, 2312432 moves, e=0.010, loss: 1.7, -, 8.5% elo% vs. btr, avg. reward: -0.335, 7.722 sec/game, 67.5 min. total, 889.0 MB
demeaning_prong v31 1192 games, 2316219 moves, e=0.010, loss: 1.8, -, 8.4% elo% vs. btr, avg. reward: -0.337, 7.680 sec/game, 67.7 min. total, 888.5 MB
demeaning_prong v31 1193 games, 2320339 moves, e=0.010, loss: 1.8, -, 8.3% elo% vs. btr, avg. reward: -0.336, 7.695 sec/game, 67.8 min. total, 889.9 MB
demeaning_prong v31 1194 games, 2324229 moves, e=0.010, loss: 1.4, -, 8.1% elo% vs. btr, avg. reward: -0.337, 7.709 sec/game, 67.9 min. total, 888.4 MB
demeaning_prong v31 1195 games, 2328367 moves, e=0.010, loss: 1.8, -, 8.0% elo% vs. btr, avg. reward: -0.336, 7.728 sec/game, 68.0 min. total, 888.0 MB
demeaning_prong v31 1196 games, 2332221 moves, e=0.010, loss: 2.0, -, 7.9% elo% vs. btr, avg. reward: -0.335, 7.721 sec/game, 68.2 min. total, 889.7 MB
demeaning_prong v31 1197 games, 2336226 moves, e=0.010, loss: 1.9, -, 7.8% elo% vs. btr, avg. reward: -0.336, 7.721 sec/game, 68.3 min. total, 888.5 MB
demeaning_prong v31 1198 games, 2340222 moves, e=0.010, loss: 1.6, -, 7.7% elo% vs. btr, avg. reward: -0.334, 7.721 sec/game, 68.4 min. total, 889.9 MB
demeaning_prong v31 1199 games, 2344169 moves, e=0.010, loss: 1.7, -, 7.6% elo% vs. btr, avg. reward: -0.335, 7.644 sec/game, 68.6 min. total, 889.6 MB
demeaning_prong v31 1200 games, 2347855 moves, e=0.010, loss: 1.8, -, 7.5% elo% vs. btr, avg. reward: -0.335, 7.609 sec/game, 68.7 min. total, 890.4 MB
demeaning_prong v32 1201 games, 2351474 moves, e=0.010, loss: 1.9, -, 47.7% elo% vs. btr, avg. reward: -0.334, 7.571 sec/game, 68.8 min. total, 893.7 MB
demeaning_prong v32 1202 games, 2354800 moves, e=0.010, loss: 2.5, -, 45.5% elo% vs. btr, avg. reward: -0.336, 7.491 sec/game, 68.9 min. total, 896.6 MB
demeaning_prong v32 1203 games, 2358664 moves, e=0.010, loss: 2.3, -, 43.4% elo% vs. btr, avg. reward: -0.336, 7.473 sec/game, 69.0 min. total, 895.8 MB
demeaning_prong v32 1204 games, 2362752 moves, e=0.010, loss: 2.3, -, 41.5% elo% vs. btr, avg. reward: -0.336, 7.513 sec/game, 69.2 min. total, 896.0 MB
demeaning_prong v32 1205 games, 2366803 moves, e=0.010, loss: 1.8, -, 39.6% elo% vs. btr, avg. reward: -0.335, 7.523 sec/game, 69.3 min. total, 895.8 MB
demeaning_prong v32 1206 games, 2370691 moves, e=0.010, loss: 1.9, -, 37.9% elo% vs. btr, avg. reward: -0.335, 7.511 sec/game, 69.4 min. total, 894.5 MB
demeaning_prong v32 1207 games, 2374311 moves, e=0.010, loss: 1.9, -, 36.3% elo% vs. btr, avg. reward: -0.336, 7.470 sec/game, 69.5 min. total, 898.1 MB
demeaning_prong v32 1208 games, 2378116 moves, e=0.010, loss: 2.2, -, 34.8% elo% vs. btr, avg. reward: -0.337, 7.478 sec/game, 69.7 min. total, 900.6 MB
demeaning_prong v32 1209 games, 2382108 moves, e=0.010, loss: 2.1, -, 33.3% elo% vs. btr, avg. reward: -0.335, 7.492 sec/game, 69.8 min. total, 898.5 MB
demeaning_prong v32 1210 games, 2386091 moves, e=0.010, loss: 1.7, -, 32.0% elo% vs. btr, avg. reward: -0.335, 7.502 sec/game, 69.9 min. total, 898.8 MB
demeaning_prong v32 1211 games, 2389962 moves, e=0.010, loss: 2.0, -, 30.7% elo% vs. btr, avg. reward: -0.336, 7.521 sec/game, 70.0 min. total, 899.2 MB
demeaning_prong v32 1212 games, 2393997 moves, e=0.010, loss: 2.1, -, 29.5% elo% vs. btr, avg. reward: -0.334, 7.539 sec/game, 70.2 min. total, 899.8 MB
demeaning_prong v32 1213 games, 2398199 moves, e=0.010, loss: 1.9, -, 28.4% elo% vs. btr, avg. reward: -0.333, 7.538 sec/game, 70.3 min. total, 900.7 MB
demeaning_prong v32 1214 games, 2402134 moves, e=0.010, loss: 1.6, -, 27.3% elo% vs. btr, avg. reward: -0.333, 7.536 sec/game, 70.4 min. total, 901.6 MB
demeaning_prong v32 1215 games, 2405922 moves, e=0.010, loss: 1.8, -, 26.4% elo% vs. btr, avg. reward: -0.334, 7.508 sec/game, 70.6 min. total, 901.7 MB
demeaning_prong v32 1216 games, 2410065 moves, e=0.010, loss: 1.6, -, 25.4% elo% vs. btr, avg. reward: -0.333, 7.540 sec/game, 70.7 min. total, 901.5 MB
demeaning_prong v32 1217 games, 2414245 moves, e=0.010, loss: 1.5, -, 24.5% elo% vs. btr, avg. reward: -0.332, 7.562 sec/game, 70.8 min. total, 903.2 MB
demeaning_prong v32 1218 games, 2418044 moves, e=0.010, loss: 1.7, -, 23.7% elo% vs. btr, avg. reward: -0.332, 7.539 sec/game, 70.9 min. total, 903.4 MB
demeaning_prong v32 1219 games, 2422010 moves, e=0.010, loss: 2.1, -, 22.9% elo% vs. btr, avg. reward: -0.331, 7.556 sec/game, 71.1 min. total, 903.9 MB
demeaning_prong v32 1220 games, 2425909 moves, e=0.010, loss: 1.8, -, 22.2% elo% vs. btr, avg. reward: -0.332, 7.595 sec/game, 71.2 min. total, 904.0 MB
demeaning_prong v32 1221 games, 2429564 moves, e=0.010, loss: 1.8, -, 21.5% elo% vs. btr, avg. reward: -0.333, 7.589 sec/game, 71.3 min. total, 905.7 MB
demeaning_prong v32 1222 games, 2433547 moves, e=0.010, loss: 1.6, -, 20.8% elo% vs. btr, avg. reward: -0.332, 7.655 sec/game, 71.4 min. total, 905.6 MB
demeaning_prong v32 1223 games, 2437288 moves, e=0.010, loss: 2.1, -, 20.2% elo% vs. btr, avg. reward: -0.332, 7.619 sec/game, 71.6 min. total, 905.7 MB
demeaning_prong v32 1224 games, 2441061 moves, e=0.010, loss: 2.2, -, 19.6% elo% vs. btr, avg. reward: -0.333, 7.577 sec/game, 71.7 min. total, 906.1 MB
demeaning_prong v32 1225 games, 2444774 moves, e=0.010, loss: 1.9, -, 19.1% elo% vs. btr, avg. reward: -0.334, 7.548 sec/game, 71.8 min. total, 909.3 MB
demeaning_prong v32 1226 games, 2448713 moves, e=0.010, loss: 1.5, -, 18.5% elo% vs. btr, avg. reward: -0.334, 7.544 sec/game, 71.9 min. total, 908.8 MB
demeaning_prong v32 1227 games, 2452678 moves, e=0.010, loss: 1.8, -, 18.0% elo% vs. btr, avg. reward: -0.333, 7.574 sec/game, 72.1 min. total, 910.1 MB
demeaning_prong v32 1228 games, 2456888 moves, e=0.010, loss: 2.2, -, 17.5% elo% vs. btr, avg. reward: -0.335, 7.593 sec/game, 72.2 min. total, 909.0 MB
demeaning_prong v32 1229 games, 2460482 moves, e=0.010, loss: 1.9, -, 17.1% elo% vs. btr, avg. reward: -0.336, 7.550 sec/game, 72.3 min. total, 909.5 MB
demeaning_prong v32 1230 games, 2464487 moves, e=0.010, loss: 1.9, -, 16.6% elo% vs. btr, avg. reward: -0.335, 7.557 sec/game, 72.4 min. total, 909.9 MB
demeaning_prong v32 1231 games, 2468441 moves, e=0.010, loss: 1.8, -, 16.2% elo% vs. btr, avg. reward: -0.335, 7.567 sec/game, 72.6 min. total, 908.9 MB
demeaning_prong v32 1232 games, 2472617 moves, e=0.010, loss: 1.9, -, 15.8% elo% vs. btr, avg. reward: -0.334, 7.612 sec/game, 72.7 min. total, 910.6 MB
demeaning_prong v32 1233 games, 2476457 moves, e=0.010, loss: 1.8, -, 15.4% elo% vs. btr, avg. reward: -0.335, 7.613 sec/game, 72.8 min. total, 912.4 MB
demeaning_prong v32 1234 games, 2480089 moves, e=0.010, loss: 1.3, -, 15.1% elo% vs. btr, avg. reward: -0.334, 7.581 sec/game, 73.0 min. total, 911.3 MB
demeaning_prong v32 1235 games, 2483858 moves, e=0.010, loss: 1.7, -, 14.7% elo% vs. btr, avg. reward: -0.335, 7.577 sec/game, 73.1 min. total, 913.2 MB
demeaning_prong v32 1236 games, 2487715 moves, e=0.010, loss: 2.1, -, 14.4% elo% vs. btr, avg. reward: -0.334, 7.554 sec/game, 73.2 min. total, 913.8 MB
demeaning_prong v32 1237 games, 2491727 moves, e=0.010, loss: 2.2, -, 14.0% elo% vs. btr, avg. reward: -0.333, 7.538 sec/game, 73.3 min. total, 913.7 MB
demeaning_prong v32 1238 games, 2495791 moves, e=0.010, loss: 1.9, -, 13.7% elo% vs. btr, avg. reward: -0.334, 7.566 sec/game, 73.5 min. total, 914.5 MB
demeaning_prong v32 1239 games, 2499902 moves, e=0.010, loss: 1.7, -, 13.4% elo% vs. btr, avg. reward: -0.333, 7.567 sec/game, 73.6 min. total, 914.2 MB
demeaning_prong v32 1240 games, 2503883 moves, e=0.010, loss: 1.3, -, 13.1% elo% vs. btr, avg. reward: -0.331, 7.553 sec/game, 73.7 min. total, 916.6 MB
demeaning_prong v32 1241 games, 2508088 moves, e=0.010, loss: 2.1, -, 12.9% elo% vs. btr, avg. reward: -0.331, 7.608 sec/game, 73.9 min. total, 915.5 MB
demeaning_prong v32 1242 games, 2512104 moves, e=0.010, loss: 1.8, -, 12.6% elo% vs. btr, avg. reward: -0.331, 7.606 sec/game, 74.0 min. total, 915.9 MB
demeaning_prong v32 1243 games, 2516205 moves, e=0.010, loss: 2.0, -, 12.4% elo% vs. btr, avg. reward: -0.330, 7.639 sec/game, 74.1 min. total, 916.4 MB
demeaning_prong v32 1244 games, 2520419 moves, e=0.010, loss: 1.7, -, 12.1% elo% vs. btr, avg. reward: -0.329, 7.696 sec/game, 74.2 min. total, 919.3 MB
demeaning_prong v32 1245 games, 2524471 moves, e=0.010, loss: 1.4, -, 11.9% elo% vs. btr, avg. reward: -0.328, 7.744 sec/game, 74.4 min. total, 918.3 MB
demeaning_prong v32 1246 games, 2528518 moves, e=0.010, loss: 1.4, -, 11.7% elo% vs. btr, avg. reward: -0.327, 7.756 sec/game, 74.5 min. total, 919.7 MB
demeaning_prong v32 1247 games, 2532429 moves, e=0.010, loss: 1.7, -, 11.4% elo% vs. btr, avg. reward: -0.328, 7.758 sec/game, 74.6 min. total, 918.2 MB
demeaning_prong v32 1248 games, 2536472 moves, e=0.010, loss: 2.1, -, 11.2% elo% vs. btr, avg. reward: -0.328, 7.754 sec/game, 74.8 min. total, 920.3 MB
demeaning_prong v32 1249 games, 2540321 moves, e=0.010, loss: 2.1, -, 11.0% elo% vs. btr, avg. reward: -0.329, 7.780 sec/game, 74.9 min. total, 922.5 MB
demeaning_prong v32 1250 games, 2544196 moves, e=0.010, loss: 2.3, -, 10.8% elo% vs. btr, avg. reward: -0.330, 7.759 sec/game, 75.0 min. total, 922.1 MB
demeaning_prong v32 1251 games, 2548064 moves, e=0.010, loss: 2.0, -, 10.6% elo% vs. btr, avg. reward: -0.329, 7.752 sec/game, 75.1 min. total, 923.5 MB
demeaning_prong v32 1252 games, 2552288 moves, e=0.010, loss: 1.3, -, 10.4% elo% vs. btr, avg. reward: -0.329, 7.720 sec/game, 75.3 min. total, 922.1 MB
demeaning_prong v32 1253 games, 2556197 moves, e=0.010, loss: 1.6, -, 10.3% elo% vs. btr, avg. reward: -0.328, 7.705 sec/game, 75.4 min. total, 924.7 MB
demeaning_prong v32 1254 games, 2559957 moves, e=0.010, loss: 1.7, -, 10.1% elo% vs. btr, avg. reward: -0.329, 7.717 sec/game, 75.5 min. total, 925.3 MB
demeaning_prong v32 1255 games, 2563992 moves, e=0.010, loss: 1.6, -, 9.9% elo% vs. btr, avg. reward: -0.328, 7.744 sec/game, 75.7 min. total, 926.1 MB
demeaning_prong v32 1256 games, 2568028 moves, e=0.010, loss: 1.8, -, 9.8% elo% vs. btr, avg. reward: -0.328, 7.748 sec/game, 75.8 min. total, 924.8 MB
demeaning_prong v32 1257 games, 2572290 moves, e=0.010, loss: 1.8, -, 9.6% elo% vs. btr, avg. reward: -0.328, 7.780 sec/game, 75.9 min. total, 926.5 MB
demeaning_prong v32 1258 games, 2576479 moves, e=0.010, loss: 1.9, -, 9.5% elo% vs. btr, avg. reward: -0.329, 7.794 sec/game, 76.1 min. total, 926.2 MB
demeaning_prong v32 1259 games, 2580682 moves, e=0.010, loss: 1.5, -, 9.3% elo% vs. btr, avg. reward: -0.327, 7.817 sec/game, 76.2 min. total, 928.3 MB
demeaning_prong v32 1260 games, 2584876 moves, e=0.010, loss: 1.5, -, 9.2% elo% vs. btr, avg. reward: -0.327, 7.863 sec/game, 76.3 min. total, 927.3 MB
demeaning_prong v32 1261 games, 2589206 moves, e=0.010, loss: 1.6, -, 9.0% elo% vs. btr, avg. reward: -0.327, 7.881 sec/game, 76.5 min. total, 928.0 MB
demeaning_prong v32 1262 games, 2593286 moves, e=0.010, loss: 1.8, -, 8.9% elo% vs. btr, avg. reward: -0.326, 7.887 sec/game, 76.6 min. total, 928.2 MB
demeaning_prong v32 1263 games, 2597264 moves, e=0.010, loss: 1.8, -, 8.8% elo% vs. btr, avg. reward: -0.327, 7.887 sec/game, 76.7 min. total, 929.5 MB
demeaning_prong v32 1264 games, 2601167 moves, e=0.010, loss: 1.7, -, 8.6% elo% vs. btr, avg. reward: -0.328, 7.864 sec/game, 76.9 min. total, 930.9 MB
demeaning_prong v32 1265 games, 2604975 moves, e=0.010, loss: 1.7, -, 8.5% elo% vs. btr, avg. reward: -0.328, 7.826 sec/game, 77.0 min. total, 931.5 MB
demeaning_prong v32 1266 games, 2608718 moves, e=0.010, loss: 1.7, -, 8.4% elo% vs. btr, avg. reward: -0.327, 7.794 sec/game, 77.1 min. total, 933.9 MB
demeaning_prong v32 1267 games, 2612850 moves, e=0.010, loss: 1.7, -, 8.3% elo% vs. btr, avg. reward: -0.327, 7.806 sec/game, 77.2 min. total, 934.4 MB
demeaning_prong v32 1268 games, 2616719 moves, e=0.010, loss: 2.0, -, 8.1% elo% vs. btr, avg. reward: -0.327, 7.792 sec/game, 77.4 min. total, 933.1 MB
