demeaning_prong v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 303.9 MB
demeaning_prong v4 146 games, 104567 moves, e=0.896, loss: 2.2, -, 13.6% elo% vs. random_no_suicide, avg. reward: -8.543, 1.439 sec/game, 3.1 min. total, 486.2 MB
demeaning_prong v4 147 games, 105209 moves, e=0.896, loss: 2.4, -, 13.3% elo% vs. random_no_suicide, avg. reward: -8.551, 1.428 sec/game, 3.1 min. total, 486.6 MB
demeaning_prong v4 148 games, 105937 moves, e=0.895, loss: 2.2, -, 13.0% elo% vs. random_no_suicide, avg. reward: -8.558, 1.426 sec/game, 3.1 min. total, 486.3 MB
demeaning_prong v4 149 games, 106635 moves, e=0.894, loss: 2.2, -, 12.8% elo% vs. random_no_suicide, avg. reward: -8.559, 1.427 sec/game, 3.2 min. total, 486.3 MB
demeaning_prong v4 150 games, 107460 moves, e=0.894, loss: 2.0, -, 12.5% elo% vs. random_no_suicide, avg. reward: -8.529, 1.440 sec/game, 3.2 min. total, 486.3 MB
demeaning_prong v4 151 games, 108193 moves, e=0.893, loss: 2.3, -, 12.2% elo% vs. random_no_suicide, avg. reward: -8.531, 1.443 sec/game, 3.2 min. total, 491.1 MB
demeaning_prong v4 152 games, 108975 moves, e=0.892, loss: 2.3, -, 12.0% elo% vs. random_no_suicide, avg. reward: -8.514, 1.454 sec/game, 3.2 min. total, 486.3 MB
demeaning_prong v4 153 games, 109686 moves, e=0.891, loss: 2.7, -, 11.8% elo% vs. random_no_suicide, avg. reward: -8.510, 1.446 sec/game, 3.2 min. total, 486.5 MB
demeaning_prong v4 154 games, 110517 moves, e=0.891, loss: 2.2, -, 11.6% elo% vs. random_no_suicide, avg. reward: -8.484, 1.448 sec/game, 3.3 min. total, 492.6 MB
demeaning_prong v4 155 games, 111184 moves, e=0.890, loss: 2.3, -, 11.3% elo% vs. random_no_suicide, avg. reward: -8.490, 1.438 sec/game, 3.3 min. total, 489.2 MB
demeaning_prong v4 156 games, 111985 moves, e=0.889, loss: 2.4, -, 11.1% elo% vs. random_no_suicide, avg. reward: -8.488, 1.439 sec/game, 3.3 min. total, 489.3 MB
demeaning_prong v4 157 games, 112667 moves, e=0.888, loss: 2.5, -, 10.9% elo% vs. random_no_suicide, avg. reward: -8.501, 1.441 sec/game, 3.4 min. total, 489.3 MB
demeaning_prong v4 158 games, 113578 moves, e=0.888, loss: 2.5, -, 10.7% elo% vs. random_no_suicide, avg. reward: -8.479, 1.465 sec/game, 3.4 min. total, 489.2 MB
demeaning_prong v4 159 games, 114517 moves, e=0.887, loss: 2.4, -, 10.5% elo% vs. random_no_suicide, avg. reward: -8.452, 1.483 sec/game, 3.4 min. total, 489.6 MB
demeaning_prong v4 160 games, 115387 moves, e=0.886, loss: 2.3, -, 10.4% elo% vs. random_no_suicide, avg. reward: -8.437, 1.495 sec/game, 3.4 min. total, 490.5 MB
demeaning_prong v4 161 games, 116185 moves, e=0.885, loss: 2.6, -, 10.2% elo% vs. random_no_suicide, avg. reward: -8.434, 1.495 sec/game, 3.5 min. total, 490.7 MB
demeaning_prong v4 162 games, 116995 moves, e=0.884, loss: 2.5, -, 10.0% elo% vs. random_no_suicide, avg. reward: -8.427, 1.525 sec/game, 3.5 min. total, 491.6 MB
demeaning_prong v4 163 games, 117828 moves, e=0.883, loss: 2.5, -, 9.9% elo% vs. random_no_suicide, avg. reward: -8.417, 1.517 sec/game, 3.5 min. total, 490.2 MB
demeaning_prong v4 164 games, 118682 moves, e=0.883, loss: 2.3, -, 9.7% elo% vs. random_no_suicide, avg. reward: -8.407, 1.529 sec/game, 3.5 min. total, 491.7 MB
demeaning_prong v4 165 games, 119555 moves, e=0.882, loss: 2.7, -, 9.5% elo% vs. random_no_suicide, avg. reward: -8.379, 1.541 sec/game, 3.6 min. total, 490.4 MB
demeaning_prong v4 166 games, 120398 moves, e=0.881, loss: 2.8, -, 9.4% elo% vs. random_no_suicide, avg. reward: -8.376, 1.553 sec/game, 3.6 min. total, 490.1 MB
demeaning_prong v4 167 games, 121097 moves, e=0.880, loss: 2.6, -, 9.2% elo% vs. random_no_suicide, avg. reward: -8.377, 1.566 sec/game, 3.6 min. total, 490.7 MB
demeaning_prong v4 168 games, 121895 moves, e=0.879, loss: 2.5, -, 9.1% elo% vs. random_no_suicide, avg. reward: -8.367, 1.571 sec/game, 3.7 min. total, 492.6 MB
demeaning_prong v4 169 games, 122655 moves, e=0.879, loss: 2.4, -, 9.0% elo% vs. random_no_suicide, avg. reward: -8.363, 1.573 sec/game, 3.7 min. total, 492.3 MB
demeaning_prong v4 170 games, 123483 moves, e=0.878, loss: 2.5, -, 8.8% elo% vs. random_no_suicide, avg. reward: -8.342, 1.576 sec/game, 3.7 min. total, 492.5 MB
demeaning_prong v4 171 games, 124182 moves, e=0.877, loss: 2.4, -, 8.7% elo% vs. random_no_suicide, avg. reward: -8.339, 1.574 sec/game, 3.7 min. total, 492.5 MB
demeaning_prong v4 172 games, 124864 moves, e=0.876, loss: 2.4, -, 8.6% elo% vs. random_no_suicide, avg. reward: -8.322, 1.565 sec/game, 3.7 min. total, 492.7 MB
demeaning_prong v4 173 games, 125583 moves, e=0.876, loss: 2.5, -, 8.4% elo% vs. random_no_suicide, avg. reward: -8.306, 1.572 sec/game, 3.8 min. total, 492.8 MB
demeaning_prong v4 174 games, 126289 moves, e=0.875, loss: 2.2, -, 8.3% elo% vs. random_no_suicide, avg. reward: -8.302, 1.551 sec/game, 3.8 min. total, 492.7 MB
demeaning_prong v4 175 games, 127196 moves, e=0.874, loss: 2.5, -, 8.2% elo% vs. random_no_suicide, avg. reward: -8.285, 1.575 sec/game, 3.8 min. total, 495.5 MB
demeaning_prong v4 176 games, 127982 moves, e=0.873, loss: 2.4, -, 8.1% elo% vs. random_no_suicide, avg. reward: -8.279, 1.576 sec/game, 3.9 min. total, 495.0 MB
demeaning_prong v4 177 games, 128797 moves, e=0.872, loss: 2.4, -, 8.0% elo% vs. random_no_suicide, avg. reward: -8.275, 1.587 sec/game, 3.9 min. total, 496.6 MB
demeaning_prong v4 178 games, 129614 moves, e=0.872, loss: 2.4, -, 7.9% elo% vs. random_no_suicide, avg. reward: -8.270, 1.577 sec/game, 3.9 min. total, 495.5 MB
demeaning_prong v4 179 games, 130295 moves, e=0.871, loss: 2.2, -, 7.8% elo% vs. random_no_suicide, avg. reward: -8.273, 1.551 sec/game, 3.9 min. total, 495.5 MB
demeaning_prong v4 180 games, 131020 moves, e=0.870, loss: 2.2, -, 7.7% elo% vs. random_no_suicide, avg. reward: -8.274, 1.539 sec/game, 4.0 min. total, 495.8 MB
demeaning_prong v4 181 games, 131864 moves, e=0.869, loss: 2.5, -, 7.6% elo% vs. random_no_suicide, avg. reward: -8.251, 1.550 sec/game, 4.0 min. total, 495.5 MB
demeaning_prong v4 182 games, 132689 moves, e=0.869, loss: 2.4, -, 7.5% elo% vs. random_no_suicide, avg. reward: -8.235, 1.534 sec/game, 4.0 min. total, 500.4 MB
demeaning_prong v4 183 games, 133501 moves, e=0.868, loss: 2.5, -, 7.4% elo% vs. random_no_suicide, avg. reward: -8.217, 1.539 sec/game, 4.0 min. total, 499.8 MB
demeaning_prong v4 184 games, 134386 moves, e=0.867, loss: 2.5, -, 7.3% elo% vs. random_no_suicide, avg. reward: -8.190, 1.540 sec/game, 4.1 min. total, 496.8 MB
demeaning_prong v4 185 games, 135279 moves, e=0.866, loss: 2.3, -, 7.2% elo% vs. random_no_suicide, avg. reward: -8.147, 1.542 sec/game, 4.1 min. total, 495.4 MB
demeaning_prong v4 186 games, 136119 moves, e=0.865, loss: 2.2, -, 7.1% elo% vs. random_no_suicide, avg. reward: -8.115, 1.550 sec/game, 4.1 min. total, 495.8 MB
demeaning_prong v4 187 games, 136976 moves, e=0.864, loss: 2.5, -, 7.0% elo% vs. random_no_suicide, avg. reward: -8.106, 1.562 sec/game, 4.1 min. total, 496.0 MB
demeaning_prong v4 188 games, 137912 moves, e=0.863, loss: 2.4, -, 6.9% elo% vs. random_no_suicide, avg. reward: -8.100, 1.573 sec/game, 4.2 min. total, 496.2 MB
demeaning_prong v4 189 games, 138794 moves, e=0.863, loss: 2.0, -, 6.9% elo% vs. random_no_suicide, avg. reward: -8.078, 1.587 sec/game, 4.2 min. total, 497.6 MB
demeaning_prong v4 190 games, 139630 moves, e=0.862, loss: 2.2, -, 6.8% elo% vs. random_no_suicide, avg. reward: -8.076, 1.588 sec/game, 4.2 min. total, 501.8 MB
demeaning_prong v4 191 games, 140368 moves, e=0.861, loss: 2.6, -, 6.7% elo% vs. random_no_suicide, avg. reward: -8.079, 1.590 sec/game, 4.3 min. total, 501.5 MB
demeaning_prong v4 192 games, 141271 moves, e=0.860, loss: 2.6, -, 6.6% elo% vs. random_no_suicide, avg. reward: -8.060, 1.612 sec/game, 4.3 min. total, 497.2 MB
demeaning_prong v4 193 games, 141897 moves, e=0.860, loss: 2.4, +, 7.8% elo% vs. random_no_suicide, avg. reward: -8.077, 1.604 sec/game, 4.3 min. total, 497.2 MB
demeaning_prong v4 194 games, 142719 moves, e=0.859, loss: 2.4, -, 7.7% elo% vs. random_no_suicide, avg. reward: -8.072, 1.616 sec/game, 4.3 min. total, 501.8 MB
demeaning_prong v4 195 games, 143555 moves, e=0.858, loss: 2.4, -, 7.6% elo% vs. random_no_suicide, avg. reward: -8.073, 1.615 sec/game, 4.4 min. total, 497.3 MB
demeaning_prong v4 196 games, 144369 moves, e=0.857, loss: 2.1, -, 7.5% elo% vs. random_no_suicide, avg. reward: -8.065, 1.611 sec/game, 4.4 min. total, 497.3 MB
demeaning_prong v4 197 games, 145100 moves, e=0.856, loss: 2.2, -, 7.4% elo% vs. random_no_suicide, avg. reward: -8.075, 1.601 sec/game, 4.4 min. total, 497.9 MB
demeaning_prong v4 198 games, 145898 moves, e=0.856, loss: 2.2, -, 7.3% elo% vs. random_no_suicide, avg. reward: -8.064, 1.601 sec/game, 4.4 min. total, 497.8 MB
demeaning_prong v4 199 games, 146661 moves, e=0.855, loss: 2.1, -, 7.2% elo% vs. random_no_suicide, avg. reward: -8.046, 1.617 sec/game, 4.5 min. total, 498.2 MB
demeaning_prong v4 200 games, 147567 moves, e=0.854, loss: 2.0, +, 8.4% elo% vs. random_no_suicide, avg. reward: -8.033, 1.631 sec/game, 4.5 min. total, 499.6 MB
demeaning_prong v5 201 games, 148498 moves, e=0.853, loss: 2.2, -, 47.7% elo% vs. random_no_suicide, avg. reward: -8.004, 1.645 sec/game, 4.5 min. total, 498.3 MB
demeaning_prong v5 202 games, 149386 moves, e=0.852, loss: 2.1, -, 45.5% elo% vs. random_no_suicide, avg. reward: -7.986, 1.662 sec/game, 4.6 min. total, 498.3 MB
demeaning_prong v5 203 games, 150264 moves, e=0.851, loss: 1.9, -, 43.4% elo% vs. random_no_suicide, avg. reward: -7.959, 1.658 sec/game, 4.6 min. total, 504.6 MB
demeaning_prong v5 204 games, 151229 moves, e=0.850, loss: 2.0, -, 41.5% elo% vs. random_no_suicide, avg. reward: -7.950, 1.677 sec/game, 4.6 min. total, 500.1 MB
demeaning_prong v5 205 games, 151932 moves, e=0.850, loss: 1.9, -, 39.6% elo% vs. random_no_suicide, avg. reward: -7.954, 1.654 sec/game, 4.6 min. total, 500.4 MB
demeaning_prong v5 206 games, 152799 moves, e=0.849, loss: 1.9, +, 42.3% elo% vs. random_no_suicide, avg. reward: -7.944, 1.656 sec/game, 4.7 min. total, 501.7 MB
demeaning_prong v5 207 games, 153659 moves, e=0.848, loss: 2.1, -, 40.4% elo% vs. random_no_suicide, avg. reward: -7.921, 1.658 sec/game, 4.7 min. total, 500.3 MB
demeaning_prong v5 208 games, 154481 moves, e=0.847, loss: 2.3, +, 43.1% elo% vs. random_no_suicide, avg. reward: -7.924, 1.647 sec/game, 4.7 min. total, 500.7 MB
demeaning_prong v5 209 games, 155280 moves, e=0.846, loss: 2.3, -, 41.2% elo% vs. random_no_suicide, avg. reward: -7.918, 1.644 sec/game, 4.8 min. total, 502.5 MB
demeaning_prong v5 210 games, 155967 moves, e=0.846, loss: 2.2, -, 39.4% elo% vs. random_no_suicide, avg. reward: -7.918, 1.631 sec/game, 4.8 min. total, 503.7 MB
demeaning_prong v5 211 games, 156710 moves, e=0.845, loss: 2.0, +, 42.0% elo% vs. random_no_suicide, avg. reward: -7.931, 1.632 sec/game, 4.8 min. total, 503.9 MB
demeaning_prong v5 212 games, 157460 moves, e=0.844, loss: 1.8, -, 40.2% elo% vs. random_no_suicide, avg. reward: -7.914, 1.619 sec/game, 4.8 min. total, 503.6 MB
demeaning_prong v5 213 games, 158233 moves, e=0.843, loss: 1.8, ., 40.6% elo% vs. random_no_suicide, avg. reward: -7.921, 1.631 sec/game, 4.9 min. total, 503.8 MB
demeaning_prong v5 214 games, 159247 moves, e=0.842, loss: 2.0, -, 38.8% elo% vs. random_no_suicide, avg. reward: -7.903, 1.654 sec/game, 4.9 min. total, 503.8 MB
demeaning_prong v5 215 games, 159921 moves, e=0.842, loss: 2.0, -, 37.1% elo% vs. random_no_suicide, avg. reward: -7.919, 1.636 sec/game, 4.9 min. total, 502.4 MB
demeaning_prong v5 216 games, 160623 moves, e=0.841, loss: 2.1, -, 35.6% elo% vs. random_no_suicide, avg. reward: -7.925, 1.627 sec/game, 4.9 min. total, 503.0 MB
demeaning_prong v5 217 games, 161448 moves, e=0.840, loss: 1.9, -, 34.1% elo% vs. random_no_suicide, avg. reward: -7.923, 1.638 sec/game, 5.0 min. total, 505.2 MB
demeaning_prong v5 218 games, 162240 moves, e=0.839, loss: 2.1, -, 32.7% elo% vs. random_no_suicide, avg. reward: -7.920, 1.638 sec/game, 5.0 min. total, 503.8 MB
demeaning_prong v5 219 games, 163031 moves, e=0.839, loss: 2.0, -, 31.4% elo% vs. random_no_suicide, avg. reward: -7.915, 1.637 sec/game, 5.0 min. total, 504.0 MB
demeaning_prong v5 220 games, 163839 moves, e=0.838, loss: 2.2, -, 30.1% elo% vs. random_no_suicide, avg. reward: -7.899, 1.627 sec/game, 5.0 min. total, 503.9 MB
demeaning_prong v5 221 games, 164615 moves, e=0.837, loss: 2.2, +, 32.9% elo% vs. random_no_suicide, avg. reward: -7.873, 1.614 sec/game, 5.1 min. total, 505.8 MB
demeaning_prong v5 222 games, 165339 moves, e=0.836, loss: 2.5, ., 33.6% elo% vs. random_no_suicide, avg. reward: -7.887, 1.587 sec/game, 5.1 min. total, 505.9 MB
demeaning_prong v5 223 games, 166129 moves, e=0.836, loss: 2.4, -, 32.2% elo% vs. random_no_suicide, avg. reward: -7.864, 1.586 sec/game, 5.1 min. total, 505.0 MB
demeaning_prong v5 224 games, 166997 moves, e=0.835, loss: 2.6, -, 31.0% elo% vs. random_no_suicide, avg. reward: -7.856, 1.571 sec/game, 5.1 min. total, 506.5 MB
demeaning_prong v5 225 games, 167779 moves, e=0.834, loss: 2.6, -, 29.7% elo% vs. random_no_suicide, avg. reward: -7.835, 1.582 sec/game, 5.2 min. total, 510.5 MB
demeaning_prong v5 226 games, 168656 moves, e=0.833, loss: 2.5, ., 30.5% elo% vs. random_no_suicide, avg. reward: -7.811, 1.582 sec/game, 5.2 min. total, 506.5 MB
demeaning_prong v5 227 games, 169488 moves, e=0.832, loss: 2.5, +, 33.3% elo% vs. random_no_suicide, avg. reward: -7.796, 1.582 sec/game, 5.2 min. total, 508.8 MB
demeaning_prong v5 228 games, 170247 moves, e=0.831, loss: 2.5, +, 36.1% elo% vs. random_no_suicide, avg. reward: -7.802, 1.582 sec/game, 5.3 min. total, 507.9 MB
demeaning_prong v5 229 games, 170903 moves, e=0.831, loss: 2.6, +, 38.9% elo% vs. random_no_suicide, avg. reward: -7.810, 1.563 sec/game, 5.3 min. total, 507.9 MB
demeaning_prong v5 230 games, 171664 moves, e=0.830, loss: 2.4, -, 37.2% elo% vs. random_no_suicide, avg. reward: -7.799, 1.574 sec/game, 5.3 min. total, 507.0 MB
demeaning_prong v5 231 games, 172582 moves, e=0.829, loss: 2.5, +, 39.9% elo% vs. random_no_suicide, avg. reward: -7.785, 1.585 sec/game, 5.3 min. total, 509.7 MB
demeaning_prong v5 232 games, 173349 moves, e=0.828, loss: 2.3, +, 42.6% elo% vs. random_no_suicide, avg. reward: -7.782, 1.589 sec/game, 5.4 min. total, 509.6 MB
demeaning_prong v5 233 games, 174170 moves, e=0.828, loss: 2.4, ., 42.9% elo% vs. random_no_suicide, avg. reward: -7.777, 1.590 sec/game, 5.4 min. total, 509.8 MB
demeaning_prong v5 234 games, 175179 moves, e=0.827, loss: 2.2, ., 43.2% elo% vs. random_no_suicide, avg. reward: -7.763, 1.593 sec/game, 5.4 min. total, 511.4 MB
demeaning_prong v5 235 games, 175881 moves, e=0.826, loss: 2.0, +, 45.8% elo% vs. random_no_suicide, avg. reward: -7.771, 1.599 sec/game, 5.4 min. total, 511.4 MB
demeaning_prong v5 236 games, 176826 moves, e=0.825, loss: 2.0, +, 48.3% elo% vs. random_no_suicide, avg. reward: -7.757, 1.623 sec/game, 5.5 min. total, 512.3 MB
demeaning_prong v5 237 games, 177623 moves, e=0.824, loss: 2.0, -, 46.1% elo% vs. random_no_suicide, avg. reward: -7.742, 1.614 sec/game, 5.5 min. total, 512.4 MB
demeaning_prong v5 238 games, 178529 moves, e=0.823, loss: 2.0, -, 44.0% elo% vs. random_no_suicide, avg. reward: -7.719, 1.627 sec/game, 5.5 min. total, 513.2 MB
demeaning_prong v5 239 games, 179379 moves, e=0.822, loss: 2.2, -, 42.0% elo% vs. random_no_suicide, avg. reward: -7.713, 1.635 sec/game, 5.6 min. total, 513.3 MB
demeaning_prong v5 240 games, 180237 moves, e=0.822, loss: 2.7, -, 40.1% elo% vs. random_no_suicide, avg. reward: -7.697, 1.652 sec/game, 5.6 min. total, 513.3 MB
demeaning_prong v5 241 games, 181102 moves, e=0.821, loss: 2.5, +, 42.8% elo% vs. random_no_suicide, avg. reward: -7.691, 1.646 sec/game, 5.6 min. total, 513.8 MB
demeaning_prong v5 242 games, 181880 moves, e=0.820, loss: 2.6, +, 45.4% elo% vs. random_no_suicide, avg. reward: -7.680, 1.658 sec/game, 5.6 min. total, 515.7 MB
demeaning_prong v5 243 games, 182618 moves, e=0.819, loss: 2.6, -, 43.3% elo% vs. random_no_suicide, avg. reward: -7.694, 1.665 sec/game, 5.7 min. total, 516.4 MB
demeaning_prong v5 244 games, 183510 moves, e=0.818, loss: 2.5, -, 41.4% elo% vs. random_no_suicide, avg. reward: -7.677, 1.677 sec/game, 5.7 min. total, 515.4 MB
demeaning_prong v5 245 games, 184439 moves, e=0.817, loss: 2.6, -, 39.6% elo% vs. random_no_suicide, avg. reward: -7.653, 1.692 sec/game, 5.7 min. total, 515.2 MB
demeaning_prong v5 246 games, 185202 moves, e=0.817, loss: 2.8, -, 37.8% elo% vs. random_no_suicide, avg. reward: -7.650, 1.687 sec/game, 5.8 min. total, 515.2 MB
demeaning_prong v5 247 games, 185943 moves, e=0.816, loss: 2.6, -, 36.2% elo% vs. random_no_suicide, avg. reward: -7.634, 1.678 sec/game, 5.8 min. total, 514.9 MB
demeaning_prong v5 248 games, 186807 moves, e=0.815, loss: 2.7, -, 34.7% elo% vs. random_no_suicide, avg. reward: -7.621, 1.692 sec/game, 5.8 min. total, 516.6 MB
demeaning_prong v5 249 games, 187617 moves, e=0.814, loss: 2.9, -, 33.2% elo% vs. random_no_suicide, avg. reward: -7.604, 1.705 sec/game, 5.8 min. total, 515.4 MB
demeaning_prong v5 250 games, 188472 moves, e=0.813, loss: 2.5, +, 36.0% elo% vs. random_no_suicide, avg. reward: -7.605, 1.719 sec/game, 5.9 min. total, 519.7 MB
demeaning_prong v5 251 games, 189393 moves, e=0.813, loss: 2.5, +, 38.8% elo% vs. random_no_suicide, avg. reward: -7.586, 1.723 sec/game, 5.9 min. total, 519.6 MB
demeaning_prong v5 252 games, 190207 moves, e=0.812, loss: 2.7, +, 41.5% elo% vs. random_no_suicide, avg. reward: -7.583, 1.726 sec/game, 5.9 min. total, 519.7 MB
demeaning_prong v5 253 games, 191012 moves, e=0.811, loss: 2.7, +, 44.1% elo% vs. random_no_suicide, avg. reward: -7.570, 1.741 sec/game, 6.0 min. total, 519.7 MB
demeaning_prong v5 254 games, 191843 moves, e=0.810, loss: 2.5, -, 42.1% elo% vs. random_no_suicide, avg. reward: -7.566, 1.719 sec/game, 6.0 min. total, 519.8 MB
demeaning_prong v5 255 games, 192747 moves, e=0.809, loss: 2.6, +, 44.8% elo% vs. random_no_suicide, avg. reward: -7.541, 1.736 sec/game, 6.0 min. total, 519.9 MB
demeaning_prong v5 256 games, 193641 moves, e=0.808, loss: 2.5, -, 42.7% elo% vs. random_no_suicide, avg. reward: -7.529, 1.734 sec/game, 6.0 min. total, 518.5 MB
demeaning_prong v5 257 games, 194370 moves, e=0.808, loss: 2.4, -, 40.8% elo% vs. random_no_suicide, avg. reward: -7.524, 1.738 sec/game, 6.1 min. total, 518.6 MB
demeaning_prong v5 258 games, 195210 moves, e=0.807, loss: 2.3, +, 43.5% elo% vs. random_no_suicide, avg. reward: -7.529, 1.738 sec/game, 6.1 min. total, 520.9 MB
demeaning_prong v5 259 games, 196091 moves, e=0.806, loss: 2.6, -, 41.5% elo% vs. random_no_suicide, avg. reward: -7.533, 1.732 sec/game, 6.1 min. total, 519.3 MB
demeaning_prong v5 260 games, 196914 moves, e=0.805, loss: 2.5, -, 39.7% elo% vs. random_no_suicide, avg. reward: -7.537, 1.729 sec/game, 6.2 min. total, 519.2 MB
demeaning_prong v5 261 games, 197704 moves, e=0.804, loss: 2.4, -, 37.9% elo% vs. random_no_suicide, avg. reward: -7.538, 1.727 sec/game, 6.2 min. total, 519.2 MB
demeaning_prong v5 262 games, 198604 moves, e=0.803, loss: 2.3, -, 36.3% elo% vs. random_no_suicide, avg. reward: -7.527, 1.740 sec/game, 6.2 min. total, 519.6 MB
demeaning_prong v5 263 games, 199391 moves, e=0.803, loss: 2.3, -, 34.8% elo% vs. random_no_suicide, avg. reward: -7.531, 1.736 sec/game, 6.2 min. total, 519.7 MB
demeaning_prong v5 264 games, 200133 moves, e=0.802, loss: 2.2, -, 33.3% elo% vs. random_no_suicide, avg. reward: -7.544, 1.711 sec/game, 6.3 min. total, 520.0 MB
demeaning_prong v5 265 games, 200944 moves, e=0.801, loss: 2.3, -, 32.0% elo% vs. random_no_suicide, avg. reward: -7.548, 1.700 sec/game, 6.3 min. total, 525.7 MB
demeaning_prong v5 266 games, 201796 moves, e=0.800, loss: 2.4, -, 30.7% elo% vs. random_no_suicide, avg. reward: -7.545, 1.709 sec/game, 6.3 min. total, 527.5 MB
demeaning_prong v5 267 games, 202627 moves, e=0.799, loss: 2.4, -, 29.5% elo% vs. random_no_suicide, avg. reward: -7.530, 1.719 sec/game, 6.4 min. total, 523.1 MB
demeaning_prong v5 268 games, 203551 moves, e=0.798, loss: 3.0, +, 32.3% elo% vs. random_no_suicide, avg. reward: -7.520, 1.720 sec/game, 6.4 min. total, 524.5 MB
demeaning_prong v5 269 games, 204452 moves, e=0.798, loss: 2.5, -, 31.0% elo% vs. random_no_suicide, avg. reward: -7.509, 1.734 sec/game, 6.4 min. total, 523.1 MB
demeaning_prong v5 270 games, 205251 moves, e=0.797, loss: 2.3, +, 33.8% elo% vs. random_no_suicide, avg. reward: -7.515, 1.723 sec/game, 6.4 min. total, 524.6 MB
demeaning_prong v5 271 games, 206010 moves, e=0.796, loss: 2.2, +, 36.6% elo% vs. random_no_suicide, avg. reward: -7.511, 1.710 sec/game, 6.5 min. total, 524.6 MB
demeaning_prong v5 272 games, 206861 moves, e=0.795, loss: 2.1, -, 35.0% elo% vs. random_no_suicide, avg. reward: -7.491, 1.718 sec/game, 6.5 min. total, 524.0 MB
demeaning_prong v5 273 games, 207684 moves, e=0.794, loss: 2.0, +, 37.8% elo% vs. random_no_suicide, avg. reward: -7.474, 1.707 sec/game, 6.5 min. total, 526.1 MB
demeaning_prong v5 274 games, 208537 moves, e=0.794, loss: 1.9, +, 40.5% elo% vs. random_no_suicide, avg. reward: -7.458, 1.716 sec/game, 6.6 min. total, 525.9 MB
demeaning_prong v5 275 games, 209421 moves, e=0.793, loss: 1.8, -, 38.7% elo% vs. random_no_suicide, avg. reward: -7.461, 1.716 sec/game, 6.6 min. total, 526.1 MB
demeaning_prong v5 276 games, 210273 moves, e=0.792, loss: 2.0, -, 37.1% elo% vs. random_no_suicide, avg. reward: -7.453, 1.705 sec/game, 6.6 min. total, 525.1 MB
demeaning_prong v5 277 games, 211136 moves, e=0.791, loss: 2.1, -, 35.5% elo% vs. random_no_suicide, avg. reward: -7.450, 1.716 sec/game, 6.6 min. total, 525.1 MB
demeaning_prong v5 278 games, 212116 moves, e=0.790, loss: 2.1, -, 34.0% elo% vs. random_no_suicide, avg. reward: -7.435, 1.728 sec/game, 6.7 min. total, 525.8 MB
demeaning_prong v5 279 games, 212957 moves, e=0.789, loss: 2.2, +, 36.8% elo% vs. random_no_suicide, avg. reward: -7.415, 1.728 sec/game, 6.7 min. total, 527.8 MB
demeaning_prong v5 280 games, 213755 moves, e=0.788, loss: 2.1, -, 35.2% elo% vs. random_no_suicide, avg. reward: -7.407, 1.714 sec/game, 6.7 min. total, 527.1 MB
