transpire_herself v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.2 MB
transpire_herself v23 2147 games, 5331291 moves, e=0.010, loss: 5022563.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.563, 4.578 sec/game, 138.4 min. total, 1115.3 MB
transpire_herself v23 2148 games, 5333514 moves, e=0.010, loss: 5349415.2, -, 0.7% elo% vs. supershibe, avg. reward: -1.566, 4.588 sec/game, 138.4 min. total, 1110.9 MB
transpire_herself v23 2149 games, 5335880 moves, e=0.010, loss: 5405055.8, -, 0.7% elo% vs. supershibe, avg. reward: -1.569, 4.586 sec/game, 138.5 min. total, 1112.4 MB
transpire_herself v23 2150 games, 5338171 moves, e=0.010, loss: 5026419.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.574, 4.592 sec/game, 138.6 min. total, 1112.4 MB
transpire_herself v23 2151 games, 5340474 moves, e=0.010, loss: 5474794.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.580, 4.580 sec/game, 138.7 min. total, 1112.1 MB
transpire_herself v23 2152 games, 5342922 moves, e=0.010, loss: 4908174.6, -, 0.7% elo% vs. supershibe, avg. reward: -1.584, 4.597 sec/game, 138.7 min. total, 1113.4 MB
transpire_herself v23 2153 games, 5345309 moves, e=0.010, loss: 5187714.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.586, 4.607 sec/game, 138.8 min. total, 1113.9 MB
transpire_herself v23 2154 games, 5347587 moves, e=0.010, loss: 5284864.6, -, 0.7% elo% vs. supershibe, avg. reward: -1.588, 4.613 sec/game, 138.9 min. total, 1115.0 MB
transpire_herself v23 2155 games, 5349984 moves, e=0.010, loss: 4951693.8, -, 0.7% elo% vs. supershibe, avg. reward: -1.590, 4.611 sec/game, 139.0 min. total, 1116.0 MB
transpire_herself v23 2156 games, 5352454 moves, e=0.010, loss: 4912697.2, -, 0.7% elo% vs. supershibe, avg. reward: -1.590, 4.625 sec/game, 139.1 min. total, 1117.1 MB
transpire_herself v23 2157 games, 5354858 moves, e=0.010, loss: 4814607.4, -, 0.7% elo% vs. supershibe, avg. reward: -1.591, 4.616 sec/game, 139.1 min. total, 1118.8 MB
transpire_herself v23 2158 games, 5357322 moves, e=0.010, loss: 4472062.6, -, 0.7% elo% vs. supershibe, avg. reward: -1.591, 4.627 sec/game, 139.2 min. total, 1122.8 MB
transpire_herself v23 2159 games, 5359969 moves, e=0.010, loss: 4550743.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.585, 4.658 sec/game, 139.3 min. total, 1124.5 MB
transpire_herself v23 2160 games, 5362488 moves, e=0.010, loss: 4854981.6, -, 0.7% elo% vs. supershibe, avg. reward: -1.584, 4.662 sec/game, 139.4 min. total, 1124.6 MB
transpire_herself v23 2161 games, 5364972 moves, e=0.010, loss: 4901287.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.584, 4.665 sec/game, 139.5 min. total, 1125.1 MB
transpire_herself v23 2162 games, 5367393 moves, e=0.010, loss: 5060909.6, -, 0.7% elo% vs. supershibe, avg. reward: -1.583, 4.689 sec/game, 139.5 min. total, 1125.3 MB
transpire_herself v23 2163 games, 5369828 moves, e=0.010, loss: 5196493.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.585, 4.710 sec/game, 139.6 min. total, 1123.9 MB
transpire_herself v23 2164 games, 5372458 moves, e=0.010, loss: 5160993.9, -, 0.7% elo% vs. supershibe, avg. reward: -1.579, 4.751 sec/game, 139.7 min. total, 1123.7 MB
transpire_herself v23 2165 games, 5374916 moves, e=0.010, loss: 4844505.9, -, 0.7% elo% vs. supershibe, avg. reward: -1.578, 4.750 sec/game, 139.8 min. total, 1123.8 MB
transpire_herself v23 2166 games, 5377491 moves, e=0.010, loss: 4348592.8, -, 0.7% elo% vs. supershibe, avg. reward: -1.575, 4.771 sec/game, 139.9 min. total, 1125.9 MB
transpire_herself v23 2167 games, 5379997 moves, e=0.010, loss: 4558679.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.572, 4.805 sec/game, 140.0 min. total, 1127.5 MB
transpire_herself v23 2168 games, 5382823 moves, e=0.010, loss: 4659267.0, -, 0.7% elo% vs. supershibe, avg. reward: -1.568, 4.857 sec/game, 140.1 min. total, 1130.4 MB
transpire_herself v23 2169 games, 5385707 moves, e=0.010, loss: 4175519.9, -, 0.7% elo% vs. supershibe, avg. reward: -1.561, 4.912 sec/game, 140.1 min. total, 1135.0 MB
transpire_herself v23 2170 games, 5388739 moves, e=0.010, loss: 4068260.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.554, 4.980 sec/game, 140.2 min. total, 1137.9 MB
transpire_herself v23 2171 games, 5391781 moves, e=0.010, loss: 3969769.1, -, 0.7% elo% vs. supershibe, avg. reward: -1.542, 5.053 sec/game, 140.3 min. total, 1142.3 MB
transpire_herself v23 2172 games, 5394639 moves, e=0.010, loss: 3875515.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.535, 5.089 sec/game, 140.4 min. total, 1141.9 MB
transpire_herself v23 2173 games, 5397390 moves, e=0.010, loss: 4422502.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.531, 5.124 sec/game, 140.5 min. total, 1140.0 MB
transpire_herself v23 2174 games, 5399964 moves, e=0.010, loss: 4862936.0, -, 0.7% elo% vs. supershibe, avg. reward: -1.530, 5.144 sec/game, 140.6 min. total, 1138.2 MB
transpire_herself v23 2175 games, 5402386 moves, e=0.010, loss: 5196367.1, -, 0.7% elo% vs. supershibe, avg. reward: -1.532, 5.152 sec/game, 140.7 min. total, 1135.8 MB
transpire_herself v23 2176 games, 5404814 moves, e=0.010, loss: 5419081.6, -, 0.7% elo% vs. supershibe, avg. reward: -1.532, 5.141 sec/game, 140.8 min. total, 1134.5 MB
transpire_herself v23 2177 games, 5407132 moves, e=0.010, loss: 5786943.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.533, 5.142 sec/game, 140.8 min. total, 1130.9 MB
transpire_herself v23 2178 games, 5409367 moves, e=0.010, loss: 5743744.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.536, 5.110 sec/game, 140.9 min. total, 1129.6 MB
transpire_herself v23 2179 games, 5411657 moves, e=0.010, loss: 5749016.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.541, 5.076 sec/game, 141.0 min. total, 1127.4 MB
transpire_herself v23 2180 games, 5413920 moves, e=0.010, loss: 5954346.2, -, 0.7% elo% vs. supershibe, avg. reward: -1.543, 5.059 sec/game, 141.1 min. total, 1127.5 MB
transpire_herself v23 2181 games, 5416190 moves, e=0.010, loss: 6147936.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.545, 5.039 sec/game, 141.1 min. total, 1126.2 MB
transpire_herself v23 2182 games, 5418481 moves, e=0.010, loss: 6163325.1, -, 0.7% elo% vs. supershibe, avg. reward: -1.548, 5.029 sec/game, 141.2 min. total, 1126.5 MB
transpire_herself v23 2183 games, 5420844 moves, e=0.010, loss: 7104972.2, -, 0.7% elo% vs. supershibe, avg. reward: -1.546, 5.013 sec/game, 141.3 min. total, 1128.2 MB
transpire_herself v23 2184 games, 5423259 moves, e=0.010, loss: 6429094.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.547, 5.000 sec/game, 141.4 min. total, 1129.6 MB
transpire_herself v23 2185 games, 5425755 moves, e=0.010, loss: 5932953.2, -, 0.7% elo% vs. supershibe, avg. reward: -1.545, 4.999 sec/game, 141.5 min. total, 1132.0 MB
transpire_herself v23 2186 games, 5428349 moves, e=0.010, loss: 6466827.0, -, 0.7% elo% vs. supershibe, avg. reward: -1.541, 5.001 sec/game, 141.5 min. total, 1135.1 MB
transpire_herself v23 2187 games, 5430857 moves, e=0.010, loss: 5962443.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.539, 5.004 sec/game, 141.6 min. total, 1135.8 MB
transpire_herself v23 2188 games, 5433481 moves, e=0.010, loss: 5716945.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.539, 4.986 sec/game, 141.7 min. total, 1139.1 MB
transpire_herself v23 2189 games, 5435989 moves, e=0.010, loss: 5753087.0, -, 0.7% elo% vs. supershibe, avg. reward: -1.538, 4.944 sec/game, 141.8 min. total, 1140.5 MB
transpire_herself v23 2190 games, 5438653 moves, e=0.010, loss: 5163042.2, -, 0.7% elo% vs. supershibe, avg. reward: -1.535, 4.912 sec/game, 141.9 min. total, 1142.6 MB
transpire_herself v23 2191 games, 5441248 moves, e=0.010, loss: 5294634.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.533, 4.860 sec/game, 142.0 min. total, 1143.0 MB
transpire_herself v23 2192 games, 5443855 moves, e=0.010, loss: 5539137.8, -, 0.7% elo% vs. supershibe, avg. reward: -1.529, 4.849 sec/game, 142.1 min. total, 1141.7 MB
transpire_herself v23 2193 games, 5446433 moves, e=0.010, loss: 5672425.4, -, 0.7% elo% vs. supershibe, avg. reward: -1.528, 4.836 sec/game, 142.1 min. total, 1142.7 MB
transpire_herself v23 2194 games, 5448960 moves, e=0.010, loss: 5499784.8, -, 0.7% elo% vs. supershibe, avg. reward: -1.528, 4.835 sec/game, 142.2 min. total, 1142.2 MB
transpire_herself v23 2195 games, 5451484 moves, e=0.010, loss: 5172271.1, -, 0.7% elo% vs. supershibe, avg. reward: -1.526, 4.839 sec/game, 142.3 min. total, 1141.9 MB
transpire_herself v23 2196 games, 5453972 moves, e=0.010, loss: 5171414.8, -, 0.7% elo% vs. supershibe, avg. reward: -1.524, 4.848 sec/game, 142.4 min. total, 1140.5 MB
transpire_herself v23 2197 games, 5456306 moves, e=0.010, loss: 5694594.8, -, 0.7% elo% vs. supershibe, avg. reward: -1.523, 4.844 sec/game, 142.5 min. total, 1139.3 MB
transpire_herself v23 2198 games, 5458659 moves, e=0.010, loss: 6200536.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.524, 4.853 sec/game, 142.5 min. total, 1143.6 MB
transpire_herself v23 2199 games, 5460986 moves, e=0.010, loss: 6518890.6, -, 0.7% elo% vs. supershibe, avg. reward: -1.525, 4.859 sec/game, 142.6 min. total, 1140.8 MB
transpire_herself v23 2200 games, 5463401 moves, e=0.010, loss: 6664072.9, -, 0.7% elo% vs. supershibe, avg. reward: -1.522, 4.871 sec/game, 142.7 min. total, 1140.4 MB
transpire_herself v23 2201 games, 5465973 moves, e=0.010, loss: 6411641.8, -, 0.7% elo% vs. supershibe, avg. reward: -1.521, 4.896 sec/game, 142.8 min. total, 1143.0 MB
transpire_herself v23 2202 games, 5468288 moves, e=0.010, loss: 6394404.2, -, 0.7% elo% vs. supershibe, avg. reward: -1.520, 4.901 sec/game, 142.9 min. total, 1144.0 MB
transpire_herself v23 2203 games, 5470705 moves, e=0.010, loss: 6035714.4, -, 0.7% elo% vs. supershibe, avg. reward: -1.520, 4.891 sec/game, 142.9 min. total, 1144.1 MB
transpire_herself v23 2204 games, 5473117 moves, e=0.010, loss: 6510068.9, -, 0.7% elo% vs. supershibe, avg. reward: -1.521, 4.873 sec/game, 143.0 min. total, 1144.1 MB
transpire_herself v23 2205 games, 5475577 moves, e=0.010, loss: 6052668.9, -, 0.7% elo% vs. supershibe, avg. reward: -1.524, 4.876 sec/game, 143.1 min. total, 1143.9 MB
transpire_herself v23 2206 games, 5478133 moves, e=0.010, loss: 6282672.9, -, 0.7% elo% vs. supershibe, avg. reward: -1.523, 4.876 sec/game, 143.2 min. total, 1147.2 MB
transpire_herself v23 2207 games, 5480553 moves, e=0.010, loss: 6242791.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.521, 4.861 sec/game, 143.2 min. total, 1146.6 MB
transpire_herself v23 2208 games, 5483210 moves, e=0.010, loss: 6625411.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.521, 4.859 sec/game, 143.3 min. total, 1150.3 MB
transpire_herself v23 2209 games, 5485715 moves, e=0.010, loss: 6658138.9, -, 0.7% elo% vs. supershibe, avg. reward: -1.521, 4.877 sec/game, 143.4 min. total, 1150.3 MB
transpire_herself v23 2210 games, 5488368 moves, e=0.010, loss: 6027219.2, -, 0.7% elo% vs. supershibe, avg. reward: -1.521, 4.863 sec/game, 143.5 min. total, 1150.2 MB
transpire_herself v23 2211 games, 5491051 moves, e=0.010, loss: 5738643.8, -, 0.7% elo% vs. supershibe, avg. reward: -1.522, 4.879 sec/game, 143.6 min. total, 1152.4 MB
transpire_herself v23 2212 games, 5493584 moves, e=0.010, loss: 5769247.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.521, 4.863 sec/game, 143.7 min. total, 1152.5 MB
transpire_herself v23 2213 games, 5496165 moves, e=0.010, loss: 5213025.4, -, 0.7% elo% vs. supershibe, avg. reward: -1.521, 4.865 sec/game, 143.8 min. total, 1153.2 MB
transpire_herself v23 2214 games, 5498681 moves, e=0.010, loss: 5445779.4, -, 0.7% elo% vs. supershibe, avg. reward: -1.523, 4.863 sec/game, 143.8 min. total, 1152.3 MB
transpire_herself v23 2215 games, 5501030 moves, e=0.010, loss: 6001858.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.529, 4.860 sec/game, 143.9 min. total, 1150.7 MB
transpire_herself v23 2216 games, 5503319 moves, e=0.010, loss: 6276357.0, -, 0.7% elo% vs. supershibe, avg. reward: -1.538, 4.839 sec/game, 144.0 min. total, 1150.1 MB
transpire_herself v23 2217 games, 5505763 moves, e=0.010, loss: 6596626.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.539, 4.853 sec/game, 144.1 min. total, 1150.8 MB
transpire_herself v23 2218 games, 5508198 moves, e=0.010, loss: 7237686.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.543, 4.869 sec/game, 144.2 min. total, 1150.5 MB
transpire_herself v23 2219 games, 5510636 moves, e=0.010, loss: 7191207.1, -, 0.7% elo% vs. supershibe, avg. reward: -1.545, 4.876 sec/game, 144.2 min. total, 1150.8 MB
transpire_herself v23 2220 games, 5513061 moves, e=0.010, loss: 7151532.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.544, 4.869 sec/game, 144.3 min. total, 1151.5 MB
transpire_herself v23 2221 games, 5515448 moves, e=0.010, loss: 7121929.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.544, 4.860 sec/game, 144.4 min. total, 1152.9 MB
transpire_herself v23 2222 games, 5517838 moves, e=0.010, loss: 7175345.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.544, 4.865 sec/game, 144.5 min. total, 1152.2 MB
transpire_herself v23 2223 games, 5520237 moves, e=0.010, loss: 6702635.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.544, 4.870 sec/game, 144.5 min. total, 1151.3 MB
transpire_herself v23 2224 games, 5522733 moves, e=0.010, loss: 6980512.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.538, 4.880 sec/game, 144.6 min. total, 1152.1 MB
transpire_herself v23 2225 games, 5525190 moves, e=0.010, loss: 7140363.0, -, 0.7% elo% vs. supershibe, avg. reward: -1.534, 4.874 sec/game, 144.7 min. total, 1153.2 MB
transpire_herself v23 2226 games, 5527564 moves, e=0.010, loss: 6907993.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.532, 4.867 sec/game, 144.8 min. total, 1154.5 MB
transpire_herself v23 2227 games, 5529852 moves, e=0.010, loss: 7305174.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.533, 4.846 sec/game, 144.9 min. total, 1152.9 MB
transpire_herself v23 2228 games, 5532201 moves, e=0.010, loss: 7744924.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.532, 4.826 sec/game, 144.9 min. total, 1152.4 MB
transpire_herself v23 2229 games, 5534515 moves, e=0.010, loss: 8592658.1, -, 0.7% elo% vs. supershibe, avg. reward: -1.531, 4.800 sec/game, 145.0 min. total, 1156.0 MB
transpire_herself v23 2230 games, 5536903 moves, e=0.010, loss: 8512624.1, -, 0.7% elo% vs. supershibe, avg. reward: -1.533, 4.782 sec/game, 145.1 min. total, 1152.0 MB
transpire_herself v23 2231 games, 5539152 moves, e=0.010, loss: 9024662.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.534, 4.729 sec/game, 145.2 min. total, 1156.0 MB
transpire_herself v23 2232 games, 5541545 moves, e=0.010, loss: 8769848.9, -, 0.7% elo% vs. supershibe, avg. reward: -1.534, 4.720 sec/game, 145.3 min. total, 1152.7 MB
transpire_herself v23 2233 games, 5543999 moves, e=0.010, loss: 8838931.0, -, 0.7% elo% vs. supershibe, avg. reward: -1.532, 4.701 sec/game, 145.3 min. total, 1154.3 MB
transpire_herself v23 2234 games, 5546402 moves, e=0.010, loss: 8419558.6, -, 0.7% elo% vs. supershibe, avg. reward: -1.532, 4.694 sec/game, 145.4 min. total, 1160.5 MB
transpire_herself v23 2235 games, 5548902 moves, e=0.010, loss: 8688268.6, -, 0.7% elo% vs. supershibe, avg. reward: -1.530, 4.700 sec/game, 145.5 min. total, 1158.7 MB
transpire_herself v23 2236 games, 5551337 moves, e=0.010, loss: 8090113.1, -, 0.7% elo% vs. supershibe, avg. reward: -1.530, 4.711 sec/game, 145.6 min. total, 1159.2 MB
transpire_herself v23 2237 games, 5553729 moves, e=0.010, loss: 8544084.0, -, 0.7% elo% vs. supershibe, avg. reward: -1.532, 4.725 sec/game, 145.7 min. total, 1159.7 MB
transpire_herself v23 2238 games, 5556064 moves, e=0.010, loss: 8739016.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.533, 4.709 sec/game, 145.7 min. total, 1160.3 MB
transpire_herself v23 2239 games, 5558392 moves, e=0.010, loss: 8801034.4, -, 0.7% elo% vs. supershibe, avg. reward: -1.532, 4.698 sec/game, 145.8 min. total, 1163.3 MB
transpire_herself v23 2240 games, 5560682 moves, e=0.010, loss: 9499146.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.534, 4.693 sec/game, 145.9 min. total, 1159.9 MB
transpire_herself v23 2241 games, 5563121 moves, e=0.010, loss: 9307620.4, -, 0.7% elo% vs. supershibe, avg. reward: -1.533, 4.694 sec/game, 146.0 min. total, 1161.0 MB
transpire_herself v23 2242 games, 5565413 moves, e=0.010, loss: 9596316.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.531, 4.682 sec/game, 146.0 min. total, 1161.8 MB
transpire_herself v23 2243 games, 5567667 moves, e=0.010, loss: 9304591.4, -, 0.7% elo% vs. supershibe, avg. reward: -1.533, 4.675 sec/game, 146.1 min. total, 1161.6 MB
transpire_herself v23 2244 games, 5569938 moves, e=0.010, loss: 9991761.0, -, 0.7% elo% vs. supershibe, avg. reward: -1.533, 4.653 sec/game, 146.2 min. total, 1165.9 MB
transpire_herself v23 2245 games, 5572346 moves, e=0.010, loss: 9880192.2, -, 0.7% elo% vs. supershibe, avg. reward: -1.532, 4.647 sec/game, 146.3 min. total, 1166.4 MB
transpire_herself v23 2246 games, 5574658 moves, e=0.010, loss: 9443886.6, -, 0.7% elo% vs. supershibe, avg. reward: -1.533, 4.637 sec/game, 146.3 min. total, 1161.0 MB
transpire_herself v23 2247 games, 5577058 moves, e=0.010, loss: 8817702.6, -, 0.7% elo% vs. supershibe, avg. reward: -1.527, 4.648 sec/game, 146.4 min. total, 1160.6 MB
transpire_herself v23 2248 games, 5579537 moves, e=0.010, loss: 8955457.0, -, 0.7% elo% vs. supershibe, avg. reward: -1.522, 4.658 sec/game, 146.5 min. total, 1164.1 MB
transpire_herself v23 2249 games, 5581957 moves, e=0.010, loss: 8204936.3, -, 0.7% elo% vs. supershibe, avg. reward: -1.520, 4.674 sec/game, 146.6 min. total, 1164.0 MB
transpire_herself v23 2250 games, 5584445 moves, e=0.010, loss: 7787511.9, -, 0.7% elo% vs. supershibe, avg. reward: -1.515, 4.678 sec/game, 146.7 min. total, 1163.6 MB
transpire_herself v23 2251 games, 5586868 moves, e=0.010, loss: 7913682.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.514, 4.706 sec/game, 146.7 min. total, 1165.5 MB
transpire_herself v23 2252 games, 5589259 moves, e=0.010, loss: 8042318.7, -, 0.7% elo% vs. supershibe, avg. reward: -1.511, 4.699 sec/game, 146.8 min. total, 1164.7 MB
transpire_herself v23 2253 games, 5591722 moves, e=0.010, loss: 7437744.4, -, 0.7% elo% vs. supershibe, avg. reward: -1.510, 4.704 sec/game, 146.9 min. total, 1165.8 MB
transpire_herself v23 2254 games, 5594355 moves, e=0.010, loss: 8065162.4, -, 0.7% elo% vs. supershibe, avg. reward: -1.507, 4.715 sec/game, 147.0 min. total, 1168.6 MB
transpire_herself v23 2255 games, 5596952 moves, e=0.010, loss: 8098001.5, -, 0.7% elo% vs. supershibe, avg. reward: -1.503, 4.737 sec/game, 147.1 min. total, 1169.5 MB
transpire_herself v23 2256 games, 5599381 moves, e=0.010, loss: 8356213.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.501, 4.741 sec/game, 147.1 min. total, 1170.0 MB
transpire_herself v23 2257 games, 5601902 moves, e=0.010, loss: 9036837.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.498, 4.734 sec/game, 147.2 min. total, 1171.6 MB
transpire_herself v23 2258 games, 5604318 moves, e=0.010, loss: 8632804.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.499, 4.743 sec/game, 147.3 min. total, 1169.9 MB
transpire_herself v23 2259 games, 5606855 moves, e=0.010, loss: 8617271.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.503, 4.777 sec/game, 147.4 min. total, 1170.0 MB
transpire_herself v23 2260 games, 5609240 moves, e=0.010, loss: 9482188.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.502, 4.784 sec/game, 147.5 min. total, 1170.1 MB
transpire_herself v23 2261 games, 5611541 moves, e=0.010, loss: 9960218.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.503, 4.772 sec/game, 147.5 min. total, 1174.5 MB
transpire_herself v23 2262 games, 5613729 moves, e=0.010, loss: 9060957.0, -, 0.6% elo% vs. supershibe, avg. reward: -1.507, 4.759 sec/game, 147.6 min. total, 1176.7 MB
transpire_herself v23 2263 games, 5616007 moves, e=0.010, loss: 10753604.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.510, 4.765 sec/game, 147.7 min. total, 1170.0 MB
transpire_herself v23 2264 games, 5618362 moves, e=0.010, loss: 12189067.0, -, 0.6% elo% vs. supershibe, avg. reward: -1.514, 4.770 sec/game, 147.8 min. total, 1168.8 MB
transpire_herself v23 2265 games, 5620619 moves, e=0.010, loss: 12300566.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.516, 4.763 sec/game, 147.8 min. total, 1168.6 MB
transpire_herself v23 2266 games, 5622961 moves, e=0.010, loss: 12743311.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.521, 4.755 sec/game, 147.9 min. total, 1174.8 MB
transpire_herself v23 2267 games, 5625271 moves, e=0.010, loss: 13243694.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.526, 4.753 sec/game, 148.0 min. total, 1171.4 MB
transpire_herself v23 2268 games, 5627671 moves, e=0.010, loss: 13491462.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.530, 4.746 sec/game, 148.1 min. total, 1172.1 MB
transpire_herself v23 2269 games, 5630023 moves, e=0.010, loss: 13963343.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.537, 4.722 sec/game, 148.2 min. total, 1177.2 MB
transpire_herself v23 2270 games, 5632216 moves, e=0.010, loss: 12878866.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.547, 4.696 sec/game, 148.2 min. total, 1172.2 MB
transpire_herself v23 2271 games, 5634564 moves, e=0.010, loss: 13222850.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.556, 4.696 sec/game, 148.3 min. total, 1171.0 MB
transpire_herself v23 2272 games, 5637005 moves, e=0.010, loss: 12914597.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.561, 4.708 sec/game, 148.4 min. total, 1176.8 MB
transpire_herself v23 2273 games, 5639367 moves, e=0.010, loss: 12315846.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.567, 4.692 sec/game, 148.5 min. total, 1171.5 MB
transpire_herself v23 2274 games, 5641768 moves, e=0.010, loss: 11577730.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.568, 4.676 sec/game, 148.5 min. total, 1176.1 MB
transpire_herself v23 2275 games, 5644158 moves, e=0.010, loss: 12089950.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.566, 4.638 sec/game, 148.6 min. total, 1172.9 MB
transpire_herself v23 2276 games, 5646534 moves, e=0.010, loss: 11113552.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.565, 4.641 sec/game, 148.7 min. total, 1174.0 MB
transpire_herself v23 2277 games, 5649130 moves, e=0.010, loss: 11627677.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.563, 4.648 sec/game, 148.8 min. total, 1176.9 MB
transpire_herself v23 2278 games, 5651626 moves, e=0.010, loss: 11696655.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.560, 4.663 sec/game, 148.9 min. total, 1176.5 MB
transpire_herself v23 2279 games, 5653977 moves, e=0.010, loss: 11341647.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.558, 4.630 sec/game, 148.9 min. total, 1182.9 MB
transpire_herself v23 2280 games, 5656450 moves, e=0.010, loss: 13208746.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.554, 4.641 sec/game, 149.0 min. total, 1186.3 MB
transpire_herself v23 2281 games, 5658742 moves, e=0.010, loss: 12390035.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.554, 4.649 sec/game, 149.1 min. total, 1180.2 MB
transpire_herself v23 2282 games, 5661079 moves, e=0.010, loss: 12927868.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.552, 4.675 sec/game, 149.2 min. total, 1179.2 MB
transpire_herself v23 2283 games, 5663445 moves, e=0.010, loss: 14002467.0, -, 0.6% elo% vs. supershibe, avg. reward: -1.553, 4.679 sec/game, 149.3 min. total, 1180.0 MB
transpire_herself v23 2284 games, 5665802 moves, e=0.010, loss: 13508472.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.554, 4.705 sec/game, 149.3 min. total, 1178.6 MB
transpire_herself v23 2285 games, 5668290 moves, e=0.010, loss: 12743166.0, -, 0.6% elo% vs. supershibe, avg. reward: -1.555, 4.733 sec/game, 149.4 min. total, 1180.0 MB
transpire_herself v23 2286 games, 5670760 moves, e=0.010, loss: 12323436.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.556, 4.748 sec/game, 149.5 min. total, 1186.1 MB
transpire_herself v23 2287 games, 5673201 moves, e=0.010, loss: 12047814.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.556, 4.759 sec/game, 149.6 min. total, 1181.3 MB
transpire_herself v23 2288 games, 5675598 moves, e=0.010, loss: 12464942.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.558, 4.758 sec/game, 149.7 min. total, 1182.5 MB
transpire_herself v23 2289 games, 5678018 moves, e=0.010, loss: 12517612.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.558, 4.771 sec/game, 149.7 min. total, 1181.9 MB
transpire_herself v23 2290 games, 5680460 moves, e=0.010, loss: 13536788.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.563, 4.793 sec/game, 149.8 min. total, 1181.6 MB
transpire_herself v23 2291 games, 5682897 moves, e=0.010, loss: 12059276.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.566, 4.787 sec/game, 149.9 min. total, 1182.7 MB
transpire_herself v23 2292 games, 5685350 moves, e=0.010, loss: 11522284.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.568, 4.782 sec/game, 150.0 min. total, 1181.6 MB
