nutcase_devalue v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.5 MB
nutcase_devalue v45 4155 games, 3390318 moves, e=0.664, loss: 3.2, -, 10.7% elo% vs. gir, avg. reward: -5.976, 2.069 sec/game, 107.9 min. total, 1412.4 MB
nutcase_devalue v45 4156 games, 3391274 moves, e=0.664, loss: 3.0, -, 10.5% elo% vs. gir, avg. reward: -5.977, 2.068 sec/game, 107.9 min. total, 1412.8 MB
nutcase_devalue v45 4157 games, 3392338 moves, e=0.664, loss: 2.9, -, 10.4% elo% vs. gir, avg. reward: -5.979, 2.080 sec/game, 107.9 min. total, 1415.3 MB
nutcase_devalue v45 4158 games, 3393317 moves, e=0.664, loss: 3.4, -, 10.2% elo% vs. gir, avg. reward: -5.986, 2.078 sec/game, 108.0 min. total, 1413.3 MB
nutcase_devalue v45 4159 games, 3394258 moves, e=0.664, loss: 3.1, -, 10.0% elo% vs. gir, avg. reward: -5.982, 2.078 sec/game, 108.0 min. total, 1413.7 MB
nutcase_devalue v45 4160 games, 3395236 moves, e=0.664, loss: 3.2, -, 9.9% elo% vs. gir, avg. reward: -5.979, 2.075 sec/game, 108.0 min. total, 1414.2 MB
nutcase_devalue v45 4161 games, 3396289 moves, e=0.664, loss: 3.6, -, 9.7% elo% vs. gir, avg. reward: -5.979, 2.064 sec/game, 108.1 min. total, 1414.6 MB
nutcase_devalue v45 4162 games, 3397260 moves, e=0.664, loss: 3.6, -, 9.5% elo% vs. gir, avg. reward: -5.981, 2.073 sec/game, 108.1 min. total, 1414.6 MB
nutcase_devalue v45 4163 games, 3398142 moves, e=0.664, loss: 3.7, -, 9.4% elo% vs. gir, avg. reward: -5.990, 2.048 sec/game, 108.1 min. total, 1414.9 MB
nutcase_devalue v45 4164 games, 3399124 moves, e=0.663, loss: 3.8, -, 9.2% elo% vs. gir, avg. reward: -5.993, 2.070 sec/game, 108.2 min. total, 1415.0 MB
nutcase_devalue v45 4165 games, 3400076 moves, e=0.663, loss: 3.7, -, 9.1% elo% vs. gir, avg. reward: -5.992, 2.082 sec/game, 108.2 min. total, 1415.4 MB
nutcase_devalue v45 4166 games, 3401003 moves, e=0.663, loss: 3.3, -, 9.0% elo% vs. gir, avg. reward: -5.996, 2.076 sec/game, 108.2 min. total, 1415.9 MB
nutcase_devalue v45 4167 games, 3402071 moves, e=0.663, loss: 3.9, -, 8.8% elo% vs. gir, avg. reward: -5.998, 2.090 sec/game, 108.3 min. total, 1416.2 MB
nutcase_devalue v45 4168 games, 3403009 moves, e=0.663, loss: 4.0, -, 8.7% elo% vs. gir, avg. reward: -5.998, 2.096 sec/game, 108.3 min. total, 1416.6 MB
nutcase_devalue v45 4169 games, 3403793 moves, e=0.663, loss: 4.1, -, 8.6% elo% vs. gir, avg. reward: -6.016, 2.073 sec/game, 108.3 min. total, 1419.2 MB
nutcase_devalue v45 4170 games, 3404820 moves, e=0.663, loss: 4.0, -, 8.4% elo% vs. gir, avg. reward: -6.003, 2.075 sec/game, 108.4 min. total, 1417.4 MB
nutcase_devalue v45 4171 games, 3405791 moves, e=0.663, loss: 4.4, -, 8.3% elo% vs. gir, avg. reward: -6.005, 2.076 sec/game, 108.4 min. total, 1417.2 MB
nutcase_devalue v45 4172 games, 3406789 moves, e=0.663, loss: 4.6, -, 8.2% elo% vs. gir, avg. reward: -6.007, 2.077 sec/game, 108.4 min. total, 1417.6 MB
nutcase_devalue v45 4173 games, 3407774 moves, e=0.663, loss: 5.1, -, 8.1% elo% vs. gir, avg. reward: -6.007, 2.070 sec/game, 108.5 min. total, 1418.3 MB
nutcase_devalue v45 4174 games, 3408781 moves, e=0.663, loss: 5.0, -, 8.0% elo% vs. gir, avg. reward: -6.006, 2.070 sec/game, 108.5 min. total, 1418.5 MB
nutcase_devalue v45 4175 games, 3409608 moves, e=0.662, loss: 4.9, -, 7.9% elo% vs. gir, avg. reward: -6.017, 2.053 sec/game, 108.5 min. total, 1418.6 MB
nutcase_devalue v45 4176 games, 3410617 moves, e=0.662, loss: 4.5, -, 7.8% elo% vs. gir, avg. reward: -6.003, 2.059 sec/game, 108.6 min. total, 1418.6 MB
nutcase_devalue v45 4177 games, 3411616 moves, e=0.662, loss: 4.7, -, 7.7% elo% vs. gir, avg. reward: -6.006, 2.060 sec/game, 108.6 min. total, 1419.4 MB
nutcase_devalue v45 4178 games, 3412675 moves, e=0.662, loss: 4.9, -, 7.6% elo% vs. gir, avg. reward: -6.002, 2.066 sec/game, 108.7 min. total, 1422.0 MB
nutcase_devalue v45 4179 games, 3413594 moves, e=0.662, loss: 5.1, +, 8.9% elo% vs. gir, avg. reward: -6.004, 2.066 sec/game, 108.7 min. total, 1419.6 MB
nutcase_devalue v45 4180 games, 3414606 moves, e=0.662, loss: 5.1, -, 8.7% elo% vs. gir, avg. reward: -6.005, 2.066 sec/game, 108.7 min. total, 1420.5 MB
nutcase_devalue v45 4181 games, 3415690 moves, e=0.662, loss: 4.9, -, 8.6% elo% vs. gir, avg. reward: -5.997, 2.078 sec/game, 108.8 min. total, 1420.6 MB
nutcase_devalue v45 4182 games, 3416894 moves, e=0.662, loss: 4.5, -, 8.5% elo% vs. gir, avg. reward: -5.982, 2.093 sec/game, 108.8 min. total, 1421.2 MB
nutcase_devalue v45 4183 games, 3417911 moves, e=0.662, loss: 4.3, -, 8.4% elo% vs. gir, avg. reward: -5.975, 2.121 sec/game, 108.8 min. total, 1421.4 MB
nutcase_devalue v45 4184 games, 3418911 moves, e=0.662, loss: 4.5, -, 8.2% elo% vs. gir, avg. reward: -5.980, 2.120 sec/game, 108.9 min. total, 1421.9 MB
nutcase_devalue v45 4185 games, 3420099 moves, e=0.661, loss: 5.2, -, 8.1% elo% vs. gir, avg. reward: -5.965, 2.134 sec/game, 108.9 min. total, 1422.1 MB
nutcase_devalue v45 4186 games, 3421149 moves, e=0.661, loss: 4.4, -, 8.0% elo% vs. gir, avg. reward: -5.961, 2.142 sec/game, 108.9 min. total, 1422.6 MB
nutcase_devalue v45 4187 games, 3422126 moves, e=0.661, loss: 4.1, -, 7.9% elo% vs. gir, avg. reward: -5.949, 2.141 sec/game, 109.0 min. total, 1422.8 MB
nutcase_devalue v45 4188 games, 3423033 moves, e=0.661, loss: 4.2, -, 7.8% elo% vs. gir, avg. reward: -5.954, 2.133 sec/game, 109.0 min. total, 1422.9 MB
nutcase_devalue v45 4189 games, 3424200 moves, e=0.661, loss: 4.0, -, 7.7% elo% vs. gir, avg. reward: -5.947, 2.169 sec/game, 109.1 min. total, 1423.1 MB
nutcase_devalue v45 4190 games, 3425152 moves, e=0.661, loss: 4.7, -, 7.6% elo% vs. gir, avg. reward: -5.943, 2.176 sec/game, 109.1 min. total, 1423.5 MB
nutcase_devalue v45 4191 games, 3426090 moves, e=0.661, loss: 4.4, -, 7.5% elo% vs. gir, avg. reward: -5.931, 2.175 sec/game, 109.1 min. total, 1424.2 MB
nutcase_devalue v45 4192 games, 3427196 moves, e=0.661, loss: 4.5, -, 7.4% elo% vs. gir, avg. reward: -5.922, 2.178 sec/game, 109.2 min. total, 1426.5 MB
nutcase_devalue v45 4193 games, 3428113 moves, e=0.661, loss: 4.2, -, 7.3% elo% vs. gir, avg. reward: -5.920, 2.177 sec/game, 109.2 min. total, 1424.8 MB
nutcase_devalue v45 4194 games, 3429010 moves, e=0.661, loss: 4.4, -, 7.2% elo% vs. gir, avg. reward: -5.915, 2.167 sec/game, 109.2 min. total, 1425.0 MB
nutcase_devalue v45 4195 games, 3430074 moves, e=0.660, loss: 4.0, -, 7.1% elo% vs. gir, avg. reward: -5.911, 2.195 sec/game, 109.3 min. total, 1425.2 MB
nutcase_devalue v45 4196 games, 3431100 moves, e=0.660, loss: 4.3, -, 7.0% elo% vs. gir, avg. reward: -5.903, 2.189 sec/game, 109.3 min. total, 1425.7 MB
nutcase_devalue v45 4197 games, 3431981 moves, e=0.660, loss: 4.2, -, 7.0% elo% vs. gir, avg. reward: -5.909, 2.176 sec/game, 109.3 min. total, 1425.9 MB
nutcase_devalue v45 4198 games, 3432985 moves, e=0.660, loss: 4.3, -, 6.9% elo% vs. gir, avg. reward: -5.909, 2.172 sec/game, 109.4 min. total, 1426.5 MB
nutcase_devalue v45 4199 games, 3434101 moves, e=0.660, loss: 3.4, -, 6.8% elo% vs. gir, avg. reward: -5.908, 2.185 sec/game, 109.4 min. total, 1426.8 MB
nutcase_devalue v45 4200 games, 3435164 moves, e=0.660, loss: 3.4, -, 6.7% elo% vs. gir, avg. reward: -5.903, 2.195 sec/game, 109.5 min. total, 1427.3 MB
nutcase_devalue v46 4201 games, 3436055 moves, e=0.660, loss: 3.8, -, 47.7% elo% vs. gir, avg. reward: -5.913, 2.173 sec/game, 109.5 min. total, 1431.7 MB
nutcase_devalue v46 4202 games, 3437089 moves, e=0.660, loss: 3.4, -, 45.5% elo% vs. gir, avg. reward: -5.903, 2.159 sec/game, 109.5 min. total, 1427.5 MB
nutcase_devalue v46 4203 games, 3438199 moves, e=0.660, loss: 3.4, -, 43.4% elo% vs. gir, avg. reward: -5.886, 2.157 sec/game, 109.6 min. total, 1428.1 MB
nutcase_devalue v46 4204 games, 3439178 moves, e=0.660, loss: 3.7, -, 41.5% elo% vs. gir, avg. reward: -5.884, 2.157 sec/game, 109.6 min. total, 1428.6 MB
nutcase_devalue v46 4205 games, 3440173 moves, e=0.659, loss: 3.9, -, 39.6% elo% vs. gir, avg. reward: -5.887, 2.143 sec/game, 109.6 min. total, 1428.4 MB
nutcase_devalue v46 4206 games, 3441036 moves, e=0.659, loss: 3.9, -, 37.9% elo% vs. gir, avg. reward: -5.898, 2.130 sec/game, 109.7 min. total, 1429.2 MB
nutcase_devalue v46 4207 games, 3442110 moves, e=0.659, loss: 4.2, -, 36.3% elo% vs. gir, avg. reward: -5.886, 2.130 sec/game, 109.7 min. total, 1429.5 MB
nutcase_devalue v46 4208 games, 3443153 moves, e=0.659, loss: 4.4, -, 34.8% elo% vs. gir, avg. reward: -5.882, 2.141 sec/game, 109.7 min. total, 1429.7 MB
nutcase_devalue v46 4209 games, 3444043 moves, e=0.659, loss: 4.4, -, 33.3% elo% vs. gir, avg. reward: -5.895, 2.116 sec/game, 109.8 min. total, 1429.8 MB
nutcase_devalue v46 4210 games, 3445008 moves, e=0.659, loss: 3.7, -, 32.0% elo% vs. gir, avg. reward: -5.889, 2.107 sec/game, 109.8 min. total, 1430.2 MB
nutcase_devalue v46 4211 games, 3445798 moves, e=0.659, loss: 4.4, -, 30.7% elo% vs. gir, avg. reward: -5.897, 2.092 sec/game, 109.8 min. total, 1430.5 MB
nutcase_devalue v46 4212 games, 3446989 moves, e=0.659, loss: 4.0, -, 29.5% elo% vs. gir, avg. reward: -5.879, 2.100 sec/game, 109.9 min. total, 1430.7 MB
nutcase_devalue v46 4213 games, 3447867 moves, e=0.659, loss: 3.8, -, 28.4% elo% vs. gir, avg. reward: -5.888, 2.091 sec/game, 109.9 min. total, 1431.1 MB
nutcase_devalue v46 4214 games, 3448962 moves, e=0.659, loss: 3.7, -, 27.3% elo% vs. gir, avg. reward: -5.884, 2.112 sec/game, 109.9 min. total, 1431.4 MB
nutcase_devalue v46 4215 games, 3449943 moves, e=0.658, loss: 3.6, -, 26.4% elo% vs. gir, avg. reward: -5.877, 2.097 sec/game, 110.0 min. total, 1432.0 MB
nutcase_devalue v46 4216 games, 3450839 moves, e=0.658, loss: 3.6, -, 25.4% elo% vs. gir, avg. reward: -5.883, 2.084 sec/game, 110.0 min. total, 1432.1 MB
nutcase_devalue v46 4217 games, 3451844 moves, e=0.658, loss: 4.0, -, 24.5% elo% vs. gir, avg. reward: -5.892, 2.096 sec/game, 110.0 min. total, 1432.1 MB
nutcase_devalue v46 4218 games, 3452708 moves, e=0.658, loss: 3.9, -, 23.7% elo% vs. gir, avg. reward: -5.898, 2.088 sec/game, 110.1 min. total, 1432.9 MB
nutcase_devalue v46 4219 games, 3453664 moves, e=0.658, loss: 3.9, -, 22.9% elo% vs. gir, avg. reward: -5.901, 2.076 sec/game, 110.1 min. total, 1433.0 MB
nutcase_devalue v46 4220 games, 3454659 moves, e=0.658, loss: 3.8, -, 22.2% elo% vs. gir, avg. reward: -5.877, 2.066 sec/game, 110.1 min. total, 1433.2 MB
nutcase_devalue v46 4221 games, 3455588 moves, e=0.658, loss: 4.0, -, 21.5% elo% vs. gir, avg. reward: -5.875, 2.066 sec/game, 110.2 min. total, 1433.5 MB
nutcase_devalue v46 4222 games, 3456573 moves, e=0.658, loss: 3.9, -, 20.8% elo% vs. gir, avg. reward: -5.870, 2.065 sec/game, 110.2 min. total, 1434.2 MB
nutcase_devalue v46 4223 games, 3457482 moves, e=0.658, loss: 3.9, -, 20.2% elo% vs. gir, avg. reward: -5.875, 2.053 sec/game, 110.2 min. total, 1434.1 MB
nutcase_devalue v46 4224 games, 3458641 moves, e=0.658, loss: 3.9, -, 19.6% elo% vs. gir, avg. reward: -5.866, 2.066 sec/game, 110.3 min. total, 1434.8 MB
nutcase_devalue v46 4225 games, 3459529 moves, e=0.658, loss: 4.0, -, 19.1% elo% vs. gir, avg. reward: -5.867, 2.056 sec/game, 110.3 min. total, 1435.2 MB
nutcase_devalue v46 4226 games, 3460519 moves, e=0.657, loss: 3.9, -, 18.5% elo% vs. gir, avg. reward: -5.863, 2.067 sec/game, 110.3 min. total, 1435.0 MB
nutcase_devalue v46 4227 games, 3461480 moves, e=0.657, loss: 4.1, -, 18.0% elo% vs. gir, avg. reward: -5.857, 2.056 sec/game, 110.4 min. total, 1435.6 MB
nutcase_devalue v46 4228 games, 3462515 moves, e=0.657, loss: 4.0, -, 17.5% elo% vs. gir, avg. reward: -5.849, 2.058 sec/game, 110.4 min. total, 1435.9 MB
nutcase_devalue v46 4229 games, 3463644 moves, e=0.657, loss: 4.2, -, 17.1% elo% vs. gir, avg. reward: -5.847, 2.083 sec/game, 110.5 min. total, 1436.3 MB
nutcase_devalue v46 4230 games, 3464584 moves, e=0.657, loss: 4.2, -, 16.6% elo% vs. gir, avg. reward: -5.853, 2.085 sec/game, 110.5 min. total, 1436.3 MB
nutcase_devalue v46 4231 games, 3465716 moves, e=0.657, loss: 4.3, -, 16.2% elo% vs. gir, avg. reward: -5.850, 2.114 sec/game, 110.5 min. total, 1436.8 MB
nutcase_devalue v46 4232 games, 3466911 moves, e=0.657, loss: 3.8, -, 15.8% elo% vs. gir, avg. reward: -5.837, 2.131 sec/game, 110.6 min. total, 1437.6 MB
nutcase_devalue v46 4233 games, 3467913 moves, e=0.657, loss: 4.0, -, 15.4% elo% vs. gir, avg. reward: -5.839, 2.142 sec/game, 110.6 min. total, 1437.9 MB
nutcase_devalue v46 4234 games, 3468966 moves, e=0.657, loss: 4.1, -, 15.1% elo% vs. gir, avg. reward: -5.827, 2.133 sec/game, 110.6 min. total, 1437.9 MB
nutcase_devalue v46 4235 games, 3469917 moves, e=0.656, loss: 3.8, -, 14.7% elo% vs. gir, avg. reward: -5.835, 2.133 sec/game, 110.7 min. total, 1438.5 MB
nutcase_devalue v46 4236 games, 3470837 moves, e=0.656, loss: 4.1, -, 14.4% elo% vs. gir, avg. reward: -5.837, 2.135 sec/game, 110.7 min. total, 1438.6 MB
nutcase_devalue v46 4237 games, 3471812 moves, e=0.656, loss: 4.0, -, 14.0% elo% vs. gir, avg. reward: -5.830, 2.134 sec/game, 110.7 min. total, 1438.9 MB
nutcase_devalue v46 4238 games, 3472774 moves, e=0.656, loss: 4.1, -, 13.7% elo% vs. gir, avg. reward: -5.830, 2.142 sec/game, 110.8 min. total, 1439.3 MB
nutcase_devalue v46 4239 games, 3473869 moves, e=0.656, loss: 4.1, -, 13.4% elo% vs. gir, avg. reward: -5.823, 2.157 sec/game, 110.8 min. total, 1439.5 MB
nutcase_devalue v46 4240 games, 3474862 moves, e=0.656, loss: 4.0, -, 13.1% elo% vs. gir, avg. reward: -5.835, 2.157 sec/game, 110.9 min. total, 1439.6 MB
nutcase_devalue v46 4241 games, 3475978 moves, e=0.656, loss: 3.9, -, 12.9% elo% vs. gir, avg. reward: -5.831, 2.180 sec/game, 110.9 min. total, 1440.5 MB
nutcase_devalue v46 4242 games, 3476875 moves, e=0.656, loss: 3.9, -, 12.6% elo% vs. gir, avg. reward: -5.837, 2.169 sec/game, 110.9 min. total, 1440.6 MB
nutcase_devalue v46 4243 games, 3477761 moves, e=0.656, loss: 3.8, -, 12.4% elo% vs. gir, avg. reward: -5.847, 2.167 sec/game, 111.0 min. total, 1441.0 MB
nutcase_devalue v46 4244 games, 3478657 moves, e=0.656, loss: 3.6, -, 12.1% elo% vs. gir, avg. reward: -5.839, 2.142 sec/game, 111.0 min. total, 1441.2 MB
nutcase_devalue v46 4245 games, 3479525 moves, e=0.656, loss: 3.6, -, 11.9% elo% vs. gir, avg. reward: -5.837, 2.133 sec/game, 111.0 min. total, 1441.4 MB
nutcase_devalue v46 4246 games, 3480514 moves, e=0.655, loss: 3.7, -, 11.7% elo% vs. gir, avg. reward: -5.837, 2.133 sec/game, 111.1 min. total, 1442.0 MB
nutcase_devalue v46 4247 games, 3481582 moves, e=0.655, loss: 3.8, -, 11.4% elo% vs. gir, avg. reward: -5.827, 2.145 sec/game, 111.1 min. total, 1441.9 MB
nutcase_devalue v46 4248 games, 3482767 moves, e=0.655, loss: 3.4, -, 11.2% elo% vs. gir, avg. reward: -5.820, 2.164 sec/game, 111.1 min. total, 1442.6 MB
nutcase_devalue v46 4249 games, 3483697 moves, e=0.655, loss: 3.2, -, 11.0% elo% vs. gir, avg. reward: -5.823, 2.139 sec/game, 111.2 min. total, 1443.0 MB
nutcase_devalue v46 4250 games, 3484765 moves, e=0.655, loss: 3.6, -, 10.8% elo% vs. gir, avg. reward: -5.816, 2.142 sec/game, 111.2 min. total, 1443.0 MB
nutcase_devalue v46 4251 games, 3485723 moves, e=0.655, loss: 3.9, -, 10.6% elo% vs. gir, avg. reward: -5.816, 2.137 sec/game, 111.2 min. total, 1443.4 MB
nutcase_devalue v46 4252 games, 3486652 moves, e=0.655, loss: 4.2, -, 10.4% elo% vs. gir, avg. reward: -5.818, 2.099 sec/game, 111.3 min. total, 1443.6 MB
nutcase_devalue v46 4253 games, 3487708 moves, e=0.655, loss: 4.4, -, 10.3% elo% vs. gir, avg. reward: -5.816, 2.100 sec/game, 111.3 min. total, 1443.9 MB
nutcase_devalue v46 4254 games, 3488734 moves, e=0.655, loss: 4.2, -, 10.1% elo% vs. gir, avg. reward: -5.802, 2.098 sec/game, 111.3 min. total, 1444.5 MB
nutcase_devalue v46 4255 games, 3489599 moves, e=0.655, loss: 3.9, -, 9.9% elo% vs. gir, avg. reward: -5.815, 2.095 sec/game, 111.4 min. total, 1445.0 MB
nutcase_devalue v46 4256 games, 3490581 moves, e=0.654, loss: 4.0, -, 9.8% elo% vs. gir, avg. reward: -5.813, 2.107 sec/game, 111.4 min. total, 1445.1 MB
nutcase_devalue v46 4257 games, 3491586 moves, e=0.654, loss: 3.6, -, 9.6% elo% vs. gir, avg. reward: -5.815, 2.106 sec/game, 111.5 min. total, 1445.5 MB
nutcase_devalue v46 4258 games, 3492600 moves, e=0.654, loss: 3.7, -, 9.5% elo% vs. gir, avg. reward: -5.814, 2.094 sec/game, 111.5 min. total, 1445.5 MB
nutcase_devalue v46 4259 games, 3493616 moves, e=0.654, loss: 3.4, -, 9.3% elo% vs. gir, avg. reward: -5.808, 2.092 sec/game, 111.5 min. total, 1446.2 MB
nutcase_devalue v46 4260 games, 3494524 moves, e=0.654, loss: 4.0, -, 9.2% elo% vs. gir, avg. reward: -5.814, 2.085 sec/game, 111.6 min. total, 1446.7 MB
nutcase_devalue v46 4261 games, 3495744 moves, e=0.654, loss: 4.3, -, 9.0% elo% vs. gir, avg. reward: -5.805, 2.096 sec/game, 111.6 min. total, 1447.0 MB
nutcase_devalue v46 4262 games, 3496768 moves, e=0.654, loss: 4.5, -, 8.9% elo% vs. gir, avg. reward: -5.802, 2.111 sec/game, 111.6 min. total, 1447.0 MB
nutcase_devalue v46 4263 games, 3497787 moves, e=0.654, loss: 4.0, -, 8.8% elo% vs. gir, avg. reward: -5.792, 2.124 sec/game, 111.7 min. total, 1447.7 MB
nutcase_devalue v46 4264 games, 3498800 moves, e=0.654, loss: 4.3, -, 8.6% elo% vs. gir, avg. reward: -5.794, 2.135 sec/game, 111.7 min. total, 1447.9 MB
nutcase_devalue v46 4265 games, 3499874 moves, e=0.654, loss: 4.1, -, 8.5% elo% vs. gir, avg. reward: -5.783, 2.156 sec/game, 111.7 min. total, 1448.1 MB
nutcase_devalue v46 4266 games, 3500813 moves, e=0.653, loss: 4.6, ., 9.1% elo% vs. gir, avg. reward: -5.778, 2.155 sec/game, 111.8 min. total, 1448.3 MB
nutcase_devalue v46 4267 games, 3501859 moves, e=0.653, loss: 4.1, -, 9.0% elo% vs. gir, avg. reward: -5.780, 2.156 sec/game, 111.8 min. total, 1448.7 MB
nutcase_devalue v46 4268 games, 3502902 moves, e=0.653, loss: 4.3, -, 8.8% elo% vs. gir, avg. reward: -5.775, 2.136 sec/game, 111.9 min. total, 1449.3 MB
nutcase_devalue v46 4269 games, 3503881 moves, e=0.653, loss: 4.1, -, 8.7% elo% vs. gir, avg. reward: -5.759, 2.148 sec/game, 111.9 min. total, 1449.4 MB
nutcase_devalue v46 4270 games, 3504869 moves, e=0.653, loss: 3.5, -, 8.6% elo% vs. gir, avg. reward: -5.760, 2.139 sec/game, 111.9 min. total, 1450.0 MB
nutcase_devalue v46 4271 games, 3505792 moves, e=0.653, loss: 3.9, -, 8.5% elo% vs. gir, avg. reward: -5.764, 2.142 sec/game, 112.0 min. total, 1452.2 MB
nutcase_devalue v46 4272 games, 3506846 moves, e=0.653, loss: 4.3, ., 9.1% elo% vs. gir, avg. reward: -5.760, 2.155 sec/game, 112.0 min. total, 1450.2 MB
nutcase_devalue v46 4273 games, 3507883 moves, e=0.653, loss: 4.2, -, 8.9% elo% vs. gir, avg. reward: -5.756, 2.158 sec/game, 112.0 min. total, 1450.9 MB
nutcase_devalue v46 4274 games, 3508798 moves, e=0.653, loss: 4.1, -, 8.8% elo% vs. gir, avg. reward: -5.766, 2.153 sec/game, 112.1 min. total, 1450.8 MB
nutcase_devalue v46 4275 games, 3509948 moves, e=0.653, loss: 4.1, -, 8.7% elo% vs. gir, avg. reward: -5.742, 2.178 sec/game, 112.1 min. total, 1453.7 MB
nutcase_devalue v46 4276 games, 3510984 moves, e=0.652, loss: 3.9, -, 8.5% elo% vs. gir, avg. reward: -5.738, 2.178 sec/game, 112.1 min. total, 1451.7 MB
nutcase_devalue v46 4277 games, 3511841 moves, e=0.652, loss: 3.8, -, 8.4% elo% vs. gir, avg. reward: -5.748, 2.168 sec/game, 112.2 min. total, 1451.9 MB
nutcase_devalue v46 4278 games, 3512972 moves, e=0.652, loss: 3.8, -, 8.3% elo% vs. gir, avg. reward: -5.742, 2.192 sec/game, 112.2 min. total, 1452.7 MB
nutcase_devalue v46 4279 games, 3514003 moves, e=0.652, loss: 3.6, -, 8.2% elo% vs. gir, avg. reward: -5.736, 2.195 sec/game, 112.3 min. total, 1452.8 MB
nutcase_devalue v46 4280 games, 3515032 moves, e=0.652, loss: 3.7, -, 8.1% elo% vs. gir, avg. reward: -5.736, 2.204 sec/game, 112.3 min. total, 1453.0 MB
nutcase_devalue v46 4281 games, 3516136 moves, e=0.652, loss: 3.7, -, 8.0% elo% vs. gir, avg. reward: -5.734, 2.183 sec/game, 112.3 min. total, 1453.6 MB
nutcase_devalue v46 4282 games, 3517144 moves, e=0.652, loss: 3.9, -, 7.9% elo% vs. gir, avg. reward: -5.745, 2.178 sec/game, 112.4 min. total, 1453.6 MB
nutcase_devalue v46 4283 games, 3518073 moves, e=0.652, loss: 4.3, -, 7.8% elo% vs. gir, avg. reward: -5.753, 2.168 sec/game, 112.4 min. total, 1454.0 MB
nutcase_devalue v46 4284 games, 3519040 moves, e=0.652, loss: 4.1, -, 7.7% elo% vs. gir, avg. reward: -5.755, 2.168 sec/game, 112.4 min. total, 1454.4 MB
nutcase_devalue v46 4285 games, 3519933 moves, e=0.652, loss: 4.3, -, 7.6% elo% vs. gir, avg. reward: -5.770, 2.156 sec/game, 112.5 min. total, 1454.7 MB
nutcase_devalue v46 4286 games, 3520973 moves, e=0.651, loss: 4.1, -, 7.5% elo% vs. gir, avg. reward: -5.770, 2.157 sec/game, 112.5 min. total, 1454.9 MB
nutcase_devalue v46 4287 games, 3521912 moves, e=0.651, loss: 4.1, -, 7.4% elo% vs. gir, avg. reward: -5.776, 2.146 sec/game, 112.5 min. total, 1455.2 MB
nutcase_devalue v46 4288 games, 3522871 moves, e=0.651, loss: 4.0, -, 7.3% elo% vs. gir, avg. reward: -5.771, 2.145 sec/game, 112.6 min. total, 1455.8 MB
nutcase_devalue v46 4289 games, 3523740 moves, e=0.651, loss: 4.1, -, 7.2% elo% vs. gir, avg. reward: -5.788, 2.133 sec/game, 112.6 min. total, 1455.7 MB
nutcase_devalue v46 4290 games, 3524819 moves, e=0.651, loss: 4.6, -, 7.1% elo% vs. gir, avg. reward: -5.780, 2.140 sec/game, 112.6 min. total, 1456.4 MB
nutcase_devalue v46 4291 games, 3525722 moves, e=0.651, loss: 4.7, -, 7.0% elo% vs. gir, avg. reward: -5.783, 2.127 sec/game, 112.7 min. total, 1456.8 MB
nutcase_devalue v46 4292 games, 3526630 moves, e=0.651, loss: 4.6, ., 7.5% elo% vs. gir, avg. reward: -5.800, 2.113 sec/game, 112.7 min. total, 1457.0 MB
nutcase_devalue v46 4293 games, 3527606 moves, e=0.651, loss: 4.4, -, 7.4% elo% vs. gir, avg. reward: -5.794, 2.111 sec/game, 112.7 min. total, 1457.0 MB
nutcase_devalue v46 4294 games, 3528600 moves, e=0.651, loss: 4.1, -, 7.4% elo% vs. gir, avg. reward: -5.788, 2.115 sec/game, 112.8 min. total, 1457.7 MB
nutcase_devalue v46 4295 games, 3529580 moves, e=0.651, loss: 4.3, -, 7.3% elo% vs. gir, avg. reward: -5.792, 2.094 sec/game, 112.8 min. total, 1458.1 MB
nutcase_devalue v46 4296 games, 3530413 moves, e=0.650, loss: 4.1, -, 7.2% elo% vs. gir, avg. reward: -5.806, 2.080 sec/game, 112.8 min. total, 1458.4 MB
nutcase_devalue v46 4297 games, 3531295 moves, e=0.650, loss: 4.3, ., 7.7% elo% vs. gir, avg. reward: -5.809, 2.080 sec/game, 112.9 min. total, 1458.3 MB
