nutcase_devalue v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.5 MB
nutcase_devalue v4 144 games, 100443 moves, e=0.990, loss: 1.9, -, 15.3% elo% vs. random_no_suicide, avg. reward: -8.870, 1.263 sec/game, 2.7 min. total, 488.8 MB
nutcase_devalue v4 145 games, 101175 moves, e=0.990, loss: 2.0, -, 14.9% elo% vs. random_no_suicide, avg. reward: -8.858, 1.263 sec/game, 2.8 min. total, 488.9 MB
nutcase_devalue v4 146 games, 101873 moves, e=0.990, loss: 1.8, -, 14.6% elo% vs. random_no_suicide, avg. reward: -8.857, 1.263 sec/game, 2.8 min. total, 492.9 MB
nutcase_devalue v4 147 games, 102545 moves, e=0.990, loss: 1.8, -, 14.3% elo% vs. random_no_suicide, avg. reward: -8.865, 1.266 sec/game, 2.8 min. total, 488.9 MB
nutcase_devalue v4 148 games, 103313 moves, e=0.990, loss: 1.9, -, 13.9% elo% vs. random_no_suicide, avg. reward: -8.843, 1.264 sec/game, 2.8 min. total, 489.0 MB
nutcase_devalue v4 149 games, 104058 moves, e=0.990, loss: 2.2, -, 13.6% elo% vs. random_no_suicide, avg. reward: -8.843, 1.245 sec/game, 2.8 min. total, 488.8 MB
nutcase_devalue v4 150 games, 104783 moves, e=0.990, loss: 2.3, -, 13.3% elo% vs. random_no_suicide, avg. reward: -8.851, 1.256 sec/game, 2.9 min. total, 488.6 MB
nutcase_devalue v4 151 games, 105587 moves, e=0.990, loss: 2.3, -, 13.1% elo% vs. random_no_suicide, avg. reward: -8.842, 1.256 sec/game, 2.9 min. total, 489.6 MB
nutcase_devalue v4 152 games, 106259 moves, e=0.989, loss: 2.3, -, 12.8% elo% vs. random_no_suicide, avg. reward: -8.847, 1.265 sec/game, 2.9 min. total, 489.5 MB
nutcase_devalue v4 153 games, 106934 moves, e=0.989, loss: 2.3, -, 12.5% elo% vs. random_no_suicide, avg. reward: -8.865, 1.255 sec/game, 2.9 min. total, 490.0 MB
nutcase_devalue v4 154 games, 107652 moves, e=0.989, loss: 2.4, -, 12.3% elo% vs. random_no_suicide, avg. reward: -8.867, 1.266 sec/game, 2.9 min. total, 491.3 MB
nutcase_devalue v4 155 games, 108397 moves, e=0.989, loss: 2.6, -, 12.0% elo% vs. random_no_suicide, avg. reward: -8.868, 1.266 sec/game, 3.0 min. total, 489.9 MB
nutcase_devalue v4 156 games, 109065 moves, e=0.989, loss: 2.6, -, 11.8% elo% vs. random_no_suicide, avg. reward: -8.875, 1.264 sec/game, 3.0 min. total, 491.4 MB
nutcase_devalue v4 157 games, 109745 moves, e=0.989, loss: 2.5, -, 11.6% elo% vs. random_no_suicide, avg. reward: -8.877, 1.254 sec/game, 3.0 min. total, 490.3 MB
nutcase_devalue v4 158 games, 110363 moves, e=0.989, loss: 2.6, -, 11.4% elo% vs. random_no_suicide, avg. reward: -8.888, 1.253 sec/game, 3.0 min. total, 490.3 MB
nutcase_devalue v4 159 games, 110915 moves, e=0.989, loss: 2.6, -, 11.2% elo% vs. random_no_suicide, avg. reward: -8.905, 1.242 sec/game, 3.0 min. total, 492.1 MB
nutcase_devalue v4 160 games, 111648 moves, e=0.989, loss: 2.2, -, 11.0% elo% vs. random_no_suicide, avg. reward: -8.901, 1.260 sec/game, 3.1 min. total, 492.1 MB
nutcase_devalue v4 161 games, 112481 moves, e=0.989, loss: 2.1, -, 10.8% elo% vs. random_no_suicide, avg. reward: -8.882, 1.258 sec/game, 3.1 min. total, 491.6 MB
nutcase_devalue v4 162 games, 113231 moves, e=0.989, loss: 2.4, -, 10.6% elo% vs. random_no_suicide, avg. reward: -8.882, 1.258 sec/game, 3.1 min. total, 496.7 MB
nutcase_devalue v4 163 games, 113983 moves, e=0.989, loss: 2.4, -, 10.4% elo% vs. random_no_suicide, avg. reward: -8.869, 1.268 sec/game, 3.1 min. total, 497.2 MB
nutcase_devalue v4 164 games, 114550 moves, e=0.989, loss: 2.3, -, 10.2% elo% vs. random_no_suicide, avg. reward: -8.905, 1.257 sec/game, 3.2 min. total, 494.6 MB
nutcase_devalue v4 165 games, 115277 moves, e=0.989, loss: 2.3, -, 10.0% elo% vs. random_no_suicide, avg. reward: -8.910, 1.257 sec/game, 3.2 min. total, 492.4 MB
nutcase_devalue v4 166 games, 115878 moves, e=0.989, loss: 1.7, -, 9.9% elo% vs. random_no_suicide, avg. reward: -8.911, 1.256 sec/game, 3.2 min. total, 492.5 MB
nutcase_devalue v4 167 games, 116648 moves, e=0.988, loss: 1.8, -, 9.7% elo% vs. random_no_suicide, avg. reward: -8.901, 1.258 sec/game, 3.2 min. total, 497.6 MB
nutcase_devalue v4 168 games, 117420 moves, e=0.988, loss: 2.0, -, 9.6% elo% vs. random_no_suicide, avg. reward: -8.887, 1.258 sec/game, 3.2 min. total, 493.0 MB
nutcase_devalue v4 169 games, 118083 moves, e=0.988, loss: 2.1, -, 9.4% elo% vs. random_no_suicide, avg. reward: -8.895, 1.257 sec/game, 3.3 min. total, 493.5 MB
nutcase_devalue v4 170 games, 118757 moves, e=0.988, loss: 2.2, -, 9.3% elo% vs. random_no_suicide, avg. reward: -8.915, 1.247 sec/game, 3.3 min. total, 493.4 MB
nutcase_devalue v4 171 games, 119495 moves, e=0.988, loss: 2.2, -, 9.1% elo% vs. random_no_suicide, avg. reward: -8.898, 1.246 sec/game, 3.3 min. total, 493.5 MB
nutcase_devalue v4 172 games, 120089 moves, e=0.988, loss: 2.5, -, 9.0% elo% vs. random_no_suicide, avg. reward: -8.913, 1.236 sec/game, 3.3 min. total, 498.0 MB
nutcase_devalue v4 173 games, 120775 moves, e=0.988, loss: 2.2, -, 8.8% elo% vs. random_no_suicide, avg. reward: -8.915, 1.242 sec/game, 3.3 min. total, 493.7 MB
nutcase_devalue v4 174 games, 121544 moves, e=0.988, loss: 2.1, -, 8.7% elo% vs. random_no_suicide, avg. reward: -8.917, 1.244 sec/game, 3.4 min. total, 493.5 MB
nutcase_devalue v4 175 games, 122255 moves, e=0.988, loss: 2.4, -, 8.6% elo% vs. random_no_suicide, avg. reward: -8.919, 1.253 sec/game, 3.4 min. total, 493.4 MB
nutcase_devalue v4 176 games, 123016 moves, e=0.988, loss: 2.7, -, 8.5% elo% vs. random_no_suicide, avg. reward: -8.901, 1.257 sec/game, 3.4 min. total, 493.5 MB
nutcase_devalue v4 177 games, 123651 moves, e=0.988, loss: 3.0, -, 8.3% elo% vs. random_no_suicide, avg. reward: -8.894, 1.255 sec/game, 3.4 min. total, 493.9 MB
nutcase_devalue v4 178 games, 124379 moves, e=0.988, loss: 3.2, -, 8.2% elo% vs. random_no_suicide, avg. reward: -8.888, 1.257 sec/game, 3.4 min. total, 493.9 MB
nutcase_devalue v4 179 games, 125127 moves, e=0.988, loss: 3.2, -, 8.1% elo% vs. random_no_suicide, avg. reward: -8.871, 1.279 sec/game, 3.5 min. total, 493.8 MB
nutcase_devalue v4 180 games, 125965 moves, e=0.988, loss: 2.9, -, 8.0% elo% vs. random_no_suicide, avg. reward: -8.854, 1.284 sec/game, 3.5 min. total, 494.1 MB
nutcase_devalue v4 181 games, 126668 moves, e=0.987, loss: 2.8, -, 7.9% elo% vs. random_no_suicide, avg. reward: -8.865, 1.273 sec/game, 3.5 min. total, 494.5 MB
nutcase_devalue v4 182 games, 127365 moves, e=0.987, loss: 2.4, -, 7.8% elo% vs. random_no_suicide, avg. reward: -8.870, 1.272 sec/game, 3.5 min. total, 494.8 MB
nutcase_devalue v4 183 games, 128068 moves, e=0.987, loss: 2.4, -, 7.7% elo% vs. random_no_suicide, avg. reward: -8.870, 1.263 sec/game, 3.6 min. total, 496.2 MB
nutcase_devalue v4 184 games, 128746 moves, e=0.987, loss: 2.4, -, 7.6% elo% vs. random_no_suicide, avg. reward: -8.878, 1.278 sec/game, 3.6 min. total, 495.9 MB
nutcase_devalue v4 185 games, 129451 moves, e=0.987, loss: 2.3, -, 7.5% elo% vs. random_no_suicide, avg. reward: -8.865, 1.278 sec/game, 3.6 min. total, 496.4 MB
nutcase_devalue v4 186 games, 130183 moves, e=0.987, loss: 2.3, -, 7.4% elo% vs. random_no_suicide, avg. reward: -8.859, 1.293 sec/game, 3.6 min. total, 496.5 MB
nutcase_devalue v4 187 games, 130977 moves, e=0.987, loss: 2.4, -, 7.3% elo% vs. random_no_suicide, avg. reward: -8.853, 1.293 sec/game, 3.6 min. total, 498.6 MB
nutcase_devalue v4 188 games, 131685 moves, e=0.987, loss: 2.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: -8.860, 1.283 sec/game, 3.7 min. total, 496.6 MB
nutcase_devalue v4 189 games, 132307 moves, e=0.987, loss: 2.3, -, 7.1% elo% vs. random_no_suicide, avg. reward: -8.863, 1.283 sec/game, 3.7 min. total, 497.2 MB
nutcase_devalue v4 190 games, 132993 moves, e=0.987, loss: 2.3, -, 7.0% elo% vs. random_no_suicide, avg. reward: -8.872, 1.296 sec/game, 3.7 min. total, 496.9 MB
nutcase_devalue v4 191 games, 133710 moves, e=0.987, loss: 2.4, -, 7.0% elo% vs. random_no_suicide, avg. reward: -8.877, 1.286 sec/game, 3.7 min. total, 497.0 MB
nutcase_devalue v4 192 games, 134417 moves, e=0.987, loss: 2.3, -, 6.9% elo% vs. random_no_suicide, avg. reward: -8.880, 1.298 sec/game, 3.8 min. total, 497.4 MB
nutcase_devalue v4 193 games, 135112 moves, e=0.987, loss: 2.3, -, 6.8% elo% vs. random_no_suicide, avg. reward: -8.890, 1.292 sec/game, 3.8 min. total, 497.3 MB
nutcase_devalue v4 194 games, 135802 moves, e=0.987, loss: 2.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: -8.903, 1.282 sec/game, 3.8 min. total, 497.1 MB
nutcase_devalue v4 195 games, 136520 moves, e=0.986, loss: 2.4, -, 6.6% elo% vs. random_no_suicide, avg. reward: -8.904, 1.284 sec/game, 3.8 min. total, 497.2 MB
nutcase_devalue v4 196 games, 137159 moves, e=0.986, loss: 2.2, -, 6.6% elo% vs. random_no_suicide, avg. reward: -8.921, 1.270 sec/game, 3.8 min. total, 499.9 MB
nutcase_devalue v4 197 games, 137843 moves, e=0.986, loss: 2.4, -, 6.5% elo% vs. random_no_suicide, avg. reward: -8.925, 1.271 sec/game, 3.9 min. total, 497.7 MB
nutcase_devalue v4 198 games, 138450 moves, e=0.986, loss: 2.2, -, 6.4% elo% vs. random_no_suicide, avg. reward: -8.937, 1.274 sec/game, 3.9 min. total, 503.0 MB
nutcase_devalue v4 199 games, 139231 moves, e=0.986, loss: 1.9, -, 6.3% elo% vs. random_no_suicide, avg. reward: -8.930, 1.282 sec/game, 3.9 min. total, 500.5 MB
nutcase_devalue v4 200 games, 139998 moves, e=0.986, loss: 2.2, -, 6.3% elo% vs. random_no_suicide, avg. reward: -8.912, 1.273 sec/game, 3.9 min. total, 499.8 MB
nutcase_devalue v5 201 games, 140672 moves, e=0.986, loss: 2.3, -, 47.7% elo% vs. random_no_suicide, avg. reward: -8.912, 1.289 sec/game, 3.9 min. total, 499.4 MB
nutcase_devalue v5 202 games, 141558 moves, e=0.986, loss: 2.2, -, 45.5% elo% vs. random_no_suicide, avg. reward: -8.901, 1.293 sec/game, 4.0 min. total, 499.4 MB
nutcase_devalue v5 203 games, 142291 moves, e=0.986, loss: 2.2, -, 43.4% elo% vs. random_no_suicide, avg. reward: -8.887, 1.303 sec/game, 4.0 min. total, 499.5 MB
nutcase_devalue v5 204 games, 143008 moves, e=0.986, loss: 2.1, -, 41.5% elo% vs. random_no_suicide, avg. reward: -8.871, 1.308 sec/game, 4.0 min. total, 500.0 MB
nutcase_devalue v5 205 games, 143690 moves, e=0.986, loss: 2.3, -, 39.6% elo% vs. random_no_suicide, avg. reward: -8.873, 1.299 sec/game, 4.0 min. total, 499.7 MB
nutcase_devalue v5 206 games, 144333 moves, e=0.986, loss: 2.1, -, 37.9% elo% vs. random_no_suicide, avg. reward: -8.879, 1.286 sec/game, 4.1 min. total, 500.2 MB
nutcase_devalue v5 207 games, 144944 moves, e=0.986, loss: 2.2, -, 36.3% elo% vs. random_no_suicide, avg. reward: -8.860, 1.275 sec/game, 4.1 min. total, 500.1 MB
nutcase_devalue v5 208 games, 145540 moves, e=0.986, loss: 2.1, -, 34.8% elo% vs. random_no_suicide, avg. reward: -8.888, 1.275 sec/game, 4.1 min. total, 500.8 MB
nutcase_devalue v5 209 games, 146258 moves, e=0.986, loss: 2.3, -, 33.3% elo% vs. random_no_suicide, avg. reward: -8.899, 1.277 sec/game, 4.1 min. total, 500.6 MB
nutcase_devalue v5 210 games, 146892 moves, e=0.985, loss: 2.4, -, 32.0% elo% vs. random_no_suicide, avg. reward: -8.892, 1.263 sec/game, 4.1 min. total, 500.6 MB
nutcase_devalue v5 211 games, 147605 moves, e=0.985, loss: 2.5, -, 30.7% elo% vs. random_no_suicide, avg. reward: -8.891, 1.274 sec/game, 4.2 min. total, 500.6 MB
nutcase_devalue v5 212 games, 148284 moves, e=0.985, loss: 2.6, -, 29.5% elo% vs. random_no_suicide, avg. reward: -8.877, 1.263 sec/game, 4.2 min. total, 504.8 MB
nutcase_devalue v5 213 games, 148975 moves, e=0.985, loss: 2.5, -, 28.4% elo% vs. random_no_suicide, avg. reward: -8.887, 1.263 sec/game, 4.2 min. total, 502.8 MB
nutcase_devalue v5 214 games, 149581 moves, e=0.985, loss: 2.5, -, 27.3% elo% vs. random_no_suicide, avg. reward: -8.911, 1.262 sec/game, 4.2 min. total, 503.1 MB
nutcase_devalue v5 215 games, 150258 moves, e=0.985, loss: 2.6, -, 26.4% elo% vs. random_no_suicide, avg. reward: -8.928, 1.251 sec/game, 4.2 min. total, 501.0 MB
nutcase_devalue v5 216 games, 150930 moves, e=0.985, loss: 2.3, -, 25.4% elo% vs. random_no_suicide, avg. reward: -8.921, 1.262 sec/game, 4.3 min. total, 500.9 MB
nutcase_devalue v5 217 games, 151660 moves, e=0.985, loss: 2.2, -, 24.5% elo% vs. random_no_suicide, avg. reward: -8.901, 1.266 sec/game, 4.3 min. total, 502.6 MB
nutcase_devalue v5 218 games, 152263 moves, e=0.985, loss: 2.4, -, 23.7% elo% vs. random_no_suicide, avg. reward: -8.917, 1.261 sec/game, 4.3 min. total, 504.6 MB
nutcase_devalue v5 219 games, 153009 moves, e=0.985, loss: 2.5, -, 22.9% elo% vs. random_no_suicide, avg. reward: -8.921, 1.252 sec/game, 4.3 min. total, 502.5 MB
nutcase_devalue v5 220 games, 153633 moves, e=0.985, loss: 2.7, -, 22.2% elo% vs. random_no_suicide, avg. reward: -8.922, 1.240 sec/game, 4.3 min. total, 502.2 MB
nutcase_devalue v5 221 games, 154272 moves, e=0.985, loss: 2.5, -, 21.5% elo% vs. random_no_suicide, avg. reward: -8.918, 1.226 sec/game, 4.4 min. total, 502.8 MB
nutcase_devalue v5 222 games, 154913 moves, e=0.985, loss: 2.5, -, 20.8% elo% vs. random_no_suicide, avg. reward: -8.924, 1.213 sec/game, 4.4 min. total, 502.5 MB
nutcase_devalue v5 223 games, 155647 moves, e=0.985, loss: 2.5, -, 20.2% elo% vs. random_no_suicide, avg. reward: -8.921, 1.204 sec/game, 4.4 min. total, 502.4 MB
nutcase_devalue v5 224 games, 156302 moves, e=0.985, loss: 2.5, -, 19.6% elo% vs. random_no_suicide, avg. reward: -8.932, 1.203 sec/game, 4.4 min. total, 502.7 MB
nutcase_devalue v5 225 games, 156942 moves, e=0.984, loss: 2.3, -, 19.1% elo% vs. random_no_suicide, avg. reward: -8.939, 1.203 sec/game, 4.4 min. total, 502.7 MB
nutcase_devalue v5 226 games, 157669 moves, e=0.984, loss: 2.5, -, 18.5% elo% vs. random_no_suicide, avg. reward: -8.932, 1.204 sec/game, 4.5 min. total, 502.9 MB
nutcase_devalue v5 227 games, 158411 moves, e=0.984, loss: 2.4, -, 18.0% elo% vs. random_no_suicide, avg. reward: -8.916, 1.219 sec/game, 4.5 min. total, 503.1 MB
nutcase_devalue v5 228 games, 159045 moves, e=0.984, loss: 2.7, -, 17.5% elo% vs. random_no_suicide, avg. reward: -8.943, 1.218 sec/game, 4.5 min. total, 505.1 MB
nutcase_devalue v5 229 games, 159796 moves, e=0.984, loss: 2.7, -, 17.1% elo% vs. random_no_suicide, avg. reward: -8.949, 1.228 sec/game, 4.5 min. total, 503.0 MB
nutcase_devalue v5 230 games, 160477 moves, e=0.984, loss: 2.7, -, 16.6% elo% vs. random_no_suicide, avg. reward: -8.948, 1.230 sec/game, 4.5 min. total, 505.2 MB
nutcase_devalue v5 231 games, 161248 moves, e=0.984, loss: 2.7, -, 16.2% elo% vs. random_no_suicide, avg. reward: -8.946, 1.230 sec/game, 4.6 min. total, 503.1 MB
nutcase_devalue v5 232 games, 161960 moves, e=0.984, loss: 2.5, -, 15.8% elo% vs. random_no_suicide, avg. reward: -8.942, 1.243 sec/game, 4.6 min. total, 503.7 MB
nutcase_devalue v5 233 games, 162748 moves, e=0.984, loss: 2.5, -, 15.4% elo% vs. random_no_suicide, avg. reward: -8.943, 1.271 sec/game, 4.6 min. total, 505.8 MB
nutcase_devalue v5 234 games, 163567 moves, e=0.984, loss: 2.6, -, 15.1% elo% vs. random_no_suicide, avg. reward: -8.912, 1.288 sec/game, 4.6 min. total, 505.9 MB
nutcase_devalue v5 235 games, 164335 moves, e=0.984, loss: 2.6, -, 14.7% elo% vs. random_no_suicide, avg. reward: -8.905, 1.305 sec/game, 4.7 min. total, 505.9 MB
nutcase_devalue v5 236 games, 165020 moves, e=0.984, loss: 2.4, -, 14.4% elo% vs. random_no_suicide, avg. reward: -8.911, 1.314 sec/game, 4.7 min. total, 506.1 MB
nutcase_devalue v5 237 games, 165671 moves, e=0.984, loss: 2.5, -, 14.0% elo% vs. random_no_suicide, avg. reward: -8.922, 1.316 sec/game, 4.7 min. total, 506.1 MB
nutcase_devalue v5 238 games, 166335 moves, e=0.984, loss: 2.2, -, 13.7% elo% vs. random_no_suicide, avg. reward: -8.925, 1.322 sec/game, 4.7 min. total, 505.9 MB
nutcase_devalue v5 239 games, 167031 moves, e=0.983, loss: 2.1, -, 13.4% elo% vs. random_no_suicide, avg. reward: -8.922, 1.314 sec/game, 4.8 min. total, 506.2 MB
nutcase_devalue v5 240 games, 167849 moves, e=0.983, loss: 2.2, -, 13.1% elo% vs. random_no_suicide, avg. reward: -8.893, 1.343 sec/game, 4.8 min. total, 505.7 MB
nutcase_devalue v5 241 games, 168510 moves, e=0.983, loss: 2.3, -, 12.9% elo% vs. random_no_suicide, avg. reward: -8.906, 1.345 sec/game, 4.8 min. total, 506.1 MB
nutcase_devalue v5 242 games, 169144 moves, e=0.983, loss: 2.0, -, 12.6% elo% vs. random_no_suicide, avg. reward: -8.919, 1.344 sec/game, 4.8 min. total, 506.8 MB
nutcase_devalue v5 243 games, 169941 moves, e=0.983, loss: 2.1, -, 12.4% elo% vs. random_no_suicide, avg. reward: -8.897, 1.355 sec/game, 4.8 min. total, 507.2 MB
nutcase_devalue v5 244 games, 170665 moves, e=0.983, loss: 2.1, -, 12.1% elo% vs. random_no_suicide, avg. reward: -8.896, 1.355 sec/game, 4.9 min. total, 506.9 MB
nutcase_devalue v5 245 games, 171336 moves, e=0.983, loss: 2.3, -, 11.9% elo% vs. random_no_suicide, avg. reward: -8.903, 1.356 sec/game, 4.9 min. total, 509.4 MB
nutcase_devalue v5 246 games, 171987 moves, e=0.983, loss: 2.5, -, 11.7% elo% vs. random_no_suicide, avg. reward: -8.908, 1.354 sec/game, 4.9 min. total, 511.7 MB
nutcase_devalue v5 247 games, 172713 moves, e=0.983, loss: 2.5, -, 11.4% elo% vs. random_no_suicide, avg. reward: -8.900, 1.352 sec/game, 4.9 min. total, 512.0 MB
nutcase_devalue v5 248 games, 173368 moves, e=0.983, loss: 2.5, -, 11.2% elo% vs. random_no_suicide, avg. reward: -8.917, 1.353 sec/game, 4.9 min. total, 512.1 MB
nutcase_devalue v5 249 games, 174006 moves, e=0.983, loss: 2.2, -, 11.0% elo% vs. random_no_suicide, avg. reward: -8.932, 1.342 sec/game, 5.0 min. total, 508.2 MB
nutcase_devalue v5 250 games, 174729 moves, e=0.983, loss: 2.9, -, 10.8% elo% vs. random_no_suicide, avg. reward: -8.930, 1.351 sec/game, 5.0 min. total, 508.8 MB
nutcase_devalue v5 251 games, 175383 moves, e=0.983, loss: 2.9, -, 10.6% elo% vs. random_no_suicide, avg. reward: -8.945, 1.341 sec/game, 5.0 min. total, 509.2 MB
nutcase_devalue v5 252 games, 176022 moves, e=0.983, loss: 2.8, -, 10.4% elo% vs. random_no_suicide, avg. reward: -8.951, 1.329 sec/game, 5.0 min. total, 509.4 MB
nutcase_devalue v5 253 games, 176686 moves, e=0.983, loss: 2.7, -, 10.3% elo% vs. random_no_suicide, avg. reward: -8.954, 1.300 sec/game, 5.0 min. total, 511.5 MB
nutcase_devalue v5 254 games, 177378 moves, e=0.982, loss: 2.8, -, 10.1% elo% vs. random_no_suicide, avg. reward: -8.956, 1.283 sec/game, 5.1 min. total, 513.4 MB
nutcase_devalue v5 255 games, 178084 moves, e=0.982, loss: 2.4, -, 9.9% elo% vs. random_no_suicide, avg. reward: -8.962, 1.279 sec/game, 5.1 min. total, 509.1 MB
nutcase_devalue v5 256 games, 178811 moves, e=0.982, loss: 2.5, -, 9.8% elo% vs. random_no_suicide, avg. reward: -8.952, 1.260 sec/game, 5.1 min. total, 510.0 MB
nutcase_devalue v5 257 games, 179475 moves, e=0.982, loss: 2.2, -, 9.6% elo% vs. random_no_suicide, avg. reward: -8.955, 1.266 sec/game, 5.1 min. total, 510.2 MB
nutcase_devalue v5 258 games, 180191 moves, e=0.982, loss: 2.0, -, 9.5% elo% vs. random_no_suicide, avg. reward: -8.937, 1.261 sec/game, 5.2 min. total, 510.8 MB
nutcase_devalue v5 259 games, 180878 moves, e=0.982, loss: 2.3, -, 9.3% elo% vs. random_no_suicide, avg. reward: -8.913, 1.274 sec/game, 5.2 min. total, 510.7 MB
nutcase_devalue v5 260 games, 181582 moves, e=0.982, loss: 2.4, -, 9.2% elo% vs. random_no_suicide, avg. reward: -8.920, 1.246 sec/game, 5.2 min. total, 510.4 MB
nutcase_devalue v5 261 games, 182330 moves, e=0.982, loss: 2.7, -, 9.0% elo% vs. random_no_suicide, avg. reward: -8.930, 1.254 sec/game, 5.2 min. total, 510.6 MB
nutcase_devalue v5 262 games, 183171 moves, e=0.982, loss: 2.5, -, 8.9% elo% vs. random_no_suicide, avg. reward: -8.922, 1.276 sec/game, 5.2 min. total, 510.6 MB
nutcase_devalue v5 263 games, 183884 moves, e=0.982, loss: 2.7, -, 8.8% elo% vs. random_no_suicide, avg. reward: -8.927, 1.267 sec/game, 5.3 min. total, 510.3 MB
nutcase_devalue v5 264 games, 184554 moves, e=0.982, loss: 2.6, -, 8.6% elo% vs. random_no_suicide, avg. reward: -8.910, 1.258 sec/game, 5.3 min. total, 510.9 MB
nutcase_devalue v5 265 games, 185190 moves, e=0.982, loss: 2.6, -, 8.5% elo% vs. random_no_suicide, avg. reward: -8.920, 1.257 sec/game, 5.3 min. total, 512.4 MB
nutcase_devalue v5 266 games, 185895 moves, e=0.982, loss: 2.9, +, 9.9% elo% vs. random_no_suicide, avg. reward: -8.904, 1.270 sec/game, 5.3 min. total, 511.3 MB
nutcase_devalue v5 267 games, 186476 moves, e=0.982, loss: 2.9, -, 9.7% elo% vs. random_no_suicide, avg. reward: -8.933, 1.249 sec/game, 5.3 min. total, 510.6 MB
nutcase_devalue v5 268 games, 187207 moves, e=0.981, loss: 3.0, -, 9.6% elo% vs. random_no_suicide, avg. reward: -8.936, 1.260 sec/game, 5.4 min. total, 510.9 MB
nutcase_devalue v5 269 games, 188067 moves, e=0.981, loss: 3.0, +, 11.1% elo% vs. random_no_suicide, avg. reward: -8.918, 1.284 sec/game, 5.4 min. total, 512.4 MB
nutcase_devalue v5 270 games, 188882 moves, e=0.981, loss: 2.8, -, 10.9% elo% vs. random_no_suicide, avg. reward: -8.900, 1.284 sec/game, 5.4 min. total, 510.6 MB
nutcase_devalue v5 271 games, 189524 moves, e=0.981, loss: 2.5, -, 10.7% elo% vs. random_no_suicide, avg. reward: -8.917, 1.284 sec/game, 5.4 min. total, 515.5 MB
nutcase_devalue v5 272 games, 190164 moves, e=0.981, loss: 2.1, -, 10.5% elo% vs. random_no_suicide, avg. reward: -8.911, 1.286 sec/game, 5.5 min. total, 513.2 MB
nutcase_devalue v5 273 games, 190974 moves, e=0.981, loss: 2.1, -, 10.4% elo% vs. random_no_suicide, avg. reward: -8.895, 1.299 sec/game, 5.5 min. total, 511.1 MB
nutcase_devalue v5 274 games, 191668 moves, e=0.981, loss: 2.4, -, 10.2% elo% vs. random_no_suicide, avg. reward: -8.905, 1.308 sec/game, 5.5 min. total, 511.1 MB
nutcase_devalue v5 275 games, 192293 moves, e=0.981, loss: 2.2, -, 10.0% elo% vs. random_no_suicide, avg. reward: -8.916, 1.295 sec/game, 5.5 min. total, 515.8 MB
nutcase_devalue v5 276 games, 192993 moves, e=0.981, loss: 2.1, -, 9.9% elo% vs. random_no_suicide, avg. reward: -8.924, 1.294 sec/game, 5.5 min. total, 511.4 MB
nutcase_devalue v5 277 games, 193732 moves, e=0.981, loss: 1.9, -, 9.7% elo% vs. random_no_suicide, avg. reward: -8.906, 1.295 sec/game, 5.6 min. total, 511.0 MB
nutcase_devalue v5 278 games, 194561 moves, e=0.981, loss: 1.9, -, 9.5% elo% vs. random_no_suicide, avg. reward: -8.894, 1.316 sec/game, 5.6 min. total, 511.5 MB
nutcase_devalue v5 279 games, 195180 moves, e=0.981, loss: 1.8, -, 9.4% elo% vs. random_no_suicide, avg. reward: -8.916, 1.290 sec/game, 5.6 min. total, 513.7 MB
