preseason_shawl v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.3 MB
preseason_shawl v4 138 games, 100505 moves, e=0.901, loss: 5.5, -, 13.7% elo% vs. random_no_suicide, avg. reward: -9.597, 1.445 sec/game, 2.9 min. total, 462.1 MB
preseason_shawl v4 139 games, 101227 moves, e=0.900, loss: 5.2, -, 13.4% elo% vs. random_no_suicide, avg. reward: -9.605, 1.449 sec/game, 2.9 min. total, 462.1 MB
preseason_shawl v4 140 games, 102006 moves, e=0.899, loss: 5.6, -, 13.1% elo% vs. random_no_suicide, avg. reward: -9.587, 1.461 sec/game, 2.9 min. total, 462.4 MB
preseason_shawl v4 141 games, 102706 moves, e=0.898, loss: 5.6, -, 12.9% elo% vs. random_no_suicide, avg. reward: -9.589, 1.460 sec/game, 2.9 min. total, 462.0 MB
preseason_shawl v4 142 games, 103454 moves, e=0.898, loss: 5.9, -, 12.6% elo% vs. random_no_suicide, avg. reward: -9.595, 1.447 sec/game, 3.0 min. total, 462.0 MB
preseason_shawl v4 143 games, 104102 moves, e=0.897, loss: 5.7, -, 12.4% elo% vs. random_no_suicide, avg. reward: -9.604, 1.449 sec/game, 3.0 min. total, 462.4 MB
preseason_shawl v4 144 games, 104942 moves, e=0.896, loss: 5.9, -, 12.1% elo% vs. random_no_suicide, avg. reward: -9.606, 1.450 sec/game, 3.0 min. total, 463.0 MB
preseason_shawl v4 145 games, 105602 moves, e=0.895, loss: 5.9, -, 11.9% elo% vs. random_no_suicide, avg. reward: -9.617, 1.449 sec/game, 3.0 min. total, 463.2 MB
preseason_shawl v4 146 games, 106301 moves, e=0.895, loss: 5.6, -, 11.7% elo% vs. random_no_suicide, avg. reward: -9.607, 1.446 sec/game, 3.0 min. total, 463.2 MB
preseason_shawl v4 147 games, 107056 moves, e=0.894, loss: 6.2, -, 11.4% elo% vs. random_no_suicide, avg. reward: -9.612, 1.451 sec/game, 3.1 min. total, 463.5 MB
preseason_shawl v4 148 games, 107727 moves, e=0.893, loss: 6.1, -, 11.2% elo% vs. random_no_suicide, avg. reward: -9.619, 1.443 sec/game, 3.1 min. total, 462.8 MB
preseason_shawl v4 149 games, 108511 moves, e=0.893, loss: 5.6, -, 11.0% elo% vs. random_no_suicide, avg. reward: -9.611, 1.447 sec/game, 3.1 min. total, 463.6 MB
preseason_shawl v4 150 games, 109214 moves, e=0.892, loss: 5.4, -, 10.8% elo% vs. random_no_suicide, avg. reward: -9.604, 1.447 sec/game, 3.1 min. total, 463.8 MB
preseason_shawl v4 151 games, 109867 moves, e=0.891, loss: 5.6, -, 10.6% elo% vs. random_no_suicide, avg. reward: -9.633, 1.436 sec/game, 3.2 min. total, 463.6 MB
preseason_shawl v4 152 games, 110645 moves, e=0.890, loss: 6.1, -, 10.4% elo% vs. random_no_suicide, avg. reward: -9.635, 1.440 sec/game, 3.2 min. total, 463.1 MB
preseason_shawl v4 153 games, 111300 moves, e=0.890, loss: 5.6, -, 10.3% elo% vs. random_no_suicide, avg. reward: -9.645, 1.427 sec/game, 3.2 min. total, 463.8 MB
preseason_shawl v4 154 games, 112137 moves, e=0.889, loss: 5.8, -, 10.1% elo% vs. random_no_suicide, avg. reward: -9.637, 1.429 sec/game, 3.2 min. total, 463.0 MB
preseason_shawl v4 155 games, 113057 moves, e=0.888, loss: 5.6, -, 9.9% elo% vs. random_no_suicide, avg. reward: -9.613, 1.440 sec/game, 3.3 min. total, 464.0 MB
preseason_shawl v4 156 games, 113819 moves, e=0.887, loss: 5.5, -, 9.8% elo% vs. random_no_suicide, avg. reward: -9.585, 1.434 sec/game, 3.3 min. total, 464.6 MB
preseason_shawl v4 157 games, 114513 moves, e=0.887, loss: 5.7, -, 9.6% elo% vs. random_no_suicide, avg. reward: -9.580, 1.434 sec/game, 3.3 min. total, 465.8 MB
preseason_shawl v4 158 games, 115193 moves, e=0.886, loss: 5.7, -, 9.5% elo% vs. random_no_suicide, avg. reward: -9.592, 1.416 sec/game, 3.3 min. total, 465.5 MB
preseason_shawl v4 159 games, 115873 moves, e=0.885, loss: 6.0, -, 9.3% elo% vs. random_no_suicide, avg. reward: -9.595, 1.423 sec/game, 3.4 min. total, 466.0 MB
preseason_shawl v4 160 games, 116613 moves, e=0.885, loss: 6.2, -, 9.2% elo% vs. random_no_suicide, avg. reward: -9.591, 1.422 sec/game, 3.4 min. total, 465.5 MB
preseason_shawl v4 161 games, 117359 moves, e=0.884, loss: 6.1, -, 9.0% elo% vs. random_no_suicide, avg. reward: -9.598, 1.414 sec/game, 3.4 min. total, 465.7 MB
preseason_shawl v4 162 games, 118089 moves, e=0.883, loss: 6.1, -, 8.9% elo% vs. random_no_suicide, avg. reward: -9.605, 1.415 sec/game, 3.4 min. total, 466.0 MB
preseason_shawl v4 163 games, 118865 moves, e=0.882, loss: 6.1, -, 8.8% elo% vs. random_no_suicide, avg. reward: -9.582, 1.428 sec/game, 3.5 min. total, 466.3 MB
preseason_shawl v4 164 games, 119674 moves, e=0.882, loss: 6.2, -, 8.6% elo% vs. random_no_suicide, avg. reward: -9.572, 1.422 sec/game, 3.5 min. total, 466.4 MB
preseason_shawl v4 165 games, 120573 moves, e=0.881, loss: 5.9, -, 8.5% elo% vs. random_no_suicide, avg. reward: -9.551, 1.437 sec/game, 3.5 min. total, 466.2 MB
preseason_shawl v4 166 games, 121352 moves, e=0.880, loss: 5.9, -, 8.4% elo% vs. random_no_suicide, avg. reward: -9.548, 1.454 sec/game, 3.5 min. total, 467.1 MB
preseason_shawl v4 167 games, 122053 moves, e=0.879, loss: 5.8, -, 8.3% elo% vs. random_no_suicide, avg. reward: -9.550, 1.444 sec/game, 3.6 min. total, 468.1 MB
preseason_shawl v4 168 games, 122909 moves, e=0.878, loss: 6.2, -, 8.1% elo% vs. random_no_suicide, avg. reward: -9.537, 1.469 sec/game, 3.6 min. total, 468.2 MB
preseason_shawl v4 169 games, 123546 moves, e=0.878, loss: 6.2, -, 8.0% elo% vs. random_no_suicide, avg. reward: -9.549, 1.458 sec/game, 3.6 min. total, 468.7 MB
preseason_shawl v4 170 games, 124217 moves, e=0.877, loss: 6.0, -, 7.9% elo% vs. random_no_suicide, avg. reward: -9.541, 1.450 sec/game, 3.6 min. total, 468.9 MB
preseason_shawl v4 171 games, 124974 moves, e=0.876, loss: 6.2, -, 7.8% elo% vs. random_no_suicide, avg. reward: -9.533, 1.461 sec/game, 3.7 min. total, 469.0 MB
preseason_shawl v4 172 games, 125698 moves, e=0.876, loss: 6.0, -, 7.7% elo% vs. random_no_suicide, avg. reward: -9.540, 1.457 sec/game, 3.7 min. total, 469.4 MB
preseason_shawl v4 173 games, 126515 moves, e=0.875, loss: 6.1, -, 7.6% elo% vs. random_no_suicide, avg. reward: -9.530, 1.469 sec/game, 3.7 min. total, 469.4 MB
preseason_shawl v4 174 games, 127296 moves, e=0.874, loss: 5.7, -, 7.5% elo% vs. random_no_suicide, avg. reward: -9.527, 1.458 sec/game, 3.7 min. total, 469.5 MB
preseason_shawl v4 175 games, 128035 moves, e=0.873, loss: 5.7, -, 7.4% elo% vs. random_no_suicide, avg. reward: -9.526, 1.446 sec/game, 3.7 min. total, 469.5 MB
preseason_shawl v4 176 games, 128861 moves, e=0.872, loss: 6.1, -, 7.3% elo% vs. random_no_suicide, avg. reward: -9.531, 1.447 sec/game, 3.8 min. total, 469.8 MB
preseason_shawl v4 177 games, 129562 moves, e=0.872, loss: 5.9, -, 7.2% elo% vs. random_no_suicide, avg. reward: -9.539, 1.464 sec/game, 3.8 min. total, 469.8 MB
preseason_shawl v4 178 games, 130249 moves, e=0.871, loss: 6.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: -9.517, 1.465 sec/game, 3.8 min. total, 470.5 MB
preseason_shawl v4 179 games, 131038 moves, e=0.870, loss: 5.9, -, 7.1% elo% vs. random_no_suicide, avg. reward: -9.499, 1.468 sec/game, 3.8 min. total, 471.3 MB
preseason_shawl v4 180 games, 131899 moves, e=0.869, loss: 6.7, -, 7.0% elo% vs. random_no_suicide, avg. reward: -9.488, 1.484 sec/game, 3.9 min. total, 470.4 MB
preseason_shawl v4 181 games, 132718 moves, e=0.869, loss: 6.6, -, 6.9% elo% vs. random_no_suicide, avg. reward: -9.466, 1.495 sec/game, 3.9 min. total, 471.3 MB
preseason_shawl v4 182 games, 133492 moves, e=0.868, loss: 6.6, -, 6.8% elo% vs. random_no_suicide, avg. reward: -9.453, 1.498 sec/game, 3.9 min. total, 471.1 MB
preseason_shawl v4 183 games, 134289 moves, e=0.867, loss: 5.9, -, 6.7% elo% vs. random_no_suicide, avg. reward: -9.448, 1.507 sec/game, 4.0 min. total, 471.4 MB
preseason_shawl v4 184 games, 134982 moves, e=0.866, loss: 5.9, -, 6.7% elo% vs. random_no_suicide, avg. reward: -9.453, 1.497 sec/game, 4.0 min. total, 471.3 MB
preseason_shawl v4 185 games, 135792 moves, e=0.866, loss: 6.6, -, 6.6% elo% vs. random_no_suicide, avg. reward: -9.428, 1.486 sec/game, 4.0 min. total, 471.7 MB
preseason_shawl v4 186 games, 136584 moves, e=0.865, loss: 6.3, -, 6.5% elo% vs. random_no_suicide, avg. reward: -9.426, 1.490 sec/game, 4.0 min. total, 471.3 MB
preseason_shawl v4 187 games, 137569 moves, e=0.864, loss: 6.4, +, 7.6% elo% vs. random_no_suicide, avg. reward: -9.394, 1.521 sec/game, 4.1 min. total, 473.8 MB
preseason_shawl v4 188 games, 138293 moves, e=0.863, loss: 6.3, -, 7.5% elo% vs. random_no_suicide, avg. reward: -9.398, 1.512 sec/game, 4.1 min. total, 474.4 MB
preseason_shawl v4 189 games, 138987 moves, e=0.862, loss: 6.1, -, 7.4% elo% vs. random_no_suicide, avg. reward: -9.408, 1.513 sec/game, 4.1 min. total, 474.4 MB
preseason_shawl v4 190 games, 139789 moves, e=0.862, loss: 6.1, -, 7.3% elo% vs. random_no_suicide, avg. reward: -9.394, 1.536 sec/game, 4.1 min. total, 475.0 MB
preseason_shawl v4 191 games, 140527 moves, e=0.861, loss: 6.0, -, 7.3% elo% vs. random_no_suicide, avg. reward: -9.403, 1.527 sec/game, 4.2 min. total, 474.5 MB
preseason_shawl v4 192 games, 141302 moves, e=0.860, loss: 6.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: -9.398, 1.532 sec/game, 4.2 min. total, 475.0 MB
preseason_shawl v4 193 games, 142050 moves, e=0.859, loss: 5.6, -, 7.1% elo% vs. random_no_suicide, avg. reward: -9.392, 1.531 sec/game, 4.2 min. total, 475.0 MB
preseason_shawl v4 194 games, 142882 moves, e=0.859, loss: 5.6, -, 7.0% elo% vs. random_no_suicide, avg. reward: -9.361, 1.546 sec/game, 4.2 min. total, 475.1 MB
preseason_shawl v4 195 games, 143673 moves, e=0.858, loss: 5.4, -, 6.9% elo% vs. random_no_suicide, avg. reward: -9.348, 1.548 sec/game, 4.3 min. total, 475.1 MB
preseason_shawl v4 196 games, 144477 moves, e=0.857, loss: 5.7, -, 6.8% elo% vs. random_no_suicide, avg. reward: -9.322, 1.552 sec/game, 4.3 min. total, 475.4 MB
preseason_shawl v4 197 games, 145172 moves, e=0.856, loss: 6.0, -, 6.8% elo% vs. random_no_suicide, avg. reward: -9.341, 1.550 sec/game, 4.3 min. total, 475.3 MB
preseason_shawl v4 198 games, 145984 moves, e=0.855, loss: 6.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: -9.327, 1.561 sec/game, 4.3 min. total, 475.9 MB
preseason_shawl v4 199 games, 146810 moves, e=0.855, loss: 5.9, -, 6.6% elo% vs. random_no_suicide, avg. reward: -9.315, 1.564 sec/game, 4.4 min. total, 477.0 MB
preseason_shawl v4 200 games, 147690 moves, e=0.854, loss: 5.6, -, 6.5% elo% vs. random_no_suicide, avg. reward: -9.285, 1.564 sec/game, 4.4 min. total, 476.8 MB
preseason_shawl v5 201 games, 148439 moves, e=0.853, loss: 6.1, -, 47.7% elo% vs. random_no_suicide, avg. reward: -9.279, 1.567 sec/game, 4.4 min. total, 477.4 MB
preseason_shawl v5 202 games, 149362 moves, e=0.852, loss: 6.3, -, 45.5% elo% vs. random_no_suicide, avg. reward: -9.261, 1.579 sec/game, 4.5 min. total, 476.8 MB
preseason_shawl v5 203 games, 150194 moves, e=0.851, loss: 6.3, -, 43.4% elo% vs. random_no_suicide, avg. reward: -9.254, 1.581 sec/game, 4.5 min. total, 476.8 MB
preseason_shawl v5 204 games, 150962 moves, e=0.851, loss: 6.4, -, 41.5% elo% vs. random_no_suicide, avg. reward: -9.256, 1.591 sec/game, 4.5 min. total, 477.3 MB
preseason_shawl v5 205 games, 151670 moves, e=0.850, loss: 6.0, -, 39.6% elo% vs. random_no_suicide, avg. reward: -9.247, 1.579 sec/game, 4.5 min. total, 476.9 MB
preseason_shawl v5 206 games, 152410 moves, e=0.849, loss: 5.8, -, 37.9% elo% vs. random_no_suicide, avg. reward: -9.240, 1.566 sec/game, 4.6 min. total, 477.6 MB
preseason_shawl v5 207 games, 153419 moves, e=0.848, loss: 5.4, -, 36.3% elo% vs. random_no_suicide, avg. reward: -9.209, 1.569 sec/game, 4.6 min. total, 477.2 MB
preseason_shawl v5 208 games, 154291 moves, e=0.847, loss: 5.2, -, 34.8% elo% vs. random_no_suicide, avg. reward: -9.194, 1.578 sec/game, 4.6 min. total, 478.2 MB
preseason_shawl v5 209 games, 155065 moves, e=0.846, loss: 5.5, -, 33.3% elo% vs. random_no_suicide, avg. reward: -9.179, 1.590 sec/game, 4.6 min. total, 478.8 MB
preseason_shawl v5 210 games, 155931 moves, e=0.846, loss: 5.7, -, 32.0% elo% vs. random_no_suicide, avg. reward: -9.170, 1.589 sec/game, 4.7 min. total, 478.9 MB
preseason_shawl v5 211 games, 156759 moves, e=0.845, loss: 5.4, -, 30.7% elo% vs. random_no_suicide, avg. reward: -9.154, 1.600 sec/game, 4.7 min. total, 479.3 MB
preseason_shawl v5 212 games, 157688 moves, e=0.844, loss: 5.6, -, 29.5% elo% vs. random_no_suicide, avg. reward: -9.125, 1.613 sec/game, 4.7 min. total, 479.5 MB
preseason_shawl v5 213 games, 158552 moves, e=0.843, loss: 5.6, -, 28.4% elo% vs. random_no_suicide, avg. reward: -9.115, 1.628 sec/game, 4.8 min. total, 479.3 MB
preseason_shawl v5 214 games, 159335 moves, e=0.842, loss: 5.5, -, 27.3% elo% vs. random_no_suicide, avg. reward: -9.114, 1.623 sec/game, 4.8 min. total, 479.4 MB
preseason_shawl v5 215 games, 160180 moves, e=0.841, loss: 5.5, -, 26.4% elo% vs. random_no_suicide, avg. reward: -9.103, 1.637 sec/game, 4.8 min. total, 479.3 MB
preseason_shawl v5 216 games, 160907 moves, e=0.841, loss: 5.3, -, 25.4% elo% vs. random_no_suicide, avg. reward: -9.124, 1.631 sec/game, 4.8 min. total, 479.4 MB
preseason_shawl v5 217 games, 161692 moves, e=0.840, loss: 5.3, -, 24.5% elo% vs. random_no_suicide, avg. reward: -9.112, 1.628 sec/game, 4.9 min. total, 479.3 MB
preseason_shawl v5 218 games, 162409 moves, e=0.839, loss: 5.4, -, 23.7% elo% vs. random_no_suicide, avg. reward: -9.093, 1.618 sec/game, 4.9 min. total, 480.5 MB
preseason_shawl v5 219 games, 163190 moves, e=0.838, loss: 5.4, -, 22.9% elo% vs. random_no_suicide, avg. reward: -9.070, 1.615 sec/game, 4.9 min. total, 481.7 MB
preseason_shawl v5 220 games, 164037 moves, e=0.838, loss: 5.3, -, 22.2% elo% vs. random_no_suicide, avg. reward: -9.059, 1.617 sec/game, 4.9 min. total, 482.1 MB
preseason_shawl v5 221 games, 164828 moves, e=0.837, loss: 5.4, -, 21.5% elo% vs. random_no_suicide, avg. reward: -9.058, 1.616 sec/game, 5.0 min. total, 481.5 MB
preseason_shawl v5 222 games, 165555 moves, e=0.836, loss: 5.2, -, 20.8% elo% vs. random_no_suicide, avg. reward: -9.075, 1.602 sec/game, 5.0 min. total, 482.0 MB
preseason_shawl v5 223 games, 166441 moves, e=0.835, loss: 5.3, -, 20.2% elo% vs. random_no_suicide, avg. reward: -9.042, 1.604 sec/game, 5.0 min. total, 482.2 MB
preseason_shawl v5 224 games, 167212 moves, e=0.834, loss: 5.4, -, 19.6% elo% vs. random_no_suicide, avg. reward: -9.043, 1.604 sec/game, 5.0 min. total, 482.2 MB
preseason_shawl v5 225 games, 167960 moves, e=0.834, loss: 5.8, -, 19.1% elo% vs. random_no_suicide, avg. reward: -9.045, 1.619 sec/game, 5.1 min. total, 481.6 MB
preseason_shawl v5 226 games, 168711 moves, e=0.833, loss: 5.4, -, 18.5% elo% vs. random_no_suicide, avg. reward: -9.035, 1.625 sec/game, 5.1 min. total, 482.5 MB
preseason_shawl v5 227 games, 169706 moves, e=0.832, loss: 5.3, -, 18.0% elo% vs. random_no_suicide, avg. reward: -9.003, 1.617 sec/game, 5.1 min. total, 482.5 MB
preseason_shawl v5 228 games, 170511 moves, e=0.831, loss: 5.7, -, 17.5% elo% vs. random_no_suicide, avg. reward: -8.993, 1.615 sec/game, 5.2 min. total, 482.6 MB
preseason_shawl v5 229 games, 171236 moves, e=0.830, loss: 5.5, -, 17.1% elo% vs. random_no_suicide, avg. reward: -8.990, 1.604 sec/game, 5.2 min. total, 483.5 MB
preseason_shawl v5 230 games, 172053 moves, e=0.830, loss: 5.8, -, 16.6% elo% vs. random_no_suicide, avg. reward: -8.978, 1.609 sec/game, 5.2 min. total, 484.1 MB
preseason_shawl v5 231 games, 172766 moves, e=0.829, loss: 5.7, -, 16.2% elo% vs. random_no_suicide, avg. reward: -8.985, 1.597 sec/game, 5.2 min. total, 483.9 MB
preseason_shawl v5 232 games, 173532 moves, e=0.828, loss: 5.7, -, 15.8% elo% vs. random_no_suicide, avg. reward: -8.977, 1.585 sec/game, 5.3 min. total, 484.5 MB
preseason_shawl v5 233 games, 174351 moves, e=0.827, loss: 6.0, -, 15.4% elo% vs. random_no_suicide, avg. reward: -8.975, 1.579 sec/game, 5.3 min. total, 484.4 MB
preseason_shawl v5 234 games, 175216 moves, e=0.827, loss: 6.1, -, 15.1% elo% vs. random_no_suicide, avg. reward: -8.966, 1.583 sec/game, 5.3 min. total, 484.3 MB
preseason_shawl v5 235 games, 176077 moves, e=0.826, loss: 5.6, -, 14.7% elo% vs. random_no_suicide, avg. reward: -8.963, 1.582 sec/game, 5.3 min. total, 484.3 MB
preseason_shawl v5 236 games, 176789 moves, e=0.825, loss: 5.5, -, 14.4% elo% vs. random_no_suicide, avg. reward: -8.973, 1.584 sec/game, 5.4 min. total, 484.9 MB
preseason_shawl v5 237 games, 177576 moves, e=0.824, loss: 5.6, -, 14.0% elo% vs. random_no_suicide, avg. reward: -8.953, 1.594 sec/game, 5.4 min. total, 484.5 MB
preseason_shawl v5 238 games, 178306 moves, e=0.823, loss: 5.6, -, 13.7% elo% vs. random_no_suicide, avg. reward: -8.959, 1.606 sec/game, 5.4 min. total, 485.3 MB
preseason_shawl v5 239 games, 179142 moves, e=0.823, loss: 5.5, -, 13.4% elo% vs. random_no_suicide, avg. reward: -8.947, 1.609 sec/game, 5.4 min. total, 485.9 MB
preseason_shawl v5 240 games, 180061 moves, e=0.822, loss: 5.6, -, 13.1% elo% vs. random_no_suicide, avg. reward: -8.933, 1.611 sec/game, 5.5 min. total, 485.8 MB
preseason_shawl v5 241 games, 180942 moves, e=0.821, loss: 5.5, -, 12.9% elo% vs. random_no_suicide, avg. reward: -8.911, 1.620 sec/game, 5.5 min. total, 485.6 MB
preseason_shawl v5 242 games, 181839 moves, e=0.820, loss: 5.7, -, 12.6% elo% vs. random_no_suicide, avg. reward: -8.892, 1.634 sec/game, 5.5 min. total, 485.5 MB
preseason_shawl v5 243 games, 182583 moves, e=0.819, loss: 6.1, -, 12.4% elo% vs. random_no_suicide, avg. reward: -8.879, 1.622 sec/game, 5.6 min. total, 485.3 MB
preseason_shawl v5 244 games, 183452 moves, e=0.818, loss: 5.8, -, 12.1% elo% vs. random_no_suicide, avg. reward: -8.875, 1.634 sec/game, 5.6 min. total, 486.2 MB
preseason_shawl v5 245 games, 184288 moves, e=0.818, loss: 5.8, -, 11.9% elo% vs. random_no_suicide, avg. reward: -8.851, 1.635 sec/game, 5.6 min. total, 485.6 MB
preseason_shawl v5 246 games, 185126 moves, e=0.817, loss: 5.7, -, 11.7% elo% vs. random_no_suicide, avg. reward: -8.828, 1.643 sec/game, 5.6 min. total, 486.4 MB
preseason_shawl v5 247 games, 186096 moves, e=0.816, loss: 5.7, -, 11.4% elo% vs. random_no_suicide, avg. reward: -8.805, 1.650 sec/game, 5.7 min. total, 486.2 MB
preseason_shawl v5 248 games, 186853 moves, e=0.815, loss: 5.5, -, 11.2% elo% vs. random_no_suicide, avg. reward: -8.797, 1.642 sec/game, 5.7 min. total, 488.0 MB
preseason_shawl v5 249 games, 187722 moves, e=0.814, loss: 5.9, -, 11.0% elo% vs. random_no_suicide, avg. reward: -8.786, 1.666 sec/game, 5.7 min. total, 487.7 MB
preseason_shawl v5 250 games, 188605 moves, e=0.813, loss: 5.8, -, 10.8% elo% vs. random_no_suicide, avg. reward: -8.766, 1.664 sec/game, 5.8 min. total, 488.4 MB
preseason_shawl v5 251 games, 189382 moves, e=0.813, loss: 5.7, -, 10.6% elo% vs. random_no_suicide, avg. reward: -8.748, 1.676 sec/game, 5.8 min. total, 488.5 MB
preseason_shawl v5 252 games, 190201 moves, e=0.812, loss: 5.9, -, 10.4% elo% vs. random_no_suicide, avg. reward: -8.741, 1.679 sec/game, 5.8 min. total, 488.6 MB
preseason_shawl v5 253 games, 190932 moves, e=0.811, loss: 6.0, -, 10.3% elo% vs. random_no_suicide, avg. reward: -8.728, 1.677 sec/game, 5.8 min. total, 488.6 MB
preseason_shawl v5 254 games, 191766 moves, e=0.810, loss: 5.7, -, 10.1% elo% vs. random_no_suicide, avg. reward: -8.731, 1.678 sec/game, 5.9 min. total, 488.1 MB
preseason_shawl v5 255 games, 192537 moves, e=0.809, loss: 5.2, -, 9.9% elo% vs. random_no_suicide, avg. reward: -8.749, 1.665 sec/game, 5.9 min. total, 489.2 MB
preseason_shawl v5 256 games, 193184 moves, e=0.809, loss: 5.2, -, 9.8% elo% vs. random_no_suicide, avg. reward: -8.765, 1.655 sec/game, 5.9 min. total, 488.6 MB
preseason_shawl v5 257 games, 193989 moves, e=0.808, loss: 5.2, -, 9.6% elo% vs. random_no_suicide, avg. reward: -8.755, 1.650 sec/game, 5.9 min. total, 489.4 MB
preseason_shawl v5 258 games, 194834 moves, e=0.807, loss: 4.9, -, 9.5% elo% vs. random_no_suicide, avg. reward: -8.733, 1.660 sec/game, 6.0 min. total, 490.9 MB
preseason_shawl v5 259 games, 195595 moves, e=0.806, loss: 5.1, -, 9.3% elo% vs. random_no_suicide, avg. reward: -8.719, 1.658 sec/game, 6.0 min. total, 490.6 MB
preseason_shawl v5 260 games, 196380 moves, e=0.806, loss: 5.3, -, 9.2% elo% vs. random_no_suicide, avg. reward: -8.714, 1.647 sec/game, 6.0 min. total, 491.4 MB
preseason_shawl v5 261 games, 196994 moves, e=0.805, loss: 5.3, -, 9.0% elo% vs. random_no_suicide, avg. reward: -8.732, 1.625 sec/game, 6.0 min. total, 491.3 MB
preseason_shawl v5 262 games, 197842 moves, e=0.804, loss: 5.4, -, 8.9% elo% vs. random_no_suicide, avg. reward: -8.719, 1.617 sec/game, 6.1 min. total, 491.4 MB
preseason_shawl v5 263 games, 198710 moves, e=0.803, loss: 5.4, -, 8.8% elo% vs. random_no_suicide, avg. reward: -8.705, 1.631 sec/game, 6.1 min. total, 491.4 MB
preseason_shawl v5 264 games, 199539 moves, e=0.802, loss: 5.2, -, 8.6% elo% vs. random_no_suicide, avg. reward: -8.703, 1.620 sec/game, 6.1 min. total, 491.0 MB
preseason_shawl v5 265 games, 200506 moves, e=0.801, loss: 5.2, -, 8.5% elo% vs. random_no_suicide, avg. reward: -8.699, 1.643 sec/game, 6.2 min. total, 491.4 MB
preseason_shawl v5 266 games, 201463 moves, e=0.801, loss: 5.2, -, 8.4% elo% vs. random_no_suicide, avg. reward: -8.682, 1.646 sec/game, 6.2 min. total, 491.7 MB
preseason_shawl v5 267 games, 202247 moves, e=0.800, loss: 5.4, -, 8.3% elo% vs. random_no_suicide, avg. reward: -8.676, 1.635 sec/game, 6.2 min. total, 491.6 MB
preseason_shawl v5 268 games, 203091 moves, e=0.799, loss: 5.3, -, 8.1% elo% vs. random_no_suicide, avg. reward: -8.674, 1.638 sec/game, 6.2 min. total, 493.6 MB
preseason_shawl v5 269 games, 203829 moves, e=0.798, loss: 5.3, -, 8.0% elo% vs. random_no_suicide, avg. reward: -8.655, 1.626 sec/game, 6.3 min. total, 493.2 MB
preseason_shawl v5 270 games, 204606 moves, e=0.797, loss: 4.9, -, 7.9% elo% vs. random_no_suicide, avg. reward: -8.641, 1.615 sec/game, 6.3 min. total, 494.1 MB
preseason_shawl v5 271 games, 205487 moves, e=0.797, loss: 5.0, -, 7.8% elo% vs. random_no_suicide, avg. reward: -8.622, 1.627 sec/game, 6.3 min. total, 494.1 MB
preseason_shawl v5 272 games, 206348 moves, e=0.796, loss: 5.3, -, 7.7% elo% vs. random_no_suicide, avg. reward: -8.607, 1.636 sec/game, 6.4 min. total, 494.2 MB
preseason_shawl v5 273 games, 207238 moves, e=0.795, loss: 5.5, -, 7.6% elo% vs. random_no_suicide, avg. reward: -8.592, 1.642 sec/game, 6.4 min. total, 493.5 MB
preseason_shawl v5 274 games, 208040 moves, e=0.794, loss: 5.5, -, 7.5% elo% vs. random_no_suicide, avg. reward: -8.590, 1.636 sec/game, 6.4 min. total, 494.0 MB
preseason_shawl v5 275 games, 208887 moves, e=0.793, loss: 5.3, -, 7.4% elo% vs. random_no_suicide, avg. reward: -8.583, 1.639 sec/game, 6.4 min. total, 494.1 MB
preseason_shawl v5 276 games, 209933 moves, e=0.792, loss: 5.2, -, 7.3% elo% vs. random_no_suicide, avg. reward: -8.567, 1.684 sec/game, 6.5 min. total, 494.8 MB
preseason_shawl v5 277 games, 210861 moves, e=0.791, loss: 4.8, -, 7.2% elo% vs. random_no_suicide, avg. reward: -8.540, 1.695 sec/game, 6.5 min. total, 496.1 MB
preseason_shawl v5 278 games, 211829 moves, e=0.790, loss: 4.8, -, 7.2% elo% vs. random_no_suicide, avg. reward: -8.507, 1.697 sec/game, 6.5 min. total, 495.2 MB
preseason_shawl v5 279 games, 212701 moves, e=0.789, loss: 5.1, -, 7.1% elo% vs. random_no_suicide, avg. reward: -8.500, 1.710 sec/game, 6.6 min. total, 495.8 MB
