nemeses_unhappy v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.6 MB
nemeses_unhappy v4 134 games, 98713 moves, e=0.902, loss: 5.4, -, 17.6% elo% vs. random_no_suicide, avg. reward: -11.266, 2.087 sec/game, 4.0 min. total, 492.1 MB
nemeses_unhappy v4 135 games, 99501 moves, e=0.901, loss: 5.6, -, 17.1% elo% vs. random_no_suicide, avg. reward: -11.257, 2.109 sec/game, 4.0 min. total, 493.3 MB
nemeses_unhappy v4 136 games, 100254 moves, e=0.901, loss: 5.5, -, 16.6% elo% vs. random_no_suicide, avg. reward: -11.244, 2.110 sec/game, 4.1 min. total, 493.7 MB
nemeses_unhappy v4 137 games, 100989 moves, e=0.900, loss: 5.4, -, 16.2% elo% vs. random_no_suicide, avg. reward: -11.245, 2.101 sec/game, 4.1 min. total, 494.3 MB
nemeses_unhappy v4 138 games, 101778 moves, e=0.899, loss: 5.3, -, 15.8% elo% vs. random_no_suicide, avg. reward: -11.224, 2.141 sec/game, 4.2 min. total, 493.8 MB
nemeses_unhappy v4 139 games, 102589 moves, e=0.898, loss: 5.4, -, 15.4% elo% vs. random_no_suicide, avg. reward: -11.217, 2.161 sec/game, 4.2 min. total, 491.9 MB
nemeses_unhappy v4 140 games, 103459 moves, e=0.898, loss: 5.3, -, 15.1% elo% vs. random_no_suicide, avg. reward: -11.191, 2.224 sec/game, 4.2 min. total, 494.8 MB
nemeses_unhappy v4 141 games, 104084 moves, e=0.897, loss: 5.5, -, 14.7% elo% vs. random_no_suicide, avg. reward: -11.208, 2.226 sec/game, 4.3 min. total, 493.8 MB
nemeses_unhappy v4 142 games, 104889 moves, e=0.896, loss: 5.5, -, 14.4% elo% vs. random_no_suicide, avg. reward: -11.192, 2.243 sec/game, 4.3 min. total, 495.7 MB
nemeses_unhappy v4 143 games, 105598 moves, e=0.895, loss: 5.6, -, 14.1% elo% vs. random_no_suicide, avg. reward: -11.195, 2.202 sec/game, 4.3 min. total, 447.9 MB
nemeses_unhappy v4 144 games, 106347 moves, e=0.895, loss: 5.5, -, 13.7% elo% vs. random_no_suicide, avg. reward: -11.180, 2.218 sec/game, 4.4 min. total, 446.2 MB
nemeses_unhappy v4 145 games, 107229 moves, e=0.894, loss: 5.5, -, 13.5% elo% vs. random_no_suicide, avg. reward: -11.150, 2.250 sec/game, 4.4 min. total, 449.7 MB
nemeses_unhappy v4 146 games, 107961 moves, e=0.893, loss: 5.4, -, 13.2% elo% vs. random_no_suicide, avg. reward: -11.161, 2.285 sec/game, 4.5 min. total, 448.8 MB
nemeses_unhappy v4 147 games, 108737 moves, e=0.892, loss: 5.4, -, 12.9% elo% vs. random_no_suicide, avg. reward: -11.160, 2.274 sec/game, 4.5 min. total, 449.7 MB
nemeses_unhappy v4 148 games, 109471 moves, e=0.892, loss: 5.6, -, 12.6% elo% vs. random_no_suicide, avg. reward: -11.139, 2.317 sec/game, 4.5 min. total, 399.4 MB
nemeses_unhappy v4 149 games, 110241 moves, e=0.891, loss: 5.3, -, 12.4% elo% vs. random_no_suicide, avg. reward: -11.123, 2.349 sec/game, 4.6 min. total, 402.4 MB
nemeses_unhappy v4 150 games, 110988 moves, e=0.890, loss: 5.4, -, 12.1% elo% vs. random_no_suicide, avg. reward: -11.111, 2.337 sec/game, 4.6 min. total, 402.2 MB
nemeses_unhappy v4 151 games, 111717 moves, e=0.889, loss: 5.1, -, 11.9% elo% vs. random_no_suicide, avg. reward: -11.113, 2.273 sec/game, 4.7 min. total, 405.2 MB
nemeses_unhappy v4 152 games, 112517 moves, e=0.889, loss: 5.1, -, 11.7% elo% vs. random_no_suicide, avg. reward: -11.091, 2.274 sec/game, 4.7 min. total, 402.1 MB
nemeses_unhappy v4 153 games, 113281 moves, e=0.888, loss: 5.0, -, 11.4% elo% vs. random_no_suicide, avg. reward: -11.083, 2.252 sec/game, 4.7 min. total, 405.1 MB
nemeses_unhappy v4 154 games, 113909 moves, e=0.887, loss: 5.1, -, 11.2% elo% vs. random_no_suicide, avg. reward: -11.101, 2.219 sec/game, 4.7 min. total, 405.1 MB
nemeses_unhappy v4 155 games, 114598 moves, e=0.887, loss: 5.3, -, 11.0% elo% vs. random_no_suicide, avg. reward: -11.101, 2.205 sec/game, 4.8 min. total, 405.5 MB
nemeses_unhappy v4 156 games, 115347 moves, e=0.886, loss: 5.3, -, 10.8% elo% vs. random_no_suicide, avg. reward: -11.095, 2.212 sec/game, 4.8 min. total, 404.1 MB
nemeses_unhappy v4 157 games, 116099 moves, e=0.885, loss: 5.4, -, 10.6% elo% vs. random_no_suicide, avg. reward: -11.088, 2.233 sec/game, 4.9 min. total, 405.2 MB
nemeses_unhappy v4 158 games, 116800 moves, e=0.884, loss: 5.4, -, 10.5% elo% vs. random_no_suicide, avg. reward: -11.077, 2.213 sec/game, 4.9 min. total, 402.4 MB
nemeses_unhappy v4 159 games, 117535 moves, e=0.884, loss: 5.5, -, 10.3% elo% vs. random_no_suicide, avg. reward: -11.083, 2.183 sec/game, 4.9 min. total, 406.5 MB
nemeses_unhappy v4 160 games, 118256 moves, e=0.883, loss: 5.5, -, 10.1% elo% vs. random_no_suicide, avg. reward: -11.070, 2.122 sec/game, 5.0 min. total, 407.5 MB
nemeses_unhappy v4 161 games, 119059 moves, e=0.882, loss: 5.4, -, 9.9% elo% vs. random_no_suicide, avg. reward: -11.066, 2.138 sec/game, 5.0 min. total, 409.6 MB
nemeses_unhappy v4 162 games, 119763 moves, e=0.881, loss: 5.3, -, 9.8% elo% vs. random_no_suicide, avg. reward: -11.049, 2.124 sec/game, 5.0 min. total, 410.7 MB
nemeses_unhappy v4 163 games, 120438 moves, e=0.881, loss: 5.3, -, 9.6% elo% vs. random_no_suicide, avg. reward: -11.054, 2.122 sec/game, 5.1 min. total, 410.1 MB
nemeses_unhappy v4 164 games, 121144 moves, e=0.880, loss: 5.6, -, 9.5% elo% vs. random_no_suicide, avg. reward: -11.067, 2.112 sec/game, 5.1 min. total, 410.0 MB
nemeses_unhappy v4 165 games, 121829 moves, e=0.879, loss: 5.9, -, 9.3% elo% vs. random_no_suicide, avg. reward: -11.076, 2.087 sec/game, 5.1 min. total, 410.2 MB
nemeses_unhappy v4 166 games, 122592 moves, e=0.879, loss: 5.7, -, 9.2% elo% vs. random_no_suicide, avg. reward: -11.072, 2.069 sec/game, 5.2 min. total, 409.0 MB
nemeses_unhappy v4 167 games, 123288 moves, e=0.878, loss: 5.4, -, 9.0% elo% vs. random_no_suicide, avg. reward: -11.072, 2.073 sec/game, 5.2 min. total, 406.8 MB
nemeses_unhappy v4 168 games, 124118 moves, e=0.877, loss: 5.3, -, 8.9% elo% vs. random_no_suicide, avg. reward: -11.063, 2.146 sec/game, 5.3 min. total, 407.0 MB
nemeses_unhappy v4 169 games, 125001 moves, e=0.876, loss: 5.2, -, 8.8% elo% vs. random_no_suicide, avg. reward: -11.041, 2.146 sec/game, 5.3 min. total, 407.2 MB
nemeses_unhappy v4 170 games, 125693 moves, e=0.876, loss: 5.3, -, 8.6% elo% vs. random_no_suicide, avg. reward: -11.034, 2.143 sec/game, 5.3 min. total, 409.4 MB
nemeses_unhappy v4 171 games, 126387 moves, e=0.875, loss: 5.3, -, 8.5% elo% vs. random_no_suicide, avg. reward: -11.040, 2.159 sec/game, 5.4 min. total, 410.6 MB
nemeses_unhappy v4 172 games, 127090 moves, e=0.874, loss: 5.2, -, 8.4% elo% vs. random_no_suicide, avg. reward: -11.042, 2.145 sec/game, 5.4 min. total, 411.4 MB
nemeses_unhappy v4 173 games, 127828 moves, e=0.873, loss: 5.1, -, 8.3% elo% vs. random_no_suicide, avg. reward: -11.047, 2.151 sec/game, 5.4 min. total, 413.4 MB
nemeses_unhappy v4 174 games, 128594 moves, e=0.873, loss: 5.2, -, 8.2% elo% vs. random_no_suicide, avg. reward: -11.045, 2.190 sec/game, 5.5 min. total, 413.2 MB
nemeses_unhappy v4 175 games, 129350 moves, e=0.872, loss: 5.3, -, 8.0% elo% vs. random_no_suicide, avg. reward: -11.051, 2.199 sec/game, 5.5 min. total, 413.6 MB
nemeses_unhappy v4 176 games, 130130 moves, e=0.871, loss: 5.3, -, 7.9% elo% vs. random_no_suicide, avg. reward: -11.057, 2.196 sec/game, 5.5 min. total, 413.1 MB
nemeses_unhappy v4 177 games, 131067 moves, e=0.870, loss: 5.4, -, 7.8% elo% vs. random_no_suicide, avg. reward: -11.037, 2.211 sec/game, 5.6 min. total, 413.0 MB
nemeses_unhappy v4 178 games, 131889 moves, e=0.869, loss: 5.3, -, 7.7% elo% vs. random_no_suicide, avg. reward: -11.034, 2.225 sec/game, 5.6 min. total, 412.1 MB
nemeses_unhappy v4 179 games, 132699 moves, e=0.869, loss: 5.3, -, 7.6% elo% vs. random_no_suicide, avg. reward: -11.036, 2.228 sec/game, 5.7 min. total, 410.4 MB
nemeses_unhappy v4 180 games, 133569 moves, e=0.868, loss: 5.7, -, 7.5% elo% vs. random_no_suicide, avg. reward: -11.025, 2.268 sec/game, 5.7 min. total, 413.4 MB
nemeses_unhappy v4 181 games, 134236 moves, e=0.867, loss: 5.6, -, 7.4% elo% vs. random_no_suicide, avg. reward: -11.033, 2.250 sec/game, 5.7 min. total, 413.5 MB
nemeses_unhappy v4 182 games, 134921 moves, e=0.866, loss: 5.8, -, 7.3% elo% vs. random_no_suicide, avg. reward: -11.047, 2.278 sec/game, 5.8 min. total, 410.4 MB
nemeses_unhappy v4 183 games, 135755 moves, e=0.866, loss: 5.7, -, 7.2% elo% vs. random_no_suicide, avg. reward: -11.032, 2.303 sec/game, 5.8 min. total, 413.8 MB
nemeses_unhappy v4 184 games, 136560 moves, e=0.865, loss: 6.1, -, 7.2% elo% vs. random_no_suicide, avg. reward: -11.023, 2.311 sec/game, 5.9 min. total, 414.0 MB
nemeses_unhappy v4 185 games, 137452 moves, e=0.864, loss: 6.0, -, 7.1% elo% vs. random_no_suicide, avg. reward: -10.997, 2.337 sec/game, 5.9 min. total, 414.3 MB
nemeses_unhappy v4 186 games, 138291 moves, e=0.863, loss: 5.6, -, 7.0% elo% vs. random_no_suicide, avg. reward: -10.992, 2.355 sec/game, 5.9 min. total, 415.5 MB
nemeses_unhappy v4 187 games, 139051 moves, e=0.862, loss: 5.7, -, 6.9% elo% vs. random_no_suicide, avg. reward: -11.001, 2.361 sec/game, 6.0 min. total, 414.5 MB
nemeses_unhappy v4 188 games, 139781 moves, e=0.862, loss: 5.5, -, 6.8% elo% vs. random_no_suicide, avg. reward: -10.999, 2.266 sec/game, 6.0 min. total, 414.6 MB
nemeses_unhappy v4 189 games, 140607 moves, e=0.861, loss: 5.6, -, 6.7% elo% vs. random_no_suicide, avg. reward: -10.975, 2.238 sec/game, 6.0 min. total, 415.8 MB
nemeses_unhappy v4 190 games, 141366 moves, e=0.860, loss: 5.6, -, 6.7% elo% vs. random_no_suicide, avg. reward: -10.973, 2.241 sec/game, 6.1 min. total, 416.1 MB
nemeses_unhappy v4 191 games, 142125 moves, e=0.859, loss: 5.8, -, 6.6% elo% vs. random_no_suicide, avg. reward: -10.977, 2.244 sec/game, 6.1 min. total, 416.3 MB
nemeses_unhappy v4 192 games, 142866 moves, e=0.859, loss: 5.8, -, 6.5% elo% vs. random_no_suicide, avg. reward: -10.982, 2.256 sec/game, 6.2 min. total, 415.1 MB
nemeses_unhappy v4 193 games, 143552 moves, e=0.858, loss: 5.6, -, 6.4% elo% vs. random_no_suicide, avg. reward: -10.990, 2.244 sec/game, 6.2 min. total, 417.6 MB
nemeses_unhappy v4 194 games, 144315 moves, e=0.857, loss: 5.8, -, 6.4% elo% vs. random_no_suicide, avg. reward: -10.986, 2.242 sec/game, 6.2 min. total, 416.9 MB
nemeses_unhappy v4 195 games, 145059 moves, e=0.856, loss: 5.6, -, 6.3% elo% vs. random_no_suicide, avg. reward: -10.989, 2.254 sec/game, 6.3 min. total, 416.3 MB
nemeses_unhappy v4 196 games, 145893 moves, e=0.856, loss: 5.3, -, 6.2% elo% vs. random_no_suicide, avg. reward: -10.974, 2.266 sec/game, 6.3 min. total, 416.4 MB
nemeses_unhappy v4 197 games, 146751 moves, e=0.855, loss: 5.4, -, 6.2% elo% vs. random_no_suicide, avg. reward: -10.961, 2.262 sec/game, 6.3 min. total, 416.5 MB
nemeses_unhappy v4 198 games, 147493 moves, e=0.854, loss: 5.5, -, 6.1% elo% vs. random_no_suicide, avg. reward: -10.952, 2.250 sec/game, 6.4 min. total, 420.2 MB
nemeses_unhappy v4 199 games, 148277 moves, e=0.853, loss: 5.5, -, 6.0% elo% vs. random_no_suicide, avg. reward: -10.958, 2.259 sec/game, 6.4 min. total, 419.6 MB
nemeses_unhappy v4 200 games, 149072 moves, e=0.852, loss: 5.6, -, 6.0% elo% vs. random_no_suicide, avg. reward: -10.972, 2.261 sec/game, 6.5 min. total, 418.6 MB
nemeses_unhappy v5 201 games, 149813 moves, e=0.852, loss: 5.7, -, 47.7% elo% vs. random_no_suicide, avg. reward: -10.976, 2.304 sec/game, 6.5 min. total, 419.1 MB
nemeses_unhappy v5 202 games, 150455 moves, e=0.851, loss: 5.8, -, 45.5% elo% vs. random_no_suicide, avg. reward: -10.988, 2.282 sec/game, 6.5 min. total, 420.0 MB
nemeses_unhappy v5 203 games, 151061 moves, e=0.850, loss: 5.9, -, 43.4% elo% vs. random_no_suicide, avg. reward: -11.005, 2.262 sec/game, 6.6 min. total, 420.3 MB
nemeses_unhappy v5 204 games, 151804 moves, e=0.850, loss: 6.1, -, 41.5% elo% vs. random_no_suicide, avg. reward: -11.006, 2.257 sec/game, 6.6 min. total, 419.4 MB
nemeses_unhappy v5 205 games, 152582 moves, e=0.849, loss: 5.9, -, 39.6% elo% vs. random_no_suicide, avg. reward: -11.003, 2.265 sec/game, 6.7 min. total, 419.8 MB
nemeses_unhappy v5 206 games, 153377 moves, e=0.848, loss: 5.9, -, 37.9% elo% vs. random_no_suicide, avg. reward: -10.996, 2.267 sec/game, 6.7 min. total, 421.5 MB
nemeses_unhappy v5 207 games, 154138 moves, e=0.847, loss: 5.6, -, 36.3% elo% vs. random_no_suicide, avg. reward: -11.010, 2.274 sec/game, 6.7 min. total, 418.8 MB
nemeses_unhappy v5 208 games, 154737 moves, e=0.847, loss: 5.6, -, 34.8% elo% vs. random_no_suicide, avg. reward: -11.047, 2.252 sec/game, 6.8 min. total, 420.6 MB
nemeses_unhappy v5 209 games, 155539 moves, e=0.846, loss: 5.7, -, 33.3% elo% vs. random_no_suicide, avg. reward: -11.046, 2.273 sec/game, 6.8 min. total, 420.6 MB
nemeses_unhappy v5 210 games, 156258 moves, e=0.845, loss: 5.8, -, 32.0% elo% vs. random_no_suicide, avg. reward: -11.059, 2.265 sec/game, 6.8 min. total, 420.7 MB
nemeses_unhappy v5 211 games, 156955 moves, e=0.845, loss: 5.8, -, 30.7% elo% vs. random_no_suicide, avg. reward: -11.074, 2.277 sec/game, 6.9 min. total, 421.8 MB
nemeses_unhappy v5 212 games, 157644 moves, e=0.844, loss: 5.7, -, 29.5% elo% vs. random_no_suicide, avg. reward: -11.078, 2.265 sec/game, 6.9 min. total, 422.1 MB
nemeses_unhappy v5 213 games, 158421 moves, e=0.843, loss: 5.6, -, 28.4% elo% vs. random_no_suicide, avg. reward: -11.082, 2.287 sec/game, 7.0 min. total, 422.1 MB
nemeses_unhappy v5 214 games, 159210 moves, e=0.842, loss: 5.5, -, 27.3% elo% vs. random_no_suicide, avg. reward: -11.091, 2.292 sec/game, 7.0 min. total, 422.1 MB
nemeses_unhappy v5 215 games, 159939 moves, e=0.842, loss: 5.8, -, 26.4% elo% vs. random_no_suicide, avg. reward: -11.096, 2.290 sec/game, 7.0 min. total, 422.2 MB
nemeses_unhappy v5 216 games, 160680 moves, e=0.841, loss: 5.7, -, 25.4% elo% vs. random_no_suicide, avg. reward: -11.093, 2.300 sec/game, 7.1 min. total, 423.4 MB
nemeses_unhappy v5 217 games, 161523 moves, e=0.840, loss: 5.5, -, 24.5% elo% vs. random_no_suicide, avg. reward: -11.072, 2.299 sec/game, 7.1 min. total, 424.1 MB
nemeses_unhappy v5 218 games, 162243 moves, e=0.839, loss: 5.4, -, 23.7% elo% vs. random_no_suicide, avg. reward: -11.064, 2.311 sec/game, 7.2 min. total, 421.5 MB
nemeses_unhappy v5 219 games, 163025 moves, e=0.839, loss: 5.7, -, 22.9% elo% vs. random_no_suicide, avg. reward: -11.070, 2.321 sec/game, 7.2 min. total, 423.5 MB
nemeses_unhappy v5 220 games, 163738 moves, e=0.838, loss: 5.7, -, 22.2% elo% vs. random_no_suicide, avg. reward: -11.069, 2.306 sec/game, 7.2 min. total, 423.7 MB
nemeses_unhappy v5 221 games, 164468 moves, e=0.837, loss: 5.8, -, 21.5% elo% vs. random_no_suicide, avg. reward: -11.055, 2.270 sec/game, 7.3 min. total, 424.5 MB
nemeses_unhappy v5 222 games, 165177 moves, e=0.836, loss: 5.7, -, 20.8% elo% vs. random_no_suicide, avg. reward: -11.047, 2.277 sec/game, 7.3 min. total, 423.5 MB
nemeses_unhappy v5 223 games, 165912 moves, e=0.836, loss: 5.7, -, 20.2% elo% vs. random_no_suicide, avg. reward: -11.043, 2.289 sec/game, 7.3 min. total, 424.7 MB
nemeses_unhappy v5 224 games, 166651 moves, e=0.835, loss: 5.5, -, 19.6% elo% vs. random_no_suicide, avg. reward: -11.037, 2.279 sec/game, 7.4 min. total, 423.7 MB
nemeses_unhappy v5 225 games, 167454 moves, e=0.834, loss: 5.6, -, 19.1% elo% vs. random_no_suicide, avg. reward: -11.029, 2.270 sec/game, 7.4 min. total, 424.8 MB
nemeses_unhappy v5 226 games, 168314 moves, e=0.833, loss: 5.5, -, 18.5% elo% vs. random_no_suicide, avg. reward: -10.997, 2.266 sec/game, 7.5 min. total, 425.7 MB
nemeses_unhappy v5 227 games, 169137 moves, e=0.833, loss: 5.4, -, 18.0% elo% vs. random_no_suicide, avg. reward: -10.978, 2.269 sec/game, 7.5 min. total, 424.8 MB
nemeses_unhappy v5 228 games, 169859 moves, e=0.832, loss: 5.3, -, 17.5% elo% vs. random_no_suicide, avg. reward: -10.962, 2.290 sec/game, 7.5 min. total, 426.0 MB
nemeses_unhappy v5 229 games, 170615 moves, e=0.831, loss: 5.4, -, 17.1% elo% vs. random_no_suicide, avg. reward: -10.957, 2.266 sec/game, 7.6 min. total, 428.2 MB
nemeses_unhappy v5 230 games, 171341 moves, e=0.830, loss: 5.5, -, 16.6% elo% vs. random_no_suicide, avg. reward: -10.952, 2.274 sec/game, 7.6 min. total, 427.8 MB
nemeses_unhappy v5 231 games, 172176 moves, e=0.830, loss: 5.3, -, 16.2% elo% vs. random_no_suicide, avg. reward: -10.954, 2.286 sec/game, 7.6 min. total, 428.0 MB
nemeses_unhappy v5 232 games, 172892 moves, e=0.829, loss: 5.4, -, 15.8% elo% vs. random_no_suicide, avg. reward: -10.961, 2.276 sec/game, 7.7 min. total, 426.9 MB
nemeses_unhappy v5 233 games, 173688 moves, e=0.828, loss: 5.4, -, 15.4% elo% vs. random_no_suicide, avg. reward: -10.980, 2.273 sec/game, 7.7 min. total, 424.9 MB
nemeses_unhappy v5 234 games, 174492 moves, e=0.827, loss: 5.7, -, 15.1% elo% vs. random_no_suicide, avg. reward: -10.959, 2.284 sec/game, 7.8 min. total, 428.1 MB
nemeses_unhappy v5 235 games, 175328 moves, e=0.826, loss: 5.5, -, 14.7% elo% vs. random_no_suicide, avg. reward: -10.963, 2.292 sec/game, 7.8 min. total, 427.2 MB
nemeses_unhappy v5 236 games, 176147 moves, e=0.826, loss: 5.6, -, 14.4% elo% vs. random_no_suicide, avg. reward: -10.965, 2.293 sec/game, 7.8 min. total, 428.8 MB
nemeses_unhappy v5 237 games, 176871 moves, e=0.825, loss: 5.5, -, 14.0% elo% vs. random_no_suicide, avg. reward: -10.968, 2.271 sec/game, 7.9 min. total, 425.3 MB
nemeses_unhappy v5 238 games, 177706 moves, e=0.824, loss: 5.6, -, 13.7% elo% vs. random_no_suicide, avg. reward: -10.967, 2.280 sec/game, 7.9 min. total, 427.8 MB
nemeses_unhappy v5 239 games, 178349 moves, e=0.823, loss: 5.8, -, 13.4% elo% vs. random_no_suicide, avg. reward: -10.979, 2.244 sec/game, 7.9 min. total, 430.3 MB
nemeses_unhappy v5 240 games, 179078 moves, e=0.823, loss: 5.8, -, 13.1% elo% vs. random_no_suicide, avg. reward: -10.993, 2.237 sec/game, 8.0 min. total, 427.3 MB
nemeses_unhappy v5 241 games, 179723 moves, e=0.822, loss: 5.7, -, 12.9% elo% vs. random_no_suicide, avg. reward: -10.979, 2.226 sec/game, 8.0 min. total, 430.4 MB
nemeses_unhappy v5 242 games, 180477 moves, e=0.821, loss: 5.8, -, 12.6% elo% vs. random_no_suicide, avg. reward: -10.984, 2.222 sec/game, 8.0 min. total, 430.2 MB
nemeses_unhappy v5 243 games, 181274 moves, e=0.821, loss: 5.8, -, 12.4% elo% vs. random_no_suicide, avg. reward: -10.976, 2.246 sec/game, 8.1 min. total, 427.2 MB
nemeses_unhappy v5 244 games, 182013 moves, e=0.820, loss: 5.7, -, 12.1% elo% vs. random_no_suicide, avg. reward: -10.982, 2.247 sec/game, 8.1 min. total, 430.3 MB
nemeses_unhappy v5 245 games, 182829 moves, e=0.819, loss: 5.6, -, 11.9% elo% vs. random_no_suicide, avg. reward: -10.986, 2.243 sec/game, 8.2 min. total, 430.4 MB
nemeses_unhappy v5 246 games, 183560 moves, e=0.818, loss: 5.5, -, 11.7% elo% vs. random_no_suicide, avg. reward: -10.976, 2.230 sec/game, 8.2 min. total, 430.5 MB
nemeses_unhappy v5 247 games, 184313 moves, e=0.818, loss: 5.7, -, 11.4% elo% vs. random_no_suicide, avg. reward: -10.982, 2.206 sec/game, 8.2 min. total, 430.6 MB
nemeses_unhappy v5 248 games, 185111 moves, e=0.817, loss: 5.7, -, 11.2% elo% vs. random_no_suicide, avg. reward: -10.978, 2.225 sec/game, 8.3 min. total, 430.4 MB
nemeses_unhappy v5 249 games, 185805 moves, e=0.816, loss: 5.7, -, 11.0% elo% vs. random_no_suicide, avg. reward: -10.991, 2.213 sec/game, 8.3 min. total, 430.2 MB
nemeses_unhappy v5 250 games, 186574 moves, e=0.815, loss: 5.7, -, 10.8% elo% vs. random_no_suicide, avg. reward: -10.993, 2.220 sec/game, 8.3 min. total, 431.1 MB
nemeses_unhappy v5 251 games, 187345 moves, e=0.815, loss: 5.6, -, 10.6% elo% vs. random_no_suicide, avg. reward: -10.992, 2.200 sec/game, 8.4 min. total, 433.4 MB
nemeses_unhappy v5 252 games, 188196 moves, e=0.814, loss: 5.5, -, 10.4% elo% vs. random_no_suicide, avg. reward: -10.988, 2.239 sec/game, 8.4 min. total, 433.9 MB
nemeses_unhappy v5 253 games, 188900 moves, e=0.813, loss: 5.4, -, 10.3% elo% vs. random_no_suicide, avg. reward: -10.994, 2.217 sec/game, 8.4 min. total, 432.2 MB
nemeses_unhappy v5 254 games, 189582 moves, e=0.812, loss: 5.6, -, 10.1% elo% vs. random_no_suicide, avg. reward: -10.987, 2.202 sec/game, 8.5 min. total, 430.3 MB
nemeses_unhappy v5 255 games, 190386 moves, e=0.812, loss: 5.4, -, 9.9% elo% vs. random_no_suicide, avg. reward: -10.973, 2.192 sec/game, 8.5 min. total, 430.4 MB
nemeses_unhappy v5 256 games, 191058 moves, e=0.811, loss: 5.7, -, 9.8% elo% vs. random_no_suicide, avg. reward: -10.983, 2.156 sec/game, 8.6 min. total, 433.4 MB
nemeses_unhappy v5 257 games, 191825 moves, e=0.810, loss: 5.7, -, 9.6% elo% vs. random_no_suicide, avg. reward: -10.977, 2.167 sec/game, 8.6 min. total, 433.3 MB
nemeses_unhappy v5 258 games, 192614 moves, e=0.809, loss: 5.8, -, 9.5% elo% vs. random_no_suicide, avg. reward: -10.971, 2.146 sec/game, 8.6 min. total, 433.4 MB
nemeses_unhappy v5 259 games, 193373 moves, e=0.809, loss: 6.1, -, 9.3% elo% vs. random_no_suicide, avg. reward: -10.965, 2.170 sec/game, 8.7 min. total, 433.4 MB
nemeses_unhappy v5 260 games, 194048 moves, e=0.808, loss: 6.0, -, 9.2% elo% vs. random_no_suicide, avg. reward: -10.965, 2.167 sec/game, 8.7 min. total, 433.7 MB
nemeses_unhappy v5 261 games, 194760 moves, e=0.807, loss: 6.2, -, 9.0% elo% vs. random_no_suicide, avg. reward: -10.969, 2.174 sec/game, 8.7 min. total, 433.3 MB
nemeses_unhappy v5 262 games, 195628 moves, e=0.806, loss: 6.3, -, 8.9% elo% vs. random_no_suicide, avg. reward: -10.956, 2.199 sec/game, 8.8 min. total, 432.5 MB
nemeses_unhappy v5 263 games, 196452 moves, e=0.806, loss: 6.2, -, 8.8% elo% vs. random_no_suicide, avg. reward: -10.946, 2.192 sec/game, 8.8 min. total, 435.5 MB
nemeses_unhappy v5 264 games, 197172 moves, e=0.805, loss: 6.1, -, 8.6% elo% vs. random_no_suicide, avg. reward: -10.940, 2.208 sec/game, 8.9 min. total, 436.1 MB
nemeses_unhappy v5 265 games, 197883 moves, e=0.804, loss: 6.2, -, 8.5% elo% vs. random_no_suicide, avg. reward: -10.927, 2.198 sec/game, 8.9 min. total, 434.6 MB
nemeses_unhappy v5 266 games, 198812 moves, e=0.803, loss: 6.3, -, 8.4% elo% vs. random_no_suicide, avg. reward: -10.912, 2.245 sec/game, 8.9 min. total, 435.6 MB
nemeses_unhappy v5 267 games, 199461 moves, e=0.803, loss: 6.2, -, 8.3% elo% vs. random_no_suicide, avg. reward: -10.926, 2.253 sec/game, 9.0 min. total, 435.7 MB
nemeses_unhappy v5 268 games, 200201 moves, e=0.802, loss: 6.0, -, 8.1% elo% vs. random_no_suicide, avg. reward: -10.923, 2.245 sec/game, 9.0 min. total, 435.8 MB
nemeses_unhappy v5 269 games, 200950 moves, e=0.801, loss: 6.0, -, 8.0% elo% vs. random_no_suicide, avg. reward: -10.933, 2.250 sec/game, 9.1 min. total, 435.9 MB
nemeses_unhappy v5 270 games, 201789 moves, e=0.800, loss: 6.0, -, 7.9% elo% vs. random_no_suicide, avg. reward: -10.912, 2.265 sec/game, 9.1 min. total, 436.1 MB
nemeses_unhappy v5 271 games, 202475 moves, e=0.800, loss: 5.9, -, 7.8% elo% vs. random_no_suicide, avg. reward: -10.906, 2.249 sec/game, 9.1 min. total, 437.6 MB
nemeses_unhappy v5 272 games, 203212 moves, e=0.799, loss: 6.0, -, 7.7% elo% vs. random_no_suicide, avg. reward: -10.909, 2.225 sec/game, 9.2 min. total, 438.7 MB
nemeses_unhappy v5 273 games, 204053 moves, e=0.798, loss: 6.1, -, 7.6% elo% vs. random_no_suicide, avg. reward: -10.893, 2.253 sec/game, 9.2 min. total, 436.0 MB
nemeses_unhappy v5 274 games, 204890 moves, e=0.797, loss: 5.8, -, 7.5% elo% vs. random_no_suicide, avg. reward: -10.885, 2.259 sec/game, 9.2 min. total, 437.8 MB
nemeses_unhappy v5 275 games, 205600 moves, e=0.796, loss: 6.0, -, 7.4% elo% vs. random_no_suicide, avg. reward: -10.882, 2.253 sec/game, 9.3 min. total, 438.0 MB
nemeses_unhappy v5 276 games, 206444 moves, e=0.796, loss: 6.0, -, 7.3% elo% vs. random_no_suicide, avg. reward: -10.882, 2.286 sec/game, 9.3 min. total, 439.1 MB
nemeses_unhappy v5 277 games, 207208 moves, e=0.795, loss: 6.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: -10.889, 2.291 sec/game, 9.4 min. total, 436.1 MB
