nemeses_unhappy v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.6 MB
nemeses_unhappy v20 1623 games, 1924445 moves, e=0.010, loss: 4.0, ., 22.6% elo% vs. simple_bot, avg. reward: -2.146, 4.252 sec/game, 92.5 min. total, 848.4 MB
nemeses_unhappy v20 1624 games, 1925916 moves, e=0.010, loss: 4.2, -, 21.9% elo% vs. simple_bot, avg. reward: -2.143, 4.224 sec/game, 92.6 min. total, 850.1 MB
nemeses_unhappy v20 1625 games, 1927380 moves, e=0.010, loss: 4.0, -, 21.2% elo% vs. simple_bot, avg. reward: -2.142, 4.207 sec/game, 92.6 min. total, 850.7 MB
nemeses_unhappy v20 1626 games, 1928755 moves, e=0.010, loss: 3.9, -, 20.6% elo% vs. simple_bot, avg. reward: -2.140, 4.193 sec/game, 92.7 min. total, 850.4 MB
nemeses_unhappy v20 1627 games, 1930163 moves, e=0.010, loss: 3.9, -, 19.9% elo% vs. simple_bot, avg. reward: -2.127, 4.205 sec/game, 92.8 min. total, 850.7 MB
nemeses_unhappy v20 1628 games, 1931773 moves, e=0.010, loss: 3.8, -, 19.4% elo% vs. simple_bot, avg. reward: -2.126, 4.202 sec/game, 92.8 min. total, 850.8 MB
nemeses_unhappy v20 1629 games, 1933171 moves, e=0.010, loss: 3.7, -, 18.8% elo% vs. simple_bot, avg. reward: -2.122, 4.184 sec/game, 92.9 min. total, 850.8 MB
nemeses_unhappy v20 1630 games, 1934787 moves, e=0.010, loss: 3.9, -, 18.3% elo% vs. simple_bot, avg. reward: -2.120, 4.205 sec/game, 93.0 min. total, 851.2 MB
nemeses_unhappy v20 1631 games, 1936223 moves, e=0.010, loss: 4.0, -, 17.8% elo% vs. simple_bot, avg. reward: -2.118, 4.185 sec/game, 93.1 min. total, 853.0 MB
nemeses_unhappy v20 1632 games, 1937759 moves, e=0.010, loss: 4.1, -, 17.3% elo% vs. simple_bot, avg. reward: -2.116, 4.196 sec/game, 93.1 min. total, 852.7 MB
nemeses_unhappy v20 1633 games, 1939377 moves, e=0.010, loss: 4.0, -, 16.9% elo% vs. simple_bot, avg. reward: -2.122, 4.237 sec/game, 93.2 min. total, 852.8 MB
nemeses_unhappy v20 1634 games, 1941113 moves, e=0.010, loss: 4.1, -, 16.4% elo% vs. simple_bot, avg. reward: -2.124, 4.274 sec/game, 93.3 min. total, 852.9 MB
nemeses_unhappy v20 1635 games, 1942527 moves, e=0.010, loss: 4.1, -, 16.0% elo% vs. simple_bot, avg. reward: -2.128, 4.267 sec/game, 93.4 min. total, 853.0 MB
nemeses_unhappy v20 1636 games, 1944064 moves, e=0.010, loss: 4.1, -, 15.6% elo% vs. simple_bot, avg. reward: -2.133, 4.264 sec/game, 93.4 min. total, 853.1 MB
nemeses_unhappy v20 1637 games, 1945626 moves, e=0.010, loss: 4.1, -, 15.3% elo% vs. simple_bot, avg. reward: -2.138, 4.260 sec/game, 93.5 min. total, 854.1 MB
nemeses_unhappy v20 1638 games, 1947071 moves, e=0.010, loss: 4.3, -, 14.9% elo% vs. simple_bot, avg. reward: -2.135, 4.270 sec/game, 93.6 min. total, 854.5 MB
nemeses_unhappy v20 1639 games, 1948665 moves, e=0.010, loss: 4.4, +, 17.0% elo% vs. simple_bot, avg. reward: -2.133, 4.270 sec/game, 93.6 min. total, 854.5 MB
nemeses_unhappy v20 1640 games, 1950155 moves, e=0.010, loss: 4.2, -, 16.6% elo% vs. simple_bot, avg. reward: -2.132, 4.274 sec/game, 93.7 min. total, 854.5 MB
nemeses_unhappy v20 1641 games, 1951661 moves, e=0.010, loss: 4.0, -, 16.1% elo% vs. simple_bot, avg. reward: -2.132, 4.254 sec/game, 93.8 min. total, 854.7 MB
nemeses_unhappy v20 1642 games, 1953271 moves, e=0.010, loss: 3.9, -, 15.7% elo% vs. simple_bot, avg. reward: -2.135, 4.260 sec/game, 93.9 min. total, 855.6 MB
nemeses_unhappy v20 1643 games, 1954760 moves, e=0.010, loss: 3.8, -, 15.4% elo% vs. simple_bot, avg. reward: -2.140, 4.277 sec/game, 93.9 min. total, 857.6 MB
nemeses_unhappy v20 1644 games, 1956571 moves, e=0.010, loss: 3.9, -, 15.0% elo% vs. simple_bot, avg. reward: -2.139, 4.315 sec/game, 94.0 min. total, 857.3 MB
nemeses_unhappy v20 1645 games, 1958445 moves, e=0.010, loss: 4.1, -, 14.6% elo% vs. simple_bot, avg. reward: -2.139, 4.380 sec/game, 94.1 min. total, 858.1 MB
nemeses_unhappy v20 1646 games, 1960000 moves, e=0.010, loss: 3.8, -, 14.3% elo% vs. simple_bot, avg. reward: -2.138, 4.394 sec/game, 94.2 min. total, 857.9 MB
nemeses_unhappy v20 1647 games, 1961512 moves, e=0.010, loss: 3.9, -, 14.0% elo% vs. simple_bot, avg. reward: -2.138, 4.404 sec/game, 94.2 min. total, 858.0 MB
nemeses_unhappy v20 1648 games, 1963069 moves, e=0.010, loss: 3.8, -, 13.7% elo% vs. simple_bot, avg. reward: -2.134, 4.405 sec/game, 94.3 min. total, 858.1 MB
nemeses_unhappy v20 1649 games, 1964603 moves, e=0.010, loss: 3.7, -, 13.4% elo% vs. simple_bot, avg. reward: -2.135, 4.426 sec/game, 94.4 min. total, 860.5 MB
nemeses_unhappy v20 1650 games, 1966021 moves, e=0.010, loss: 3.9, -, 13.1% elo% vs. simple_bot, avg. reward: -2.128, 4.396 sec/game, 94.5 min. total, 860.4 MB
nemeses_unhappy v20 1651 games, 1967633 moves, e=0.010, loss: 4.0, -, 12.8% elo% vs. simple_bot, avg. reward: -2.122, 4.424 sec/game, 94.5 min. total, 860.3 MB
nemeses_unhappy v20 1652 games, 1969009 moves, e=0.010, loss: 4.2, ., 13.6% elo% vs. simple_bot, avg. reward: -2.120, 4.386 sec/game, 94.6 min. total, 860.1 MB
nemeses_unhappy v20 1653 games, 1970511 moves, e=0.010, loss: 4.1, -, 13.3% elo% vs. simple_bot, avg. reward: -2.116, 4.376 sec/game, 94.7 min. total, 860.4 MB
nemeses_unhappy v20 1654 games, 1971895 moves, e=0.010, loss: 4.3, -, 13.0% elo% vs. simple_bot, avg. reward: -2.119, 4.339 sec/game, 94.7 min. total, 860.4 MB
nemeses_unhappy v20 1655 games, 1973382 moves, e=0.010, loss: 4.5, -, 12.8% elo% vs. simple_bot, avg. reward: -2.118, 4.348 sec/game, 94.8 min. total, 860.4 MB
nemeses_unhappy v20 1656 games, 1974931 moves, e=0.010, loss: 4.3, -, 12.5% elo% vs. simple_bot, avg. reward: -2.117, 4.347 sec/game, 94.9 min. total, 861.9 MB
nemeses_unhappy v20 1657 games, 1976628 moves, e=0.010, loss: 3.9, -, 12.3% elo% vs. simple_bot, avg. reward: -2.115, 4.367 sec/game, 95.0 min. total, 863.2 MB
nemeses_unhappy v20 1658 games, 1978108 moves, e=0.010, loss: 4.2, -, 12.0% elo% vs. simple_bot, avg. reward: -2.110, 4.355 sec/game, 95.0 min. total, 863.2 MB
nemeses_unhappy v20 1659 games, 1979785 moves, e=0.010, loss: 4.3, -, 11.8% elo% vs. simple_bot, avg. reward: -2.109, 4.386 sec/game, 95.1 min. total, 863.2 MB
nemeses_unhappy v20 1660 games, 1981317 moves, e=0.010, loss: 4.2, -, 11.6% elo% vs. simple_bot, avg. reward: -2.111, 4.388 sec/game, 95.2 min. total, 863.4 MB
nemeses_unhappy v20 1661 games, 1982867 moves, e=0.010, loss: 4.2, -, 11.4% elo% vs. simple_bot, avg. reward: -2.109, 4.388 sec/game, 95.2 min. total, 863.5 MB
nemeses_unhappy v20 1662 games, 1984186 moves, e=0.010, loss: 4.1, -, 11.1% elo% vs. simple_bot, avg. reward: -2.106, 4.355 sec/game, 95.3 min. total, 864.2 MB
nemeses_unhappy v20 1663 games, 1985642 moves, e=0.010, loss: 4.1, -, 10.9% elo% vs. simple_bot, avg. reward: -2.103, 4.341 sec/game, 95.4 min. total, 865.8 MB
nemeses_unhappy v20 1664 games, 1987237 moves, e=0.010, loss: 4.1, -, 10.7% elo% vs. simple_bot, avg. reward: -2.107, 4.321 sec/game, 95.4 min. total, 865.6 MB
nemeses_unhappy v20 1665 games, 1988990 moves, e=0.010, loss: 3.9, -, 10.6% elo% vs. simple_bot, avg. reward: -2.106, 4.286 sec/game, 95.5 min. total, 865.8 MB
nemeses_unhappy v20 1666 games, 1990511 moves, e=0.010, loss: 4.0, -, 10.4% elo% vs. simple_bot, avg. reward: -2.101, 4.284 sec/game, 95.6 min. total, 865.9 MB
nemeses_unhappy v20 1667 games, 1991988 moves, e=0.010, loss: 3.9, +, 12.0% elo% vs. simple_bot, avg. reward: -2.099, 4.283 sec/game, 95.7 min. total, 869.4 MB
nemeses_unhappy v20 1668 games, 1993479 moves, e=0.010, loss: 4.1, -, 11.8% elo% vs. simple_bot, avg. reward: -2.099, 4.293 sec/game, 95.7 min. total, 865.9 MB
nemeses_unhappy v20 1669 games, 1994962 moves, e=0.010, loss: 4.1, -, 11.6% elo% vs. simple_bot, avg. reward: -2.101, 4.273 sec/game, 95.8 min. total, 868.1 MB
nemeses_unhappy v20 1670 games, 1996551 moves, e=0.010, loss: 4.2, ., 12.3% elo% vs. simple_bot, avg. reward: -2.105, 4.306 sec/game, 95.9 min. total, 868.4 MB
nemeses_unhappy v20 1671 games, 1997996 moves, e=0.010, loss: 4.2, -, 12.1% elo% vs. simple_bot, avg. reward: -2.100, 4.275 sec/game, 96.0 min. total, 868.6 MB
nemeses_unhappy v20 1672 games, 1999530 moves, e=0.010, loss: 4.1, -, 11.8% elo% vs. simple_bot, avg. reward: -2.099, 4.305 sec/game, 96.0 min. total, 868.9 MB
nemeses_unhappy v20 1673 games, 2001071 moves, e=0.010, loss: 4.3, -, 11.6% elo% vs. simple_bot, avg. reward: -2.093, 4.301 sec/game, 96.1 min. total, 869.3 MB
nemeses_unhappy v20 1674 games, 2002650 moves, e=0.010, loss: 4.1, -, 11.4% elo% vs. simple_bot, avg. reward: -2.092, 4.327 sec/game, 96.2 min. total, 869.3 MB
nemeses_unhappy v20 1675 games, 2004156 moves, e=0.010, loss: 4.1, -, 11.2% elo% vs. simple_bot, avg. reward: -2.084, 4.324 sec/game, 96.2 min. total, 872.0 MB
nemeses_unhappy v20 1676 games, 2005540 moves, e=0.010, loss: 4.0, -, 11.0% elo% vs. simple_bot, avg. reward: -2.081, 4.297 sec/game, 96.3 min. total, 870.7 MB
nemeses_unhappy v20 1677 games, 2006884 moves, e=0.010, loss: 4.1, -, 10.8% elo% vs. simple_bot, avg. reward: -2.080, 4.258 sec/game, 96.4 min. total, 870.6 MB
nemeses_unhappy v20 1678 games, 2008244 moves, e=0.010, loss: 4.1, -, 10.6% elo% vs. simple_bot, avg. reward: -2.075, 4.263 sec/game, 96.4 min. total, 871.1 MB
nemeses_unhappy v20 1679 games, 2009612 moves, e=0.010, loss: 4.2, -, 10.4% elo% vs. simple_bot, avg. reward: -2.071, 4.218 sec/game, 96.5 min. total, 871.3 MB
nemeses_unhappy v20 1680 games, 2011121 moves, e=0.010, loss: 4.1, -, 10.2% elo% vs. simple_bot, avg. reward: -2.070, 4.202 sec/game, 96.6 min. total, 871.5 MB
nemeses_unhappy v20 1681 games, 2012519 moves, e=0.010, loss: 4.1, -, 10.1% elo% vs. simple_bot, avg. reward: -2.065, 4.188 sec/game, 96.6 min. total, 871.7 MB
nemeses_unhappy v20 1682 games, 2014067 moves, e=0.010, loss: 4.1, -, 9.9% elo% vs. simple_bot, avg. reward: -2.063, 4.217 sec/game, 96.7 min. total, 874.3 MB
nemeses_unhappy v20 1683 games, 2015325 moves, e=0.010, loss: 4.2, -, 9.7% elo% vs. simple_bot, avg. reward: -2.065, 4.206 sec/game, 96.8 min. total, 873.9 MB
nemeses_unhappy v20 1684 games, 2016725 moves, e=0.010, loss: 4.2, +, 11.3% elo% vs. simple_bot, avg. reward: -2.061, 4.174 sec/game, 96.8 min. total, 874.0 MB
nemeses_unhappy v20 1685 games, 2018117 moves, e=0.010, loss: 4.2, -, 11.1% elo% vs. simple_bot, avg. reward: -2.058, 4.136 sec/game, 96.9 min. total, 873.7 MB
nemeses_unhappy v20 1686 games, 2019553 moves, e=0.010, loss: 4.1, -, 10.9% elo% vs. simple_bot, avg. reward: -2.055, 4.121 sec/game, 97.0 min. total, 873.8 MB
nemeses_unhappy v20 1687 games, 2020989 moves, e=0.010, loss: 3.9, -, 10.7% elo% vs. simple_bot, avg. reward: -2.052, 4.108 sec/game, 97.0 min. total, 873.8 MB
nemeses_unhappy v20 1688 games, 2022511 moves, e=0.010, loss: 4.0, -, 10.5% elo% vs. simple_bot, avg. reward: -2.051, 4.093 sec/game, 97.1 min. total, 874.2 MB
nemeses_unhappy v20 1689 games, 2024033 moves, e=0.010, loss: 4.0, -, 10.3% elo% vs. simple_bot, avg. reward: -2.049, 4.106 sec/game, 97.2 min. total, 875.4 MB
nemeses_unhappy v20 1690 games, 2025606 moves, e=0.010, loss: 4.0, -, 10.1% elo% vs. simple_bot, avg. reward: -2.050, 4.096 sec/game, 97.3 min. total, 875.5 MB
nemeses_unhappy v20 1691 games, 2027189 moves, e=0.010, loss: 4.0, -, 10.0% elo% vs. simple_bot, avg. reward: -2.045, 4.121 sec/game, 97.3 min. total, 875.4 MB
nemeses_unhappy v20 1692 games, 2028790 moves, e=0.010, loss: 3.8, -, 9.8% elo% vs. simple_bot, avg. reward: -2.045, 4.123 sec/game, 97.4 min. total, 875.5 MB
nemeses_unhappy v20 1693 games, 2030418 moves, e=0.010, loss: 3.8, -, 9.7% elo% vs. simple_bot, avg. reward: -2.044, 4.140 sec/game, 97.5 min. total, 876.0 MB
nemeses_unhappy v20 1694 games, 2031876 moves, e=0.010, loss: 4.0, -, 9.5% elo% vs. simple_bot, avg. reward: -2.042, 4.129 sec/game, 97.5 min. total, 876.0 MB
nemeses_unhappy v20 1695 games, 2033288 moves, e=0.010, loss: 4.0, -, 9.4% elo% vs. simple_bot, avg. reward: -2.042, 4.125 sec/game, 97.6 min. total, 878.4 MB
nemeses_unhappy v20 1696 games, 2034959 moves, e=0.010, loss: 4.0, -, 9.2% elo% vs. simple_bot, avg. reward: -2.045, 4.173 sec/game, 97.7 min. total, 878.4 MB
nemeses_unhappy v20 1697 games, 2036401 moves, e=0.010, loss: 3.9, -, 9.1% elo% vs. simple_bot, avg. reward: -2.041, 4.184 sec/game, 97.8 min. total, 878.4 MB
nemeses_unhappy v20 1698 games, 2037790 moves, e=0.010, loss: 3.9, -, 8.9% elo% vs. simple_bot, avg. reward: -2.037, 4.178 sec/game, 97.8 min. total, 878.7 MB
nemeses_unhappy v20 1699 games, 2039208 moves, e=0.010, loss: 3.9, -, 8.8% elo% vs. simple_bot, avg. reward: -2.038, 4.177 sec/game, 97.9 min. total, 878.8 MB
nemeses_unhappy v20 1700 games, 2040639 moves, e=0.010, loss: 3.8, -, 8.7% elo% vs. simple_bot, avg. reward: -2.035, 4.186 sec/game, 98.0 min. total, 878.8 MB
nemeses_unhappy v21 1701 games, 2042090 moves, e=0.010, loss: 3.7, -, 47.7% elo% vs. simple_bot, avg. reward: -2.030, 4.192 sec/game, 98.0 min. total, 878.7 MB
nemeses_unhappy v21 1702 games, 2043446 moves, e=0.010, loss: 3.7, -, 45.5% elo% vs. simple_bot, avg. reward: -2.025, 4.180 sec/game, 98.1 min. total, 880.6 MB
nemeses_unhappy v21 1703 games, 2045153 moves, e=0.010, loss: 4.0, -, 43.4% elo% vs. simple_bot, avg. reward: -2.026, 4.230 sec/game, 98.2 min. total, 884.7 MB
nemeses_unhappy v21 1704 games, 2046536 moves, e=0.010, loss: 3.9, -, 41.5% elo% vs. simple_bot, avg. reward: -2.025, 4.229 sec/game, 98.2 min. total, 885.0 MB
nemeses_unhappy v21 1705 games, 2047822 moves, e=0.010, loss: 3.9, -, 39.6% elo% vs. simple_bot, avg. reward: -2.026, 4.216 sec/game, 98.3 min. total, 885.1 MB
nemeses_unhappy v21 1706 games, 2049279 moves, e=0.010, loss: 4.0, -, 37.9% elo% vs. simple_bot, avg. reward: -2.029, 4.223 sec/game, 98.4 min. total, 884.8 MB
nemeses_unhappy v21 1707 games, 2050954 moves, e=0.010, loss: 4.3, -, 36.3% elo% vs. simple_bot, avg. reward: -2.032, 4.267 sec/game, 98.5 min. total, 884.7 MB
nemeses_unhappy v21 1708 games, 2052502 moves, e=0.010, loss: 4.4, -, 34.8% elo% vs. simple_bot, avg. reward: -2.033, 4.271 sec/game, 98.5 min. total, 886.1 MB
nemeses_unhappy v21 1709 games, 2054050 moves, e=0.010, loss: 4.3, -, 33.3% elo% vs. simple_bot, avg. reward: -2.031, 4.270 sec/game, 98.6 min. total, 886.9 MB
nemeses_unhappy v21 1710 games, 2055424 moves, e=0.010, loss: 4.2, -, 32.0% elo% vs. simple_bot, avg. reward: -2.029, 4.240 sec/game, 98.7 min. total, 887.1 MB
nemeses_unhappy v21 1711 games, 2056757 moves, e=0.010, loss: 4.7, -, 30.7% elo% vs. simple_bot, avg. reward: -2.028, 4.200 sec/game, 98.7 min. total, 887.2 MB
nemeses_unhappy v21 1712 games, 2058241 moves, e=0.010, loss: 4.6, -, 29.5% elo% vs. simple_bot, avg. reward: -2.033, 4.194 sec/game, 98.8 min. total, 887.4 MB
nemeses_unhappy v21 1713 games, 2059634 moves, e=0.010, loss: 4.8, -, 28.4% elo% vs. simple_bot, avg. reward: -2.034, 4.150 sec/game, 98.9 min. total, 887.6 MB
nemeses_unhappy v21 1714 games, 2061136 moves, e=0.010, loss: 4.5, -, 27.3% elo% vs. simple_bot, avg. reward: -2.032, 4.163 sec/game, 98.9 min. total, 887.9 MB
nemeses_unhappy v21 1715 games, 2062638 moves, e=0.010, loss: 4.5, -, 26.4% elo% vs. simple_bot, avg. reward: -2.033, 4.172 sec/game, 99.0 min. total, 890.6 MB
nemeses_unhappy v21 1716 games, 2064019 moves, e=0.010, loss: 4.3, -, 25.4% elo% vs. simple_bot, avg. reward: -2.029, 4.131 sec/game, 99.1 min. total, 890.3 MB
nemeses_unhappy v21 1717 games, 2065523 moves, e=0.010, loss: 4.2, -, 24.5% elo% vs. simple_bot, avg. reward: -2.029, 4.128 sec/game, 99.1 min. total, 890.5 MB
nemeses_unhappy v21 1718 games, 2066910 moves, e=0.010, loss: 4.3, -, 23.7% elo% vs. simple_bot, avg. reward: -2.030, 4.133 sec/game, 99.2 min. total, 890.7 MB
nemeses_unhappy v21 1719 games, 2068380 moves, e=0.010, loss: 4.4, -, 22.9% elo% vs. simple_bot, avg. reward: -2.028, 4.147 sec/game, 99.3 min. total, 891.0 MB
nemeses_unhappy v21 1720 games, 2069962 moves, e=0.010, loss: 4.2, -, 22.2% elo% vs. simple_bot, avg. reward: -2.023, 4.160 sec/game, 99.4 min. total, 891.1 MB
nemeses_unhappy v21 1721 games, 2071502 moves, e=0.010, loss: 4.2, -, 21.5% elo% vs. simple_bot, avg. reward: -2.021, 4.173 sec/game, 99.4 min. total, 892.7 MB
nemeses_unhappy v21 1722 games, 2073069 moves, e=0.010, loss: 4.2, -, 20.8% elo% vs. simple_bot, avg. reward: -2.020, 4.195 sec/game, 99.5 min. total, 892.3 MB
nemeses_unhappy v21 1723 games, 2074650 moves, e=0.010, loss: 4.0, -, 20.2% elo% vs. simple_bot, avg. reward: -2.017, 4.193 sec/game, 99.6 min. total, 892.3 MB
nemeses_unhappy v21 1724 games, 2076177 moves, e=0.010, loss: 4.2, -, 19.6% elo% vs. simple_bot, avg. reward: -2.022, 4.216 sec/game, 99.7 min. total, 892.6 MB
nemeses_unhappy v21 1725 games, 2077544 moves, e=0.010, loss: 4.2, -, 19.1% elo% vs. simple_bot, avg. reward: -2.023, 4.218 sec/game, 99.7 min. total, 892.8 MB
nemeses_unhappy v21 1726 games, 2079119 moves, e=0.010, loss: 4.4, -, 18.5% elo% vs. simple_bot, avg. reward: -2.027, 4.240 sec/game, 99.8 min. total, 892.5 MB
nemeses_unhappy v21 1727 games, 2080455 moves, e=0.010, loss: 4.2, -, 18.0% elo% vs. simple_bot, avg. reward: -2.024, 4.181 sec/game, 99.9 min. total, 893.7 MB
nemeses_unhappy v21 1728 games, 2082083 moves, e=0.010, loss: 4.0, ., 18.9% elo% vs. simple_bot, avg. reward: -2.022, 4.192 sec/game, 99.9 min. total, 895.2 MB
nemeses_unhappy v21 1729 games, 2083499 moves, e=0.010, loss: 4.1, -, 18.4% elo% vs. simple_bot, avg. reward: -2.022, 4.175 sec/game, 100.0 min. total, 895.7 MB
nemeses_unhappy v21 1730 games, 2085049 moves, e=0.010, loss: 4.1, -, 17.9% elo% vs. simple_bot, avg. reward: -2.023, 4.192 sec/game, 100.1 min. total, 895.4 MB
nemeses_unhappy v21 1731 games, 2086657 moves, e=0.010, loss: 4.0, -, 17.4% elo% vs. simple_bot, avg. reward: -2.021, 4.236 sec/game, 100.1 min. total, 895.8 MB
nemeses_unhappy v21 1732 games, 2088009 moves, e=0.010, loss: 3.9, -, 16.9% elo% vs. simple_bot, avg. reward: -2.022, 4.211 sec/game, 100.2 min. total, 896.0 MB
nemeses_unhappy v21 1733 games, 2089451 moves, e=0.010, loss: 3.9, -, 16.5% elo% vs. simple_bot, avg. reward: -2.020, 4.225 sec/game, 100.3 min. total, 899.0 MB
nemeses_unhappy v21 1734 games, 2090922 moves, e=0.010, loss: 3.9, -, 16.1% elo% vs. simple_bot, avg. reward: -2.011, 4.211 sec/game, 100.3 min. total, 897.2 MB
nemeses_unhappy v21 1735 games, 2092305 moves, e=0.010, loss: 3.8, -, 15.7% elo% vs. simple_bot, avg. reward: -2.004, 4.191 sec/game, 100.4 min. total, 897.3 MB
nemeses_unhappy v21 1736 games, 2093922 moves, e=0.010, loss: 3.8, -, 15.3% elo% vs. simple_bot, avg. reward: -2.001, 4.203 sec/game, 100.5 min. total, 897.3 MB
nemeses_unhappy v21 1737 games, 2095465 moves, e=0.010, loss: 3.9, -, 14.9% elo% vs. simple_bot, avg. reward: -2.000, 4.234 sec/game, 100.6 min. total, 900.9 MB
nemeses_unhappy v21 1738 games, 2097028 moves, e=0.010, loss: 4.2, -, 14.6% elo% vs. simple_bot, avg. reward: -2.002, 4.266 sec/game, 100.6 min. total, 897.5 MB
nemeses_unhappy v21 1739 games, 2098650 moves, e=0.010, loss: 4.2, -, 14.3% elo% vs. simple_bot, avg. reward: -2.001, 4.266 sec/game, 100.7 min. total, 898.3 MB
nemeses_unhappy v21 1740 games, 2100036 moves, e=0.010, loss: 4.3, -, 14.0% elo% vs. simple_bot, avg. reward: -1.999, 4.241 sec/game, 100.8 min. total, 899.7 MB
nemeses_unhappy v21 1741 games, 2101568 moves, e=0.010, loss: 4.1, -, 13.6% elo% vs. simple_bot, avg. reward: -1.997, 4.236 sec/game, 100.8 min. total, 900.3 MB
nemeses_unhappy v21 1742 games, 2103066 moves, e=0.010, loss: 4.2, -, 13.4% elo% vs. simple_bot, avg. reward: -1.990, 4.228 sec/game, 100.9 min. total, 900.2 MB
nemeses_unhappy v21 1743 games, 2104511 moves, e=0.010, loss: 4.2, -, 13.1% elo% vs. simple_bot, avg. reward: -1.988, 4.195 sec/game, 101.0 min. total, 900.2 MB
nemeses_unhappy v21 1744 games, 2105984 moves, e=0.010, loss: 3.9, -, 12.8% elo% vs. simple_bot, avg. reward: -1.984, 4.186 sec/game, 101.0 min. total, 900.2 MB
nemeses_unhappy v21 1745 games, 2107452 moves, e=0.010, loss: 3.9, -, 12.5% elo% vs. simple_bot, avg. reward: -1.979, 4.200 sec/game, 101.1 min. total, 900.4 MB
nemeses_unhappy v21 1746 games, 2108997 moves, e=0.010, loss: 4.0, -, 12.3% elo% vs. simple_bot, avg. reward: -1.978, 4.191 sec/game, 101.2 min. total, 901.0 MB
nemeses_unhappy v21 1747 games, 2110556 moves, e=0.010, loss: 4.1, -, 12.0% elo% vs. simple_bot, avg. reward: -1.977, 4.234 sec/game, 101.3 min. total, 903.0 MB
nemeses_unhappy v21 1748 games, 2111984 moves, e=0.010, loss: 4.1, -, 11.8% elo% vs. simple_bot, avg. reward: -1.977, 4.205 sec/game, 101.3 min. total, 903.7 MB
nemeses_unhappy v21 1749 games, 2113611 moves, e=0.010, loss: 3.8, -, 11.6% elo% vs. simple_bot, avg. reward: -1.977, 4.235 sec/game, 101.4 min. total, 903.9 MB
nemeses_unhappy v21 1750 games, 2114952 moves, e=0.010, loss: 3.9, -, 11.4% elo% vs. simple_bot, avg. reward: -1.978, 4.216 sec/game, 101.5 min. total, 904.5 MB
nemeses_unhappy v21 1751 games, 2116444 moves, e=0.010, loss: 3.9, -, 11.2% elo% vs. simple_bot, avg. reward: -1.982, 4.189 sec/game, 101.5 min. total, 904.9 MB
nemeses_unhappy v21 1752 games, 2118037 moves, e=0.010, loss: 3.8, -, 11.0% elo% vs. simple_bot, avg. reward: -1.982, 4.233 sec/game, 101.6 min. total, 905.1 MB
nemeses_unhappy v21 1753 games, 2119419 moves, e=0.010, loss: 3.8, -, 10.8% elo% vs. simple_bot, avg. reward: -1.984, 4.219 sec/game, 101.7 min. total, 905.9 MB
nemeses_unhappy v21 1754 games, 2120907 moves, e=0.010, loss: 4.0, -, 10.6% elo% vs. simple_bot, avg. reward: -1.982, 4.219 sec/game, 101.7 min. total, 906.0 MB
nemeses_unhappy v21 1755 games, 2122307 moves, e=0.010, loss: 4.1, -, 10.4% elo% vs. simple_bot, avg. reward: -1.981, 4.220 sec/game, 101.8 min. total, 906.0 MB
nemeses_unhappy v21 1756 games, 2123815 moves, e=0.010, loss: 4.1, -, 10.2% elo% vs. simple_bot, avg. reward: -1.985, 4.215 sec/game, 101.9 min. total, 906.0 MB
nemeses_unhappy v21 1757 games, 2125302 moves, e=0.010, loss: 4.3, -, 10.0% elo% vs. simple_bot, avg. reward: -1.990, 4.189 sec/game, 102.0 min. total, 907.3 MB
nemeses_unhappy v21 1758 games, 2127011 moves, e=0.010, loss: 4.3, -, 9.9% elo% vs. simple_bot, avg. reward: -1.996, 4.199 sec/game, 102.0 min. total, 906.7 MB
nemeses_unhappy v21 1759 games, 2128603 moves, e=0.010, loss: 4.2, -, 9.7% elo% vs. simple_bot, avg. reward: -1.999, 4.205 sec/game, 102.1 min. total, 906.6 MB
nemeses_unhappy v21 1760 games, 2130140 moves, e=0.010, loss: 4.2, -, 9.6% elo% vs. simple_bot, avg. reward: -1.999, 4.221 sec/game, 102.2 min. total, 909.1 MB
nemeses_unhappy v21 1761 games, 2131714 moves, e=0.010, loss: 4.3, -, 9.4% elo% vs. simple_bot, avg. reward: -2.003, 4.234 sec/game, 102.3 min. total, 908.9 MB
nemeses_unhappy v21 1762 games, 2133414 moves, e=0.010, loss: 4.3, -, 9.3% elo% vs. simple_bot, avg. reward: -2.005, 4.256 sec/game, 102.3 min. total, 909.3 MB
nemeses_unhappy v21 1763 games, 2134929 moves, e=0.010, loss: 4.1, -, 9.1% elo% vs. simple_bot, avg. reward: -2.009, 4.270 sec/game, 102.4 min. total, 909.4 MB
nemeses_unhappy v21 1764 games, 2136340 moves, e=0.010, loss: 4.1, -, 9.0% elo% vs. simple_bot, avg. reward: -2.007, 4.260 sec/game, 102.5 min. total, 909.2 MB
nemeses_unhappy v21 1765 games, 2137802 moves, e=0.010, loss: 4.0, -, 8.8% elo% vs. simple_bot, avg. reward: -2.009, 4.258 sec/game, 102.5 min. total, 909.9 MB
nemeses_unhappy v21 1766 games, 2139254 moves, e=0.010, loss: 4.1, -, 8.7% elo% vs. simple_bot, avg. reward: -2.013, 4.251 sec/game, 102.6 min. total, 910.3 MB
