primal_author v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.1 MB
primal_author v27 2017 games, 5474456 moves, e=0.010, loss: 13.6, -, 0.7% elo% vs. btr, avg. reward: -0.422, 7.003 sec/game, 177.3 min. total, 1190.9 MB
primal_author v27 2018 games, 5478355 moves, e=0.010, loss: 12.3, -, 0.7% elo% vs. btr, avg. reward: -0.422, 7.036 sec/game, 177.4 min. total, 1192.7 MB
primal_author v27 2019 games, 5481863 moves, e=0.010, loss: 11.1, -, 0.7% elo% vs. btr, avg. reward: -0.423, 7.022 sec/game, 177.5 min. total, 1194.3 MB
primal_author v27 2020 games, 5485229 moves, e=0.010, loss: 12.9, -, 0.7% elo% vs. btr, avg. reward: -0.421, 7.007 sec/game, 177.7 min. total, 1194.4 MB
primal_author v27 2021 games, 5489045 moves, e=0.010, loss: 11.7, -, 0.7% elo% vs. btr, avg. reward: -0.420, 6.988 sec/game, 177.8 min. total, 1194.0 MB
primal_author v27 2022 games, 5492815 moves, e=0.010, loss: 10.9, -, 0.7% elo% vs. btr, avg. reward: -0.420, 6.987 sec/game, 177.9 min. total, 1195.8 MB
primal_author v27 2023 games, 5496732 moves, e=0.010, loss: 9.6, -, 0.7% elo% vs. btr, avg. reward: -0.421, 7.042 sec/game, 178.0 min. total, 1195.0 MB
primal_author v27 2024 games, 5500847 moves, e=0.010, loss: 9.7, -, 0.7% elo% vs. btr, avg. reward: -0.420, 7.063 sec/game, 178.1 min. total, 1195.3 MB
primal_author v27 2025 games, 5504587 moves, e=0.010, loss: 8.9, -, 0.7% elo% vs. btr, avg. reward: -0.419, 7.076 sec/game, 178.3 min. total, 1196.9 MB
primal_author v27 2026 games, 5508589 moves, e=0.010, loss: 8.5, -, 0.7% elo% vs. btr, avg. reward: -0.420, 7.087 sec/game, 178.4 min. total, 1196.7 MB
primal_author v27 2027 games, 5512151 moves, e=0.010, loss: 8.7, -, 0.7% elo% vs. btr, avg. reward: -0.420, 7.065 sec/game, 178.5 min. total, 1198.3 MB
primal_author v27 2028 games, 5516032 moves, e=0.010, loss: 8.4, -, 0.7% elo% vs. btr, avg. reward: -0.420, 7.080 sec/game, 178.6 min. total, 1200.3 MB
primal_author v27 2029 games, 5519849 moves, e=0.010, loss: 8.0, -, 0.7% elo% vs. btr, avg. reward: -0.420, 7.087 sec/game, 178.8 min. total, 1201.2 MB
primal_author v27 2030 games, 5523907 moves, e=0.010, loss: 6.6, -, 0.7% elo% vs. btr, avg. reward: -0.420, 7.132 sec/game, 178.9 min. total, 1199.2 MB
primal_author v27 2031 games, 5527844 moves, e=0.010, loss: 7.4, -, 0.7% elo% vs. btr, avg. reward: -0.418, 7.175 sec/game, 179.0 min. total, 1199.3 MB
primal_author v27 2032 games, 5531910 moves, e=0.010, loss: 6.6, -, 0.7% elo% vs. btr, avg. reward: -0.417, 7.204 sec/game, 179.1 min. total, 1199.6 MB
primal_author v27 2033 games, 5535891 moves, e=0.010, loss: 7.6, -, 0.7% elo% vs. btr, avg. reward: -0.417, 7.200 sec/game, 179.3 min. total, 1200.8 MB
primal_author v27 2034 games, 5539827 moves, e=0.010, loss: 7.2, -, 0.7% elo% vs. btr, avg. reward: -0.415, 7.237 sec/game, 179.4 min. total, 1200.6 MB
primal_author v27 2035 games, 5544069 moves, e=0.010, loss: 6.8, -, 0.7% elo% vs. btr, avg. reward: -0.415, 7.301 sec/game, 179.5 min. total, 1200.6 MB
primal_author v27 2036 games, 5548366 moves, e=0.010, loss: 6.3, -, 0.7% elo% vs. btr, avg. reward: -0.415, 7.390 sec/game, 179.7 min. total, 1201.9 MB
primal_author v27 2037 games, 5552271 moves, e=0.010, loss: 6.2, -, 0.7% elo% vs. btr, avg. reward: -0.413, 7.413 sec/game, 179.8 min. total, 1202.4 MB
primal_author v27 2038 games, 5556004 moves, e=0.010, loss: 6.4, -, 0.7% elo% vs. btr, avg. reward: -0.413, 7.401 sec/game, 179.9 min. total, 1202.8 MB
primal_author v27 2039 games, 5559965 moves, e=0.010, loss: 7.4, -, 0.7% elo% vs. btr, avg. reward: -0.412, 7.447 sec/game, 180.0 min. total, 1204.2 MB
primal_author v27 2040 games, 5563942 moves, e=0.010, loss: 6.4, -, 0.7% elo% vs. btr, avg. reward: -0.410, 7.497 sec/game, 180.2 min. total, 1203.7 MB
primal_author v27 2041 games, 5568304 moves, e=0.010, loss: 7.4, -, 0.7% elo% vs. btr, avg. reward: -0.410, 7.541 sec/game, 180.3 min. total, 1204.2 MB
primal_author v27 2042 games, 5572220 moves, e=0.010, loss: 7.2, -, 0.7% elo% vs. btr, avg. reward: -0.411, 7.563 sec/game, 180.4 min. total, 1206.5 MB
primal_author v27 2043 games, 5576468 moves, e=0.010, loss: 6.3, -, 0.7% elo% vs. btr, avg. reward: -0.411, 7.595 sec/game, 180.5 min. total, 1206.5 MB
primal_author v27 2044 games, 5580236 moves, e=0.010, loss: 7.5, -, 0.7% elo% vs. btr, avg. reward: -0.408, 7.580 sec/game, 180.7 min. total, 1206.1 MB
primal_author v27 2045 games, 5583914 moves, e=0.010, loss: 6.8, -, 0.7% elo% vs. btr, avg. reward: -0.408, 7.581 sec/game, 180.8 min. total, 1209.5 MB
primal_author v27 2046 games, 5587839 moves, e=0.010, loss: 7.7, -, 0.7% elo% vs. btr, avg. reward: -0.409, 7.583 sec/game, 180.9 min. total, 1211.1 MB
primal_author v27 2047 games, 5591797 moves, e=0.010, loss: 8.2, -, 0.7% elo% vs. btr, avg. reward: -0.408, 7.613 sec/game, 181.0 min. total, 1210.9 MB
primal_author v27 2048 games, 5595676 moves, e=0.010, loss: 7.5, -, 0.7% elo% vs. btr, avg. reward: -0.409, 7.613 sec/game, 181.2 min. total, 1210.3 MB
primal_author v27 2049 games, 5599412 moves, e=0.010, loss: 9.3, -, 0.7% elo% vs. btr, avg. reward: -0.408, 7.608 sec/game, 181.3 min. total, 1211.0 MB
primal_author v27 2050 games, 5603284 moves, e=0.010, loss: 8.6, -, 0.6% elo% vs. btr, avg. reward: -0.408, 7.585 sec/game, 181.4 min. total, 1211.2 MB
primal_author v27 2051 games, 5607143 moves, e=0.010, loss: 9.5, -, 0.6% elo% vs. btr, avg. reward: -0.409, 7.581 sec/game, 181.5 min. total, 1212.7 MB
primal_author v27 2052 games, 5610989 moves, e=0.010, loss: 9.2, -, 0.6% elo% vs. btr, avg. reward: -0.408, 7.563 sec/game, 181.7 min. total, 1214.7 MB
primal_author v27 2053 games, 5614838 moves, e=0.010, loss: 9.7, -, 0.6% elo% vs. btr, avg. reward: -0.408, 7.553 sec/game, 181.8 min. total, 1215.1 MB
primal_author v27 2054 games, 5618694 moves, e=0.010, loss: 11.3, -, 0.6% elo% vs. btr, avg. reward: -0.407, 7.560 sec/game, 181.9 min. total, 1214.7 MB
primal_author v27 2055 games, 5622428 moves, e=0.010, loss: 11.3, -, 0.6% elo% vs. btr, avg. reward: -0.406, 7.507 sec/game, 182.0 min. total, 1214.7 MB
primal_author v27 2056 games, 5626304 moves, e=0.010, loss: 9.0, -, 0.6% elo% vs. btr, avg. reward: -0.407, 7.459 sec/game, 182.1 min. total, 1214.2 MB
primal_author v27 2057 games, 5630259 moves, e=0.010, loss: 7.8, -, 0.6% elo% vs. btr, avg. reward: -0.406, 7.465 sec/game, 182.3 min. total, 1214.8 MB
primal_author v27 2058 games, 5634312 moves, e=0.010, loss: 6.9, -, 0.6% elo% vs. btr, avg. reward: -0.406, 7.504 sec/game, 182.4 min. total, 1215.0 MB
primal_author v27 2059 games, 5638356 moves, e=0.010, loss: 6.9, -, 0.6% elo% vs. btr, avg. reward: -0.405, 7.497 sec/game, 182.5 min. total, 1214.5 MB
primal_author v27 2060 games, 5642330 moves, e=0.010, loss: 6.4, -, 0.6% elo% vs. btr, avg. reward: -0.404, 7.510 sec/game, 182.7 min. total, 1216.2 MB
primal_author v27 2061 games, 5646406 moves, e=0.010, loss: 7.0, -, 0.6% elo% vs. btr, avg. reward: -0.402, 7.488 sec/game, 182.8 min. total, 1219.5 MB
primal_author v27 2062 games, 5650512 moves, e=0.010, loss: 5.8, -, 0.6% elo% vs. btr, avg. reward: -0.400, 7.505 sec/game, 182.9 min. total, 1218.6 MB
primal_author v27 2063 games, 5654522 moves, e=0.010, loss: 5.1, -, 0.6% elo% vs. btr, avg. reward: -0.399, 7.479 sec/game, 183.0 min. total, 1218.9 MB
primal_author v27 2064 games, 5658769 moves, e=0.010, loss: 5.0, -, 0.6% elo% vs. btr, avg. reward: -0.400, 7.509 sec/game, 183.2 min. total, 1218.8 MB
primal_author v27 2065 games, 5662494 moves, e=0.010, loss: 5.1, -, 0.6% elo% vs. btr, avg. reward: -0.400, 7.510 sec/game, 183.3 min. total, 1219.5 MB
primal_author v27 2066 games, 5666342 moves, e=0.010, loss: 5.5, -, 0.6% elo% vs. btr, avg. reward: -0.401, 7.500 sec/game, 183.4 min. total, 1220.3 MB
primal_author v27 2067 games, 5670609 moves, e=0.010, loss: 5.7, -, 0.6% elo% vs. btr, avg. reward: -0.401, 7.528 sec/game, 183.6 min. total, 1221.4 MB
primal_author v27 2068 games, 5674522 moves, e=0.010, loss: 5.3, -, 0.6% elo% vs. btr, avg. reward: -0.401, 7.531 sec/game, 183.7 min. total, 1224.3 MB
primal_author v27 2069 games, 5678336 moves, e=0.010, loss: 5.4, -, 0.6% elo% vs. btr, avg. reward: -0.401, 7.548 sec/game, 183.8 min. total, 1223.2 MB
primal_author v27 2070 games, 5682109 moves, e=0.010, loss: 7.0, -, 0.6% elo% vs. btr, avg. reward: -0.401, 7.535 sec/game, 183.9 min. total, 1224.1 MB
primal_author v27 2071 games, 5686166 moves, e=0.010, loss: 5.6, -, 0.6% elo% vs. btr, avg. reward: -0.401, 7.550 sec/game, 184.1 min. total, 1224.6 MB
primal_author v27 2072 games, 5690209 moves, e=0.010, loss: 6.6, -, 0.6% elo% vs. btr, avg. reward: -0.400, 7.571 sec/game, 184.2 min. total, 1224.6 MB
primal_author v27 2073 games, 5693899 moves, e=0.010, loss: 6.7, -, 0.6% elo% vs. btr, avg. reward: -0.402, 7.553 sec/game, 184.3 min. total, 1224.6 MB
primal_author v27 2074 games, 5697429 moves, e=0.010, loss: 7.9, -, 0.6% elo% vs. btr, avg. reward: -0.401, 7.525 sec/game, 184.4 min. total, 1225.1 MB
primal_author v27 2075 games, 5701329 moves, e=0.010, loss: 7.3, -, 0.6% elo% vs. btr, avg. reward: -0.400, 7.543 sec/game, 184.5 min. total, 1227.0 MB
primal_author v27 2076 games, 5704856 moves, e=0.010, loss: 8.9, -, 0.6% elo% vs. btr, avg. reward: -0.399, 7.518 sec/game, 184.6 min. total, 1227.8 MB
primal_author v27 2077 games, 5708399 moves, e=0.010, loss: 9.1, -, 0.6% elo% vs. btr, avg. reward: -0.398, 7.470 sec/game, 184.8 min. total, 1229.6 MB
primal_author v27 2078 games, 5711872 moves, e=0.010, loss: 9.4, -, 0.6% elo% vs. btr, avg. reward: -0.396, 7.421 sec/game, 184.9 min. total, 1235.2 MB
primal_author v27 2079 games, 5715535 moves, e=0.010, loss: 10.0, -, 0.6% elo% vs. btr, avg. reward: -0.397, 7.395 sec/game, 185.0 min. total, 1230.9 MB
primal_author v27 2080 games, 5719414 moves, e=0.010, loss: 11.1, -, 0.6% elo% vs. btr, avg. reward: -0.395, 7.367 sec/game, 185.1 min. total, 1230.7 MB
primal_author v27 2081 games, 5722872 moves, e=0.010, loss: 12.7, -, 0.6% elo% vs. btr, avg. reward: -0.394, 7.320 sec/game, 185.2 min. total, 1231.8 MB
primal_author v27 2082 games, 5726043 moves, e=0.010, loss: 11.7, -, 0.6% elo% vs. btr, avg. reward: -0.395, 7.243 sec/game, 185.3 min. total, 1232.9 MB
primal_author v27 2083 games, 5729395 moves, e=0.010, loss: 13.9, -, 0.6% elo% vs. btr, avg. reward: -0.396, 7.197 sec/game, 185.4 min. total, 1232.7 MB
primal_author v27 2084 games, 5732828 moves, e=0.010, loss: 12.7, -, 0.6% elo% vs. btr, avg. reward: -0.398, 7.119 sec/game, 185.6 min. total, 1232.2 MB
primal_author v27 2085 games, 5736472 moves, e=0.010, loss: 11.1, -, 0.6% elo% vs. btr, avg. reward: -0.398, 7.113 sec/game, 185.7 min. total, 1233.5 MB
primal_author v27 2086 games, 5740147 moves, e=0.010, loss: 9.7, -, 0.6% elo% vs. btr, avg. reward: -0.399, 7.098 sec/game, 185.8 min. total, 1235.8 MB
primal_author v27 2087 games, 5743857 moves, e=0.010, loss: 8.0, -, 0.6% elo% vs. btr, avg. reward: -0.399, 7.057 sec/game, 185.9 min. total, 1235.4 MB
primal_author v27 2088 games, 5747128 moves, e=0.010, loss: 10.4, -, 0.6% elo% vs. btr, avg. reward: -0.401, 7.005 sec/game, 186.0 min. total, 1234.3 MB
primal_author v27 2089 games, 5750922 moves, e=0.010, loss: 9.6, -, 0.6% elo% vs. btr, avg. reward: -0.400, 7.004 sec/game, 186.1 min. total, 1234.3 MB
primal_author v27 2090 games, 5754306 moves, e=0.010, loss: 9.9, -, 0.6% elo% vs. btr, avg. reward: -0.400, 6.972 sec/game, 186.2 min. total, 1236.2 MB
primal_author v27 2091 games, 5757777 moves, e=0.010, loss: 9.0, -, 0.6% elo% vs. btr, avg. reward: -0.400, 6.918 sec/game, 186.4 min. total, 1237.6 MB
primal_author v27 2092 games, 5761415 moves, e=0.010, loss: 8.3, -, 0.6% elo% vs. btr, avg. reward: -0.401, 6.883 sec/game, 186.5 min. total, 1237.6 MB
primal_author v27 2093 games, 5765089 moves, e=0.010, loss: 7.8, -, 0.6% elo% vs. btr, avg. reward: -0.403, 6.874 sec/game, 186.6 min. total, 1237.6 MB
primal_author v27 2094 games, 5768818 moves, e=0.010, loss: 7.8, -, 0.6% elo% vs. btr, avg. reward: -0.402, 6.887 sec/game, 186.7 min. total, 1237.2 MB
primal_author v27 2095 games, 5772665 moves, e=0.010, loss: 8.6, -, 0.6% elo% vs. btr, avg. reward: -0.401, 6.888 sec/game, 186.8 min. total, 1237.4 MB
primal_author v27 2096 games, 5776424 moves, e=0.010, loss: 7.7, -, 0.6% elo% vs. btr, avg. reward: -0.400, 6.917 sec/game, 187.0 min. total, 1238.8 MB
primal_author v27 2097 games, 5780041 moves, e=0.010, loss: 8.0, -, 0.6% elo% vs. btr, avg. reward: -0.400, 6.931 sec/game, 187.1 min. total, 1239.6 MB
primal_author v27 2098 games, 5783571 moves, e=0.010, loss: 7.7, -, 0.6% elo% vs. btr, avg. reward: -0.402, 6.938 sec/game, 187.2 min. total, 1244.6 MB
primal_author v27 2099 games, 5787375 moves, e=0.010, loss: 6.6, -, 0.6% elo% vs. btr, avg. reward: -0.403, 6.942 sec/game, 187.3 min. total, 1240.5 MB
primal_author v27 2100 games, 5791374 moves, e=0.010, loss: 5.9, -, 0.6% elo% vs. btr, avg. reward: -0.403, 6.965 sec/game, 187.4 min. total, 1239.9 MB
primal_author v27 2101 games, 5795232 moves, e=0.010, loss: 6.1, -, 0.6% elo% vs. btr, avg. reward: -0.403, 7.002 sec/game, 187.6 min. total, 1241.1 MB
primal_author v27 2102 games, 5799011 moves, e=0.010, loss: 7.5, -, 0.6% elo% vs. btr, avg. reward: -0.404, 7.045 sec/game, 187.7 min. total, 1241.3 MB
primal_author v27 2103 games, 5802926 moves, e=0.010, loss: 7.4, -, 0.6% elo% vs. btr, avg. reward: -0.402, 7.094 sec/game, 187.8 min. total, 1242.3 MB
primal_author v27 2104 games, 5806970 moves, e=0.010, loss: 7.2, -, 0.6% elo% vs. btr, avg. reward: -0.401, 7.153 sec/game, 187.9 min. total, 1243.5 MB
primal_author v27 2105 games, 5810690 moves, e=0.010, loss: 7.8, -, 0.6% elo% vs. btr, avg. reward: -0.401, 7.176 sec/game, 188.1 min. total, 1242.7 MB
primal_author v27 2106 games, 5814786 moves, e=0.010, loss: 6.9, -, 0.6% elo% vs. btr, avg. reward: -0.400, 7.255 sec/game, 188.2 min. total, 1242.9 MB
primal_author v27 2107 games, 5818358 moves, e=0.010, loss: 6.0, -, 0.6% elo% vs. btr, avg. reward: -0.403, 7.248 sec/game, 188.3 min. total, 1244.4 MB
primal_author v27 2108 games, 5821746 moves, e=0.010, loss: 6.6, -, 0.6% elo% vs. btr, avg. reward: -0.404, 7.261 sec/game, 188.4 min. total, 1245.4 MB
primal_author v27 2109 games, 5825102 moves, e=0.010, loss: 7.4, -, 0.6% elo% vs. btr, avg. reward: -0.406, 7.210 sec/game, 188.5 min. total, 1246.2 MB
primal_author v27 2110 games, 5828526 moves, e=0.010, loss: 7.4, -, 0.6% elo% vs. btr, avg. reward: -0.405, 7.225 sec/game, 188.7 min. total, 1247.5 MB
primal_author v27 2111 games, 5832145 moves, e=0.010, loss: 7.3, -, 0.6% elo% vs. btr, avg. reward: -0.405, 7.237 sec/game, 188.8 min. total, 1250.0 MB
primal_author v27 2112 games, 5835970 moves, e=0.010, loss: 7.0, -, 0.6% elo% vs. btr, avg. reward: -0.405, 7.254 sec/game, 188.9 min. total, 1250.5 MB
primal_author v27 2113 games, 5839326 moves, e=0.010, loss: 6.4, -, 0.6% elo% vs. btr, avg. reward: -0.405, 7.236 sec/game, 189.0 min. total, 1250.8 MB
primal_author v27 2114 games, 5843087 moves, e=0.010, loss: 6.9, -, 0.6% elo% vs. btr, avg. reward: -0.404, 7.242 sec/game, 189.1 min. total, 1250.9 MB
primal_author v27 2115 games, 5846999 moves, e=0.010, loss: 7.1, -, 0.6% elo% vs. btr, avg. reward: -0.403, 7.241 sec/game, 189.2 min. total, 1250.7 MB
primal_author v27 2116 games, 5850637 moves, e=0.010, loss: 7.4, -, 0.6% elo% vs. btr, avg. reward: -0.402, 7.226 sec/game, 189.4 min. total, 1250.3 MB
primal_author v27 2117 games, 5854425 moves, e=0.010, loss: 7.6, -, 0.6% elo% vs. btr, avg. reward: -0.403, 7.234 sec/game, 189.5 min. total, 1250.2 MB
primal_author v27 2118 games, 5858074 moves, e=0.010, loss: 8.0, -, 0.6% elo% vs. btr, avg. reward: -0.404, 7.239 sec/game, 189.6 min. total, 1253.7 MB
primal_author v27 2119 games, 5861569 moves, e=0.010, loss: 8.0, -, 0.6% elo% vs. btr, avg. reward: -0.405, 7.229 sec/game, 189.7 min. total, 1254.4 MB
primal_author v27 2120 games, 5865063 moves, e=0.010, loss: 8.4, -, 0.6% elo% vs. btr, avg. reward: -0.406, 7.183 sec/game, 189.8 min. total, 1256.8 MB
primal_author v27 2121 games, 5868743 moves, e=0.010, loss: 7.9, -, 0.6% elo% vs. btr, avg. reward: -0.406, 7.166 sec/game, 189.9 min. total, 1256.2 MB
primal_author v27 2122 games, 5872095 moves, e=0.010, loss: 8.0, -, 0.6% elo% vs. btr, avg. reward: -0.407, 7.130 sec/game, 190.1 min. total, 1256.2 MB
primal_author v27 2123 games, 5875913 moves, e=0.010, loss: 6.4, -, 0.6% elo% vs. btr, avg. reward: -0.406, 7.110 sec/game, 190.2 min. total, 1255.3 MB
primal_author v27 2124 games, 5879653 moves, e=0.010, loss: 6.7, -, 0.6% elo% vs. btr, avg. reward: -0.406, 7.081 sec/game, 190.3 min. total, 1256.3 MB
primal_author v27 2125 games, 5883642 moves, e=0.010, loss: 6.2, -, 0.6% elo% vs. btr, avg. reward: -0.406, 7.087 sec/game, 190.4 min. total, 1256.2 MB
primal_author v27 2126 games, 5887373 moves, e=0.010, loss: 6.4, -, 0.6% elo% vs. btr, avg. reward: -0.407, 7.033 sec/game, 190.5 min. total, 1256.2 MB
primal_author v27 2127 games, 5891100 moves, e=0.010, loss: 7.1, -, 0.6% elo% vs. btr, avg. reward: -0.405, 7.031 sec/game, 190.7 min. total, 1256.2 MB
primal_author v27 2128 games, 5894719 moves, e=0.010, loss: 6.7, -, 0.6% elo% vs. btr, avg. reward: -0.405, 7.045 sec/game, 190.8 min. total, 1257.6 MB
primal_author v27 2129 games, 5898456 moves, e=0.010, loss: 6.1, -, 0.6% elo% vs. btr, avg. reward: -0.405, 7.085 sec/game, 190.9 min. total, 1259.9 MB
primal_author v27 2130 games, 5902278 moves, e=0.010, loss: 7.1, -, 0.6% elo% vs. btr, avg. reward: -0.406, 7.111 sec/game, 191.0 min. total, 1260.2 MB
primal_author v27 2131 games, 5905854 moves, e=0.010, loss: 6.3, -, 0.6% elo% vs. btr, avg. reward: -0.408, 7.110 sec/game, 191.1 min. total, 1259.9 MB
primal_author v27 2132 games, 5909537 moves, e=0.010, loss: 6.2, -, 0.6% elo% vs. btr, avg. reward: -0.408, 7.097 sec/game, 191.3 min. total, 1260.7 MB
primal_author v27 2133 games, 5913456 moves, e=0.010, loss: 5.5, -, 0.6% elo% vs. btr, avg. reward: -0.408, 7.146 sec/game, 191.4 min. total, 1261.7 MB
primal_author v27 2134 games, 5917319 moves, e=0.010, loss: 5.7, -, 0.6% elo% vs. btr, avg. reward: -0.409, 7.161 sec/game, 191.5 min. total, 1261.8 MB
primal_author v27 2135 games, 5921143 moves, e=0.010, loss: 5.6, -, 0.6% elo% vs. btr, avg. reward: -0.411, 7.144 sec/game, 191.6 min. total, 1262.7 MB
primal_author v27 2136 games, 5925134 moves, e=0.010, loss: 4.9, -, 0.6% elo% vs. btr, avg. reward: -0.410, 7.189 sec/game, 191.8 min. total, 1266.2 MB
primal_author v27 2137 games, 5929168 moves, e=0.010, loss: 5.6, -, 0.6% elo% vs. btr, avg. reward: -0.409, 7.239 sec/game, 191.9 min. total, 1244.5 MB
primal_author v27 2138 games, 5932869 moves, e=0.010, loss: 6.3, -, 0.6% elo% vs. btr, avg. reward: -0.409, 7.232 sec/game, 192.0 min. total, 1245.1 MB
primal_author v27 2139 games, 5936964 moves, e=0.010, loss: 6.9, -, 0.6% elo% vs. btr, avg. reward: -0.408, 7.267 sec/game, 192.1 min. total, 1250.7 MB
primal_author v27 2140 games, 5940735 moves, e=0.010, loss: 7.0, -, 0.6% elo% vs. btr, avg. reward: -0.407, 7.290 sec/game, 192.3 min. total, 1249.2 MB
primal_author v27 2141 games, 5944544 moves, e=0.010, loss: 6.5, -, 0.6% elo% vs. btr, avg. reward: -0.407, 7.291 sec/game, 192.4 min. total, 1248.8 MB
primal_author v27 2142 games, 5948297 moves, e=0.010, loss: 7.7, -, 0.6% elo% vs. btr, avg. reward: -0.405, 7.325 sec/game, 192.5 min. total, 1249.6 MB
primal_author v27 2143 games, 5952019 moves, e=0.010, loss: 9.2, -, 0.6% elo% vs. btr, avg. reward: -0.406, 7.321 sec/game, 192.6 min. total, 1250.5 MB
primal_author v27 2144 games, 5955509 moves, e=0.010, loss: 9.9, -, 0.6% elo% vs. btr, avg. reward: -0.409, 7.288 sec/game, 192.7 min. total, 1250.6 MB
primal_author v27 2145 games, 5959207 moves, e=0.010, loss: 10.2, -, 0.6% elo% vs. btr, avg. reward: -0.409, 7.260 sec/game, 192.8 min. total, 1252.1 MB
primal_author v27 2146 games, 5962949 moves, e=0.010, loss: 10.0, -, 0.6% elo% vs. btr, avg. reward: -0.411, 7.236 sec/game, 193.0 min. total, 1254.4 MB
primal_author v27 2147 games, 5966831 moves, e=0.010, loss: 8.1, -, 0.6% elo% vs. btr, avg. reward: -0.411, 7.245 sec/game, 193.1 min. total, 1253.4 MB
primal_author v27 2148 games, 5970733 moves, e=0.010, loss: 8.0, -, 0.6% elo% vs. btr, avg. reward: -0.409, 7.261 sec/game, 193.2 min. total, 1253.1 MB
primal_author v27 2149 games, 5974318 moves, e=0.010, loss: 7.9, -, 0.6% elo% vs. btr, avg. reward: -0.409, 7.247 sec/game, 193.3 min. total, 1253.2 MB
primal_author v27 2150 games, 5977880 moves, e=0.010, loss: 9.1, -, 0.6% elo% vs. btr, avg. reward: -0.409, 7.225 sec/game, 193.4 min. total, 1255.2 MB
primal_author v27 2151 games, 5981695 moves, e=0.010, loss: 8.5, -, 0.6% elo% vs. btr, avg. reward: -0.408, 7.233 sec/game, 193.6 min. total, 1256.0 MB
primal_author v27 2152 games, 5985139 moves, e=0.010, loss: 8.2, -, 0.6% elo% vs. btr, avg. reward: -0.408, 7.205 sec/game, 193.7 min. total, 1257.7 MB
primal_author v27 2153 games, 5988860 moves, e=0.010, loss: 9.5, -, 0.6% elo% vs. btr, avg. reward: -0.409, 7.177 sec/game, 193.8 min. total, 1257.1 MB
primal_author v27 2154 games, 5992435 moves, e=0.010, loss: 8.7, -, 0.6% elo% vs. btr, avg. reward: -0.409, 7.133 sec/game, 193.9 min. total, 1257.6 MB
primal_author v27 2155 games, 5996653 moves, e=0.010, loss: 7.4, -, 0.6% elo% vs. btr, avg. reward: -0.408, 7.173 sec/game, 194.0 min. total, 1255.7 MB
primal_author v27 2156 games, 6000372 moves, e=0.010, loss: 7.3, -, 0.6% elo% vs. btr, avg. reward: -0.408, 7.121 sec/game, 194.1 min. total, 1257.4 MB
