primal_author v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.1 MB
primal_author v4 150 games, 110228 moves, e=0.891, loss: 3.2, -, 13.4% elo% vs. random_no_suicide, avg. reward: -9.647, 1.488 sec/game, 3.2 min. total, 495.0 MB
primal_author v4 151 games, 111032 moves, e=0.890, loss: 3.2, -, 13.1% elo% vs. random_no_suicide, avg. reward: -9.635, 1.488 sec/game, 3.2 min. total, 496.4 MB
primal_author v4 152 games, 111930 moves, e=0.889, loss: 2.8, -, 12.8% elo% vs. random_no_suicide, avg. reward: -9.615, 1.499 sec/game, 3.2 min. total, 497.7 MB
primal_author v4 153 games, 112826 moves, e=0.888, loss: 3.2, ., 13.6% elo% vs. random_no_suicide, avg. reward: -9.612, 1.501 sec/game, 3.3 min. total, 497.8 MB
primal_author v4 154 games, 113737 moves, e=0.887, loss: 3.1, -, 13.3% elo% vs. random_no_suicide, avg. reward: -9.601, 1.514 sec/game, 3.3 min. total, 496.2 MB
primal_author v4 155 games, 114599 moves, e=0.887, loss: 3.2, -, 13.1% elo% vs. random_no_suicide, avg. reward: -9.583, 1.524 sec/game, 3.3 min. total, 496.2 MB
primal_author v4 156 games, 115445 moves, e=0.886, loss: 3.5, -, 12.8% elo% vs. random_no_suicide, avg. reward: -9.587, 1.529 sec/game, 3.3 min. total, 496.3 MB
primal_author v4 157 games, 116246 moves, e=0.885, loss: 3.3, -, 12.5% elo% vs. random_no_suicide, avg. reward: -9.585, 1.539 sec/game, 3.4 min. total, 498.3 MB
primal_author v4 158 games, 117116 moves, e=0.884, loss: 3.0, -, 12.3% elo% vs. random_no_suicide, avg. reward: -9.568, 1.552 sec/game, 3.4 min. total, 498.7 MB
primal_author v4 159 games, 117781 moves, e=0.883, loss: 3.2, -, 12.0% elo% vs. random_no_suicide, avg. reward: -9.589, 1.553 sec/game, 3.4 min. total, 500.6 MB
primal_author v4 160 games, 118595 moves, e=0.883, loss: 2.7, -, 11.8% elo% vs. random_no_suicide, avg. reward: -9.573, 1.546 sec/game, 3.4 min. total, 499.7 MB
primal_author v4 161 games, 119328 moves, e=0.882, loss: 2.5, -, 11.6% elo% vs. random_no_suicide, avg. reward: -9.581, 1.546 sec/game, 3.5 min. total, 500.9 MB
primal_author v4 162 games, 120164 moves, e=0.881, loss: 2.6, -, 11.4% elo% vs. random_no_suicide, avg. reward: -9.567, 1.557 sec/game, 3.5 min. total, 499.6 MB
primal_author v4 163 games, 121024 moves, e=0.880, loss: 2.6, -, 11.2% elo% vs. random_no_suicide, avg. reward: -9.561, 1.559 sec/game, 3.5 min. total, 501.1 MB
primal_author v4 164 games, 121752 moves, e=0.879, loss: 2.6, -, 11.0% elo% vs. random_no_suicide, avg. reward: -9.534, 1.580 sec/game, 3.5 min. total, 499.7 MB
primal_author v4 165 games, 122520 moves, e=0.879, loss: 2.5, -, 10.8% elo% vs. random_no_suicide, avg. reward: -9.532, 1.585 sec/game, 3.6 min. total, 501.9 MB
primal_author v4 166 games, 123284 moves, e=0.878, loss: 2.6, -, 10.6% elo% vs. random_no_suicide, avg. reward: -9.521, 1.569 sec/game, 3.6 min. total, 500.4 MB
primal_author v4 167 games, 124110 moves, e=0.877, loss: 2.5, -, 10.4% elo% vs. random_no_suicide, avg. reward: -9.518, 1.567 sec/game, 3.6 min. total, 501.6 MB
primal_author v4 168 games, 124832 moves, e=0.876, loss: 2.7, -, 10.2% elo% vs. random_no_suicide, avg. reward: -9.514, 1.566 sec/game, 3.6 min. total, 500.4 MB
primal_author v4 169 games, 125577 moves, e=0.876, loss: 2.8, -, 10.0% elo% vs. random_no_suicide, avg. reward: -9.510, 1.567 sec/game, 3.7 min. total, 500.2 MB
primal_author v4 170 games, 126276 moves, e=0.875, loss: 2.5, ., 10.7% elo% vs. random_no_suicide, avg. reward: -9.522, 1.545 sec/game, 3.7 min. total, 500.5 MB
primal_author v4 171 games, 127066 moves, e=0.874, loss: 2.4, +, 12.4% elo% vs. random_no_suicide, avg. reward: -9.526, 1.546 sec/game, 3.7 min. total, 500.6 MB
primal_author v4 172 games, 127843 moves, e=0.873, loss: 2.5, -, 12.2% elo% vs. random_no_suicide, avg. reward: -9.521, 1.535 sec/game, 3.7 min. total, 500.7 MB
primal_author v4 173 games, 128593 moves, e=0.873, loss: 2.5, -, 11.9% elo% vs. random_no_suicide, avg. reward: -9.510, 1.522 sec/game, 3.8 min. total, 501.8 MB
primal_author v4 174 games, 129435 moves, e=0.872, loss: 2.5, -, 11.7% elo% vs. random_no_suicide, avg. reward: -9.492, 1.519 sec/game, 3.8 min. total, 501.9 MB
primal_author v4 175 games, 130313 moves, e=0.871, loss: 2.9, -, 11.5% elo% vs. random_no_suicide, avg. reward: -9.489, 1.523 sec/game, 3.8 min. total, 501.8 MB
primal_author v4 176 games, 131193 moves, e=0.870, loss: 2.9, -, 11.3% elo% vs. random_no_suicide, avg. reward: -9.467, 1.523 sec/game, 3.8 min. total, 502.0 MB
primal_author v4 177 games, 131963 moves, e=0.869, loss: 2.8, ., 12.0% elo% vs. random_no_suicide, avg. reward: -9.460, 1.512 sec/game, 3.9 min. total, 502.0 MB
primal_author v4 178 games, 132736 moves, e=0.869, loss: 2.7, +, 13.8% elo% vs. random_no_suicide, avg. reward: -9.460, 1.523 sec/game, 3.9 min. total, 504.4 MB
primal_author v4 179 games, 133528 moves, e=0.868, loss: 2.6, -, 13.5% elo% vs. random_no_suicide, avg. reward: -9.447, 1.520 sec/game, 3.9 min. total, 503.0 MB
primal_author v4 180 games, 134224 moves, e=0.867, loss: 2.8, +, 15.5% elo% vs. random_no_suicide, avg. reward: -9.474, 1.506 sec/game, 3.9 min. total, 505.4 MB
primal_author v4 181 games, 135038 moves, e=0.866, loss: 2.7, -, 15.1% elo% vs. random_no_suicide, avg. reward: -9.462, 1.512 sec/game, 4.0 min. total, 505.4 MB
primal_author v4 182 games, 135736 moves, e=0.866, loss: 2.9, -, 14.8% elo% vs. random_no_suicide, avg. reward: -9.436, 1.510 sec/game, 4.0 min. total, 504.1 MB
primal_author v4 183 games, 136529 moves, e=0.865, loss: 2.8, +, 16.8% elo% vs. random_no_suicide, avg. reward: -9.421, 1.502 sec/game, 4.0 min. total, 505.5 MB
primal_author v4 184 games, 137286 moves, e=0.864, loss: 2.8, -, 16.4% elo% vs. random_no_suicide, avg. reward: -9.420, 1.504 sec/game, 4.0 min. total, 504.2 MB
primal_author v4 185 games, 138057 moves, e=0.863, loss: 2.4, -, 16.0% elo% vs. random_no_suicide, avg. reward: -9.412, 1.502 sec/game, 4.1 min. total, 504.2 MB
primal_author v4 186 games, 138985 moves, e=0.862, loss: 2.3, +, 18.2% elo% vs. random_no_suicide, avg. reward: -9.377, 1.516 sec/game, 4.1 min. total, 506.0 MB
primal_author v4 187 games, 139841 moves, e=0.862, loss: 2.3, -, 17.7% elo% vs. random_no_suicide, avg. reward: -9.352, 1.526 sec/game, 4.1 min. total, 507.3 MB
primal_author v4 188 games, 140680 moves, e=0.861, loss: 2.6, -, 17.2% elo% vs. random_no_suicide, avg. reward: -9.342, 1.544 sec/game, 4.2 min. total, 505.7 MB
primal_author v4 189 games, 141533 moves, e=0.860, loss: 2.5, -, 16.8% elo% vs. random_no_suicide, avg. reward: -9.338, 1.546 sec/game, 4.2 min. total, 505.8 MB
primal_author v4 190 games, 142248 moves, e=0.859, loss: 2.4, -, 16.4% elo% vs. random_no_suicide, avg. reward: -9.316, 1.558 sec/game, 4.2 min. total, 505.8 MB
primal_author v4 191 games, 142977 moves, e=0.858, loss: 2.6, +, 18.6% elo% vs. random_no_suicide, avg. reward: -9.305, 1.557 sec/game, 4.2 min. total, 507.1 MB
primal_author v4 192 games, 143858 moves, e=0.858, loss: 2.8, -, 18.1% elo% vs. random_no_suicide, avg. reward: -9.297, 1.561 sec/game, 4.3 min. total, 505.8 MB
primal_author v4 193 games, 144577 moves, e=0.857, loss: 2.7, -, 17.6% elo% vs. random_no_suicide, avg. reward: -9.304, 1.562 sec/game, 4.3 min. total, 505.9 MB
primal_author v4 194 games, 145321 moves, e=0.856, loss: 2.8, +, 19.9% elo% vs. random_no_suicide, avg. reward: -9.299, 1.551 sec/game, 4.3 min. total, 508.0 MB
primal_author v4 195 games, 146216 moves, e=0.855, loss: 2.5, -, 19.3% elo% vs. random_no_suicide, avg. reward: -9.303, 1.554 sec/game, 4.3 min. total, 506.8 MB
primal_author v4 196 games, 147008 moves, e=0.854, loss: 2.7, -, 18.8% elo% vs. random_no_suicide, avg. reward: -9.294, 1.554 sec/game, 4.4 min. total, 506.4 MB
primal_author v4 197 games, 147718 moves, e=0.854, loss: 2.6, -, 18.2% elo% vs. random_no_suicide, avg. reward: -9.287, 1.555 sec/game, 4.4 min. total, 506.8 MB
primal_author v4 198 games, 148547 moves, e=0.853, loss: 2.5, -, 17.7% elo% vs. random_no_suicide, avg. reward: -9.271, 1.546 sec/game, 4.4 min. total, 506.5 MB
primal_author v4 199 games, 149322 moves, e=0.852, loss: 2.9, -, 17.3% elo% vs. random_no_suicide, avg. reward: -9.275, 1.549 sec/game, 4.4 min. total, 506.7 MB
primal_author v4 200 games, 150123 moves, e=0.851, loss: 2.8, -, 16.8% elo% vs. random_no_suicide, avg. reward: -9.265, 1.563 sec/game, 4.5 min. total, 506.6 MB
primal_author v5 201 games, 151011 moves, e=0.850, loss: 2.5, -, 47.7% elo% vs. random_no_suicide, avg. reward: -9.254, 1.574 sec/game, 4.5 min. total, 507.4 MB
primal_author v5 202 games, 151795 moves, e=0.850, loss: 2.4, -, 45.5% elo% vs. random_no_suicide, avg. reward: -9.230, 1.582 sec/game, 4.5 min. total, 507.2 MB
primal_author v5 203 games, 152602 moves, e=0.849, loss: 2.8, -, 43.4% elo% vs. random_no_suicide, avg. reward: -9.224, 1.592 sec/game, 4.5 min. total, 507.3 MB
primal_author v5 204 games, 153477 moves, e=0.848, loss: 3.0, -, 41.5% elo% vs. random_no_suicide, avg. reward: -9.200, 1.602 sec/game, 4.6 min. total, 507.9 MB
primal_author v5 205 games, 154335 moves, e=0.847, loss: 2.9, -, 39.6% elo% vs. random_no_suicide, avg. reward: -9.197, 1.606 sec/game, 4.6 min. total, 507.9 MB
primal_author v5 206 games, 155175 moves, e=0.846, loss: 2.8, -, 37.9% elo% vs. random_no_suicide, avg. reward: -9.192, 1.603 sec/game, 4.6 min. total, 507.9 MB
primal_author v5 207 games, 156087 moves, e=0.845, loss: 2.8, -, 36.3% elo% vs. random_no_suicide, avg. reward: -9.177, 1.608 sec/game, 4.7 min. total, 507.8 MB
primal_author v5 208 games, 156907 moves, e=0.845, loss: 3.5, -, 34.8% elo% vs. random_no_suicide, avg. reward: -9.165, 1.596 sec/game, 4.7 min. total, 509.9 MB
primal_author v5 209 games, 157598 moves, e=0.844, loss: 3.6, -, 33.3% elo% vs. random_no_suicide, avg. reward: -9.169, 1.595 sec/game, 4.7 min. total, 509.8 MB
primal_author v5 210 games, 158444 moves, e=0.843, loss: 3.5, -, 32.0% elo% vs. random_no_suicide, avg. reward: -9.139, 1.597 sec/game, 4.7 min. total, 509.7 MB
primal_author v5 211 games, 159354 moves, e=0.842, loss: 3.9, ., 32.7% elo% vs. random_no_suicide, avg. reward: -9.111, 1.617 sec/game, 4.8 min. total, 510.0 MB
primal_author v5 212 games, 160168 moves, e=0.841, loss: 3.6, -, 31.4% elo% vs. random_no_suicide, avg. reward: -9.092, 1.625 sec/game, 4.8 min. total, 511.2 MB
primal_author v5 213 games, 161046 moves, e=0.841, loss: 3.6, +, 34.2% elo% vs. random_no_suicide, avg. reward: -9.091, 1.638 sec/game, 4.8 min. total, 511.2 MB
primal_author v5 214 games, 161900 moves, e=0.840, loss: 3.4, -, 32.8% elo% vs. random_no_suicide, avg. reward: -9.069, 1.643 sec/game, 4.9 min. total, 510.1 MB
primal_author v5 215 games, 162804 moves, e=0.839, loss: 3.5, -, 31.4% elo% vs. random_no_suicide, avg. reward: -9.035, 1.644 sec/game, 4.9 min. total, 511.1 MB
primal_author v5 216 games, 163506 moves, e=0.838, loss: 3.0, -, 30.2% elo% vs. random_no_suicide, avg. reward: -9.040, 1.642 sec/game, 4.9 min. total, 511.5 MB
primal_author v5 217 games, 164339 moves, e=0.837, loss: 3.3, -, 29.1% elo% vs. random_no_suicide, avg. reward: -9.054, 1.652 sec/game, 4.9 min. total, 511.5 MB
primal_author v5 218 games, 165191 moves, e=0.836, loss: 3.2, -, 28.0% elo% vs. random_no_suicide, avg. reward: -9.034, 1.663 sec/game, 5.0 min. total, 511.4 MB
primal_author v5 219 games, 165998 moves, e=0.836, loss: 2.9, -, 26.9% elo% vs. random_no_suicide, avg. reward: -9.026, 1.663 sec/game, 5.0 min. total, 516.2 MB
primal_author v5 220 games, 166768 moves, e=0.835, loss: 3.2, -, 26.0% elo% vs. random_no_suicide, avg. reward: -9.018, 1.666 sec/game, 5.0 min. total, 516.1 MB
primal_author v5 221 games, 167662 moves, e=0.834, loss: 2.9, -, 25.1% elo% vs. random_no_suicide, avg. reward: -8.985, 1.663 sec/game, 5.0 min. total, 511.5 MB
primal_author v5 222 games, 168559 moves, e=0.833, loss: 3.1, -, 24.2% elo% vs. random_no_suicide, avg. reward: -8.966, 1.671 sec/game, 5.1 min. total, 512.7 MB
primal_author v5 223 games, 169297 moves, e=0.832, loss: 2.9, -, 23.4% elo% vs. random_no_suicide, avg. reward: -8.935, 1.661 sec/game, 5.1 min. total, 514.7 MB
primal_author v5 224 games, 170166 moves, e=0.832, loss: 2.6, -, 22.6% elo% vs. random_no_suicide, avg. reward: -8.928, 1.666 sec/game, 5.1 min. total, 514.4 MB
primal_author v5 225 games, 170894 moves, e=0.831, loss: 3.0, -, 21.9% elo% vs. random_no_suicide, avg. reward: -8.923, 1.666 sec/game, 5.2 min. total, 514.5 MB
primal_author v5 226 games, 171779 moves, e=0.830, loss: 3.0, -, 21.2% elo% vs. random_no_suicide, avg. reward: -8.905, 1.672 sec/game, 5.2 min. total, 519.4 MB
primal_author v5 227 games, 172660 moves, e=0.829, loss: 3.1, -, 20.6% elo% vs. random_no_suicide, avg. reward: -8.884, 1.661 sec/game, 5.2 min. total, 519.4 MB
primal_author v5 228 games, 173548 moves, e=0.828, loss: 3.2, -, 20.0% elo% vs. random_no_suicide, avg. reward: -8.856, 1.669 sec/game, 5.2 min. total, 514.7 MB
primal_author v5 229 games, 174348 moves, e=0.827, loss: 3.6, -, 19.4% elo% vs. random_no_suicide, avg. reward: -8.859, 1.685 sec/game, 5.3 min. total, 514.9 MB
primal_author v5 230 games, 175119 moves, e=0.827, loss: 3.4, -, 18.8% elo% vs. random_no_suicide, avg. reward: -8.844, 1.685 sec/game, 5.3 min. total, 516.1 MB
primal_author v5 231 games, 175977 moves, e=0.826, loss: 4.0, -, 18.3% elo% vs. random_no_suicide, avg. reward: -8.838, 1.669 sec/game, 5.3 min. total, 516.8 MB
primal_author v5 232 games, 176834 moves, e=0.825, loss: 3.9, -, 17.8% elo% vs. random_no_suicide, avg. reward: -8.828, 1.671 sec/game, 5.4 min. total, 516.8 MB
primal_author v5 233 games, 177535 moves, e=0.824, loss: 3.7, -, 17.3% elo% vs. random_no_suicide, avg. reward: -8.844, 1.650 sec/game, 5.4 min. total, 518.3 MB
primal_author v5 234 games, 178339 moves, e=0.823, loss: 3.3, -, 16.9% elo% vs. random_no_suicide, avg. reward: -8.842, 1.660 sec/game, 5.4 min. total, 516.8 MB
primal_author v5 235 games, 179128 moves, e=0.823, loss: 3.7, -, 16.5% elo% vs. random_no_suicide, avg. reward: -8.847, 1.650 sec/game, 5.4 min. total, 516.8 MB
primal_author v5 236 games, 179800 moves, e=0.822, loss: 3.9, -, 16.0% elo% vs. random_no_suicide, avg. reward: -8.855, 1.642 sec/game, 5.5 min. total, 521.5 MB
primal_author v5 237 games, 180495 moves, e=0.821, loss: 3.5, -, 15.6% elo% vs. random_no_suicide, avg. reward: -8.862, 1.640 sec/game, 5.5 min. total, 516.8 MB
primal_author v5 238 games, 181318 moves, e=0.820, loss: 3.7, -, 15.3% elo% vs. random_no_suicide, avg. reward: -8.837, 1.631 sec/game, 5.5 min. total, 517.9 MB
primal_author v5 239 games, 182107 moves, e=0.820, loss: 3.8, -, 14.9% elo% vs. random_no_suicide, avg. reward: -8.837, 1.632 sec/game, 5.5 min. total, 518.5 MB
primal_author v5 240 games, 182983 moves, e=0.819, loss: 4.2, -, 14.6% elo% vs. random_no_suicide, avg. reward: -8.835, 1.640 sec/game, 5.6 min. total, 518.6 MB
primal_author v5 241 games, 183771 moves, e=0.818, loss: 3.9, -, 14.2% elo% vs. random_no_suicide, avg. reward: -8.834, 1.630 sec/game, 5.6 min. total, 520.0 MB
primal_author v5 242 games, 184623 moves, e=0.817, loss: 3.6, -, 13.9% elo% vs. random_no_suicide, avg. reward: -8.813, 1.630 sec/game, 5.6 min. total, 520.1 MB
primal_author v5 243 games, 185416 moves, e=0.816, loss: 3.4, -, 13.6% elo% vs. random_no_suicide, avg. reward: -8.816, 1.631 sec/game, 5.6 min. total, 519.4 MB
primal_author v5 244 games, 186236 moves, e=0.816, loss: 3.2, -, 13.3% elo% vs. random_no_suicide, avg. reward: -8.786, 1.617 sec/game, 5.7 min. total, 520.6 MB
primal_author v5 245 games, 186999 moves, e=0.815, loss: 3.0, +, 15.3% elo% vs. random_no_suicide, avg. reward: -8.782, 1.616 sec/game, 5.7 min. total, 521.4 MB
primal_author v5 246 games, 187829 moves, e=0.814, loss: 3.4, +, 17.4% elo% vs. random_no_suicide, avg. reward: -8.782, 1.611 sec/game, 5.7 min. total, 521.5 MB
primal_author v5 247 games, 188490 moves, e=0.813, loss: 3.4, +, 19.7% elo% vs. random_no_suicide, avg. reward: -8.802, 1.598 sec/game, 5.7 min. total, 521.5 MB
primal_author v5 248 games, 189359 moves, e=0.813, loss: 3.1, -, 19.1% elo% vs. random_no_suicide, avg. reward: -8.788, 1.600 sec/game, 5.8 min. total, 521.5 MB
primal_author v5 249 games, 190184 moves, e=0.812, loss: 3.0, -, 18.6% elo% vs. random_no_suicide, avg. reward: -8.783, 1.589 sec/game, 5.8 min. total, 520.2 MB
primal_author v5 250 games, 191002 moves, e=0.811, loss: 2.9, +, 21.0% elo% vs. random_no_suicide, avg. reward: -8.790, 1.600 sec/game, 5.8 min. total, 520.3 MB
primal_author v5 251 games, 191869 moves, e=0.810, loss: 2.9, -, 20.3% elo% vs. random_no_suicide, avg. reward: -8.786, 1.601 sec/game, 5.9 min. total, 520.9 MB
primal_author v5 252 games, 192672 moves, e=0.809, loss: 3.1, -, 19.7% elo% vs. random_no_suicide, avg. reward: -8.795, 1.600 sec/game, 5.9 min. total, 523.8 MB
primal_author v5 253 games, 193541 moves, e=0.808, loss: 2.9, -, 19.2% elo% vs. random_no_suicide, avg. reward: -8.798, 1.621 sec/game, 5.9 min. total, 522.6 MB
primal_author v5 254 games, 194299 moves, e=0.808, loss: 3.5, -, 18.6% elo% vs. random_no_suicide, avg. reward: -8.815, 1.598 sec/game, 5.9 min. total, 523.8 MB
primal_author v5 255 games, 195124 moves, e=0.807, loss: 3.2, +, 21.0% elo% vs. random_no_suicide, avg. reward: -8.818, 1.606 sec/game, 6.0 min. total, 524.0 MB
primal_author v5 256 games, 195873 moves, e=0.806, loss: 3.0, -, 20.4% elo% vs. random_no_suicide, avg. reward: -8.830, 1.615 sec/game, 6.0 min. total, 522.8 MB
primal_author v5 257 games, 196789 moves, e=0.805, loss: 3.0, -, 19.8% elo% vs. random_no_suicide, avg. reward: -8.817, 1.624 sec/game, 6.0 min. total, 522.8 MB
primal_author v5 258 games, 197690 moves, e=0.804, loss: 3.2, -, 19.2% elo% vs. random_no_suicide, avg. reward: -8.811, 1.633 sec/game, 6.1 min. total, 523.5 MB
primal_author v5 259 games, 198515 moves, e=0.803, loss: 2.9, +, 21.6% elo% vs. random_no_suicide, avg. reward: -8.789, 1.633 sec/game, 6.1 min. total, 526.8 MB
primal_author v5 260 games, 199265 moves, e=0.803, loss: 2.9, +, 24.2% elo% vs. random_no_suicide, avg. reward: -8.803, 1.624 sec/game, 6.1 min. total, 526.8 MB
primal_author v5 261 games, 200076 moves, e=0.802, loss: 2.7, +, 26.8% elo% vs. random_no_suicide, avg. reward: -8.790, 1.636 sec/game, 6.1 min. total, 526.7 MB
primal_author v5 262 games, 200918 moves, e=0.801, loss: 2.9, +, 29.5% elo% vs. random_no_suicide, avg. reward: -8.790, 1.632 sec/game, 6.2 min. total, 526.8 MB
primal_author v5 263 games, 201762 moves, e=0.800, loss: 2.9, ., 30.3% elo% vs. random_no_suicide, avg. reward: -8.793, 1.644 sec/game, 6.2 min. total, 526.7 MB
primal_author v5 264 games, 202553 moves, e=0.799, loss: 3.1, +, 33.1% elo% vs. random_no_suicide, avg. reward: -8.785, 1.645 sec/game, 6.2 min. total, 527.0 MB
primal_author v5 265 games, 203381 moves, e=0.799, loss: 3.2, -, 31.8% elo% vs. random_no_suicide, avg. reward: -8.781, 1.648 sec/game, 6.2 min. total, 527.1 MB
primal_author v5 266 games, 204274 moves, e=0.798, loss: 3.2, -, 30.5% elo% vs. random_no_suicide, avg. reward: -8.771, 1.651 sec/game, 6.3 min. total, 526.8 MB
primal_author v5 267 games, 205145 moves, e=0.797, loss: 3.1, +, 33.3% elo% vs. random_no_suicide, avg. reward: -8.766, 1.673 sec/game, 6.3 min. total, 527.8 MB
primal_author v5 268 games, 205899 moves, e=0.796, loss: 3.4, -, 31.9% elo% vs. random_no_suicide, avg. reward: -8.763, 1.659 sec/game, 6.3 min. total, 526.5 MB
primal_author v5 269 games, 206811 moves, e=0.795, loss: 3.0, -, 30.7% elo% vs. random_no_suicide, avg. reward: -8.746, 1.671 sec/game, 6.4 min. total, 527.8 MB
primal_author v5 270 games, 207568 moves, e=0.795, loss: 2.8, +, 33.5% elo% vs. random_no_suicide, avg. reward: -8.735, 1.668 sec/game, 6.4 min. total, 527.9 MB
primal_author v5 271 games, 208378 moves, e=0.794, loss: 2.7, +, 36.2% elo% vs. random_no_suicide, avg. reward: -8.732, 1.668 sec/game, 6.4 min. total, 528.1 MB
primal_author v5 272 games, 209373 moves, e=0.793, loss: 2.5, -, 34.7% elo% vs. random_no_suicide, avg. reward: -8.714, 1.684 sec/game, 6.4 min. total, 529.3 MB
primal_author v5 273 games, 210207 moves, e=0.792, loss: 2.5, -, 33.3% elo% vs. random_no_suicide, avg. reward: -8.703, 1.692 sec/game, 6.5 min. total, 527.8 MB
primal_author v5 274 games, 211025 moves, e=0.791, loss: 2.5, -, 31.9% elo% vs. random_no_suicide, avg. reward: -8.706, 1.707 sec/game, 6.5 min. total, 529.1 MB
primal_author v5 275 games, 211987 moves, e=0.790, loss: 2.4, -, 30.7% elo% vs. random_no_suicide, avg. reward: -8.700, 1.722 sec/game, 6.5 min. total, 527.8 MB
primal_author v5 276 games, 212830 moves, e=0.789, loss: 2.3, -, 29.5% elo% vs. random_no_suicide, avg. reward: -8.700, 1.729 sec/game, 6.6 min. total, 527.8 MB
primal_author v5 277 games, 213711 moves, e=0.788, loss: 2.5, -, 28.4% elo% vs. random_no_suicide, avg. reward: -8.690, 1.731 sec/game, 6.6 min. total, 532.2 MB
primal_author v5 278 games, 214553 moves, e=0.788, loss: 2.7, -, 27.3% elo% vs. random_no_suicide, avg. reward: -8.676, 1.731 sec/game, 6.6 min. total, 528.0 MB
primal_author v5 279 games, 215539 moves, e=0.787, loss: 2.7, -, 26.3% elo% vs. random_no_suicide, avg. reward: -8.658, 1.746 sec/game, 6.7 min. total, 528.0 MB
primal_author v5 280 games, 216289 moves, e=0.786, loss: 2.8, +, 29.0% elo% vs. random_no_suicide, avg. reward: -8.646, 1.745 sec/game, 6.7 min. total, 529.3 MB
primal_author v5 281 games, 217191 moves, e=0.785, loss: 2.9, ., 29.8% elo% vs. random_no_suicide, avg. reward: -8.636, 1.748 sec/game, 6.7 min. total, 529.5 MB
