slashed_kooky v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 305.0 MB
slashed_kooky v4 147 games, 107302 moves, e=0.894, loss: 5.9, -, 12.3% elo% vs. random_no_suicide, avg. reward: -9.592, 1.894 sec/game, 3.8 min. total, 461.9 MB
slashed_kooky v4 148 games, 108097 moves, e=0.893, loss: 5.9, -, 12.0% elo% vs. random_no_suicide, avg. reward: -9.577, 1.896 sec/game, 3.8 min. total, 461.8 MB
slashed_kooky v4 149 games, 108882 moves, e=0.892, loss: 5.7, -, 11.8% elo% vs. random_no_suicide, avg. reward: -9.565, 1.901 sec/game, 3.9 min. total, 461.9 MB
slashed_kooky v4 150 games, 109742 moves, e=0.891, loss: 5.7, -, 11.6% elo% vs. random_no_suicide, avg. reward: -9.538, 1.914 sec/game, 3.9 min. total, 460.8 MB
slashed_kooky v4 151 games, 110524 moves, e=0.891, loss: 5.2, -, 11.3% elo% vs. random_no_suicide, avg. reward: -9.531, 1.922 sec/game, 3.9 min. total, 463.4 MB
slashed_kooky v4 152 games, 111222 moves, e=0.890, loss: 5.2, -, 11.1% elo% vs. random_no_suicide, avg. reward: -9.534, 1.903 sec/game, 4.0 min. total, 463.7 MB
slashed_kooky v4 153 games, 111959 moves, e=0.889, loss: 5.2, -, 10.9% elo% vs. random_no_suicide, avg. reward: -9.523, 1.894 sec/game, 4.0 min. total, 463.3 MB
slashed_kooky v4 154 games, 112865 moves, e=0.888, loss: 5.8, -, 10.7% elo% vs. random_no_suicide, avg. reward: -9.495, 1.918 sec/game, 4.0 min. total, 463.3 MB
slashed_kooky v4 155 games, 113733 moves, e=0.887, loss: 5.9, -, 10.6% elo% vs. random_no_suicide, avg. reward: -9.477, 1.915 sec/game, 4.1 min. total, 463.8 MB
slashed_kooky v4 156 games, 114580 moves, e=0.887, loss: 5.7, -, 10.4% elo% vs. random_no_suicide, avg. reward: -9.461, 1.933 sec/game, 4.1 min. total, 463.8 MB
slashed_kooky v4 157 games, 115283 moves, e=0.886, loss: 5.2, -, 10.2% elo% vs. random_no_suicide, avg. reward: -9.454, 1.922 sec/game, 4.1 min. total, 463.8 MB
slashed_kooky v4 158 games, 116177 moves, e=0.885, loss: 5.1, -, 10.0% elo% vs. random_no_suicide, avg. reward: -9.431, 1.940 sec/game, 4.2 min. total, 464.1 MB
slashed_kooky v4 159 games, 117006 moves, e=0.884, loss: 5.5, -, 9.9% elo% vs. random_no_suicide, avg. reward: -9.422, 1.969 sec/game, 4.2 min. total, 464.0 MB
slashed_kooky v4 160 games, 117845 moves, e=0.883, loss: 5.6, -, 9.7% elo% vs. random_no_suicide, avg. reward: -9.391, 1.980 sec/game, 4.2 min. total, 464.2 MB
slashed_kooky v4 161 games, 118570 moves, e=0.883, loss: 5.6, -, 9.5% elo% vs. random_no_suicide, avg. reward: -9.372, 1.997 sec/game, 4.3 min. total, 464.3 MB
slashed_kooky v4 162 games, 119379 moves, e=0.882, loss: 5.4, -, 9.4% elo% vs. random_no_suicide, avg. reward: -9.359, 2.003 sec/game, 4.3 min. total, 463.9 MB
slashed_kooky v4 163 games, 120077 moves, e=0.881, loss: 5.1, -, 9.2% elo% vs. random_no_suicide, avg. reward: -9.364, 2.008 sec/game, 4.3 min. total, 463.8 MB
slashed_kooky v4 164 games, 120868 moves, e=0.880, loss: 5.3, -, 9.1% elo% vs. random_no_suicide, avg. reward: -9.359, 2.006 sec/game, 4.4 min. total, 466.4 MB
slashed_kooky v4 165 games, 121645 moves, e=0.880, loss: 5.2, -, 9.0% elo% vs. random_no_suicide, avg. reward: -9.324, 2.028 sec/game, 4.4 min. total, 465.7 MB
slashed_kooky v4 166 games, 122388 moves, e=0.879, loss: 5.2, -, 8.8% elo% vs. random_no_suicide, avg. reward: -9.334, 2.029 sec/game, 4.4 min. total, 465.8 MB
slashed_kooky v4 167 games, 123149 moves, e=0.878, loss: 5.6, -, 8.7% elo% vs. random_no_suicide, avg. reward: -9.334, 2.017 sec/game, 4.5 min. total, 465.8 MB
slashed_kooky v4 168 games, 123783 moves, e=0.877, loss: 5.7, -, 8.6% elo% vs. random_no_suicide, avg. reward: -9.346, 1.997 sec/game, 4.5 min. total, 465.8 MB
slashed_kooky v4 169 games, 124602 moves, e=0.877, loss: 5.3, -, 8.5% elo% vs. random_no_suicide, avg. reward: -9.321, 1.991 sec/game, 4.5 min. total, 466.0 MB
slashed_kooky v4 170 games, 125399 moves, e=0.876, loss: 5.4, -, 8.3% elo% vs. random_no_suicide, avg. reward: -9.298, 1.975 sec/game, 4.6 min. total, 466.2 MB
slashed_kooky v4 171 games, 126282 moves, e=0.875, loss: 5.8, -, 8.2% elo% vs. random_no_suicide, avg. reward: -9.278, 1.979 sec/game, 4.6 min. total, 466.0 MB
slashed_kooky v4 172 games, 126991 moves, e=0.874, loss: 5.3, -, 8.1% elo% vs. random_no_suicide, avg. reward: -9.276, 1.990 sec/game, 4.6 min. total, 466.3 MB
slashed_kooky v4 173 games, 127809 moves, e=0.873, loss: 4.9, -, 8.0% elo% vs. random_no_suicide, avg. reward: -9.267, 1.994 sec/game, 4.7 min. total, 467.6 MB
slashed_kooky v4 174 games, 128693 moves, e=0.873, loss: 5.3, -, 7.9% elo% vs. random_no_suicide, avg. reward: -9.267, 1.993 sec/game, 4.7 min. total, 467.9 MB
slashed_kooky v4 175 games, 129517 moves, e=0.872, loss: 6.0, -, 7.8% elo% vs. random_no_suicide, avg. reward: -9.243, 1.986 sec/game, 4.7 min. total, 469.1 MB
slashed_kooky v4 176 games, 130222 moves, e=0.871, loss: 5.9, -, 7.7% elo% vs. random_no_suicide, avg. reward: -9.251, 1.968 sec/game, 4.8 min. total, 469.0 MB
slashed_kooky v4 177 games, 130954 moves, e=0.870, loss: 5.9, -, 7.6% elo% vs. random_no_suicide, avg. reward: -9.255, 1.979 sec/game, 4.8 min. total, 469.1 MB
slashed_kooky v4 178 games, 131734 moves, e=0.870, loss: 6.0, -, 7.5% elo% vs. random_no_suicide, avg. reward: -9.241, 1.961 sec/game, 4.8 min. total, 468.9 MB
slashed_kooky v4 179 games, 132497 moves, e=0.869, loss: 6.0, -, 7.4% elo% vs. random_no_suicide, avg. reward: -9.236, 1.930 sec/game, 4.9 min. total, 469.1 MB
slashed_kooky v4 180 games, 133218 moves, e=0.868, loss: 5.9, -, 7.3% elo% vs. random_no_suicide, avg. reward: -9.229, 1.910 sec/game, 4.9 min. total, 469.6 MB
slashed_kooky v4 181 games, 133987 moves, e=0.867, loss: 5.8, -, 7.2% elo% vs. random_no_suicide, avg. reward: -9.212, 1.909 sec/game, 4.9 min. total, 469.4 MB
slashed_kooky v4 182 games, 134704 moves, e=0.867, loss: 5.9, -, 7.1% elo% vs. random_no_suicide, avg. reward: -9.232, 1.903 sec/game, 4.9 min. total, 469.7 MB
slashed_kooky v4 183 games, 135398 moves, e=0.866, loss: 5.6, -, 7.0% elo% vs. random_no_suicide, avg. reward: -9.239, 1.885 sec/game, 5.0 min. total, 470.4 MB
slashed_kooky v4 184 games, 136164 moves, e=0.865, loss: 5.5, -, 6.9% elo% vs. random_no_suicide, avg. reward: -9.233, 1.893 sec/game, 5.0 min. total, 469.9 MB
slashed_kooky v4 185 games, 136907 moves, e=0.864, loss: 5.4, -, 6.9% elo% vs. random_no_suicide, avg. reward: -9.227, 1.886 sec/game, 5.0 min. total, 471.4 MB
slashed_kooky v4 186 games, 137688 moves, e=0.864, loss: 6.0, -, 6.8% elo% vs. random_no_suicide, avg. reward: -9.230, 1.887 sec/game, 5.1 min. total, 470.8 MB
slashed_kooky v4 187 games, 138482 moves, e=0.863, loss: 6.1, -, 6.7% elo% vs. random_no_suicide, avg. reward: -9.214, 1.891 sec/game, 5.1 min. total, 471.8 MB
slashed_kooky v4 188 games, 139254 moves, e=0.862, loss: 6.3, -, 6.6% elo% vs. random_no_suicide, avg. reward: -9.191, 1.908 sec/game, 5.1 min. total, 472.0 MB
slashed_kooky v4 189 games, 139931 moves, e=0.861, loss: 6.4, -, 6.6% elo% vs. random_no_suicide, avg. reward: -9.202, 1.907 sec/game, 5.2 min. total, 472.2 MB
slashed_kooky v4 190 games, 140647 moves, e=0.861, loss: 6.9, -, 6.5% elo% vs. random_no_suicide, avg. reward: -9.206, 1.899 sec/game, 5.2 min. total, 472.2 MB
slashed_kooky v4 191 games, 141374 moves, e=0.860, loss: 6.6, -, 6.4% elo% vs. random_no_suicide, avg. reward: -9.219, 1.885 sec/game, 5.2 min. total, 472.2 MB
slashed_kooky v4 192 games, 142159 moves, e=0.859, loss: 7.0, -, 6.3% elo% vs. random_no_suicide, avg. reward: -9.203, 1.890 sec/game, 5.3 min. total, 472.4 MB
slashed_kooky v4 193 games, 142932 moves, e=0.858, loss: 6.7, -, 6.3% elo% vs. random_no_suicide, avg. reward: -9.197, 1.887 sec/game, 5.3 min. total, 473.4 MB
slashed_kooky v4 194 games, 143731 moves, e=0.858, loss: 6.6, -, 6.2% elo% vs. random_no_suicide, avg. reward: -9.178, 1.874 sec/game, 5.3 min. total, 472.4 MB
slashed_kooky v4 195 games, 144500 moves, e=0.857, loss: 6.2, -, 6.1% elo% vs. random_no_suicide, avg. reward: -9.185, 1.867 sec/game, 5.4 min. total, 473.1 MB
slashed_kooky v4 196 games, 145423 moves, e=0.856, loss: 6.4, -, 6.1% elo% vs. random_no_suicide, avg. reward: -9.182, 1.899 sec/game, 5.4 min. total, 474.0 MB
slashed_kooky v4 197 games, 146306 moves, e=0.855, loss: 6.2, -, 6.0% elo% vs. random_no_suicide, avg. reward: -9.157, 1.925 sec/game, 5.4 min. total, 473.8 MB
slashed_kooky v4 198 games, 147010 moves, e=0.854, loss: 6.1, -, 5.9% elo% vs. random_no_suicide, avg. reward: -9.169, 1.913 sec/game, 5.5 min. total, 473.8 MB
slashed_kooky v4 199 games, 147756 moves, e=0.854, loss: 5.7, -, 5.9% elo% vs. random_no_suicide, avg. reward: -9.172, 1.913 sec/game, 5.5 min. total, 474.1 MB
slashed_kooky v4 200 games, 148580 moves, e=0.853, loss: 5.1, -, 5.8% elo% vs. random_no_suicide, avg. reward: -9.153, 1.932 sec/game, 5.5 min. total, 474.3 MB
slashed_kooky v5 201 games, 149305 moves, e=0.852, loss: 5.2, -, 47.7% elo% vs. random_no_suicide, avg. reward: -9.134, 1.931 sec/game, 5.6 min. total, 474.5 MB
slashed_kooky v5 202 games, 150055 moves, e=0.851, loss: 5.4, -, 45.5% elo% vs. random_no_suicide, avg. reward: -9.122, 1.931 sec/game, 5.6 min. total, 474.6 MB
slashed_kooky v5 203 games, 150723 moves, e=0.851, loss: 5.3, -, 43.4% elo% vs. random_no_suicide, avg. reward: -9.126, 1.931 sec/game, 5.6 min. total, 475.7 MB
slashed_kooky v5 204 games, 151425 moves, e=0.850, loss: 5.1, -, 41.5% elo% vs. random_no_suicide, avg. reward: -9.135, 1.923 sec/game, 5.6 min. total, 474.6 MB
slashed_kooky v5 205 games, 152219 moves, e=0.849, loss: 4.8, -, 39.6% elo% vs. random_no_suicide, avg. reward: -9.129, 1.924 sec/game, 5.7 min. total, 474.4 MB
slashed_kooky v5 206 games, 153029 moves, e=0.849, loss: 5.1, -, 37.9% elo% vs. random_no_suicide, avg. reward: -9.125, 1.925 sec/game, 5.7 min. total, 476.6 MB
slashed_kooky v5 207 games, 153725 moves, e=0.848, loss: 5.0, -, 36.3% elo% vs. random_no_suicide, avg. reward: -9.123, 1.911 sec/game, 5.7 min. total, 476.4 MB
slashed_kooky v5 208 games, 154573 moves, e=0.847, loss: 5.0, -, 34.8% elo% vs. random_no_suicide, avg. reward: -9.111, 1.925 sec/game, 5.8 min. total, 476.4 MB
slashed_kooky v5 209 games, 155406 moves, e=0.846, loss: 5.4, -, 33.3% elo% vs. random_no_suicide, avg. reward: -9.093, 1.942 sec/game, 5.8 min. total, 476.5 MB
slashed_kooky v5 210 games, 156266 moves, e=0.845, loss: 5.3, -, 32.0% elo% vs. random_no_suicide, avg. reward: -9.085, 1.955 sec/game, 5.8 min. total, 476.7 MB
slashed_kooky v5 211 games, 157126 moves, e=0.844, loss: 5.2, -, 30.7% elo% vs. random_no_suicide, avg. reward: -9.050, 1.967 sec/game, 5.9 min. total, 476.8 MB
slashed_kooky v5 212 games, 157882 moves, e=0.844, loss: 5.3, -, 29.5% elo% vs. random_no_suicide, avg. reward: -9.040, 1.958 sec/game, 5.9 min. total, 476.9 MB
slashed_kooky v5 213 games, 158647 moves, e=0.843, loss: 4.9, -, 28.4% elo% vs. random_no_suicide, avg. reward: -9.032, 1.954 sec/game, 5.9 min. total, 476.9 MB
slashed_kooky v5 214 games, 159431 moves, e=0.842, loss: 5.4, -, 27.3% elo% vs. random_no_suicide, avg. reward: -9.031, 1.950 sec/game, 6.0 min. total, 477.0 MB
slashed_kooky v5 215 games, 160359 moves, e=0.841, loss: 5.6, -, 26.4% elo% vs. random_no_suicide, avg. reward: -9.012, 1.962 sec/game, 6.0 min. total, 477.8 MB
slashed_kooky v5 216 games, 161175 moves, e=0.840, loss: 5.5, -, 25.4% elo% vs. random_no_suicide, avg. reward: -9.000, 1.942 sec/game, 6.0 min. total, 479.2 MB
slashed_kooky v5 217 games, 161906 moves, e=0.840, loss: 5.6, -, 24.5% elo% vs. random_no_suicide, avg. reward: -9.015, 1.908 sec/game, 6.1 min. total, 479.0 MB
slashed_kooky v5 218 games, 162735 moves, e=0.839, loss: 5.5, -, 23.7% elo% vs. random_no_suicide, avg. reward: -9.001, 1.931 sec/game, 6.1 min. total, 479.0 MB
slashed_kooky v5 219 games, 163482 moves, e=0.838, loss: 5.7, -, 22.9% elo% vs. random_no_suicide, avg. reward: -9.001, 1.932 sec/game, 6.1 min. total, 478.9 MB
slashed_kooky v5 220 games, 164368 moves, e=0.837, loss: 5.3, -, 22.2% elo% vs. random_no_suicide, avg. reward: -8.980, 1.940 sec/game, 6.2 min. total, 478.4 MB
slashed_kooky v5 221 games, 165134 moves, e=0.837, loss: 5.5, -, 21.5% elo% vs. random_no_suicide, avg. reward: -8.973, 1.936 sec/game, 6.2 min. total, 479.2 MB
slashed_kooky v5 222 games, 165955 moves, e=0.836, loss: 5.7, -, 20.8% elo% vs. random_no_suicide, avg. reward: -8.972, 1.939 sec/game, 6.2 min. total, 478.5 MB
slashed_kooky v5 223 games, 166819 moves, e=0.835, loss: 5.3, -, 20.2% elo% vs. random_no_suicide, avg. reward: -8.952, 1.965 sec/game, 6.3 min. total, 478.5 MB
slashed_kooky v5 224 games, 167742 moves, e=0.834, loss: 5.0, -, 19.6% elo% vs. random_no_suicide, avg. reward: -8.943, 1.981 sec/game, 6.3 min. total, 478.9 MB
slashed_kooky v5 225 games, 168526 moves, e=0.833, loss: 5.4, -, 19.1% elo% vs. random_no_suicide, avg. reward: -8.941, 1.987 sec/game, 6.3 min. total, 479.2 MB
slashed_kooky v5 226 games, 169397 moves, e=0.832, loss: 5.3, -, 18.5% elo% vs. random_no_suicide, avg. reward: -8.939, 1.999 sec/game, 6.4 min. total, 480.5 MB
slashed_kooky v5 227 games, 170212 moves, e=0.831, loss: 5.3, -, 18.0% elo% vs. random_no_suicide, avg. reward: -8.931, 2.015 sec/game, 6.4 min. total, 480.3 MB
slashed_kooky v5 228 games, 171012 moves, e=0.831, loss: 5.6, -, 17.5% elo% vs. random_no_suicide, avg. reward: -8.927, 2.019 sec/game, 6.4 min. total, 480.3 MB
slashed_kooky v5 229 games, 171941 moves, e=0.830, loss: 5.1, -, 17.1% elo% vs. random_no_suicide, avg. reward: -8.903, 2.023 sec/game, 6.5 min. total, 480.6 MB
slashed_kooky v5 230 games, 172710 moves, e=0.829, loss: 5.0, -, 16.6% elo% vs. random_no_suicide, avg. reward: -8.904, 2.023 sec/game, 6.5 min. total, 481.3 MB
slashed_kooky v5 231 games, 173508 moves, e=0.828, loss: 4.9, -, 16.2% elo% vs. random_no_suicide, avg. reward: -8.900, 2.016 sec/game, 6.6 min. total, 480.6 MB
slashed_kooky v5 232 games, 174262 moves, e=0.827, loss: 4.7, -, 15.8% elo% vs. random_no_suicide, avg. reward: -8.901, 2.019 sec/game, 6.6 min. total, 479.8 MB
slashed_kooky v5 233 games, 175044 moves, e=0.827, loss: 5.2, -, 15.4% elo% vs. random_no_suicide, avg. reward: -8.895, 2.026 sec/game, 6.6 min. total, 480.8 MB
slashed_kooky v5 234 games, 175822 moves, e=0.826, loss: 5.3, -, 15.1% elo% vs. random_no_suicide, avg. reward: -8.880, 2.029 sec/game, 6.6 min. total, 481.5 MB
slashed_kooky v5 235 games, 176704 moves, e=0.825, loss: 5.3, -, 14.7% elo% vs. random_no_suicide, avg. reward: -8.875, 2.031 sec/game, 6.7 min. total, 481.6 MB
slashed_kooky v5 236 games, 177430 moves, e=0.824, loss: 5.2, -, 14.4% elo% vs. random_no_suicide, avg. reward: -8.884, 2.021 sec/game, 6.7 min. total, 482.0 MB
slashed_kooky v5 237 games, 178241 moves, e=0.824, loss: 5.7, -, 14.0% elo% vs. random_no_suicide, avg. reward: -8.873, 2.034 sec/game, 6.7 min. total, 481.6 MB
slashed_kooky v5 238 games, 179094 moves, e=0.823, loss: 5.4, -, 13.7% elo% vs. random_no_suicide, avg. reward: -8.867, 2.032 sec/game, 6.8 min. total, 482.6 MB
slashed_kooky v5 239 games, 179957 moves, e=0.822, loss: 5.5, -, 13.4% elo% vs. random_no_suicide, avg. reward: -8.848, 2.031 sec/game, 6.8 min. total, 482.8 MB
slashed_kooky v5 240 games, 180681 moves, e=0.821, loss: 5.5, -, 13.1% elo% vs. random_no_suicide, avg. reward: -8.845, 2.016 sec/game, 6.8 min. total, 483.9 MB
slashed_kooky v5 241 games, 181509 moves, e=0.820, loss: 5.7, -, 12.9% elo% vs. random_no_suicide, avg. reward: -8.835, 2.037 sec/game, 6.9 min. total, 483.7 MB
slashed_kooky v5 242 games, 182235 moves, e=0.820, loss: 5.9, -, 12.6% elo% vs. random_no_suicide, avg. reward: -8.831, 2.023 sec/game, 6.9 min. total, 483.3 MB
slashed_kooky v5 243 games, 183008 moves, e=0.819, loss: 6.0, -, 12.4% elo% vs. random_no_suicide, avg. reward: -8.831, 2.022 sec/game, 6.9 min. total, 482.7 MB
slashed_kooky v5 244 games, 183790 moves, e=0.818, loss: 5.6, -, 12.1% elo% vs. random_no_suicide, avg. reward: -8.829, 2.008 sec/game, 7.0 min. total, 483.5 MB
slashed_kooky v5 245 games, 184668 moves, e=0.817, loss: 5.6, -, 11.9% elo% vs. random_no_suicide, avg. reward: -8.803, 2.014 sec/game, 7.0 min. total, 484.1 MB
slashed_kooky v5 246 games, 185447 moves, e=0.816, loss: 5.4, -, 11.7% elo% vs. random_no_suicide, avg. reward: -8.804, 2.001 sec/game, 7.0 min. total, 485.3 MB
slashed_kooky v5 247 games, 186358 moves, e=0.816, loss: 5.2, -, 11.4% elo% vs. random_no_suicide, avg. reward: -8.796, 2.016 sec/game, 7.1 min. total, 485.4 MB
slashed_kooky v5 248 games, 187246 moves, e=0.815, loss: 5.2, -, 11.2% elo% vs. random_no_suicide, avg. reward: -8.785, 2.013 sec/game, 7.1 min. total, 485.2 MB
slashed_kooky v5 249 games, 188060 moves, e=0.814, loss: 4.9, -, 11.0% elo% vs. random_no_suicide, avg. reward: -8.783, 2.008 sec/game, 7.2 min. total, 485.2 MB
slashed_kooky v5 250 games, 188943 moves, e=0.813, loss: 4.9, -, 10.8% elo% vs. random_no_suicide, avg. reward: -8.779, 2.021 sec/game, 7.2 min. total, 485.5 MB
slashed_kooky v5 251 games, 189755 moves, e=0.812, loss: 5.0, -, 10.6% elo% vs. random_no_suicide, avg. reward: -8.775, 2.017 sec/game, 7.2 min. total, 485.8 MB
slashed_kooky v5 252 games, 190496 moves, e=0.811, loss: 4.7, -, 10.4% elo% vs. random_no_suicide, avg. reward: -8.772, 2.018 sec/game, 7.3 min. total, 485.3 MB
slashed_kooky v5 253 games, 191293 moves, e=0.811, loss: 4.8, -, 10.3% elo% vs. random_no_suicide, avg. reward: -8.762, 2.014 sec/game, 7.3 min. total, 486.3 MB
slashed_kooky v5 254 games, 192037 moves, e=0.810, loss: 4.9, -, 10.1% elo% vs. random_no_suicide, avg. reward: -8.780, 2.020 sec/game, 7.3 min. total, 487.2 MB
slashed_kooky v5 255 games, 193000 moves, e=0.809, loss: 5.0, -, 9.9% elo% vs. random_no_suicide, avg. reward: -8.773, 2.022 sec/game, 7.4 min. total, 488.1 MB
slashed_kooky v5 256 games, 193966 moves, e=0.808, loss: 5.0, -, 9.8% elo% vs. random_no_suicide, avg. reward: -8.759, 2.051 sec/game, 7.4 min. total, 486.5 MB
slashed_kooky v5 257 games, 194814 moves, e=0.807, loss: 4.9, -, 9.6% elo% vs. random_no_suicide, avg. reward: -8.741, 2.049 sec/game, 7.4 min. total, 488.7 MB
slashed_kooky v5 258 games, 195537 moves, e=0.806, loss: 5.3, -, 9.5% elo% vs. random_no_suicide, avg. reward: -8.765, 2.034 sec/game, 7.5 min. total, 488.7 MB
slashed_kooky v5 259 games, 196388 moves, e=0.806, loss: 5.7, -, 9.3% elo% vs. random_no_suicide, avg. reward: -8.761, 2.049 sec/game, 7.5 min. total, 488.8 MB
slashed_kooky v5 260 games, 197308 moves, e=0.805, loss: 6.2, -, 9.2% elo% vs. random_no_suicide, avg. reward: -8.752, 2.066 sec/game, 7.5 min. total, 487.9 MB
slashed_kooky v5 261 games, 198161 moves, e=0.804, loss: 6.4, -, 9.0% elo% vs. random_no_suicide, avg. reward: -8.737, 2.061 sec/game, 7.6 min. total, 489.9 MB
slashed_kooky v5 262 games, 198911 moves, e=0.803, loss: 6.2, -, 8.9% elo% vs. random_no_suicide, avg. reward: -8.746, 2.061 sec/game, 7.6 min. total, 488.8 MB
slashed_kooky v5 263 games, 199787 moves, e=0.802, loss: 6.0, -, 8.8% elo% vs. random_no_suicide, avg. reward: -8.727, 2.063 sec/game, 7.6 min. total, 489.0 MB
slashed_kooky v5 264 games, 200744 moves, e=0.801, loss: 5.9, -, 8.6% elo% vs. random_no_suicide, avg. reward: -8.713, 2.095 sec/game, 7.7 min. total, 489.3 MB
slashed_kooky v5 265 games, 201673 moves, e=0.800, loss: 5.4, -, 8.5% elo% vs. random_no_suicide, avg. reward: -8.697, 2.099 sec/game, 7.7 min. total, 490.4 MB
slashed_kooky v5 266 games, 202614 moves, e=0.799, loss: 5.6, -, 8.4% elo% vs. random_no_suicide, avg. reward: -8.672, 2.115 sec/game, 7.7 min. total, 491.8 MB
slashed_kooky v5 267 games, 203513 moves, e=0.799, loss: 5.6, -, 8.3% elo% vs. random_no_suicide, avg. reward: -8.659, 2.113 sec/game, 7.8 min. total, 490.8 MB
slashed_kooky v5 268 games, 204274 moves, e=0.798, loss: 5.4, -, 8.1% elo% vs. random_no_suicide, avg. reward: -8.635, 2.096 sec/game, 7.8 min. total, 491.9 MB
slashed_kooky v5 269 games, 205083 moves, e=0.797, loss: 5.3, -, 8.0% elo% vs. random_no_suicide, avg. reward: -8.640, 2.094 sec/game, 7.9 min. total, 490.9 MB
slashed_kooky v5 270 games, 205891 moves, e=0.796, loss: 5.3, -, 7.9% elo% vs. random_no_suicide, avg. reward: -8.641, 2.084 sec/game, 7.9 min. total, 490.8 MB
slashed_kooky v5 271 games, 206612 moves, e=0.795, loss: 5.3, -, 7.8% elo% vs. random_no_suicide, avg. reward: -8.662, 2.084 sec/game, 7.9 min. total, 491.0 MB
slashed_kooky v5 272 games, 207331 moves, e=0.795, loss: 5.1, -, 7.7% elo% vs. random_no_suicide, avg. reward: -8.658, 2.076 sec/game, 7.9 min. total, 491.1 MB
slashed_kooky v5 273 games, 208274 moves, e=0.794, loss: 5.2, -, 7.6% elo% vs. random_no_suicide, avg. reward: -8.646, 2.104 sec/game, 8.0 min. total, 491.0 MB
slashed_kooky v5 274 games, 209141 moves, e=0.793, loss: 5.4, -, 7.5% elo% vs. random_no_suicide, avg. reward: -8.646, 2.103 sec/game, 8.0 min. total, 491.6 MB
slashed_kooky v5 275 games, 210083 moves, e=0.792, loss: 5.4, -, 7.4% elo% vs. random_no_suicide, avg. reward: -8.631, 2.118 sec/game, 8.1 min. total, 493.0 MB
slashed_kooky v5 276 games, 210874 moves, e=0.791, loss: 5.9, -, 7.3% elo% vs. random_no_suicide, avg. reward: -8.623, 2.095 sec/game, 8.1 min. total, 493.0 MB
slashed_kooky v5 277 games, 211735 moves, e=0.790, loss: 6.0, -, 7.2% elo% vs. random_no_suicide, avg. reward: -8.608, 2.111 sec/game, 8.1 min. total, 493.1 MB
slashed_kooky v5 278 games, 212588 moves, e=0.790, loss: 5.8, -, 7.2% elo% vs. random_no_suicide, avg. reward: -8.597, 2.113 sec/game, 8.2 min. total, 494.1 MB
slashed_kooky v5 279 games, 213399 moves, e=0.789, loss: 6.0, -, 7.1% elo% vs. random_no_suicide, avg. reward: -8.585, 2.115 sec/game, 8.2 min. total, 493.2 MB
slashed_kooky v5 280 games, 214145 moves, e=0.788, loss: 6.0, -, 7.0% elo% vs. random_no_suicide, avg. reward: -8.580, 2.100 sec/game, 8.2 min. total, 493.2 MB
slashed_kooky v5 281 games, 214954 moves, e=0.787, loss: 6.1, -, 6.9% elo% vs. random_no_suicide, avg. reward: -8.568, 2.089 sec/game, 8.3 min. total, 493.3 MB
slashed_kooky v5 282 games, 215828 moves, e=0.786, loss: 6.0, -, 6.8% elo% vs. random_no_suicide, avg. reward: -8.546, 2.116 sec/game, 8.3 min. total, 493.6 MB
slashed_kooky v5 283 games, 216650 moves, e=0.786, loss: 6.0, -, 6.7% elo% vs. random_no_suicide, avg. reward: -8.530, 2.110 sec/game, 8.3 min. total, 493.0 MB
slashed_kooky v5 284 games, 217295 moves, e=0.785, loss: 6.3, -, 6.7% elo% vs. random_no_suicide, avg. reward: -8.550, 2.064 sec/game, 8.4 min. total, 493.6 MB
