sinless_impurity v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 310.5 MB
sinless_impurity v15 1284 games, 1699332 moves, e=0.010, loss: 79918.8, -, 60.9% elo% vs. random_no_suicide, avg. reward: 62.760, 6.606 sec/game, 80.4 min. total, 952.9 MB
sinless_impurity v15 1285 games, 1701619 moves, e=0.010, loss: 82981.2, ., 60.4% elo% vs. random_no_suicide, avg. reward: 63.606, 6.602 sec/game, 80.5 min. total, 951.2 MB
sinless_impurity v15 1286 games, 1704003 moves, e=0.010, loss: 68286.9, +, 62.2% elo% vs. random_no_suicide, avg. reward: 63.365, 6.590 sec/game, 80.6 min. total, 956.3 MB
sinless_impurity v15 1287 games, 1706472 moves, e=0.010, loss: 81734.6, +, 63.8% elo% vs. random_no_suicide, avg. reward: 63.309, 6.533 sec/game, 80.7 min. total, 953.4 MB
sinless_impurity v15 1288 games, 1709237 moves, e=0.010, loss: 90504.8, -, 61.0% elo% vs. random_no_suicide, avg. reward: 62.448, 6.568 sec/game, 80.8 min. total, 954.2 MB
sinless_impurity v15 1289 games, 1711597 moves, e=0.010, loss: 72670.3, +, 62.7% elo% vs. random_no_suicide, avg. reward: 62.627, 6.530 sec/game, 80.9 min. total, 954.6 MB
sinless_impurity v15 1290 games, 1713891 moves, e=0.010, loss: 75079.3, +, 64.3% elo% vs. random_no_suicide, avg. reward: 62.546, 6.505 sec/game, 81.0 min. total, 954.1 MB
sinless_impurity v15 1291 games, 1716338 moves, e=0.010, loss: 74565.3, -, 61.6% elo% vs. random_no_suicide, avg. reward: 62.344, 6.466 sec/game, 81.1 min. total, 954.9 MB
sinless_impurity v15 1292 games, 1718759 moves, e=0.010, loss: 74798.5, +, 63.2% elo% vs. random_no_suicide, avg. reward: 62.090, 6.457 sec/game, 81.2 min. total, 954.9 MB
sinless_impurity v15 1293 games, 1721175 moves, e=0.010, loss: 84211.4, +, 64.8% elo% vs. random_no_suicide, avg. reward: 61.895, 6.423 sec/game, 81.4 min. total, 958.3 MB
sinless_impurity v15 1294 games, 1723593 moves, e=0.010, loss: 80059.8, +, 66.2% elo% vs. random_no_suicide, avg. reward: 62.050, 6.437 sec/game, 81.5 min. total, 956.1 MB
sinless_impurity v15 1295 games, 1725949 moves, e=0.010, loss: 80999.9, +, 67.6% elo% vs. random_no_suicide, avg. reward: 62.606, 6.373 sec/game, 81.6 min. total, 954.5 MB
sinless_impurity v15 1296 games, 1728855 moves, e=0.010, loss: 79418.1, +, 68.9% elo% vs. random_no_suicide, avg. reward: 62.978, 6.350 sec/game, 81.7 min. total, 955.4 MB
sinless_impurity v15 1297 games, 1731298 moves, e=0.010, loss: 100745.2, +, 70.1% elo% vs. random_no_suicide, avg. reward: 62.974, 6.309 sec/game, 81.8 min. total, 955.3 MB
sinless_impurity v16 1298 games, 1733531 moves, e=0.010, loss: 91985.6, -, 49.9% elo% vs. simple_bot, avg. reward: 62.955, 6.300 sec/game, 81.9 min. total, 955.7 MB
sinless_impurity v16 1299 games, 1736199 moves, e=0.010, loss: 98611.3, -, 47.6% elo% vs. simple_bot, avg. reward: 62.880, 6.314 sec/game, 82.0 min. total, 957.4 MB
sinless_impurity v16 1300 games, 1738754 moves, e=0.010, loss: 107321.4, -, 45.4% elo% vs. simple_bot, avg. reward: 62.863, 6.326 sec/game, 82.1 min. total, 960.1 MB
sinless_impurity v16 1301 games, 1741240 moves, e=0.010, loss: 94864.8, -, 43.4% elo% vs. simple_bot, avg. reward: 62.651, 6.286 sec/game, 82.2 min. total, 964.2 MB
sinless_impurity v16 1302 games, 1743535 moves, e=0.010, loss: 81578.7, -, 41.4% elo% vs. simple_bot, avg. reward: 62.430, 6.253 sec/game, 82.3 min. total, 965.3 MB
sinless_impurity v16 1303 games, 1745894 moves, e=0.010, loss: 90794.8, -, 39.6% elo% vs. simple_bot, avg. reward: 62.467, 6.200 sec/game, 82.4 min. total, 964.2 MB
sinless_impurity v16 1304 games, 1748097 moves, e=0.010, loss: 88490.7, -, 37.8% elo% vs. simple_bot, avg. reward: 62.341, 6.122 sec/game, 82.5 min. total, 963.4 MB
sinless_impurity v16 1305 games, 1750325 moves, e=0.010, loss: 87359.9, -, 36.2% elo% vs. simple_bot, avg. reward: 61.709, 6.101 sec/game, 82.6 min. total, 960.7 MB
sinless_impurity v16 1306 games, 1752876 moves, e=0.010, loss: 68510.4, -, 34.7% elo% vs. simple_bot, avg. reward: 61.647, 6.115 sec/game, 82.7 min. total, 961.9 MB
sinless_impurity v16 1307 games, 1755478 moves, e=0.010, loss: 65014.9, -, 33.3% elo% vs. simple_bot, avg. reward: 61.710, 6.117 sec/game, 82.8 min. total, 965.6 MB
sinless_impurity v16 1308 games, 1757977 moves, e=0.010, loss: 63303.3, -, 31.9% elo% vs. simple_bot, avg. reward: 61.859, 6.071 sec/game, 82.9 min. total, 965.3 MB
sinless_impurity v16 1309 games, 1760258 moves, e=0.010, loss: 73420.7, -, 30.6% elo% vs. simple_bot, avg. reward: 61.744, 6.063 sec/game, 83.0 min. total, 967.1 MB
sinless_impurity v16 1310 games, 1762875 moves, e=0.010, loss: 98945.5, -, 29.5% elo% vs. simple_bot, avg. reward: 62.001, 6.081 sec/game, 83.1 min. total, 968.5 MB
sinless_impurity v16 1311 games, 1765700 moves, e=0.010, loss: 104382.5, -, 28.3% elo% vs. simple_bot, avg. reward: 62.051, 6.113 sec/game, 83.2 min. total, 968.7 MB
sinless_impurity v16 1312 games, 1768113 moves, e=0.010, loss: 115599.4, -, 27.3% elo% vs. simple_bot, avg. reward: 62.016, 6.103 sec/game, 83.3 min. total, 968.9 MB
sinless_impurity v16 1313 games, 1770356 moves, e=0.010, loss: 101188.8, -, 26.3% elo% vs. simple_bot, avg. reward: 61.990, 6.065 sec/game, 83.4 min. total, 969.9 MB
sinless_impurity v16 1314 games, 1773194 moves, e=0.010, loss: 97682.3, -, 25.4% elo% vs. simple_bot, avg. reward: 61.860, 6.116 sec/game, 83.5 min. total, 972.7 MB
sinless_impurity v16 1315 games, 1775979 moves, e=0.010, loss: 104527.0, -, 24.5% elo% vs. simple_bot, avg. reward: 62.040, 6.156 sec/game, 83.6 min. total, 971.9 MB
sinless_impurity v16 1316 games, 1778159 moves, e=0.010, loss: 102391.3, -, 23.7% elo% vs. simple_bot, avg. reward: 62.057, 6.072 sec/game, 83.7 min. total, 971.1 MB
sinless_impurity v16 1317 games, 1780513 moves, e=0.010, loss: 100408.4, -, 22.9% elo% vs. simple_bot, avg. reward: 62.010, 6.067 sec/game, 83.8 min. total, 971.3 MB
sinless_impurity v16 1318 games, 1782842 moves, e=0.010, loss: 100998.5, -, 22.2% elo% vs. simple_bot, avg. reward: 61.960, 6.068 sec/game, 83.9 min. total, 970.5 MB
sinless_impurity v16 1319 games, 1785806 moves, e=0.010, loss: 101795.9, -, 21.5% elo% vs. simple_bot, avg. reward: 61.400, 6.100 sec/game, 84.0 min. total, 971.1 MB
sinless_impurity v16 1320 games, 1788386 moves, e=0.010, loss: 68363.6, -, 20.8% elo% vs. simple_bot, avg. reward: 61.449, 6.097 sec/game, 84.1 min. total, 973.7 MB
sinless_impurity v16 1321 games, 1790947 moves, e=0.010, loss: 63864.4, -, 20.2% elo% vs. simple_bot, avg. reward: 60.507, 6.115 sec/game, 84.2 min. total, 976.1 MB
sinless_impurity v16 1322 games, 1793373 moves, e=0.010, loss: 51756.7, -, 19.6% elo% vs. simple_bot, avg. reward: 60.372, 6.134 sec/game, 84.3 min. total, 976.8 MB
sinless_impurity v16 1323 games, 1795942 moves, e=0.010, loss: 61437.0, -, 19.0% elo% vs. simple_bot, avg. reward: 60.381, 6.170 sec/game, 84.4 min. total, 975.3 MB
sinless_impurity v16 1324 games, 1798320 moves, e=0.010, loss: 80844.6, -, 18.5% elo% vs. simple_bot, avg. reward: 60.359, 6.188 sec/game, 84.5 min. total, 973.8 MB
sinless_impurity v16 1325 games, 1800656 moves, e=0.010, loss: 64601.4, -, 18.0% elo% vs. simple_bot, avg. reward: 60.395, 6.200 sec/game, 84.6 min. total, 972.2 MB
sinless_impurity v16 1326 games, 1803140 moves, e=0.010, loss: 79537.1, -, 17.5% elo% vs. simple_bot, avg. reward: 59.732, 6.197 sec/game, 84.7 min. total, 973.9 MB
sinless_impurity v16 1327 games, 1805789 moves, e=0.010, loss: 69228.2, -, 17.0% elo% vs. simple_bot, avg. reward: 60.463, 6.201 sec/game, 84.8 min. total, 975.0 MB
sinless_impurity v16 1328 games, 1808375 moves, e=0.010, loss: 64738.4, -, 16.6% elo% vs. simple_bot, avg. reward: 60.553, 6.204 sec/game, 84.9 min. total, 975.4 MB
sinless_impurity v16 1329 games, 1810816 moves, e=0.010, loss: 74438.2, -, 16.2% elo% vs. simple_bot, avg. reward: 60.752, 6.233 sec/game, 85.0 min. total, 976.1 MB
sinless_impurity v16 1330 games, 1813131 moves, e=0.010, loss: 82989.9, -, 15.8% elo% vs. simple_bot, avg. reward: 60.778, 6.202 sec/game, 85.1 min. total, 974.8 MB
sinless_impurity v16 1331 games, 1815583 moves, e=0.010, loss: 97556.4, -, 15.4% elo% vs. simple_bot, avg. reward: 60.812, 6.168 sec/game, 85.2 min. total, 975.7 MB
sinless_impurity v16 1332 games, 1818050 moves, e=0.010, loss: 88896.3, -, 15.0% elo% vs. simple_bot, avg. reward: 60.793, 6.170 sec/game, 85.3 min. total, 977.3 MB
sinless_impurity v16 1333 games, 1820864 moves, e=0.010, loss: 92059.2, -, 14.7% elo% vs. simple_bot, avg. reward: 60.922, 6.242 sec/game, 85.5 min. total, 978.9 MB
sinless_impurity v16 1334 games, 1823642 moves, e=0.010, loss: 88256.7, -, 14.3% elo% vs. simple_bot, avg. reward: 61.107, 6.229 sec/game, 85.6 min. total, 981.8 MB
sinless_impurity v16 1335 games, 1826092 moves, e=0.010, loss: 90199.7, -, 14.0% elo% vs. simple_bot, avg. reward: 61.149, 6.200 sec/game, 85.7 min. total, 985.5 MB
sinless_impurity v16 1336 games, 1828783 moves, e=0.010, loss: 92037.9, -, 13.7% elo% vs. simple_bot, avg. reward: 61.339, 6.256 sec/game, 85.8 min. total, 985.6 MB
sinless_impurity v16 1337 games, 1831438 moves, e=0.010, loss: 91133.5, -, 13.4% elo% vs. simple_bot, avg. reward: 61.298, 6.287 sec/game, 85.9 min. total, 984.5 MB
sinless_impurity v16 1338 games, 1834063 moves, e=0.010, loss: 95973.9, -, 13.1% elo% vs. simple_bot, avg. reward: 61.452, 6.313 sec/game, 86.0 min. total, 984.0 MB
sinless_impurity v16 1339 games, 1836583 moves, e=0.010, loss: 101954.7, -, 12.9% elo% vs. simple_bot, avg. reward: 61.431, 6.263 sec/game, 86.1 min. total, 985.3 MB
sinless_impurity v16 1340 games, 1839253 moves, e=0.010, loss: 89286.4, -, 12.6% elo% vs. simple_bot, avg. reward: 62.184, 6.289 sec/game, 86.2 min. total, 985.8 MB
sinless_impurity v16 1341 games, 1841848 moves, e=0.010, loss: 93920.1, -, 12.3% elo% vs. simple_bot, avg. reward: 62.325, 6.292 sec/game, 86.3 min. total, 986.6 MB
sinless_impurity v16 1342 games, 1844664 moves, e=0.010, loss: 87998.2, -, 12.1% elo% vs. simple_bot, avg. reward: 62.639, 6.336 sec/game, 86.4 min. total, 986.6 MB
sinless_impurity v16 1343 games, 1847018 moves, e=0.010, loss: 95505.9, -, 11.9% elo% vs. simple_bot, avg. reward: 62.649, 6.301 sec/game, 86.5 min. total, 986.5 MB
sinless_impurity v16 1344 games, 1849474 moves, e=0.010, loss: 112787.7, -, 11.6% elo% vs. simple_bot, avg. reward: 63.434, 6.315 sec/game, 86.6 min. total, 986.9 MB
sinless_impurity v16 1345 games, 1851868 moves, e=0.010, loss: 103898.1, -, 11.4% elo% vs. simple_bot, avg. reward: 63.140, 6.324 sec/game, 86.7 min. total, 985.0 MB
sinless_impurity v16 1346 games, 1854375 moves, e=0.010, loss: 107391.5, -, 11.2% elo% vs. simple_bot, avg. reward: 63.201, 6.323 sec/game, 86.8 min. total, 984.1 MB
sinless_impurity v16 1347 games, 1856762 moves, e=0.010, loss: 103520.0, -, 11.0% elo% vs. simple_bot, avg. reward: 63.313, 6.295 sec/game, 86.9 min. total, 985.1 MB
sinless_impurity v16 1348 games, 1859449 moves, e=0.010, loss: 109202.9, -, 10.8% elo% vs. simple_bot, avg. reward: 63.578, 6.313 sec/game, 87.0 min. total, 986.5 MB
sinless_impurity v16 1349 games, 1861885 moves, e=0.010, loss: 105822.0, -, 10.6% elo% vs. simple_bot, avg. reward: 63.616, 6.308 sec/game, 87.1 min. total, 985.8 MB
sinless_impurity v16 1350 games, 1864177 moves, e=0.010, loss: 110935.1, -, 10.4% elo% vs. simple_bot, avg. reward: 64.449, 6.320 sec/game, 87.2 min. total, 985.1 MB
sinless_impurity v16 1351 games, 1867032 moves, e=0.010, loss: 114873.6, -, 10.3% elo% vs. simple_bot, avg. reward: 64.687, 6.369 sec/game, 87.4 min. total, 985.8 MB
sinless_impurity v16 1352 games, 1869446 moves, e=0.010, loss: 112060.9, -, 10.1% elo% vs. simple_bot, avg. reward: 65.478, 6.366 sec/game, 87.5 min. total, 984.9 MB
sinless_impurity v16 1353 games, 1872209 moves, e=0.010, loss: 104591.4, -, 9.9% elo% vs. simple_bot, avg. reward: 65.704, 6.353 sec/game, 87.6 min. total, 989.1 MB
sinless_impurity v16 1354 games, 1875165 moves, e=0.010, loss: 120304.1, -, 9.8% elo% vs. simple_bot, avg. reward: 66.072, 6.370 sec/game, 87.7 min. total, 992.7 MB
sinless_impurity v16 1355 games, 1877391 moves, e=0.010, loss: 133376.6, -, 9.6% elo% vs. simple_bot, avg. reward: 65.983, 6.353 sec/game, 87.8 min. total, 990.5 MB
sinless_impurity v16 1356 games, 1879864 moves, e=0.010, loss: 134524.1, -, 9.4% elo% vs. simple_bot, avg. reward: 66.063, 6.318 sec/game, 87.9 min. total, 991.4 MB
sinless_impurity v16 1357 games, 1882345 moves, e=0.010, loss: 134836.5, -, 9.3% elo% vs. simple_bot, avg. reward: 65.963, 6.293 sec/game, 88.0 min. total, 990.9 MB
sinless_impurity v16 1358 games, 1884746 moves, e=0.010, loss: 108291.6, -, 9.2% elo% vs. simple_bot, avg. reward: 65.891, 6.276 sec/game, 88.1 min. total, 988.6 MB
sinless_impurity v16 1359 games, 1887212 moves, e=0.010, loss: 101398.7, -, 9.0% elo% vs. simple_bot, avg. reward: 65.885, 6.261 sec/game, 88.2 min. total, 989.5 MB
sinless_impurity v16 1360 games, 1889888 moves, e=0.010, loss: 114104.5, -, 8.9% elo% vs. simple_bot, avg. reward: 65.900, 6.251 sec/game, 88.3 min. total, 989.7 MB
sinless_impurity v16 1361 games, 1892308 moves, e=0.010, loss: 106142.4, -, 8.7% elo% vs. simple_bot, avg. reward: 66.089, 6.233 sec/game, 88.4 min. total, 991.3 MB
sinless_impurity v16 1362 games, 1895271 moves, e=0.010, loss: 87398.7, -, 8.6% elo% vs. simple_bot, avg. reward: 66.312, 6.246 sec/game, 88.5 min. total, 997.0 MB
sinless_impurity v16 1363 games, 1898350 moves, e=0.010, loss: 101774.7, -, 8.5% elo% vs. simple_bot, avg. reward: 66.429, 6.333 sec/game, 88.6 min. total, 999.2 MB
sinless_impurity v16 1364 games, 1901314 moves, e=0.010, loss: 116300.2, -, 8.4% elo% vs. simple_bot, avg. reward: 66.558, 6.398 sec/game, 88.8 min. total, 1001.3 MB
sinless_impurity v16 1365 games, 1904020 moves, e=0.010, loss: 118471.2, -, 8.3% elo% vs. simple_bot, avg. reward: 66.596, 6.435 sec/game, 88.9 min. total, 1001.5 MB
sinless_impurity v16 1366 games, 1907161 moves, e=0.010, loss: 107566.7, -, 8.1% elo% vs. simple_bot, avg. reward: 66.705, 6.500 sec/game, 89.0 min. total, 1000.8 MB
sinless_impurity v16 1367 games, 1910113 moves, e=0.010, loss: 103820.4, -, 8.0% elo% vs. simple_bot, avg. reward: 66.718, 6.570 sec/game, 89.1 min. total, 1000.1 MB
sinless_impurity v16 1368 games, 1912740 moves, e=0.010, loss: 99069.8, -, 7.9% elo% vs. simple_bot, avg. reward: 66.707, 6.569 sec/game, 89.2 min. total, 999.8 MB
sinless_impurity v16 1369 games, 1915514 moves, e=0.010, loss: 91094.0, -, 7.8% elo% vs. simple_bot, avg. reward: 66.878, 6.596 sec/game, 89.3 min. total, 1001.2 MB
sinless_impurity v16 1370 games, 1918251 moves, e=0.010, loss: 92456.0, -, 7.7% elo% vs. simple_bot, avg. reward: 66.914, 6.644 sec/game, 89.5 min. total, 1003.6 MB
sinless_impurity v16 1371 games, 1920867 moves, e=0.010, loss: 107233.9, -, 7.6% elo% vs. simple_bot, avg. reward: 66.963, 6.604 sec/game, 89.6 min. total, 1004.0 MB
sinless_impurity v16 1372 games, 1923578 moves, e=0.010, loss: 109763.7, -, 7.5% elo% vs. simple_bot, avg. reward: 67.742, 6.635 sec/game, 89.7 min. total, 1004.4 MB
sinless_impurity v16 1373 games, 1926339 moves, e=0.010, loss: 112637.2, -, 7.4% elo% vs. simple_bot, avg. reward: 67.658, 6.646 sec/game, 89.8 min. total, 1004.7 MB
sinless_impurity v16 1374 games, 1929046 moves, e=0.010, loss: 112154.4, -, 7.3% elo% vs. simple_bot, avg. reward: 67.036, 6.616 sec/game, 89.9 min. total, 1006.0 MB
sinless_impurity v16 1375 games, 1931623 moves, e=0.010, loss: 92551.1, -, 7.2% elo% vs. simple_bot, avg. reward: 67.220, 6.655 sec/game, 90.0 min. total, 1005.1 MB
sinless_impurity v16 1376 games, 1934114 moves, e=0.010, loss: 89929.9, -, 7.1% elo% vs. simple_bot, avg. reward: 67.521, 6.669 sec/game, 90.1 min. total, 1004.4 MB
sinless_impurity v16 1377 games, 1936924 moves, e=0.010, loss: 91433.7, -, 7.1% elo% vs. simple_bot, avg. reward: 67.579, 6.710 sec/game, 90.2 min. total, 1005.7 MB
sinless_impurity v16 1378 games, 1939459 moves, e=0.010, loss: 76995.5, -, 7.0% elo% vs. simple_bot, avg. reward: 67.620, 6.725 sec/game, 90.3 min. total, 1005.3 MB
sinless_impurity v16 1379 games, 1942173 moves, e=0.010, loss: 91872.6, -, 6.9% elo% vs. simple_bot, avg. reward: 67.789, 6.763 sec/game, 90.4 min. total, 1005.4 MB
sinless_impurity v16 1380 games, 1945460 moves, e=0.010, loss: 92272.4, -, 6.8% elo% vs. simple_bot, avg. reward: 67.151, 6.822 sec/game, 90.6 min. total, 1006.9 MB
sinless_impurity v16 1381 games, 1948480 moves, e=0.010, loss: 70656.1, -, 6.7% elo% vs. simple_bot, avg. reward: 67.137, 6.894 sec/game, 90.7 min. total, 1008.0 MB
sinless_impurity v16 1382 games, 1951028 moves, e=0.010, loss: 71960.4, -, 6.7% elo% vs. simple_bot, avg. reward: 67.843, 6.856 sec/game, 90.8 min. total, 1010.5 MB
sinless_impurity v16 1383 games, 1953531 moves, e=0.010, loss: 70129.8, -, 6.6% elo% vs. simple_bot, avg. reward: 67.933, 6.799 sec/game, 90.9 min. total, 1008.8 MB
sinless_impurity v16 1384 games, 1956623 moves, e=0.010, loss: 73881.1, -, 6.5% elo% vs. simple_bot, avg. reward: 68.147, 6.827 sec/game, 91.0 min. total, 1008.4 MB
sinless_impurity v16 1385 games, 1959227 moves, e=0.010, loss: 96820.5, -, 6.4% elo% vs. simple_bot, avg. reward: 68.162, 6.834 sec/game, 91.2 min. total, 1007.7 MB
sinless_impurity v16 1386 games, 1962347 moves, e=0.010, loss: 103484.4, -, 6.4% elo% vs. simple_bot, avg. reward: 68.349, 6.850 sec/game, 91.3 min. total, 1010.2 MB
sinless_impurity v16 1387 games, 1965422 moves, e=0.010, loss: 103048.3, -, 6.3% elo% vs. simple_bot, avg. reward: 68.485, 6.877 sec/game, 91.4 min. total, 1011.1 MB
sinless_impurity v16 1388 games, 1967906 moves, e=0.010, loss: 104540.5, -, 6.2% elo% vs. simple_bot, avg. reward: 69.332, 6.862 sec/game, 91.5 min. total, 1009.5 MB
sinless_impurity v16 1389 games, 1970587 moves, e=0.010, loss: 117029.7, -, 6.2% elo% vs. simple_bot, avg. reward: 69.353, 6.861 sec/game, 91.6 min. total, 1009.7 MB
sinless_impurity v16 1390 games, 1973559 moves, e=0.010, loss: 112956.1, -, 6.1% elo% vs. simple_bot, avg. reward: 69.547, 6.877 sec/game, 91.8 min. total, 1010.9 MB
sinless_impurity v16 1391 games, 1976194 moves, e=0.010, loss: 114738.7, -, 6.0% elo% vs. simple_bot, avg. reward: 69.809, 6.896 sec/game, 91.9 min. total, 1010.1 MB
sinless_impurity v16 1392 games, 1979089 moves, e=0.010, loss: 113782.4, -, 6.0% elo% vs. simple_bot, avg. reward: 69.985, 6.915 sec/game, 92.0 min. total, 1012.9 MB
sinless_impurity v16 1393 games, 1981999 moves, e=0.010, loss: 118959.1, -, 5.9% elo% vs. simple_bot, avg. reward: 70.237, 6.935 sec/game, 92.1 min. total, 1013.8 MB
sinless_impurity v16 1394 games, 1985020 moves, e=0.010, loss: 105817.8, -, 5.8% elo% vs. simple_bot, avg. reward: 70.324, 6.965 sec/game, 92.2 min. total, 1015.2 MB
sinless_impurity v16 1395 games, 1987723 moves, e=0.010, loss: 112336.1, -, 5.8% elo% vs. simple_bot, avg. reward: 70.476, 6.984 sec/game, 92.3 min. total, 1017.9 MB
sinless_impurity v16 1396 games, 1990696 moves, e=0.010, loss: 104855.0, -, 5.7% elo% vs. simple_bot, avg. reward: 70.200, 7.029 sec/game, 92.5 min. total, 1017.3 MB
sinless_impurity v16 1397 games, 1993608 moves, e=0.010, loss: 107116.6, -, 5.7% elo% vs. simple_bot, avg. reward: 70.360, 7.044 sec/game, 92.6 min. total, 1017.2 MB
sinless_impurity v16 1398 games, 1996813 moves, e=0.010, loss: 112834.5, -, 5.6% elo% vs. simple_bot, avg. reward: 70.352, 7.122 sec/game, 92.7 min. total, 1018.5 MB
sinless_impurity v16 1399 games, 1999676 moves, e=0.010, loss: 117498.6, -, 5.6% elo% vs. simple_bot, avg. reward: 70.585, 7.136 sec/game, 92.8 min. total, 1017.5 MB
sinless_impurity v16 1400 games, 2002432 moves, e=0.010, loss: 129768.3, -, 5.5% elo% vs. simple_bot, avg. reward: 70.745, 7.096 sec/game, 92.9 min. total, 1016.8 MB
sinless_impurity v17 1401 games, 2004908 moves, e=0.010, loss: 119903.6, -, 47.7% elo% vs. simple_bot, avg. reward: 70.989, 7.028 sec/game, 93.0 min. total, 1016.2 MB
sinless_impurity v17 1402 games, 2008063 moves, e=0.010, loss: 107707.7, -, 45.5% elo% vs. simple_bot, avg. reward: 71.284, 7.083 sec/game, 93.2 min. total, 1018.0 MB
sinless_impurity v17 1403 games, 2010994 moves, e=0.010, loss: 113037.7, -, 43.4% elo% vs. simple_bot, avg. reward: 71.357, 7.133 sec/game, 93.3 min. total, 1019.7 MB
sinless_impurity v17 1404 games, 2014106 moves, e=0.010, loss: 115383.4, -, 41.5% elo% vs. simple_bot, avg. reward: 71.544, 7.114 sec/game, 93.4 min. total, 1020.6 MB
sinless_impurity v17 1405 games, 2017072 moves, e=0.010, loss: 109821.0, -, 39.6% elo% vs. simple_bot, avg. reward: 72.396, 7.133 sec/game, 93.5 min. total, 1019.3 MB
sinless_impurity v17 1406 games, 2020410 moves, e=0.010, loss: 117097.8, -, 37.9% elo% vs. simple_bot, avg. reward: 72.411, 7.141 sec/game, 93.7 min. total, 1021.3 MB
sinless_impurity v17 1407 games, 2023269 moves, e=0.010, loss: 103785.0, -, 36.3% elo% vs. simple_bot, avg. reward: 72.595, 7.104 sec/game, 93.8 min. total, 1021.0 MB
sinless_impurity v17 1408 games, 2026452 moves, e=0.010, loss: 108840.8, -, 34.8% elo% vs. simple_bot, avg. reward: 72.592, 7.176 sec/game, 93.9 min. total, 1022.0 MB
sinless_impurity v17 1409 games, 2029714 moves, e=0.010, loss: 117393.4, -, 33.3% elo% vs. simple_bot, avg. reward: 72.790, 7.245 sec/game, 94.0 min. total, 1022.4 MB
sinless_impurity v17 1410 games, 2032708 moves, e=0.010, loss: 128791.2, -, 32.0% elo% vs. simple_bot, avg. reward: 72.712, 7.249 sec/game, 94.2 min. total, 1024.6 MB
sinless_impurity v17 1411 games, 2035602 moves, e=0.010, loss: 138775.3, -, 30.7% elo% vs. simple_bot, avg. reward: 72.904, 7.273 sec/game, 94.3 min. total, 1024.1 MB
sinless_impurity v17 1412 games, 2038491 moves, e=0.010, loss: 118022.9, -, 29.5% elo% vs. simple_bot, avg. reward: 73.033, 7.274 sec/game, 94.4 min. total, 1023.2 MB
sinless_impurity v17 1413 games, 2041494 moves, e=0.010, loss: 115763.9, -, 28.4% elo% vs. simple_bot, avg. reward: 73.175, 7.282 sec/game, 94.5 min. total, 1023.2 MB
sinless_impurity v17 1414 games, 2044098 moves, e=0.010, loss: 115498.0, -, 27.3% elo% vs. simple_bot, avg. reward: 73.273, 7.237 sec/game, 94.6 min. total, 1024.9 MB
sinless_impurity v17 1415 games, 2047132 moves, e=0.010, loss: 119897.9, -, 26.4% elo% vs. simple_bot, avg. reward: 73.305, 7.267 sec/game, 94.8 min. total, 1025.5 MB
sinless_impurity v17 1416 games, 2049798 moves, e=0.010, loss: 132396.8, -, 25.4% elo% vs. simple_bot, avg. reward: 73.228, 7.238 sec/game, 94.9 min. total, 1025.7 MB
sinless_impurity v17 1417 games, 2052635 moves, e=0.010, loss: 128955.6, -, 24.5% elo% vs. simple_bot, avg. reward: 73.287, 7.223 sec/game, 95.0 min. total, 1027.1 MB
sinless_impurity v17 1418 games, 2055525 moves, e=0.010, loss: 123185.4, -, 23.7% elo% vs. simple_bot, avg. reward: 73.429, 7.178 sec/game, 95.1 min. total, 1028.0 MB
sinless_impurity v17 1419 games, 2058581 moves, e=0.010, loss: 125587.8, -, 22.9% elo% vs. simple_bot, avg. reward: 74.280, 7.201 sec/game, 95.2 min. total, 1028.6 MB
sinless_impurity v17 1420 games, 2061213 moves, e=0.010, loss: 115361.3, -, 22.2% elo% vs. simple_bot, avg. reward: 74.380, 7.186 sec/game, 95.3 min. total, 1028.1 MB
sinless_impurity v17 1421 games, 2064200 moves, e=0.010, loss: 134925.8, -, 21.5% elo% vs. simple_bot, avg. reward: 75.185, 7.240 sec/game, 95.5 min. total, 1028.1 MB
sinless_impurity v17 1422 games, 2067074 moves, e=0.010, loss: 129160.9, -, 20.8% elo% vs. simple_bot, avg. reward: 75.317, 7.218 sec/game, 95.6 min. total, 1027.9 MB
sinless_impurity v17 1423 games, 2070232 moves, e=0.010, loss: 135199.4, -, 20.2% elo% vs. simple_bot, avg. reward: 75.468, 7.235 sec/game, 95.7 min. total, 1028.8 MB
sinless_impurity v17 1424 games, 2073216 moves, e=0.010, loss: 136214.7, -, 19.6% elo% vs. simple_bot, avg. reward: 75.773, 7.217 sec/game, 95.8 min. total, 1028.9 MB
sinless_impurity v17 1425 games, 2075893 moves, e=0.010, loss: 135705.8, -, 19.1% elo% vs. simple_bot, avg. reward: 76.028, 7.175 sec/game, 95.9 min. total, 1028.7 MB
sinless_impurity v17 1426 games, 2078923 moves, e=0.010, loss: 133472.7, -, 18.5% elo% vs. simple_bot, avg. reward: 76.857, 7.145 sec/game, 96.0 min. total, 1031.7 MB
sinless_impurity v17 1427 games, 2081730 moves, e=0.010, loss: 128971.7, -, 18.0% elo% vs. simple_bot, avg. reward: 76.959, 7.142 sec/game, 96.2 min. total, 1032.8 MB
sinless_impurity v17 1428 games, 2084818 moves, e=0.010, loss: 130305.1, -, 17.5% elo% vs. simple_bot, avg. reward: 77.209, 7.129 sec/game, 96.3 min. total, 1034.4 MB
