bullfight_antiviral v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.1 MB
bullfight_antiviral v8 430 games, 352081 moves, e=0.651, loss: 6.2, -, 17.9% elo% vs. simple_bot, avg. reward: -4.357, 2.148 sec/game, 11.7 min. total, 540.5 MB
bullfight_antiviral v8 431 games, 352964 moves, e=0.651, loss: 6.1, -, 17.4% elo% vs. simple_bot, avg. reward: -4.353, 2.141 sec/game, 11.8 min. total, 540.5 MB
bullfight_antiviral v8 432 games, 354187 moves, e=0.649, loss: 5.7, +, 19.7% elo% vs. simple_bot, avg. reward: -4.324, 2.174 sec/game, 11.8 min. total, 540.7 MB
bullfight_antiviral v8 433 games, 355178 moves, e=0.648, loss: 5.6, -, 19.1% elo% vs. simple_bot, avg. reward: -4.315, 2.171 sec/game, 11.8 min. total, 541.1 MB
bullfight_antiviral v8 434 games, 356160 moves, e=0.647, loss: 5.5, -, 18.6% elo% vs. simple_bot, avg. reward: -4.298, 2.158 sec/game, 11.9 min. total, 540.6 MB
bullfight_antiviral v8 435 games, 357058 moves, e=0.647, loss: 5.4, -, 18.1% elo% vs. simple_bot, avg. reward: -4.287, 2.141 sec/game, 11.9 min. total, 541.1 MB
bullfight_antiviral v8 436 games, 358052 moves, e=0.646, loss: 5.4, -, 17.6% elo% vs. simple_bot, avg. reward: -4.275, 2.133 sec/game, 11.9 min. total, 541.8 MB
bullfight_antiviral v8 437 games, 359036 moves, e=0.645, loss: 5.6, -, 17.1% elo% vs. simple_bot, avg. reward: -4.272, 2.122 sec/game, 12.0 min. total, 541.5 MB
bullfight_antiviral v8 438 games, 360070 moves, e=0.644, loss: 5.7, -, 16.7% elo% vs. simple_bot, avg. reward: -4.271, 2.132 sec/game, 12.0 min. total, 541.7 MB
bullfight_antiviral v8 439 games, 361050 moves, e=0.643, loss: 6.4, -, 16.3% elo% vs. simple_bot, avg. reward: -4.268, 2.129 sec/game, 12.0 min. total, 541.7 MB
bullfight_antiviral v8 440 games, 362013 moves, e=0.642, loss: 6.4, -, 15.9% elo% vs. simple_bot, avg. reward: -4.264, 2.132 sec/game, 12.1 min. total, 542.3 MB
bullfight_antiviral v8 441 games, 362912 moves, e=0.641, loss: 6.8, -, 15.5% elo% vs. simple_bot, avg. reward: -4.256, 2.119 sec/game, 12.1 min. total, 541.9 MB
bullfight_antiviral v8 442 games, 364045 moves, e=0.640, loss: 6.5, -, 15.1% elo% vs. simple_bot, avg. reward: -4.239, 2.118 sec/game, 12.2 min. total, 542.0 MB
bullfight_antiviral v8 443 games, 365001 moves, e=0.639, loss: 6.9, -, 14.8% elo% vs. simple_bot, avg. reward: -4.228, 2.074 sec/game, 12.2 min. total, 544.5 MB
bullfight_antiviral v8 444 games, 366228 moves, e=0.637, loss: 6.8, -, 14.4% elo% vs. simple_bot, avg. reward: -4.204, 2.083 sec/game, 12.2 min. total, 544.4 MB
bullfight_antiviral v8 445 games, 367216 moves, e=0.636, loss: 7.0, -, 14.1% elo% vs. simple_bot, avg. reward: -4.194, 2.113 sec/game, 12.3 min. total, 544.6 MB
bullfight_antiviral v8 446 games, 368074 moves, e=0.636, loss: 6.6, -, 13.8% elo% vs. simple_bot, avg. reward: -4.177, 2.163 sec/game, 12.3 min. total, 545.2 MB
bullfight_antiviral v8 447 games, 368923 moves, e=0.635, loss: 6.6, -, 13.5% elo% vs. simple_bot, avg. reward: -4.182, 2.192 sec/game, 12.4 min. total, 545.1 MB
bullfight_antiviral v8 448 games, 369989 moves, e=0.634, loss: 7.7, -, 13.2% elo% vs. simple_bot, avg. reward: -4.166, 2.201 sec/game, 12.4 min. total, 545.7 MB
bullfight_antiviral v8 449 games, 371040 moves, e=0.633, loss: 7.0, -, 12.9% elo% vs. simple_bot, avg. reward: -4.158, 2.201 sec/game, 12.4 min. total, 545.9 MB
bullfight_antiviral v8 450 games, 372200 moves, e=0.632, loss: 7.4, -, 12.7% elo% vs. simple_bot, avg. reward: -4.150, 2.234 sec/game, 12.5 min. total, 546.5 MB
bullfight_antiviral v8 451 games, 373148 moves, e=0.631, loss: 7.6, -, 12.4% elo% vs. simple_bot, avg. reward: -4.148, 2.256 sec/game, 12.5 min. total, 548.6 MB
bullfight_antiviral v8 452 games, 374331 moves, e=0.629, loss: 7.3, -, 12.2% elo% vs. simple_bot, avg. reward: -4.142, 2.249 sec/game, 12.6 min. total, 548.9 MB
bullfight_antiviral v8 453 games, 375331 moves, e=0.628, loss: 7.2, -, 11.9% elo% vs. simple_bot, avg. reward: -4.132, 2.257 sec/game, 12.6 min. total, 548.3 MB
bullfight_antiviral v8 454 games, 376376 moves, e=0.627, loss: 7.1, -, 11.7% elo% vs. simple_bot, avg. reward: -4.122, 2.257 sec/game, 12.6 min. total, 548.3 MB
bullfight_antiviral v8 455 games, 377458 moves, e=0.626, loss: 7.7, -, 11.5% elo% vs. simple_bot, avg. reward: -4.115, 2.266 sec/game, 12.7 min. total, 548.4 MB
bullfight_antiviral v8 456 games, 378455 moves, e=0.625, loss: 7.6, +, 13.2% elo% vs. simple_bot, avg. reward: -4.107, 2.257 sec/game, 12.7 min. total, 548.3 MB
bullfight_antiviral v8 457 games, 379511 moves, e=0.624, loss: 7.2, -, 13.0% elo% vs. simple_bot, avg. reward: -4.082, 2.253 sec/game, 12.7 min. total, 548.4 MB
bullfight_antiviral v8 458 games, 380550 moves, e=0.623, loss: 6.8, -, 12.7% elo% vs. simple_bot, avg. reward: -4.076, 2.250 sec/game, 12.8 min. total, 548.7 MB
bullfight_antiviral v8 459 games, 381537 moves, e=0.622, loss: 7.1, -, 12.4% elo% vs. simple_bot, avg. reward: -4.064, 2.248 sec/game, 12.8 min. total, 549.8 MB
bullfight_antiviral v8 460 games, 382767 moves, e=0.621, loss: 6.7, -, 12.2% elo% vs. simple_bot, avg. reward: -4.035, 2.285 sec/game, 12.8 min. total, 549.7 MB
bullfight_antiviral v8 461 games, 383756 moves, e=0.620, loss: 7.1, -, 11.9% elo% vs. simple_bot, avg. reward: -4.027, 2.303 sec/game, 12.9 min. total, 550.0 MB
bullfight_antiviral v8 462 games, 384754 moves, e=0.619, loss: 7.0, -, 11.7% elo% vs. simple_bot, avg. reward: -4.011, 2.300 sec/game, 12.9 min. total, 550.1 MB
bullfight_antiviral v8 463 games, 385913 moves, e=0.618, loss: 7.4, -, 11.5% elo% vs. simple_bot, avg. reward: -4.005, 2.336 sec/game, 13.0 min. total, 550.3 MB
bullfight_antiviral v8 464 games, 386880 moves, e=0.617, loss: 7.0, -, 11.3% elo% vs. simple_bot, avg. reward: -4.007, 2.325 sec/game, 13.0 min. total, 550.3 MB
bullfight_antiviral v8 465 games, 387892 moves, e=0.616, loss: 7.1, -, 11.1% elo% vs. simple_bot, avg. reward: -4.009, 2.324 sec/game, 13.0 min. total, 552.6 MB
bullfight_antiviral v8 466 games, 388742 moves, e=0.615, loss: 7.5, -, 10.9% elo% vs. simple_bot, avg. reward: -4.018, 2.281 sec/game, 13.1 min. total, 553.5 MB
bullfight_antiviral v8 467 games, 389757 moves, e=0.614, loss: 7.7, -, 10.7% elo% vs. simple_bot, avg. reward: -4.005, 2.270 sec/game, 13.1 min. total, 553.6 MB
bullfight_antiviral v8 468 games, 390866 moves, e=0.613, loss: 7.2, -, 10.5% elo% vs. simple_bot, avg. reward: -4.000, 2.281 sec/game, 13.2 min. total, 553.6 MB
bullfight_antiviral v8 469 games, 391825 moves, e=0.612, loss: 7.2, -, 10.3% elo% vs. simple_bot, avg. reward: -3.993, 2.261 sec/game, 13.2 min. total, 553.7 MB
bullfight_antiviral v8 470 games, 392715 moves, e=0.611, loss: 7.4, -, 10.1% elo% vs. simple_bot, avg. reward: -3.985, 2.235 sec/game, 13.2 min. total, 553.6 MB
bullfight_antiviral v8 471 games, 393946 moves, e=0.610, loss: 7.6, -, 10.0% elo% vs. simple_bot, avg. reward: -3.972, 2.259 sec/game, 13.3 min. total, 553.8 MB
bullfight_antiviral v8 472 games, 394856 moves, e=0.609, loss: 7.4, -, 9.8% elo% vs. simple_bot, avg. reward: -3.978, 2.241 sec/game, 13.3 min. total, 554.4 MB
bullfight_antiviral v8 473 games, 395818 moves, e=0.608, loss: 7.0, -, 9.6% elo% vs. simple_bot, avg. reward: -3.971, 2.251 sec/game, 13.3 min. total, 555.5 MB
bullfight_antiviral v8 474 games, 396976 moves, e=0.607, loss: 7.1, -, 9.5% elo% vs. simple_bot, avg. reward: -3.957, 2.265 sec/game, 13.4 min. total, 555.9 MB
bullfight_antiviral v8 475 games, 397870 moves, e=0.606, loss: 7.2, -, 9.3% elo% vs. simple_bot, avg. reward: -3.965, 2.251 sec/game, 13.4 min. total, 556.2 MB
bullfight_antiviral v8 476 games, 398827 moves, e=0.605, loss: 7.1, -, 9.2% elo% vs. simple_bot, avg. reward: -3.957, 2.241 sec/game, 13.4 min. total, 556.1 MB
bullfight_antiviral v8 477 games, 399770 moves, e=0.604, loss: 7.4, -, 9.1% elo% vs. simple_bot, avg. reward: -3.960, 2.240 sec/game, 13.5 min. total, 556.1 MB
bullfight_antiviral v8 478 games, 400826 moves, e=0.603, loss: 7.6, -, 8.9% elo% vs. simple_bot, avg. reward: -3.944, 2.245 sec/game, 13.5 min. total, 556.5 MB
bullfight_antiviral v8 479 games, 401989 moves, e=0.602, loss: 7.9, -, 8.8% elo% vs. simple_bot, avg. reward: -3.919, 2.286 sec/game, 13.6 min. total, 556.9 MB
bullfight_antiviral v8 480 games, 402997 moves, e=0.601, loss: 7.6, -, 8.7% elo% vs. simple_bot, avg. reward: -3.913, 2.255 sec/game, 13.6 min. total, 556.9 MB
bullfight_antiviral v8 481 games, 404104 moves, e=0.600, loss: 7.4, -, 8.5% elo% vs. simple_bot, avg. reward: -3.904, 2.275 sec/game, 13.6 min. total, 557.1 MB
bullfight_antiviral v8 482 games, 405242 moves, e=0.599, loss: 7.6, -, 8.4% elo% vs. simple_bot, avg. reward: -3.894, 2.294 sec/game, 13.7 min. total, 557.6 MB
bullfight_antiviral v8 483 games, 406322 moves, e=0.598, loss: 7.4, -, 8.3% elo% vs. simple_bot, avg. reward: -3.892, 2.297 sec/game, 13.7 min. total, 557.6 MB
bullfight_antiviral v8 484 games, 407350 moves, e=0.597, loss: 7.6, -, 8.2% elo% vs. simple_bot, avg. reward: -3.880, 2.305 sec/game, 13.8 min. total, 558.1 MB
bullfight_antiviral v8 485 games, 408400 moves, e=0.596, loss: 7.8, -, 8.1% elo% vs. simple_bot, avg. reward: -3.870, 2.306 sec/game, 13.8 min. total, 558.1 MB
bullfight_antiviral v8 486 games, 409649 moves, e=0.594, loss: 7.9, -, 8.0% elo% vs. simple_bot, avg. reward: -3.852, 2.348 sec/game, 13.9 min. total, 558.6 MB
bullfight_antiviral v8 487 games, 410753 moves, e=0.593, loss: 7.8, -, 7.9% elo% vs. simple_bot, avg. reward: -3.824, 2.364 sec/game, 13.9 min. total, 557.9 MB
bullfight_antiviral v8 488 games, 411783 moves, e=0.592, loss: 8.4, -, 7.7% elo% vs. simple_bot, avg. reward: -3.822, 2.346 sec/game, 13.9 min. total, 560.0 MB
bullfight_antiviral v8 489 games, 412962 moves, e=0.591, loss: 7.9, -, 7.6% elo% vs. simple_bot, avg. reward: -3.812, 2.375 sec/game, 14.0 min. total, 559.3 MB
bullfight_antiviral v8 490 games, 414022 moves, e=0.590, loss: 8.0, -, 7.5% elo% vs. simple_bot, avg. reward: -3.804, 2.389 sec/game, 14.0 min. total, 560.4 MB
bullfight_antiviral v8 491 games, 415153 moves, e=0.589, loss: 7.8, -, 7.5% elo% vs. simple_bot, avg. reward: -3.791, 2.374 sec/game, 14.1 min. total, 560.9 MB
bullfight_antiviral v8 492 games, 416166 moves, e=0.588, loss: 7.3, -, 7.4% elo% vs. simple_bot, avg. reward: -3.789, 2.387 sec/game, 14.1 min. total, 560.4 MB
bullfight_antiviral v8 493 games, 417230 moves, e=0.587, loss: 7.1, -, 7.3% elo% vs. simple_bot, avg. reward: -3.782, 2.384 sec/game, 14.1 min. total, 560.5 MB
bullfight_antiviral v8 494 games, 418268 moves, e=0.586, loss: 7.1, +, 8.5% elo% vs. simple_bot, avg. reward: -3.768, 2.371 sec/game, 14.2 min. total, 561.5 MB
bullfight_antiviral v8 495 games, 419368 moves, e=0.585, loss: 7.2, -, 8.4% elo% vs. simple_bot, avg. reward: -3.760, 2.395 sec/game, 14.2 min. total, 561.0 MB
bullfight_antiviral v8 496 games, 420477 moves, e=0.584, loss: 7.8, -, 8.3% elo% vs. simple_bot, avg. reward: -3.758, 2.410 sec/game, 14.2 min. total, 563.0 MB
bullfight_antiviral v8 497 games, 421572 moves, e=0.583, loss: 7.0, -, 8.2% elo% vs. simple_bot, avg. reward: -3.739, 2.422 sec/game, 14.3 min. total, 563.5 MB
bullfight_antiviral v8 498 games, 422656 moves, e=0.582, loss: 7.6, -, 8.0% elo% vs. simple_bot, avg. reward: -3.726, 2.420 sec/game, 14.3 min. total, 564.1 MB
bullfight_antiviral v8 499 games, 423813 moves, e=0.580, loss: 7.3, -, 7.9% elo% vs. simple_bot, avg. reward: -3.715, 2.398 sec/game, 14.4 min. total, 564.0 MB
bullfight_antiviral v8 500 games, 425017 moves, e=0.579, loss: 7.6, -, 7.8% elo% vs. simple_bot, avg. reward: -3.697, 2.400 sec/game, 14.4 min. total, 564.0 MB
bullfight_antiviral v9 501 games, 426196 moves, e=0.578, loss: 8.1, -, 47.7% elo% vs. simple_bot, avg. reward: -3.679, 2.385 sec/game, 14.4 min. total, 564.3 MB
bullfight_antiviral v9 502 games, 427178 moves, e=0.577, loss: 8.1, -, 45.5% elo% vs. simple_bot, avg. reward: -3.658, 2.354 sec/game, 14.5 min. total, 564.6 MB
bullfight_antiviral v9 503 games, 428255 moves, e=0.576, loss: 7.8, -, 43.4% elo% vs. simple_bot, avg. reward: -3.640, 2.326 sec/game, 14.5 min. total, 565.2 MB
bullfight_antiviral v9 504 games, 429485 moves, e=0.575, loss: 7.9, -, 41.5% elo% vs. simple_bot, avg. reward: -3.634, 2.328 sec/game, 14.6 min. total, 565.1 MB
bullfight_antiviral v9 505 games, 430564 moves, e=0.574, loss: 8.4, -, 39.6% elo% vs. simple_bot, avg. reward: -3.623, 2.318 sec/game, 14.6 min. total, 566.3 MB
bullfight_antiviral v9 506 games, 431673 moves, e=0.573, loss: 8.2, -, 37.9% elo% vs. simple_bot, avg. reward: -3.614, 2.306 sec/game, 14.6 min. total, 566.0 MB
bullfight_antiviral v9 507 games, 432776 moves, e=0.572, loss: 7.7, -, 36.3% elo% vs. simple_bot, avg. reward: -3.620, 2.325 sec/game, 14.7 min. total, 566.1 MB
bullfight_antiviral v9 508 games, 433809 moves, e=0.571, loss: 7.9, -, 34.8% elo% vs. simple_bot, avg. reward: -3.616, 2.336 sec/game, 14.7 min. total, 566.0 MB
bullfight_antiviral v9 509 games, 434813 moves, e=0.570, loss: 7.9, -, 33.3% elo% vs. simple_bot, avg. reward: -3.611, 2.317 sec/game, 14.8 min. total, 566.0 MB
bullfight_antiviral v9 510 games, 435851 moves, e=0.569, loss: 8.1, -, 32.0% elo% vs. simple_bot, avg. reward: -3.606, 2.332 sec/game, 14.8 min. total, 567.1 MB
bullfight_antiviral v9 511 games, 436887 moves, e=0.567, loss: 7.9, -, 30.7% elo% vs. simple_bot, avg. reward: -3.596, 2.325 sec/game, 14.8 min. total, 569.6 MB
bullfight_antiviral v9 512 games, 437927 moves, e=0.566, loss: 7.9, -, 29.5% elo% vs. simple_bot, avg. reward: -3.578, 2.334 sec/game, 14.9 min. total, 569.1 MB
bullfight_antiviral v9 513 games, 439073 moves, e=0.565, loss: 8.3, -, 28.4% elo% vs. simple_bot, avg. reward: -3.566, 2.354 sec/game, 14.9 min. total, 569.7 MB
bullfight_antiviral v9 514 games, 440080 moves, e=0.564, loss: 7.7, -, 27.3% elo% vs. simple_bot, avg. reward: -3.566, 2.365 sec/game, 15.0 min. total, 569.9 MB
bullfight_antiviral v9 515 games, 441096 moves, e=0.563, loss: 7.5, -, 26.4% elo% vs. simple_bot, avg. reward: -3.566, 2.368 sec/game, 15.0 min. total, 569.4 MB
bullfight_antiviral v9 516 games, 442238 moves, e=0.562, loss: 8.0, -, 25.4% elo% vs. simple_bot, avg. reward: -3.558, 2.383 sec/game, 15.0 min. total, 569.6 MB
bullfight_antiviral v9 517 games, 443285 moves, e=0.561, loss: 7.7, -, 24.5% elo% vs. simple_bot, avg. reward: -3.555, 2.404 sec/game, 15.1 min. total, 569.8 MB
bullfight_antiviral v9 518 games, 444344 moves, e=0.560, loss: 7.8, +, 27.2% elo% vs. simple_bot, avg. reward: -3.538, 2.409 sec/game, 15.1 min. total, 570.2 MB
bullfight_antiviral v9 519 games, 445249 moves, e=0.559, loss: 7.8, -, 26.2% elo% vs. simple_bot, avg. reward: -3.533, 2.401 sec/game, 15.2 min. total, 571.1 MB
bullfight_antiviral v9 520 games, 446241 moves, e=0.558, loss: 8.0, -, 25.3% elo% vs. simple_bot, avg. reward: -3.525, 2.401 sec/game, 15.2 min. total, 571.6 MB
bullfight_antiviral v9 521 games, 447352 moves, e=0.557, loss: 8.0, -, 24.4% elo% vs. simple_bot, avg. reward: -3.513, 2.406 sec/game, 15.2 min. total, 572.4 MB
bullfight_antiviral v9 522 games, 448499 moves, e=0.556, loss: 8.1, -, 23.6% elo% vs. simple_bot, avg. reward: -3.497, 2.439 sec/game, 15.3 min. total, 571.8 MB
bullfight_antiviral v9 523 games, 449750 moves, e=0.555, loss: 8.4, -, 22.8% elo% vs. simple_bot, avg. reward: -3.481, 2.469 sec/game, 15.3 min. total, 571.7 MB
bullfight_antiviral v9 524 games, 450796 moves, e=0.554, loss: 8.8, -, 22.1% elo% vs. simple_bot, avg. reward: -3.473, 2.460 sec/game, 15.4 min. total, 572.0 MB
bullfight_antiviral v9 525 games, 451957 moves, e=0.553, loss: 8.4, -, 21.4% elo% vs. simple_bot, avg. reward: -3.460, 2.473 sec/game, 15.4 min. total, 572.3 MB
bullfight_antiviral v9 526 games, 452903 moves, e=0.552, loss: 8.8, -, 20.8% elo% vs. simple_bot, avg. reward: -3.453, 2.455 sec/game, 15.4 min. total, 573.9 MB
bullfight_antiviral v9 527 games, 454034 moves, e=0.551, loss: 8.6, -, 20.1% elo% vs. simple_bot, avg. reward: -3.437, 2.440 sec/game, 15.5 min. total, 574.7 MB
bullfight_antiviral v9 528 games, 455091 moves, e=0.549, loss: 8.3, -, 19.5% elo% vs. simple_bot, avg. reward: -3.432, 2.433 sec/game, 15.5 min. total, 574.8 MB
bullfight_antiviral v9 529 games, 456095 moves, e=0.548, loss: 8.1, -, 19.0% elo% vs. simple_bot, avg. reward: -3.437, 2.438 sec/game, 15.6 min. total, 575.0 MB
bullfight_antiviral v9 530 games, 457319 moves, e=0.547, loss: 7.9, -, 18.4% elo% vs. simple_bot, avg. reward: -3.423, 2.437 sec/game, 15.6 min. total, 575.1 MB
bullfight_antiviral v9 531 games, 458450 moves, e=0.546, loss: 8.2, -, 17.9% elo% vs. simple_bot, avg. reward: -3.407, 2.442 sec/game, 15.7 min. total, 575.3 MB
bullfight_antiviral v9 532 games, 459694 moves, e=0.545, loss: 7.4, -, 17.5% elo% vs. simple_bot, avg. reward: -3.400, 2.455 sec/game, 15.7 min. total, 575.2 MB
bullfight_antiviral v9 533 games, 460782 moves, e=0.544, loss: 7.4, -, 17.0% elo% vs. simple_bot, avg. reward: -3.384, 2.441 sec/game, 15.7 min. total, 575.3 MB
bullfight_antiviral v9 534 games, 461829 moves, e=0.543, loss: 7.9, -, 16.6% elo% vs. simple_bot, avg. reward: -3.383, 2.440 sec/game, 15.8 min. total, 575.9 MB
bullfight_antiviral v9 535 games, 462802 moves, e=0.542, loss: 8.0, -, 16.1% elo% vs. simple_bot, avg. reward: -3.374, 2.418 sec/game, 15.8 min. total, 576.3 MB
bullfight_antiviral v9 536 games, 463862 moves, e=0.541, loss: 7.2, -, 15.7% elo% vs. simple_bot, avg. reward: -3.367, 2.403 sec/game, 15.8 min. total, 576.6 MB
bullfight_antiviral v9 537 games, 464774 moves, e=0.540, loss: 7.3, -, 15.4% elo% vs. simple_bot, avg. reward: -3.373, 2.373 sec/game, 15.9 min. total, 576.6 MB
bullfight_antiviral v9 538 games, 465837 moves, e=0.539, loss: 7.5, -, 15.0% elo% vs. simple_bot, avg. reward: -3.369, 2.365 sec/game, 15.9 min. total, 576.6 MB
bullfight_antiviral v9 539 games, 467072 moves, e=0.538, loss: 7.0, -, 14.7% elo% vs. simple_bot, avg. reward: -3.351, 2.388 sec/game, 16.0 min. total, 576.6 MB
bullfight_antiviral v9 540 games, 468210 moves, e=0.536, loss: 7.3, -, 14.3% elo% vs. simple_bot, avg. reward: -3.344, 2.380 sec/game, 16.0 min. total, 577.3 MB
bullfight_antiviral v9 541 games, 469318 moves, e=0.535, loss: 7.6, -, 14.0% elo% vs. simple_bot, avg. reward: -3.330, 2.371 sec/game, 16.0 min. total, 579.7 MB
bullfight_antiviral v9 542 games, 470547 moves, e=0.534, loss: 7.7, -, 13.7% elo% vs. simple_bot, avg. reward: -3.322, 2.364 sec/game, 16.1 min. total, 580.1 MB
bullfight_antiviral v9 543 games, 471528 moves, e=0.533, loss: 8.1, -, 13.4% elo% vs. simple_bot, avg. reward: -3.317, 2.326 sec/game, 16.1 min. total, 580.5 MB
bullfight_antiviral v9 544 games, 472719 moves, e=0.532, loss: 7.7, +, 15.4% elo% vs. simple_bot, avg. reward: -3.318, 2.337 sec/game, 16.1 min. total, 580.4 MB
bullfight_antiviral v9 545 games, 473901 moves, e=0.531, loss: 7.3, -, 15.0% elo% vs. simple_bot, avg. reward: -3.307, 2.331 sec/game, 16.2 min. total, 580.7 MB
bullfight_antiviral v9 546 games, 475049 moves, e=0.530, loss: 7.6, +, 17.1% elo% vs. simple_bot, avg. reward: -3.282, 2.333 sec/game, 16.2 min. total, 580.8 MB
bullfight_antiviral v9 547 games, 476176 moves, e=0.529, loss: 7.9, -, 16.7% elo% vs. simple_bot, avg. reward: -3.261, 2.321 sec/game, 16.3 min. total, 581.6 MB
bullfight_antiviral v9 548 games, 477285 moves, e=0.527, loss: 8.1, -, 16.2% elo% vs. simple_bot, avg. reward: -3.257, 2.309 sec/game, 16.3 min. total, 581.1 MB
bullfight_antiviral v9 549 games, 478484 moves, e=0.526, loss: 7.7, -, 15.8% elo% vs. simple_bot, avg. reward: -3.246, 2.319 sec/game, 16.3 min. total, 582.2 MB
bullfight_antiviral v9 550 games, 479538 moves, e=0.525, loss: 7.7, -, 15.4% elo% vs. simple_bot, avg. reward: -3.246, 2.297 sec/game, 16.4 min. total, 583.3 MB
bullfight_antiviral v9 551 games, 480657 moves, e=0.524, loss: 7.9, -, 15.1% elo% vs. simple_bot, avg. reward: -3.230, 2.288 sec/game, 16.4 min. total, 583.4 MB
bullfight_antiviral v9 552 games, 481840 moves, e=0.523, loss: 8.7, -, 14.7% elo% vs. simple_bot, avg. reward: -3.223, 2.268 sec/game, 16.5 min. total, 583.7 MB
bullfight_antiviral v9 553 games, 483062 moves, e=0.522, loss: 8.2, -, 14.4% elo% vs. simple_bot, avg. reward: -3.216, 2.272 sec/game, 16.5 min. total, 583.9 MB
bullfight_antiviral v9 554 games, 484085 moves, e=0.521, loss: 8.5, -, 14.1% elo% vs. simple_bot, avg. reward: -3.212, 2.270 sec/game, 16.5 min. total, 585.5 MB
bullfight_antiviral v9 555 games, 485238 moves, e=0.520, loss: 8.8, -, 13.8% elo% vs. simple_bot, avg. reward: -3.209, 2.306 sec/game, 16.6 min. total, 584.4 MB
bullfight_antiviral v9 556 games, 486195 moves, e=0.519, loss: 9.1, -, 13.5% elo% vs. simple_bot, avg. reward: -3.209, 2.306 sec/game, 16.6 min. total, 584.7 MB
bullfight_antiviral v9 557 games, 487232 moves, e=0.518, loss: 8.8, -, 13.2% elo% vs. simple_bot, avg. reward: -3.210, 2.312 sec/game, 16.6 min. total, 586.2 MB
bullfight_antiviral v9 558 games, 488410 moves, e=0.516, loss: 9.1, -, 12.9% elo% vs. simple_bot, avg. reward: -3.195, 2.338 sec/game, 16.7 min. total, 585.9 MB
bullfight_antiviral v9 559 games, 489460 moves, e=0.515, loss: 9.2, -, 12.6% elo% vs. simple_bot, avg. reward: -3.194, 2.319 sec/game, 16.7 min. total, 586.1 MB
bullfight_antiviral v9 560 games, 490720 moves, e=0.514, loss: 8.4, -, 12.4% elo% vs. simple_bot, avg. reward: -3.189, 2.340 sec/game, 16.8 min. total, 586.3 MB
bullfight_antiviral v9 561 games, 491699 moves, e=0.513, loss: 8.4, -, 12.1% elo% vs. simple_bot, avg. reward: -3.188, 2.334 sec/game, 16.8 min. total, 586.3 MB
bullfight_antiviral v9 562 games, 492755 moves, e=0.512, loss: 7.8, -, 11.9% elo% vs. simple_bot, avg. reward: -3.178, 2.316 sec/game, 16.8 min. total, 586.4 MB
bullfight_antiviral v9 563 games, 493844 moves, e=0.511, loss: 8.2, -, 11.7% elo% vs. simple_bot, avg. reward: -3.178, 2.336 sec/game, 16.9 min. total, 586.8 MB
bullfight_antiviral v9 564 games, 494715 moves, e=0.510, loss: 8.4, -, 11.5% elo% vs. simple_bot, avg. reward: -3.175, 2.294 sec/game, 16.9 min. total, 586.6 MB
bullfight_antiviral v9 565 games, 495798 moves, e=0.509, loss: 8.7, -, 11.2% elo% vs. simple_bot, avg. reward: -3.167, 2.297 sec/game, 17.0 min. total, 588.3 MB
bullfight_antiviral v9 566 games, 496895 moves, e=0.508, loss: 8.2, -, 11.0% elo% vs. simple_bot, avg. reward: -3.150, 2.303 sec/game, 17.0 min. total, 589.0 MB
bullfight_antiviral v9 567 games, 498114 moves, e=0.507, loss: 7.7, -, 10.8% elo% vs. simple_bot, avg. reward: -3.143, 2.406 sec/game, 17.1 min. total, 588.8 MB
bullfight_antiviral v9 568 games, 499268 moves, e=0.506, loss: 7.8, +, 12.5% elo% vs. simple_bot, avg. reward: -3.139, 2.446 sec/game, 17.1 min. total, 588.8 MB
bullfight_antiviral v9 569 games, 500542 moves, e=0.504, loss: 8.5, +, 14.4% elo% vs. simple_bot, avg. reward: -3.122, 2.470 sec/game, 17.2 min. total, 588.8 MB
bullfight_antiviral v9 570 games, 501817 moves, e=0.503, loss: 8.6, +, 16.5% elo% vs. simple_bot, avg. reward: -3.105, 2.505 sec/game, 17.2 min. total, 589.0 MB
bullfight_antiviral v9 571 games, 503019 moves, e=0.502, loss: 9.0, -, 16.0% elo% vs. simple_bot, avg. reward: -3.107, 2.519 sec/game, 17.3 min. total, 589.8 MB
bullfight_antiviral v9 572 games, 504012 moves, e=0.501, loss: 9.8, -, 15.7% elo% vs. simple_bot, avg. reward: -3.096, 2.517 sec/game, 17.3 min. total, 591.4 MB
bullfight_antiviral v9 573 games, 505086 moves, e=0.500, loss: 9.3, -, 15.3% elo% vs. simple_bot, avg. reward: -3.083, 2.513 sec/game, 17.3 min. total, 591.2 MB
bullfight_antiviral v9 574 games, 506138 moves, e=0.499, loss: 9.3, -, 14.9% elo% vs. simple_bot, avg. reward: -3.084, 2.515 sec/game, 17.4 min. total, 591.2 MB
bullfight_antiviral v9 575 games, 507315 moves, e=0.498, loss: 8.8, -, 14.6% elo% vs. simple_bot, avg. reward: -3.071, 2.500 sec/game, 17.4 min. total, 591.9 MB
bullfight_antiviral v9 576 games, 508369 moves, e=0.497, loss: 9.1, -, 14.2% elo% vs. simple_bot, avg. reward: -3.063, 2.501 sec/game, 17.4 min. total, 591.4 MB
bullfight_antiviral v9 577 games, 509419 moves, e=0.496, loss: 9.0, -, 13.9% elo% vs. simple_bot, avg. reward: -3.057, 2.498 sec/game, 17.5 min. total, 591.5 MB
