water_affection v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.9 MB
water_affection v29 4127 games, 9669984 moves, e=0.010, loss: 4315727723.6, -, 0.3% elo% vs. v27, avg. reward: -8.210, 2.029 sec/game, 273.4 min. total, 1918.5 MB
water_affection v29 4128 games, 9670914 moves, e=0.010, loss: 4432008573.5, -, 0.3% elo% vs. v27, avg. reward: -8.192, 2.041 sec/game, 273.4 min. total, 1920.9 MB
water_affection v29 4129 games, 9671759 moves, e=0.010, loss: 4339706146.7, -, 0.3% elo% vs. v27, avg. reward: -8.181, 2.042 sec/game, 273.5 min. total, 1920.9 MB
water_affection v29 4130 games, 9672587 moves, e=0.010, loss: 4385120446.9, -, 0.3% elo% vs. v27, avg. reward: -8.177, 2.035 sec/game, 273.5 min. total, 1918.7 MB
water_affection v29 4131 games, 9673263 moves, e=0.010, loss: 4627252318.5, -, 0.3% elo% vs. v27, avg. reward: -8.194, 2.000 sec/game, 273.5 min. total, 1918.7 MB
water_affection v29 4132 games, 9674012 moves, e=0.010, loss: 4532578774.0, -, 0.3% elo% vs. v27, avg. reward: -8.200, 1.984 sec/game, 273.6 min. total, 1919.2 MB
water_affection v29 4133 games, 9674743 moves, e=0.010, loss: 4650672117.2, -, 0.3% elo% vs. v27, avg. reward: -8.209, 1.962 sec/game, 273.6 min. total, 1921.6 MB
water_affection v29 4134 games, 9675621 moves, e=0.010, loss: 4805197676.2, -, 0.3% elo% vs. v27, avg. reward: -8.192, 1.957 sec/game, 273.6 min. total, 1920.6 MB
water_affection v29 4135 games, 9676448 moves, e=0.010, loss: 5254972587.9, -, 0.3% elo% vs. v27, avg. reward: -8.186, 1.968 sec/game, 273.7 min. total, 1922.0 MB
water_affection v29 4136 games, 9677297 moves, e=0.010, loss: 5033747316.9, -, 0.3% elo% vs. v27, avg. reward: -8.184, 1.970 sec/game, 273.7 min. total, 1922.0 MB
water_affection v29 4137 games, 9678099 moves, e=0.010, loss: 4961613608.8, -, 0.3% elo% vs. v27, avg. reward: -8.185, 1.979 sec/game, 273.7 min. total, 1922.1 MB
water_affection v29 4138 games, 9678900 moves, e=0.010, loss: 5041613965.1, -, 0.3% elo% vs. v27, avg. reward: -8.188, 1.968 sec/game, 273.7 min. total, 1922.5 MB
water_affection v29 4139 games, 9679808 moves, e=0.010, loss: 5429972449.8, -, 0.3% elo% vs. v27, avg. reward: -8.168, 1.982 sec/game, 273.8 min. total, 1924.9 MB
water_affection v29 4140 games, 9680661 moves, e=0.010, loss: 5588025841.6, -, 0.3% elo% vs. v27, avg. reward: -8.165, 1.981 sec/game, 273.8 min. total, 1922.6 MB
water_affection v29 4141 games, 9681590 moves, e=0.010, loss: 5451108900.1, -, 0.3% elo% vs. v27, avg. reward: -8.151, 1.992 sec/game, 273.9 min. total, 1925.0 MB
water_affection v29 4142 games, 9682400 moves, e=0.010, loss: 5385827136.3, -, 0.3% elo% vs. v27, avg. reward: -8.159, 1.994 sec/game, 273.9 min. total, 1923.6 MB
water_affection v29 4143 games, 9683152 moves, e=0.010, loss: 5674142855.8, -, 0.3% elo% vs. v27, avg. reward: -8.166, 1.990 sec/game, 273.9 min. total, 1925.7 MB
water_affection v29 4144 games, 9683994 moves, e=0.010, loss: 5853075358.0, -, 0.3% elo% vs. v27, avg. reward: -8.138, 2.009 sec/game, 274.0 min. total, 1925.6 MB
water_affection v29 4145 games, 9684773 moves, e=0.010, loss: 5961183329.7, -, 0.3% elo% vs. v27, avg. reward: -8.136, 2.010 sec/game, 274.0 min. total, 1925.6 MB
water_affection v29 4146 games, 9685520 moves, e=0.010, loss: 6073324853.1, -, 0.3% elo% vs. v27, avg. reward: -8.125, 2.009 sec/game, 274.0 min. total, 1928.0 MB
water_affection v29 4147 games, 9686290 moves, e=0.010, loss: 5930548656.2, -, 0.3% elo% vs. v27, avg. reward: -8.115, 1.992 sec/game, 274.1 min. total, 1925.6 MB
water_affection v29 4148 games, 9687034 moves, e=0.010, loss: 5878263309.5, -, 0.3% elo% vs. v27, avg. reward: -8.122, 1.963 sec/game, 274.1 min. total, 1927.7 MB
water_affection v29 4149 games, 9687758 moves, e=0.010, loss: 5969962474.3, -, 0.3% elo% vs. v27, avg. reward: -8.123, 1.962 sec/game, 274.1 min. total, 1926.0 MB
water_affection v29 4150 games, 9688515 moves, e=0.010, loss: 5795731521.0, -, 0.3% elo% vs. v27, avg. reward: -8.130, 1.953 sec/game, 274.1 min. total, 1925.7 MB
water_affection v29 4151 games, 9689322 moves, e=0.010, loss: 5866969156.9, -, 0.3% elo% vs. v27, avg. reward: -8.140, 1.966 sec/game, 274.2 min. total, 1928.9 MB
water_affection v29 4152 games, 9690153 moves, e=0.010, loss: 5832765565.6, -, 0.3% elo% vs. v27, avg. reward: -8.142, 1.980 sec/game, 274.2 min. total, 1929.1 MB
water_affection v29 4153 games, 9691023 moves, e=0.010, loss: 6498301504.5, -, 0.3% elo% vs. v27, avg. reward: -8.139, 2.000 sec/game, 274.2 min. total, 1926.8 MB
water_affection v29 4154 games, 9691823 moves, e=0.010, loss: 6593381134.7, -, 0.3% elo% vs. v27, avg. reward: -8.144, 1.989 sec/game, 274.3 min. total, 1927.0 MB
water_affection v29 4155 games, 9692830 moves, e=0.010, loss: 6403156582.7, -, 0.3% elo% vs. v27, avg. reward: -8.134, 2.002 sec/game, 274.3 min. total, 1927.1 MB
water_affection v29 4156 games, 9693634 moves, e=0.010, loss: 6278506480.8, -, 0.3% elo% vs. v27, avg. reward: -8.132, 2.000 sec/game, 274.3 min. total, 1929.5 MB
water_affection v29 4157 games, 9694379 moves, e=0.010, loss: 5615333840.4, -, 0.3% elo% vs. v27, avg. reward: -8.147, 1.986 sec/game, 274.4 min. total, 1929.8 MB
water_affection v29 4158 games, 9695203 moves, e=0.010, loss: 5505856546.4, -, 0.3% elo% vs. v27, avg. reward: -8.170, 1.986 sec/game, 274.4 min. total, 1928.0 MB
water_affection v29 4159 games, 9695971 moves, e=0.010, loss: 5403363331.3, -, 0.3% elo% vs. v27, avg. reward: -8.172, 1.970 sec/game, 274.4 min. total, 1928.7 MB
water_affection v29 4160 games, 9696837 moves, e=0.010, loss: 5187239803.3, -, 0.3% elo% vs. v27, avg. reward: -8.179, 1.969 sec/game, 274.5 min. total, 1928.7 MB
water_affection v29 4161 games, 9697652 moves, e=0.010, loss: 5103411220.5, -, 0.3% elo% vs. v27, avg. reward: -8.194, 1.957 sec/game, 274.5 min. total, 1928.9 MB
water_affection v29 4162 games, 9698383 moves, e=0.010, loss: 5005303667.2, -, 0.3% elo% vs. v27, avg. reward: -8.212, 1.956 sec/game, 274.5 min. total, 1929.1 MB
water_affection v29 4163 games, 9699163 moves, e=0.010, loss: 4914260014.3, -, 0.3% elo% vs. v27, avg. reward: -8.219, 1.963 sec/game, 274.6 min. total, 1928.9 MB
water_affection v29 4164 games, 9700069 moves, e=0.010, loss: 4939307144.6, -, 0.3% elo% vs. v27, avg. reward: -8.212, 1.960 sec/game, 274.6 min. total, 1928.8 MB
water_affection v29 4165 games, 9700965 moves, e=0.010, loss: 4981161343.7, -, 0.3% elo% vs. v27, avg. reward: -8.215, 1.975 sec/game, 274.6 min. total, 1929.9 MB
water_affection v29 4166 games, 9701815 moves, e=0.010, loss: 4992267999.8, -, 0.3% elo% vs. v27, avg. reward: -8.223, 1.987 sec/game, 274.7 min. total, 1932.0 MB
water_affection v29 4167 games, 9702620 moves, e=0.010, loss: 5341349966.9, -, 0.3% elo% vs. v27, avg. reward: -8.233, 1.990 sec/game, 274.7 min. total, 1932.5 MB
water_affection v29 4168 games, 9703511 moves, e=0.010, loss: 5875198930.6, -, 0.3% elo% vs. v27, avg. reward: -8.220, 2.008 sec/game, 274.8 min. total, 1932.4 MB
water_affection v29 4169 games, 9704347 moves, e=0.010, loss: 6420542308.3, -, 0.3% elo% vs. v27, avg. reward: -8.232, 2.021 sec/game, 274.8 min. total, 1934.9 MB
water_affection v29 4170 games, 9705156 moves, e=0.010, loss: 6240509193.4, -, 0.3% elo% vs. v27, avg. reward: -8.237, 2.017 sec/game, 274.8 min. total, 1932.7 MB
water_affection v29 4171 games, 9706135 moves, e=0.010, loss: 6653678421.5, -, 0.3% elo% vs. v27, avg. reward: -8.242, 2.041 sec/game, 274.9 min. total, 1932.8 MB
water_affection v29 4172 games, 9706937 moves, e=0.010, loss: 6678657461.3, -, 0.3% elo% vs. v27, avg. reward: -8.252, 2.029 sec/game, 274.9 min. total, 1932.8 MB
water_affection v29 4173 games, 9707779 moves, e=0.010, loss: 6527938714.2, -, 0.3% elo% vs. v27, avg. reward: -8.261, 2.030 sec/game, 274.9 min. total, 1932.7 MB
water_affection v29 4174 games, 9708700 moves, e=0.010, loss: 6219259630.5, -, 0.3% elo% vs. v27, avg. reward: -8.263, 2.041 sec/game, 275.0 min. total, 1934.6 MB
water_affection v29 4175 games, 9709460 moves, e=0.010, loss: 5865908071.4, -, 0.3% elo% vs. v27, avg. reward: -8.285, 2.023 sec/game, 275.0 min. total, 1934.7 MB
water_affection v29 4176 games, 9710231 moves, e=0.010, loss: 6023854302.0, -, 0.3% elo% vs. v27, avg. reward: -8.305, 2.024 sec/game, 275.0 min. total, 1934.7 MB
water_affection v29 4177 games, 9710993 moves, e=0.010, loss: 5994988635.5, -, 0.3% elo% vs. v27, avg. reward: -8.330, 2.025 sec/game, 275.1 min. total, 1934.7 MB
water_affection v29 4178 games, 9711930 moves, e=0.010, loss: 5966008943.1, -, 0.3% elo% vs. v27, avg. reward: -8.349, 2.036 sec/game, 275.1 min. total, 1934.9 MB
water_affection v29 4179 games, 9712674 moves, e=0.010, loss: 5756377253.0, -, 0.3% elo% vs. v27, avg. reward: -8.381, 2.036 sec/game, 275.1 min. total, 1935.0 MB
water_affection v29 4180 games, 9713577 moves, e=0.010, loss: 6243472825.2, -, 0.3% elo% vs. v27, avg. reward: -8.397, 2.036 sec/game, 275.2 min. total, 1937.4 MB
water_affection v29 4181 games, 9714364 moves, e=0.010, loss: 5828912738.9, -, 0.3% elo% vs. v27, avg. reward: -8.418, 2.036 sec/game, 275.2 min. total, 1935.1 MB
water_affection v29 4182 games, 9715133 moves, e=0.010, loss: 5905558017.4, -, 0.3% elo% vs. v27, avg. reward: -8.437, 2.037 sec/game, 275.2 min. total, 1937.1 MB
water_affection v29 4183 games, 9715970 moves, e=0.010, loss: 6202424228.6, -, 0.3% elo% vs. v27, avg. reward: -8.453, 2.043 sec/game, 275.3 min. total, 1937.4 MB
water_affection v29 4184 games, 9716718 moves, e=0.010, loss: 6216989272.5, -, 0.3% elo% vs. v27, avg. reward: -8.478, 2.016 sec/game, 275.3 min. total, 1937.5 MB
water_affection v29 4185 games, 9717485 moves, e=0.010, loss: 6344993640.6, -, 0.3% elo% vs. v27, avg. reward: -8.506, 2.002 sec/game, 275.3 min. total, 1937.6 MB
water_affection v29 4186 games, 9718301 moves, e=0.010, loss: 6004874160.3, -, 0.3% elo% vs. v27, avg. reward: -8.526, 2.005 sec/game, 275.4 min. total, 1937.7 MB
water_affection v29 4187 games, 9719128 moves, e=0.010, loss: 6263132054.1, -, 0.3% elo% vs. v27, avg. reward: -8.539, 2.003 sec/game, 275.4 min. total, 1937.6 MB
water_affection v29 4188 games, 9719959 moves, e=0.010, loss: 6284106450.7, -, 0.3% elo% vs. v27, avg. reward: -8.556, 2.001 sec/game, 275.4 min. total, 1940.0 MB
water_affection v29 4189 games, 9720710 moves, e=0.010, loss: 6476408773.6, -, 0.3% elo% vs. v27, avg. reward: -8.574, 1.987 sec/game, 275.4 min. total, 1940.2 MB
water_affection v29 4190 games, 9721467 moves, e=0.010, loss: 6918050090.0, -, 0.3% elo% vs. v27, avg. reward: -8.607, 1.977 sec/game, 275.5 min. total, 1942.0 MB
water_affection v29 4191 games, 9722282 moves, e=0.010, loss: 6966275393.6, -, 0.3% elo% vs. v27, avg. reward: -8.620, 1.964 sec/game, 275.5 min. total, 1939.8 MB
water_affection v29 4192 games, 9723045 moves, e=0.010, loss: 6829468390.4, -, 0.3% elo% vs. v27, avg. reward: -8.640, 1.966 sec/game, 275.5 min. total, 1939.9 MB
water_affection v29 4193 games, 9723908 moves, e=0.010, loss: 6917174026.1, -, 0.3% elo% vs. v27, avg. reward: -8.643, 1.967 sec/game, 275.6 min. total, 1942.4 MB
water_affection v29 4194 games, 9724620 moves, e=0.010, loss: 6473281279.9, -, 0.3% elo% vs. v27, avg. reward: -8.661, 1.941 sec/game, 275.6 min. total, 1940.2 MB
water_affection v29 4195 games, 9725444 moves, e=0.010, loss: 6732845277.1, -, 0.3% elo% vs. v27, avg. reward: -8.670, 1.947 sec/game, 275.6 min. total, 1940.2 MB
water_affection v29 4196 games, 9726530 moves, e=0.010, loss: 6796715098.0, -, 0.3% elo% vs. v27, avg. reward: -8.668, 1.972 sec/game, 275.7 min. total, 1942.6 MB
water_affection v29 4197 games, 9727260 moves, e=0.010, loss: 7187631027.8, -, 0.3% elo% vs. v27, avg. reward: -8.682, 1.969 sec/game, 275.7 min. total, 1941.3 MB
water_affection v29 4198 games, 9728016 moves, e=0.010, loss: 6987735706.5, -, 0.3% elo% vs. v27, avg. reward: -8.689, 1.958 sec/game, 275.7 min. total, 1942.7 MB
water_affection v29 4199 games, 9728835 moves, e=0.010, loss: 7184807698.1, -, 0.3% elo% vs. v27, avg. reward: -8.694, 1.961 sec/game, 275.8 min. total, 1942.7 MB
water_affection v29 4200 games, 9729705 moves, e=0.010, loss: 7166751360.9, -, 0.3% elo% vs. v27, avg. reward: -8.697, 1.963 sec/game, 275.8 min. total, 1942.8 MB
water_affection v29 4201 games, 9730559 moves, e=0.010, loss: 6912497773.3, -, 0.3% elo% vs. v27, avg. reward: -8.697, 1.967 sec/game, 275.8 min. total, 1942.8 MB
water_affection v29 4202 games, 9731339 moves, e=0.010, loss: 6869249731.0, -, 0.3% elo% vs. v27, avg. reward: -8.715, 1.978 sec/game, 275.9 min. total, 1943.4 MB
water_affection v29 4203 games, 9732114 moves, e=0.010, loss: 7081217400.6, -, 0.3% elo% vs. v27, avg. reward: -8.726, 1.971 sec/game, 275.9 min. total, 1945.4 MB
water_affection v29 4204 games, 9732951 moves, e=0.010, loss: 7201420775.7, -, 0.3% elo% vs. v27, avg. reward: -8.737, 1.985 sec/game, 275.9 min. total, 1943.8 MB
water_affection v29 4205 games, 9733736 moves, e=0.010, loss: 7181107755.5, -, 0.3% elo% vs. v27, avg. reward: -8.748, 1.985 sec/game, 276.0 min. total, 1945.4 MB
water_affection v29 4206 games, 9734565 moves, e=0.010, loss: 7277514258.1, -, 0.3% elo% vs. v27, avg. reward: -8.754, 1.985 sec/game, 276.0 min. total, 1946.6 MB
water_affection v29 4207 games, 9735444 moves, e=0.010, loss: 7885557378.5, -, 0.3% elo% vs. v27, avg. reward: -8.754, 1.997 sec/game, 276.0 min. total, 1946.6 MB
water_affection v29 4208 games, 9736356 moves, e=0.010, loss: 7781569967.4, -, 0.3% elo% vs. v27, avg. reward: -8.747, 1.999 sec/game, 276.1 min. total, 1946.7 MB
water_affection v29 4209 games, 9737175 moves, e=0.010, loss: 7983692008.5, -, 0.3% elo% vs. v27, avg. reward: -8.749, 2.001 sec/game, 276.1 min. total, 1946.8 MB
water_affection v29 4210 games, 9738042 moves, e=0.010, loss: 7831191777.5, -, 0.3% elo% vs. v27, avg. reward: -8.752, 2.023 sec/game, 276.2 min. total, 1949.7 MB
water_affection v29 4211 games, 9739064 moves, e=0.010, loss: 7735040161.4, -, 0.3% elo% vs. v27, avg. reward: -8.738, 2.038 sec/game, 276.2 min. total, 1947.3 MB
water_affection v29 4212 games, 9739940 moves, e=0.010, loss: 8054508563.9, -, 0.3% elo% vs. v27, avg. reward: -8.740, 2.047 sec/game, 276.2 min. total, 1947.5 MB
water_affection v29 4213 games, 9740796 moves, e=0.010, loss: 7666184282.9, -, 0.3% elo% vs. v27, avg. reward: -8.743, 2.038 sec/game, 276.3 min. total, 1950.7 MB
water_affection v29 4214 games, 9741787 moves, e=0.010, loss: 7363823663.8, -, 0.3% elo% vs. v27, avg. reward: -8.737, 2.076 sec/game, 276.3 min. total, 1949.2 MB
water_affection v29 4215 games, 9742629 moves, e=0.010, loss: 7279505127.5, -, 0.3% elo% vs. v27, avg. reward: -8.725, 2.077 sec/game, 276.3 min. total, 1949.2 MB
water_affection v29 4216 games, 9743594 moves, e=0.010, loss: 7538272980.3, -, 0.3% elo% vs. v27, avg. reward: -8.699, 2.065 sec/game, 276.4 min. total, 1949.3 MB
water_affection v29 4217 games, 9744497 moves, e=0.010, loss: 7092160983.4, -, 0.3% elo% vs. v27, avg. reward: -8.683, 2.081 sec/game, 276.4 min. total, 1951.9 MB
water_affection v29 4218 games, 9745542 moves, e=0.010, loss: 7365637395.4, -, 0.3% elo% vs. v27, avg. reward: -8.664, 2.119 sec/game, 276.4 min. total, 1949.6 MB
water_affection v29 4219 games, 9746574 moves, e=0.010, loss: 7806991983.3, -, 0.3% elo% vs. v27, avg. reward: -8.642, 2.142 sec/game, 276.5 min. total, 1952.2 MB
water_affection v29 4220 games, 9747670 moves, e=0.010, loss: 7389745723.9, -, 0.3% elo% vs. v27, avg. reward: -8.624, 2.157 sec/game, 276.5 min. total, 1949.8 MB
water_affection v29 4221 games, 9748726 moves, e=0.010, loss: 7342540806.0, -, 0.3% elo% vs. v27, avg. reward: -8.602, 2.179 sec/game, 276.6 min. total, 1951.9 MB
water_affection v29 4222 games, 9749830 moves, e=0.010, loss: 7432989262.6, -, 0.3% elo% vs. v27, avg. reward: -8.575, 2.215 sec/game, 276.6 min. total, 1954.7 MB
water_affection v29 4223 games, 9750832 moves, e=0.010, loss: 7345139022.5, -, 0.3% elo% vs. v27, avg. reward: -8.553, 2.236 sec/game, 276.7 min. total, 1952.3 MB
water_affection v29 4224 games, 9751918 moves, e=0.010, loss: 7070011456.3, -, 0.3% elo% vs. v27, avg. reward: -8.515, 2.263 sec/game, 276.7 min. total, 1954.9 MB
water_affection v29 4225 games, 9752962 moves, e=0.010, loss: 6132149346.7, -, 0.3% elo% vs. v27, avg. reward: -8.495, 2.297 sec/game, 276.7 min. total, 1952.9 MB
water_affection v29 4226 games, 9754108 moves, e=0.010, loss: 6445401287.9, -, 0.3% elo% vs. v27, avg. reward: -8.464, 2.313 sec/game, 276.8 min. total, 1950.9 MB
water_affection v29 4227 games, 9755300 moves, e=0.010, loss: 5887327548.5, -, 0.3% elo% vs. v27, avg. reward: -8.445, 2.363 sec/game, 276.8 min. total, 1950.6 MB
water_affection v29 4228 games, 9756235 moves, e=0.010, loss: 5578680495.0, -, 0.3% elo% vs. v27, avg. reward: -8.442, 2.364 sec/game, 276.9 min. total, 1951.6 MB
water_affection v29 4229 games, 9757236 moves, e=0.010, loss: 5945962589.1, -, 0.3% elo% vs. v27, avg. reward: -8.427, 2.398 sec/game, 276.9 min. total, 1953.8 MB
water_affection v29 4230 games, 9758302 moves, e=0.010, loss: 5934593968.3, -, 0.3% elo% vs. v27, avg. reward: -8.406, 2.413 sec/game, 277.0 min. total, 1951.4 MB
water_affection v29 4231 games, 9759503 moves, e=0.010, loss: 6021746435.9, -, 0.3% elo% vs. v27, avg. reward: -8.361, 2.443 sec/game, 277.0 min. total, 1951.6 MB
water_affection v29 4232 games, 9760473 moves, e=0.010, loss: 5351889558.4, -, 0.3% elo% vs. v27, avg. reward: -8.335, 2.445 sec/game, 277.0 min. total, 1951.5 MB
water_affection v29 4233 games, 9761601 moves, e=0.010, loss: 5179039717.9, -, 0.3% elo% vs. v27, avg. reward: -8.297, 2.484 sec/game, 277.1 min. total, 1954.1 MB
water_affection v29 4234 games, 9762705 moves, e=0.010, loss: 5011468652.0, -, 0.3% elo% vs. v27, avg. reward: -8.281, 2.497 sec/game, 277.1 min. total, 1952.5 MB
water_affection v29 4235 games, 9763818 moves, e=0.010, loss: 5283396296.3, -, 0.3% elo% vs. v27, avg. reward: -8.253, 2.517 sec/game, 277.2 min. total, 1956.7 MB
water_affection v29 4236 games, 9764988 moves, e=0.010, loss: 5002887571.1, -, 0.3% elo% vs. v27, avg. reward: -8.230, 2.552 sec/game, 277.2 min. total, 1954.4 MB
water_affection v29 4237 games, 9765966 moves, e=0.010, loss: 5186463841.9, -, 0.3% elo% vs. v27, avg. reward: -8.211, 2.566 sec/game, 277.3 min. total, 1954.3 MB
water_affection v29 4238 games, 9767110 moves, e=0.010, loss: 5412240986.8, -, 0.3% elo% vs. v27, avg. reward: -8.184, 2.570 sec/game, 277.3 min. total, 1946.2 MB
water_affection v29 4239 games, 9768027 moves, e=0.010, loss: 5250694184.1, -, 0.3% elo% vs. v27, avg. reward: -8.180, 2.556 sec/game, 277.3 min. total, 1946.5 MB
water_affection v29 4240 games, 9769044 moves, e=0.010, loss: 5398190898.5, -, 0.3% elo% vs. v27, avg. reward: -8.161, 2.558 sec/game, 277.4 min. total, 1946.3 MB
water_affection v29 4241 games, 9770305 moves, e=0.010, loss: 5262195182.1, -, 0.3% elo% vs. v27, avg. reward: -8.141, 2.581 sec/game, 277.4 min. total, 1946.7 MB
water_affection v29 4242 games, 9771286 moves, e=0.010, loss: 5339431198.2, -, 0.3% elo% vs. v27, avg. reward: -8.124, 2.559 sec/game, 277.5 min. total, 1948.7 MB
water_affection v29 4243 games, 9772307 moves, e=0.010, loss: 5303709438.0, -, 0.3% elo% vs. v27, avg. reward: -8.098, 2.559 sec/game, 277.5 min. total, 1950.0 MB
water_affection v29 4244 games, 9773227 moves, e=0.010, loss: 5281024420.2, -, 0.3% elo% vs. v27, avg. reward: -8.088, 2.543 sec/game, 277.5 min. total, 1949.9 MB
water_affection v29 4245 games, 9774329 moves, e=0.010, loss: 5933799879.3, -, 0.3% elo% vs. v27, avg. reward: -8.058, 2.538 sec/game, 277.6 min. total, 1950.1 MB
water_affection v29 4246 games, 9775339 moves, e=0.010, loss: 5610814274.4, -, 0.3% elo% vs. v27, avg. reward: -8.034, 2.538 sec/game, 277.6 min. total, 1950.1 MB
water_affection v29 4247 games, 9776257 moves, e=0.010, loss: 5520877820.7, -, 0.3% elo% vs. v27, avg. reward: -8.020, 2.499 sec/game, 277.7 min. total, 1952.5 MB
water_affection v29 4248 games, 9777128 moves, e=0.010, loss: 5369852711.9, -, 0.3% elo% vs. v27, avg. reward: -8.003, 2.488 sec/game, 277.7 min. total, 1950.6 MB
water_affection v29 4249 games, 9778077 moves, e=0.010, loss: 5854718140.4, -, 0.3% elo% vs. v27, avg. reward: -7.981, 2.477 sec/game, 277.7 min. total, 1950.6 MB
water_affection v29 4250 games, 9778950 moves, e=0.010, loss: 6348180088.9, -, 0.3% elo% vs. v27, avg. reward: -7.972, 2.461 sec/game, 277.8 min. total, 1952.0 MB
water_affection v29 4251 games, 9779884 moves, e=0.010, loss: 6211988873.2, -, 0.3% elo% vs. v27, avg. reward: -7.957, 2.420 sec/game, 277.8 min. total, 1952.9 MB
water_affection v29 4252 games, 9780820 moves, e=0.010, loss: 5975087492.3, -, 0.3% elo% vs. v27, avg. reward: -7.945, 2.420 sec/game, 277.8 min. total, 1952.8 MB
water_affection v29 4253 games, 9781859 moves, e=0.010, loss: 6106635470.7, -, 0.3% elo% vs. v27, avg. reward: -7.931, 2.405 sec/game, 277.9 min. total, 1952.9 MB
water_affection v29 4254 games, 9782816 moves, e=0.010, loss: 6431013649.8, -, 0.3% elo% vs. v27, avg. reward: -7.913, 2.394 sec/game, 277.9 min. total, 1953.2 MB
water_affection v29 4255 games, 9783709 moves, e=0.010, loss: 6454016210.7, -, 0.3% elo% vs. v27, avg. reward: -7.922, 2.376 sec/game, 278.0 min. total, 1953.6 MB
water_affection v29 4256 games, 9784567 moves, e=0.010, loss: 7123436814.7, -, 0.3% elo% vs. v27, avg. reward: -7.917, 2.330 sec/game, 278.0 min. total, 1953.8 MB
water_affection v29 4257 games, 9785491 moves, e=0.010, loss: 7269897103.7, -, 0.3% elo% vs. v27, avg. reward: -7.897, 2.327 sec/game, 278.0 min. total, 1953.6 MB
water_affection v29 4258 games, 9786372 moves, e=0.010, loss: 7170121898.2, -, 0.3% elo% vs. v27, avg. reward: -7.890, 2.298 sec/game, 278.1 min. total, 1955.3 MB
water_affection v29 4259 games, 9787339 moves, e=0.010, loss: 7301734529.1, -, 0.3% elo% vs. v27, avg. reward: -7.868, 2.305 sec/game, 278.1 min. total, 1955.5 MB
water_affection v29 4260 games, 9788394 moves, e=0.010, loss: 7787330892.5, -, 0.3% elo% vs. v27, avg. reward: -7.850, 2.304 sec/game, 278.2 min. total, 1955.6 MB
water_affection v29 4261 games, 9789637 moves, e=0.010, loss: 8354660354.1, -, 0.3% elo% vs. v27, avg. reward: -7.818, 2.303 sec/game, 278.2 min. total, 1955.8 MB
water_affection v29 4262 games, 9790485 moves, e=0.010, loss: 8104886237.4, -, 0.3% elo% vs. v27, avg. reward: -7.798, 2.290 sec/game, 278.2 min. total, 1958.3 MB
water_affection v29 4263 games, 9791420 moves, e=0.010, loss: 8512959267.4, -, 0.3% elo% vs. v27, avg. reward: -7.781, 2.278 sec/game, 278.3 min. total, 1955.9 MB
water_affection v29 4264 games, 9792441 moves, e=0.010, loss: 8661540329.7, -, 0.3% elo% vs. v27, avg. reward: -7.770, 2.290 sec/game, 278.3 min. total, 1956.0 MB
water_affection v29 4265 games, 9793493 moves, e=0.010, loss: 8825175530.7, -, 0.3% elo% vs. v27, avg. reward: -7.757, 2.284 sec/game, 278.3 min. total, 1959.4 MB
water_affection v29 4266 games, 9794527 moves, e=0.010, loss: 9299143237.7, -, 0.3% elo% vs. v27, avg. reward: -7.743, 2.291 sec/game, 278.4 min. total, 1957.3 MB
water_affection v29 4267 games, 9795584 moves, e=0.010, loss: 8917456271.6, -, 0.3% elo% vs. v27, avg. reward: -7.718, 2.306 sec/game, 278.4 min. total, 1957.7 MB
water_affection v29 4268 games, 9796554 moves, e=0.010, loss: 8564332361.8, -, 0.3% elo% vs. v27, avg. reward: -7.708, 2.318 sec/game, 278.5 min. total, 1957.7 MB
water_affection v29 4269 games, 9797602 moves, e=0.010, loss: 8642377762.8, -, 0.3% elo% vs. v27, avg. reward: -7.691, 2.321 sec/game, 278.5 min. total, 1957.9 MB
water_affection v29 4270 games, 9798781 moves, e=0.010, loss: 8579237137.6, -, 0.3% elo% vs. v27, avg. reward: -7.663, 2.353 sec/game, 278.6 min. total, 1958.4 MB
water_affection v29 4271 games, 9799720 moves, e=0.010, loss: 9060139682.6, -, 0.3% elo% vs. v27, avg. reward: -7.663, 2.368 sec/game, 278.6 min. total, 1960.8 MB
water_affection v29 4272 games, 9800728 moves, e=0.010, loss: 9453691911.6, -, 0.3% elo% vs. v27, avg. reward: -7.648, 2.381 sec/game, 278.6 min. total, 1960.9 MB
water_affection v29 4273 games, 9801794 moves, e=0.010, loss: 10143407009.5, -, 0.3% elo% vs. v27, avg. reward: -7.628, 2.387 sec/game, 278.7 min. total, 1960.6 MB
water_affection v29 4274 games, 9802724 moves, e=0.010, loss: 9669102993.3, -, 0.3% elo% vs. v27, avg. reward: -7.626, 2.375 sec/game, 278.7 min. total, 1960.8 MB
water_affection v29 4275 games, 9803746 moves, e=0.010, loss: 9375056120.6, -, 0.2% elo% vs. v27, avg. reward: -7.602, 2.387 sec/game, 278.8 min. total, 1963.2 MB
water_affection v29 4276 games, 9804810 moves, e=0.010, loss: 9559816502.7, -, 0.2% elo% vs. v27, avg. reward: -7.575, 2.424 sec/game, 278.8 min. total, 1960.9 MB
water_affection v29 4277 games, 9806011 moves, e=0.010, loss: 9751972066.5, -, 0.2% elo% vs. v27, avg. reward: -7.538, 2.442 sec/game, 278.9 min. total, 1961.5 MB
