many_mutilated v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.2 MB
many_mutilated v21 1874 games, 4790775 moves, e=0.010, loss: 2.0, +, 36.9% elo% vs. terrible_bot, avg. reward: -0.333, 7.093 sec/game, 70.0 min. total, 842.0 MB
many_mutilated v21 1875 games, 4794305 moves, e=0.010, loss: 2.2, +, 39.6% elo% vs. terrible_bot, avg. reward: -0.331, 7.074 sec/game, 70.1 min. total, 840.0 MB
many_mutilated v21 1876 games, 4797835 moves, e=0.010, loss: 2.0, -, 37.9% elo% vs. terrible_bot, avg. reward: -0.330, 7.040 sec/game, 70.2 min. total, 840.4 MB
many_mutilated v21 1877 games, 4800689 moves, e=0.010, loss: 2.1, -, 36.3% elo% vs. terrible_bot, avg. reward: -0.333, 6.949 sec/game, 70.3 min. total, 841.1 MB
many_mutilated v21 1878 games, 4803842 moves, e=0.010, loss: 2.6, -, 34.7% elo% vs. terrible_bot, avg. reward: -0.336, 6.880 sec/game, 70.4 min. total, 842.5 MB
many_mutilated v21 1879 games, 4807049 moves, e=0.010, loss: 2.5, -, 33.3% elo% vs. terrible_bot, avg. reward: -0.340, 6.825 sec/game, 70.5 min. total, 843.0 MB
many_mutilated v21 1880 games, 4810493 moves, e=0.010, loss: 2.6, -, 32.0% elo% vs. terrible_bot, avg. reward: -0.342, 6.778 sec/game, 70.6 min. total, 844.0 MB
many_mutilated v21 1881 games, 4813589 moves, e=0.010, loss: 1.9, +, 34.7% elo% vs. terrible_bot, avg. reward: -0.343, 6.752 sec/game, 70.7 min. total, 843.8 MB
many_mutilated v21 1882 games, 4817092 moves, e=0.010, loss: 1.7, -, 33.3% elo% vs. terrible_bot, avg. reward: -0.344, 6.743 sec/game, 70.8 min. total, 844.0 MB
many_mutilated v21 1883 games, 4820356 moves, e=0.010, loss: 1.8, ., 34.0% elo% vs. terrible_bot, avg. reward: -0.348, 6.703 sec/game, 70.9 min. total, 844.0 MB
many_mutilated v21 1884 games, 4823785 moves, e=0.010, loss: 2.2, -, 32.6% elo% vs. terrible_bot, avg. reward: -0.351, 6.667 sec/game, 71.0 min. total, 847.0 MB
many_mutilated v21 1885 games, 4827477 moves, e=0.010, loss: 2.5, +, 35.4% elo% vs. terrible_bot, avg. reward: -0.353, 6.683 sec/game, 71.2 min. total, 847.2 MB
many_mutilated v21 1886 games, 4830880 moves, e=0.010, loss: 2.4, +, 38.1% elo% vs. terrible_bot, avg. reward: -0.354, 6.662 sec/game, 71.3 min. total, 847.2 MB
many_mutilated v21 1887 games, 4834797 moves, e=0.010, loss: 2.2, -, 36.5% elo% vs. terrible_bot, avg. reward: -0.354, 6.639 sec/game, 71.4 min. total, 847.8 MB
many_mutilated v21 1888 games, 4838489 moves, e=0.010, loss: 2.1, -, 35.0% elo% vs. terrible_bot, avg. reward: -0.354, 6.655 sec/game, 71.5 min. total, 847.3 MB
many_mutilated v21 1889 games, 4842437 moves, e=0.010, loss: 1.8, -, 33.5% elo% vs. terrible_bot, avg. reward: -0.354, 6.650 sec/game, 71.6 min. total, 847.2 MB
many_mutilated v21 1890 games, 4846295 moves, e=0.010, loss: 2.2, -, 32.1% elo% vs. terrible_bot, avg. reward: -0.356, 6.633 sec/game, 71.8 min. total, 848.4 MB
many_mutilated v21 1891 games, 4850312 moves, e=0.010, loss: 2.0, +, 34.9% elo% vs. terrible_bot, avg. reward: -0.355, 6.658 sec/game, 71.9 min. total, 851.3 MB
many_mutilated v21 1892 games, 4853868 moves, e=0.010, loss: 2.2, +, 37.7% elo% vs. terrible_bot, avg. reward: -0.354, 6.623 sec/game, 72.0 min. total, 851.6 MB
many_mutilated v21 1893 games, 4858021 moves, e=0.010, loss: 2.5, -, 36.1% elo% vs. terrible_bot, avg. reward: -0.352, 6.688 sec/game, 72.1 min. total, 850.0 MB
many_mutilated v21 1894 games, 4862081 moves, e=0.010, loss: 1.8, ., 36.7% elo% vs. terrible_bot, avg. reward: -0.351, 6.781 sec/game, 72.3 min. total, 852.3 MB
many_mutilated v21 1895 games, 4866447 moves, e=0.010, loss: 1.7, -, 35.1% elo% vs. terrible_bot, avg. reward: -0.350, 6.862 sec/game, 72.4 min. total, 840.3 MB
many_mutilated v21 1896 games, 4870380 moves, e=0.010, loss: 1.5, -, 33.7% elo% vs. terrible_bot, avg. reward: -0.350, 6.887 sec/game, 72.5 min. total, 842.8 MB
many_mutilated v21 1897 games, 4874392 moves, e=0.010, loss: 1.4, -, 32.3% elo% vs. terrible_bot, avg. reward: -0.351, 6.998 sec/game, 72.6 min. total, 842.9 MB
many_mutilated v21 1898 games, 4878747 moves, e=0.010, loss: 1.5, -, 31.0% elo% vs. terrible_bot, avg. reward: -0.352, 7.101 sec/game, 72.8 min. total, 845.1 MB
many_mutilated v21 1899 games, 4882789 moves, e=0.010, loss: 1.6, +, 33.8% elo% vs. terrible_bot, avg. reward: -0.352, 7.169 sec/game, 72.9 min. total, 845.4 MB
many_mutilated v21 1900 games, 4887086 moves, e=0.010, loss: 1.7, +, 36.6% elo% vs. terrible_bot, avg. reward: -0.352, 7.255 sec/game, 73.0 min. total, 846.6 MB
many_mutilated v21 1901 games, 4891047 moves, e=0.010, loss: 1.9, -, 35.0% elo% vs. terrible_bot, avg. reward: -0.352, 7.317 sec/game, 73.2 min. total, 846.6 MB
many_mutilated v21 1902 games, 4894698 moves, e=0.010, loss: 2.3, +, 37.8% elo% vs. terrible_bot, avg. reward: -0.355, 7.328 sec/game, 73.3 min. total, 846.7 MB
many_mutilated v21 1903 games, 4898805 moves, e=0.010, loss: 2.1, +, 40.5% elo% vs. terrible_bot, avg. reward: -0.354, 7.396 sec/game, 73.4 min. total, 846.8 MB
many_mutilated v21 1904 games, 4902655 moves, e=0.010, loss: 2.1, +, 43.2% elo% vs. terrible_bot, avg. reward: -0.356, 7.439 sec/game, 73.5 min. total, 848.8 MB
many_mutilated v21 1905 games, 4906481 moves, e=0.010, loss: 1.8, +, 45.8% elo% vs. terrible_bot, avg. reward: -0.357, 7.451 sec/game, 73.6 min. total, 849.0 MB
many_mutilated v21 1906 games, 4910479 moves, e=0.010, loss: 1.6, +, 48.3% elo% vs. terrible_bot, avg. reward: -0.358, 7.507 sec/game, 73.8 min. total, 849.0 MB
many_mutilated v21 1907 games, 4914794 moves, e=0.010, loss: 1.8, -, 46.0% elo% vs. terrible_bot, avg. reward: -0.358, 7.549 sec/game, 73.9 min. total, 848.7 MB
many_mutilated v21 1908 games, 4918891 moves, e=0.010, loss: 1.5, -, 43.9% elo% vs. terrible_bot, avg. reward: -0.359, 7.574 sec/game, 74.0 min. total, 849.4 MB
many_mutilated v21 1909 games, 4922628 moves, e=0.010, loss: 1.6, +, 46.5% elo% vs. terrible_bot, avg. reward: -0.362, 7.565 sec/game, 74.2 min. total, 850.0 MB
many_mutilated v21 1910 games, 4926585 moves, e=0.010, loss: 1.8, +, 49.0% elo% vs. terrible_bot, avg. reward: -0.363, 7.569 sec/game, 74.3 min. total, 851.0 MB
many_mutilated v21 1911 games, 4930398 moves, e=0.010, loss: 2.0, +, 51.3% elo% vs. terrible_bot, avg. reward: -0.365, 7.557 sec/game, 74.4 min. total, 853.7 MB
many_mutilated v21 1912 games, 4934175 moves, e=0.010, loss: 1.8, +, 53.5% elo% vs. terrible_bot, avg. reward: -0.364, 7.591 sec/game, 74.5 min. total, 852.5 MB
many_mutilated v21 1913 games, 4938067 moves, e=0.010, loss: 1.8, +, 55.7% elo% vs. terrible_bot, avg. reward: -0.365, 7.595 sec/game, 74.7 min. total, 853.3 MB
many_mutilated v21 1914 games, 4942546 moves, e=0.010, loss: 1.2, +, 57.7% elo% vs. terrible_bot, avg. reward: -0.364, 7.646 sec/game, 74.8 min. total, 856.3 MB
many_mutilated v21 1915 games, 4946787 moves, e=0.010, loss: 1.3, +, 59.6% elo% vs. terrible_bot, avg. reward: -0.363, 7.628 sec/game, 74.9 min. total, 856.3 MB
many_mutilated v21 1916 games, 4951042 moves, e=0.010, loss: 1.3, +, 61.3% elo% vs. terrible_bot, avg. reward: -0.364, 7.672 sec/game, 75.1 min. total, 856.5 MB
many_mutilated v21 1917 games, 4955146 moves, e=0.010, loss: 1.4, -, 58.6% elo% vs. terrible_bot, avg. reward: -0.364, 7.670 sec/game, 75.2 min. total, 856.1 MB
many_mutilated v21 1918 games, 4958895 moves, e=0.010, loss: 1.5, +, 60.5% elo% vs. terrible_bot, avg. reward: -0.366, 7.620 sec/game, 75.3 min. total, 856.4 MB
many_mutilated v21 1919 games, 4962779 moves, e=0.010, loss: 1.4, +, 62.2% elo% vs. terrible_bot, avg. reward: -0.366, 7.609 sec/game, 75.4 min. total, 856.5 MB
many_mutilated v21 1920 games, 4966798 moves, e=0.010, loss: 1.4, +, 63.8% elo% vs. terrible_bot, avg. reward: -0.367, 7.585 sec/game, 75.6 min. total, 857.4 MB
many_mutilated v21 1921 games, 4970808 moves, e=0.010, loss: 1.5, +, 65.3% elo% vs. terrible_bot, avg. reward: -0.368, 7.592 sec/game, 75.7 min. total, 858.1 MB
many_mutilated v21 1922 games, 4974724 moves, e=0.010, loss: 1.3, +, 66.8% elo% vs. terrible_bot, avg. reward: -0.368, 7.623 sec/game, 75.8 min. total, 857.6 MB
many_mutilated v21 1923 games, 4978759 moves, e=0.010, loss: 1.2, +, 68.1% elo% vs. terrible_bot, avg. reward: -0.367, 7.610 sec/game, 75.9 min. total, 857.5 MB
many_mutilated v21 1924 games, 4982676 moves, e=0.010, loss: 1.2, +, 69.4% elo% vs. terrible_bot, avg. reward: -0.368, 7.620 sec/game, 76.1 min. total, 862.6 MB
many_mutilated v21 1925 games, 4986262 moves, e=0.010, loss: 1.4, +, 70.6% elo% vs. terrible_bot, avg. reward: -0.371, 7.599 sec/game, 76.2 min. total, 863.0 MB
many_mutilated v22 1926 games, 4990019 moves, e=0.010, loss: 1.6, -, 45.5% elo% vs. supershibe, avg. reward: -0.371, 7.561 sec/game, 76.3 min. total, 872.5 MB
many_mutilated v22 1927 games, 4993681 moves, e=0.010, loss: 1.4, +, 48.0% elo% vs. supershibe, avg. reward: -0.373, 7.508 sec/game, 76.4 min. total, 875.8 MB
many_mutilated v22 1928 games, 4997471 moves, e=0.010, loss: 1.5, +, 50.4% elo% vs. supershibe, avg. reward: -0.373, 7.476 sec/game, 76.5 min. total, 874.6 MB
many_mutilated v22 1929 games, 5001035 moves, e=0.010, loss: 1.4, -, 48.1% elo% vs. supershibe, avg. reward: -0.376, 7.455 sec/game, 76.6 min. total, 876.9 MB
many_mutilated v22 1930 games, 5005171 moves, e=0.010, loss: 1.2, -, 45.9% elo% vs. supershibe, avg. reward: -0.376, 7.470 sec/game, 76.8 min. total, 875.9 MB
many_mutilated v22 1931 games, 5009041 moves, e=0.010, loss: 1.3, +, 48.4% elo% vs. supershibe, avg. reward: -0.377, 7.475 sec/game, 76.9 min. total, 873.7 MB
many_mutilated v22 1932 games, 5012861 moves, e=0.010, loss: 1.4, -, 46.1% elo% vs. supershibe, avg. reward: -0.381, 7.463 sec/game, 77.0 min. total, 874.1 MB
many_mutilated v22 1933 games, 5016909 moves, e=0.010, loss: 1.3, -, 44.0% elo% vs. supershibe, avg. reward: -0.382, 7.456 sec/game, 77.1 min. total, 875.0 MB
many_mutilated v22 1934 games, 5020644 moves, e=0.010, loss: 1.6, +, 46.6% elo% vs. supershibe, avg. reward: -0.384, 7.374 sec/game, 77.3 min. total, 876.3 MB
many_mutilated v22 1935 games, 5024911 moves, e=0.010, loss: 1.3, ., 46.7% elo% vs. supershibe, avg. reward: -0.382, 7.399 sec/game, 77.4 min. total, 876.0 MB
many_mutilated v22 1936 games, 5029060 moves, e=0.010, loss: 1.3, +, 49.2% elo% vs. supershibe, avg. reward: -0.381, 7.383 sec/game, 77.5 min. total, 877.5 MB
many_mutilated v22 1937 games, 5033257 moves, e=0.010, loss: 1.1, -, 46.9% elo% vs. supershibe, avg. reward: -0.381, 7.401 sec/game, 77.7 min. total, 878.9 MB
many_mutilated v22 1938 games, 5037406 moves, e=0.010, loss: 1.2, +, 49.4% elo% vs. supershibe, avg. reward: -0.380, 7.431 sec/game, 77.8 min. total, 878.6 MB
many_mutilated v22 1939 games, 5041752 moves, e=0.010, loss: 1.2, +, 51.7% elo% vs. supershibe, avg. reward: -0.380, 7.481 sec/game, 77.9 min. total, 878.5 MB
many_mutilated v22 1940 games, 5045806 moves, e=0.010, loss: 1.2, ., 51.6% elo% vs. supershibe, avg. reward: -0.379, 7.483 sec/game, 78.1 min. total, 881.4 MB
many_mutilated v22 1941 games, 5049693 moves, e=0.010, loss: 1.3, +, 53.8% elo% vs. supershibe, avg. reward: -0.378, 7.465 sec/game, 78.2 min. total, 882.3 MB
many_mutilated v22 1942 games, 5053985 moves, e=0.010, loss: 1.6, +, 56.0% elo% vs. supershibe, avg. reward: -0.379, 7.499 sec/game, 78.3 min. total, 883.2 MB
many_mutilated v22 1943 games, 5058530 moves, e=0.010, loss: 1.3, -, 53.4% elo% vs. supershibe, avg. reward: -0.376, 7.553 sec/game, 78.5 min. total, 882.8 MB
many_mutilated v22 1944 games, 5062438 moves, e=0.010, loss: 1.2, -, 50.9% elo% vs. supershibe, avg. reward: -0.374, 7.552 sec/game, 78.6 min. total, 882.0 MB
many_mutilated v22 1945 games, 5066833 moves, e=0.010, loss: 1.2, +, 53.2% elo% vs. supershibe, avg. reward: -0.372, 7.618 sec/game, 78.7 min. total, 882.3 MB
many_mutilated v22 1946 games, 5070915 moves, e=0.010, loss: 1.4, -, 50.8% elo% vs. supershibe, avg. reward: -0.372, 7.658 sec/game, 78.8 min. total, 884.8 MB
many_mutilated v22 1947 games, 5075306 moves, e=0.010, loss: 1.2, ., 50.7% elo% vs. supershibe, avg. reward: -0.370, 7.718 sec/game, 79.0 min. total, 885.3 MB
many_mutilated v22 1948 games, 5079009 moves, e=0.010, loss: 1.4, +, 53.0% elo% vs. supershibe, avg. reward: -0.369, 7.709 sec/game, 79.1 min. total, 885.6 MB
many_mutilated v22 1949 games, 5083672 moves, e=0.010, loss: 1.0, +, 55.1% elo% vs. supershibe, avg. reward: -0.368, 7.810 sec/game, 79.2 min. total, 885.2 MB
many_mutilated v22 1950 games, 5088091 moves, e=0.010, loss: 1.1, +, 57.2% elo% vs. supershibe, avg. reward: -0.370, 7.835 sec/game, 79.4 min. total, 885.1 MB
many_mutilated v22 1951 games, 5092475 moves, e=0.010, loss: 1.3, -, 54.6% elo% vs. supershibe, avg. reward: -0.368, 7.865 sec/game, 79.5 min. total, 885.7 MB
many_mutilated v22 1952 games, 5097114 moves, e=0.010, loss: 1.4, +, 56.6% elo% vs. supershibe, avg. reward: -0.368, 7.949 sec/game, 79.7 min. total, 888.4 MB
many_mutilated v22 1953 games, 5101505 moves, e=0.010, loss: 1.3, +, 58.6% elo% vs. supershibe, avg. reward: -0.367, 7.966 sec/game, 79.8 min. total, 888.4 MB
many_mutilated v22 1954 games, 5105910 moves, e=0.010, loss: 1.3, +, 60.4% elo% vs. supershibe, avg. reward: -0.365, 8.014 sec/game, 79.9 min. total, 888.5 MB
many_mutilated v22 1955 games, 5110505 moves, e=0.010, loss: 1.2, +, 62.2% elo% vs. supershibe, avg. reward: -0.365, 8.018 sec/game, 80.1 min. total, 891.6 MB
many_mutilated v22 1956 games, 5114848 moves, e=0.010, loss: 1.2, +, 63.8% elo% vs. supershibe, avg. reward: -0.365, 8.035 sec/game, 80.2 min. total, 892.4 MB
many_mutilated v22 1957 games, 5119281 moves, e=0.010, loss: 1.0, +, 65.3% elo% vs. supershibe, avg. reward: -0.363, 8.050 sec/game, 80.3 min. total, 891.5 MB
many_mutilated v22 1958 games, 5123773 moves, e=0.010, loss: 1.0, +, 66.7% elo% vs. supershibe, avg. reward: -0.361, 8.085 sec/game, 80.5 min. total, 891.2 MB
many_mutilated v22 1959 games, 5128607 moves, e=0.010, loss: 0.9, +, 68.1% elo% vs. supershibe, avg. reward: -0.358, 8.125 sec/game, 80.6 min. total, 892.5 MB
many_mutilated v22 1960 games, 5133138 moves, e=0.010, loss: 0.8, +, 69.4% elo% vs. supershibe, avg. reward: -0.355, 8.167 sec/game, 80.8 min. total, 892.3 MB
many_mutilated v22 1961 games, 5137319 moves, e=0.010, loss: 0.9, +, 70.5% elo% vs. supershibe, avg. reward: -0.354, 8.202 sec/game, 80.9 min. total, 893.3 MB
many_mutilated v23 1962 games, 5141643 moves, e=0.010, loss: 1.1, +, 52.3% elo% vs. gir, avg. reward: -0.353, 8.197 sec/game, 81.0 min. total, 894.9 MB
many_mutilated v23 1963 games, 5145752 moves, e=0.010, loss: 1.1, +, 54.5% elo% vs. gir, avg. reward: -0.352, 8.159 sec/game, 81.2 min. total, 896.1 MB
many_mutilated v23 1964 games, 5150306 moves, e=0.010, loss: 1.1, +, 56.6% elo% vs. gir, avg. reward: -0.350, 8.203 sec/game, 81.3 min. total, 899.8 MB
many_mutilated v23 1965 games, 5154757 moves, e=0.010, loss: 1.3, -, 54.0% elo% vs. gir, avg. reward: -0.347, 8.211 sec/game, 81.5 min. total, 900.1 MB
many_mutilated v23 1966 games, 5159076 moves, e=0.010, loss: 1.1, +, 56.1% elo% vs. gir, avg. reward: -0.347, 8.232 sec/game, 81.6 min. total, 900.6 MB
many_mutilated v23 1967 games, 5164084 moves, e=0.010, loss: 0.9, +, 58.1% elo% vs. gir, avg. reward: -0.346, 8.283 sec/game, 81.7 min. total, 900.8 MB
many_mutilated v23 1968 games, 5168616 moves, e=0.010, loss: 0.9, +, 59.9% elo% vs. gir, avg. reward: -0.344, 8.354 sec/game, 81.9 min. total, 900.5 MB
many_mutilated v23 1969 games, 5172933 moves, e=0.010, loss: 1.0, +, 61.7% elo% vs. gir, avg. reward: -0.341, 8.322 sec/game, 82.0 min. total, 901.6 MB
many_mutilated v23 1970 games, 5177430 moves, e=0.010, loss: 0.8, +, 63.3% elo% vs. gir, avg. reward: -0.339, 8.341 sec/game, 82.2 min. total, 900.9 MB
many_mutilated v23 1971 games, 5181772 moves, e=0.010, loss: 0.9, +, 64.9% elo% vs. gir, avg. reward: -0.338, 8.344 sec/game, 82.3 min. total, 901.0 MB
many_mutilated v23 1972 games, 5186205 moves, e=0.010, loss: 0.8, +, 66.4% elo% vs. gir, avg. reward: -0.335, 8.352 sec/game, 82.4 min. total, 902.4 MB
many_mutilated v23 1973 games, 5190924 moves, e=0.010, loss: 0.7, +, 67.7% elo% vs. gir, avg. reward: -0.331, 8.415 sec/game, 82.6 min. total, 902.2 MB
many_mutilated v23 1974 games, 5195553 moves, e=0.010, loss: 0.7, +, 69.0% elo% vs. gir, avg. reward: -0.327, 8.439 sec/game, 82.7 min. total, 902.6 MB
many_mutilated v23 1975 games, 5200196 moves, e=0.010, loss: 0.9, +, 70.2% elo% vs. gir, avg. reward: -0.324, 8.443 sec/game, 82.9 min. total, 903.7 MB
many_mutilated v24 1976 games, 5204504 moves, e=0.010, loss: 0.9, +, 54.5% elo% vs. snoflake, avg. reward: -0.323, 8.438 sec/game, 83.0 min. total, 904.3 MB
many_mutilated v24 1977 games, 5209188 moves, e=0.010, loss: 1.0, -, 52.0% elo% vs. snoflake, avg. reward: -0.317, 8.457 sec/game, 83.2 min. total, 907.8 MB
many_mutilated v24 1978 games, 5213745 moves, e=0.010, loss: 1.0, +, 54.2% elo% vs. snoflake, avg. reward: -0.314, 8.468 sec/game, 83.3 min. total, 909.3 MB
many_mutilated v24 1979 games, 5218569 moves, e=0.010, loss: 0.8, +, 56.3% elo% vs. snoflake, avg. reward: -0.309, 8.469 sec/game, 83.5 min. total, 909.2 MB
many_mutilated v24 1980 games, 5223100 moves, e=0.010, loss: 0.5, ., 56.0% elo% vs. snoflake, avg. reward: -0.306, 8.480 sec/game, 83.6 min. total, 909.9 MB
many_mutilated v24 1981 games, 5227777 moves, e=0.010, loss: 0.5, +, 58.0% elo% vs. snoflake, avg. reward: -0.303, 8.621 sec/game, 83.8 min. total, 909.9 MB
many_mutilated v24 1982 games, 5232445 moves, e=0.010, loss: 0.7, +, 59.9% elo% vs. snoflake, avg. reward: -0.301, 8.739 sec/game, 84.0 min. total, 910.4 MB
many_mutilated v24 1983 games, 5236834 moves, e=0.010, loss: 0.7, -, 57.2% elo% vs. snoflake, avg. reward: -0.297, 8.831 sec/game, 84.1 min. total, 910.8 MB
many_mutilated v24 1984 games, 5241193 moves, e=0.010, loss: 0.9, +, 59.1% elo% vs. snoflake, avg. reward: -0.293, 8.883 sec/game, 84.3 min. total, 909.4 MB
many_mutilated v24 1985 games, 5245564 moves, e=0.010, loss: 0.9, ., 58.7% elo% vs. snoflake, avg. reward: -0.290, 8.935 sec/game, 84.4 min. total, 909.6 MB
many_mutilated v24 1986 games, 5250203 moves, e=0.010, loss: 1.1, -, 56.0% elo% vs. snoflake, avg. reward: -0.286, 9.025 sec/game, 84.6 min. total, 911.6 MB
many_mutilated v24 1987 games, 5254913 moves, e=0.010, loss: 0.8, -, 53.5% elo% vs. snoflake, avg. reward: -0.286, 9.065 sec/game, 84.8 min. total, 911.6 MB
many_mutilated v24 1988 games, 5259728 moves, e=0.010, loss: 0.8, +, 55.6% elo% vs. snoflake, avg. reward: -0.283, 9.137 sec/game, 84.9 min. total, 913.3 MB
many_mutilated v24 1989 games, 5264303 moves, e=0.010, loss: 1.0, +, 57.6% elo% vs. snoflake, avg. reward: -0.281, 9.201 sec/game, 85.1 min. total, 914.0 MB
many_mutilated v24 1990 games, 5268537 moves, e=0.010, loss: 1.0, +, 59.5% elo% vs. snoflake, avg. reward: -0.281, 9.226 sec/game, 85.2 min. total, 913.6 MB
many_mutilated v24 1991 games, 5272666 moves, e=0.010, loss: 1.4, -, 56.8% elo% vs. snoflake, avg. reward: -0.282, 9.240 sec/game, 85.4 min. total, 914.4 MB
many_mutilated v24 1992 games, 5276632 moves, e=0.010, loss: 1.8, +, 58.8% elo% vs. snoflake, avg. reward: -0.281, 9.214 sec/game, 85.5 min. total, 914.4 MB
many_mutilated v24 1993 games, 5280794 moves, e=0.010, loss: 1.3, -, 56.1% elo% vs. snoflake, avg. reward: -0.281, 9.198 sec/game, 85.7 min. total, 913.8 MB
many_mutilated v24 1994 games, 5284820 moves, e=0.010, loss: 1.3, -, 53.6% elo% vs. snoflake, avg. reward: -0.280, 9.201 sec/game, 85.8 min. total, 914.7 MB
many_mutilated v24 1995 games, 5288734 moves, e=0.010, loss: 1.4, ., 53.4% elo% vs. snoflake, avg. reward: -0.280, 9.199 sec/game, 86.0 min. total, 915.8 MB
many_mutilated v24 1996 games, 5293335 moves, e=0.010, loss: 1.2, -, 51.0% elo% vs. snoflake, avg. reward: -0.277, 9.266 sec/game, 86.1 min. total, 916.0 MB
many_mutilated v24 1997 games, 5297950 moves, e=0.010, loss: 1.0, +, 53.2% elo% vs. snoflake, avg. reward: -0.275, 9.323 sec/game, 86.3 min. total, 916.9 MB
many_mutilated v24 1998 games, 5302435 moves, e=0.010, loss: 1.0, +, 55.4% elo% vs. snoflake, avg. reward: -0.275, 9.372 sec/game, 86.4 min. total, 918.2 MB
many_mutilated v24 1999 games, 5306890 moves, e=0.010, loss: 1.2, ., 55.1% elo% vs. snoflake, avg. reward: -0.274, 9.384 sec/game, 86.6 min. total, 919.1 MB
many_mutilated v24 2000 games, 5311306 moves, e=0.010, loss: 1.3, -, 52.6% elo% vs. snoflake, avg. reward: -0.274, 9.388 sec/game, 86.7 min. total, 919.2 MB
many_mutilated v25 2001 games, 5315670 moves, e=0.010, loss: 1.5, +, 52.3% elo% vs. snoflake, avg. reward: -0.273, 9.270 sec/game, 86.9 min. total, 920.2 MB
many_mutilated v25 2002 games, 5319995 moves, e=0.010, loss: 1.3, -, 49.9% elo% vs. snoflake, avg. reward: -0.273, 9.171 sec/game, 87.0 min. total, 922.1 MB
many_mutilated v25 2003 games, 5324237 moves, e=0.010, loss: 1.1, -, 47.6% elo% vs. snoflake, avg. reward: -0.274, 9.099 sec/game, 87.2 min. total, 922.6 MB
many_mutilated v25 2004 games, 5328654 moves, e=0.010, loss: 0.9, +, 50.0% elo% vs. snoflake, avg. reward: -0.273, 9.057 sec/game, 87.3 min. total, 923.4 MB
many_mutilated v25 2005 games, 5333251 moves, e=0.010, loss: 0.9, -, 47.7% elo% vs. snoflake, avg. reward: -0.273, 9.038 sec/game, 87.4 min. total, 922.6 MB
many_mutilated v25 2006 games, 5337685 moves, e=0.010, loss: 0.9, +, 50.1% elo% vs. snoflake, avg. reward: -0.271, 8.957 sec/game, 87.6 min. total, 923.2 MB
many_mutilated v25 2007 games, 5342244 moves, e=0.010, loss: 0.7, ., 50.1% elo% vs. snoflake, avg. reward: -0.271, 8.929 sec/game, 87.7 min. total, 924.7 MB
many_mutilated v25 2008 games, 5346905 moves, e=0.010, loss: 0.7, -, 47.8% elo% vs. snoflake, avg. reward: -0.269, 8.872 sec/game, 87.9 min. total, 925.1 MB
