many_mutilated v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.2 MB
many_mutilated v4 149 games, 110937 moves, e=0.890, loss: 5.3, -, 14.1% elo% vs. random_no_suicide, avg. reward: -9.233, 1.532 sec/game, 3.2 min. total, 496.8 MB
many_mutilated v4 150 games, 111800 moves, e=0.889, loss: 5.3, -, 13.7% elo% vs. random_no_suicide, avg. reward: -9.203, 1.544 sec/game, 3.3 min. total, 496.7 MB
many_mutilated v4 151 games, 112640 moves, e=0.888, loss: 5.0, -, 13.4% elo% vs. random_no_suicide, avg. reward: -9.189, 1.556 sec/game, 3.3 min. total, 497.1 MB
many_mutilated v4 152 games, 113247 moves, e=0.888, loss: 4.9, -, 13.2% elo% vs. random_no_suicide, avg. reward: -9.216, 1.532 sec/game, 3.3 min. total, 497.0 MB
many_mutilated v4 153 games, 113922 moves, e=0.887, loss: 5.0, -, 12.9% elo% vs. random_no_suicide, avg. reward: -9.213, 1.530 sec/game, 3.3 min. total, 497.1 MB
many_mutilated v4 154 games, 114618 moves, e=0.887, loss: 5.1, -, 12.6% elo% vs. random_no_suicide, avg. reward: -9.221, 1.520 sec/game, 3.4 min. total, 498.0 MB
many_mutilated v4 155 games, 115323 moves, e=0.886, loss: 5.3, -, 12.4% elo% vs. random_no_suicide, avg. reward: -9.213, 1.510 sec/game, 3.4 min. total, 497.9 MB
many_mutilated v4 156 games, 116240 moves, e=0.885, loss: 5.3, -, 12.1% elo% vs. random_no_suicide, avg. reward: -9.189, 1.529 sec/game, 3.4 min. total, 493.6 MB
many_mutilated v4 157 games, 117099 moves, e=0.884, loss: 5.4, -, 11.9% elo% vs. random_no_suicide, avg. reward: -9.170, 1.532 sec/game, 3.4 min. total, 498.1 MB
many_mutilated v4 158 games, 117933 moves, e=0.883, loss: 5.6, -, 11.7% elo% vs. random_no_suicide, avg. reward: -9.170, 1.556 sec/game, 3.5 min. total, 497.9 MB
many_mutilated v4 159 games, 118623 moves, e=0.883, loss: 5.4, -, 11.4% elo% vs. random_no_suicide, avg. reward: -9.181, 1.547 sec/game, 3.5 min. total, 497.9 MB
many_mutilated v4 160 games, 119371 moves, e=0.882, loss: 5.5, -, 11.2% elo% vs. random_no_suicide, avg. reward: -9.181, 1.548 sec/game, 3.5 min. total, 497.9 MB
many_mutilated v4 161 games, 120128 moves, e=0.881, loss: 5.4, -, 11.0% elo% vs. random_no_suicide, avg. reward: -9.171, 1.536 sec/game, 3.5 min. total, 498.1 MB
many_mutilated v4 162 games, 120886 moves, e=0.880, loss: 5.3, -, 10.8% elo% vs. random_no_suicide, avg. reward: -9.164, 1.536 sec/game, 3.6 min. total, 498.1 MB
many_mutilated v4 163 games, 121644 moves, e=0.880, loss: 5.5, -, 10.6% elo% vs. random_no_suicide, avg. reward: -9.153, 1.536 sec/game, 3.6 min. total, 494.4 MB
many_mutilated v4 164 games, 122482 moves, e=0.879, loss: 5.5, -, 10.5% elo% vs. random_no_suicide, avg. reward: -9.133, 1.538 sec/game, 3.6 min. total, 499.2 MB
many_mutilated v4 165 games, 123256 moves, e=0.878, loss: 5.7, -, 10.3% elo% vs. random_no_suicide, avg. reward: -9.123, 1.528 sec/game, 3.6 min. total, 500.2 MB
many_mutilated v4 166 games, 123989 moves, e=0.877, loss: 5.3, -, 10.1% elo% vs. random_no_suicide, avg. reward: -9.117, 1.503 sec/game, 3.7 min. total, 501.6 MB
many_mutilated v4 167 games, 124703 moves, e=0.877, loss: 5.5, -, 9.9% elo% vs. random_no_suicide, avg. reward: -9.115, 1.506 sec/game, 3.7 min. total, 501.2 MB
many_mutilated v4 168 games, 125445 moves, e=0.876, loss: 5.4, -, 9.8% elo% vs. random_no_suicide, avg. reward: -9.113, 1.505 sec/game, 3.7 min. total, 496.7 MB
many_mutilated v4 169 games, 126191 moves, e=0.875, loss: 5.1, -, 9.6% elo% vs. random_no_suicide, avg. reward: -9.117, 1.493 sec/game, 3.7 min. total, 501.3 MB
many_mutilated v4 170 games, 127033 moves, e=0.874, loss: 5.1, -, 9.5% elo% vs. random_no_suicide, avg. reward: -9.095, 1.494 sec/game, 3.8 min. total, 501.2 MB
many_mutilated v4 171 games, 127786 moves, e=0.873, loss: 5.1, -, 9.3% elo% vs. random_no_suicide, avg. reward: -9.094, 1.482 sec/game, 3.8 min. total, 501.4 MB
many_mutilated v4 172 games, 128599 moves, e=0.873, loss: 5.5, -, 9.2% elo% vs. random_no_suicide, avg. reward: -9.087, 1.506 sec/game, 3.8 min. total, 501.2 MB
many_mutilated v4 173 games, 129456 moves, e=0.872, loss: 5.2, +, 10.7% elo% vs. random_no_suicide, avg. reward: -9.061, 1.519 sec/game, 3.8 min. total, 497.0 MB
many_mutilated v4 174 games, 130419 moves, e=0.871, loss: 5.1, -, 10.5% elo% vs. random_no_suicide, avg. reward: -9.038, 1.547 sec/game, 3.9 min. total, 501.8 MB
many_mutilated v4 175 games, 131127 moves, e=0.870, loss: 4.8, -, 10.3% elo% vs. random_no_suicide, avg. reward: -9.049, 1.557 sec/game, 3.9 min. total, 501.3 MB
many_mutilated v4 176 games, 131954 moves, e=0.869, loss: 5.1, -, 10.1% elo% vs. random_no_suicide, avg. reward: -9.052, 1.536 sec/game, 3.9 min. total, 502.0 MB
many_mutilated v4 177 games, 132829 moves, e=0.868, loss: 5.0, -, 10.0% elo% vs. random_no_suicide, avg. reward: -9.048, 1.545 sec/game, 4.0 min. total, 502.1 MB
many_mutilated v4 178 games, 133508 moves, e=0.868, loss: 5.1, -, 9.8% elo% vs. random_no_suicide, avg. reward: -9.039, 1.531 sec/game, 4.0 min. total, 502.4 MB
many_mutilated v4 179 games, 134272 moves, e=0.867, loss: 5.2, -, 9.6% elo% vs. random_no_suicide, avg. reward: -9.033, 1.540 sec/game, 4.0 min. total, 502.5 MB
many_mutilated v4 180 games, 135094 moves, e=0.866, loss: 5.4, -, 9.5% elo% vs. random_no_suicide, avg. reward: -9.024, 1.541 sec/game, 4.0 min. total, 502.5 MB
many_mutilated v4 181 games, 135922 moves, e=0.865, loss: 5.3, -, 9.3% elo% vs. random_no_suicide, avg. reward: -9.025, 1.544 sec/game, 4.1 min. total, 497.7 MB
many_mutilated v4 182 games, 136728 moves, e=0.865, loss: 5.3, -, 9.2% elo% vs. random_no_suicide, avg. reward: -9.034, 1.556 sec/game, 4.1 min. total, 502.6 MB
many_mutilated v4 183 games, 137521 moves, e=0.864, loss: 5.5, +, 10.7% elo% vs. random_no_suicide, avg. reward: -9.041, 1.558 sec/game, 4.1 min. total, 499.0 MB
many_mutilated v4 184 games, 138268 moves, e=0.863, loss: 5.3, -, 10.5% elo% vs. random_no_suicide, avg. reward: -9.053, 1.557 sec/game, 4.1 min. total, 504.7 MB
many_mutilated v4 185 games, 139021 moves, e=0.862, loss: 5.4, -, 10.3% elo% vs. random_no_suicide, avg. reward: -9.049, 1.557 sec/game, 4.2 min. total, 501.9 MB
many_mutilated v4 186 games, 139872 moves, e=0.862, loss: 5.5, -, 10.1% elo% vs. random_no_suicide, avg. reward: -9.031, 1.559 sec/game, 4.2 min. total, 501.5 MB
many_mutilated v4 187 games, 140685 moves, e=0.861, loss: 5.3, -, 10.0% elo% vs. random_no_suicide, avg. reward: -9.015, 1.582 sec/game, 4.2 min. total, 506.0 MB
many_mutilated v4 188 games, 141308 moves, e=0.860, loss: 5.3, -, 9.8% elo% vs. random_no_suicide, avg. reward: -9.055, 1.563 sec/game, 4.2 min. total, 505.8 MB
many_mutilated v4 189 games, 142119 moves, e=0.859, loss: 5.3, -, 9.6% elo% vs. random_no_suicide, avg. reward: -9.028, 1.588 sec/game, 4.3 min. total, 505.8 MB
many_mutilated v4 190 games, 142897 moves, e=0.859, loss: 5.1, -, 9.5% elo% vs. random_no_suicide, avg. reward: -9.028, 1.583 sec/game, 4.3 min. total, 506.5 MB
many_mutilated v4 191 games, 143724 moves, e=0.858, loss: 5.1, -, 9.3% elo% vs. random_no_suicide, avg. reward: -9.038, 1.587 sec/game, 4.3 min. total, 506.3 MB
many_mutilated v4 192 games, 144481 moves, e=0.857, loss: 5.2, -, 9.2% elo% vs. random_no_suicide, avg. reward: -9.039, 1.586 sec/game, 4.3 min. total, 506.6 MB
many_mutilated v4 193 games, 145227 moves, e=0.856, loss: 5.3, -, 9.1% elo% vs. random_no_suicide, avg. reward: -9.030, 1.575 sec/game, 4.4 min. total, 506.6 MB
many_mutilated v4 194 games, 145960 moves, e=0.855, loss: 5.2, -, 8.9% elo% vs. random_no_suicide, avg. reward: -9.044, 1.557 sec/game, 4.4 min. total, 506.9 MB
many_mutilated v4 195 games, 146778 moves, e=0.855, loss: 5.1, -, 8.8% elo% vs. random_no_suicide, avg. reward: -9.033, 1.562 sec/game, 4.4 min. total, 508.1 MB
many_mutilated v4 196 games, 147439 moves, e=0.854, loss: 5.3, -, 8.7% elo% vs. random_no_suicide, avg. reward: -9.043, 1.548 sec/game, 4.4 min. total, 508.5 MB
many_mutilated v4 197 games, 148290 moves, e=0.853, loss: 5.4, -, 8.5% elo% vs. random_no_suicide, avg. reward: -9.037, 1.550 sec/game, 4.5 min. total, 508.3 MB
many_mutilated v4 198 games, 149107 moves, e=0.852, loss: 5.2, -, 8.4% elo% vs. random_no_suicide, avg. reward: -9.029, 1.556 sec/game, 4.5 min. total, 503.8 MB
many_mutilated v4 199 games, 149832 moves, e=0.852, loss: 5.0, -, 8.3% elo% vs. random_no_suicide, avg. reward: -9.023, 1.558 sec/game, 4.5 min. total, 504.3 MB
many_mutilated v4 200 games, 150563 moves, e=0.851, loss: 5.3, +, 9.7% elo% vs. random_no_suicide, avg. reward: -9.025, 1.559 sec/game, 4.6 min. total, 504.3 MB
many_mutilated v5 201 games, 151358 moves, e=0.850, loss: 5.5, -, 47.7% elo% vs. random_no_suicide, avg. reward: -9.023, 1.561 sec/game, 4.6 min. total, 508.8 MB
many_mutilated v5 202 games, 152236 moves, e=0.849, loss: 5.7, +, 50.1% elo% vs. random_no_suicide, avg. reward: -8.989, 1.564 sec/game, 4.6 min. total, 504.5 MB
many_mutilated v5 203 games, 153052 moves, e=0.848, loss: 5.8, +, 52.4% elo% vs. random_no_suicide, avg. reward: -8.971, 1.565 sec/game, 4.6 min. total, 510.6 MB
many_mutilated v5 204 games, 153901 moves, e=0.848, loss: 5.5, -, 50.0% elo% vs. random_no_suicide, avg. reward: -8.962, 1.577 sec/game, 4.7 min. total, 506.6 MB
many_mutilated v5 205 games, 154713 moves, e=0.847, loss: 5.4, -, 47.7% elo% vs. random_no_suicide, avg. reward: -8.951, 1.579 sec/game, 4.7 min. total, 510.7 MB
many_mutilated v5 206 games, 155550 moves, e=0.846, loss: 5.6, -, 45.5% elo% vs. random_no_suicide, avg. reward: -8.946, 1.589 sec/game, 4.7 min. total, 505.8 MB
many_mutilated v5 207 games, 156367 moves, e=0.845, loss: 5.7, -, 43.4% elo% vs. random_no_suicide, avg. reward: -8.946, 1.572 sec/game, 4.7 min. total, 510.8 MB
many_mutilated v5 208 games, 157165 moves, e=0.844, loss: 5.8, -, 41.5% elo% vs. random_no_suicide, avg. reward: -8.927, 1.594 sec/game, 4.8 min. total, 511.0 MB
many_mutilated v5 209 games, 157891 moves, e=0.844, loss: 5.8, -, 39.6% elo% vs. random_no_suicide, avg. reward: -8.941, 1.582 sec/game, 4.8 min. total, 511.2 MB
many_mutilated v5 210 games, 158742 moves, e=0.843, loss: 5.5, -, 37.9% elo% vs. random_no_suicide, avg. reward: -8.936, 1.592 sec/game, 4.8 min. total, 506.5 MB
many_mutilated v5 211 games, 159528 moves, e=0.842, loss: 5.4, -, 36.3% elo% vs. random_no_suicide, avg. reward: -8.923, 1.592 sec/game, 4.9 min. total, 511.1 MB
many_mutilated v5 212 games, 160283 moves, e=0.841, loss: 5.2, -, 34.7% elo% vs. random_no_suicide, avg. reward: -8.920, 1.594 sec/game, 4.9 min. total, 511.3 MB
many_mutilated v5 213 games, 161145 moves, e=0.840, loss: 5.3, -, 33.3% elo% vs. random_no_suicide, avg. reward: -8.905, 1.599 sec/game, 4.9 min. total, 512.7 MB
many_mutilated v5 214 games, 161932 moves, e=0.840, loss: 5.5, -, 32.0% elo% vs. random_no_suicide, avg. reward: -8.880, 1.612 sec/game, 4.9 min. total, 509.1 MB
many_mutilated v5 215 games, 162758 moves, e=0.839, loss: 5.6, -, 30.7% elo% vs. random_no_suicide, avg. reward: -8.886, 1.614 sec/game, 5.0 min. total, 513.4 MB
many_mutilated v5 216 games, 163681 moves, e=0.838, loss: 5.6, -, 29.5% elo% vs. random_no_suicide, avg. reward: -8.870, 1.642 sec/game, 5.0 min. total, 513.4 MB
many_mutilated v5 217 games, 164395 moves, e=0.837, loss: 5.2, -, 28.4% elo% vs. random_no_suicide, avg. reward: -8.877, 1.629 sec/game, 5.0 min. total, 513.3 MB
many_mutilated v5 218 games, 165072 moves, e=0.837, loss: 5.2, -, 27.3% elo% vs. random_no_suicide, avg. reward: -8.892, 1.618 sec/game, 5.0 min. total, 513.5 MB
many_mutilated v5 219 games, 165863 moves, e=0.836, loss: 5.1, -, 26.3% elo% vs. random_no_suicide, avg. reward: -8.896, 1.619 sec/game, 5.1 min. total, 513.0 MB
many_mutilated v5 220 games, 166608 moves, e=0.835, loss: 5.2, +, 29.1% elo% vs. random_no_suicide, avg. reward: -8.883, 1.618 sec/game, 5.1 min. total, 509.0 MB
many_mutilated v5 221 games, 167499 moves, e=0.834, loss: 5.3, -, 28.0% elo% vs. random_no_suicide, avg. reward: -8.883, 1.628 sec/game, 5.1 min. total, 514.1 MB
many_mutilated v5 222 games, 168202 moves, e=0.833, loss: 5.1, -, 26.9% elo% vs. random_no_suicide, avg. reward: -8.900, 1.614 sec/game, 5.1 min. total, 514.3 MB
many_mutilated v5 223 games, 169170 moves, e=0.833, loss: 5.1, +, 29.7% elo% vs. random_no_suicide, avg. reward: -8.879, 1.627 sec/game, 5.2 min. total, 511.8 MB
many_mutilated v5 224 games, 170004 moves, e=0.832, loss: 4.9, -, 28.5% elo% vs. random_no_suicide, avg. reward: -8.862, 1.633 sec/game, 5.2 min. total, 513.8 MB
many_mutilated v5 225 games, 170793 moves, e=0.831, loss: 4.9, -, 27.5% elo% vs. random_no_suicide, avg. reward: -8.863, 1.633 sec/game, 5.2 min. total, 510.1 MB
many_mutilated v5 226 games, 171596 moves, e=0.830, loss: 4.6, -, 26.5% elo% vs. random_no_suicide, avg. reward: -8.869, 1.623 sec/game, 5.3 min. total, 510.0 MB
many_mutilated v5 227 games, 172455 moves, e=0.829, loss: 4.6, -, 25.6% elo% vs. random_no_suicide, avg. reward: -8.849, 1.633 sec/game, 5.3 min. total, 515.0 MB
many_mutilated v5 228 games, 173183 moves, e=0.829, loss: 4.5, ., 26.4% elo% vs. random_no_suicide, avg. reward: -8.865, 1.624 sec/game, 5.3 min. total, 510.3 MB
many_mutilated v5 229 games, 173929 moves, e=0.828, loss: 4.5, -, 25.5% elo% vs. random_no_suicide, avg. reward: -8.856, 1.623 sec/game, 5.3 min. total, 515.4 MB
many_mutilated v5 230 games, 174740 moves, e=0.827, loss: 4.4, -, 24.6% elo% vs. random_no_suicide, avg. reward: -8.841, 1.621 sec/game, 5.4 min. total, 515.3 MB
many_mutilated v5 231 games, 175489 moves, e=0.826, loss: 4.5, -, 23.8% elo% vs. random_no_suicide, avg. reward: -8.844, 1.620 sec/game, 5.4 min. total, 515.5 MB
many_mutilated v5 232 games, 176278 moves, e=0.825, loss: 4.5, -, 23.0% elo% vs. random_no_suicide, avg. reward: -8.835, 1.621 sec/game, 5.4 min. total, 516.6 MB
many_mutilated v5 233 games, 177104 moves, e=0.825, loss: 4.6, -, 22.2% elo% vs. random_no_suicide, avg. reward: -8.819, 1.619 sec/game, 5.4 min. total, 513.4 MB
many_mutilated v5 234 games, 177929 moves, e=0.824, loss: 4.3, +, 24.8% elo% vs. random_no_suicide, avg. reward: -8.810, 1.621 sec/game, 5.5 min. total, 512.9 MB
many_mutilated v5 235 games, 178887 moves, e=0.823, loss: 4.5, -, 24.0% elo% vs. random_no_suicide, avg. reward: -8.794, 1.633 sec/game, 5.5 min. total, 517.3 MB
many_mutilated v5 236 games, 179790 moves, e=0.822, loss: 4.7, -, 23.2% elo% vs. random_no_suicide, avg. reward: -8.786, 1.631 sec/game, 5.5 min. total, 517.7 MB
many_mutilated v5 237 games, 180648 moves, e=0.821, loss: 5.0, +, 25.8% elo% vs. random_no_suicide, avg. reward: -8.768, 1.647 sec/game, 5.6 min. total, 514.8 MB
many_mutilated v5 238 games, 181446 moves, e=0.820, loss: 4.9, -, 24.9% elo% vs. random_no_suicide, avg. reward: -8.746, 1.659 sec/game, 5.6 min. total, 518.1 MB
many_mutilated v5 239 games, 182330 moves, e=0.819, loss: 4.9, +, 27.6% elo% vs. random_no_suicide, avg. reward: -8.733, 1.670 sec/game, 5.6 min. total, 514.0 MB
many_mutilated v5 240 games, 183197 moves, e=0.819, loss: 4.8, -, 26.6% elo% vs. random_no_suicide, avg. reward: -8.719, 1.682 sec/game, 5.7 min. total, 518.9 MB
many_mutilated v5 241 games, 183910 moves, e=0.818, loss: 4.8, -, 25.6% elo% vs. random_no_suicide, avg. reward: -8.735, 1.660 sec/game, 5.7 min. total, 520.3 MB
many_mutilated v5 242 games, 184701 moves, e=0.817, loss: 4.8, -, 24.7% elo% vs. random_no_suicide, avg. reward: -8.739, 1.666 sec/game, 5.7 min. total, 516.4 MB
many_mutilated v5 243 games, 185489 moves, e=0.816, loss: 4.8, -, 23.9% elo% vs. random_no_suicide, avg. reward: -8.741, 1.663 sec/game, 5.7 min. total, 520.6 MB
many_mutilated v5 244 games, 186308 moves, e=0.816, loss: 4.7, -, 23.1% elo% vs. random_no_suicide, avg. reward: -8.734, 1.648 sec/game, 5.8 min. total, 520.7 MB
many_mutilated v5 245 games, 187131 moves, e=0.815, loss: 5.0, +, 25.7% elo% vs. random_no_suicide, avg. reward: -8.744, 1.652 sec/game, 5.8 min. total, 520.6 MB
many_mutilated v5 246 games, 188027 moves, e=0.814, loss: 5.1, +, 28.4% elo% vs. random_no_suicide, avg. reward: -8.744, 1.664 sec/game, 5.8 min. total, 517.5 MB
many_mutilated v5 247 games, 188980 moves, e=0.813, loss: 5.1, +, 31.2% elo% vs. random_no_suicide, avg. reward: -8.719, 1.677 sec/game, 5.8 min. total, 517.7 MB
many_mutilated v5 248 games, 189978 moves, e=0.812, loss: 4.8, +, 34.0% elo% vs. random_no_suicide, avg. reward: -8.702, 1.717 sec/game, 5.9 min. total, 517.8 MB
many_mutilated v5 249 games, 190772 moves, e=0.811, loss: 4.9, +, 36.7% elo% vs. random_no_suicide, avg. reward: -8.700, 1.717 sec/game, 5.9 min. total, 517.2 MB
many_mutilated v5 250 games, 191814 moves, e=0.810, loss: 4.9, +, 39.5% elo% vs. random_no_suicide, avg. reward: -8.686, 1.730 sec/game, 5.9 min. total, 517.9 MB
many_mutilated v5 251 games, 192663 moves, e=0.809, loss: 4.8, +, 42.2% elo% vs. random_no_suicide, avg. reward: -8.687, 1.743 sec/game, 6.0 min. total, 517.5 MB
many_mutilated v5 252 games, 193622 moves, e=0.808, loss: 4.8, +, 44.8% elo% vs. random_no_suicide, avg. reward: -8.646, 1.756 sec/game, 6.0 min. total, 517.7 MB
many_mutilated v5 253 games, 194517 moves, e=0.807, loss: 4.7, -, 42.8% elo% vs. random_no_suicide, avg. reward: -8.618, 1.767 sec/game, 6.0 min. total, 518.1 MB
many_mutilated v5 254 games, 195352 moves, e=0.807, loss: 4.7, ., 43.1% elo% vs. random_no_suicide, avg. reward: -8.598, 1.767 sec/game, 6.1 min. total, 518.2 MB
many_mutilated v5 255 games, 196178 moves, e=0.806, loss: 4.4, -, 41.2% elo% vs. random_no_suicide, avg. reward: -8.580, 1.757 sec/game, 6.1 min. total, 522.8 MB
many_mutilated v5 256 games, 196944 moves, e=0.805, loss: 4.5, +, 43.8% elo% vs. random_no_suicide, avg. reward: -8.591, 1.744 sec/game, 6.1 min. total, 518.5 MB
many_mutilated v5 257 games, 197830 moves, e=0.804, loss: 4.4, -, 41.8% elo% vs. random_no_suicide, avg. reward: -8.589, 1.744 sec/game, 6.1 min. total, 518.6 MB
many_mutilated v5 258 games, 198743 moves, e=0.803, loss: 4.3, +, 44.5% elo% vs. random_no_suicide, avg. reward: -8.581, 1.756 sec/game, 6.2 min. total, 520.7 MB
many_mutilated v5 259 games, 199653 moves, e=0.802, loss: 4.2, +, 47.0% elo% vs. random_no_suicide, avg. reward: -8.555, 1.765 sec/game, 6.2 min. total, 520.2 MB
many_mutilated v5 260 games, 200507 moves, e=0.801, loss: 4.0, +, 49.4% elo% vs. random_no_suicide, avg. reward: -8.542, 1.766 sec/game, 6.2 min. total, 520.0 MB
many_mutilated v5 261 games, 201289 moves, e=0.801, loss: 4.1, +, 51.8% elo% vs. random_no_suicide, avg. reward: -8.536, 1.777 sec/game, 6.3 min. total, 520.2 MB
many_mutilated v5 262 games, 202247 moves, e=0.800, loss: 4.0, +, 54.0% elo% vs. random_no_suicide, avg. reward: -8.517, 1.801 sec/game, 6.3 min. total, 520.0 MB
many_mutilated v5 263 games, 203101 moves, e=0.799, loss: 3.9, -, 51.5% elo% vs. random_no_suicide, avg. reward: -8.505, 1.794 sec/game, 6.3 min. total, 524.5 MB
many_mutilated v5 264 games, 203902 moves, e=0.798, loss: 4.1, -, 49.1% elo% vs. random_no_suicide, avg. reward: -8.511, 1.793 sec/game, 6.4 min. total, 524.9 MB
many_mutilated v5 265 games, 204808 moves, e=0.797, loss: 4.1, -, 46.9% elo% vs. random_no_suicide, avg. reward: -8.495, 1.817 sec/game, 6.4 min. total, 524.9 MB
many_mutilated v5 266 games, 205718 moves, e=0.796, loss: 4.3, -, 44.7% elo% vs. random_no_suicide, avg. reward: -8.473, 1.820 sec/game, 6.4 min. total, 525.1 MB
many_mutilated v5 267 games, 206511 moves, e=0.796, loss: 4.4, -, 42.7% elo% vs. random_no_suicide, avg. reward: -8.462, 1.803 sec/game, 6.4 min. total, 522.3 MB
many_mutilated v5 268 games, 207234 moves, e=0.795, loss: 4.5, -, 40.8% elo% vs. random_no_suicide, avg. reward: -8.468, 1.778 sec/game, 6.5 min. total, 526.5 MB
many_mutilated v5 269 games, 208045 moves, e=0.794, loss: 4.6, -, 39.0% elo% vs. random_no_suicide, avg. reward: -8.457, 1.784 sec/game, 6.5 min. total, 526.5 MB
many_mutilated v5 270 games, 208854 moves, e=0.793, loss: 4.5, -, 37.3% elo% vs. random_no_suicide, avg. reward: -8.457, 1.763 sec/game, 6.5 min. total, 526.6 MB
many_mutilated v5 271 games, 209698 moves, e=0.792, loss: 5.0, -, 35.7% elo% vs. random_no_suicide, avg. reward: -8.446, 1.765 sec/game, 6.6 min. total, 526.7 MB
many_mutilated v5 272 games, 210531 moves, e=0.792, loss: 5.1, +, 38.5% elo% vs. random_no_suicide, avg. reward: -8.444, 1.755 sec/game, 6.6 min. total, 522.3 MB
many_mutilated v5 273 games, 211509 moves, e=0.791, loss: 5.2, +, 41.2% elo% vs. random_no_suicide, avg. reward: -8.431, 1.769 sec/game, 6.6 min. total, 527.0 MB
many_mutilated v5 274 games, 212365 moves, e=0.790, loss: 5.0, +, 43.8% elo% vs. random_no_suicide, avg. reward: -8.446, 1.770 sec/game, 6.7 min. total, 523.7 MB
many_mutilated v5 275 games, 213199 moves, e=0.789, loss: 5.0, +, 46.4% elo% vs. random_no_suicide, avg. reward: -8.429, 1.771 sec/game, 6.7 min. total, 523.2 MB
many_mutilated v5 276 games, 214053 moves, e=0.788, loss: 5.0, -, 44.3% elo% vs. random_no_suicide, avg. reward: -8.425, 1.782 sec/game, 6.7 min. total, 529.4 MB
many_mutilated v5 277 games, 215038 moves, e=0.787, loss: 4.9, -, 42.3% elo% vs. random_no_suicide, avg. reward: -8.407, 1.785 sec/game, 6.7 min. total, 529.6 MB
many_mutilated v5 278 games, 215817 moves, e=0.786, loss: 4.7, -, 40.4% elo% vs. random_no_suicide, avg. reward: -8.393, 1.784 sec/game, 6.8 min. total, 530.0 MB
many_mutilated v5 279 games, 216660 moves, e=0.786, loss: 4.9, -, 38.6% elo% vs. random_no_suicide, avg. reward: -8.386, 1.768 sec/game, 6.8 min. total, 530.0 MB
many_mutilated v5 280 games, 217472 moves, e=0.785, loss: 4.9, -, 36.9% elo% vs. random_no_suicide, avg. reward: -8.385, 1.771 sec/game, 6.8 min. total, 530.0 MB
many_mutilated v5 281 games, 218343 moves, e=0.784, loss: 4.9, +, 39.7% elo% vs. random_no_suicide, avg. reward: -8.380, 1.776 sec/game, 6.9 min. total, 525.5 MB
