grappling_amnesty v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.4 MB
grappling_amnesty v8 444 games, 363356 moves, e=0.640, loss: 4.8, -, 12.1% elo% vs. simple_bot, avg. reward: -4.412, 1.524 sec/game, 20.3 min. total, 515.2 MB
grappling_amnesty v8 445 games, 364279 moves, e=0.639, loss: 5.1, -, 11.9% elo% vs. simple_bot, avg. reward: -4.413, 1.510 sec/game, 20.4 min. total, 514.3 MB
grappling_amnesty v8 446 games, 365226 moves, e=0.638, loss: 5.0, -, 11.7% elo% vs. simple_bot, avg. reward: -4.412, 1.519 sec/game, 20.4 min. total, 514.4 MB
grappling_amnesty v8 447 games, 366061 moves, e=0.638, loss: 5.0, -, 11.4% elo% vs. simple_bot, avg. reward: -4.407, 1.505 sec/game, 20.4 min. total, 516.3 MB
grappling_amnesty v8 448 games, 366981 moves, e=0.637, loss: 4.9, -, 11.2% elo% vs. simple_bot, avg. reward: -4.416, 1.512 sec/game, 20.4 min. total, 514.9 MB
grappling_amnesty v8 449 games, 367902 moves, e=0.636, loss: 4.9, -, 11.0% elo% vs. simple_bot, avg. reward: -4.417, 1.515 sec/game, 20.5 min. total, 518.7 MB
grappling_amnesty v8 450 games, 368893 moves, e=0.635, loss: 5.0, -, 10.8% elo% vs. simple_bot, avg. reward: -4.411, 1.515 sec/game, 20.5 min. total, 515.7 MB
grappling_amnesty v8 451 games, 369876 moves, e=0.634, loss: 4.8, -, 10.6% elo% vs. simple_bot, avg. reward: -4.409, 1.506 sec/game, 20.5 min. total, 517.3 MB
grappling_amnesty v8 452 games, 370783 moves, e=0.633, loss: 4.9, -, 10.4% elo% vs. simple_bot, avg. reward: -4.408, 1.498 sec/game, 20.5 min. total, 518.0 MB
grappling_amnesty v8 453 games, 371735 moves, e=0.632, loss: 5.1, -, 10.3% elo% vs. simple_bot, avg. reward: -4.403, 1.504 sec/game, 20.6 min. total, 517.8 MB
grappling_amnesty v8 454 games, 372784 moves, e=0.631, loss: 5.2, -, 10.1% elo% vs. simple_bot, avg. reward: -4.390, 1.515 sec/game, 20.6 min. total, 518.6 MB
grappling_amnesty v8 455 games, 373738 moves, e=0.630, loss: 5.1, -, 9.9% elo% vs. simple_bot, avg. reward: -4.383, 1.501 sec/game, 20.6 min. total, 516.9 MB
grappling_amnesty v8 456 games, 374818 moves, e=0.629, loss: 4.8, -, 9.8% elo% vs. simple_bot, avg. reward: -4.370, 1.523 sec/game, 20.6 min. total, 517.7 MB
grappling_amnesty v8 457 games, 375820 moves, e=0.628, loss: 4.7, -, 9.6% elo% vs. simple_bot, avg. reward: -4.371, 1.524 sec/game, 20.7 min. total, 517.9 MB
grappling_amnesty v8 458 games, 376791 moves, e=0.627, loss: 4.8, -, 9.5% elo% vs. simple_bot, avg. reward: -4.367, 1.517 sec/game, 20.7 min. total, 517.7 MB
grappling_amnesty v8 459 games, 377817 moves, e=0.626, loss: 4.6, -, 9.3% elo% vs. simple_bot, avg. reward: -4.358, 1.526 sec/game, 20.7 min. total, 519.5 MB
grappling_amnesty v8 460 games, 378776 moves, e=0.625, loss: 4.6, -, 9.2% elo% vs. simple_bot, avg. reward: -4.354, 1.530 sec/game, 20.7 min. total, 519.4 MB
grappling_amnesty v8 461 games, 379725 moves, e=0.624, loss: 4.5, -, 9.0% elo% vs. simple_bot, avg. reward: -4.348, 1.517 sec/game, 20.8 min. total, 519.2 MB
grappling_amnesty v8 462 games, 380841 moves, e=0.623, loss: 4.6, -, 8.9% elo% vs. simple_bot, avg. reward: -4.340, 1.533 sec/game, 20.8 min. total, 518.4 MB
grappling_amnesty v8 463 games, 381738 moves, e=0.622, loss: 4.5, -, 8.8% elo% vs. simple_bot, avg. reward: -4.349, 1.525 sec/game, 20.8 min. total, 520.3 MB
grappling_amnesty v8 464 games, 382661 moves, e=0.621, loss: 4.7, -, 8.6% elo% vs. simple_bot, avg. reward: -4.349, 1.532 sec/game, 20.8 min. total, 521.2 MB
grappling_amnesty v8 465 games, 383732 moves, e=0.620, loss: 4.7, -, 8.5% elo% vs. simple_bot, avg. reward: -4.335, 1.541 sec/game, 20.9 min. total, 520.5 MB
grappling_amnesty v8 466 games, 384696 moves, e=0.619, loss: 4.8, -, 8.4% elo% vs. simple_bot, avg. reward: -4.339, 1.539 sec/game, 20.9 min. total, 519.2 MB
grappling_amnesty v8 467 games, 385682 moves, e=0.618, loss: 5.2, -, 8.3% elo% vs. simple_bot, avg. reward: -4.332, 1.555 sec/game, 20.9 min. total, 519.6 MB
grappling_amnesty v8 468 games, 386684 moves, e=0.617, loss: 4.8, -, 8.1% elo% vs. simple_bot, avg. reward: -4.339, 1.548 sec/game, 20.9 min. total, 520.4 MB
grappling_amnesty v8 469 games, 387692 moves, e=0.616, loss: 4.7, -, 8.0% elo% vs. simple_bot, avg. reward: -4.333, 1.555 sec/game, 21.0 min. total, 521.2 MB
grappling_amnesty v8 470 games, 388702 moves, e=0.615, loss: 5.2, -, 7.9% elo% vs. simple_bot, avg. reward: -4.325, 1.561 sec/game, 21.0 min. total, 522.7 MB
grappling_amnesty v8 471 games, 389658 moves, e=0.614, loss: 5.0, -, 7.8% elo% vs. simple_bot, avg. reward: -4.328, 1.561 sec/game, 21.0 min. total, 520.6 MB
grappling_amnesty v8 472 games, 390665 moves, e=0.613, loss: 4.8, -, 7.7% elo% vs. simple_bot, avg. reward: -4.321, 1.569 sec/game, 21.1 min. total, 521.4 MB
grappling_amnesty v8 473 games, 391610 moves, e=0.612, loss: 4.9, -, 7.6% elo% vs. simple_bot, avg. reward: -4.316, 1.560 sec/game, 21.1 min. total, 522.8 MB
grappling_amnesty v8 474 games, 392691 moves, e=0.611, loss: 4.8, -, 7.5% elo% vs. simple_bot, avg. reward: -4.311, 1.560 sec/game, 21.1 min. total, 522.6 MB
grappling_amnesty v8 475 games, 393591 moves, e=0.610, loss: 4.6, -, 7.4% elo% vs. simple_bot, avg. reward: -4.309, 1.559 sec/game, 21.1 min. total, 525.1 MB
grappling_amnesty v8 476 games, 394493 moves, e=0.609, loss: 4.6, -, 7.3% elo% vs. simple_bot, avg. reward: -4.305, 1.538 sec/game, 21.2 min. total, 524.4 MB
grappling_amnesty v8 477 games, 395412 moves, e=0.609, loss: 4.4, -, 7.2% elo% vs. simple_bot, avg. reward: -4.306, 1.535 sec/game, 21.2 min. total, 523.1 MB
grappling_amnesty v8 478 games, 396414 moves, e=0.608, loss: 4.6, -, 7.2% elo% vs. simple_bot, avg. reward: -4.302, 1.537 sec/game, 21.2 min. total, 524.0 MB
grappling_amnesty v8 479 games, 397345 moves, e=0.607, loss: 4.3, -, 7.1% elo% vs. simple_bot, avg. reward: -4.300, 1.536 sec/game, 21.2 min. total, 524.8 MB
grappling_amnesty v8 480 games, 398275 moves, e=0.606, loss: 4.3, -, 7.0% elo% vs. simple_bot, avg. reward: -4.304, 1.525 sec/game, 21.3 min. total, 524.9 MB
grappling_amnesty v8 481 games, 399312 moves, e=0.605, loss: 4.6, +, 8.2% elo% vs. simple_bot, avg. reward: -4.295, 1.532 sec/game, 21.3 min. total, 523.1 MB
grappling_amnesty v8 482 games, 400258 moves, e=0.604, loss: 4.8, -, 8.1% elo% vs. simple_bot, avg. reward: -4.289, 1.523 sec/game, 21.3 min. total, 526.3 MB
grappling_amnesty v8 483 games, 401315 moves, e=0.603, loss: 4.8, -, 8.0% elo% vs. simple_bot, avg. reward: -4.269, 1.530 sec/game, 21.3 min. total, 524.6 MB
grappling_amnesty v8 484 games, 402374 moves, e=0.602, loss: 4.5, -, 7.8% elo% vs. simple_bot, avg. reward: -4.267, 1.540 sec/game, 21.4 min. total, 526.3 MB
grappling_amnesty v8 485 games, 403415 moves, e=0.601, loss: 4.5, -, 7.7% elo% vs. simple_bot, avg. reward: -4.258, 1.540 sec/game, 21.4 min. total, 527.3 MB
grappling_amnesty v8 486 games, 404348 moves, e=0.600, loss: 4.4, -, 7.6% elo% vs. simple_bot, avg. reward: -4.252, 1.532 sec/game, 21.4 min. total, 526.5 MB
grappling_amnesty v8 487 games, 405134 moves, e=0.599, loss: 4.9, -, 7.5% elo% vs. simple_bot, avg. reward: -4.258, 1.521 sec/game, 21.4 min. total, 527.4 MB
grappling_amnesty v8 488 games, 406193 moves, e=0.598, loss: 5.2, -, 7.4% elo% vs. simple_bot, avg. reward: -4.249, 1.530 sec/game, 21.5 min. total, 527.6 MB
grappling_amnesty v8 489 games, 407140 moves, e=0.597, loss: 5.2, -, 7.4% elo% vs. simple_bot, avg. reward: -4.249, 1.522 sec/game, 21.5 min. total, 527.1 MB
grappling_amnesty v8 490 games, 408166 moves, e=0.596, loss: 5.3, -, 7.3% elo% vs. simple_bot, avg. reward: -4.221, 1.519 sec/game, 21.5 min. total, 526.9 MB
grappling_amnesty v8 491 games, 409098 moves, e=0.595, loss: 5.4, -, 7.2% elo% vs. simple_bot, avg. reward: -4.215, 1.517 sec/game, 21.5 min. total, 527.2 MB
grappling_amnesty v8 492 games, 410053 moves, e=0.594, loss: 5.3, -, 7.1% elo% vs. simple_bot, avg. reward: -4.211, 1.510 sec/game, 21.6 min. total, 528.9 MB
grappling_amnesty v8 493 games, 410925 moves, e=0.593, loss: 5.3, -, 7.0% elo% vs. simple_bot, avg. reward: -4.207, 1.507 sec/game, 21.6 min. total, 529.9 MB
grappling_amnesty v8 494 games, 411988 moves, e=0.592, loss: 5.2, -, 6.9% elo% vs. simple_bot, avg. reward: -4.195, 1.505 sec/game, 21.6 min. total, 529.4 MB
grappling_amnesty v8 495 games, 413061 moves, e=0.591, loss: 4.8, -, 6.8% elo% vs. simple_bot, avg. reward: -4.188, 1.522 sec/game, 21.6 min. total, 529.4 MB
grappling_amnesty v8 496 games, 414109 moves, e=0.590, loss: 4.8, -, 6.8% elo% vs. simple_bot, avg. reward: -4.173, 1.529 sec/game, 21.7 min. total, 529.4 MB
grappling_amnesty v8 497 games, 415128 moves, e=0.589, loss: 4.9, -, 6.7% elo% vs. simple_bot, avg. reward: -4.159, 1.533 sec/game, 21.7 min. total, 530.9 MB
grappling_amnesty v8 498 games, 416006 moves, e=0.588, loss: 4.9, -, 6.6% elo% vs. simple_bot, avg. reward: -4.157, 1.530 sec/game, 21.7 min. total, 530.0 MB
grappling_amnesty v8 499 games, 416921 moves, e=0.587, loss: 4.9, -, 6.5% elo% vs. simple_bot, avg. reward: -4.153, 1.524 sec/game, 21.7 min. total, 530.0 MB
grappling_amnesty v8 500 games, 417981 moves, e=0.586, loss: 4.9, -, 6.5% elo% vs. simple_bot, avg. reward: -4.140, 1.538 sec/game, 21.8 min. total, 530.0 MB
grappling_amnesty v9 501 games, 418925 moves, e=0.585, loss: 5.1, -, 47.7% elo% vs. simple_bot, avg. reward: -4.125, 1.530 sec/game, 21.8 min. total, 530.9 MB
grappling_amnesty v9 502 games, 419847 moves, e=0.584, loss: 4.9, -, 45.5% elo% vs. simple_bot, avg. reward: -4.121, 1.528 sec/game, 21.8 min. total, 530.0 MB
grappling_amnesty v9 503 games, 420936 moves, e=0.583, loss: 5.0, -, 43.4% elo% vs. simple_bot, avg. reward: -4.112, 1.530 sec/game, 21.8 min. total, 532.4 MB
grappling_amnesty v9 504 games, 421957 moves, e=0.582, loss: 4.9, -, 41.5% elo% vs. simple_bot, avg. reward: -4.107, 1.530 sec/game, 21.9 min. total, 529.8 MB
grappling_amnesty v9 505 games, 422936 moves, e=0.581, loss: 4.9, -, 39.6% elo% vs. simple_bot, avg. reward: -4.106, 1.530 sec/game, 21.9 min. total, 530.7 MB
grappling_amnesty v9 506 games, 423870 moves, e=0.580, loss: 5.0, -, 37.9% elo% vs. simple_bot, avg. reward: -4.115, 1.531 sec/game, 21.9 min. total, 530.2 MB
grappling_amnesty v9 507 games, 424880 moves, e=0.579, loss: 5.2, -, 36.3% elo% vs. simple_bot, avg. reward: -4.116, 1.541 sec/game, 21.9 min. total, 531.6 MB
grappling_amnesty v9 508 games, 425839 moves, e=0.578, loss: 5.3, -, 34.8% elo% vs. simple_bot, avg. reward: -4.112, 1.532 sec/game, 22.0 min. total, 531.8 MB
grappling_amnesty v9 509 games, 426923 moves, e=0.577, loss: 5.5, -, 33.3% elo% vs. simple_bot, avg. reward: -4.103, 1.547 sec/game, 22.0 min. total, 533.2 MB
grappling_amnesty v9 510 games, 427988 moves, e=0.576, loss: 5.4, -, 32.0% elo% vs. simple_bot, avg. reward: -4.090, 1.547 sec/game, 22.0 min. total, 533.4 MB
grappling_amnesty v9 511 games, 428917 moves, e=0.575, loss: 5.3, -, 30.7% elo% vs. simple_bot, avg. reward: -4.079, 1.539 sec/game, 22.0 min. total, 533.3 MB
grappling_amnesty v9 512 games, 429943 moves, e=0.574, loss: 5.1, -, 29.5% elo% vs. simple_bot, avg. reward: -4.074, 1.546 sec/game, 22.1 min. total, 534.5 MB
grappling_amnesty v9 513 games, 430995 moves, e=0.573, loss: 4.8, -, 28.4% elo% vs. simple_bot, avg. reward: -4.057, 1.564 sec/game, 22.1 min. total, 532.4 MB
grappling_amnesty v9 514 games, 432107 moves, e=0.572, loss: 5.2, -, 27.3% elo% vs. simple_bot, avg. reward: -4.050, 1.569 sec/game, 22.1 min. total, 535.4 MB
grappling_amnesty v9 515 games, 433068 moves, e=0.571, loss: 4.9, -, 26.4% elo% vs. simple_bot, avg. reward: -4.046, 1.559 sec/game, 22.2 min. total, 533.2 MB
grappling_amnesty v9 516 games, 433982 moves, e=0.570, loss: 5.2, -, 25.4% elo% vs. simple_bot, avg. reward: -4.055, 1.550 sec/game, 22.2 min. total, 533.6 MB
grappling_amnesty v9 517 games, 435050 moves, e=0.569, loss: 5.0, -, 24.5% elo% vs. simple_bot, avg. reward: -4.039, 1.552 sec/game, 22.2 min. total, 535.5 MB
grappling_amnesty v9 518 games, 436117 moves, e=0.568, loss: 4.9, -, 23.7% elo% vs. simple_bot, avg. reward: -4.033, 1.568 sec/game, 22.2 min. total, 535.1 MB
grappling_amnesty v9 519 games, 437105 moves, e=0.567, loss: 5.1, -, 22.9% elo% vs. simple_bot, avg. reward: -4.024, 1.570 sec/game, 22.3 min. total, 535.4 MB
grappling_amnesty v9 520 games, 438146 moves, e=0.566, loss: 5.0, -, 22.2% elo% vs. simple_bot, avg. reward: -4.010, 1.572 sec/game, 22.3 min. total, 536.6 MB
grappling_amnesty v9 521 games, 439142 moves, e=0.565, loss: 5.0, -, 21.5% elo% vs. simple_bot, avg. reward: -4.008, 1.573 sec/game, 22.3 min. total, 535.4 MB
grappling_amnesty v9 522 games, 440252 moves, e=0.564, loss: 5.2, -, 20.8% elo% vs. simple_bot, avg. reward: -4.002, 1.585 sec/game, 22.3 min. total, 535.3 MB
grappling_amnesty v9 523 games, 441346 moves, e=0.563, loss: 5.3, -, 20.2% elo% vs. simple_bot, avg. reward: -3.991, 1.606 sec/game, 22.4 min. total, 534.7 MB
grappling_amnesty v9 524 games, 442293 moves, e=0.562, loss: 5.0, -, 19.6% elo% vs. simple_bot, avg. reward: -3.985, 1.604 sec/game, 22.4 min. total, 535.6 MB
grappling_amnesty v9 525 games, 443296 moves, e=0.561, loss: 4.9, -, 19.1% elo% vs. simple_bot, avg. reward: -3.982, 1.605 sec/game, 22.4 min. total, 538.2 MB
grappling_amnesty v9 526 games, 444343 moves, e=0.560, loss: 5.0, -, 18.5% elo% vs. simple_bot, avg. reward: -3.977, 1.613 sec/game, 22.5 min. total, 535.9 MB
grappling_amnesty v9 527 games, 445461 moves, e=0.559, loss: 5.2, -, 18.0% elo% vs. simple_bot, avg. reward: -3.971, 1.623 sec/game, 22.5 min. total, 537.2 MB
grappling_amnesty v9 528 games, 446446 moves, e=0.558, loss: 5.0, -, 17.5% elo% vs. simple_bot, avg. reward: -3.969, 1.625 sec/game, 22.5 min. total, 536.4 MB
grappling_amnesty v9 529 games, 447597 moves, e=0.557, loss: 5.0, -, 17.1% elo% vs. simple_bot, avg. reward: -3.956, 1.628 sec/game, 22.5 min. total, 536.8 MB
grappling_amnesty v9 530 games, 448623 moves, e=0.556, loss: 5.3, -, 16.6% elo% vs. simple_bot, avg. reward: -3.952, 1.634 sec/game, 22.6 min. total, 537.4 MB
grappling_amnesty v9 531 games, 449882 moves, e=0.555, loss: 5.2, -, 16.2% elo% vs. simple_bot, avg. reward: -3.952, 1.661 sec/game, 22.6 min. total, 537.6 MB
grappling_amnesty v9 532 games, 450941 moves, e=0.554, loss: 5.2, -, 15.8% elo% vs. simple_bot, avg. reward: -3.947, 1.663 sec/game, 22.6 min. total, 540.3 MB
grappling_amnesty v9 533 games, 452073 moves, e=0.552, loss: 5.4, -, 15.4% elo% vs. simple_bot, avg. reward: -3.935, 1.675 sec/game, 22.7 min. total, 541.4 MB
grappling_amnesty v9 534 games, 453140 moves, e=0.551, loss: 5.3, -, 15.1% elo% vs. simple_bot, avg. reward: -3.922, 1.709 sec/game, 22.7 min. total, 541.2 MB
grappling_amnesty v9 535 games, 454263 moves, e=0.550, loss: 5.0, -, 14.7% elo% vs. simple_bot, avg. reward: -3.923, 1.718 sec/game, 22.7 min. total, 540.4 MB
grappling_amnesty v9 536 games, 455349 moves, e=0.549, loss: 4.7, -, 14.4% elo% vs. simple_bot, avg. reward: -3.915, 1.745 sec/game, 22.8 min. total, 540.4 MB
grappling_amnesty v9 537 games, 456584 moves, e=0.548, loss: 4.6, -, 14.0% elo% vs. simple_bot, avg. reward: -3.906, 1.763 sec/game, 22.8 min. total, 539.6 MB
grappling_amnesty v9 538 games, 457657 moves, e=0.547, loss: 4.8, -, 13.7% elo% vs. simple_bot, avg. reward: -3.901, 1.762 sec/game, 22.8 min. total, 539.7 MB
grappling_amnesty v9 539 games, 458546 moves, e=0.546, loss: 4.7, -, 13.4% elo% vs. simple_bot, avg. reward: -3.902, 1.768 sec/game, 22.8 min. total, 541.4 MB
grappling_amnesty v9 540 games, 459591 moves, e=0.545, loss: 4.7, -, 13.1% elo% vs. simple_bot, avg. reward: -3.893, 1.768 sec/game, 22.9 min. total, 540.0 MB
grappling_amnesty v9 541 games, 460553 moves, e=0.544, loss: 4.7, -, 12.9% elo% vs. simple_bot, avg. reward: -3.894, 1.781 sec/game, 22.9 min. total, 541.4 MB
grappling_amnesty v9 542 games, 461659 moves, e=0.543, loss: 5.0, -, 12.6% elo% vs. simple_bot, avg. reward: -3.888, 1.775 sec/game, 22.9 min. total, 542.8 MB
grappling_amnesty v9 543 games, 462844 moves, e=0.542, loss: 4.7, -, 12.4% elo% vs. simple_bot, avg. reward: -3.878, 1.768 sec/game, 23.0 min. total, 541.9 MB
grappling_amnesty v9 544 games, 463818 moves, e=0.541, loss: 5.0, -, 12.1% elo% vs. simple_bot, avg. reward: -3.865, 1.775 sec/game, 23.0 min. total, 540.6 MB
grappling_amnesty v9 545 games, 464825 moves, e=0.540, loss: 5.0, -, 11.9% elo% vs. simple_bot, avg. reward: -3.865, 1.776 sec/game, 23.0 min. total, 541.6 MB
grappling_amnesty v9 546 games, 465818 moves, e=0.539, loss: 5.0, -, 11.7% elo% vs. simple_bot, avg. reward: -3.862, 1.782 sec/game, 23.0 min. total, 541.3 MB
grappling_amnesty v9 547 games, 466918 moves, e=0.538, loss: 4.8, -, 11.4% elo% vs. simple_bot, avg. reward: -3.844, 1.775 sec/game, 23.1 min. total, 543.5 MB
grappling_amnesty v9 548 games, 467979 moves, e=0.537, loss: 4.7, -, 11.2% elo% vs. simple_bot, avg. reward: -3.833, 1.793 sec/game, 23.1 min. total, 542.7 MB
grappling_amnesty v9 549 games, 469283 moves, e=0.535, loss: 4.8, -, 11.0% elo% vs. simple_bot, avg. reward: -3.812, 1.814 sec/game, 23.1 min. total, 544.7 MB
grappling_amnesty v9 550 games, 470212 moves, e=0.534, loss: 4.8, -, 10.8% elo% vs. simple_bot, avg. reward: -3.813, 1.807 sec/game, 23.2 min. total, 545.3 MB
grappling_amnesty v9 551 games, 471369 moves, e=0.533, loss: 4.6, -, 10.6% elo% vs. simple_bot, avg. reward: -3.801, 1.801 sec/game, 23.2 min. total, 544.0 MB
grappling_amnesty v9 552 games, 472348 moves, e=0.532, loss: 4.8, -, 10.4% elo% vs. simple_bot, avg. reward: -3.799, 1.800 sec/game, 23.2 min. total, 543.7 MB
grappling_amnesty v9 553 games, 473454 moves, e=0.531, loss: 4.4, -, 10.3% elo% vs. simple_bot, avg. reward: -3.794, 1.780 sec/game, 23.3 min. total, 544.2 MB
grappling_amnesty v9 554 games, 474534 moves, e=0.530, loss: 4.3, -, 10.1% elo% vs. simple_bot, avg. reward: -3.790, 1.751 sec/game, 23.3 min. total, 544.2 MB
grappling_amnesty v9 555 games, 475733 moves, e=0.529, loss: 4.7, -, 9.9% elo% vs. simple_bot, avg. reward: -3.781, 1.752 sec/game, 23.3 min. total, 545.8 MB
grappling_amnesty v9 556 games, 476792 moves, e=0.528, loss: 4.8, -, 9.8% elo% vs. simple_bot, avg. reward: -3.777, 1.735 sec/game, 23.3 min. total, 544.7 MB
grappling_amnesty v9 557 games, 477894 moves, e=0.527, loss: 4.9, -, 9.6% elo% vs. simple_bot, avg. reward: -3.770, 1.721 sec/game, 23.4 min. total, 545.8 MB
grappling_amnesty v9 558 games, 479056 moves, e=0.526, loss: 5.1, -, 9.5% elo% vs. simple_bot, avg. reward: -3.757, 1.721 sec/game, 23.4 min. total, 545.5 MB
grappling_amnesty v9 559 games, 479983 moves, e=0.525, loss: 4.8, -, 9.3% elo% vs. simple_bot, avg. reward: -3.761, 1.715 sec/game, 23.4 min. total, 546.9 MB
grappling_amnesty v9 560 games, 481094 moves, e=0.524, loss: 5.0, -, 9.2% elo% vs. simple_bot, avg. reward: -3.753, 1.718 sec/game, 23.5 min. total, 547.5 MB
grappling_amnesty v9 561 games, 482256 moves, e=0.523, loss: 5.0, -, 9.0% elo% vs. simple_bot, avg. reward: -3.740, 1.723 sec/game, 23.5 min. total, 545.8 MB
grappling_amnesty v9 562 games, 483296 moves, e=0.522, loss: 4.6, -, 8.9% elo% vs. simple_bot, avg. reward: -3.743, 1.719 sec/game, 23.5 min. total, 546.1 MB
grappling_amnesty v9 563 games, 484198 moves, e=0.521, loss: 5.0, -, 8.8% elo% vs. simple_bot, avg. reward: -3.739, 1.697 sec/game, 23.5 min. total, 548.1 MB
grappling_amnesty v9 564 games, 485175 moves, e=0.520, loss: 4.7, -, 8.6% elo% vs. simple_bot, avg. reward: -3.734, 1.692 sec/game, 23.6 min. total, 547.3 MB
grappling_amnesty v9 565 games, 486241 moves, e=0.519, loss: 4.9, -, 8.5% elo% vs. simple_bot, avg. reward: -3.735, 1.695 sec/game, 23.6 min. total, 549.2 MB
grappling_amnesty v9 566 games, 487295 moves, e=0.518, loss: 4.9, -, 8.4% elo% vs. simple_bot, avg. reward: -3.729, 1.688 sec/game, 23.6 min. total, 547.5 MB
grappling_amnesty v9 567 games, 488249 moves, e=0.517, loss: 5.2, -, 8.3% elo% vs. simple_bot, avg. reward: -3.733, 1.687 sec/game, 23.6 min. total, 549.3 MB
grappling_amnesty v9 568 games, 489394 moves, e=0.515, loss: 5.2, -, 8.1% elo% vs. simple_bot, avg. reward: -3.726, 1.685 sec/game, 23.7 min. total, 548.8 MB
grappling_amnesty v9 569 games, 490392 moves, e=0.515, loss: 5.1, -, 8.0% elo% vs. simple_bot, avg. reward: -3.726, 1.653 sec/game, 23.7 min. total, 549.2 MB
grappling_amnesty v9 570 games, 491430 moves, e=0.513, loss: 5.2, -, 7.9% elo% vs. simple_bot, avg. reward: -3.721, 1.652 sec/game, 23.7 min. total, 548.4 MB
grappling_amnesty v9 571 games, 492630 moves, e=0.512, loss: 5.1, -, 7.8% elo% vs. simple_bot, avg. reward: -3.706, 1.649 sec/game, 23.7 min. total, 551.2 MB
grappling_amnesty v9 572 games, 493727 moves, e=0.511, loss: 5.2, -, 7.7% elo% vs. simple_bot, avg. reward: -3.707, 1.657 sec/game, 23.8 min. total, 550.4 MB
grappling_amnesty v9 573 games, 494879 moves, e=0.510, loss: 4.9, -, 7.6% elo% vs. simple_bot, avg. reward: -3.697, 1.665 sec/game, 23.8 min. total, 552.6 MB
grappling_amnesty v9 574 games, 495995 moves, e=0.509, loss: 4.8, -, 7.5% elo% vs. simple_bot, avg. reward: -3.697, 1.661 sec/game, 23.8 min. total, 552.2 MB
grappling_amnesty v9 575 games, 497106 moves, e=0.508, loss: 4.8, -, 7.4% elo% vs. simple_bot, avg. reward: -3.684, 1.659 sec/game, 23.9 min. total, 551.8 MB
grappling_amnesty v9 576 games, 498129 moves, e=0.507, loss: 4.6, -, 7.3% elo% vs. simple_bot, avg. reward: -3.674, 1.657 sec/game, 23.9 min. total, 552.8 MB
grappling_amnesty v9 577 games, 499146 moves, e=0.506, loss: 4.3, +, 8.6% elo% vs. simple_bot, avg. reward: -3.671, 1.649 sec/game, 23.9 min. total, 552.5 MB
grappling_amnesty v9 578 games, 500211 moves, e=0.505, loss: 4.4, -, 8.5% elo% vs. simple_bot, avg. reward: -3.669, 1.645 sec/game, 23.9 min. total, 553.8 MB
grappling_amnesty v9 579 games, 501263 moves, e=0.504, loss: 4.3, -, 8.3% elo% vs. simple_bot, avg. reward: -3.659, 1.660 sec/game, 24.0 min. total, 551.5 MB
grappling_amnesty v9 580 games, 502295 moves, e=0.503, loss: 4.4, -, 8.2% elo% vs. simple_bot, avg. reward: -3.651, 1.648 sec/game, 24.0 min. total, 553.1 MB
grappling_amnesty v9 581 games, 503304 moves, e=0.502, loss: 4.6, -, 8.1% elo% vs. simple_bot, avg. reward: -3.652, 1.640 sec/game, 24.0 min. total, 553.1 MB
grappling_amnesty v9 582 games, 504432 moves, e=0.501, loss: 4.7, -, 8.0% elo% vs. simple_bot, avg. reward: -3.642, 1.639 sec/game, 24.1 min. total, 553.9 MB
grappling_amnesty v9 583 games, 505565 moves, e=0.499, loss: 5.0, -, 7.9% elo% vs. simple_bot, avg. reward: -3.637, 1.654 sec/game, 24.1 min. total, 553.8 MB
grappling_amnesty v9 584 games, 506782 moves, e=0.498, loss: 4.6, -, 7.8% elo% vs. simple_bot, avg. reward: -3.626, 1.670 sec/game, 24.1 min. total, 554.0 MB
grappling_amnesty v9 585 games, 507750 moves, e=0.497, loss: 4.6, -, 7.7% elo% vs. simple_bot, avg. reward: -3.625, 1.657 sec/game, 24.1 min. total, 552.6 MB
grappling_amnesty v9 586 games, 508954 moves, e=0.496, loss: 4.8, -, 7.6% elo% vs. simple_bot, avg. reward: -3.611, 1.673 sec/game, 24.2 min. total, 554.7 MB
grappling_amnesty v9 587 games, 510106 moves, e=0.495, loss: 5.1, -, 7.5% elo% vs. simple_bot, avg. reward: -3.591, 1.679 sec/game, 24.2 min. total, 555.1 MB
grappling_amnesty v9 588 games, 511273 moves, e=0.494, loss: 5.0, -, 7.4% elo% vs. simple_bot, avg. reward: -3.583, 1.678 sec/game, 24.2 min. total, 555.2 MB
grappling_amnesty v9 589 games, 512281 moves, e=0.493, loss: 5.1, -, 7.3% elo% vs. simple_bot, avg. reward: -3.578, 1.678 sec/game, 24.3 min. total, 555.4 MB
grappling_amnesty v9 590 games, 513274 moves, e=0.492, loss: 4.7, -, 7.2% elo% vs. simple_bot, avg. reward: -3.581, 1.671 sec/game, 24.3 min. total, 556.3 MB
grappling_amnesty v9 591 games, 514350 moves, e=0.491, loss: 4.8, -, 7.1% elo% vs. simple_bot, avg. reward: -3.572, 1.670 sec/game, 24.3 min. total, 554.6 MB
grappling_amnesty v9 592 games, 515302 moves, e=0.490, loss: 4.7, -, 7.0% elo% vs. simple_bot, avg. reward: -3.570, 1.660 sec/game, 24.3 min. total, 557.0 MB
