unlinked_crunching v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.0 MB
unlinked_crunching v8 581 games, 501309 moves, e=0.504, loss: 698.9, -, 7.1% elo% vs. random_no_suicide, avg. reward: 11.319, 2.305 sec/game, 16.8 min. total, 577.3 MB
unlinked_crunching v8 582 games, 502342 moves, e=0.503, loss: 710.1, -, 7.0% elo% vs. random_no_suicide, avg. reward: 11.342, 2.295 sec/game, 16.9 min. total, 578.5 MB
unlinked_crunching v8 583 games, 503352 moves, e=0.502, loss: 683.4, -, 6.9% elo% vs. random_no_suicide, avg. reward: 11.338, 2.297 sec/game, 16.9 min. total, 580.0 MB
unlinked_crunching v8 584 games, 504365 moves, e=0.501, loss: 727.8, -, 6.8% elo% vs. random_no_suicide, avg. reward: 11.318, 2.294 sec/game, 16.9 min. total, 579.2 MB
unlinked_crunching v8 585 games, 505283 moves, e=0.500, loss: 748.0, -, 6.8% elo% vs. random_no_suicide, avg. reward: 11.324, 2.281 sec/game, 17.0 min. total, 579.7 MB
unlinked_crunching v8 586 games, 506316 moves, e=0.499, loss: 735.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: 11.338, 2.259 sec/game, 17.0 min. total, 580.0 MB
unlinked_crunching v8 587 games, 507304 moves, e=0.498, loss: 736.1, -, 6.6% elo% vs. random_no_suicide, avg. reward: 11.366, 2.250 sec/game, 17.0 min. total, 580.0 MB
unlinked_crunching v8 588 games, 508351 moves, e=0.497, loss: 754.9, -, 6.5% elo% vs. random_no_suicide, avg. reward: 11.364, 2.261 sec/game, 17.1 min. total, 580.4 MB
unlinked_crunching v8 589 games, 509359 moves, e=0.496, loss: 781.4, -, 6.5% elo% vs. random_no_suicide, avg. reward: 11.348, 2.259 sec/game, 17.1 min. total, 580.4 MB
unlinked_crunching v8 590 games, 510532 moves, e=0.495, loss: 802.7, -, 6.4% elo% vs. random_no_suicide, avg. reward: 11.370, 2.259 sec/game, 17.2 min. total, 580.5 MB
unlinked_crunching v8 591 games, 511724 moves, e=0.493, loss: 759.6, -, 6.3% elo% vs. random_no_suicide, avg. reward: 11.376, 2.249 sec/game, 17.2 min. total, 581.8 MB
unlinked_crunching v8 592 games, 512911 moves, e=0.492, loss: 774.9, -, 6.2% elo% vs. random_no_suicide, avg. reward: 11.375, 2.257 sec/game, 17.2 min. total, 582.1 MB
unlinked_crunching v8 593 games, 514169 moves, e=0.491, loss: 744.9, -, 6.2% elo% vs. random_no_suicide, avg. reward: 11.395, 2.283 sec/game, 17.3 min. total, 582.7 MB
unlinked_crunching v8 594 games, 515197 moves, e=0.490, loss: 716.9, -, 6.1% elo% vs. random_no_suicide, avg. reward: 11.386, 2.273 sec/game, 17.3 min. total, 582.8 MB
unlinked_crunching v8 595 games, 516107 moves, e=0.489, loss: 714.1, -, 6.0% elo% vs. random_no_suicide, avg. reward: 11.377, 2.255 sec/game, 17.4 min. total, 583.1 MB
unlinked_crunching v8 596 games, 517097 moves, e=0.488, loss: 746.6, -, 6.0% elo% vs. random_no_suicide, avg. reward: 11.368, 2.249 sec/game, 17.4 min. total, 583.4 MB
unlinked_crunching v8 597 games, 518135 moves, e=0.487, loss: 768.2, -, 5.9% elo% vs. random_no_suicide, avg. reward: 11.354, 2.241 sec/game, 17.4 min. total, 583.9 MB
unlinked_crunching v8 598 games, 519292 moves, e=0.486, loss: 755.0, -, 5.9% elo% vs. random_no_suicide, avg. reward: 11.358, 2.242 sec/game, 17.5 min. total, 584.2 MB
unlinked_crunching v8 599 games, 520414 moves, e=0.485, loss: 707.4, -, 5.8% elo% vs. random_no_suicide, avg. reward: 11.363, 2.240 sec/game, 17.5 min. total, 584.6 MB
unlinked_crunching v8 600 games, 521468 moves, e=0.484, loss: 739.5, -, 5.7% elo% vs. random_no_suicide, avg. reward: 11.370, 2.239 sec/game, 17.5 min. total, 586.9 MB
unlinked_crunching v9 601 games, 522467 moves, e=0.483, loss: 781.4, -, 47.7% elo% vs. random_no_suicide, avg. reward: 11.402, 2.251 sec/game, 17.6 min. total, 586.7 MB
unlinked_crunching v9 602 games, 523678 moves, e=0.482, loss: 741.7, -, 45.5% elo% vs. random_no_suicide, avg. reward: 11.412, 2.269 sec/game, 17.6 min. total, 586.8 MB
unlinked_crunching v9 603 games, 524825 moves, e=0.480, loss: 746.9, -, 43.4% elo% vs. random_no_suicide, avg. reward: 11.394, 2.277 sec/game, 17.7 min. total, 586.4 MB
unlinked_crunching v9 604 games, 525974 moves, e=0.479, loss: 732.7, -, 41.5% elo% vs. random_no_suicide, avg. reward: 11.390, 2.281 sec/game, 17.7 min. total, 586.7 MB
unlinked_crunching v9 605 games, 527227 moves, e=0.478, loss: 698.3, -, 39.6% elo% vs. random_no_suicide, avg. reward: 11.376, 2.314 sec/game, 17.7 min. total, 586.7 MB
unlinked_crunching v9 606 games, 528352 moves, e=0.477, loss: 663.6, -, 37.9% elo% vs. random_no_suicide, avg. reward: 11.386, 2.325 sec/game, 17.8 min. total, 586.2 MB
unlinked_crunching v9 607 games, 529438 moves, e=0.476, loss: 681.5, -, 36.3% elo% vs. random_no_suicide, avg. reward: 11.390, 2.335 sec/game, 17.8 min. total, 587.5 MB
unlinked_crunching v9 608 games, 530592 moves, e=0.475, loss: 703.5, -, 34.8% elo% vs. random_no_suicide, avg. reward: 11.397, 2.348 sec/game, 17.9 min. total, 588.4 MB
unlinked_crunching v9 609 games, 531611 moves, e=0.474, loss: 679.2, -, 33.3% elo% vs. random_no_suicide, avg. reward: 11.403, 2.351 sec/game, 17.9 min. total, 590.0 MB
unlinked_crunching v9 610 games, 532825 moves, e=0.473, loss: 691.1, -, 32.0% elo% vs. random_no_suicide, avg. reward: 11.447, 2.354 sec/game, 17.9 min. total, 589.9 MB
unlinked_crunching v9 611 games, 533835 moves, e=0.472, loss: 700.8, -, 30.7% elo% vs. random_no_suicide, avg. reward: 11.444, 2.340 sec/game, 18.0 min. total, 589.9 MB
unlinked_crunching v9 612 games, 535001 moves, e=0.470, loss: 716.5, -, 29.5% elo% vs. random_no_suicide, avg. reward: 11.457, 2.344 sec/game, 18.0 min. total, 589.9 MB
unlinked_crunching v9 613 games, 536030 moves, e=0.469, loss: 760.9, -, 28.4% elo% vs. random_no_suicide, avg. reward: 11.445, 2.345 sec/game, 18.1 min. total, 589.7 MB
unlinked_crunching v9 614 games, 537269 moves, e=0.468, loss: 732.4, -, 27.3% elo% vs. random_no_suicide, avg. reward: 11.461, 2.381 sec/game, 18.1 min. total, 590.2 MB
unlinked_crunching v9 615 games, 538262 moves, e=0.467, loss: 726.7, -, 26.4% elo% vs. random_no_suicide, avg. reward: 11.449, 2.393 sec/game, 18.2 min. total, 590.2 MB
unlinked_crunching v9 616 games, 539321 moves, e=0.466, loss: 786.0, -, 25.4% elo% vs. random_no_suicide, avg. reward: 11.462, 2.398 sec/game, 18.2 min. total, 591.0 MB
unlinked_crunching v9 617 games, 540295 moves, e=0.465, loss: 782.6, -, 24.5% elo% vs. random_no_suicide, avg. reward: 11.454, 2.399 sec/game, 18.2 min. total, 591.8 MB
unlinked_crunching v9 618 games, 541294 moves, e=0.464, loss: 735.1, -, 23.7% elo% vs. random_no_suicide, avg. reward: 11.471, 2.378 sec/game, 18.3 min. total, 592.6 MB
unlinked_crunching v9 619 games, 542353 moves, e=0.463, loss: 782.3, -, 22.9% elo% vs. random_no_suicide, avg. reward: 11.461, 2.381 sec/game, 18.3 min. total, 593.1 MB
unlinked_crunching v9 620 games, 543458 moves, e=0.462, loss: 826.4, -, 22.2% elo% vs. random_no_suicide, avg. reward: 11.464, 2.383 sec/game, 18.3 min. total, 593.2 MB
unlinked_crunching v9 621 games, 544728 moves, e=0.461, loss: 778.3, -, 21.5% elo% vs. random_no_suicide, avg. reward: 11.482, 2.397 sec/game, 18.4 min. total, 593.5 MB
unlinked_crunching v9 622 games, 545802 moves, e=0.460, loss: 805.7, -, 20.8% elo% vs. random_no_suicide, avg. reward: 11.511, 2.389 sec/game, 18.4 min. total, 593.1 MB
unlinked_crunching v9 623 games, 546972 moves, e=0.458, loss: 845.5, -, 20.2% elo% vs. random_no_suicide, avg. reward: 11.507, 2.390 sec/game, 18.5 min. total, 593.2 MB
unlinked_crunching v9 624 games, 548129 moves, e=0.457, loss: 840.2, -, 19.6% elo% vs. random_no_suicide, avg. reward: 11.508, 2.398 sec/game, 18.5 min. total, 594.5 MB
unlinked_crunching v9 625 games, 549243 moves, e=0.456, loss: 874.6, -, 19.1% elo% vs. random_no_suicide, avg. reward: 11.494, 2.381 sec/game, 18.5 min. total, 594.5 MB
unlinked_crunching v9 626 games, 550261 moves, e=0.455, loss: 902.8, -, 18.5% elo% vs. random_no_suicide, avg. reward: 11.498, 2.372 sec/game, 18.6 min. total, 595.9 MB
unlinked_crunching v9 627 games, 551401 moves, e=0.454, loss: 887.0, -, 18.0% elo% vs. random_no_suicide, avg. reward: 11.512, 2.376 sec/game, 18.6 min. total, 595.3 MB
unlinked_crunching v9 628 games, 552383 moves, e=0.453, loss: 834.4, -, 17.5% elo% vs. random_no_suicide, avg. reward: 11.522, 2.363 sec/game, 18.7 min. total, 595.6 MB
unlinked_crunching v9 629 games, 553479 moves, e=0.452, loss: 830.5, -, 17.1% elo% vs. random_no_suicide, avg. reward: 11.524, 2.369 sec/game, 18.7 min. total, 595.6 MB
unlinked_crunching v9 630 games, 554512 moves, e=0.451, loss: 798.0, -, 16.6% elo% vs. random_no_suicide, avg. reward: 11.525, 2.355 sec/game, 18.7 min. total, 595.3 MB
unlinked_crunching v9 631 games, 555687 moves, e=0.450, loss: 804.8, -, 16.2% elo% vs. random_no_suicide, avg. reward: 11.545, 2.369 sec/game, 18.8 min. total, 595.6 MB
unlinked_crunching v9 632 games, 556762 moves, e=0.449, loss: 836.4, -, 15.8% elo% vs. random_no_suicide, avg. reward: 11.540, 2.346 sec/game, 18.8 min. total, 596.4 MB
unlinked_crunching v9 633 games, 557925 moves, e=0.448, loss: 876.1, -, 15.4% elo% vs. random_no_suicide, avg. reward: 11.546, 2.341 sec/game, 18.8 min. total, 596.4 MB
unlinked_crunching v9 634 games, 559144 moves, e=0.446, loss: 873.6, -, 15.1% elo% vs. random_no_suicide, avg. reward: 11.572, 2.327 sec/game, 18.9 min. total, 597.6 MB
unlinked_crunching v9 635 games, 560088 moves, e=0.446, loss: 839.4, -, 14.7% elo% vs. random_no_suicide, avg. reward: 11.577, 2.307 sec/game, 18.9 min. total, 598.7 MB
unlinked_crunching v9 636 games, 561278 moves, e=0.444, loss: 852.4, -, 14.4% elo% vs. random_no_suicide, avg. reward: 11.599, 2.324 sec/game, 19.0 min. total, 599.2 MB
unlinked_crunching v9 637 games, 562546 moves, e=0.443, loss: 810.0, -, 14.0% elo% vs. random_no_suicide, avg. reward: 11.624, 2.346 sec/game, 19.0 min. total, 598.7 MB
unlinked_crunching v9 638 games, 563564 moves, e=0.442, loss: 832.0, -, 13.7% elo% vs. random_no_suicide, avg. reward: 11.657, 2.356 sec/game, 19.0 min. total, 599.3 MB
unlinked_crunching v9 639 games, 564737 moves, e=0.441, loss: 791.6, -, 13.4% elo% vs. random_no_suicide, avg. reward: 11.674, 2.362 sec/game, 19.1 min. total, 599.5 MB
unlinked_crunching v9 640 games, 565911 moves, e=0.440, loss: 820.7, -, 13.1% elo% vs. random_no_suicide, avg. reward: 11.690, 2.373 sec/game, 19.1 min. total, 599.2 MB
unlinked_crunching v9 641 games, 567017 moves, e=0.439, loss: 837.6, -, 12.9% elo% vs. random_no_suicide, avg. reward: 11.696, 2.352 sec/game, 19.2 min. total, 599.3 MB
unlinked_crunching v9 642 games, 568114 moves, e=0.438, loss: 804.5, -, 12.6% elo% vs. random_no_suicide, avg. reward: 11.705, 2.351 sec/game, 19.2 min. total, 600.0 MB
unlinked_crunching v9 643 games, 569169 moves, e=0.437, loss: 808.1, -, 12.4% elo% vs. random_no_suicide, avg. reward: 11.714, 2.339 sec/game, 19.2 min. total, 601.4 MB
unlinked_crunching v9 644 games, 570327 moves, e=0.435, loss: 834.1, -, 12.1% elo% vs. random_no_suicide, avg. reward: 11.722, 2.338 sec/game, 19.3 min. total, 601.5 MB
unlinked_crunching v9 645 games, 571500 moves, e=0.434, loss: 826.5, -, 11.9% elo% vs. random_no_suicide, avg. reward: 11.727, 2.344 sec/game, 19.3 min. total, 601.7 MB
unlinked_crunching v9 646 games, 572718 moves, e=0.433, loss: 808.5, -, 11.7% elo% vs. random_no_suicide, avg. reward: 11.760, 2.370 sec/game, 19.4 min. total, 601.6 MB
unlinked_crunching v9 647 games, 573741 moves, e=0.432, loss: 830.6, -, 11.4% elo% vs. random_no_suicide, avg. reward: 11.740, 2.354 sec/game, 19.4 min. total, 601.8 MB
unlinked_crunching v9 648 games, 574888 moves, e=0.431, loss: 807.1, -, 11.2% elo% vs. random_no_suicide, avg. reward: 11.751, 2.373 sec/game, 19.4 min. total, 601.7 MB
unlinked_crunching v9 649 games, 576049 moves, e=0.430, loss: 797.5, -, 11.0% elo% vs. random_no_suicide, avg. reward: 11.754, 2.375 sec/game, 19.5 min. total, 601.9 MB
unlinked_crunching v9 650 games, 577086 moves, e=0.429, loss: 775.6, -, 10.8% elo% vs. random_no_suicide, avg. reward: 11.718, 2.375 sec/game, 19.5 min. total, 601.6 MB
unlinked_crunching v9 651 games, 578199 moves, e=0.428, loss: 767.2, -, 10.6% elo% vs. random_no_suicide, avg. reward: 11.741, 2.372 sec/game, 19.6 min. total, 603.5 MB
unlinked_crunching v9 652 games, 579132 moves, e=0.427, loss: 763.9, -, 10.4% elo% vs. random_no_suicide, avg. reward: 11.738, 2.362 sec/game, 19.6 min. total, 604.8 MB
unlinked_crunching v9 653 games, 580249 moves, e=0.426, loss: 739.1, -, 10.3% elo% vs. random_no_suicide, avg. reward: 11.760, 2.366 sec/game, 19.6 min. total, 605.0 MB
unlinked_crunching v9 654 games, 581503 moves, e=0.424, loss: 713.6, -, 10.1% elo% vs. random_no_suicide, avg. reward: 11.761, 2.357 sec/game, 19.7 min. total, 605.2 MB
unlinked_crunching v9 655 games, 582486 moves, e=0.423, loss: 736.8, -, 9.9% elo% vs. random_no_suicide, avg. reward: 11.763, 2.366 sec/game, 19.7 min. total, 605.2 MB
unlinked_crunching v9 656 games, 583813 moves, e=0.422, loss: 695.3, -, 9.8% elo% vs. random_no_suicide, avg. reward: 11.782, 2.382 sec/game, 19.8 min. total, 604.6 MB
unlinked_crunching v9 657 games, 585053 moves, e=0.421, loss: 732.2, -, 9.6% elo% vs. random_no_suicide, avg. reward: 11.778, 2.374 sec/game, 19.8 min. total, 605.0 MB
unlinked_crunching v9 658 games, 586386 moves, e=0.419, loss: 715.9, -, 9.5% elo% vs. random_no_suicide, avg. reward: 11.789, 2.407 sec/game, 19.8 min. total, 605.7 MB
unlinked_crunching v9 659 games, 587550 moves, e=0.418, loss: 704.9, -, 9.3% elo% vs. random_no_suicide, avg. reward: 11.797, 2.400 sec/game, 19.9 min. total, 606.0 MB
unlinked_crunching v9 660 games, 588681 moves, e=0.417, loss: 728.6, -, 9.2% elo% vs. random_no_suicide, avg. reward: 11.809, 2.403 sec/game, 19.9 min. total, 607.5 MB
unlinked_crunching v9 661 games, 589837 moves, e=0.416, loss: 702.7, -, 9.0% elo% vs. random_no_suicide, avg. reward: 11.805, 2.417 sec/game, 20.0 min. total, 608.2 MB
unlinked_crunching v9 662 games, 590994 moves, e=0.415, loss: 696.4, -, 8.9% elo% vs. random_no_suicide, avg. reward: 11.786, 2.417 sec/game, 20.0 min. total, 608.1 MB
unlinked_crunching v9 663 games, 592128 moves, e=0.414, loss: 683.7, -, 8.8% elo% vs. random_no_suicide, avg. reward: 11.776, 2.427 sec/game, 20.0 min. total, 608.3 MB
unlinked_crunching v9 664 games, 593432 moves, e=0.413, loss: 703.4, -, 8.6% elo% vs. random_no_suicide, avg. reward: 11.780, 2.434 sec/game, 20.1 min. total, 608.3 MB
unlinked_crunching v9 665 games, 594424 moves, e=0.412, loss: 692.1, -, 8.5% elo% vs. random_no_suicide, avg. reward: 11.785, 2.420 sec/game, 20.1 min. total, 608.1 MB
unlinked_crunching v9 666 games, 595490 moves, e=0.410, loss: 697.6, -, 8.4% elo% vs. random_no_suicide, avg. reward: 11.771, 2.405 sec/game, 20.2 min. total, 608.5 MB
unlinked_crunching v9 667 games, 596529 moves, e=0.409, loss: 720.3, -, 8.3% elo% vs. random_no_suicide, avg. reward: 11.757, 2.407 sec/game, 20.2 min. total, 608.4 MB
unlinked_crunching v9 668 games, 597733 moves, e=0.408, loss: 765.5, -, 8.1% elo% vs. random_no_suicide, avg. reward: 11.750, 2.403 sec/game, 20.2 min. total, 610.2 MB
unlinked_crunching v9 669 games, 598897 moves, e=0.407, loss: 772.9, -, 8.0% elo% vs. random_no_suicide, avg. reward: 11.766, 2.408 sec/game, 20.3 min. total, 610.1 MB
unlinked_crunching v9 670 games, 599918 moves, e=0.406, loss: 744.4, -, 7.9% elo% vs. random_no_suicide, avg. reward: 11.764, 2.410 sec/game, 20.3 min. total, 610.6 MB
unlinked_crunching v9 671 games, 600922 moves, e=0.405, loss: 716.7, -, 7.8% elo% vs. random_no_suicide, avg. reward: 11.727, 2.403 sec/game, 20.4 min. total, 610.8 MB
unlinked_crunching v9 672 games, 601970 moves, e=0.404, loss: 730.0, -, 7.7% elo% vs. random_no_suicide, avg. reward: 11.713, 2.415 sec/game, 20.4 min. total, 610.3 MB
unlinked_crunching v9 673 games, 602837 moves, e=0.403, loss: 761.3, -, 7.6% elo% vs. random_no_suicide, avg. reward: 11.675, 2.386 sec/game, 20.4 min. total, 610.2 MB
unlinked_crunching v9 674 games, 603968 moves, e=0.402, loss: 776.3, -, 7.5% elo% vs. random_no_suicide, avg. reward: 11.679, 2.385 sec/game, 20.5 min. total, 610.3 MB
unlinked_crunching v9 675 games, 605176 moves, e=0.401, loss: 783.1, -, 7.4% elo% vs. random_no_suicide, avg. reward: 11.651, 2.398 sec/game, 20.5 min. total, 610.9 MB
unlinked_crunching v9 676 games, 606317 moves, e=0.400, loss: 779.5, -, 7.3% elo% vs. random_no_suicide, avg. reward: 11.642, 2.378 sec/game, 20.5 min. total, 612.4 MB
unlinked_crunching v9 677 games, 607494 moves, e=0.399, loss: 763.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: 11.649, 2.388 sec/game, 20.6 min. total, 613.8 MB
unlinked_crunching v9 678 games, 608544 moves, e=0.398, loss: 722.1, -, 7.2% elo% vs. random_no_suicide, avg. reward: 11.651, 2.361 sec/game, 20.6 min. total, 614.2 MB
unlinked_crunching v9 679 games, 609798 moves, e=0.396, loss: 740.6, -, 7.1% elo% vs. random_no_suicide, avg. reward: 11.670, 2.373 sec/game, 20.7 min. total, 614.3 MB
unlinked_crunching v9 680 games, 611056 moves, e=0.395, loss: 724.7, -, 7.0% elo% vs. random_no_suicide, avg. reward: 11.656, 2.377 sec/game, 20.7 min. total, 613.9 MB
unlinked_crunching v9 681 games, 612151 moves, e=0.394, loss: 701.9, -, 6.9% elo% vs. random_no_suicide, avg. reward: 11.655, 2.370 sec/game, 20.8 min. total, 614.5 MB
unlinked_crunching v9 682 games, 613358 moves, e=0.393, loss: 728.9, -, 6.8% elo% vs. random_no_suicide, avg. reward: 11.639, 2.372 sec/game, 20.8 min. total, 614.3 MB
unlinked_crunching v9 683 games, 614516 moves, e=0.392, loss: 706.2, -, 6.7% elo% vs. random_no_suicide, avg. reward: 11.661, 2.378 sec/game, 20.8 min. total, 614.9 MB
unlinked_crunching v9 684 games, 615467 moves, e=0.391, loss: 661.1, -, 6.7% elo% vs. random_no_suicide, avg. reward: 11.641, 2.356 sec/game, 20.9 min. total, 615.3 MB
unlinked_crunching v9 685 games, 616549 moves, e=0.390, loss: 667.9, -, 6.6% elo% vs. random_no_suicide, avg. reward: 11.651, 2.360 sec/game, 20.9 min. total, 615.8 MB
unlinked_crunching v9 686 games, 617676 moves, e=0.389, loss: 666.3, -, 6.5% elo% vs. random_no_suicide, avg. reward: 11.646, 2.360 sec/game, 21.0 min. total, 616.5 MB
unlinked_crunching v9 687 games, 618831 moves, e=0.387, loss: 659.7, -, 6.4% elo% vs. random_no_suicide, avg. reward: 11.636, 2.372 sec/game, 21.0 min. total, 616.5 MB
unlinked_crunching v9 688 games, 620038 moves, e=0.386, loss: 667.0, -, 6.4% elo% vs. random_no_suicide, avg. reward: 11.650, 2.379 sec/game, 21.0 min. total, 616.7 MB
unlinked_crunching v9 689 games, 621346 moves, e=0.385, loss: 678.7, -, 6.3% elo% vs. random_no_suicide, avg. reward: 11.667, 2.386 sec/game, 21.1 min. total, 616.8 MB
unlinked_crunching v9 690 games, 622570 moves, e=0.384, loss: 688.7, -, 6.2% elo% vs. random_no_suicide, avg. reward: 11.674, 2.400 sec/game, 21.1 min. total, 616.8 MB
unlinked_crunching v9 691 games, 623749 moves, e=0.382, loss: 684.4, -, 6.2% elo% vs. random_no_suicide, avg. reward: 11.662, 2.418 sec/game, 21.2 min. total, 618.1 MB
unlinked_crunching v9 692 games, 624960 moves, e=0.381, loss: 625.7, -, 6.1% elo% vs. random_no_suicide, avg. reward: 11.639, 2.429 sec/game, 21.2 min. total, 620.2 MB
unlinked_crunching v9 693 games, 625989 moves, e=0.380, loss: 629.3, -, 6.0% elo% vs. random_no_suicide, avg. reward: 11.618, 2.442 sec/game, 21.2 min. total, 619.4 MB
unlinked_crunching v9 694 games, 627124 moves, e=0.379, loss: 642.5, -, 6.0% elo% vs. random_no_suicide, avg. reward: 11.645, 2.443 sec/game, 21.3 min. total, 620.5 MB
unlinked_crunching v9 695 games, 628510 moves, e=0.378, loss: 618.6, -, 5.9% elo% vs. random_no_suicide, avg. reward: 11.671, 2.464 sec/game, 21.3 min. total, 620.5 MB
unlinked_crunching v9 696 games, 629699 moves, e=0.377, loss: 618.5, -, 5.8% elo% vs. random_no_suicide, avg. reward: 11.694, 2.465 sec/game, 21.4 min. total, 620.6 MB
unlinked_crunching v9 697 games, 630802 moves, e=0.376, loss: 637.5, -, 5.8% elo% vs. random_no_suicide, avg. reward: 11.718, 2.455 sec/game, 21.4 min. total, 621.2 MB
unlinked_crunching v9 698 games, 632079 moves, e=0.374, loss: 611.8, -, 5.7% elo% vs. random_no_suicide, avg. reward: 11.727, 2.474 sec/game, 21.5 min. total, 621.0 MB
unlinked_crunching v9 699 games, 633177 moves, e=0.373, loss: 624.6, -, 5.7% elo% vs. random_no_suicide, avg. reward: 11.732, 2.452 sec/game, 21.5 min. total, 621.7 MB
unlinked_crunching v9 700 games, 634228 moves, e=0.372, loss: 623.9, -, 5.6% elo% vs. random_no_suicide, avg. reward: 11.724, 2.432 sec/game, 21.5 min. total, 622.3 MB
unlinked_crunching v10 701 games, 635406 moves, e=0.371, loss: 650.4, -, 47.7% elo% vs. random_no_suicide, avg. reward: 11.706, 2.448 sec/game, 21.6 min. total, 624.1 MB
unlinked_crunching v10 702 games, 636636 moves, e=0.370, loss: 629.5, -, 45.5% elo% vs. random_no_suicide, avg. reward: 11.705, 2.455 sec/game, 21.6 min. total, 623.9 MB
unlinked_crunching v10 703 games, 637695 moves, e=0.369, loss: 630.8, -, 43.4% elo% vs. random_no_suicide, avg. reward: 11.705, 2.443 sec/game, 21.7 min. total, 623.9 MB
unlinked_crunching v10 704 games, 639018 moves, e=0.367, loss: 620.7, -, 41.5% elo% vs. random_no_suicide, avg. reward: 11.735, 2.479 sec/game, 21.7 min. total, 624.0 MB
unlinked_crunching v10 705 games, 640378 moves, e=0.366, loss: 627.1, -, 39.6% elo% vs. random_no_suicide, avg. reward: 11.751, 2.501 sec/game, 21.7 min. total, 624.0 MB
unlinked_crunching v10 706 games, 641574 moves, e=0.365, loss: 607.8, -, 37.9% elo% vs. random_no_suicide, avg. reward: 11.751, 2.511 sec/game, 21.8 min. total, 623.8 MB
unlinked_crunching v10 707 games, 642885 moves, e=0.364, loss: 616.6, -, 36.3% elo% vs. random_no_suicide, avg. reward: 11.752, 2.523 sec/game, 21.8 min. total, 624.2 MB
unlinked_crunching v10 708 games, 643913 moves, e=0.363, loss: 638.0, -, 34.8% elo% vs. random_no_suicide, avg. reward: 11.734, 2.501 sec/game, 21.9 min. total, 624.3 MB
unlinked_crunching v10 709 games, 645000 moves, e=0.361, loss: 615.7, -, 33.3% elo% vs. random_no_suicide, avg. reward: 11.754, 2.488 sec/game, 21.9 min. total, 625.7 MB
unlinked_crunching v10 710 games, 646437 moves, e=0.360, loss: 576.6, -, 32.0% elo% vs. random_no_suicide, avg. reward: 11.757, 2.512 sec/game, 22.0 min. total, 625.6 MB
unlinked_crunching v10 711 games, 647696 moves, e=0.359, loss: 581.2, -, 30.7% elo% vs. random_no_suicide, avg. reward: 11.747, 2.513 sec/game, 22.0 min. total, 625.6 MB
unlinked_crunching v10 712 games, 648768 moves, e=0.358, loss: 617.0, -, 29.5% elo% vs. random_no_suicide, avg. reward: 11.747, 2.499 sec/game, 22.0 min. total, 625.5 MB
unlinked_crunching v10 713 games, 649996 moves, e=0.357, loss: 612.6, -, 28.4% elo% vs. random_no_suicide, avg. reward: 11.768, 2.521 sec/game, 22.1 min. total, 625.1 MB
unlinked_crunching v10 714 games, 651281 moves, e=0.355, loss: 655.4, -, 27.3% elo% vs. random_no_suicide, avg. reward: 11.764, 2.529 sec/game, 22.1 min. total, 624.9 MB
unlinked_crunching v10 715 games, 652645 moves, e=0.354, loss: 634.3, -, 26.4% elo% vs. random_no_suicide, avg. reward: 11.776, 2.520 sec/game, 22.2 min. total, 626.4 MB
unlinked_crunching v10 716 games, 654100 moves, e=0.352, loss: 612.7, -, 25.4% elo% vs. random_no_suicide, avg. reward: 11.771, 2.553 sec/game, 22.2 min. total, 627.6 MB
unlinked_crunching v10 717 games, 655330 moves, e=0.351, loss: 593.3, -, 24.5% elo% vs. random_no_suicide, avg. reward: 11.779, 2.554 sec/game, 22.3 min. total, 629.0 MB
unlinked_crunching v10 718 games, 656402 moves, e=0.350, loss: 604.2, -, 23.7% elo% vs. random_no_suicide, avg. reward: 11.789, 2.540 sec/game, 22.3 min. total, 629.3 MB
unlinked_crunching v10 719 games, 657364 moves, e=0.349, loss: 587.8, -, 22.9% elo% vs. random_no_suicide, avg. reward: 11.773, 2.530 sec/game, 22.3 min. total, 629.6 MB
unlinked_crunching v10 720 games, 658496 moves, e=0.348, loss: 587.4, -, 22.2% elo% vs. random_no_suicide, avg. reward: 11.772, 2.540 sec/game, 22.4 min. total, 629.5 MB
unlinked_crunching v10 721 games, 659697 moves, e=0.347, loss: 550.1, -, 21.5% elo% vs. random_no_suicide, avg. reward: 11.751, 2.525 sec/game, 22.4 min. total, 630.0 MB
unlinked_crunching v10 722 games, 660928 moves, e=0.346, loss: 579.1, -, 20.8% elo% vs. random_no_suicide, avg. reward: 11.745, 2.527 sec/game, 22.5 min. total, 629.7 MB
unlinked_crunching v10 723 games, 662005 moves, e=0.345, loss: 603.2, -, 20.2% elo% vs. random_no_suicide, avg. reward: 11.735, 2.525 sec/game, 22.5 min. total, 630.7 MB
unlinked_crunching v10 724 games, 663043 moves, e=0.344, loss: 618.3, -, 19.6% elo% vs. random_no_suicide, avg. reward: 11.720, 2.497 sec/game, 22.5 min. total, 630.2 MB
unlinked_crunching v10 725 games, 664184 moves, e=0.342, loss: 636.2, -, 19.1% elo% vs. random_no_suicide, avg. reward: 11.715, 2.474 sec/game, 22.6 min. total, 630.6 MB
unlinked_crunching v10 726 games, 665316 moves, e=0.341, loss: 644.6, -, 18.5% elo% vs. random_no_suicide, avg. reward: 11.696, 2.464 sec/game, 22.6 min. total, 632.5 MB
