moocher_shakable v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 310.0 MB
moocher_shakable v18 2273 games, 5536601 moves, e=0.010, loss: 385472260.5, -, 0.5% elo% vs. sunguard, avg. reward: -1.738, 8.014 sec/game, 289.7 min. total, 1351.6 MB
moocher_shakable v18 2274 games, 5539006 moves, e=0.010, loss: 393763148.9, -, 0.5% elo% vs. sunguard, avg. reward: -1.741, 7.995 sec/game, 289.9 min. total, 1349.9 MB
moocher_shakable v18 2275 games, 5541595 moves, e=0.010, loss: 381155733.6, -, 0.5% elo% vs. sunguard, avg. reward: -1.742, 7.999 sec/game, 290.0 min. total, 1346.7 MB
moocher_shakable v18 2276 games, 5544209 moves, e=0.010, loss: 421225391.8, -, 0.5% elo% vs. sunguard, avg. reward: -1.744, 8.045 sec/game, 290.1 min. total, 1346.5 MB
moocher_shakable v18 2277 games, 5546878 moves, e=0.010, loss: 424492776.2, -, 0.5% elo% vs. sunguard, avg. reward: -1.741, 8.055 sec/game, 290.3 min. total, 1348.8 MB
moocher_shakable v18 2278 games, 5549502 moves, e=0.010, loss: 391606444.4, -, 0.5% elo% vs. sunguard, avg. reward: -1.740, 8.082 sec/game, 290.4 min. total, 1352.1 MB
moocher_shakable v18 2279 games, 5551958 moves, e=0.010, loss: 434406062.7, -, 0.5% elo% vs. sunguard, avg. reward: -1.740, 8.062 sec/game, 290.5 min. total, 1350.5 MB
moocher_shakable v18 2280 games, 5554605 moves, e=0.010, loss: 414976658.7, -, 0.5% elo% vs. sunguard, avg. reward: -1.737, 8.068 sec/game, 290.7 min. total, 1350.6 MB
moocher_shakable v18 2281 games, 5557164 moves, e=0.010, loss: 399746494.1, -, 0.5% elo% vs. sunguard, avg. reward: -1.736, 8.054 sec/game, 290.8 min. total, 1348.7 MB
moocher_shakable v18 2282 games, 5559755 moves, e=0.010, loss: 431407503.3, -, 0.5% elo% vs. sunguard, avg. reward: -1.735, 8.076 sec/game, 290.9 min. total, 1351.1 MB
moocher_shakable v18 2283 games, 5562260 moves, e=0.010, loss: 463226196.4, -, 0.5% elo% vs. sunguard, avg. reward: -1.734, 8.061 sec/game, 291.1 min. total, 1352.5 MB
moocher_shakable v18 2284 games, 5564822 moves, e=0.010, loss: 464722299.2, -, 0.5% elo% vs. sunguard, avg. reward: -1.732, 8.043 sec/game, 291.2 min. total, 1352.2 MB
moocher_shakable v18 2285 games, 5567628 moves, e=0.010, loss: 449456631.2, -, 0.5% elo% vs. sunguard, avg. reward: -1.725, 8.093 sec/game, 291.4 min. total, 1355.7 MB
moocher_shakable v18 2286 games, 5570179 moves, e=0.010, loss: 441939169.6, -, 0.5% elo% vs. sunguard, avg. reward: -1.726, 8.104 sec/game, 291.5 min. total, 1355.0 MB
moocher_shakable v18 2287 games, 5572745 moves, e=0.010, loss: 420068279.6, -, 0.5% elo% vs. sunguard, avg. reward: -1.726, 8.097 sec/game, 291.6 min. total, 1355.0 MB
moocher_shakable v18 2288 games, 5575289 moves, e=0.010, loss: 430586711.1, -, 0.5% elo% vs. sunguard, avg. reward: -1.727, 8.072 sec/game, 291.7 min. total, 1355.4 MB
moocher_shakable v18 2289 games, 5577911 moves, e=0.010, loss: 435615626.5, -, 0.5% elo% vs. sunguard, avg. reward: -1.728, 8.069 sec/game, 291.9 min. total, 1354.5 MB
moocher_shakable v18 2290 games, 5580514 moves, e=0.010, loss: 432331801.9, -, 0.5% elo% vs. sunguard, avg. reward: -1.730, 8.076 sec/game, 292.0 min. total, 1358.6 MB
moocher_shakable v18 2291 games, 5583099 moves, e=0.010, loss: 450355951.0, -, 0.5% elo% vs. sunguard, avg. reward: -1.735, 8.032 sec/game, 292.1 min. total, 1359.8 MB
moocher_shakable v18 2292 games, 5585551 moves, e=0.010, loss: 449244933.3, -, 0.5% elo% vs. sunguard, avg. reward: -1.739, 8.033 sec/game, 292.3 min. total, 1357.9 MB
moocher_shakable v18 2293 games, 5588082 moves, e=0.010, loss: 504846306.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.741, 8.022 sec/game, 292.4 min. total, 1356.1 MB
moocher_shakable v18 2294 games, 5590498 moves, e=0.010, loss: 481384758.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.743, 8.030 sec/game, 292.5 min. total, 1353.7 MB
moocher_shakable v18 2295 games, 5592911 moves, e=0.010, loss: 495533673.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.746, 8.020 sec/game, 292.7 min. total, 1353.0 MB
moocher_shakable v18 2296 games, 5595328 moves, e=0.010, loss: 471105910.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.747, 7.985 sec/game, 292.8 min. total, 1353.4 MB
moocher_shakable v18 2297 games, 5597771 moves, e=0.010, loss: 470087130.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.745, 7.959 sec/game, 292.9 min. total, 1354.5 MB
moocher_shakable v18 2298 games, 5600272 moves, e=0.010, loss: 494716817.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.744, 7.934 sec/game, 293.1 min. total, 1353.6 MB
moocher_shakable v18 2299 games, 5602860 moves, e=0.010, loss: 459369937.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.746, 7.950 sec/game, 293.2 min. total, 1355.4 MB
moocher_shakable v18 2300 games, 5605542 moves, e=0.010, loss: 475730438.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.745, 7.946 sec/game, 293.3 min. total, 1355.7 MB
moocher_shakable v18 2301 games, 5608174 moves, e=0.010, loss: 468820905.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.747, 7.953 sec/game, 293.5 min. total, 1356.1 MB
moocher_shakable v18 2302 games, 5610597 moves, e=0.010, loss: 476829306.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.751, 7.926 sec/game, 293.6 min. total, 1355.8 MB
moocher_shakable v18 2303 games, 5613335 moves, e=0.010, loss: 495702812.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.751, 7.970 sec/game, 293.7 min. total, 1358.1 MB
moocher_shakable v18 2304 games, 5615916 moves, e=0.010, loss: 484637258.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.752, 7.974 sec/game, 293.9 min. total, 1356.4 MB
moocher_shakable v18 2305 games, 5618566 moves, e=0.010, loss: 511353808.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.750, 7.972 sec/game, 294.0 min. total, 1355.8 MB
moocher_shakable v18 2306 games, 5621157 moves, e=0.010, loss: 508092996.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.752, 7.981 sec/game, 294.1 min. total, 1357.2 MB
moocher_shakable v18 2307 games, 5623628 moves, e=0.010, loss: 509615553.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.754, 7.974 sec/game, 294.3 min. total, 1353.5 MB
moocher_shakable v18 2308 games, 5626259 moves, e=0.010, loss: 475560751.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.754, 8.015 sec/game, 294.4 min. total, 1356.6 MB
moocher_shakable v18 2309 games, 5628770 moves, e=0.010, loss: 515425569.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.757, 7.988 sec/game, 294.5 min. total, 1357.4 MB
moocher_shakable v18 2310 games, 5631246 moves, e=0.010, loss: 555751987.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.760, 8.018 sec/game, 294.7 min. total, 1346.5 MB
moocher_shakable v18 2311 games, 5633661 moves, e=0.010, loss: 526561608.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.760, 7.990 sec/game, 294.8 min. total, 1346.2 MB
moocher_shakable v18 2312 games, 5636246 moves, e=0.010, loss: 524482389.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.761, 8.007 sec/game, 295.0 min. total, 1345.9 MB
moocher_shakable v18 2313 games, 5638878 moves, e=0.010, loss: 554005767.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.758, 8.025 sec/game, 295.1 min. total, 1346.9 MB
moocher_shakable v18 2314 games, 5641289 moves, e=0.010, loss: 520125120.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.759, 8.017 sec/game, 295.2 min. total, 1348.2 MB
moocher_shakable v18 2315 games, 5643936 moves, e=0.010, loss: 522007648.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.754, 8.046 sec/game, 295.3 min. total, 1351.3 MB
moocher_shakable v18 2316 games, 5646644 moves, e=0.010, loss: 499318484.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.750, 8.072 sec/game, 295.5 min. total, 1352.0 MB
moocher_shakable v18 2317 games, 5649453 moves, e=0.010, loss: 498585879.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.749, 8.145 sec/game, 295.6 min. total, 1355.5 MB
moocher_shakable v18 2318 games, 5652128 moves, e=0.010, loss: 491127778.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.746, 8.168 sec/game, 295.8 min. total, 1358.5 MB
moocher_shakable v18 2319 games, 5654632 moves, e=0.010, loss: 493766536.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.745, 8.152 sec/game, 295.9 min. total, 1357.8 MB
moocher_shakable v18 2320 games, 5657256 moves, e=0.010, loss: 526075110.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.743, 8.163 sec/game, 296.0 min. total, 1342.5 MB
moocher_shakable v18 2321 games, 5659819 moves, e=0.010, loss: 535642628.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.742, 8.159 sec/game, 296.2 min. total, 1339.1 MB
moocher_shakable v18 2322 games, 5662335 moves, e=0.010, loss: 573085903.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.745, 8.164 sec/game, 296.3 min. total, 1337.0 MB
moocher_shakable v18 2323 games, 5664831 moves, e=0.010, loss: 577777782.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.744, 8.128 sec/game, 296.4 min. total, 1337.6 MB
moocher_shakable v18 2324 games, 5667466 moves, e=0.010, loss: 519810997.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.743, 8.143 sec/game, 296.6 min. total, 1339.0 MB
moocher_shakable v18 2325 games, 5670253 moves, e=0.010, loss: 489307857.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.739, 8.131 sec/game, 296.7 min. total, 1342.5 MB
moocher_shakable v18 2326 games, 5672763 moves, e=0.010, loss: 492044155.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.741, 8.122 sec/game, 296.8 min. total, 1343.2 MB
moocher_shakable v18 2327 games, 5675178 moves, e=0.010, loss: 515001628.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.740, 8.109 sec/game, 297.0 min. total, 1341.9 MB
moocher_shakable v18 2328 games, 5677729 moves, e=0.010, loss: 586962294.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.743, 8.085 sec/game, 297.1 min. total, 1340.9 MB
moocher_shakable v18 2329 games, 5680273 moves, e=0.010, loss: 590481100.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.745, 8.091 sec/game, 297.2 min. total, 1338.4 MB
moocher_shakable v18 2330 games, 5682851 moves, e=0.010, loss: 570547872.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.748, 8.062 sec/game, 297.4 min. total, 1339.3 MB
moocher_shakable v18 2331 games, 5685507 moves, e=0.010, loss: 523073240.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.747, 8.105 sec/game, 297.5 min. total, 1342.4 MB
moocher_shakable v18 2332 games, 5688140 moves, e=0.010, loss: 500393641.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.748, 8.070 sec/game, 297.6 min. total, 1343.2 MB
moocher_shakable v18 2333 games, 5690518 moves, e=0.010, loss: 531509878.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.751, 8.050 sec/game, 297.8 min. total, 1343.5 MB
moocher_shakable v18 2334 games, 5693071 moves, e=0.010, loss: 567336175.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.751, 8.078 sec/game, 297.9 min. total, 1343.2 MB
moocher_shakable v18 2335 games, 5695769 moves, e=0.010, loss: 522628146.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.746, 8.087 sec/game, 298.0 min. total, 1343.6 MB
moocher_shakable v18 2336 games, 5698333 moves, e=0.010, loss: 520451349.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.747, 8.070 sec/game, 298.2 min. total, 1344.3 MB
moocher_shakable v18 2337 games, 5700949 moves, e=0.010, loss: 552504471.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.748, 8.031 sec/game, 298.3 min. total, 1347.5 MB
moocher_shakable v18 2338 games, 5703476 moves, e=0.010, loss: 565466683.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.749, 8.008 sec/game, 298.4 min. total, 1347.8 MB
moocher_shakable v18 2339 games, 5705885 moves, e=0.010, loss: 606695239.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.747, 8.002 sec/game, 298.6 min. total, 1346.1 MB
moocher_shakable v18 2340 games, 5708282 moves, e=0.010, loss: 689258719.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.747, 7.926 sec/game, 298.7 min. total, 1343.5 MB
moocher_shakable v18 2341 games, 5710627 moves, e=0.010, loss: 639493196.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.748, 7.898 sec/game, 298.8 min. total, 1342.1 MB
moocher_shakable v18 2342 games, 5713118 moves, e=0.010, loss: 696613355.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.748, 7.897 sec/game, 298.9 min. total, 1343.5 MB
moocher_shakable v18 2343 games, 5715484 moves, e=0.010, loss: 633260847.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.750, 7.872 sec/game, 299.1 min. total, 1343.0 MB
moocher_shakable v18 2344 games, 5717887 moves, e=0.010, loss: 633592749.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.751, 7.825 sec/game, 299.2 min. total, 1343.1 MB
moocher_shakable v18 2345 games, 5720403 moves, e=0.010, loss: 657657283.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.750, 7.813 sec/game, 299.3 min. total, 1343.5 MB
moocher_shakable v18 2346 games, 5723014 moves, e=0.010, loss: 648597677.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.748, 7.835 sec/game, 299.5 min. total, 1345.3 MB
moocher_shakable v18 2347 games, 5725820 moves, e=0.010, loss: 631718073.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.742, 7.879 sec/game, 299.6 min. total, 1353.0 MB
moocher_shakable v18 2348 games, 5728511 moves, e=0.010, loss: 613645296.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.739, 7.912 sec/game, 299.7 min. total, 1355.8 MB
moocher_shakable v18 2349 games, 5731425 moves, e=0.010, loss: 551217351.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.734, 7.969 sec/game, 299.9 min. total, 1360.7 MB
moocher_shakable v18 2350 games, 5734214 moves, e=0.010, loss: 568037460.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.728, 8.011 sec/game, 300.0 min. total, 1361.5 MB
moocher_shakable v18 2351 games, 5736875 moves, e=0.010, loss: 578084836.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.725, 8.009 sec/game, 300.2 min. total, 1360.7 MB
moocher_shakable v18 2352 games, 5739456 moves, e=0.010, loss: 569597819.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.722, 8.012 sec/game, 300.3 min. total, 1362.3 MB
moocher_shakable v18 2353 games, 5742038 moves, e=0.010, loss: 574924836.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.719, 8.033 sec/game, 300.4 min. total, 1359.2 MB
moocher_shakable v18 2354 games, 5744581 moves, e=0.010, loss: 602077405.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.719, 8.026 sec/game, 300.6 min. total, 1356.1 MB
moocher_shakable v18 2355 games, 5746964 moves, e=0.010, loss: 606502549.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.719, 7.982 sec/game, 300.7 min. total, 1353.3 MB
moocher_shakable v18 2356 games, 5749411 moves, e=0.010, loss: 595167667.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.719, 7.976 sec/game, 300.8 min. total, 1352.7 MB
moocher_shakable v18 2357 games, 5751933 moves, e=0.010, loss: 577833806.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.721, 7.940 sec/game, 301.0 min. total, 1351.0 MB
moocher_shakable v18 2358 games, 5754491 moves, e=0.010, loss: 583644875.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.721, 7.943 sec/game, 301.1 min. total, 1349.8 MB
moocher_shakable v18 2359 games, 5756992 moves, e=0.010, loss: 622647894.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.721, 7.966 sec/game, 301.2 min. total, 1351.5 MB
moocher_shakable v18 2360 games, 5759624 moves, e=0.010, loss: 616891529.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.721, 8.023 sec/game, 301.4 min. total, 1353.6 MB
moocher_shakable v18 2361 games, 5762172 moves, e=0.010, loss: 551911820.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.723, 8.035 sec/game, 301.5 min. total, 1357.2 MB
moocher_shakable v18 2362 games, 5764931 moves, e=0.010, loss: 664150509.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.723, 8.097 sec/game, 301.6 min. total, 1363.2 MB
moocher_shakable v18 2363 games, 5767449 moves, e=0.010, loss: 682680833.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.724, 8.121 sec/game, 301.8 min. total, 1364.2 MB
moocher_shakable v18 2364 games, 5770167 moves, e=0.010, loss: 674999792.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.722, 8.171 sec/game, 301.9 min. total, 1365.1 MB
moocher_shakable v18 2365 games, 5772656 moves, e=0.010, loss: 688455933.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.723, 8.145 sec/game, 302.0 min. total, 1363.3 MB
moocher_shakable v18 2366 games, 5775275 moves, e=0.010, loss: 669888582.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.722, 8.144 sec/game, 302.2 min. total, 1361.3 MB
moocher_shakable v18 2367 games, 5777862 moves, e=0.010, loss: 642323540.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.722, 8.119 sec/game, 302.3 min. total, 1361.9 MB
moocher_shakable v18 2368 games, 5780474 moves, e=0.010, loss: 640177715.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.723, 8.091 sec/game, 302.4 min. total, 1359.9 MB
moocher_shakable v18 2369 games, 5782808 moves, e=0.010, loss: 675500446.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.728, 8.009 sec/game, 302.6 min. total, 1358.9 MB
moocher_shakable v18 2370 games, 5785276 moves, e=0.010, loss: 648603559.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.730, 7.941 sec/game, 302.7 min. total, 1357.9 MB
moocher_shakable v18 2371 games, 5787821 moves, e=0.010, loss: 681929605.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.734, 7.916 sec/game, 302.8 min. total, 1359.6 MB
moocher_shakable v18 2372 games, 5790362 moves, e=0.010, loss: 698418790.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.735, 7.914 sec/game, 303.0 min. total, 1358.4 MB
moocher_shakable v18 2373 games, 5792888 moves, e=0.010, loss: 748233988.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.735, 7.897 sec/game, 303.1 min. total, 1361.2 MB
moocher_shakable v18 2374 games, 5795510 moves, e=0.010, loss: 728729623.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.732, 7.917 sec/game, 303.2 min. total, 1362.9 MB
moocher_shakable v18 2375 games, 5798033 moves, e=0.010, loss: 745805795.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.733, 7.946 sec/game, 303.4 min. total, 1364.7 MB
moocher_shakable v18 2376 games, 5800522 moves, e=0.010, loss: 738615756.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.735, 7.946 sec/game, 303.5 min. total, 1364.2 MB
moocher_shakable v18 2377 games, 5803108 moves, e=0.010, loss: 720856936.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.738, 7.975 sec/game, 303.6 min. total, 1366.2 MB
moocher_shakable v18 2378 games, 5805638 moves, e=0.010, loss: 695469440.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.739, 7.973 sec/game, 303.8 min. total, 1365.0 MB
moocher_shakable v18 2379 games, 5808100 moves, e=0.010, loss: 727763863.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.740, 7.957 sec/game, 303.9 min. total, 1364.5 MB
moocher_shakable v18 2380 games, 5810569 moves, e=0.010, loss: 755481078.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.743, 7.939 sec/game, 304.0 min. total, 1366.4 MB
moocher_shakable v18 2381 games, 5812953 moves, e=0.010, loss: 832719805.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.745, 7.917 sec/game, 304.1 min. total, 1363.4 MB
moocher_shakable v18 2382 games, 5815301 moves, e=0.010, loss: 900912847.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.749, 7.851 sec/game, 304.3 min. total, 1362.2 MB
moocher_shakable v18 2383 games, 5817692 moves, e=0.010, loss: 857114355.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.752, 7.807 sec/game, 304.4 min. total, 1361.6 MB
moocher_shakable v18 2384 games, 5820006 moves, e=0.010, loss: 865176992.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.755, 7.746 sec/game, 304.5 min. total, 1359.7 MB
moocher_shakable v18 2385 games, 5822493 moves, e=0.010, loss: 909493516.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.758, 7.762 sec/game, 304.6 min. total, 1361.6 MB
moocher_shakable v18 2386 games, 5824899 moves, e=0.010, loss: 867938254.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.760, 7.743 sec/game, 304.8 min. total, 1361.7 MB
moocher_shakable v18 2387 games, 5827294 moves, e=0.010, loss: 850516459.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.761, 7.717 sec/game, 304.9 min. total, 1360.8 MB
moocher_shakable v18 2388 games, 5829875 moves, e=0.010, loss: 840818443.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.761, 7.717 sec/game, 305.0 min. total, 1365.0 MB
moocher_shakable v18 2389 games, 5832275 moves, e=0.010, loss: 821724919.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.765, 7.726 sec/game, 305.1 min. total, 1365.0 MB
moocher_shakable v18 2390 games, 5834825 moves, e=0.010, loss: 796497441.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.765, 7.751 sec/game, 305.3 min. total, 1365.4 MB
moocher_shakable v18 2391 games, 5837419 moves, e=0.010, loss: 774195732.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.763, 7.768 sec/game, 305.4 min. total, 1367.9 MB
moocher_shakable v18 2392 games, 5840036 moves, e=0.010, loss: 759351525.8, -, 0.4% elo% vs. sunguard, avg. reward: -1.758, 7.791 sec/game, 305.5 min. total, 1368.8 MB
moocher_shakable v18 2393 games, 5842761 moves, e=0.010, loss: 804375404.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.754, 7.823 sec/game, 305.7 min. total, 1374.2 MB
moocher_shakable v18 2394 games, 5845392 moves, e=0.010, loss: 816267469.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.752, 7.814 sec/game, 305.8 min. total, 1377.3 MB
moocher_shakable v18 2395 games, 5848141 moves, e=0.010, loss: 831628020.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.747, 7.826 sec/game, 306.0 min. total, 1378.4 MB
moocher_shakable v18 2396 games, 5850704 moves, e=0.010, loss: 813168225.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.746, 7.828 sec/game, 306.1 min. total, 1377.4 MB
moocher_shakable v18 2397 games, 5853206 moves, e=0.010, loss: 804810253.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.746, 7.824 sec/game, 306.2 min. total, 1374.5 MB
moocher_shakable v18 2398 games, 5855749 moves, e=0.010, loss: 751532439.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.746, 7.816 sec/game, 306.4 min. total, 1374.1 MB
moocher_shakable v18 2399 games, 5858182 moves, e=0.010, loss: 726369688.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.749, 7.816 sec/game, 306.5 min. total, 1372.8 MB
moocher_shakable v18 2400 games, 5860684 moves, e=0.010, loss: 796294638.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.750, 7.805 sec/game, 306.6 min. total, 1371.6 MB
moocher_shakable v18 2401 games, 5863448 moves, e=0.010, loss: 779201206.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.748, 7.872 sec/game, 306.8 min. total, 1375.8 MB
moocher_shakable v18 2402 games, 5866049 moves, e=0.010, loss: 760729132.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.746, 7.890 sec/game, 306.9 min. total, 1377.2 MB
moocher_shakable v18 2403 games, 5868591 moves, e=0.010, loss: 803523074.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.748, 7.941 sec/game, 307.0 min. total, 1378.9 MB
moocher_shakable v18 2404 games, 5871089 moves, e=0.010, loss: 792929788.5, -, 0.4% elo% vs. sunguard, avg. reward: -1.750, 7.979 sec/game, 307.2 min. total, 1378.5 MB
moocher_shakable v18 2405 games, 5873472 moves, e=0.010, loss: 804904730.6, -, 0.4% elo% vs. sunguard, avg. reward: -1.755, 7.961 sec/game, 307.3 min. total, 1374.6 MB
moocher_shakable v18 2406 games, 5876016 moves, e=0.010, loss: 738322026.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.755, 7.968 sec/game, 307.4 min. total, 1375.0 MB
moocher_shakable v18 2407 games, 5878436 moves, e=0.010, loss: 792843967.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.755, 7.975 sec/game, 307.5 min. total, 1374.6 MB
moocher_shakable v18 2408 games, 5880888 moves, e=0.010, loss: 874515389.2, -, 0.4% elo% vs. sunguard, avg. reward: -1.759, 7.952 sec/game, 307.7 min. total, 1375.8 MB
moocher_shakable v18 2409 games, 5883384 moves, e=0.010, loss: 854788566.9, -, 0.4% elo% vs. sunguard, avg. reward: -1.758, 7.944 sec/game, 307.8 min. total, 1376.3 MB
moocher_shakable v18 2410 games, 5885952 moves, e=0.010, loss: 878188796.1, -, 0.4% elo% vs. sunguard, avg. reward: -1.757, 7.956 sec/game, 307.9 min. total, 1377.5 MB
moocher_shakable v18 2411 games, 5888375 moves, e=0.010, loss: 838204192.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.760, 7.907 sec/game, 308.0 min. total, 1376.6 MB
moocher_shakable v18 2412 games, 5890807 moves, e=0.010, loss: 850599207.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.762, 7.864 sec/game, 308.2 min. total, 1378.2 MB
moocher_shakable v18 2413 games, 5893307 moves, e=0.010, loss: 927010199.0, -, 0.4% elo% vs. sunguard, avg. reward: -1.764, 7.853 sec/game, 308.3 min. total, 1378.4 MB
moocher_shakable v18 2414 games, 5895806 moves, e=0.010, loss: 872377599.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.764, 7.826 sec/game, 308.4 min. total, 1378.1 MB
moocher_shakable v18 2415 games, 5898372 moves, e=0.010, loss: 916988752.7, -, 0.4% elo% vs. sunguard, avg. reward: -1.768, 7.826 sec/game, 308.6 min. total, 1380.4 MB
moocher_shakable v18 2416 games, 5900803 moves, e=0.010, loss: 900607910.3, -, 0.4% elo% vs. sunguard, avg. reward: -1.772, 7.815 sec/game, 308.7 min. total, 1380.2 MB
moocher_shakable v18 2417 games, 5903307 moves, e=0.010, loss: 988233603.4, -, 0.4% elo% vs. sunguard, avg. reward: -1.772, 7.806 sec/game, 308.8 min. total, 1380.7 MB
