marrow_each v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 319.3 MB
marrow_each v18 3370 games, 8128466 moves, e=0.010, loss: 1015813563622.3, -, 0.3% elo% vs. v16, avg. reward: -1.649, 7.976 sec/game, 419.4 min. total, 1252.0 MB
marrow_each v18 3371 games, 8130801 moves, e=0.010, loss: 984165110663.5, -, 0.3% elo% vs. v16, avg. reward: -1.645, 7.962 sec/game, 419.5 min. total, 1252.5 MB
marrow_each v18 3372 games, 8133117 moves, e=0.010, loss: 1027503663983.8, -, 0.3% elo% vs. v16, avg. reward: -1.646, 7.921 sec/game, 419.6 min. total, 1252.0 MB
marrow_each v18 3373 games, 8135419 moves, e=0.010, loss: 1065454807812.0, -, 0.3% elo% vs. v16, avg. reward: -1.647, 7.903 sec/game, 419.7 min. total, 1252.5 MB
marrow_each v18 3374 games, 8137830 moves, e=0.010, loss: 1021830869972.4, -, 0.2% elo% vs. v16, avg. reward: -1.647, 7.905 sec/game, 419.9 min. total, 1250.6 MB
marrow_each v18 3375 games, 8140163 moves, e=0.010, loss: 1040212834052.5, -, 0.2% elo% vs. v16, avg. reward: -1.649, 7.886 sec/game, 420.0 min. total, 1253.8 MB
marrow_each v18 3376 games, 8142409 moves, e=0.010, loss: 1064399366261.2, -, 0.2% elo% vs. v16, avg. reward: -1.649, 7.872 sec/game, 420.1 min. total, 1252.6 MB
marrow_each v18 3377 games, 8144736 moves, e=0.010, loss: 1071446549673.9, -, 0.2% elo% vs. v16, avg. reward: -1.652, 7.897 sec/game, 420.3 min. total, 1272.5 MB
marrow_each v18 3378 games, 8147180 moves, e=0.010, loss: 1127596388066.8, -, 0.2% elo% vs. v16, avg. reward: -1.652, 7.909 sec/game, 420.4 min. total, 1276.3 MB
marrow_each v18 3379 games, 8149491 moves, e=0.010, loss: 1105929852541.6, -, 0.2% elo% vs. v16, avg. reward: -1.654, 7.897 sec/game, 420.5 min. total, 1275.9 MB
marrow_each v18 3380 games, 8151876 moves, e=0.010, loss: 1071878233242.7, -, 0.2% elo% vs. v16, avg. reward: -1.654, 7.896 sec/game, 420.7 min. total, 1275.8 MB
marrow_each v18 3381 games, 8154106 moves, e=0.010, loss: 1133985198794.9, -, 0.2% elo% vs. v16, avg. reward: -1.657, 7.853 sec/game, 420.8 min. total, 1276.1 MB
marrow_each v18 3382 games, 8156330 moves, e=0.010, loss: 1149571304440.5, -, 0.2% elo% vs. v16, avg. reward: -1.660, 7.843 sec/game, 420.9 min. total, 1277.8 MB
marrow_each v18 3383 games, 8158761 moves, e=0.010, loss: 1180541598402.3, -, 0.2% elo% vs. v16, avg. reward: -1.659, 7.863 sec/game, 421.1 min. total, 1279.2 MB
marrow_each v18 3384 games, 8160981 moves, e=0.010, loss: 1185153037537.3, -, 0.2% elo% vs. v16, avg. reward: -1.660, 7.826 sec/game, 421.2 min. total, 1279.5 MB
marrow_each v18 3385 games, 8163373 moves, e=0.010, loss: 1201521801944.1, -, 0.2% elo% vs. v16, avg. reward: -1.660, 7.848 sec/game, 421.3 min. total, 1280.1 MB
marrow_each v18 3386 games, 8165654 moves, e=0.010, loss: 1168693864281.1, -, 0.2% elo% vs. v16, avg. reward: -1.662, 7.815 sec/game, 421.4 min. total, 1282.5 MB
marrow_each v18 3387 games, 8167987 moves, e=0.010, loss: 1220034944749.9, -, 0.2% elo% vs. v16, avg. reward: -1.665, 7.823 sec/game, 421.6 min. total, 1284.8 MB
marrow_each v18 3388 games, 8170329 moves, e=0.010, loss: 1167388979866.4, -, 0.2% elo% vs. v16, avg. reward: -1.667, 7.809 sec/game, 421.7 min. total, 1284.5 MB
marrow_each v18 3389 games, 8172745 moves, e=0.010, loss: 1183351924184.4, -, 0.2% elo% vs. v16, avg. reward: -1.667, 7.849 sec/game, 421.8 min. total, 1283.2 MB
marrow_each v18 3390 games, 8175122 moves, e=0.010, loss: 1236672217351.9, -, 0.2% elo% vs. v16, avg. reward: -1.667, 7.879 sec/game, 422.0 min. total, 1283.8 MB
marrow_each v18 3391 games, 8177502 moves, e=0.010, loss: 1181234313156.5, -, 0.2% elo% vs. v16, avg. reward: -1.668, 7.872 sec/game, 422.1 min. total, 1284.0 MB
marrow_each v18 3392 games, 8179861 moves, e=0.010, loss: 1167067083747.0, -, 0.2% elo% vs. v16, avg. reward: -1.669, 7.884 sec/game, 422.2 min. total, 1283.7 MB
marrow_each v18 3393 games, 8182226 moves, e=0.010, loss: 1148175613953.6, -, 0.2% elo% vs. v16, avg. reward: -1.672, 7.884 sec/game, 422.4 min. total, 1285.7 MB
marrow_each v18 3394 games, 8184703 moves, e=0.010, loss: 1146359743005.6, -, 0.2% elo% vs. v16, avg. reward: -1.672, 7.885 sec/game, 422.5 min. total, 1289.8 MB
marrow_each v18 3395 games, 8187064 moves, e=0.010, loss: 1089482165070.4, -, 0.2% elo% vs. v16, avg. reward: -1.672, 7.873 sec/game, 422.6 min. total, 1291.2 MB
marrow_each v18 3396 games, 8189518 moves, e=0.010, loss: 1131230907588.9, -, 0.2% elo% vs. v16, avg. reward: -1.675, 7.905 sec/game, 422.8 min. total, 1289.8 MB
marrow_each v18 3397 games, 8191899 moves, e=0.010, loss: 1212870685357.5, -, 0.2% elo% vs. v16, avg. reward: -1.676, 7.916 sec/game, 422.9 min. total, 1290.0 MB
marrow_each v18 3398 games, 8194288 moves, e=0.010, loss: 1272339993220.6, -, 0.2% elo% vs. v16, avg. reward: -1.673, 7.904 sec/game, 423.0 min. total, 1291.0 MB
marrow_each v18 3399 games, 8196654 moves, e=0.010, loss: 1237575422162.4, -, 0.2% elo% vs. v16, avg. reward: -1.670, 7.929 sec/game, 423.2 min. total, 1291.3 MB
marrow_each v18 3400 games, 8199130 moves, e=0.010, loss: 1226788133908.1, -, 0.2% elo% vs. v16, avg. reward: -1.670, 7.939 sec/game, 423.3 min. total, 1290.2 MB
marrow_each v18 3401 games, 8201415 moves, e=0.010, loss: 1254918060145.5, -, 0.2% elo% vs. v16, avg. reward: -1.666, 7.964 sec/game, 423.4 min. total, 1291.5 MB
marrow_each v18 3402 games, 8203745 moves, e=0.010, loss: 1269352311836.4, -, 0.2% elo% vs. v16, avg. reward: -1.662, 7.973 sec/game, 423.6 min. total, 1291.3 MB
marrow_each v18 3403 games, 8206120 moves, e=0.010, loss: 1288803112820.7, -, 0.2% elo% vs. v16, avg. reward: -1.661, 7.964 sec/game, 423.7 min. total, 1292.2 MB
marrow_each v18 3404 games, 8208345 moves, e=0.010, loss: 1378057328611.5, -, 0.2% elo% vs. v16, avg. reward: -1.660, 7.963 sec/game, 423.8 min. total, 1291.9 MB
marrow_each v18 3405 games, 8210601 moves, e=0.010, loss: 1342756236091.1, -, 0.2% elo% vs. v16, avg. reward: -1.660, 7.932 sec/game, 424.0 min. total, 1290.0 MB
marrow_each v18 3406 games, 8212837 moves, e=0.010, loss: 1379322478182.9, -, 0.2% elo% vs. v16, avg. reward: -1.659, 7.918 sec/game, 424.1 min. total, 1290.4 MB
marrow_each v18 3407 games, 8215100 moves, e=0.010, loss: 1478729145497.0, -, 0.2% elo% vs. v16, avg. reward: -1.662, 7.907 sec/game, 424.2 min. total, 1294.0 MB
marrow_each v18 3408 games, 8217459 moves, e=0.010, loss: 1497851988500.0, -, 0.2% elo% vs. v16, avg. reward: -1.660, 7.912 sec/game, 424.3 min. total, 1294.9 MB
marrow_each v18 3409 games, 8219710 moves, e=0.010, loss: 1538049121396.2, -, 0.2% elo% vs. v16, avg. reward: -1.663, 7.902 sec/game, 424.5 min. total, 1296.7 MB
marrow_each v18 3410 games, 8221869 moves, e=0.010, loss: 1604943195868.9, -, 0.2% elo% vs. v16, avg. reward: -1.664, 7.858 sec/game, 424.6 min. total, 1297.8 MB
marrow_each v18 3411 games, 8224212 moves, e=0.010, loss: 1636066054062.5, -, 0.2% elo% vs. v16, avg. reward: -1.667, 7.857 sec/game, 424.7 min. total, 1296.6 MB
marrow_each v18 3412 games, 8226366 moves, e=0.010, loss: 1678647791365.7, -, 0.2% elo% vs. v16, avg. reward: -1.669, 7.826 sec/game, 424.9 min. total, 1294.5 MB
marrow_each v18 3413 games, 8228713 moves, e=0.010, loss: 1735666029481.4, -, 0.2% elo% vs. v16, avg. reward: -1.671, 7.824 sec/game, 425.0 min. total, 1296.1 MB
marrow_each v18 3414 games, 8230870 moves, e=0.010, loss: 1761736429252.2, -, 0.2% elo% vs. v16, avg. reward: -1.674, 7.786 sec/game, 425.1 min. total, 1298.0 MB
marrow_each v18 3415 games, 8233153 moves, e=0.010, loss: 1764300422701.0, -, 0.2% elo% vs. v16, avg. reward: -1.675, 7.774 sec/game, 425.2 min. total, 1298.0 MB
marrow_each v18 3416 games, 8235417 moves, e=0.010, loss: 1773186994814.2, -, 0.2% elo% vs. v16, avg. reward: -1.677, 7.754 sec/game, 425.4 min. total, 1299.7 MB
marrow_each v18 3417 games, 8237608 moves, e=0.010, loss: 1720224899330.7, -, 0.2% elo% vs. v16, avg. reward: -1.680, 7.706 sec/game, 425.5 min. total, 1297.8 MB
marrow_each v18 3418 games, 8239926 moves, e=0.010, loss: 1665126421438.1, -, 0.2% elo% vs. v16, avg. reward: -1.679, 7.699 sec/game, 425.6 min. total, 1299.0 MB
marrow_each v18 3419 games, 8242071 moves, e=0.010, loss: 1679110550887.6, -, 0.2% elo% vs. v16, avg. reward: -1.682, 7.664 sec/game, 425.7 min. total, 1298.8 MB
marrow_each v18 3420 games, 8244478 moves, e=0.010, loss: 1619443690392.1, -, 0.2% elo% vs. v16, avg. reward: -1.680, 7.640 sec/game, 425.9 min. total, 1301.5 MB
marrow_each v18 3421 games, 8246832 moves, e=0.010, loss: 1476550638110.3, -, 0.2% elo% vs. v16, avg. reward: -1.680, 7.652 sec/game, 426.0 min. total, 1303.6 MB
marrow_each v18 3422 games, 8249365 moves, e=0.010, loss: 1383188644644.1, -, 0.2% elo% vs. v16, avg. reward: -1.678, 7.687 sec/game, 426.1 min. total, 1308.5 MB
marrow_each v18 3423 games, 8251786 moves, e=0.010, loss: 1370916220222.2, -, 0.2% elo% vs. v16, avg. reward: -1.676, 7.705 sec/game, 426.3 min. total, 1309.5 MB
marrow_each v18 3424 games, 8254224 moves, e=0.010, loss: 1377787919092.6, -, 0.2% elo% vs. v16, avg. reward: -1.675, 7.745 sec/game, 426.4 min. total, 1309.3 MB
marrow_each v18 3425 games, 8256562 moves, e=0.010, loss: 1377586303204.7, -, 0.2% elo% vs. v16, avg. reward: -1.678, 7.758 sec/game, 426.6 min. total, 1308.3 MB
marrow_each v18 3426 games, 8259051 moves, e=0.010, loss: 1348291769332.2, -, 0.2% elo% vs. v16, avg. reward: -1.678, 7.813 sec/game, 426.7 min. total, 1307.6 MB
marrow_each v18 3427 games, 8261518 moves, e=0.010, loss: 1272047391759.4, -, 0.2% elo% vs. v16, avg. reward: -1.675, 7.857 sec/game, 426.8 min. total, 1307.1 MB
marrow_each v18 3428 games, 8263900 moves, e=0.010, loss: 1138021438370.3, -, 0.2% elo% vs. v16, avg. reward: -1.675, 7.850 sec/game, 427.0 min. total, 1308.5 MB
marrow_each v18 3429 games, 8266250 moves, e=0.010, loss: 1201899478219.3, -, 0.2% elo% vs. v16, avg. reward: -1.675, 7.865 sec/game, 427.1 min. total, 1314.9 MB
marrow_each v18 3430 games, 8268757 moves, e=0.010, loss: 1237603757708.3, -, 0.2% elo% vs. v16, avg. reward: -1.671, 7.911 sec/game, 427.2 min. total, 1312.7 MB
marrow_each v18 3431 games, 8271078 moves, e=0.010, loss: 1289539173652.6, -, 0.2% elo% vs. v16, avg. reward: -1.671, 7.911 sec/game, 427.4 min. total, 1312.1 MB
marrow_each v18 3432 games, 8273403 moves, e=0.010, loss: 1338003835652.5, -, 0.2% elo% vs. v16, avg. reward: -1.672, 7.927 sec/game, 427.5 min. total, 1313.7 MB
marrow_each v18 3433 games, 8275833 moves, e=0.010, loss: 1398503067666.8, -, 0.2% elo% vs. v16, avg. reward: -1.673, 7.946 sec/game, 427.6 min. total, 1311.5 MB
marrow_each v18 3434 games, 8278193 moves, e=0.010, loss: 1414699356545.1, -, 0.2% elo% vs. v16, avg. reward: -1.671, 7.989 sec/game, 427.8 min. total, 1312.5 MB
marrow_each v18 3435 games, 8280678 moves, e=0.010, loss: 1422931180446.0, -, 0.2% elo% vs. v16, avg. reward: -1.667, 8.008 sec/game, 427.9 min. total, 1312.1 MB
marrow_each v18 3436 games, 8283196 moves, e=0.010, loss: 1386024781679.8, -, 0.2% elo% vs. v16, avg. reward: -1.665, 8.047 sec/game, 428.0 min. total, 1315.7 MB
marrow_each v18 3437 games, 8285722 moves, e=0.010, loss: 1331276808082.8, -, 0.2% elo% vs. v16, avg. reward: -1.666, 8.132 sec/game, 428.2 min. total, 1317.9 MB
marrow_each v18 3438 games, 8288199 moves, e=0.010, loss: 1333077338041.0, -, 0.2% elo% vs. v16, avg. reward: -1.663, 8.158 sec/game, 428.3 min. total, 1316.1 MB
marrow_each v18 3439 games, 8290601 moves, e=0.010, loss: 1374986833131.7, -, 0.2% elo% vs. v16, avg. reward: -1.663, 8.204 sec/game, 428.5 min. total, 1317.0 MB
marrow_each v18 3440 games, 8293046 moves, e=0.010, loss: 1424590581275.5, -, 0.2% elo% vs. v16, avg. reward: -1.666, 8.226 sec/game, 428.6 min. total, 1316.5 MB
marrow_each v18 3441 games, 8295409 moves, e=0.010, loss: 1444405737281.3, -, 0.2% elo% vs. v16, avg. reward: -1.670, 8.209 sec/game, 428.7 min. total, 1316.5 MB
marrow_each v18 3442 games, 8297652 moves, e=0.010, loss: 1506420609688.3, -, 0.2% elo% vs. v16, avg. reward: -1.673, 8.166 sec/game, 428.9 min. total, 1315.3 MB
marrow_each v18 3443 games, 8299906 moves, e=0.010, loss: 1549497530815.1, -, 0.2% elo% vs. v16, avg. reward: -1.675, 8.134 sec/game, 429.0 min. total, 1317.6 MB
marrow_each v18 3444 games, 8302242 moves, e=0.010, loss: 1560797930050.7, -, 0.2% elo% vs. v16, avg. reward: -1.679, 8.125 sec/game, 429.1 min. total, 1318.3 MB
marrow_each v18 3445 games, 8304488 moves, e=0.010, loss: 1582507946135.7, -, 0.2% elo% vs. v16, avg. reward: -1.684, 8.098 sec/game, 429.2 min. total, 1317.9 MB
marrow_each v18 3446 games, 8306865 moves, e=0.010, loss: 1525031931771.5, -, 0.2% elo% vs. v16, avg. reward: -1.685, 8.086 sec/game, 429.4 min. total, 1320.4 MB
marrow_each v18 3447 games, 8309092 moves, e=0.010, loss: 1606079297779.3, -, 0.2% elo% vs. v16, avg. reward: -1.688, 8.028 sec/game, 429.5 min. total, 1322.0 MB
marrow_each v18 3448 games, 8311352 moves, e=0.010, loss: 1647743535749.3, -, 0.2% elo% vs. v16, avg. reward: -1.689, 8.033 sec/game, 429.6 min. total, 1321.8 MB
marrow_each v18 3449 games, 8313554 moves, e=0.010, loss: 1670729584456.8, -, 0.2% elo% vs. v16, avg. reward: -1.690, 7.999 sec/game, 429.8 min. total, 1322.6 MB
marrow_each v18 3450 games, 8315895 moves, e=0.010, loss: 1699992431529.7, -, 0.2% elo% vs. v16, avg. reward: -1.690, 7.962 sec/game, 429.9 min. total, 1323.4 MB
marrow_each v18 3451 games, 8318253 moves, e=0.010, loss: 1666043106275.3, -, 0.2% elo% vs. v16, avg. reward: -1.691, 7.966 sec/game, 430.0 min. total, 1322.4 MB
marrow_each v18 3452 games, 8320664 moves, e=0.010, loss: 1732612669547.6, -, 0.2% elo% vs. v16, avg. reward: -1.693, 7.961 sec/game, 430.1 min. total, 1325.2 MB
marrow_each v18 3453 games, 8323152 moves, e=0.010, loss: 1663458070696.5, -, 0.2% elo% vs. v16, avg. reward: -1.692, 7.931 sec/game, 430.3 min. total, 1327.2 MB
marrow_each v18 3454 games, 8325644 moves, e=0.010, loss: 1577247762754.5, -, 0.2% elo% vs. v16, avg. reward: -1.694, 7.904 sec/game, 430.4 min. total, 1329.9 MB
marrow_each v18 3455 games, 8328114 moves, e=0.010, loss: 1482749760250.7, -, 0.2% elo% vs. v16, avg. reward: -1.696, 7.872 sec/game, 430.5 min. total, 1328.7 MB
marrow_each v18 3456 games, 8330523 moves, e=0.010, loss: 1424694107243.6, -, 0.2% elo% vs. v16, avg. reward: -1.697, 7.818 sec/game, 430.7 min. total, 1330.6 MB
marrow_each v18 3457 games, 8332833 moves, e=0.010, loss: 1562237689753.7, -, 0.2% elo% vs. v16, avg. reward: -1.695, 7.737 sec/game, 430.8 min. total, 1329.4 MB
marrow_each v18 3458 games, 8335152 moves, e=0.010, loss: 1516292382128.6, -, 0.2% elo% vs. v16, avg. reward: -1.696, 7.681 sec/game, 430.9 min. total, 1329.7 MB
marrow_each v18 3459 games, 8337583 moves, e=0.010, loss: 1465589098686.7, -, 0.2% elo% vs. v16, avg. reward: -1.695, 7.644 sec/game, 431.0 min. total, 1328.7 MB
marrow_each v18 3460 games, 8339877 moves, e=0.010, loss: 1469968254207.3, -, 0.2% elo% vs. v16, avg. reward: -1.696, 7.591 sec/game, 431.1 min. total, 1330.1 MB
marrow_each v18 3461 games, 8342277 moves, e=0.010, loss: 1394974283896.5, -, 0.2% elo% vs. v16, avg. reward: -1.696, 7.583 sec/game, 431.3 min. total, 1329.1 MB
marrow_each v18 3462 games, 8344857 moves, e=0.010, loss: 1340940228586.4, -, 0.2% elo% vs. v16, avg. reward: -1.691, 7.598 sec/game, 431.4 min. total, 1330.5 MB
marrow_each v18 3463 games, 8347384 moves, e=0.010, loss: 1410934242150.6, -, 0.2% elo% vs. v16, avg. reward: -1.689, 7.585 sec/game, 431.5 min. total, 1332.6 MB
marrow_each v18 3464 games, 8350200 moves, e=0.010, loss: 1380090735565.1, -, 0.2% elo% vs. v16, avg. reward: -1.684, 7.618 sec/game, 431.7 min. total, 1334.1 MB
marrow_each v18 3465 games, 8352649 moves, e=0.010, loss: 1430395599701.2, -, 0.2% elo% vs. v16, avg. reward: -1.684, 7.638 sec/game, 431.8 min. total, 1338.2 MB
marrow_each v18 3466 games, 8355095 moves, e=0.010, loss: 1455415304598.3, -, 0.2% elo% vs. v16, avg. reward: -1.684, 7.610 sec/game, 431.9 min. total, 1336.3 MB
marrow_each v18 3467 games, 8357511 moves, e=0.010, loss: 1457147539393.9, -, 0.2% elo% vs. v16, avg. reward: -1.682, 7.608 sec/game, 432.0 min. total, 1336.3 MB
marrow_each v18 3468 games, 8359914 moves, e=0.010, loss: 1475536616952.7, -, 0.2% elo% vs. v16, avg. reward: -1.680, 7.566 sec/game, 432.2 min. total, 1333.3 MB
marrow_each v18 3469 games, 8362279 moves, e=0.010, loss: 1479363198307.4, -, 0.2% elo% vs. v16, avg. reward: -1.679, 7.567 sec/game, 432.3 min. total, 1337.7 MB
marrow_each v18 3470 games, 8364579 moves, e=0.010, loss: 1476999407128.9, -, 0.2% elo% vs. v16, avg. reward: -1.677, 7.551 sec/game, 432.4 min. total, 1333.4 MB
marrow_each v18 3471 games, 8366995 moves, e=0.010, loss: 1465394039966.6, -, 0.2% elo% vs. v16, avg. reward: -1.677, 7.533 sec/game, 432.5 min. total, 1336.6 MB
marrow_each v18 3472 games, 8369501 moves, e=0.010, loss: 1478772236589.5, -, 0.2% elo% vs. v16, avg. reward: -1.672, 7.534 sec/game, 432.7 min. total, 1335.6 MB
marrow_each v18 3473 games, 8371895 moves, e=0.010, loss: 1527934878495.8, -, 0.2% elo% vs. v16, avg. reward: -1.672, 7.534 sec/game, 432.8 min. total, 1336.6 MB
marrow_each v18 3474 games, 8374206 moves, e=0.010, loss: 1491195864219.1, -, 0.2% elo% vs. v16, avg. reward: -1.672, 7.501 sec/game, 432.9 min. total, 1337.4 MB
marrow_each v18 3475 games, 8376587 moves, e=0.010, loss: 1477761649466.2, -, 0.2% elo% vs. v16, avg. reward: -1.671, 7.496 sec/game, 433.0 min. total, 1339.6 MB
marrow_each v18 3476 games, 8379017 moves, e=0.010, loss: 1412373192871.1, -, 0.2% elo% vs. v16, avg. reward: -1.668, 7.500 sec/game, 433.2 min. total, 1338.6 MB
marrow_each v18 3477 games, 8381517 moves, e=0.010, loss: 1472389149180.6, -, 0.2% elo% vs. v16, avg. reward: -1.665, 7.513 sec/game, 433.3 min. total, 1341.4 MB
marrow_each v18 3478 games, 8384016 moves, e=0.010, loss: 1502152060847.2, -, 0.2% elo% vs. v16, avg. reward: -1.665, 7.555 sec/game, 433.4 min. total, 1343.3 MB
marrow_each v18 3479 games, 8386495 moves, e=0.010, loss: 1556907808551.1, -, 0.2% elo% vs. v16, avg. reward: -1.663, 7.552 sec/game, 433.5 min. total, 1341.4 MB
marrow_each v18 3480 games, 8389003 moves, e=0.010, loss: 1630344565885.2, -, 0.2% elo% vs. v16, avg. reward: -1.662, 7.585 sec/game, 433.7 min. total, 1343.1 MB
marrow_each v18 3481 games, 8391443 moves, e=0.010, loss: 1631867926603.5, -, 0.2% elo% vs. v16, avg. reward: -1.660, 7.575 sec/game, 433.8 min. total, 1345.1 MB
marrow_each v18 3482 games, 8393892 moves, e=0.010, loss: 1600737676750.4, -, 0.2% elo% vs. v16, avg. reward: -1.655, 7.550 sec/game, 433.9 min. total, 1344.0 MB
marrow_each v18 3483 games, 8396311 moves, e=0.010, loss: 1629511159574.0, -, 0.2% elo% vs. v16, avg. reward: -1.656, 7.543 sec/game, 434.0 min. total, 1345.6 MB
marrow_each v18 3484 games, 8398620 moves, e=0.010, loss: 1675588464901.2, -, 0.2% elo% vs. v16, avg. reward: -1.654, 7.464 sec/game, 434.2 min. total, 1349.3 MB
marrow_each v18 3485 games, 8400921 moves, e=0.010, loss: 1717392246630.4, -, 0.2% elo% vs. v16, avg. reward: -1.651, 7.429 sec/game, 434.3 min. total, 1345.7 MB
marrow_each v18 3486 games, 8403317 moves, e=0.010, loss: 1765170193940.6, -, 0.2% elo% vs. v16, avg. reward: -1.650, 7.407 sec/game, 434.4 min. total, 1346.6 MB
marrow_each v18 3487 games, 8405598 moves, e=0.010, loss: 1832186270151.0, -, 0.2% elo% vs. v16, avg. reward: -1.651, 7.396 sec/game, 434.5 min. total, 1346.5 MB
marrow_each v18 3488 games, 8407953 moves, e=0.010, loss: 1868480841467.8, -, 0.2% elo% vs. v16, avg. reward: -1.650, 7.427 sec/game, 434.6 min. total, 1345.9 MB
marrow_each v18 3489 games, 8410318 moves, e=0.010, loss: 1808843052263.4, -, 0.2% elo% vs. v16, avg. reward: -1.653, 7.414 sec/game, 434.8 min. total, 1348.0 MB
marrow_each v18 3490 games, 8412636 moves, e=0.010, loss: 1874617628906.8, -, 0.2% elo% vs. v16, avg. reward: -1.654, 7.409 sec/game, 434.9 min. total, 1346.5 MB
marrow_each v18 3491 games, 8414967 moves, e=0.010, loss: 1901385536127.0, -, 0.2% elo% vs. v16, avg. reward: -1.654, 7.394 sec/game, 435.0 min. total, 1347.2 MB
marrow_each v18 3492 games, 8417238 moves, e=0.010, loss: 1946452873583.0, -, 0.2% elo% vs. v16, avg. reward: -1.655, 7.376 sec/game, 435.1 min. total, 1347.4 MB
marrow_each v18 3493 games, 8419533 moves, e=0.010, loss: 2064813328915.8, -, 0.2% elo% vs. v16, avg. reward: -1.653, 7.353 sec/game, 435.2 min. total, 1348.4 MB
marrow_each v18 3494 games, 8421895 moves, e=0.010, loss: 2028783905367.3, -, 0.2% elo% vs. v16, avg. reward: -1.655, 7.383 sec/game, 435.4 min. total, 1350.9 MB
marrow_each v18 3495 games, 8424341 moves, e=0.010, loss: 2097680597950.9, -, 0.2% elo% vs. v16, avg. reward: -1.655, 7.378 sec/game, 435.5 min. total, 1351.7 MB
marrow_each v18 3496 games, 8426815 moves, e=0.010, loss: 2052915423966.0, -, 0.2% elo% vs. v16, avg. reward: -1.654, 7.384 sec/game, 435.6 min. total, 1354.3 MB
marrow_each v18 3497 games, 8429389 moves, e=0.010, loss: 1957643023603.8, -, 0.2% elo% vs. v16, avg. reward: -1.652, 7.415 sec/game, 435.7 min. total, 1352.4 MB
marrow_each v18 3498 games, 8431792 moves, e=0.010, loss: 1921209989315.0, -, 0.2% elo% vs. v16, avg. reward: -1.653, 7.423 sec/game, 435.9 min. total, 1354.3 MB
marrow_each v18 3499 games, 8434237 moves, e=0.010, loss: 1832040162487.7, -, 0.2% elo% vs. v16, avg. reward: -1.655, 7.442 sec/game, 436.0 min. total, 1357.0 MB
marrow_each v18 3500 games, 8436612 moves, e=0.010, loss: 1748214656458.9, -, 0.2% elo% vs. v16, avg. reward: -1.657, 7.429 sec/game, 436.1 min. total, 1356.4 MB
marrow_each v18 3501 games, 8439105 moves, e=0.010, loss: 1798584144846.6, -, 0.2% elo% vs. v16, avg. reward: -1.655, 7.434 sec/game, 436.3 min. total, 1357.9 MB
marrow_each v18 3502 games, 8441446 moves, e=0.010, loss: 1773798023287.4, -, 0.2% elo% vs. v16, avg. reward: -1.656, 7.415 sec/game, 436.4 min. total, 1359.1 MB
marrow_each v18 3503 games, 8443785 moves, e=0.010, loss: 1836895754970.7, -, 0.2% elo% vs. v16, avg. reward: -1.656, 7.426 sec/game, 436.5 min. total, 1356.1 MB
marrow_each v18 3504 games, 8446080 moves, e=0.010, loss: 1814194433612.0, -, 0.2% elo% vs. v16, avg. reward: -1.658, 7.437 sec/game, 436.6 min. total, 1355.6 MB
marrow_each v18 3505 games, 8448332 moves, e=0.010, loss: 1898951769683.5, -, 0.2% elo% vs. v16, avg. reward: -1.657, 7.424 sec/game, 436.7 min. total, 1354.5 MB
marrow_each v18 3506 games, 8450736 moves, e=0.010, loss: 1954321189571.0, -, 0.2% elo% vs. v16, avg. reward: -1.655, 7.437 sec/game, 436.9 min. total, 1355.7 MB
marrow_each v18 3507 games, 8453109 moves, e=0.010, loss: 1874511756495.1, -, 0.2% elo% vs. v16, avg. reward: -1.653, 7.436 sec/game, 437.0 min. total, 1357.5 MB
marrow_each v18 3508 games, 8455397 moves, e=0.010, loss: 1949752558891.3, -, 0.2% elo% vs. v16, avg. reward: -1.651, 7.415 sec/game, 437.1 min. total, 1358.1 MB
marrow_each v18 3509 games, 8457718 moves, e=0.010, loss: 1865507884038.1, -, 0.2% elo% vs. v16, avg. reward: -1.648, 7.406 sec/game, 437.2 min. total, 1358.9 MB
marrow_each v18 3510 games, 8460147 moves, e=0.010, loss: 1832675819520.2, -, 0.2% elo% vs. v16, avg. reward: -1.643, 7.424 sec/game, 437.4 min. total, 1363.3 MB
marrow_each v18 3511 games, 8462583 moves, e=0.010, loss: 1787912416009.9, -, 0.2% elo% vs. v16, avg. reward: -1.639, 7.440 sec/game, 437.5 min. total, 1348.3 MB
marrow_each v18 3512 games, 8465108 moves, e=0.010, loss: 1841422416050.2, -, 0.2% elo% vs. v16, avg. reward: -1.635, 7.473 sec/game, 437.6 min. total, 1339.8 MB
marrow_each v18 3513 games, 8467623 moves, e=0.010, loss: 1878706579134.3, -, 0.2% elo% vs. v16, avg. reward: -1.632, 7.513 sec/game, 437.7 min. total, 1342.2 MB
marrow_each v18 3514 games, 8470078 moves, e=0.010, loss: 1883833094337.6, -, 0.2% elo% vs. v16, avg. reward: -1.628, 7.504 sec/game, 437.9 min. total, 1343.5 MB
marrow_each v18 3515 games, 8472463 moves, e=0.010, loss: 1838849209245.8, -, 0.2% elo% vs. v16, avg. reward: -1.626, 7.522 sec/game, 438.0 min. total, 1343.3 MB
marrow_each v18 3516 games, 8474914 moves, e=0.010, loss: 1790832578991.8, -, 0.2% elo% vs. v16, avg. reward: -1.621, 7.524 sec/game, 438.1 min. total, 1342.5 MB
marrow_each v18 3517 games, 8477352 moves, e=0.010, loss: 1694361854452.6, -, 0.2% elo% vs. v16, avg. reward: -1.620, 7.491 sec/game, 438.2 min. total, 1342.1 MB
