justness_pawing v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.0 MB
justness_pawing v23 1609 games, 3606913 moves, e=0.010, loss: 2465.3, -, 32.7% elo% vs. random_no_suicide, avg. reward: 3.266, 4.893 sec/game, 16.4 min. total, 561.5 MB
justness_pawing v23 1610 games, 3609358 moves, e=0.010, loss: 2524.5, -, 31.4% elo% vs. random_no_suicide, avg. reward: 3.266, 4.892 sec/game, 16.5 min. total, 560.3 MB
justness_pawing v23 1611 games, 3611761 moves, e=0.010, loss: 2701.2, +, 34.2% elo% vs. random_no_suicide, avg. reward: 3.265, 4.882 sec/game, 16.6 min. total, 559.8 MB
justness_pawing v23 1612 games, 3614133 moves, e=0.010, loss: 2569.2, +, 37.0% elo% vs. random_no_suicide, avg. reward: 3.263, 4.871 sec/game, 16.6 min. total, 560.9 MB
justness_pawing v23 1613 games, 3616552 moves, e=0.010, loss: 2619.9, -, 35.4% elo% vs. random_no_suicide, avg. reward: 3.261, 4.871 sec/game, 16.7 min. total, 563.0 MB
justness_pawing v23 1614 games, 3618952 moves, e=0.010, loss: 2535.1, -, 33.9% elo% vs. random_no_suicide, avg. reward: 3.259, 4.855 sec/game, 16.8 min. total, 566.3 MB
justness_pawing v23 1615 games, 3621418 moves, e=0.010, loss: 2304.9, -, 32.5% elo% vs. random_no_suicide, avg. reward: 3.257, 4.841 sec/game, 16.9 min. total, 566.0 MB
justness_pawing v23 1616 games, 3623870 moves, e=0.010, loss: 2492.2, -, 31.2% elo% vs. random_no_suicide, avg. reward: 3.259, 4.830 sec/game, 17.0 min. total, 567.2 MB
justness_pawing v23 1617 games, 3626415 moves, e=0.010, loss: 2431.6, +, 34.0% elo% vs. random_no_suicide, avg. reward: 3.259, 4.847 sec/game, 17.0 min. total, 569.8 MB
justness_pawing v23 1618 games, 3628824 moves, e=0.010, loss: 2230.5, -, 32.6% elo% vs. random_no_suicide, avg. reward: 3.258, 4.844 sec/game, 17.1 min. total, 570.4 MB
justness_pawing v23 1619 games, 3631378 moves, e=0.010, loss: 2400.2, ., 33.3% elo% vs. random_no_suicide, avg. reward: 3.257, 4.866 sec/game, 17.2 min. total, 572.2 MB
justness_pawing v23 1620 games, 3633943 moves, e=0.010, loss: 2318.9, -, 32.0% elo% vs. random_no_suicide, avg. reward: 3.255, 4.868 sec/game, 17.3 min. total, 572.5 MB
justness_pawing v23 1621 games, 3636397 moves, e=0.010, loss: 2200.0, -, 30.7% elo% vs. random_no_suicide, avg. reward: 3.252, 4.854 sec/game, 17.4 min. total, 570.2 MB
justness_pawing v23 1622 games, 3638900 moves, e=0.010, loss: 2222.6, +, 33.5% elo% vs. random_no_suicide, avg. reward: 3.252, 4.855 sec/game, 17.4 min. total, 572.1 MB
justness_pawing v23 1623 games, 3641333 moves, e=0.010, loss: 2398.2, -, 32.1% elo% vs. random_no_suicide, avg. reward: 3.254, 4.860 sec/game, 17.5 min. total, 572.6 MB
justness_pawing v23 1624 games, 3643783 moves, e=0.010, loss: 2258.3, -, 30.9% elo% vs. random_no_suicide, avg. reward: 3.253, 4.879 sec/game, 17.6 min. total, 570.8 MB
justness_pawing v23 1625 games, 3646255 moves, e=0.010, loss: 2199.7, -, 29.7% elo% vs. random_no_suicide, avg. reward: 3.252, 4.883 sec/game, 17.7 min. total, 572.8 MB
justness_pawing v23 1626 games, 3648583 moves, e=0.010, loss: 2112.0, +, 32.4% elo% vs. random_no_suicide, avg. reward: 3.252, 4.887 sec/game, 17.8 min. total, 571.7 MB
justness_pawing v23 1627 games, 3650981 moves, e=0.010, loss: 2120.0, -, 31.1% elo% vs. random_no_suicide, avg. reward: 3.253, 4.888 sec/game, 17.9 min. total, 572.1 MB
justness_pawing v23 1628 games, 3653510 moves, e=0.010, loss: 2060.9, -, 29.9% elo% vs. random_no_suicide, avg. reward: 3.256, 4.917 sec/game, 18.0 min. total, 573.7 MB
justness_pawing v23 1629 games, 3655942 moves, e=0.010, loss: 2309.9, ., 30.7% elo% vs. random_no_suicide, avg. reward: 3.259, 4.944 sec/game, 18.1 min. total, 572.5 MB
justness_pawing v23 1630 games, 3658429 moves, e=0.010, loss: 2340.8, +, 33.5% elo% vs. random_no_suicide, avg. reward: 3.259, 4.964 sec/game, 18.1 min. total, 573.9 MB
justness_pawing v23 1631 games, 3660884 moves, e=0.010, loss: 2345.5, -, 32.1% elo% vs. random_no_suicide, avg. reward: 3.257, 5.003 sec/game, 18.2 min. total, 574.2 MB
justness_pawing v23 1632 games, 3663431 moves, e=0.010, loss: 2254.1, -, 30.8% elo% vs. random_no_suicide, avg. reward: 3.261, 5.030 sec/game, 18.3 min. total, 575.8 MB
justness_pawing v23 1633 games, 3665918 moves, e=0.010, loss: 1872.3, ., 31.6% elo% vs. random_no_suicide, avg. reward: 3.259, 5.050 sec/game, 18.4 min. total, 577.2 MB
justness_pawing v23 1634 games, 3668600 moves, e=0.010, loss: 1729.4, -, 30.4% elo% vs. random_no_suicide, avg. reward: 3.264, 5.101 sec/game, 18.5 min. total, 580.2 MB
justness_pawing v23 1635 games, 3671344 moves, e=0.010, loss: 1671.1, -, 29.2% elo% vs. random_no_suicide, avg. reward: 3.271, 5.160 sec/game, 18.6 min. total, 583.5 MB
justness_pawing v23 1636 games, 3673960 moves, e=0.010, loss: 1814.9, -, 28.1% elo% vs. random_no_suicide, avg. reward: 3.270, 5.194 sec/game, 18.7 min. total, 583.8 MB
justness_pawing v23 1637 games, 3676481 moves, e=0.010, loss: 1916.5, -, 27.1% elo% vs. random_no_suicide, avg. reward: 3.271, 5.219 sec/game, 18.8 min. total, 584.2 MB
justness_pawing v23 1638 games, 3678937 moves, e=0.010, loss: 1881.4, -, 26.1% elo% vs. random_no_suicide, avg. reward: 3.268, 5.255 sec/game, 18.9 min. total, 583.0 MB
justness_pawing v23 1639 games, 3681373 moves, e=0.010, loss: 1807.1, -, 25.2% elo% vs. random_no_suicide, avg. reward: 3.264, 5.246 sec/game, 19.0 min. total, 580.1 MB
justness_pawing v23 1640 games, 3683746 moves, e=0.010, loss: 1763.1, -, 24.3% elo% vs. random_no_suicide, avg. reward: 3.264, 5.234 sec/game, 19.0 min. total, 578.1 MB
justness_pawing v23 1641 games, 3686160 moves, e=0.010, loss: 1638.4, -, 23.5% elo% vs. random_no_suicide, avg. reward: 3.262, 5.234 sec/game, 19.1 min. total, 581.6 MB
justness_pawing v23 1642 games, 3688541 moves, e=0.010, loss: 1434.3, -, 22.7% elo% vs. random_no_suicide, avg. reward: 3.263, 5.224 sec/game, 19.2 min. total, 576.5 MB
justness_pawing v23 1643 games, 3690859 moves, e=0.010, loss: 1465.2, -, 22.0% elo% vs. random_no_suicide, avg. reward: 3.261, 5.190 sec/game, 19.3 min. total, 576.0 MB
justness_pawing v23 1644 games, 3693259 moves, e=0.010, loss: 1431.6, -, 21.3% elo% vs. random_no_suicide, avg. reward: 3.261, 5.148 sec/game, 19.3 min. total, 578.6 MB
justness_pawing v23 1645 games, 3695754 moves, e=0.010, loss: 1380.6, -, 20.7% elo% vs. random_no_suicide, avg. reward: 3.261, 5.140 sec/game, 19.4 min. total, 579.2 MB
justness_pawing v23 1646 games, 3698191 moves, e=0.010, loss: 1282.0, -, 20.0% elo% vs. random_no_suicide, avg. reward: 3.260, 5.131 sec/game, 19.5 min. total, 580.2 MB
justness_pawing v23 1647 games, 3700618 moves, e=0.010, loss: 1707.1, -, 19.5% elo% vs. random_no_suicide, avg. reward: 3.259, 5.111 sec/game, 19.6 min. total, 580.9 MB
justness_pawing v23 1648 games, 3703059 moves, e=0.010, loss: 1818.7, -, 18.9% elo% vs. random_no_suicide, avg. reward: 3.261, 5.083 sec/game, 19.7 min. total, 581.9 MB
justness_pawing v23 1649 games, 3705448 moves, e=0.010, loss: 1703.5, -, 18.4% elo% vs. random_no_suicide, avg. reward: 3.260, 5.057 sec/game, 19.7 min. total, 581.0 MB
justness_pawing v23 1650 games, 3707915 moves, e=0.010, loss: 2137.1, -, 17.9% elo% vs. random_no_suicide, avg. reward: 3.261, 5.046 sec/game, 19.8 min. total, 581.8 MB
justness_pawing v23 1651 games, 3710310 moves, e=0.010, loss: 1936.1, -, 17.4% elo% vs. random_no_suicide, avg. reward: 3.260, 5.006 sec/game, 19.9 min. total, 581.6 MB
justness_pawing v23 1652 games, 3712804 moves, e=0.010, loss: 1739.5, +, 19.7% elo% vs. random_no_suicide, avg. reward: 3.261, 4.985 sec/game, 20.0 min. total, 583.8 MB
justness_pawing v23 1653 games, 3715298 moves, e=0.010, loss: 1612.2, ., 20.6% elo% vs. random_no_suicide, avg. reward: 3.261, 4.967 sec/game, 20.1 min. total, 586.3 MB
justness_pawing v23 1654 games, 3717827 moves, e=0.010, loss: 1515.3, +, 23.1% elo% vs. random_no_suicide, avg. reward: 3.262, 4.934 sec/game, 20.1 min. total, 587.3 MB
justness_pawing v23 1655 games, 3720376 moves, e=0.010, loss: 1486.5, -, 22.3% elo% vs. random_no_suicide, avg. reward: 3.262, 4.888 sec/game, 20.2 min. total, 587.2 MB
justness_pawing v23 1656 games, 3722809 moves, e=0.010, loss: 1477.7, +, 24.9% elo% vs. random_no_suicide, avg. reward: 3.262, 4.857 sec/game, 20.3 min. total, 587.1 MB
justness_pawing v23 1657 games, 3725164 moves, e=0.010, loss: 1670.3, -, 24.1% elo% vs. random_no_suicide, avg. reward: 3.262, 4.807 sec/game, 20.4 min. total, 585.8 MB
justness_pawing v23 1658 games, 3727595 moves, e=0.010, loss: 1904.4, -, 23.3% elo% vs. random_no_suicide, avg. reward: 3.261, 4.775 sec/game, 20.5 min. total, 587.0 MB
justness_pawing v23 1659 games, 3730036 moves, e=0.010, loss: 1686.5, -, 22.5% elo% vs. random_no_suicide, avg. reward: 3.258, 4.773 sec/game, 20.5 min. total, 586.8 MB
justness_pawing v23 1660 games, 3732540 moves, e=0.010, loss: 1649.8, -, 21.8% elo% vs. random_no_suicide, avg. reward: 3.258, 4.785 sec/game, 20.6 min. total, 587.4 MB
justness_pawing v23 1661 games, 3735053 moves, e=0.010, loss: 1616.2, -, 21.1% elo% vs. random_no_suicide, avg. reward: 3.257, 4.799 sec/game, 20.7 min. total, 588.0 MB
justness_pawing v23 1662 games, 3737503 moves, e=0.010, loss: 1629.7, -, 20.5% elo% vs. random_no_suicide, avg. reward: 3.256, 4.812 sec/game, 20.8 min. total, 589.8 MB
justness_pawing v23 1663 games, 3740020 moves, e=0.010, loss: 1560.1, +, 23.0% elo% vs. random_no_suicide, avg. reward: 3.257, 4.823 sec/game, 20.9 min. total, 591.4 MB
justness_pawing v23 1664 games, 3742612 moves, e=0.010, loss: 1289.9, -, 22.2% elo% vs. random_no_suicide, avg. reward: 3.257, 4.856 sec/game, 21.0 min. total, 592.6 MB
justness_pawing v23 1665 games, 3745232 moves, e=0.010, loss: 1125.4, -, 21.5% elo% vs. random_no_suicide, avg. reward: 3.258, 4.854 sec/game, 21.0 min. total, 595.3 MB
justness_pawing v23 1666 games, 3747936 moves, e=0.010, loss: 1258.9, ., 22.4% elo% vs. random_no_suicide, avg. reward: 3.262, 4.881 sec/game, 21.1 min. total, 598.2 MB
justness_pawing v23 1667 games, 3750498 moves, e=0.010, loss: 1266.5, ., 23.3% elo% vs. random_no_suicide, avg. reward: 3.263, 4.901 sec/game, 21.2 min. total, 600.4 MB
justness_pawing v23 1668 games, 3753087 moves, e=0.010, loss: 1403.8, -, 22.6% elo% vs. random_no_suicide, avg. reward: 3.266, 4.915 sec/game, 21.3 min. total, 601.8 MB
justness_pawing v23 1669 games, 3755668 moves, e=0.010, loss: 1329.3, +, 25.2% elo% vs. random_no_suicide, avg. reward: 3.268, 4.937 sec/game, 21.4 min. total, 599.0 MB
justness_pawing v23 1670 games, 3758225 moves, e=0.010, loss: 1315.6, -, 24.3% elo% vs. random_no_suicide, avg. reward: 3.268, 4.943 sec/game, 21.5 min. total, 596.9 MB
justness_pawing v23 1671 games, 3760721 moves, e=0.010, loss: 1146.7, +, 26.9% elo% vs. random_no_suicide, avg. reward: 3.268, 4.954 sec/game, 21.6 min. total, 596.5 MB
justness_pawing v23 1672 games, 3763235 moves, e=0.010, loss: 1216.0, -, 26.0% elo% vs. random_no_suicide, avg. reward: 3.265, 4.957 sec/game, 21.6 min. total, 596.1 MB
justness_pawing v23 1673 games, 3765676 moves, e=0.010, loss: 1449.5, -, 25.1% elo% vs. random_no_suicide, avg. reward: 3.261, 4.959 sec/game, 21.7 min. total, 595.1 MB
justness_pawing v23 1674 games, 3768122 moves, e=0.010, loss: 1424.3, -, 24.2% elo% vs. random_no_suicide, avg. reward: 3.262, 4.945 sec/game, 21.8 min. total, 595.5 MB
justness_pawing v23 1675 games, 3770597 moves, e=0.010, loss: 1380.5, -, 23.4% elo% vs. random_no_suicide, avg. reward: 3.261, 4.934 sec/game, 21.9 min. total, 594.4 MB
justness_pawing v23 1676 games, 3772952 moves, e=0.010, loss: 1290.9, +, 26.0% elo% vs. random_no_suicide, avg. reward: 3.257, 4.931 sec/game, 22.0 min. total, 595.0 MB
justness_pawing v23 1677 games, 3775418 moves, e=0.010, loss: 1191.9, -, 25.1% elo% vs. random_no_suicide, avg. reward: 3.255, 4.946 sec/game, 22.0 min. total, 596.7 MB
justness_pawing v23 1678 games, 3777840 moves, e=0.010, loss: 1310.4, -, 24.3% elo% vs. random_no_suicide, avg. reward: 3.254, 4.954 sec/game, 22.1 min. total, 598.6 MB
justness_pawing v23 1679 games, 3780377 moves, e=0.010, loss: 1442.0, ., 25.1% elo% vs. random_no_suicide, avg. reward: 3.256, 4.956 sec/game, 22.2 min. total, 600.9 MB
justness_pawing v23 1680 games, 3782822 moves, e=0.010, loss: 1531.1, -, 24.3% elo% vs. random_no_suicide, avg. reward: 3.256, 4.944 sec/game, 22.3 min. total, 601.6 MB
justness_pawing v23 1681 games, 3785302 moves, e=0.010, loss: 1430.0, -, 23.5% elo% vs. random_no_suicide, avg. reward: 3.254, 4.935 sec/game, 22.4 min. total, 601.9 MB
justness_pawing v23 1682 games, 3787792 moves, e=0.010, loss: 1346.8, +, 26.1% elo% vs. random_no_suicide, avg. reward: 3.254, 4.942 sec/game, 22.4 min. total, 602.6 MB
justness_pawing v23 1683 games, 3790286 moves, e=0.010, loss: 1281.4, -, 25.2% elo% vs. random_no_suicide, avg. reward: 3.253, 4.952 sec/game, 22.5 min. total, 600.6 MB
justness_pawing v23 1684 games, 3792795 moves, e=0.010, loss: 1386.9, +, 27.9% elo% vs. random_no_suicide, avg. reward: 3.253, 4.939 sec/game, 22.6 min. total, 601.2 MB
justness_pawing v23 1685 games, 3795332 moves, e=0.010, loss: 1305.2, -, 26.8% elo% vs. random_no_suicide, avg. reward: 3.256, 4.936 sec/game, 22.7 min. total, 601.9 MB
justness_pawing v23 1686 games, 3797786 moves, e=0.010, loss: 1263.6, +, 29.6% elo% vs. random_no_suicide, avg. reward: 3.257, 4.912 sec/game, 22.8 min. total, 602.7 MB
justness_pawing v23 1687 games, 3800270 moves, e=0.010, loss: 1290.2, ., 30.4% elo% vs. random_no_suicide, avg. reward: 3.257, 4.897 sec/game, 22.8 min. total, 603.8 MB
justness_pawing v23 1688 games, 3802745 moves, e=0.010, loss: 1286.5, -, 29.2% elo% vs. random_no_suicide, avg. reward: 3.258, 4.890 sec/game, 22.9 min. total, 604.6 MB
justness_pawing v23 1689 games, 3805323 moves, e=0.010, loss: 1419.1, +, 32.0% elo% vs. random_no_suicide, avg. reward: 3.259, 4.888 sec/game, 23.0 min. total, 605.6 MB
justness_pawing v23 1690 games, 3807730 moves, e=0.010, loss: 1626.0, +, 34.7% elo% vs. random_no_suicide, avg. reward: 3.255, 4.864 sec/game, 23.1 min. total, 603.8 MB
justness_pawing v23 1691 games, 3810170 moves, e=0.010, loss: 1594.9, +, 37.5% elo% vs. random_no_suicide, avg. reward: 3.256, 4.866 sec/game, 23.2 min. total, 604.0 MB
justness_pawing v23 1692 games, 3812623 moves, e=0.010, loss: 1543.0, -, 35.9% elo% vs. random_no_suicide, avg. reward: 3.258, 4.869 sec/game, 23.3 min. total, 605.0 MB
justness_pawing v23 1693 games, 3815104 moves, e=0.010, loss: 1609.3, -, 34.4% elo% vs. random_no_suicide, avg. reward: 3.259, 4.872 sec/game, 23.3 min. total, 604.3 MB
justness_pawing v23 1694 games, 3817499 moves, e=0.010, loss: 1409.6, -, 33.0% elo% vs. random_no_suicide, avg. reward: 3.258, 4.867 sec/game, 23.4 min. total, 604.2 MB
justness_pawing v23 1695 games, 3820121 moves, e=0.010, loss: 1620.1, -, 31.7% elo% vs. random_no_suicide, avg. reward: 3.258, 4.877 sec/game, 23.5 min. total, 607.2 MB
justness_pawing v23 1696 games, 3822741 moves, e=0.010, loss: 1378.2, +, 34.4% elo% vs. random_no_suicide, avg. reward: 3.257, 4.904 sec/game, 23.6 min. total, 610.2 MB
justness_pawing v23 1697 games, 3825367 moves, e=0.010, loss: 1386.2, +, 37.2% elo% vs. random_no_suicide, avg. reward: 3.260, 4.918 sec/game, 23.7 min. total, 613.7 MB
justness_pawing v23 1698 games, 3827982 moves, e=0.010, loss: 1252.3, +, 40.0% elo% vs. random_no_suicide, avg. reward: 3.259, 4.939 sec/game, 23.8 min. total, 615.2 MB
justness_pawing v23 1699 games, 3830405 moves, e=0.010, loss: 1401.2, -, 38.2% elo% vs. random_no_suicide, avg. reward: 3.261, 4.932 sec/game, 23.8 min. total, 612.9 MB
justness_pawing v23 1700 games, 3832818 moves, e=0.010, loss: 1740.2, -, 36.6% elo% vs. random_no_suicide, avg. reward: 3.261, 4.919 sec/game, 23.9 min. total, 610.9 MB
justness_pawing v23 1701 games, 3835336 moves, e=0.010, loss: 1969.1, +, 39.3% elo% vs. random_no_suicide, avg. reward: 3.261, 4.926 sec/game, 24.0 min. total, 610.5 MB
justness_pawing v23 1702 games, 3837769 moves, e=0.010, loss: 1851.7, ., 39.8% elo% vs. random_no_suicide, avg. reward: 3.261, 4.915 sec/game, 24.1 min. total, 610.8 MB
justness_pawing v23 1703 games, 3840242 moves, e=0.010, loss: 2317.6, +, 42.5% elo% vs. random_no_suicide, avg. reward: 3.258, 4.910 sec/game, 24.2 min. total, 614.1 MB
justness_pawing v23 1704 games, 3842672 moves, e=0.010, loss: 2312.5, ., 42.8% elo% vs. random_no_suicide, avg. reward: 3.254, 4.894 sec/game, 24.2 min. total, 612.7 MB
justness_pawing v23 1705 games, 3845148 moves, e=0.010, loss: 2011.8, -, 40.9% elo% vs. random_no_suicide, avg. reward: 3.253, 4.907 sec/game, 24.3 min. total, 613.0 MB
justness_pawing v23 1706 games, 3847703 moves, e=0.010, loss: 1834.1, -, 39.1% elo% vs. random_no_suicide, avg. reward: 3.255, 4.934 sec/game, 24.4 min. total, 612.8 MB
justness_pawing v23 1707 games, 3850156 moves, e=0.010, loss: 2187.7, -, 37.4% elo% vs. random_no_suicide, avg. reward: 3.253, 4.931 sec/game, 24.5 min. total, 612.9 MB
justness_pawing v23 1708 games, 3852696 moves, e=0.010, loss: 2224.9, -, 35.8% elo% vs. random_no_suicide, avg. reward: 3.252, 4.933 sec/game, 24.6 min. total, 614.2 MB
justness_pawing v23 1709 games, 3855259 moves, e=0.010, loss: 2014.6, -, 34.3% elo% vs. random_no_suicide, avg. reward: 3.256, 4.928 sec/game, 24.7 min. total, 614.5 MB
justness_pawing v23 1710 games, 3857815 moves, e=0.010, loss: 2368.5, -, 32.9% elo% vs. random_no_suicide, avg. reward: 3.258, 4.954 sec/game, 24.7 min. total, 615.6 MB
justness_pawing v23 1711 games, 3860397 moves, e=0.010, loss: 1986.6, +, 35.7% elo% vs. random_no_suicide, avg. reward: 3.259, 4.964 sec/game, 24.8 min. total, 616.0 MB
justness_pawing v23 1712 games, 3863147 moves, e=0.010, loss: 2004.9, -, 34.2% elo% vs. random_no_suicide, avg. reward: 3.262, 4.970 sec/game, 24.9 min. total, 620.4 MB
justness_pawing v23 1713 games, 3865705 moves, e=0.010, loss: 1999.9, -, 32.8% elo% vs. random_no_suicide, avg. reward: 3.262, 4.977 sec/game, 25.0 min. total, 621.4 MB
justness_pawing v23 1714 games, 3868237 moves, e=0.010, loss: 1736.6, ., 33.5% elo% vs. random_no_suicide, avg. reward: 3.262, 4.990 sec/game, 25.1 min. total, 620.5 MB
justness_pawing v23 1715 games, 3870796 moves, e=0.010, loss: 1950.0, -, 32.1% elo% vs. random_no_suicide, avg. reward: 3.263, 4.992 sec/game, 25.2 min. total, 621.5 MB
justness_pawing v23 1716 games, 3873330 moves, e=0.010, loss: 2160.1, +, 34.9% elo% vs. random_no_suicide, avg. reward: 3.263, 4.980 sec/game, 25.2 min. total, 619.8 MB
justness_pawing v23 1717 games, 3875991 moves, e=0.010, loss: 2033.2, -, 33.4% elo% vs. random_no_suicide, avg. reward: 3.266, 4.991 sec/game, 25.3 min. total, 620.2 MB
justness_pawing v23 1718 games, 3878549 moves, e=0.010, loss: 2332.1, +, 36.2% elo% vs. random_no_suicide, avg. reward: 3.267, 4.974 sec/game, 25.4 min. total, 621.5 MB
justness_pawing v23 1719 games, 3881065 moves, e=0.010, loss: 2193.5, -, 34.7% elo% vs. random_no_suicide, avg. reward: 3.267, 4.969 sec/game, 25.5 min. total, 621.1 MB
justness_pawing v23 1720 games, 3883476 moves, e=0.010, loss: 2101.1, -, 33.3% elo% vs. random_no_suicide, avg. reward: 3.265, 4.984 sec/game, 25.6 min. total, 620.0 MB
justness_pawing v23 1721 games, 3885940 moves, e=0.010, loss: 2305.2, +, 36.0% elo% vs. random_no_suicide, avg. reward: 3.265, 4.972 sec/game, 25.7 min. total, 621.1 MB
justness_pawing v23 1722 games, 3888488 moves, e=0.010, loss: 2107.0, -, 34.5% elo% vs. random_no_suicide, avg. reward: 3.265, 4.989 sec/game, 25.7 min. total, 621.1 MB
justness_pawing v23 1723 games, 3891028 moves, e=0.010, loss: 2177.0, -, 33.1% elo% vs. random_no_suicide, avg. reward: 3.265, 4.992 sec/game, 25.8 min. total, 621.2 MB
justness_pawing v23 1724 games, 3893490 moves, e=0.010, loss: 2372.5, -, 31.8% elo% vs. random_no_suicide, avg. reward: 3.265, 4.991 sec/game, 25.9 min. total, 622.4 MB
justness_pawing v23 1725 games, 3895943 moves, e=0.010, loss: 2149.8, -, 30.5% elo% vs. random_no_suicide, avg. reward: 3.265, 4.976 sec/game, 26.0 min. total, 622.4 MB
justness_pawing v23 1726 games, 3898419 moves, e=0.010, loss: 2333.9, +, 33.3% elo% vs. random_no_suicide, avg. reward: 3.267, 4.950 sec/game, 26.1 min. total, 621.8 MB
justness_pawing v23 1727 games, 3900829 moves, e=0.010, loss: 2130.1, +, 36.1% elo% vs. random_no_suicide, avg. reward: 3.268, 4.952 sec/game, 26.1 min. total, 620.4 MB
justness_pawing v23 1728 games, 3903264 moves, e=0.010, loss: 2053.0, +, 38.8% elo% vs. random_no_suicide, avg. reward: 3.268, 4.938 sec/game, 26.2 min. total, 620.4 MB
justness_pawing v23 1729 games, 3905844 moves, e=0.010, loss: 2113.4, -, 37.2% elo% vs. random_no_suicide, avg. reward: 3.270, 4.942 sec/game, 26.3 min. total, 620.5 MB
justness_pawing v23 1730 games, 3908262 moves, e=0.010, loss: 2022.1, -, 35.6% elo% vs. random_no_suicide, avg. reward: 3.268, 4.925 sec/game, 26.4 min. total, 620.3 MB
justness_pawing v23 1731 games, 3910865 moves, e=0.010, loss: 1906.3, -, 34.1% elo% vs. random_no_suicide, avg. reward: 3.272, 4.930 sec/game, 26.5 min. total, 624.2 MB
justness_pawing v23 1732 games, 3913445 moves, e=0.010, loss: 1863.3, +, 36.9% elo% vs. random_no_suicide, avg. reward: 3.271, 4.927 sec/game, 26.6 min. total, 626.2 MB
justness_pawing v23 1733 games, 3915920 moves, e=0.010, loss: 1839.3, -, 35.3% elo% vs. random_no_suicide, avg. reward: 3.272, 4.927 sec/game, 26.6 min. total, 626.0 MB
justness_pawing v23 1734 games, 3918329 moves, e=0.010, loss: 1792.2, -, 33.8% elo% vs. random_no_suicide, avg. reward: 3.267, 4.902 sec/game, 26.7 min. total, 626.2 MB
justness_pawing v23 1735 games, 3920816 moves, e=0.010, loss: 1963.9, -, 32.4% elo% vs. random_no_suicide, avg. reward: 3.263, 4.902 sec/game, 26.8 min. total, 627.8 MB
justness_pawing v23 1736 games, 3923245 moves, e=0.010, loss: 2271.7, +, 35.2% elo% vs. random_no_suicide, avg. reward: 3.262, 4.888 sec/game, 26.9 min. total, 629.3 MB
justness_pawing v23 1737 games, 3925570 moves, e=0.010, loss: 2388.9, -, 33.8% elo% vs. random_no_suicide, avg. reward: 3.262, 4.849 sec/game, 27.0 min. total, 627.8 MB
justness_pawing v23 1738 games, 3927989 moves, e=0.010, loss: 2743.9, +, 36.5% elo% vs. random_no_suicide, avg. reward: 3.262, 4.835 sec/game, 27.0 min. total, 627.6 MB
justness_pawing v23 1739 games, 3930404 moves, e=0.010, loss: 2568.5, -, 35.0% elo% vs. random_no_suicide, avg. reward: 3.265, 4.835 sec/game, 27.1 min. total, 627.3 MB
justness_pawing v23 1740 games, 3932804 moves, e=0.010, loss: 2775.7, -, 33.5% elo% vs. random_no_suicide, avg. reward: 3.265, 4.836 sec/game, 27.2 min. total, 627.6 MB
justness_pawing v23 1741 games, 3935253 moves, e=0.010, loss: 2302.7, -, 32.2% elo% vs. random_no_suicide, avg. reward: 3.267, 4.843 sec/game, 27.3 min. total, 630.0 MB
justness_pawing v23 1742 games, 3937709 moves, e=0.010, loss: 2533.4, -, 30.9% elo% vs. random_no_suicide, avg. reward: 3.268, 4.829 sec/game, 27.4 min. total, 629.1 MB
justness_pawing v23 1743 games, 3940151 moves, e=0.010, loss: 2395.2, -, 29.7% elo% vs. random_no_suicide, avg. reward: 3.272, 4.823 sec/game, 27.4 min. total, 630.2 MB
justness_pawing v23 1744 games, 3942573 moves, e=0.010, loss: 2863.9, -, 28.6% elo% vs. random_no_suicide, avg. reward: 3.273, 4.821 sec/game, 27.5 min. total, 629.3 MB
justness_pawing v23 1745 games, 3945019 moves, e=0.010, loss: 2638.7, -, 27.5% elo% vs. random_no_suicide, avg. reward: 3.275, 4.810 sec/game, 27.6 min. total, 628.6 MB
justness_pawing v23 1746 games, 3947455 moves, e=0.010, loss: 2223.2, -, 26.5% elo% vs. random_no_suicide, avg. reward: 3.273, 4.806 sec/game, 27.7 min. total, 630.0 MB
justness_pawing v23 1747 games, 3950037 moves, e=0.010, loss: 2076.1, -, 25.6% elo% vs. random_no_suicide, avg. reward: 3.274, 4.816 sec/game, 27.7 min. total, 630.8 MB
justness_pawing v23 1748 games, 3952599 moves, e=0.010, loss: 2055.3, ., 26.4% elo% vs. random_no_suicide, avg. reward: 3.275, 4.829 sec/game, 27.8 min. total, 631.8 MB
justness_pawing v23 1749 games, 3955201 moves, e=0.010, loss: 1866.9, -, 25.5% elo% vs. random_no_suicide, avg. reward: 3.277, 4.830 sec/game, 27.9 min. total, 633.1 MB
justness_pawing v23 1750 games, 3957675 moves, e=0.010, loss: 2085.2, -, 24.6% elo% vs. random_no_suicide, avg. reward: 3.277, 4.827 sec/game, 28.0 min. total, 634.4 MB
justness_pawing v23 1751 games, 3960094 moves, e=0.010, loss: 2245.3, -, 23.8% elo% vs. random_no_suicide, avg. reward: 3.278, 4.810 sec/game, 28.1 min. total, 634.1 MB
justness_pawing v23 1752 games, 3962566 moves, e=0.010, loss: 2567.1, -, 23.0% elo% vs. random_no_suicide, avg. reward: 3.276, 4.788 sec/game, 28.2 min. total, 633.7 MB
justness_pawing v23 1753 games, 3965063 moves, e=0.010, loss: 2172.7, -, 22.3% elo% vs. random_no_suicide, avg. reward: 3.277, 4.796 sec/game, 28.2 min. total, 634.4 MB
