zoology_jogging v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.0 MB
zoology_jogging v7 573 games, 489962 moves, e=0.515, loss: 19301864.1, -, 7.6% elo% vs. random_no_suicide, avg. reward: 1474.430, 2.391 sec/game, 17.7 min. total, 586.0 MB
zoology_jogging v7 574 games, 491068 moves, e=0.514, loss: 18581990.5, -, 7.5% elo% vs. random_no_suicide, avg. reward: 1477.956, 2.398 sec/game, 17.7 min. total, 586.1 MB
zoology_jogging v7 575 games, 492076 moves, e=0.513, loss: 18477382.6, -, 7.4% elo% vs. random_no_suicide, avg. reward: 1473.061, 2.393 sec/game, 17.8 min. total, 586.3 MB
zoology_jogging v7 576 games, 493070 moves, e=0.512, loss: 18381964.9, -, 7.3% elo% vs. random_no_suicide, avg. reward: 1479.179, 2.371 sec/game, 17.8 min. total, 586.0 MB
zoology_jogging v7 577 games, 494073 moves, e=0.511, loss: 20198104.1, -, 7.2% elo% vs. random_no_suicide, avg. reward: 1481.201, 2.369 sec/game, 17.8 min. total, 587.7 MB
zoology_jogging v7 578 games, 495200 moves, e=0.510, loss: 21446308.4, -, 7.2% elo% vs. random_no_suicide, avg. reward: 1484.081, 2.365 sec/game, 17.9 min. total, 588.3 MB
zoology_jogging v7 579 games, 496314 moves, e=0.509, loss: 21881556.1, -, 7.1% elo% vs. random_no_suicide, avg. reward: 1470.087, 2.372 sec/game, 17.9 min. total, 588.5 MB
zoology_jogging v7 580 games, 497334 moves, e=0.508, loss: 22323950.6, -, 7.0% elo% vs. random_no_suicide, avg. reward: 1479.268, 2.380 sec/game, 18.0 min. total, 589.2 MB
zoology_jogging v7 581 games, 498344 moves, e=0.507, loss: 23083655.2, -, 6.9% elo% vs. random_no_suicide, avg. reward: 1479.718, 2.372 sec/game, 18.0 min. total, 589.2 MB
zoology_jogging v7 582 games, 499291 moves, e=0.506, loss: 22960766.3, -, 6.8% elo% vs. random_no_suicide, avg. reward: 1470.494, 2.367 sec/game, 18.0 min. total, 589.4 MB
zoology_jogging v7 583 games, 500250 moves, e=0.505, loss: 23331577.7, -, 6.7% elo% vs. random_no_suicide, avg. reward: 1483.046, 2.372 sec/game, 18.1 min. total, 589.7 MB
zoology_jogging v7 584 games, 501285 moves, e=0.504, loss: 24822264.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: 1464.969, 2.364 sec/game, 18.1 min. total, 589.6 MB
zoology_jogging v7 585 games, 502221 moves, e=0.503, loss: 24601978.8, -, 6.6% elo% vs. random_no_suicide, avg. reward: 1456.456, 2.346 sec/game, 18.1 min. total, 590.1 MB
zoology_jogging v7 586 games, 503282 moves, e=0.502, loss: 24163604.3, -, 6.5% elo% vs. random_no_suicide, avg. reward: 1481.798, 2.341 sec/game, 18.2 min. total, 591.4 MB
zoology_jogging v7 587 games, 504360 moves, e=0.501, loss: 23772601.0, -, 6.4% elo% vs. random_no_suicide, avg. reward: 1480.697, 2.368 sec/game, 18.2 min. total, 591.7 MB
zoology_jogging v7 588 games, 505369 moves, e=0.500, loss: 23947633.3, -, 6.4% elo% vs. random_no_suicide, avg. reward: 1470.034, 2.371 sec/game, 18.3 min. total, 591.5 MB
zoology_jogging v7 589 games, 506576 moves, e=0.498, loss: 22376897.1, -, 6.3% elo% vs. random_no_suicide, avg. reward: 1476.203, 2.386 sec/game, 18.3 min. total, 591.8 MB
zoology_jogging v7 590 games, 507703 moves, e=0.497, loss: 21507275.1, -, 6.2% elo% vs. random_no_suicide, avg. reward: 1488.253, 2.402 sec/game, 18.4 min. total, 591.6 MB
zoology_jogging v7 591 games, 508729 moves, e=0.496, loss: 22188902.4, -, 6.2% elo% vs. random_no_suicide, avg. reward: 1477.740, 2.406 sec/game, 18.4 min. total, 592.8 MB
zoology_jogging v7 592 games, 509694 moves, e=0.495, loss: 22040775.3, -, 6.1% elo% vs. random_no_suicide, avg. reward: 1475.384, 2.384 sec/game, 18.4 min. total, 592.7 MB
zoology_jogging v7 593 games, 510653 moves, e=0.494, loss: 21984211.4, -, 6.0% elo% vs. random_no_suicide, avg. reward: 1467.803, 2.367 sec/game, 18.5 min. total, 593.1 MB
zoology_jogging v7 594 games, 511574 moves, e=0.494, loss: 21479844.4, -, 6.0% elo% vs. random_no_suicide, avg. reward: 1476.209, 2.345 sec/game, 18.5 min. total, 593.7 MB
zoology_jogging v7 595 games, 512521 moves, e=0.493, loss: 20914440.6, -, 5.9% elo% vs. random_no_suicide, avg. reward: 1503.320, 2.345 sec/game, 18.5 min. total, 596.6 MB
zoology_jogging v7 596 games, 513668 moves, e=0.491, loss: 20662165.5, -, 5.8% elo% vs. random_no_suicide, avg. reward: 1502.729, 2.371 sec/game, 18.6 min. total, 595.9 MB
zoology_jogging v7 597 games, 514753 moves, e=0.490, loss: 21998626.2, -, 5.8% elo% vs. random_no_suicide, avg. reward: 1495.640, 2.372 sec/game, 18.6 min. total, 595.9 MB
zoology_jogging v7 598 games, 515949 moves, e=0.489, loss: 21560225.4, -, 5.7% elo% vs. random_no_suicide, avg. reward: 1496.757, 2.375 sec/game, 18.7 min. total, 595.8 MB
zoology_jogging v7 599 games, 517026 moves, e=0.488, loss: 23479165.5, -, 5.7% elo% vs. random_no_suicide, avg. reward: 1506.119, 2.373 sec/game, 18.7 min. total, 595.5 MB
zoology_jogging v7 600 games, 518222 moves, e=0.487, loss: 25215533.3, -, 5.6% elo% vs. random_no_suicide, avg. reward: 1508.304, 2.389 sec/game, 18.8 min. total, 595.6 MB
zoology_jogging v8 601 games, 519357 moves, e=0.486, loss: 24996288.4, -, 47.7% elo% vs. random_no_suicide, avg. reward: 1497.322, 2.405 sec/game, 18.8 min. total, 596.1 MB
zoology_jogging v8 602 games, 520420 moves, e=0.485, loss: 25610845.1, -, 45.5% elo% vs. random_no_suicide, avg. reward: 1471.163, 2.408 sec/game, 18.8 min. total, 596.0 MB
zoology_jogging v8 603 games, 521462 moves, e=0.484, loss: 25192338.1, -, 43.4% elo% vs. random_no_suicide, avg. reward: 1463.154, 2.410 sec/game, 18.9 min. total, 597.0 MB
zoology_jogging v8 604 games, 522786 moves, e=0.482, loss: 22793285.9, -, 41.5% elo% vs. random_no_suicide, avg. reward: 1463.955, 2.445 sec/game, 18.9 min. total, 596.7 MB
zoology_jogging v8 605 games, 523913 moves, e=0.481, loss: 22326902.1, -, 39.6% elo% vs. random_no_suicide, avg. reward: 1455.967, 2.468 sec/game, 19.0 min. total, 597.5 MB
zoology_jogging v8 606 games, 524895 moves, e=0.480, loss: 21739175.5, -, 37.9% elo% vs. random_no_suicide, avg. reward: 1446.060, 2.457 sec/game, 19.0 min. total, 597.4 MB
zoology_jogging v8 607 games, 526022 moves, e=0.479, loss: 21107879.9, -, 36.3% elo% vs. random_no_suicide, avg. reward: 1445.582, 2.453 sec/game, 19.0 min. total, 598.3 MB
zoology_jogging v8 608 games, 527085 moves, e=0.478, loss: 20292041.6, -, 34.8% elo% vs. random_no_suicide, avg. reward: 1445.451, 2.454 sec/game, 19.1 min. total, 598.2 MB
zoology_jogging v8 609 games, 528099 moves, e=0.477, loss: 20226126.8, -, 33.3% elo% vs. random_no_suicide, avg. reward: 1448.362, 2.439 sec/game, 19.1 min. total, 598.2 MB
zoology_jogging v8 610 games, 528958 moves, e=0.476, loss: 19200514.2, -, 32.0% elo% vs. random_no_suicide, avg. reward: 1423.452, 2.414 sec/game, 19.2 min. total, 598.6 MB
zoology_jogging v8 611 games, 530022 moves, e=0.475, loss: 18877249.8, -, 30.7% elo% vs. random_no_suicide, avg. reward: 1432.499, 2.411 sec/game, 19.2 min. total, 600.2 MB
zoology_jogging v8 612 games, 531032 moves, e=0.474, loss: 19867390.6, -, 29.5% elo% vs. random_no_suicide, avg. reward: 1434.281, 2.421 sec/game, 19.2 min. total, 600.7 MB
zoology_jogging v8 613 games, 532121 moves, e=0.473, loss: 21282967.7, -, 28.4% elo% vs. random_no_suicide, avg. reward: 1420.773, 2.432 sec/game, 19.3 min. total, 601.6 MB
zoology_jogging v8 614 games, 533132 moves, e=0.472, loss: 21253685.5, -, 27.3% elo% vs. random_no_suicide, avg. reward: 1395.444, 2.443 sec/game, 19.3 min. total, 601.9 MB
zoology_jogging v8 615 games, 534183 moves, e=0.471, loss: 20610527.1, -, 26.4% elo% vs. random_no_suicide, avg. reward: 1406.119, 2.445 sec/game, 19.4 min. total, 602.1 MB
zoology_jogging v8 616 games, 535298 moves, e=0.470, loss: 20328311.0, -, 25.4% elo% vs. random_no_suicide, avg. reward: 1405.423, 2.431 sec/game, 19.4 min. total, 601.4 MB
zoology_jogging v8 617 games, 536387 moves, e=0.469, loss: 20386902.6, -, 24.5% elo% vs. random_no_suicide, avg. reward: 1406.919, 2.442 sec/game, 19.4 min. total, 601.8 MB
zoology_jogging v8 618 games, 537670 moves, e=0.468, loss: 20410247.9, -, 23.7% elo% vs. random_no_suicide, avg. reward: 1400.776, 2.451 sec/game, 19.5 min. total, 602.3 MB
zoology_jogging v8 619 games, 538940 moves, e=0.466, loss: 20336904.0, -, 22.9% elo% vs. random_no_suicide, avg. reward: 1405.504, 2.467 sec/game, 19.5 min. total, 603.5 MB
zoology_jogging v8 620 games, 540221 moves, e=0.465, loss: 20788409.5, -, 22.2% elo% vs. random_no_suicide, avg. reward: 1410.099, 2.477 sec/game, 19.6 min. total, 604.6 MB
zoology_jogging v8 621 games, 541198 moves, e=0.464, loss: 19892712.3, -, 21.5% elo% vs. random_no_suicide, avg. reward: 1410.405, 2.467 sec/game, 19.6 min. total, 604.7 MB
zoology_jogging v8 622 games, 542631 moves, e=0.463, loss: 18896025.5, -, 20.8% elo% vs. random_no_suicide, avg. reward: 1392.881, 2.502 sec/game, 19.7 min. total, 604.7 MB
zoology_jogging v8 623 games, 543744 moves, e=0.462, loss: 19465720.6, -, 20.2% elo% vs. random_no_suicide, avg. reward: 1408.932, 2.517 sec/game, 19.7 min. total, 604.4 MB
zoology_jogging v8 624 games, 544703 moves, e=0.461, loss: 19293570.6, -, 19.6% elo% vs. random_no_suicide, avg. reward: 1406.745, 2.470 sec/game, 19.8 min. total, 604.6 MB
zoology_jogging v8 625 games, 545899 moves, e=0.460, loss: 19453617.2, -, 19.1% elo% vs. random_no_suicide, avg. reward: 1396.118, 2.474 sec/game, 19.8 min. total, 604.8 MB
zoology_jogging v8 626 games, 546902 moves, e=0.459, loss: 18976697.7, -, 18.5% elo% vs. random_no_suicide, avg. reward: 1398.012, 2.485 sec/game, 19.8 min. total, 604.8 MB
zoology_jogging v8 627 games, 547960 moves, e=0.458, loss: 19672931.5, -, 18.0% elo% vs. random_no_suicide, avg. reward: 1407.465, 2.474 sec/game, 19.9 min. total, 605.4 MB
zoology_jogging v8 628 games, 549228 moves, e=0.456, loss: 19375906.7, -, 17.5% elo% vs. random_no_suicide, avg. reward: 1413.310, 2.497 sec/game, 19.9 min. total, 606.4 MB
zoology_jogging v8 629 games, 550245 moves, e=0.455, loss: 19364687.9, -, 17.1% elo% vs. random_no_suicide, avg. reward: 1421.605, 2.498 sec/game, 20.0 min. total, 606.6 MB
zoology_jogging v8 630 games, 551208 moves, e=0.454, loss: 19853916.9, -, 16.6% elo% vs. random_no_suicide, avg. reward: 1423.377, 2.518 sec/game, 20.0 min. total, 607.3 MB
zoology_jogging v8 631 games, 552242 moves, e=0.453, loss: 20552586.7, -, 16.2% elo% vs. random_no_suicide, avg. reward: 1436.531, 2.517 sec/game, 20.0 min. total, 606.7 MB
zoology_jogging v8 632 games, 553320 moves, e=0.452, loss: 20969196.6, -, 15.8% elo% vs. random_no_suicide, avg. reward: 1445.762, 2.524 sec/game, 20.1 min. total, 607.5 MB
zoology_jogging v8 633 games, 554491 moves, e=0.451, loss: 21699449.8, -, 15.4% elo% vs. random_no_suicide, avg. reward: 1453.005, 2.529 sec/game, 20.1 min. total, 607.3 MB
zoology_jogging v8 634 games, 555596 moves, e=0.450, loss: 22365511.0, -, 15.1% elo% vs. random_no_suicide, avg. reward: 1454.831, 2.540 sec/game, 20.2 min. total, 606.9 MB
zoology_jogging v8 635 games, 556628 moves, e=0.449, loss: 22659783.4, -, 14.7% elo% vs. random_no_suicide, avg. reward: 1447.062, 2.542 sec/game, 20.2 min. total, 607.4 MB
zoology_jogging v8 636 games, 557652 moves, e=0.448, loss: 22487941.4, -, 14.4% elo% vs. random_no_suicide, avg. reward: 1427.590, 2.533 sec/game, 20.2 min. total, 607.8 MB
zoology_jogging v8 637 games, 558745 moves, e=0.447, loss: 21199195.1, -, 14.0% elo% vs. random_no_suicide, avg. reward: 1428.823, 2.531 sec/game, 20.3 min. total, 609.6 MB
zoology_jogging v8 638 games, 559817 moves, e=0.446, loss: 21091837.7, -, 13.7% elo% vs. random_no_suicide, avg. reward: 1448.842, 2.508 sec/game, 20.3 min. total, 611.4 MB
zoology_jogging v8 639 games, 560843 moves, e=0.445, loss: 20861802.9, -, 13.4% elo% vs. random_no_suicide, avg. reward: 1457.471, 2.488 sec/game, 20.4 min. total, 611.2 MB
zoology_jogging v8 640 games, 561882 moves, e=0.444, loss: 20660389.3, -, 13.1% elo% vs. random_no_suicide, avg. reward: 1458.384, 2.464 sec/game, 20.4 min. total, 611.3 MB
zoology_jogging v8 641 games, 562913 moves, e=0.443, loss: 20670951.7, -, 12.9% elo% vs. random_no_suicide, avg. reward: 1434.059, 2.458 sec/game, 20.4 min. total, 611.2 MB
zoology_jogging v8 642 games, 563924 moves, e=0.442, loss: 20058104.1, -, 12.6% elo% vs. random_no_suicide, avg. reward: 1422.874, 2.423 sec/game, 20.5 min. total, 611.4 MB
zoology_jogging v8 643 games, 565050 moves, e=0.441, loss: 18385496.8, -, 12.4% elo% vs. random_no_suicide, avg. reward: 1418.892, 2.421 sec/game, 20.5 min. total, 610.9 MB
zoology_jogging v8 644 games, 566054 moves, e=0.440, loss: 18042198.2, -, 12.1% elo% vs. random_no_suicide, avg. reward: 1422.001, 2.427 sec/game, 20.6 min. total, 611.4 MB
zoology_jogging v8 645 games, 567025 moves, e=0.439, loss: 17440362.4, -, 11.9% elo% vs. random_no_suicide, avg. reward: 1456.324, 2.402 sec/game, 20.6 min. total, 611.1 MB
zoology_jogging v8 646 games, 568202 moves, e=0.437, loss: 18399832.9, -, 11.7% elo% vs. random_no_suicide, avg. reward: 1457.538, 2.425 sec/game, 20.6 min. total, 612.8 MB
zoology_jogging v8 647 games, 569267 moves, e=0.436, loss: 19238768.1, -, 11.4% elo% vs. random_no_suicide, avg. reward: 1448.850, 2.425 sec/game, 20.7 min. total, 613.2 MB
zoology_jogging v8 648 games, 570401 moves, e=0.435, loss: 19759955.6, -, 11.2% elo% vs. random_no_suicide, avg. reward: 1450.000, 2.413 sec/game, 20.7 min. total, 613.2 MB
zoology_jogging v8 649 games, 571466 moves, e=0.434, loss: 18619541.5, -, 11.0% elo% vs. random_no_suicide, avg. reward: 1444.667, 2.413 sec/game, 20.8 min. total, 613.7 MB
zoology_jogging v8 650 games, 572541 moves, e=0.433, loss: 18113816.1, -, 10.8% elo% vs. random_no_suicide, avg. reward: 1415.658, 2.412 sec/game, 20.8 min. total, 613.7 MB
zoology_jogging v8 651 games, 573428 moves, e=0.432, loss: 17492314.6, -, 10.6% elo% vs. random_no_suicide, avg. reward: 1414.137, 2.399 sec/game, 20.8 min. total, 613.2 MB
zoology_jogging v8 652 games, 574616 moves, e=0.431, loss: 17092800.4, -, 10.4% elo% vs. random_no_suicide, avg. reward: 1418.935, 2.414 sec/game, 20.9 min. total, 613.7 MB
zoology_jogging v8 653 games, 575638 moves, e=0.430, loss: 17617729.7, -, 10.3% elo% vs. random_no_suicide, avg. reward: 1415.380, 2.406 sec/game, 20.9 min. total, 614.1 MB
zoology_jogging v8 654 games, 576676 moves, e=0.429, loss: 17702213.3, -, 10.1% elo% vs. random_no_suicide, avg. reward: 1415.086, 2.396 sec/game, 21.0 min. total, 615.3 MB
zoology_jogging v8 655 games, 577946 moves, e=0.428, loss: 15826783.6, -, 9.9% elo% vs. random_no_suicide, avg. reward: 1412.979, 2.426 sec/game, 21.0 min. total, 617.2 MB
zoology_jogging v8 656 games, 579141 moves, e=0.427, loss: 14690205.9, -, 9.8% elo% vs. random_no_suicide, avg. reward: 1416.721, 2.446 sec/game, 21.1 min. total, 617.2 MB
zoology_jogging v8 657 games, 580244 moves, e=0.426, loss: 14519890.1, -, 9.6% elo% vs. random_no_suicide, avg. reward: 1429.298, 2.445 sec/game, 21.1 min. total, 617.3 MB
zoology_jogging v8 658 games, 581299 moves, e=0.425, loss: 15006474.2, -, 9.5% elo% vs. random_no_suicide, avg. reward: 1419.724, 2.443 sec/game, 21.1 min. total, 617.3 MB
zoology_jogging v8 659 games, 582303 moves, e=0.424, loss: 15538652.3, -, 9.3% elo% vs. random_no_suicide, avg. reward: 1420.688, 2.437 sec/game, 21.2 min. total, 617.2 MB
zoology_jogging v8 660 games, 583341 moves, e=0.422, loss: 16361606.6, -, 9.2% elo% vs. random_no_suicide, avg. reward: 1408.731, 2.440 sec/game, 21.2 min. total, 617.3 MB
zoology_jogging v8 661 games, 584546 moves, e=0.421, loss: 16806094.4, -, 9.0% elo% vs. random_no_suicide, avg. reward: 1410.759, 2.452 sec/game, 21.3 min. total, 617.9 MB
zoology_jogging v8 662 games, 585685 moves, e=0.420, loss: 16767217.5, -, 8.9% elo% vs. random_no_suicide, avg. reward: 1423.041, 2.470 sec/game, 21.3 min. total, 617.5 MB
zoology_jogging v8 663 games, 586800 moves, e=0.419, loss: 17020591.4, -, 8.8% elo% vs. random_no_suicide, avg. reward: 1374.054, 2.470 sec/game, 21.3 min. total, 618.2 MB
zoology_jogging v8 664 games, 587870 moves, e=0.418, loss: 16802962.0, -, 8.6% elo% vs. random_no_suicide, avg. reward: 1386.814, 2.476 sec/game, 21.4 min. total, 619.6 MB
zoology_jogging v8 665 games, 589063 moves, e=0.417, loss: 18026456.8, -, 8.5% elo% vs. random_no_suicide, avg. reward: 1398.898, 2.508 sec/game, 21.4 min. total, 619.7 MB
zoology_jogging v8 666 games, 590302 moves, e=0.416, loss: 18549083.9, -, 8.4% elo% vs. random_no_suicide, avg. reward: 1405.630, 2.504 sec/game, 21.5 min. total, 619.8 MB
zoology_jogging v8 667 games, 591518 moves, e=0.414, loss: 17976371.0, -, 8.3% elo% vs. random_no_suicide, avg. reward: 1436.728, 2.526 sec/game, 21.5 min. total, 619.8 MB
zoology_jogging v8 668 games, 592556 moves, e=0.413, loss: 19694630.8, -, 8.1% elo% vs. random_no_suicide, avg. reward: 1431.499, 2.514 sec/game, 21.6 min. total, 619.3 MB
zoology_jogging v8 669 games, 593686 moves, e=0.412, loss: 20485694.5, -, 8.0% elo% vs. random_no_suicide, avg. reward: 1435.826, 2.526 sec/game, 21.6 min. total, 620.2 MB
zoology_jogging v8 670 games, 594806 moves, e=0.411, loss: 20584419.8, -, 7.9% elo% vs. random_no_suicide, avg. reward: 1432.102, 2.523 sec/game, 21.6 min. total, 619.8 MB
zoology_jogging v8 671 games, 595833 moves, e=0.410, loss: 21005379.3, -, 7.8% elo% vs. random_no_suicide, avg. reward: 1445.611, 2.538 sec/game, 21.7 min. total, 621.6 MB
zoology_jogging v8 672 games, 596789 moves, e=0.409, loss: 21843301.9, -, 7.7% elo% vs. random_no_suicide, avg. reward: 1440.553, 2.514 sec/game, 21.7 min. total, 623.1 MB
zoology_jogging v8 673 games, 597896 moves, e=0.408, loss: 22434310.9, -, 7.6% elo% vs. random_no_suicide, avg. reward: 1442.730, 2.527 sec/game, 21.8 min. total, 623.1 MB
zoology_jogging v8 674 games, 598802 moves, e=0.407, loss: 21323930.1, -, 7.5% elo% vs. random_no_suicide, avg. reward: 1446.365, 2.521 sec/game, 21.8 min. total, 623.1 MB
zoology_jogging v8 675 games, 599981 moves, e=0.406, loss: 20891491.0, -, 7.4% elo% vs. random_no_suicide, avg. reward: 1427.487, 2.505 sec/game, 21.8 min. total, 623.1 MB
zoology_jogging v8 676 games, 601086 moves, e=0.405, loss: 20968129.7, -, 7.3% elo% vs. random_no_suicide, avg. reward: 1414.365, 2.485 sec/game, 21.9 min. total, 623.3 MB
zoology_jogging v8 677 games, 602080 moves, e=0.404, loss: 20578105.6, -, 7.2% elo% vs. random_no_suicide, avg. reward: 1429.243, 2.476 sec/game, 21.9 min. total, 623.1 MB
zoology_jogging v8 678 games, 603016 moves, e=0.403, loss: 20734655.4, -, 7.2% elo% vs. random_no_suicide, avg. reward: 1414.371, 2.473 sec/game, 22.0 min. total, 623.2 MB
zoology_jogging v8 679 games, 604103 moves, e=0.402, loss: 20718264.9, -, 7.1% elo% vs. random_no_suicide, avg. reward: 1414.804, 2.475 sec/game, 22.0 min. total, 623.1 MB
zoology_jogging v8 680 games, 605291 moves, e=0.401, loss: 20993328.4, -, 7.0% elo% vs. random_no_suicide, avg. reward: 1403.128, 2.485 sec/game, 22.0 min. total, 623.3 MB
zoology_jogging v8 681 games, 606267 moves, e=0.400, loss: 19813061.7, -, 6.9% elo% vs. random_no_suicide, avg. reward: 1413.435, 2.471 sec/game, 22.1 min. total, 626.0 MB
zoology_jogging v8 682 games, 607358 moves, e=0.399, loss: 20853262.4, -, 6.8% elo% vs. random_no_suicide, avg. reward: 1415.160, 2.462 sec/game, 22.1 min. total, 625.9 MB
zoology_jogging v8 683 games, 608509 moves, e=0.398, loss: 22239255.1, -, 6.7% elo% vs. random_no_suicide, avg. reward: 1407.053, 2.462 sec/game, 22.2 min. total, 626.0 MB
zoology_jogging v8 684 games, 609582 moves, e=0.397, loss: 22520869.7, -, 6.7% elo% vs. random_no_suicide, avg. reward: 1429.781, 2.466 sec/game, 22.2 min. total, 626.2 MB
zoology_jogging v8 685 games, 610990 moves, e=0.395, loss: 22238342.4, -, 6.6% elo% vs. random_no_suicide, avg. reward: 1430.953, 2.483 sec/game, 22.3 min. total, 626.1 MB
zoology_jogging v8 686 games, 612215 moves, e=0.394, loss: 21259629.7, -, 6.5% elo% vs. random_no_suicide, avg. reward: 1418.280, 2.479 sec/game, 22.3 min. total, 626.8 MB
zoology_jogging v8 687 games, 613391 moves, e=0.393, loss: 20352602.3, -, 6.4% elo% vs. random_no_suicide, avg. reward: 1417.629, 2.477 sec/game, 22.3 min. total, 626.5 MB
zoology_jogging v8 688 games, 614679 moves, e=0.391, loss: 20647089.7, -, 6.4% elo% vs. random_no_suicide, avg. reward: 1418.018, 2.502 sec/game, 22.4 min. total, 627.0 MB
zoology_jogging v8 689 games, 615772 moves, e=0.390, loss: 20943640.4, -, 6.3% elo% vs. random_no_suicide, avg. reward: 1418.197, 2.491 sec/game, 22.4 min. total, 629.0 MB
zoology_jogging v8 690 games, 617002 moves, e=0.389, loss: 20647172.8, -, 6.2% elo% vs. random_no_suicide, avg. reward: 1425.996, 2.511 sec/game, 22.5 min. total, 628.4 MB
zoology_jogging v8 691 games, 618227 moves, e=0.388, loss: 21038361.2, -, 6.2% elo% vs. random_no_suicide, avg. reward: 1431.600, 2.529 sec/game, 22.5 min. total, 629.0 MB
zoology_jogging v8 692 games, 619450 moves, e=0.387, loss: 21265441.8, -, 6.1% elo% vs. random_no_suicide, avg. reward: 1427.724, 2.553 sec/game, 22.6 min. total, 629.7 MB
zoology_jogging v8 693 games, 620485 moves, e=0.386, loss: 19413194.9, -, 6.0% elo% vs. random_no_suicide, avg. reward: 1423.931, 2.546 sec/game, 22.6 min. total, 629.9 MB
zoology_jogging v8 694 games, 621532 moves, e=0.385, loss: 18548201.4, -, 6.0% elo% vs. random_no_suicide, avg. reward: 1420.511, 2.553 sec/game, 22.7 min. total, 629.5 MB
zoology_jogging v8 695 games, 622648 moves, e=0.384, loss: 18246753.7, -, 5.9% elo% vs. random_no_suicide, avg. reward: 1398.664, 2.556 sec/game, 22.7 min. total, 629.5 MB
zoology_jogging v8 696 games, 623833 moves, e=0.382, loss: 18266605.9, -, 5.8% elo% vs. random_no_suicide, avg. reward: 1382.234, 2.566 sec/game, 22.7 min. total, 630.2 MB
zoology_jogging v8 697 games, 625077 moves, e=0.381, loss: 18743636.7, -, 5.8% elo% vs. random_no_suicide, avg. reward: 1391.893, 2.588 sec/game, 22.8 min. total, 630.8 MB
zoology_jogging v8 698 games, 626273 moves, e=0.380, loss: 19476316.0, -, 5.7% elo% vs. random_no_suicide, avg. reward: 1404.567, 2.608 sec/game, 22.8 min. total, 632.5 MB
zoology_jogging v8 699 games, 627617 moves, e=0.379, loss: 20560108.3, -, 5.7% elo% vs. random_no_suicide, avg. reward: 1399.015, 2.647 sec/game, 22.9 min. total, 632.4 MB
zoology_jogging v8 700 games, 628654 moves, e=0.378, loss: 20520686.3, -, 5.6% elo% vs. random_no_suicide, avg. reward: 1405.624, 2.633 sec/game, 22.9 min. total, 631.8 MB
zoology_jogging v9 701 games, 629760 moves, e=0.377, loss: 20319898.4, -, 47.7% elo% vs. random_no_suicide, avg. reward: 1403.656, 2.651 sec/game, 23.0 min. total, 632.3 MB
zoology_jogging v9 702 games, 630933 moves, e=0.375, loss: 20573273.6, -, 45.5% elo% vs. random_no_suicide, avg. reward: 1404.942, 2.656 sec/game, 23.0 min. total, 632.2 MB
zoology_jogging v9 703 games, 632102 moves, e=0.374, loss: 20301456.4, -, 43.4% elo% vs. random_no_suicide, avg. reward: 1409.131, 2.659 sec/game, 23.1 min. total, 632.4 MB
zoology_jogging v9 704 games, 633127 moves, e=0.373, loss: 20064047.7, -, 41.5% elo% vs. random_no_suicide, avg. reward: 1407.038, 2.652 sec/game, 23.1 min. total, 632.9 MB
zoology_jogging v9 705 games, 634268 moves, e=0.372, loss: 19896196.6, -, 39.6% elo% vs. random_no_suicide, avg. reward: 1394.410, 2.626 sec/game, 23.1 min. total, 633.1 MB
zoology_jogging v9 706 games, 635553 moves, e=0.371, loss: 19575786.4, -, 37.9% elo% vs. random_no_suicide, avg. reward: 1400.545, 2.640 sec/game, 23.2 min. total, 634.4 MB
zoology_jogging v9 707 games, 636803 moves, e=0.370, loss: 18358774.3, -, 36.3% elo% vs. random_no_suicide, avg. reward: 1399.153, 2.643 sec/game, 23.2 min. total, 635.9 MB
zoology_jogging v9 708 games, 637929 moves, e=0.368, loss: 17691405.1, -, 34.8% elo% vs. random_no_suicide, avg. reward: 1389.060, 2.624 sec/game, 23.3 min. total, 636.3 MB
zoology_jogging v9 709 games, 638979 moves, e=0.367, loss: 16347327.6, -, 33.3% elo% vs. random_no_suicide, avg. reward: 1383.969, 2.632 sec/game, 23.3 min. total, 636.1 MB
zoology_jogging v9 710 games, 640191 moves, e=0.366, loss: 15787175.3, -, 32.0% elo% vs. random_no_suicide, avg. reward: 1398.480, 2.625 sec/game, 23.4 min. total, 636.6 MB
zoology_jogging v9 711 games, 641617 moves, e=0.365, loss: 16902253.0, -, 30.7% elo% vs. random_no_suicide, avg. reward: 1394.848, 2.644 sec/game, 23.4 min. total, 636.6 MB
zoology_jogging v9 712 games, 642632 moves, e=0.364, loss: 17591471.4, -, 29.5% elo% vs. random_no_suicide, avg. reward: 1395.675, 2.624 sec/game, 23.4 min. total, 637.0 MB
zoology_jogging v9 713 games, 643736 moves, e=0.363, loss: 18715139.0, -, 28.4% elo% vs. random_no_suicide, avg. reward: 1404.686, 2.624 sec/game, 23.5 min. total, 637.1 MB
zoology_jogging v9 714 games, 644875 moves, e=0.362, loss: 19456565.7, -, 27.3% elo% vs. random_no_suicide, avg. reward: 1434.321, 2.634 sec/game, 23.5 min. total, 638.0 MB
zoology_jogging v9 715 games, 646093 moves, e=0.360, loss: 20342801.7, -, 26.4% elo% vs. random_no_suicide, avg. reward: 1430.799, 2.630 sec/game, 23.6 min. total, 640.2 MB
