corny_hush v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.8 MB
corny_hush v13 975 games, 1339271 moves, e=0.010, loss: 2.6, -, 40.9% elo% vs. simple_bot, avg. reward: -0.566, 296.213 sec/game, 145.5 min. total, 835.7 MB
corny_hush v13 976 games, 1342575 moves, e=0.010, loss: 2.4, -, 39.0% elo% vs. simple_bot, avg. reward: -0.564, 299.648 sec/game, 146.7 min. total, 835.6 MB
corny_hush v13 977 games, 1345173 moves, e=0.010, loss: 2.6, -, 37.3% elo% vs. simple_bot, avg. reward: -0.561, 299.727 sec/game, 146.8 min. total, 832.0 MB
corny_hush v13 978 games, 1348055 moves, e=0.010, loss: 2.7, -, 35.8% elo% vs. simple_bot, avg. reward: -0.564, 299.706 sec/game, 146.9 min. total, 831.2 MB
corny_hush v13 979 games, 1350260 moves, e=0.010, loss: 3.9, -, 34.3% elo% vs. simple_bot, avg. reward: -0.568, 299.717 sec/game, 147.0 min. total, 828.2 MB
corny_hush v13 980 games, 1353167 moves, e=0.010, loss: 4.2, +, 37.0% elo% vs. simple_bot, avg. reward: -0.572, 299.746 sec/game, 147.1 min. total, 827.9 MB
corny_hush v13 981 games, 1356402 moves, e=0.010, loss: 4.4, +, 39.8% elo% vs. simple_bot, avg. reward: -0.569, 299.744 sec/game, 147.2 min. total, 832.6 MB
corny_hush v13 982 games, 1359620 moves, e=0.010, loss: 3.5, +, 42.5% elo% vs. simple_bot, avg. reward: -0.565, 299.731 sec/game, 147.4 min. total, 837.5 MB
corny_hush v13 983 games, 1362925 moves, e=0.010, loss: 3.1, ., 42.8% elo% vs. simple_bot, avg. reward: -0.562, 299.672 sec/game, 147.5 min. total, 837.9 MB
corny_hush v13 984 games, 1366806 moves, e=0.010, loss: 2.7, ., 43.1% elo% vs. simple_bot, avg. reward: -0.558, 299.630 sec/game, 147.6 min. total, 837.2 MB
corny_hush v13 985 games, 1370471 moves, e=0.010, loss: 1.9, -, 41.2% elo% vs. simple_bot, avg. reward: -0.555, 299.630 sec/game, 147.7 min. total, 840.1 MB
corny_hush v12 900 games, 1085981 moves, e=0.010, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 303.7 MB
corny_hush v13 901 games, 1089762 moves, e=0.010, loss: nan, +, 52.3% elo% vs. random_bot, avg. reward: -0.411, 1.690 sec/game, 0.0 min. total, 325.1 MB
corny_hush v13 902 games, 1093271 moves, e=0.010, loss: nan, +, 54.5% elo% vs. random_bot, avg. reward: -0.480, 1.612 sec/game, 0.1 min. total, 339.0 MB
corny_hush v13 903 games, 1096702 moves, e=0.010, loss: 2.4, +, 56.6% elo% vs. random_bot, avg. reward: -0.527, 2.004 sec/game, 0.1 min. total, 369.4 MB
corny_hush v13 904 games, 1099199 moves, e=0.010, loss: 3.3, +, 58.5% elo% vs. random_bot, avg. reward: -0.637, 2.907 sec/game, 0.2 min. total, 377.9 MB
corny_hush v13 905 games, 1101762 moves, e=0.010, loss: 3.3, +, 60.4% elo% vs. random_bot, avg. reward: -0.662, 3.401 sec/game, 0.3 min. total, 383.8 MB
corny_hush v13 906 games, 1104302 moves, e=0.010, loss: 3.5, +, 62.1% elo% vs. random_bot, avg. reward: -0.720, 3.686 sec/game, 0.4 min. total, 383.6 MB
corny_hush v13 907 games, 1107381 moves, e=0.010, loss: 4.2, +, 63.7% elo% vs. random_bot, avg. reward: -0.729, 4.014 sec/game, 0.5 min. total, 386.4 MB
corny_hush v13 908 games, 1110453 moves, e=0.010, loss: 3.8, +, 65.2% elo% vs. random_bot, avg. reward: -0.727, 4.307 sec/game, 0.6 min. total, 390.2 MB
corny_hush v13 909 games, 1113654 moves, e=0.010, loss: 3.3, +, 66.7% elo% vs. random_bot, avg. reward: -0.709, 4.586 sec/game, 0.7 min. total, 392.8 MB
corny_hush v13 910 games, 1116873 moves, e=0.010, loss: 3.0, +, 68.0% elo% vs. random_bot, avg. reward: -0.696, 4.778 sec/game, 0.8 min. total, 392.8 MB
corny_hush v13 911 games, 1119143 moves, e=0.010, loss: 2.5, +, 69.3% elo% vs. random_bot, avg. reward: -0.741, 4.768 sec/game, 0.9 min. total, 394.1 MB
corny_hush v13 912 games, 1122679 moves, e=0.010, loss: 2.5, +, 70.5% elo% vs. random_bot, avg. reward: -0.704, 4.956 sec/game, 1.0 min. total, 390.6 MB
corny_hush v14 913 games, 1126044 moves, e=0.010, loss: 2.7, +, 54.5% elo% vs. guard_bot, avg. reward: -0.695, 5.082 sec/game, 1.1 min. total, 452.7 MB
corny_hush v14 914 games, 1129361 moves, e=0.010, loss: 2.2, +, 56.6% elo% vs. guard_bot, avg. reward: -0.667, 5.252 sec/game, 1.2 min. total, 455.6 MB
corny_hush v14 915 games, 1132835 moves, e=0.010, loss: 2.1, +, 58.5% elo% vs. guard_bot, avg. reward: -0.662, 5.449 sec/game, 1.4 min. total, 456.5 MB
corny_hush v14 916 games, 1135927 moves, e=0.010, loss: 2.3, +, 60.4% elo% vs. guard_bot, avg. reward: -0.644, 5.506 sec/game, 1.5 min. total, 456.7 MB
corny_hush v14 917 games, 1139414 moves, e=0.010, loss: 2.2, +, 62.1% elo% vs. guard_bot, avg. reward: -0.639, 5.580 sec/game, 1.6 min. total, 458.6 MB
corny_hush v14 918 games, 1142200 moves, e=0.010, loss: 2.9, +, 63.7% elo% vs. guard_bot, avg. reward: -0.641, 5.577 sec/game, 1.7 min. total, 456.9 MB
corny_hush v14 919 games, 1145736 moves, e=0.010, loss: 3.0, +, 65.2% elo% vs. guard_bot, avg. reward: -0.628, 5.646 sec/game, 1.8 min. total, 460.3 MB
corny_hush v14 920 games, 1148891 moves, e=0.010, loss: 3.0, +, 66.7% elo% vs. guard_bot, avg. reward: -0.626, 5.688 sec/game, 1.9 min. total, 462.5 MB
corny_hush v14 921 games, 1151771 moves, e=0.010, loss: 2.5, +, 68.0% elo% vs. guard_bot, avg. reward: -0.626, 5.925 sec/game, 2.0 min. total, 464.1 MB
corny_hush v14 922 games, 1154649 moves, e=0.010, loss: 3.3, +, 69.3% elo% vs. guard_bot, avg. reward: -0.629, 6.154 sec/game, 2.1 min. total, 463.9 MB
corny_hush v14 923 games, 1157030 moves, e=0.010, loss: 3.6, +, 70.5% elo% vs. guard_bot, avg. reward: -0.651, 6.278 sec/game, 2.2 min. total, 466.0 MB
corny_hush v15 924 games, 1159251 moves, e=0.010, loss: 4.3, +, 54.5% elo% vs. random_no_suicide, avg. reward: -0.673, 6.255 sec/game, 2.3 min. total, 464.5 MB
corny_hush v15 925 games, 1161568 moves, e=0.010, loss: 4.6, +, 56.6% elo% vs. random_no_suicide, avg. reward: -0.696, 6.257 sec/game, 2.4 min. total, 464.7 MB
corny_hush v15 926 games, 1163727 moves, e=0.010, loss: 4.6, +, 58.5% elo% vs. random_no_suicide, avg. reward: -0.714, 6.252 sec/game, 2.5 min. total, 463.3 MB
corny_hush v15 927 games, 1166882 moves, e=0.010, loss: 4.4, +, 60.4% elo% vs. random_no_suicide, avg. reward: -0.707, 6.317 sec/game, 2.6 min. total, 467.3 MB
corny_hush v15 928 games, 1169807 moves, e=0.010, loss: 4.0, +, 62.1% elo% vs. random_no_suicide, avg. reward: -0.706, 6.322 sec/game, 2.7 min. total, 472.4 MB
corny_hush v15 929 games, 1172682 moves, e=0.010, loss: 3.2, +, 63.7% elo% vs. random_no_suicide, avg. reward: -0.702, 6.287 sec/game, 2.8 min. total, 474.8 MB
corny_hush v15 930 games, 1176111 moves, e=0.010, loss: 3.3, +, 65.2% elo% vs. random_no_suicide, avg. reward: -0.696, 6.334 sec/game, 2.9 min. total, 477.1 MB
corny_hush v15 931 games, 1178903 moves, e=0.010, loss: 3.4, +, 66.7% elo% vs. random_no_suicide, avg. reward: -0.699, 6.409 sec/game, 3.0 min. total, 479.0 MB
corny_hush v15 932 games, 1181818 moves, e=0.010, loss: 3.4, +, 68.0% elo% vs. random_no_suicide, avg. reward: -0.700, 6.410 sec/game, 3.1 min. total, 475.8 MB
corny_hush v15 933 games, 1185111 moves, e=0.010, loss: 3.5, +, 69.3% elo% vs. random_no_suicide, avg. reward: -0.695, 6.423 sec/game, 3.2 min. total, 475.8 MB
corny_hush v15 934 games, 1188227 moves, e=0.010, loss: 3.6, +, 70.5% elo% vs. random_no_suicide, avg. reward: -0.693, 6.382 sec/game, 3.4 min. total, 477.7 MB
corny_hush v16 935 games, 1192023 moves, e=0.010, loss: 2.9, ., 52.2% elo% vs. simple_bot, avg. reward: -0.680, 6.353 sec/game, 3.5 min. total, 480.6 MB
corny_hush v16 936 games, 1195526 moves, e=0.010, loss: 2.5, ., 52.1% elo% vs. simple_bot, avg. reward: -0.669, 6.409 sec/game, 3.6 min. total, 478.9 MB
corny_hush v16 937 games, 1199105 moves, e=0.010, loss: 2.0, +, 54.3% elo% vs. simple_bot, avg. reward: -0.661, 6.446 sec/game, 3.7 min. total, 483.4 MB
corny_hush v16 938 games, 1202627 moves, e=0.010, loss: 2.1, +, 56.4% elo% vs. simple_bot, avg. reward: -0.656, 6.537 sec/game, 3.9 min. total, 483.9 MB
corny_hush v16 939 games, 1204865 moves, e=0.010, loss: 2.8, -, 53.8% elo% vs. simple_bot, avg. reward: -0.671, 6.439 sec/game, 3.9 min. total, 482.9 MB
corny_hush v16 940 games, 1208171 moves, e=0.010, loss: 3.0, +, 55.9% elo% vs. simple_bot, avg. reward: -0.665, 6.446 sec/game, 4.0 min. total, 482.1 MB
corny_hush v16 941 games, 1211731 moves, e=0.010, loss: 2.6, -, 53.4% elo% vs. simple_bot, avg. reward: -0.655, 6.489 sec/game, 4.2 min. total, 481.9 MB
corny_hush v16 942 games, 1214395 moves, e=0.010, loss: 2.5, -, 50.9% elo% vs. simple_bot, avg. reward: -0.654, 6.466 sec/game, 4.3 min. total, 486.1 MB
corny_hush v16 943 games, 1217632 moves, e=0.010, loss: 2.1, -, 48.6% elo% vs. simple_bot, avg. reward: -0.647, 6.532 sec/game, 4.4 min. total, 484.2 MB
corny_hush v16 944 games, 1220637 moves, e=0.010, loss: 2.4, ., 48.6% elo% vs. simple_bot, avg. reward: -0.647, 6.588 sec/game, 4.5 min. total, 484.1 MB
corny_hush v16 945 games, 1223818 moves, e=0.010, loss: 2.4, -, 46.4% elo% vs. simple_bot, avg. reward: -0.642, 6.646 sec/game, 4.6 min. total, 489.0 MB
corny_hush v16 946 games, 1227075 moves, e=0.010, loss: 2.9, -, 44.3% elo% vs. simple_bot, avg. reward: -0.642, 6.725 sec/game, 4.7 min. total, 491.2 MB
corny_hush v16 947 games, 1230508 moves, e=0.010, loss: 2.7, +, 46.8% elo% vs. simple_bot, avg. reward: -0.638, 6.718 sec/game, 4.8 min. total, 491.2 MB
corny_hush v16 948 games, 1233704 moves, e=0.010, loss: 2.5, +, 49.3% elo% vs. simple_bot, avg. reward: -0.637, 6.725 sec/game, 4.9 min. total, 491.9 MB
corny_hush v16 949 games, 1236576 moves, e=0.010, loss: 2.9, -, 47.0% elo% vs. simple_bot, avg. reward: -0.637, 6.716 sec/game, 5.0 min. total, 489.2 MB
corny_hush v16 950 games, 1240440 moves, e=0.010, loss: 2.6, -, 44.9% elo% vs. simple_bot, avg. reward: -0.632, 6.746 sec/game, 5.2 min. total, 489.7 MB
corny_hush v16 951 games, 1244482 moves, e=0.010, loss: 2.5, +, 47.4% elo% vs. simple_bot, avg. reward: -0.626, 6.891 sec/game, 5.3 min. total, 493.5 MB
corny_hush v16 952 games, 1248517 moves, e=0.010, loss: 1.8, ., 47.5% elo% vs. simple_bot, avg. reward: -0.620, 6.958 sec/game, 5.4 min. total, 491.9 MB
corny_hush v16 953 games, 1251636 moves, e=0.010, loss: 1.6, -, 45.3% elo% vs. simple_bot, avg. reward: -0.615, 6.936 sec/game, 5.6 min. total, 493.5 MB
corny_hush v16 954 games, 1255309 moves, e=0.010, loss: 1.8, -, 43.3% elo% vs. simple_bot, avg. reward: -0.611, 6.990 sec/game, 5.7 min. total, 494.7 MB
corny_hush v16 955 games, 1257835 moves, e=0.010, loss: 2.7, -, 41.3% elo% vs. simple_bot, avg. reward: -0.616, 6.870 sec/game, 5.8 min. total, 493.0 MB
corny_hush v16 956 games, 1260789 moves, e=0.010, loss: 2.8, -, 39.5% elo% vs. simple_bot, avg. reward: -0.618, 6.807 sec/game, 5.9 min. total, 495.6 MB
corny_hush v16 957 games, 1263252 moves, e=0.010, loss: 3.8, -, 37.8% elo% vs. simple_bot, avg. reward: -0.627, 6.703 sec/game, 6.0 min. total, 494.1 MB
corny_hush v16 958 games, 1266064 moves, e=0.010, loss: 3.7, -, 36.1% elo% vs. simple_bot, avg. reward: -0.627, 6.629 sec/game, 6.1 min. total, 492.5 MB
corny_hush v16 959 games, 1268424 moves, e=0.010, loss: 3.9, -, 34.6% elo% vs. simple_bot, avg. reward: -0.634, 6.631 sec/game, 6.1 min. total, 493.8 MB
corny_hush v16 960 games, 1271066 moves, e=0.010, loss: 4.1, -, 33.2% elo% vs. simple_bot, avg. reward: -0.635, 6.583 sec/game, 6.2 min. total, 495.5 MB
corny_hush v16 961 games, 1274620 moves, e=0.010, loss: 3.2, -, 31.8% elo% vs. simple_bot, avg. reward: -0.633, 6.586 sec/game, 6.4 min. total, 493.7 MB
corny_hush v16 962 games, 1278121 moves, e=0.010, loss: 2.4, -, 30.6% elo% vs. simple_bot, avg. reward: -0.630, 6.672 sec/game, 6.5 min. total, 497.8 MB
corny_hush v16 963 games, 1281442 moves, e=0.010, loss: 2.5, -, 29.4% elo% vs. simple_bot, avg. reward: -0.629, 6.693 sec/game, 6.6 min. total, 499.9 MB
corny_hush v16 964 games, 1284082 moves, e=0.010, loss: 2.3, -, 28.3% elo% vs. simple_bot, avg. reward: -0.630, 6.653 sec/game, 6.7 min. total, 499.0 MB
corny_hush v16 965 games, 1287885 moves, e=0.010, loss: 2.8, -, 27.2% elo% vs. simple_bot, avg. reward: -0.626, 6.731 sec/game, 6.8 min. total, 500.1 MB
corny_hush v16 966 games, 1291797 moves, e=0.010, loss: 2.3, -, 26.3% elo% vs. simple_bot, avg. reward: -0.622, 6.811 sec/game, 7.0 min. total, 501.3 MB
corny_hush v16 967 games, 1295354 moves, e=0.010, loss: 1.8, -, 25.3% elo% vs. simple_bot, avg. reward: -0.619, 6.816 sec/game, 7.1 min. total, 501.4 MB
corny_hush v16 968 games, 1299168 moves, e=0.010, loss: 1.7, +, 28.0% elo% vs. simple_bot, avg. reward: -0.616, 6.892 sec/game, 7.2 min. total, 499.3 MB
corny_hush v16 969 games, 1301980 moves, e=0.010, loss: 2.8, -, 27.0% elo% vs. simple_bot, avg. reward: -0.622, 6.892 sec/game, 7.3 min. total, 500.3 MB
corny_hush v16 970 games, 1305100 moves, e=0.010, loss: 3.6, -, 26.0% elo% vs. simple_bot, avg. reward: -0.623, 6.822 sec/game, 7.4 min. total, 500.2 MB
corny_hush v16 971 games, 1308992 moves, e=0.010, loss: 3.5, ., 26.9% elo% vs. simple_bot, avg. reward: -0.619, 6.769 sec/game, 7.6 min. total, 504.0 MB
corny_hush v16 972 games, 1312310 moves, e=0.010, loss: 2.9, -, 25.9% elo% vs. simple_bot, avg. reward: -0.618, 6.701 sec/game, 7.7 min. total, 506.0 MB
corny_hush v16 973 games, 1315878 moves, e=0.010, loss: 2.7, +, 28.6% elo% vs. simple_bot, avg. reward: -0.618, 6.749 sec/game, 7.8 min. total, 503.4 MB
corny_hush v16 974 games, 1318743 moves, e=0.010, loss: 3.2, ., 29.4% elo% vs. simple_bot, avg. reward: -0.623, 6.665 sec/game, 7.9 min. total, 506.1 MB
corny_hush v16 975 games, 1321730 moves, e=0.010, loss: 3.4, -, 28.3% elo% vs. simple_bot, avg. reward: -0.626, 6.726 sec/game, 8.0 min. total, 502.8 MB
corny_hush v16 976 games, 1324565 moves, e=0.010, loss: 3.8, +, 31.1% elo% vs. simple_bot, avg. reward: -0.630, 6.710 sec/game, 8.1 min. total, 504.7 MB
corny_hush v16 977 games, 1327786 moves, e=0.010, loss: 3.2, -, 29.9% elo% vs. simple_bot, avg. reward: -0.632, 6.774 sec/game, 8.2 min. total, 506.0 MB
corny_hush v16 978 games, 1330900 moves, e=0.010, loss: 3.8, +, 32.6% elo% vs. simple_bot, avg. reward: -0.631, 6.808 sec/game, 8.3 min. total, 505.8 MB
corny_hush v16 979 games, 1334465 moves, e=0.010, loss: 3.1, -, 31.3% elo% vs. simple_bot, avg. reward: -0.629, 6.936 sec/game, 8.5 min. total, 508.2 MB
corny_hush v16 980 games, 1337762 moves, e=0.010, loss: 2.4, -, 30.1% elo% vs. simple_bot, avg. reward: -0.626, 6.998 sec/game, 8.6 min. total, 506.8 MB
corny_hush v16 981 games, 1340983 moves, e=0.010, loss: 2.2, +, 32.9% elo% vs. simple_bot, avg. reward: -0.625, 6.965 sec/game, 8.7 min. total, 504.9 MB
corny_hush v16 982 games, 1344450 moves, e=0.010, loss: 2.6, -, 31.6% elo% vs. simple_bot, avg. reward: -0.625, 6.955 sec/game, 8.8 min. total, 507.8 MB
corny_hush v16 983 games, 1348398 moves, e=0.010, loss: 2.1, -, 30.3% elo% vs. simple_bot, avg. reward: -0.621, 7.019 sec/game, 8.9 min. total, 510.5 MB
corny_hush v16 984 games, 1351903 moves, e=0.010, loss: 2.3, -, 29.2% elo% vs. simple_bot, avg. reward: -0.618, 7.099 sec/game, 9.1 min. total, 511.8 MB
corny_hush v16 985 games, 1355437 moves, e=0.010, loss: 2.4, ., 30.0% elo% vs. simple_bot, avg. reward: -0.618, 7.064 sec/game, 9.2 min. total, 511.9 MB
corny_hush v16 986 games, 1358916 moves, e=0.010, loss: 2.8, -, 28.8% elo% vs. simple_bot, avg. reward: -0.616, 7.019 sec/game, 9.3 min. total, 515.3 MB
corny_hush v16 987 games, 1362633 moves, e=0.010, loss: 2.7, +, 31.6% elo% vs. simple_bot, avg. reward: -0.612, 7.038 sec/game, 9.4 min. total, 514.7 MB
corny_hush v16 988 games, 1366574 moves, e=0.010, loss: 2.6, +, 34.4% elo% vs. simple_bot, avg. reward: -0.609, 7.038 sec/game, 9.6 min. total, 515.0 MB
corny_hush v16 989 games, 1370189 moves, e=0.010, loss: 2.3, +, 37.1% elo% vs. simple_bot, avg. reward: -0.607, 7.114 sec/game, 9.7 min. total, 515.5 MB
corny_hush v16 990 games, 1373798 moves, e=0.010, loss: 2.5, -, 35.5% elo% vs. simple_bot, avg. reward: -0.603, 7.195 sec/game, 9.8 min. total, 516.5 MB
corny_hush v16 991 games, 1377765 moves, e=0.010, loss: 2.3, +, 38.3% elo% vs. simple_bot, avg. reward: -0.599, 7.233 sec/game, 10.0 min. total, 517.3 MB
corny_hush v16 992 games, 1381852 moves, e=0.010, loss: 1.7, ., 38.8% elo% vs. simple_bot, avg. reward: -0.595, 7.319 sec/game, 10.1 min. total, 516.8 MB
corny_hush v16 993 games, 1384793 moves, e=0.010, loss: 2.3, +, 41.5% elo% vs. simple_bot, avg. reward: -0.595, 7.273 sec/game, 10.2 min. total, 514.5 MB
corny_hush v16 994 games, 1388461 moves, e=0.010, loss: 2.6, -, 39.7% elo% vs. simple_bot, avg. reward: -0.592, 7.365 sec/game, 10.4 min. total, 517.9 MB
corny_hush v16 995 games, 1392551 moves, e=0.010, loss: 2.2, +, 42.4% elo% vs. simple_bot, avg. reward: -0.590, 7.480 sec/game, 10.5 min. total, 518.8 MB
corny_hush v16 996 games, 1396386 moves, e=0.010, loss: 2.1, -, 40.5% elo% vs. simple_bot, avg. reward: -0.587, 7.599 sec/game, 10.6 min. total, 518.9 MB
corny_hush v16 997 games, 1400030 moves, e=0.010, loss: 2.0, ., 40.9% elo% vs. simple_bot, avg. reward: -0.585, 7.653 sec/game, 10.8 min. total, 518.5 MB
corny_hush v16 998 games, 1403480 moves, e=0.010, loss: 2.1, +, 43.6% elo% vs. simple_bot, avg. reward: -0.583, 7.693 sec/game, 10.9 min. total, 516.7 MB
corny_hush v16 999 games, 1406919 moves, e=0.010, loss: 2.2, -, 41.6% elo% vs. simple_bot, avg. reward: -0.582, 7.685 sec/game, 11.0 min. total, 520.3 MB
corny_hush v16 1000 games, 1410652 moves, e=0.010, loss: 2.7, +, 44.2% elo% vs. simple_bot, avg. reward: -0.582, 7.739 sec/game, 11.2 min. total, 517.0 MB
corny_hush v17 1001 games, 1414171 moves, e=0.010, loss: 3.0, -, 47.7% elo% vs. simple_bot, avg. reward: -0.583, 7.792 sec/game, 11.3 min. total, 519.7 MB
corny_hush v17 1002 games, 1417799 moves, e=0.010, loss: 2.5, -, 45.5% elo% vs. simple_bot, avg. reward: -0.580, 7.840 sec/game, 11.4 min. total, 521.3 MB
corny_hush v17 1003 games, 1421364 moves, e=0.010, loss: 2.3, +, 48.0% elo% vs. simple_bot, avg. reward: -0.579, 7.878 sec/game, 11.6 min. total, 519.3 MB
corny_hush v17 1004 games, 1424808 moves, e=0.010, loss: 2.1, -, 45.8% elo% vs. simple_bot, avg. reward: -0.574, 7.927 sec/game, 11.7 min. total, 522.3 MB
corny_hush v17 1005 games, 1428567 moves, e=0.010, loss: 2.4, -, 43.7% elo% vs. simple_bot, avg. reward: -0.571, 8.028 sec/game, 11.9 min. total, 518.9 MB
corny_hush v17 1006 games, 1432152 moves, e=0.010, loss: 2.3, +, 46.3% elo% vs. simple_bot, avg. reward: -0.567, 8.116 sec/game, 12.0 min. total, 523.2 MB
corny_hush v17 1007 games, 1435814 moves, e=0.010, loss: 2.3, -, 44.2% elo% vs. simple_bot, avg. reward: -0.563, 8.167 sec/game, 12.2 min. total, 524.2 MB
corny_hush v17 1008 games, 1439654 moves, e=0.010, loss: 2.4, -, 42.2% elo% vs. simple_bot, avg. reward: -0.560, 8.208 sec/game, 12.3 min. total, 528.0 MB
corny_hush v17 1009 games, 1443472 moves, e=0.010, loss: 2.2, -, 40.3% elo% vs. simple_bot, avg. reward: -0.558, 8.298 sec/game, 12.5 min. total, 523.1 MB
corny_hush v17 1010 games, 1447109 moves, e=0.010, loss: 2.7, -, 38.5% elo% vs. simple_bot, avg. reward: -0.557, 8.295 sec/game, 12.6 min. total, 525.2 MB
corny_hush v17 1011 games, 1450725 moves, e=0.010, loss: 2.2, -, 36.9% elo% vs. simple_bot, avg. reward: -0.548, 8.269 sec/game, 12.7 min. total, 524.9 MB
corny_hush v17 1012 games, 1454189 moves, e=0.010, loss: 2.6, +, 39.6% elo% vs. simple_bot, avg. reward: -0.550, 8.207 sec/game, 12.9 min. total, 528.1 MB
corny_hush v17 1013 games, 1457621 moves, e=0.010, loss: 2.6, +, 42.3% elo% vs. simple_bot, avg. reward: -0.549, 8.250 sec/game, 13.0 min. total, 531.1 MB
corny_hush v17 1014 games, 1460597 moves, e=0.010, loss: 3.2, -, 40.4% elo% vs. simple_bot, avg. reward: -0.554, 8.195 sec/game, 13.1 min. total, 526.1 MB
corny_hush v17 1015 games, 1464632 moves, e=0.010, loss: 3.1, -, 38.6% elo% vs. simple_bot, avg. reward: -0.552, 8.257 sec/game, 13.3 min. total, 519.8 MB
corny_hush v17 1016 games, 1468624 moves, e=0.010, loss: 2.5, +, 41.3% elo% vs. simple_bot, avg. reward: -0.551, 8.255 sec/game, 13.4 min. total, 518.6 MB
corny_hush v17 1017 games, 1472799 moves, e=0.010, loss: 1.5, +, 44.0% elo% vs. simple_bot, avg. reward: -0.547, 8.277 sec/game, 13.5 min. total, 518.4 MB
corny_hush v17 1018 games, 1476894 moves, e=0.010, loss: 1.8, -, 42.0% elo% vs. simple_bot, avg. reward: -0.544, 8.308 sec/game, 13.7 min. total, 522.2 MB
corny_hush v17 1019 games, 1480641 moves, e=0.010, loss: 1.8, +, 44.6% elo% vs. simple_bot, avg. reward: -0.543, 8.314 sec/game, 13.8 min. total, 522.0 MB
corny_hush v17 1020 games, 1484710 moves, e=0.010, loss: 2.1, -, 42.6% elo% vs. simple_bot, avg. reward: -0.540, 8.311 sec/game, 13.9 min. total, 518.2 MB
corny_hush v17 1021 games, 1488355 moves, e=0.010, loss: 2.0, -, 40.7% elo% vs. simple_bot, avg. reward: -0.538, 8.273 sec/game, 14.0 min. total, 519.1 MB
corny_hush v17 1022 games, 1492103 moves, e=0.010, loss: 2.1, +, 43.4% elo% vs. simple_bot, avg. reward: -0.535, 8.263 sec/game, 14.2 min. total, 522.7 MB
corny_hush v17 1023 games, 1495958 moves, e=0.010, loss: 1.7, -, 41.4% elo% vs. simple_bot, avg. reward: -0.526, 8.232 sec/game, 14.3 min. total, 523.2 MB
corny_hush v17 1024 games, 1499691 moves, e=0.010, loss: 2.0, +, 44.0% elo% vs. simple_bot, avg. reward: -0.519, 8.203 sec/game, 14.4 min. total, 523.1 MB
corny_hush v17 1025 games, 1503585 moves, e=0.010, loss: 1.8, +, 46.6% elo% vs. simple_bot, avg. reward: -0.509, 8.131 sec/game, 14.6 min. total, 524.0 MB
corny_hush v17 1026 games, 1507129 moves, e=0.010, loss: 2.1, +, 49.1% elo% vs. simple_bot, avg. reward: -0.502, 8.063 sec/game, 14.7 min. total, 525.7 MB
corny_hush v17 1027 games, 1510704 moves, e=0.010, loss: 1.9, +, 51.4% elo% vs. simple_bot, avg. reward: -0.501, 8.011 sec/game, 14.8 min. total, 523.3 MB
corny_hush v17 1028 games, 1514042 moves, e=0.010, loss: 2.3, +, 53.6% elo% vs. simple_bot, avg. reward: -0.498, 7.935 sec/game, 14.9 min. total, 525.7 MB
corny_hush v17 1029 games, 1517749 moves, e=0.010, loss: 2.0, +, 55.7% elo% vs. simple_bot, avg. reward: -0.496, 7.896 sec/game, 15.1 min. total, 524.8 MB
corny_hush v17 1030 games, 1521723 moves, e=0.010, loss: 2.0, +, 57.7% elo% vs. simple_bot, avg. reward: -0.495, 7.924 sec/game, 15.2 min. total, 527.6 MB
corny_hush v17 1031 games, 1525867 moves, e=0.010, loss: 2.3, +, 59.6% elo% vs. simple_bot, avg. reward: -0.492, 7.950 sec/game, 15.4 min. total, 524.8 MB
corny_hush v17 1032 games, 1529476 moves, e=0.010, loss: 2.6, +, 61.4% elo% vs. simple_bot, avg. reward: -0.489, 7.961 sec/game, 15.5 min. total, 529.4 MB
corny_hush v17 1033 games, 1533689 moves, e=0.010, loss: 2.2, -, 58.7% elo% vs. simple_bot, avg. reward: -0.487, 8.021 sec/game, 15.7 min. total, 525.8 MB
corny_hush v17 1034 games, 1537377 moves, e=0.010, loss: 2.3, +, 60.5% elo% vs. simple_bot, avg. reward: -0.487, 8.060 sec/game, 15.8 min. total, 527.0 MB
corny_hush v17 1035 games, 1541175 moves, e=0.010, loss: 2.9, -, 57.8% elo% vs. simple_bot, avg. reward: -0.490, 7.955 sec/game, 15.9 min. total, 529.1 MB
corny_hush v17 1036 games, 1544214 moves, e=0.010, loss: 3.2, -, 55.2% elo% vs. simple_bot, avg. reward: -0.495, 7.860 sec/game, 16.0 min. total, 530.7 MB
corny_hush v17 1037 games, 1546894 moves, e=0.010, loss: 3.7, -, 52.7% elo% vs. simple_bot, avg. reward: -0.502, 7.727 sec/game, 16.1 min. total, 529.7 MB
corny_hush v17 1038 games, 1550348 moves, e=0.010, loss: 4.0, ., 52.6% elo% vs. simple_bot, avg. reward: -0.503, 7.673 sec/game, 16.2 min. total, 529.4 MB
corny_hush v17 1039 games, 1554435 moves, e=0.010, loss: 3.3, ., 52.4% elo% vs. simple_bot, avg. reward: -0.494, 7.718 sec/game, 16.4 min. total, 529.5 MB
corny_hush v17 1040 games, 1558499 moves, e=0.010, loss: 2.1, ., 52.3% elo% vs. simple_bot, avg. reward: -0.493, 7.737 sec/game, 16.5 min. total, 530.0 MB
