suffix_guts v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.7 MB
suffix_guts v7 442 games, 357777 moves, e=0.646, loss: 48284.5, -, 20.4% elo% vs. random_no_suicide, avg. reward: 32.298, 2.682 sec/game, 14.7 min. total, 611.0 MB
suffix_guts v7 443 games, 358757 moves, e=0.645, loss: 53148.5, +, 22.9% elo% vs. random_no_suicide, avg. reward: 32.296, 2.653 sec/game, 14.8 min. total, 611.0 MB
suffix_guts v7 444 games, 359741 moves, e=0.644, loss: 51524.9, -, 22.2% elo% vs. random_no_suicide, avg. reward: 31.505, 2.637 sec/game, 14.8 min. total, 609.9 MB
suffix_guts v7 445 games, 360648 moves, e=0.643, loss: 40480.3, -, 21.5% elo% vs. random_no_suicide, avg. reward: 31.948, 2.633 sec/game, 14.9 min. total, 611.2 MB
suffix_guts v7 446 games, 361676 moves, e=0.642, loss: 42671.3, -, 20.8% elo% vs. random_no_suicide, avg. reward: 31.187, 2.621 sec/game, 14.9 min. total, 610.6 MB
suffix_guts v7 447 games, 362680 moves, e=0.641, loss: 43236.7, +, 23.3% elo% vs. random_no_suicide, avg. reward: 31.258, 2.613 sec/game, 15.0 min. total, 611.5 MB
suffix_guts v7 448 games, 363480 moves, e=0.640, loss: 41660.2, -, 22.6% elo% vs. random_no_suicide, avg. reward: 30.600, 2.579 sec/game, 15.0 min. total, 612.9 MB
suffix_guts v7 449 games, 364489 moves, e=0.639, loss: 37708.6, -, 21.8% elo% vs. random_no_suicide, avg. reward: 31.009, 2.602 sec/game, 15.0 min. total, 611.7 MB
suffix_guts v7 450 games, 365406 moves, e=0.638, loss: 38594.2, -, 21.2% elo% vs. random_no_suicide, avg. reward: 31.663, 2.590 sec/game, 15.1 min. total, 611.2 MB
suffix_guts v7 451 games, 366408 moves, e=0.637, loss: 40868.1, -, 20.5% elo% vs. random_no_suicide, avg. reward: 31.713, 2.585 sec/game, 15.1 min. total, 611.7 MB
suffix_guts v7 452 games, 367397 moves, e=0.636, loss: 36962.8, +, 23.0% elo% vs. random_no_suicide, avg. reward: 32.229, 2.589 sec/game, 15.2 min. total, 611.7 MB
suffix_guts v7 453 games, 368307 moves, e=0.635, loss: 34878.0, +, 25.6% elo% vs. random_no_suicide, avg. reward: 32.314, 2.575 sec/game, 15.2 min. total, 611.9 MB
suffix_guts v7 454 games, 369385 moves, e=0.634, loss: 37927.6, -, 24.7% elo% vs. random_no_suicide, avg. reward: 32.871, 2.583 sec/game, 15.3 min. total, 613.6 MB
suffix_guts v7 455 games, 370409 moves, e=0.633, loss: 48220.2, -, 23.9% elo% vs. random_no_suicide, avg. reward: 32.797, 2.603 sec/game, 15.3 min. total, 614.6 MB
suffix_guts v7 456 games, 371532 moves, e=0.632, loss: 52139.7, -, 23.1% elo% vs. random_no_suicide, avg. reward: 32.998, 2.627 sec/game, 15.3 min. total, 615.7 MB
suffix_guts v7 457 games, 372417 moves, e=0.631, loss: 55607.9, -, 22.3% elo% vs. random_no_suicide, avg. reward: 32.733, 2.618 sec/game, 15.4 min. total, 616.0 MB
suffix_guts v7 458 games, 373374 moves, e=0.630, loss: 59868.5, -, 21.6% elo% vs. random_no_suicide, avg. reward: 33.140, 2.626 sec/game, 15.4 min. total, 614.7 MB
suffix_guts v7 459 games, 374309 moves, e=0.629, loss: 57929.8, -, 21.0% elo% vs. random_no_suicide, avg. reward: 32.519, 2.618 sec/game, 15.5 min. total, 614.8 MB
suffix_guts v7 460 games, 375342 moves, e=0.628, loss: 54528.2, -, 20.3% elo% vs. random_no_suicide, avg. reward: 32.524, 2.604 sec/game, 15.5 min. total, 616.2 MB
suffix_guts v7 461 games, 376395 moves, e=0.627, loss: 54963.4, -, 19.7% elo% vs. random_no_suicide, avg. reward: 32.481, 2.612 sec/game, 15.6 min. total, 616.4 MB
suffix_guts v7 462 games, 377292 moves, e=0.626, loss: 54035.9, -, 19.2% elo% vs. random_no_suicide, avg. reward: 32.677, 2.603 sec/game, 15.6 min. total, 616.5 MB
suffix_guts v7 463 games, 378238 moves, e=0.626, loss: 53931.9, -, 18.6% elo% vs. random_no_suicide, avg. reward: 32.672, 2.601 sec/game, 15.6 min. total, 616.1 MB
suffix_guts v7 464 games, 379081 moves, e=0.625, loss: 42450.8, -, 18.1% elo% vs. random_no_suicide, avg. reward: 32.796, 2.582 sec/game, 15.7 min. total, 615.9 MB
suffix_guts v7 465 games, 379964 moves, e=0.624, loss: 52399.7, -, 17.6% elo% vs. random_no_suicide, avg. reward: 33.241, 2.578 sec/game, 15.7 min. total, 618.3 MB
suffix_guts v7 466 games, 380924 moves, e=0.623, loss: 56576.0, -, 17.2% elo% vs. random_no_suicide, avg. reward: 33.217, 2.567 sec/game, 15.8 min. total, 618.1 MB
suffix_guts v7 467 games, 381876 moves, e=0.622, loss: 50782.0, -, 16.7% elo% vs. random_no_suicide, avg. reward: 34.064, 2.564 sec/game, 15.8 min. total, 616.9 MB
suffix_guts v7 468 games, 382714 moves, e=0.621, loss: 53010.0, ., 17.6% elo% vs. random_no_suicide, avg. reward: 34.065, 2.565 sec/game, 15.8 min. total, 618.1 MB
suffix_guts v7 469 games, 383682 moves, e=0.620, loss: 53859.1, -, 17.1% elo% vs. random_no_suicide, avg. reward: 34.122, 2.560 sec/game, 15.9 min. total, 618.1 MB
suffix_guts v7 470 games, 384626 moves, e=0.619, loss: 53669.1, -, 16.7% elo% vs. random_no_suicide, avg. reward: 34.764, 2.560 sec/game, 15.9 min. total, 616.9 MB
suffix_guts v7 471 games, 385650 moves, e=0.618, loss: 52933.0, -, 16.3% elo% vs. random_no_suicide, avg. reward: 34.646, 2.552 sec/game, 16.0 min. total, 616.7 MB
suffix_guts v7 472 games, 386749 moves, e=0.617, loss: 59046.7, -, 15.9% elo% vs. random_no_suicide, avg. reward: 34.007, 2.564 sec/game, 16.0 min. total, 617.7 MB
suffix_guts v7 473 games, 387779 moves, e=0.616, loss: 54571.0, -, 15.5% elo% vs. random_no_suicide, avg. reward: 34.191, 2.585 sec/game, 16.1 min. total, 618.9 MB
suffix_guts v7 474 games, 388798 moves, e=0.615, loss: 49370.9, -, 15.1% elo% vs. random_no_suicide, avg. reward: 34.250, 2.581 sec/game, 16.1 min. total, 619.8 MB
suffix_guts v7 475 games, 389645 moves, e=0.614, loss: 49485.9, -, 14.7% elo% vs. random_no_suicide, avg. reward: 34.033, 2.570 sec/game, 16.2 min. total, 621.1 MB
suffix_guts v7 476 games, 390657 moves, e=0.613, loss: 50163.8, -, 14.4% elo% vs. random_no_suicide, avg. reward: 34.440, 2.556 sec/game, 16.2 min. total, 619.9 MB
suffix_guts v7 477 games, 391723 moves, e=0.612, loss: 52241.2, -, 14.1% elo% vs. random_no_suicide, avg. reward: 34.389, 2.567 sec/game, 16.2 min. total, 620.2 MB
suffix_guts v7 478 games, 392609 moves, e=0.611, loss: 51176.4, -, 13.8% elo% vs. random_no_suicide, avg. reward: 34.205, 2.566 sec/game, 16.3 min. total, 620.2 MB
suffix_guts v7 479 games, 393639 moves, e=0.610, loss: 43950.5, -, 13.5% elo% vs. random_no_suicide, avg. reward: 34.055, 2.572 sec/game, 16.3 min. total, 620.3 MB
suffix_guts v7 480 games, 394662 moves, e=0.609, loss: 44199.7, -, 13.2% elo% vs. random_no_suicide, avg. reward: 34.454, 2.569 sec/game, 16.4 min. total, 620.7 MB
suffix_guts v7 481 games, 395538 moves, e=0.608, loss: 40203.3, -, 12.9% elo% vs. random_no_suicide, avg. reward: 34.223, 2.552 sec/game, 16.4 min. total, 622.2 MB
suffix_guts v7 482 games, 396537 moves, e=0.607, loss: 40610.5, -, 12.6% elo% vs. random_no_suicide, avg. reward: 34.200, 2.559 sec/game, 16.5 min. total, 622.9 MB
suffix_guts v7 483 games, 397443 moves, e=0.607, loss: 41092.7, -, 12.4% elo% vs. random_no_suicide, avg. reward: 34.263, 2.572 sec/game, 16.5 min. total, 623.3 MB
suffix_guts v7 484 games, 398507 moves, e=0.605, loss: 35764.2, -, 12.1% elo% vs. random_no_suicide, avg. reward: 34.409, 2.593 sec/game, 16.5 min. total, 623.6 MB
suffix_guts v7 485 games, 399474 moves, e=0.605, loss: 38886.5, -, 11.9% elo% vs. random_no_suicide, avg. reward: 35.038, 2.594 sec/game, 16.6 min. total, 623.3 MB
suffix_guts v7 486 games, 400388 moves, e=0.604, loss: 50741.9, -, 11.7% elo% vs. random_no_suicide, avg. reward: 35.131, 2.601 sec/game, 16.6 min. total, 623.5 MB
suffix_guts v7 487 games, 401420 moves, e=0.603, loss: 50520.3, -, 11.5% elo% vs. random_no_suicide, avg. reward: 35.709, 2.608 sec/game, 16.7 min. total, 623.4 MB
suffix_guts v7 488 games, 402340 moves, e=0.602, loss: 49811.5, -, 11.2% elo% vs. random_no_suicide, avg. reward: 35.809, 2.620 sec/game, 16.7 min. total, 625.1 MB
suffix_guts v7 489 games, 403322 moves, e=0.601, loss: 50687.5, -, 11.0% elo% vs. random_no_suicide, avg. reward: 35.190, 2.610 sec/game, 16.8 min. total, 624.4 MB
suffix_guts v7 490 games, 404293 moves, e=0.600, loss: 53611.9, -, 10.8% elo% vs. random_no_suicide, avg. reward: 35.429, 2.627 sec/game, 16.8 min. total, 624.8 MB
suffix_guts v7 491 games, 405255 moves, e=0.599, loss: 51762.3, +, 12.5% elo% vs. random_no_suicide, avg. reward: 35.846, 2.627 sec/game, 16.8 min. total, 626.1 MB
suffix_guts v7 492 games, 406261 moves, e=0.598, loss: 55474.7, -, 12.3% elo% vs. random_no_suicide, avg. reward: 36.445, 2.608 sec/game, 16.9 min. total, 625.4 MB
suffix_guts v7 493 games, 407237 moves, e=0.597, loss: 59190.1, -, 12.0% elo% vs. random_no_suicide, avg. reward: 37.068, 2.602 sec/game, 16.9 min. total, 625.8 MB
suffix_guts v7 494 games, 408100 moves, e=0.596, loss: 58320.6, -, 11.8% elo% vs. random_no_suicide, avg. reward: 37.650, 2.588 sec/game, 17.0 min. total, 627.1 MB
suffix_guts v7 495 games, 408944 moves, e=0.595, loss: 58446.3, -, 11.6% elo% vs. random_no_suicide, avg. reward: 37.898, 2.574 sec/game, 17.0 min. total, 625.8 MB
suffix_guts v7 496 games, 410180 moves, e=0.594, loss: 61774.7, -, 11.4% elo% vs. random_no_suicide, avg. reward: 37.694, 2.602 sec/game, 17.1 min. total, 626.0 MB
suffix_guts v7 497 games, 411239 moves, e=0.593, loss: 61069.8, -, 11.2% elo% vs. random_no_suicide, avg. reward: 37.770, 2.601 sec/game, 17.1 min. total, 625.7 MB
suffix_guts v7 498 games, 412310 moves, e=0.592, loss: 56840.5, -, 11.0% elo% vs. random_no_suicide, avg. reward: 37.760, 2.630 sec/game, 17.2 min. total, 626.2 MB
suffix_guts v7 499 games, 413114 moves, e=0.591, loss: 58476.5, -, 10.8% elo% vs. random_no_suicide, avg. reward: 37.996, 2.598 sec/game, 17.2 min. total, 628.7 MB
suffix_guts v7 500 games, 414317 moves, e=0.590, loss: 59061.4, -, 10.6% elo% vs. random_no_suicide, avg. reward: 37.995, 2.618 sec/game, 17.2 min. total, 628.9 MB
suffix_guts v8 501 games, 415350 moves, e=0.589, loss: 58396.6, -, 47.7% elo% vs. random_no_suicide, avg. reward: 37.379, 2.649 sec/game, 17.3 min. total, 630.5 MB
suffix_guts v8 502 games, 416409 moves, e=0.588, loss: 55254.2, -, 45.5% elo% vs. random_no_suicide, avg. reward: 37.628, 2.671 sec/game, 17.3 min. total, 629.1 MB
suffix_guts v8 503 games, 417394 moves, e=0.587, loss: 50774.5, -, 43.4% elo% vs. random_no_suicide, avg. reward: 37.489, 2.659 sec/game, 17.4 min. total, 630.4 MB
suffix_guts v8 504 games, 418418 moves, e=0.586, loss: 54742.9, -, 41.5% elo% vs. random_no_suicide, avg. reward: 37.657, 2.657 sec/game, 17.4 min. total, 630.8 MB
suffix_guts v8 505 games, 419347 moves, e=0.585, loss: 51591.3, -, 39.6% elo% vs. random_no_suicide, avg. reward: 38.430, 2.669 sec/game, 17.5 min. total, 630.7 MB
suffix_guts v8 506 games, 420408 moves, e=0.584, loss: 46568.2, +, 42.3% elo% vs. random_no_suicide, avg. reward: 38.685, 2.673 sec/game, 17.5 min. total, 630.7 MB
suffix_guts v8 507 games, 421443 moves, e=0.583, loss: 56929.0, +, 44.9% elo% vs. random_no_suicide, avg. reward: 38.388, 2.668 sec/game, 17.6 min. total, 629.6 MB
suffix_guts v8 508 games, 422340 moves, e=0.582, loss: 58696.6, -, 42.9% elo% vs. random_no_suicide, avg. reward: 38.309, 2.669 sec/game, 17.6 min. total, 631.8 MB
suffix_guts v8 509 games, 423338 moves, e=0.581, loss: 57012.8, -, 41.0% elo% vs. random_no_suicide, avg. reward: 38.331, 2.686 sec/game, 17.7 min. total, 631.3 MB
suffix_guts v8 510 games, 424326 moves, e=0.580, loss: 50383.5, +, 43.6% elo% vs. random_no_suicide, avg. reward: 38.335, 2.684 sec/game, 17.7 min. total, 631.2 MB
suffix_guts v8 511 games, 425254 moves, e=0.579, loss: 50647.8, -, 41.7% elo% vs. random_no_suicide, avg. reward: 38.289, 2.676 sec/game, 17.7 min. total, 631.5 MB
suffix_guts v8 512 games, 426204 moves, e=0.578, loss: 56463.7, -, 39.8% elo% vs. random_no_suicide, avg. reward: 38.184, 2.668 sec/game, 17.8 min. total, 631.5 MB
suffix_guts v8 513 games, 427087 moves, e=0.577, loss: 52555.2, -, 38.1% elo% vs. random_no_suicide, avg. reward: 37.937, 2.656 sec/game, 17.8 min. total, 631.6 MB
suffix_guts v8 514 games, 428151 moves, e=0.576, loss: 43193.9, -, 36.4% elo% vs. random_no_suicide, avg. reward: 38.137, 2.674 sec/game, 17.9 min. total, 632.9 MB
suffix_guts v8 515 games, 429098 moves, e=0.575, loss: 56678.9, -, 34.9% elo% vs. random_no_suicide, avg. reward: 37.917, 2.702 sec/game, 17.9 min. total, 632.4 MB
suffix_guts v8 516 games, 430101 moves, e=0.574, loss: 51919.1, -, 33.4% elo% vs. random_no_suicide, avg. reward: 37.734, 2.675 sec/game, 18.0 min. total, 632.4 MB
suffix_guts v8 517 games, 431075 moves, e=0.573, loss: 46983.6, -, 32.1% elo% vs. random_no_suicide, avg. reward: 37.253, 2.664 sec/game, 18.0 min. total, 633.4 MB
suffix_guts v8 518 games, 431840 moves, e=0.572, loss: 37681.6, -, 30.8% elo% vs. random_no_suicide, avg. reward: 36.727, 2.621 sec/game, 18.0 min. total, 635.6 MB
suffix_guts v8 519 games, 432906 moves, e=0.571, loss: 39010.9, -, 29.6% elo% vs. random_no_suicide, avg. reward: 36.555, 2.666 sec/game, 18.1 min. total, 634.5 MB
suffix_guts v8 520 games, 433877 moves, e=0.570, loss: 39324.2, -, 28.5% elo% vs. random_no_suicide, avg. reward: 36.726, 2.637 sec/game, 18.1 min. total, 635.5 MB
suffix_guts v8 521 games, 434902 moves, e=0.569, loss: 37092.2, -, 27.4% elo% vs. random_no_suicide, avg. reward: 36.221, 2.625 sec/game, 18.2 min. total, 635.8 MB
suffix_guts v8 522 games, 435884 moves, e=0.568, loss: 38023.6, -, 26.4% elo% vs. random_no_suicide, avg. reward: 36.094, 2.609 sec/game, 18.2 min. total, 634.2 MB
suffix_guts v8 523 games, 436864 moves, e=0.568, loss: 34448.3, -, 25.5% elo% vs. random_no_suicide, avg. reward: 36.074, 2.623 sec/game, 18.3 min. total, 635.8 MB
suffix_guts v8 524 games, 437926 moves, e=0.566, loss: 34912.9, -, 24.6% elo% vs. random_no_suicide, avg. reward: 36.734, 2.631 sec/game, 18.3 min. total, 635.0 MB
suffix_guts v8 525 games, 438958 moves, e=0.565, loss: 31236.4, -, 23.8% elo% vs. random_no_suicide, avg. reward: 37.007, 2.654 sec/game, 18.4 min. total, 636.4 MB
suffix_guts v8 526 games, 440044 moves, e=0.564, loss: 48380.9, -, 23.0% elo% vs. random_no_suicide, avg. reward: 36.844, 2.692 sec/game, 18.4 min. total, 638.7 MB
suffix_guts v8 527 games, 440991 moves, e=0.563, loss: 47579.1, -, 22.3% elo% vs. random_no_suicide, avg. reward: 37.035, 2.736 sec/game, 18.5 min. total, 637.6 MB
suffix_guts v8 528 games, 441896 moves, e=0.563, loss: 40850.8, -, 21.6% elo% vs. random_no_suicide, avg. reward: 37.810, 2.745 sec/game, 18.5 min. total, 637.4 MB
suffix_guts v8 529 games, 442978 moves, e=0.561, loss: 47823.7, -, 20.9% elo% vs. random_no_suicide, avg. reward: 38.392, 2.747 sec/game, 18.6 min. total, 638.9 MB
suffix_guts v8 530 games, 443903 moves, e=0.561, loss: 53002.1, -, 20.3% elo% vs. random_no_suicide, avg. reward: 38.723, 2.732 sec/game, 18.6 min. total, 637.4 MB
suffix_guts v8 531 games, 444897 moves, e=0.560, loss: 56971.9, ., 21.2% elo% vs. random_no_suicide, avg. reward: 38.293, 2.743 sec/game, 18.7 min. total, 637.9 MB
suffix_guts v8 532 games, 445916 moves, e=0.559, loss: 57294.3, -, 20.5% elo% vs. random_no_suicide, avg. reward: 37.774, 2.773 sec/game, 18.7 min. total, 637.8 MB
suffix_guts v8 533 games, 447128 moves, e=0.557, loss: 52971.6, -, 19.9% elo% vs. random_no_suicide, avg. reward: 38.047, 2.818 sec/game, 18.8 min. total, 638.9 MB
suffix_guts v8 534 games, 448162 moves, e=0.556, loss: 54928.2, -, 19.3% elo% vs. random_no_suicide, avg. reward: 38.064, 2.818 sec/game, 18.8 min. total, 640.9 MB
suffix_guts v8 535 games, 449168 moves, e=0.555, loss: 51877.0, -, 18.8% elo% vs. random_no_suicide, avg. reward: 37.723, 2.817 sec/game, 18.9 min. total, 642.7 MB
suffix_guts v8 536 games, 450192 moves, e=0.554, loss: 46833.9, -, 18.3% elo% vs. random_no_suicide, avg. reward: 37.445, 2.821 sec/game, 18.9 min. total, 642.8 MB
suffix_guts v8 537 games, 451154 moves, e=0.553, loss: 46491.0, -, 17.8% elo% vs. random_no_suicide, avg. reward: 37.502, 2.818 sec/game, 18.9 min. total, 641.5 MB
suffix_guts v8 538 games, 452136 moves, e=0.552, loss: 45676.2, -, 17.3% elo% vs. random_no_suicide, avg. reward: 38.239, 2.847 sec/game, 19.0 min. total, 641.8 MB
suffix_guts v8 539 games, 453284 moves, e=0.551, loss: 49108.7, -, 16.8% elo% vs. random_no_suicide, avg. reward: 38.373, 2.847 sec/game, 19.0 min. total, 642.3 MB
suffix_guts v8 540 games, 454287 moves, e=0.550, loss: 48135.7, -, 16.4% elo% vs. random_no_suicide, avg. reward: 38.370, 2.859 sec/game, 19.1 min. total, 642.8 MB
suffix_guts v8 541 games, 455193 moves, e=0.549, loss: 53972.1, -, 16.0% elo% vs. random_no_suicide, avg. reward: 38.269, 2.848 sec/game, 19.1 min. total, 642.9 MB
suffix_guts v8 542 games, 456154 moves, e=0.548, loss: 51505.4, -, 15.6% elo% vs. random_no_suicide, avg. reward: 38.236, 2.839 sec/game, 19.2 min. total, 642.4 MB
suffix_guts v8 543 games, 457197 moves, e=0.547, loss: 55088.9, -, 15.2% elo% vs. random_no_suicide, avg. reward: 38.721, 2.841 sec/game, 19.2 min. total, 643.7 MB
suffix_guts v8 544 games, 458223 moves, e=0.546, loss: 45742.4, -, 14.9% elo% vs. random_no_suicide, avg. reward: 39.114, 2.837 sec/game, 19.3 min. total, 644.1 MB
suffix_guts v8 545 games, 459082 moves, e=0.546, loss: 51106.4, -, 14.5% elo% vs. random_no_suicide, avg. reward: 39.031, 2.802 sec/game, 19.3 min. total, 644.0 MB
suffix_guts v8 546 games, 459921 moves, e=0.545, loss: 48470.6, -, 14.2% elo% vs. random_no_suicide, avg. reward: 39.611, 2.749 sec/game, 19.3 min. total, 645.1 MB
suffix_guts v8 547 games, 460968 moves, e=0.544, loss: 51335.2, +, 16.2% elo% vs. random_no_suicide, avg. reward: 39.596, 2.708 sec/game, 19.4 min. total, 644.3 MB
suffix_guts v8 548 games, 461898 moves, e=0.543, loss: 54872.6, -, 15.8% elo% vs. random_no_suicide, avg. reward: 39.931, 2.699 sec/game, 19.4 min. total, 645.8 MB
suffix_guts v8 549 games, 462754 moves, e=0.542, loss: 56264.1, -, 15.5% elo% vs. random_no_suicide, avg. reward: 39.526, 2.681 sec/game, 19.5 min. total, 644.3 MB
suffix_guts v8 550 games, 463719 moves, e=0.541, loss: 50429.2, -, 15.1% elo% vs. random_no_suicide, avg. reward: 39.495, 2.683 sec/game, 19.5 min. total, 645.6 MB
suffix_guts v8 551 games, 464918 moves, e=0.540, loss: 53473.9, -, 14.7% elo% vs. random_no_suicide, avg. reward: 39.408, 2.712 sec/game, 19.6 min. total, 646.0 MB
suffix_guts v8 552 games, 465885 moves, e=0.539, loss: 55366.2, -, 14.4% elo% vs. random_no_suicide, avg. reward: 39.730, 2.685 sec/game, 19.6 min. total, 646.7 MB
suffix_guts v8 553 games, 466977 moves, e=0.538, loss: 54598.6, -, 14.1% elo% vs. random_no_suicide, avg. reward: 39.629, 2.674 sec/game, 19.7 min. total, 647.6 MB
suffix_guts v8 554 games, 467961 moves, e=0.537, loss: 53555.6, -, 13.8% elo% vs. random_no_suicide, avg. reward: 39.470, 2.666 sec/game, 19.7 min. total, 647.7 MB
suffix_guts v8 555 games, 468960 moves, e=0.536, loss: 55911.1, -, 13.5% elo% vs. random_no_suicide, avg. reward: 39.478, 2.666 sec/game, 19.7 min. total, 646.4 MB
suffix_guts v8 556 games, 469995 moves, e=0.535, loss: 54342.0, -, 13.2% elo% vs. random_no_suicide, avg. reward: 39.334, 2.665 sec/game, 19.8 min. total, 647.4 MB
suffix_guts v8 557 games, 471043 moves, e=0.534, loss: 56323.6, -, 12.9% elo% vs. random_no_suicide, avg. reward: 39.581, 2.691 sec/game, 19.8 min. total, 646.3 MB
suffix_guts v8 558 games, 472068 moves, e=0.533, loss: 49005.9, -, 12.6% elo% vs. random_no_suicide, avg. reward: 39.546, 2.691 sec/game, 19.9 min. total, 646.6 MB
suffix_guts v8 559 games, 473312 moves, e=0.531, loss: 53039.0, -, 12.4% elo% vs. random_no_suicide, avg. reward: 39.804, 2.697 sec/game, 19.9 min. total, 648.2 MB
suffix_guts v8 560 games, 474342 moves, e=0.530, loss: 55096.2, +, 14.2% elo% vs. random_no_suicide, avg. reward: 39.125, 2.696 sec/game, 20.0 min. total, 653.4 MB
suffix_guts v8 561 games, 475224 moves, e=0.530, loss: 45154.8, +, 16.3% elo% vs. random_no_suicide, avg. reward: 39.186, 2.699 sec/game, 20.0 min. total, 651.0 MB
suffix_guts v8 562 games, 476322 moves, e=0.528, loss: 48895.9, -, 15.9% elo% vs. random_no_suicide, avg. reward: 39.078, 2.727 sec/game, 20.1 min. total, 651.1 MB
suffix_guts v8 563 games, 477329 moves, e=0.527, loss: 46487.6, -, 15.5% elo% vs. random_no_suicide, avg. reward: 38.838, 2.727 sec/game, 20.1 min. total, 651.2 MB
suffix_guts v8 564 games, 478348 moves, e=0.526, loss: 50863.8, -, 15.1% elo% vs. random_no_suicide, avg. reward: 38.380, 2.724 sec/game, 20.2 min. total, 652.5 MB
suffix_guts v8 565 games, 479457 moves, e=0.525, loss: 51429.8, -, 14.8% elo% vs. random_no_suicide, avg. reward: 38.485, 2.742 sec/game, 20.2 min. total, 651.2 MB
suffix_guts v8 566 games, 480685 moves, e=0.524, loss: 48959.6, -, 14.4% elo% vs. random_no_suicide, avg. reward: 38.681, 2.787 sec/game, 20.3 min. total, 651.6 MB
suffix_guts v8 567 games, 481764 moves, e=0.523, loss: 49141.7, +, 16.5% elo% vs. random_no_suicide, avg. reward: 37.847, 2.787 sec/game, 20.3 min. total, 653.5 MB
suffix_guts v8 568 games, 482937 moves, e=0.522, loss: 43985.2, -, 16.1% elo% vs. random_no_suicide, avg. reward: 37.516, 2.821 sec/game, 20.4 min. total, 653.6 MB
suffix_guts v8 569 games, 483897 moves, e=0.521, loss: 39070.8, -, 15.7% elo% vs. random_no_suicide, avg. reward: 37.518, 2.837 sec/game, 20.4 min. total, 654.0 MB
suffix_guts v8 570 games, 485112 moves, e=0.520, loss: 38262.6, -, 15.3% elo% vs. random_no_suicide, avg. reward: 37.393, 2.865 sec/game, 20.5 min. total, 652.4 MB
suffix_guts v8 571 games, 486220 moves, e=0.519, loss: 39677.4, -, 14.9% elo% vs. random_no_suicide, avg. reward: 37.650, 2.849 sec/game, 20.5 min. total, 654.2 MB
suffix_guts v8 572 games, 487300 moves, e=0.518, loss: 42068.2, -, 14.6% elo% vs. random_no_suicide, avg. reward: 38.113, 2.875 sec/game, 20.6 min. total, 652.6 MB
suffix_guts v8 573 games, 488277 moves, e=0.517, loss: 41149.6, -, 14.3% elo% vs. random_no_suicide, avg. reward: 38.039, 2.841 sec/game, 20.6 min. total, 653.8 MB
suffix_guts v8 574 games, 489337 moves, e=0.516, loss: 41501.7, -, 13.9% elo% vs. random_no_suicide, avg. reward: 38.119, 2.851 sec/game, 20.6 min. total, 653.0 MB
suffix_guts v8 575 games, 490474 moves, e=0.514, loss: 39109.8, +, 16.0% elo% vs. random_no_suicide, avg. reward: 38.111, 2.865 sec/game, 20.7 min. total, 656.1 MB
suffix_guts v8 576 games, 491419 moves, e=0.513, loss: 39096.0, -, 15.6% elo% vs. random_no_suicide, avg. reward: 38.242, 2.865 sec/game, 20.7 min. total, 655.6 MB
suffix_guts v8 577 games, 492519 moves, e=0.512, loss: 40345.5, -, 15.2% elo% vs. random_no_suicide, avg. reward: 38.415, 2.854 sec/game, 20.8 min. total, 655.8 MB
suffix_guts v8 578 games, 493515 moves, e=0.511, loss: 50348.8, -, 14.8% elo% vs. random_no_suicide, avg. reward: 38.578, 2.855 sec/game, 20.8 min. total, 656.9 MB
suffix_guts v8 579 games, 494477 moves, e=0.510, loss: 48589.3, -, 14.5% elo% vs. random_no_suicide, avg. reward: 38.812, 2.839 sec/game, 20.9 min. total, 655.8 MB
suffix_guts v8 580 games, 495473 moves, e=0.509, loss: 51812.4, -, 14.2% elo% vs. random_no_suicide, avg. reward: 39.024, 2.828 sec/game, 20.9 min. total, 655.4 MB
suffix_guts v8 581 games, 496493 moves, e=0.508, loss: 55403.1, -, 13.8% elo% vs. random_no_suicide, avg. reward: 39.726, 2.837 sec/game, 21.0 min. total, 656.6 MB
suffix_guts v8 582 games, 497473 moves, e=0.508, loss: 56844.8, -, 13.5% elo% vs. random_no_suicide, avg. reward: 39.323, 2.821 sec/game, 21.0 min. total, 655.4 MB
suffix_guts v8 583 games, 498694 moves, e=0.506, loss: 55144.4, -, 13.3% elo% vs. random_no_suicide, avg. reward: 39.283, 2.849 sec/game, 21.1 min. total, 656.2 MB
suffix_guts v8 584 games, 499688 moves, e=0.505, loss: 55884.2, -, 13.0% elo% vs. random_no_suicide, avg. reward: 39.106, 2.837 sec/game, 21.1 min. total, 658.0 MB
suffix_guts v8 585 games, 500692 moves, e=0.504, loss: 51731.0, -, 12.7% elo% vs. random_no_suicide, avg. reward: 38.986, 2.835 sec/game, 21.2 min. total, 658.7 MB
suffix_guts v8 586 games, 501818 moves, e=0.503, loss: 49705.2, +, 14.6% elo% vs. random_no_suicide, avg. reward: 38.899, 2.819 sec/game, 21.2 min. total, 660.0 MB
suffix_guts v8 587 games, 503027 moves, e=0.502, loss: 52275.6, -, 14.3% elo% vs. random_no_suicide, avg. reward: 38.544, 2.835 sec/game, 21.3 min. total, 659.2 MB
suffix_guts v8 588 games, 504063 moves, e=0.501, loss: 56871.8, +, 16.3% elo% vs. random_no_suicide, avg. reward: 38.592, 2.818 sec/game, 21.3 min. total, 660.3 MB
suffix_guts v8 589 games, 505192 moves, e=0.500, loss: 51575.9, -, 15.9% elo% vs. random_no_suicide, avg. reward: 38.603, 2.838 sec/game, 21.4 min. total, 659.1 MB
