suffix_guts v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.7 MB
suffix_guts v11 886 games, 889416 moves, e=0.119, loss: 65071.7, -, 8.1% elo% vs. random_no_suicide, avg. reward: 48.346, 4.676 sec/game, 120.5 min. total, 379.1 MB
suffix_guts v11 887 games, 891166 moves, e=0.118, loss: 72692.3, -, 8.0% elo% vs. random_no_suicide, avg. reward: 47.915, 4.714 sec/game, 120.6 min. total, 381.7 MB
suffix_guts v11 888 games, 892825 moves, e=0.116, loss: 61895.9, -, 7.9% elo% vs. random_no_suicide, avg. reward: 48.162, 4.743 sec/game, 120.7 min. total, 382.4 MB
suffix_guts v11 889 games, 894415 moves, e=0.115, loss: 58783.2, -, 7.8% elo% vs. random_no_suicide, avg. reward: 48.243, 4.759 sec/game, 120.8 min. total, 381.6 MB
suffix_guts v11 890 games, 895866 moves, e=0.113, loss: 66290.4, -, 7.7% elo% vs. random_no_suicide, avg. reward: 47.417, 4.754 sec/game, 120.8 min. total, 382.5 MB
suffix_guts v11 891 games, 897432 moves, e=0.112, loss: 57717.2, -, 7.6% elo% vs. random_no_suicide, avg. reward: 47.614, 4.806 sec/game, 120.9 min. total, 382.5 MB
suffix_guts v11 892 games, 898943 moves, e=0.110, loss: 50797.4, -, 7.5% elo% vs. random_no_suicide, avg. reward: 47.706, 4.808 sec/game, 121.0 min. total, 381.6 MB
suffix_guts v11 893 games, 900547 moves, e=0.108, loss: 51353.3, -, 7.4% elo% vs. random_no_suicide, avg. reward: 47.751, 4.865 sec/game, 121.1 min. total, 381.4 MB
suffix_guts v11 894 games, 901984 moves, e=0.107, loss: 54835.9, -, 7.3% elo% vs. random_no_suicide, avg. reward: 47.878, 4.833 sec/game, 121.2 min. total, 380.5 MB
suffix_guts v11 895 games, 903274 moves, e=0.106, loss: 60530.4, -, 7.2% elo% vs. random_no_suicide, avg. reward: 47.877, 4.778 sec/game, 121.2 min. total, 379.0 MB
suffix_guts v11 896 games, 904853 moves, e=0.104, loss: 56138.7, -, 7.1% elo% vs. random_no_suicide, avg. reward: 48.397, 4.810 sec/game, 121.3 min. total, 379.4 MB
suffix_guts v11 897 games, 906476 moves, e=0.103, loss: 58861.3, ., 7.6% elo% vs. random_no_suicide, avg. reward: 48.967, 4.824 sec/game, 121.4 min. total, 379.5 MB
suffix_guts v11 898 games, 908065 moves, e=0.101, loss: 54788.2, -, 7.5% elo% vs. random_no_suicide, avg. reward: 49.204, 4.837 sec/game, 121.5 min. total, 379.9 MB
suffix_guts v11 899 games, 909804 moves, e=0.099, loss: 55084.0, -, 7.5% elo% vs. random_no_suicide, avg. reward: 49.217, 4.841 sec/game, 121.5 min. total, 384.6 MB
suffix_guts v11 900 games, 911341 moves, e=0.098, loss: 46246.5, -, 7.4% elo% vs. random_no_suicide, avg. reward: 49.111, 4.833 sec/game, 121.6 min. total, 383.8 MB
suffix_guts v12 901 games, 912912 moves, e=0.096, loss: 47460.3, -, 47.7% elo% vs. random_no_suicide, avg. reward: 49.225, 4.822 sec/game, 121.7 min. total, 386.6 MB
suffix_guts v12 902 games, 914618 moves, e=0.095, loss: 48440.0, -, 45.5% elo% vs. random_no_suicide, avg. reward: 49.619, 4.847 sec/game, 121.8 min. total, 386.6 MB
suffix_guts v12 903 games, 916337 moves, e=0.093, loss: 61353.8, -, 43.4% elo% vs. random_no_suicide, avg. reward: 49.877, 4.876 sec/game, 121.9 min. total, 387.0 MB
suffix_guts v12 904 games, 917888 moves, e=0.091, loss: 63606.3, -, 41.5% elo% vs. random_no_suicide, avg. reward: 49.318, 4.875 sec/game, 122.0 min. total, 387.1 MB
suffix_guts v12 905 games, 919350 moves, e=0.090, loss: 54512.1, -, 39.6% elo% vs. random_no_suicide, avg. reward: 49.867, 4.823 sec/game, 122.0 min. total, 386.8 MB
suffix_guts v12 906 games, 921332 moves, e=0.088, loss: 48964.2, -, 37.9% elo% vs. random_no_suicide, avg. reward: 49.160, 4.857 sec/game, 122.1 min. total, 390.5 MB
suffix_guts v12 907 games, 923124 moves, e=0.086, loss: 43206.3, +, 40.6% elo% vs. random_no_suicide, avg. reward: 49.218, 4.875 sec/game, 122.2 min. total, 392.6 MB
suffix_guts v12 908 games, 924939 moves, e=0.084, loss: 43991.9, -, 38.8% elo% vs. random_no_suicide, avg. reward: 48.433, 4.899 sec/game, 122.3 min. total, 392.7 MB
suffix_guts v12 909 games, 926615 moves, e=0.083, loss: 35105.1, -, 37.2% elo% vs. random_no_suicide, avg. reward: 47.675, 4.918 sec/game, 122.4 min. total, 392.7 MB
suffix_guts v12 910 games, 927984 moves, e=0.081, loss: 27309.9, -, 35.6% elo% vs. random_no_suicide, avg. reward: 47.684, 4.905 sec/game, 122.5 min. total, 392.7 MB
suffix_guts v12 911 games, 929908 moves, e=0.079, loss: 33450.5, -, 34.1% elo% vs. random_no_suicide, avg. reward: 47.719, 4.917 sec/game, 122.6 min. total, 395.7 MB
suffix_guts v12 912 games, 931803 moves, e=0.078, loss: 44709.7, -, 32.7% elo% vs. random_no_suicide, avg. reward: 47.587, 5.000 sec/game, 122.7 min. total, 395.7 MB
suffix_guts v12 913 games, 933429 moves, e=0.076, loss: 55009.2, -, 31.4% elo% vs. random_no_suicide, avg. reward: 47.702, 5.000 sec/game, 122.7 min. total, 397.1 MB
suffix_guts v12 914 games, 934838 moves, e=0.075, loss: 55499.7, -, 30.2% elo% vs. random_no_suicide, avg. reward: 47.686, 5.012 sec/game, 122.8 min. total, 393.7 MB
suffix_guts v12 915 games, 936650 moves, e=0.073, loss: 61562.3, -, 29.0% elo% vs. random_no_suicide, avg. reward: 47.840, 5.106 sec/game, 122.9 min. total, 394.5 MB
suffix_guts v12 916 games, 938367 moves, e=0.071, loss: 69927.8, -, 27.9% elo% vs. random_no_suicide, avg. reward: 47.324, 5.130 sec/game, 123.0 min. total, 398.4 MB
suffix_guts v12 917 games, 939825 moves, e=0.070, loss: 63258.2, -, 26.9% elo% vs. random_no_suicide, avg. reward: 47.879, 5.136 sec/game, 123.1 min. total, 394.4 MB
suffix_guts v12 918 games, 941344 moves, e=0.068, loss: 57521.5, -, 25.9% elo% vs. random_no_suicide, avg. reward: 47.817, 5.123 sec/game, 123.2 min. total, 392.0 MB
suffix_guts v12 919 games, 942848 moves, e=0.067, loss: 59268.3, -, 25.0% elo% vs. random_no_suicide, avg. reward: 48.416, 5.106 sec/game, 123.2 min. total, 393.0 MB
suffix_guts v12 920 games, 944399 moves, e=0.065, loss: 57142.3, -, 24.2% elo% vs. random_no_suicide, avg. reward: 49.000, 5.109 sec/game, 123.3 min. total, 393.3 MB
suffix_guts v12 921 games, 945801 moves, e=0.064, loss: 56991.3, -, 23.4% elo% vs. random_no_suicide, avg. reward: 49.235, 5.069 sec/game, 123.4 min. total, 392.2 MB
suffix_guts v12 922 games, 947397 moves, e=0.062, loss: 60011.4, -, 22.6% elo% vs. random_no_suicide, avg. reward: 49.305, 5.030 sec/game, 123.5 min. total, 391.0 MB
suffix_guts v12 923 games, 948854 moves, e=0.061, loss: 60854.6, -, 21.9% elo% vs. random_no_suicide, avg. reward: 49.995, 5.015 sec/game, 123.6 min. total, 389.3 MB
suffix_guts v12 924 games, 950548 moves, e=0.059, loss: 61589.4, -, 21.2% elo% vs. random_no_suicide, avg. reward: 49.822, 5.033 sec/game, 123.6 min. total, 390.8 MB
suffix_guts v12 925 games, 952131 moves, e=0.057, loss: 64125.8, -, 20.5% elo% vs. random_no_suicide, avg. reward: 49.942, 5.047 sec/game, 123.7 min. total, 391.5 MB
suffix_guts v12 926 games, 953766 moves, e=0.056, loss: 71352.6, -, 19.9% elo% vs. random_no_suicide, avg. reward: 50.505, 5.022 sec/game, 123.8 min. total, 394.9 MB
suffix_guts v12 927 games, 955616 moves, e=0.054, loss: 63678.8, -, 19.4% elo% vs. random_no_suicide, avg. reward: 50.731, 5.007 sec/game, 123.9 min. total, 398.0 MB
suffix_guts v12 928 games, 957343 moves, e=0.052, loss: 63464.2, -, 18.8% elo% vs. random_no_suicide, avg. reward: 50.795, 5.013 sec/game, 124.0 min. total, 398.5 MB
suffix_guts v12 929 games, 959252 moves, e=0.050, loss: 59222.4, -, 18.3% elo% vs. random_no_suicide, avg. reward: 50.909, 5.043 sec/game, 124.1 min. total, 401.2 MB
suffix_guts v12 930 games, 961006 moves, e=0.049, loss: 62438.3, -, 17.8% elo% vs. random_no_suicide, avg. reward: 50.800, 5.088 sec/game, 124.2 min. total, 404.2 MB
suffix_guts v12 931 games, 963022 moves, e=0.047, loss: 59696.1, -, 17.3% elo% vs. random_no_suicide, avg. reward: 51.039, 5.111 sec/game, 124.3 min. total, 405.8 MB
suffix_guts v12 932 games, 964913 moves, e=0.045, loss: 60993.6, -, 16.9% elo% vs. random_no_suicide, avg. reward: 50.999, 5.097 sec/game, 124.4 min. total, 408.1 MB
suffix_guts v12 933 games, 966606 moves, e=0.043, loss: 62310.0, -, 16.4% elo% vs. random_no_suicide, avg. reward: 51.141, 5.109 sec/game, 124.4 min. total, 407.2 MB
suffix_guts v12 934 games, 968234 moves, e=0.041, loss: 65201.3, -, 16.0% elo% vs. random_no_suicide, avg. reward: 51.211, 5.129 sec/game, 124.5 min. total, 407.0 MB
suffix_guts v12 935 games, 969835 moves, e=0.040, loss: 72324.6, -, 15.6% elo% vs. random_no_suicide, avg. reward: 51.061, 5.074 sec/game, 124.6 min. total, 406.4 MB
suffix_guts v12 936 games, 971599 moves, e=0.038, loss: 66491.8, -, 15.2% elo% vs. random_no_suicide, avg. reward: 50.933, 5.061 sec/game, 124.7 min. total, 406.4 MB
suffix_guts v12 937 games, 973609 moves, e=0.036, loss: 74264.2, -, 14.9% elo% vs. random_no_suicide, avg. reward: 50.456, 5.112 sec/game, 124.8 min. total, 406.9 MB
suffix_guts v12 938 games, 975207 moves, e=0.035, loss: 64312.7, -, 14.5% elo% vs. random_no_suicide, avg. reward: 50.460, 5.124 sec/game, 124.9 min. total, 404.0 MB
suffix_guts v12 939 games, 976887 moves, e=0.033, loss: 59900.2, +, 16.6% elo% vs. random_no_suicide, avg. reward: 50.481, 5.140 sec/game, 125.0 min. total, 405.1 MB
suffix_guts v12 940 games, 979066 moves, e=0.031, loss: 49421.9, -, 16.2% elo% vs. random_no_suicide, avg. reward: 50.698, 5.209 sec/game, 125.1 min. total, 408.9 MB
suffix_guts v12 941 games, 981137 moves, e=0.029, loss: 50779.6, -, 15.8% elo% vs. random_no_suicide, avg. reward: 50.171, 5.305 sec/game, 125.2 min. total, 413.1 MB
suffix_guts v12 942 games, 982779 moves, e=0.027, loss: 35828.7, -, 15.4% elo% vs. random_no_suicide, avg. reward: 50.204, 5.312 sec/game, 125.2 min. total, 412.4 MB
suffix_guts v12 943 games, 984183 moves, e=0.026, loss: 43956.0, -, 15.0% elo% vs. random_no_suicide, avg. reward: 50.163, 5.306 sec/game, 125.3 min. total, 409.0 MB
suffix_guts v12 944 games, 985601 moves, e=0.024, loss: 43040.9, -, 14.7% elo% vs. random_no_suicide, avg. reward: 49.518, 5.276 sec/game, 125.4 min. total, 409.1 MB
suffix_guts v12 945 games, 987295 moves, e=0.023, loss: 43147.3, -, 14.4% elo% vs. random_no_suicide, avg. reward: 50.001, 5.288 sec/game, 125.5 min. total, 411.6 MB
suffix_guts v12 946 games, 989114 moves, e=0.021, loss: 50206.8, -, 14.0% elo% vs. random_no_suicide, avg. reward: 50.225, 5.304 sec/game, 125.6 min. total, 409.4 MB
suffix_guts v12 947 games, 990664 moves, e=0.019, loss: 55409.3, -, 13.7% elo% vs. random_no_suicide, avg. reward: 50.174, 5.262 sec/game, 125.6 min. total, 407.2 MB
suffix_guts v12 948 games, 992380 moves, e=0.018, loss: 59012.1, -, 13.4% elo% vs. random_no_suicide, avg. reward: 50.392, 5.250 sec/game, 125.7 min. total, 408.5 MB
suffix_guts v12 949 games, 993767 moves, e=0.016, loss: 63264.3, -, 13.1% elo% vs. random_no_suicide, avg. reward: 50.613, 5.182 sec/game, 125.8 min. total, 408.5 MB
suffix_guts v12 950 games, 995606 moves, e=0.014, loss: 62930.3, -, 12.9% elo% vs. random_no_suicide, avg. reward: 50.774, 5.215 sec/game, 125.9 min. total, 411.4 MB
suffix_guts v12 951 games, 997058 moves, e=0.013, loss: 72423.4, -, 12.6% elo% vs. random_no_suicide, avg. reward: 50.930, 5.133 sec/game, 126.0 min. total, 411.7 MB
suffix_guts v12 952 games, 998539 moves, e=0.011, loss: 82428.5, -, 12.4% elo% vs. random_no_suicide, avg. reward: 51.159, 5.074 sec/game, 126.1 min. total, 411.1 MB
suffix_guts v12 953 games, 1000059 moves, e=0.010, loss: 82012.2, -, 12.1% elo% vs. random_no_suicide, avg. reward: 51.247, 5.032 sec/game, 126.1 min. total, 408.6 MB
suffix_guts v12 954 games, 1001493 moves, e=0.010, loss: 80025.9, -, 11.9% elo% vs. random_no_suicide, avg. reward: 51.494, 5.023 sec/game, 126.2 min. total, 407.9 MB
suffix_guts v12 955 games, 1002974 moves, e=0.010, loss: 88264.5, -, 11.6% elo% vs. random_no_suicide, avg. reward: 51.636, 5.009 sec/game, 126.3 min. total, 406.3 MB
suffix_guts v12 956 games, 1004615 moves, e=0.010, loss: 79082.5, -, 11.4% elo% vs. random_no_suicide, avg. reward: 51.649, 4.997 sec/game, 126.4 min. total, 406.5 MB
suffix_guts v12 957 games, 1006088 moves, e=0.010, loss: 75136.0, -, 11.2% elo% vs. random_no_suicide, avg. reward: 51.129, 4.920 sec/game, 126.4 min. total, 405.2 MB
suffix_guts v12 958 games, 1007743 moves, e=0.010, loss: 67429.5, -, 11.0% elo% vs. random_no_suicide, avg. reward: 51.356, 4.909 sec/game, 126.5 min. total, 408.1 MB
suffix_guts v12 959 games, 1009289 moves, e=0.010, loss: 71032.4, -, 10.8% elo% vs. random_no_suicide, avg. reward: 51.407, 4.928 sec/game, 126.6 min. total, 409.9 MB
suffix_guts v12 960 games, 1010900 moves, e=0.010, loss: 71347.6, -, 10.6% elo% vs. random_no_suicide, avg. reward: 51.027, 4.855 sec/game, 126.7 min. total, 410.0 MB
suffix_guts v12 961 games, 1012690 moves, e=0.010, loss: 73174.7, -, 10.4% elo% vs. random_no_suicide, avg. reward: 50.240, 4.810 sec/game, 126.8 min. total, 413.2 MB
suffix_guts v12 962 games, 1014387 moves, e=0.010, loss: 59009.6, -, 10.3% elo% vs. random_no_suicide, avg. reward: 50.334, 4.828 sec/game, 126.9 min. total, 415.8 MB
suffix_guts v12 963 games, 1015901 moves, e=0.010, loss: 56545.7, -, 10.1% elo% vs. random_no_suicide, avg. reward: 50.416, 4.838 sec/game, 126.9 min. total, 415.9 MB
suffix_guts v12 964 games, 1017453 moves, e=0.010, loss: 63042.5, -, 9.9% elo% vs. random_no_suicide, avg. reward: 50.373, 4.849 sec/game, 127.0 min. total, 416.4 MB
suffix_guts v12 965 games, 1018935 moves, e=0.010, loss: 65490.4, -, 9.8% elo% vs. random_no_suicide, avg. reward: 49.644, 4.841 sec/game, 127.1 min. total, 417.3 MB
suffix_guts v12 966 games, 1020235 moves, e=0.010, loss: 56406.0, -, 9.6% elo% vs. random_no_suicide, avg. reward: 49.660, 4.778 sec/game, 127.2 min. total, 417.7 MB
suffix_guts v12 967 games, 1021528 moves, e=0.010, loss: 57457.1, -, 9.4% elo% vs. random_no_suicide, avg. reward: 49.771, 4.763 sec/game, 127.2 min. total, 418.1 MB
suffix_guts v12 968 games, 1023011 moves, e=0.010, loss: 62859.9, -, 9.3% elo% vs. random_no_suicide, avg. reward: 50.452, 4.726 sec/game, 127.3 min. total, 413.4 MB
suffix_guts v12 969 games, 1024618 moves, e=0.010, loss: 65164.1, -, 9.2% elo% vs. random_no_suicide, avg. reward: 50.209, 4.749 sec/game, 127.4 min. total, 412.9 MB
suffix_guts v12 970 games, 1026293 moves, e=0.010, loss: 58450.4, -, 9.0% elo% vs. random_no_suicide, avg. reward: 50.222, 4.741 sec/game, 127.5 min. total, 414.0 MB
suffix_guts v12 971 games, 1027867 moves, e=0.010, loss: 54308.9, -, 8.9% elo% vs. random_no_suicide, avg. reward: 50.227, 4.770 sec/game, 127.6 min. total, 415.9 MB
suffix_guts v12 972 games, 1029779 moves, e=0.010, loss: 41004.0, -, 8.8% elo% vs. random_no_suicide, avg. reward: 50.316, 4.825 sec/game, 127.7 min. total, 422.1 MB
suffix_guts v12 973 games, 1031445 moves, e=0.010, loss: 42895.8, -, 8.6% elo% vs. random_no_suicide, avg. reward: 51.229, 4.859 sec/game, 127.7 min. total, 422.9 MB
suffix_guts v12 974 games, 1033470 moves, e=0.010, loss: 44250.5, -, 8.5% elo% vs. random_no_suicide, avg. reward: 51.313, 4.898 sec/game, 127.8 min. total, 427.9 MB
suffix_guts v12 975 games, 1035187 moves, e=0.010, loss: 46887.8, -, 8.4% elo% vs. random_no_suicide, avg. reward: 51.423, 4.964 sec/game, 127.9 min. total, 428.5 MB
suffix_guts v12 976 games, 1036908 moves, e=0.010, loss: 53932.1, -, 8.3% elo% vs. random_no_suicide, avg. reward: 51.696, 5.061 sec/game, 128.0 min. total, 430.4 MB
suffix_guts v12 977 games, 1038843 moves, e=0.010, loss: 70040.8, -, 8.1% elo% vs. random_no_suicide, avg. reward: 51.380, 5.127 sec/game, 128.1 min. total, 431.9 MB
