dragging_probation v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.0 MB
dragging_probation v18 1054 games, 2061994 moves, e=0.010, loss: 2.0, +, 43.7% elo% vs. simple_bot, avg. reward: -0.378, 7.156 sec/game, 6.4 min. total, 494.2 MB
dragging_probation v18 1055 games, 2066112 moves, e=0.010, loss: 1.5, -, 41.8% elo% vs. simple_bot, avg. reward: -0.378, 7.174 sec/game, 6.5 min. total, 493.4 MB
dragging_probation v18 1056 games, 2070236 moves, e=0.010, loss: 1.3, +, 44.4% elo% vs. simple_bot, avg. reward: -0.379, 7.218 sec/game, 6.6 min. total, 493.3 MB
dragging_probation v18 1057 games, 2074233 moves, e=0.010, loss: 1.3, +, 46.9% elo% vs. simple_bot, avg. reward: -0.380, 7.245 sec/game, 6.8 min. total, 493.8 MB
dragging_probation v18 1058 games, 2078425 moves, e=0.010, loss: 1.8, -, 44.8% elo% vs. simple_bot, avg. reward: -0.378, 7.304 sec/game, 6.9 min. total, 495.3 MB
dragging_probation v18 1059 games, 2082442 moves, e=0.010, loss: 1.6, -, 42.8% elo% vs. simple_bot, avg. reward: -0.377, 7.320 sec/game, 7.0 min. total, 496.7 MB
dragging_probation v18 1060 games, 2086465 moves, e=0.010, loss: 1.6, -, 40.8% elo% vs. simple_bot, avg. reward: -0.377, 7.330 sec/game, 7.1 min. total, 497.1 MB
dragging_probation v18 1061 games, 2090414 moves, e=0.010, loss: 1.5, +, 43.5% elo% vs. simple_bot, avg. reward: -0.375, 7.333 sec/game, 7.3 min. total, 498.3 MB
dragging_probation v18 1062 games, 2094179 moves, e=0.010, loss: 1.5, +, 46.1% elo% vs. simple_bot, avg. reward: -0.377, 7.300 sec/game, 7.4 min. total, 499.0 MB
dragging_probation v18 1063 games, 2097926 moves, e=0.010, loss: 1.8, -, 44.0% elo% vs. simple_bot, avg. reward: -0.377, 7.264 sec/game, 7.5 min. total, 498.9 MB
dragging_probation v18 1064 games, 2101604 moves, e=0.010, loss: 1.8, -, 42.0% elo% vs. simple_bot, avg. reward: -0.379, 7.214 sec/game, 7.6 min. total, 501.2 MB
dragging_probation v18 1065 games, 2104842 moves, e=0.010, loss: 2.3, -, 40.1% elo% vs. simple_bot, avg. reward: -0.380, 7.192 sec/game, 7.7 min. total, 502.2 MB
dragging_probation v18 1066 games, 2108317 moves, e=0.010, loss: 2.6, -, 38.4% elo% vs. simple_bot, avg. reward: -0.384, 7.163 sec/game, 7.8 min. total, 502.3 MB
dragging_probation v18 1067 games, 2111975 moves, e=0.010, loss: 2.6, -, 36.7% elo% vs. simple_bot, avg. reward: -0.386, 7.173 sec/game, 8.0 min. total, 503.3 MB
dragging_probation v18 1068 games, 2115514 moves, e=0.010, loss: 3.0, -, 35.1% elo% vs. simple_bot, avg. reward: -0.390, 7.196 sec/game, 8.1 min. total, 503.7 MB
dragging_probation v18 1069 games, 2119322 moves, e=0.010, loss: 2.4, ., 35.8% elo% vs. simple_bot, avg. reward: -0.389, 7.219 sec/game, 8.2 min. total, 503.3 MB
dragging_probation v18 1070 games, 2123186 moves, e=0.010, loss: 2.0, +, 38.5% elo% vs. simple_bot, avg. reward: -0.390, 7.266 sec/game, 8.3 min. total, 503.7 MB
dragging_probation v18 1071 games, 2127454 moves, e=0.010, loss: 1.8, +, 41.2% elo% vs. simple_bot, avg. reward: -0.389, 7.289 sec/game, 8.4 min. total, 503.1 MB
dragging_probation v18 1072 games, 2131645 moves, e=0.010, loss: 1.9, +, 43.9% elo% vs. simple_bot, avg. reward: -0.388, 7.348 sec/game, 8.6 min. total, 502.5 MB
dragging_probation v18 1073 games, 2135615 moves, e=0.010, loss: 1.9, +, 46.4% elo% vs. simple_bot, avg. reward: -0.387, 7.353 sec/game, 8.7 min. total, 503.6 MB
dragging_probation v18 1074 games, 2139828 moves, e=0.010, loss: 1.6, -, 44.3% elo% vs. simple_bot, avg. reward: -0.386, 7.382 sec/game, 8.8 min. total, 504.3 MB
dragging_probation v18 1075 games, 2143813 moves, e=0.010, loss: 1.9, -, 42.3% elo% vs. simple_bot, avg. reward: -0.386, 7.371 sec/game, 9.0 min. total, 506.1 MB
dragging_probation v18 1076 games, 2147792 moves, e=0.010, loss: 2.0, -, 40.4% elo% vs. simple_bot, avg. reward: -0.387, 7.351 sec/game, 9.1 min. total, 505.9 MB
dragging_probation v18 1077 games, 2151446 moves, e=0.010, loss: 2.7, -, 38.7% elo% vs. simple_bot, avg. reward: -0.389, 7.328 sec/game, 9.2 min. total, 508.1 MB
dragging_probation v18 1078 games, 2155072 moves, e=0.010, loss: 3.4, -, 37.0% elo% vs. simple_bot, avg. reward: -0.394, 7.270 sec/game, 9.3 min. total, 509.8 MB
dragging_probation v18 1079 games, 2158640 moves, e=0.010, loss: 3.5, -, 35.4% elo% vs. simple_bot, avg. reward: -0.398, 7.227 sec/game, 9.4 min. total, 509.7 MB
dragging_probation v18 1080 games, 2162111 moves, e=0.010, loss: 3.7, -, 33.9% elo% vs. simple_bot, avg. reward: -0.401, 7.180 sec/game, 9.5 min. total, 513.3 MB
dragging_probation v18 1081 games, 2165568 moves, e=0.010, loss: 3.4, -, 32.5% elo% vs. simple_bot, avg. reward: -0.404, 7.136 sec/game, 9.7 min. total, 513.0 MB
dragging_probation v18 1082 games, 2169329 moves, e=0.010, loss: 3.3, +, 35.3% elo% vs. simple_bot, avg. reward: -0.405, 7.141 sec/game, 9.8 min. total, 512.7 MB
dragging_probation v18 1083 games, 2172964 moves, e=0.010, loss: 3.8, -, 33.9% elo% vs. simple_bot, avg. reward: -0.406, 7.130 sec/game, 9.9 min. total, 510.7 MB
dragging_probation v18 1084 games, 2176693 moves, e=0.010, loss: 2.8, -, 32.5% elo% vs. simple_bot, avg. reward: -0.406, 7.147 sec/game, 10.0 min. total, 512.7 MB
dragging_probation v18 1085 games, 2180806 moves, e=0.010, loss: 2.6, +, 35.3% elo% vs. simple_bot, avg. reward: -0.405, 7.220 sec/game, 10.1 min. total, 512.6 MB
dragging_probation v18 1086 games, 2184956 moves, e=0.010, loss: 2.3, -, 33.8% elo% vs. simple_bot, avg. reward: -0.405, 7.277 sec/game, 10.3 min. total, 512.3 MB
dragging_probation v18 1087 games, 2188937 moves, e=0.010, loss: 2.2, -, 32.4% elo% vs. simple_bot, avg. reward: -0.405, 7.316 sec/game, 10.4 min. total, 513.9 MB
dragging_probation v18 1088 games, 2193182 moves, e=0.010, loss: 2.6, -, 31.1% elo% vs. simple_bot, avg. reward: -0.405, 7.366 sec/game, 10.5 min. total, 514.6 MB
dragging_probation v18 1089 games, 2197068 moves, e=0.010, loss: 2.3, -, 29.9% elo% vs. simple_bot, avg. reward: -0.404, 7.368 sec/game, 10.6 min. total, 515.6 MB
dragging_probation v18 1090 games, 2200895 moves, e=0.010, loss: 2.4, -, 28.8% elo% vs. simple_bot, avg. reward: -0.404, 7.363 sec/game, 10.8 min. total, 516.3 MB
dragging_probation v18 1091 games, 2204174 moves, e=0.010, loss: 3.9, -, 27.7% elo% vs. simple_bot, avg. reward: -0.409, 7.275 sec/game, 10.9 min. total, 515.9 MB
dragging_probation v18 1092 games, 2207139 moves, e=0.010, loss: 4.7, -, 26.7% elo% vs. simple_bot, avg. reward: -0.414, 7.161 sec/game, 11.0 min. total, 514.9 MB
dragging_probation v18 1093 games, 2210565 moves, e=0.010, loss: 4.9, -, 25.7% elo% vs. simple_bot, avg. reward: -0.418, 7.112 sec/game, 11.1 min. total, 515.2 MB
dragging_probation v18 1094 games, 2213721 moves, e=0.010, loss: 5.5, -, 24.8% elo% vs. simple_bot, avg. reward: -0.420, 7.004 sec/game, 11.2 min. total, 517.6 MB
dragging_probation v18 1095 games, 2216729 moves, e=0.010, loss: 4.8, -, 24.0% elo% vs. simple_bot, avg. reward: -0.425, 6.918 sec/game, 11.3 min. total, 519.3 MB
dragging_probation v18 1096 games, 2220058 moves, e=0.010, loss: 4.7, -, 23.2% elo% vs. simple_bot, avg. reward: -0.428, 6.857 sec/game, 11.4 min. total, 518.0 MB
dragging_probation v18 1097 games, 2223088 moves, e=0.010, loss: 5.0, -, 22.4% elo% vs. simple_bot, avg. reward: -0.432, 6.803 sec/game, 11.5 min. total, 519.1 MB
dragging_probation v18 1098 games, 2225901 moves, e=0.010, loss: 5.4, -, 21.7% elo% vs. simple_bot, avg. reward: -0.437, 6.734 sec/game, 11.6 min. total, 519.5 MB
dragging_probation v18 1099 games, 2229048 moves, e=0.010, loss: 5.1, -, 21.1% elo% vs. simple_bot, avg. reward: -0.441, 6.704 sec/game, 11.7 min. total, 519.2 MB
dragging_probation v18 1100 games, 2232448 moves, e=0.010, loss: 4.8, ., 22.0% elo% vs. simple_bot, avg. reward: -0.445, 6.707 sec/game, 11.8 min. total, 522.5 MB
dragging_probation v18 1101 games, 2235582 moves, e=0.010, loss: 4.3, -, 21.3% elo% vs. simple_bot, avg. reward: -0.450, 6.678 sec/game, 11.9 min. total, 522.6 MB
dragging_probation v18 1102 games, 2238726 moves, e=0.010, loss: 4.2, -, 20.6% elo% vs. simple_bot, avg. reward: -0.452, 6.637 sec/game, 12.0 min. total, 522.7 MB
dragging_probation v18 1103 games, 2241977 moves, e=0.010, loss: 4.9, -, 20.0% elo% vs. simple_bot, avg. reward: -0.457, 6.598 sec/game, 12.1 min. total, 524.2 MB
dragging_probation v18 1104 games, 2245594 moves, e=0.010, loss: 4.2, -, 19.4% elo% vs. simple_bot, avg. reward: -0.457, 6.580 sec/game, 12.2 min. total, 524.3 MB
dragging_probation v18 1105 games, 2249277 moves, e=0.010, loss: 3.2, -, 18.9% elo% vs. simple_bot, avg. reward: -0.458, 6.546 sec/game, 12.3 min. total, 525.0 MB
dragging_probation v18 1106 games, 2252797 moves, e=0.010, loss: 2.9, +, 21.3% elo% vs. simple_bot, avg. reward: -0.461, 6.492 sec/game, 12.4 min. total, 525.4 MB
dragging_probation v18 1107 games, 2256912 moves, e=0.010, loss: 2.8, ., 22.2% elo% vs. simple_bot, avg. reward: -0.462, 6.502 sec/game, 12.6 min. total, 526.7 MB
dragging_probation v18 1108 games, 2260573 moves, e=0.010, loss: 2.7, ., 23.1% elo% vs. simple_bot, avg. reward: -0.465, 6.453 sec/game, 12.7 min. total, 526.6 MB
dragging_probation v18 1109 games, 2264497 moves, e=0.010, loss: 2.4, +, 25.7% elo% vs. simple_bot, avg. reward: -0.465, 6.462 sec/game, 12.8 min. total, 526.0 MB
dragging_probation v18 1110 games, 2268604 moves, e=0.010, loss: 2.3, -, 24.8% elo% vs. simple_bot, avg. reward: -0.466, 6.485 sec/game, 12.9 min. total, 525.9 MB
dragging_probation v18 1111 games, 2272785 moves, e=0.010, loss: 2.3, -, 23.9% elo% vs. simple_bot, avg. reward: -0.468, 6.567 sec/game, 13.1 min. total, 528.1 MB
dragging_probation v18 1112 games, 2276941 moves, e=0.010, loss: 2.4, -, 23.1% elo% vs. simple_bot, avg. reward: -0.467, 6.667 sec/game, 13.2 min. total, 527.5 MB
dragging_probation v18 1113 games, 2280269 moves, e=0.010, loss: 2.8, +, 25.8% elo% vs. simple_bot, avg. reward: -0.473, 6.662 sec/game, 13.3 min. total, 529.2 MB
dragging_probation v18 1114 games, 2284674 moves, e=0.010, loss: 2.5, +, 28.5% elo% vs. simple_bot, avg. reward: -0.472, 6.793 sec/game, 13.4 min. total, 530.0 MB
dragging_probation v18 1115 games, 2288666 moves, e=0.010, loss: 2.0, +, 31.2% elo% vs. simple_bot, avg. reward: -0.472, 6.871 sec/game, 13.6 min. total, 529.4 MB
dragging_probation v18 1116 games, 2293183 moves, e=0.010, loss: 1.2, -, 30.0% elo% vs. simple_bot, avg. reward: -0.472, 6.976 sec/game, 13.7 min. total, 530.3 MB
dragging_probation v18 1117 games, 2297640 moves, e=0.010, loss: 1.4, +, 32.8% elo% vs. simple_bot, avg. reward: -0.471, 7.099 sec/game, 13.8 min. total, 532.4 MB
dragging_probation v18 1118 games, 2301431 moves, e=0.010, loss: 1.5, +, 35.6% elo% vs. simple_bot, avg. reward: -0.474, 7.178 sec/game, 14.0 min. total, 532.6 MB
dragging_probation v18 1119 games, 2305133 moves, e=0.010, loss: 1.9, -, 34.1% elo% vs. simple_bot, avg. reward: -0.474, 7.223 sec/game, 14.1 min. total, 533.7 MB
dragging_probation v18 1120 games, 2308777 moves, e=0.010, loss: 2.5, -, 32.7% elo% vs. simple_bot, avg. reward: -0.475, 7.246 sec/game, 14.2 min. total, 536.3 MB
dragging_probation v18 1121 games, 2312189 moves, e=0.010, loss: 3.7, ., 33.4% elo% vs. simple_bot, avg. reward: -0.479, 7.261 sec/game, 14.3 min. total, 536.6 MB
dragging_probation v18 1122 games, 2316138 moves, e=0.010, loss: 2.9, -, 32.0% elo% vs. simple_bot, avg. reward: -0.480, 7.321 sec/game, 14.4 min. total, 536.0 MB
dragging_probation v18 1123 games, 2320299 moves, e=0.010, loss: 2.4, -, 30.8% elo% vs. simple_bot, avg. reward: -0.479, 7.404 sec/game, 14.6 min. total, 535.9 MB
dragging_probation v18 1124 games, 2324703 moves, e=0.010, loss: 1.8, +, 33.5% elo% vs. simple_bot, avg. reward: -0.478, 7.475 sec/game, 14.7 min. total, 536.1 MB
dragging_probation v18 1125 games, 2329073 moves, e=0.010, loss: 1.7, -, 32.2% elo% vs. simple_bot, avg. reward: -0.479, 7.521 sec/game, 14.8 min. total, 535.5 MB
dragging_probation v18 1126 games, 2333122 moves, e=0.010, loss: 1.9, -, 30.9% elo% vs. simple_bot, avg. reward: -0.480, 7.572 sec/game, 15.0 min. total, 538.3 MB
dragging_probation v18 1127 games, 2336954 moves, e=0.010, loss: 2.0, -, 29.7% elo% vs. simple_bot, avg. reward: -0.480, 7.549 sec/game, 15.1 min. total, 539.2 MB
dragging_probation v18 1128 games, 2341092 moves, e=0.010, loss: 1.9, -, 28.6% elo% vs. simple_bot, avg. reward: -0.480, 7.588 sec/game, 15.2 min. total, 539.5 MB
dragging_probation v18 1129 games, 2344766 moves, e=0.010, loss: 2.8, -, 27.5% elo% vs. simple_bot, avg. reward: -0.482, 7.566 sec/game, 15.3 min. total, 540.2 MB
dragging_probation v18 1130 games, 2347878 moves, e=0.010, loss: 3.4, -, 26.5% elo% vs. simple_bot, avg. reward: -0.483, 7.484 sec/game, 15.4 min. total, 540.6 MB
dragging_probation v18 1131 games, 2350938 moves, e=0.010, loss: 4.0, -, 25.6% elo% vs. simple_bot, avg. reward: -0.488, 7.382 sec/game, 15.5 min. total, 538.5 MB
dragging_probation v18 1132 games, 2354178 moves, e=0.010, loss: 4.4, -, 24.7% elo% vs. simple_bot, avg. reward: -0.491, 7.315 sec/game, 15.6 min. total, 541.1 MB
dragging_probation v18 1133 games, 2358074 moves, e=0.010, loss: 4.0, -, 23.8% elo% vs. simple_bot, avg. reward: -0.493, 7.362 sec/game, 15.7 min. total, 540.2 MB
dragging_probation v18 1134 games, 2361126 moves, e=0.010, loss: 4.4, -, 23.1% elo% vs. simple_bot, avg. reward: -0.496, 7.234 sec/game, 15.8 min. total, 540.6 MB
dragging_probation v18 1135 games, 2363707 moves, e=0.010, loss: 5.2, -, 22.3% elo% vs. simple_bot, avg. reward: -0.504, 7.118 sec/game, 15.9 min. total, 538.2 MB
dragging_probation v18 1136 games, 2366474 moves, e=0.010, loss: 6.0, -, 21.6% elo% vs. simple_bot, avg. reward: -0.510, 6.971 sec/game, 16.0 min. total, 538.8 MB
dragging_probation v18 1137 games, 2369283 moves, e=0.010, loss: 6.7, -, 20.9% elo% vs. simple_bot, avg. reward: -0.516, 6.821 sec/game, 16.1 min. total, 543.7 MB
dragging_probation v18 1138 games, 2372478 moves, e=0.010, loss: 6.9, -, 20.3% elo% vs. simple_bot, avg. reward: -0.520, 6.766 sec/game, 16.2 min. total, 546.2 MB
dragging_probation v18 1139 games, 2375571 moves, e=0.010, loss: 6.2, -, 19.7% elo% vs. simple_bot, avg. reward: -0.524, 6.719 sec/game, 16.3 min. total, 547.8 MB
dragging_probation v18 1140 games, 2378912 moves, e=0.010, loss: 5.4, -, 19.1% elo% vs. simple_bot, avg. reward: -0.526, 6.684 sec/game, 16.4 min. total, 550.0 MB
dragging_probation v18 1141 games, 2382689 moves, e=0.010, loss: 4.3, -, 18.6% elo% vs. simple_bot, avg. reward: -0.526, 6.722 sec/game, 16.5 min. total, 551.3 MB
dragging_probation v18 1142 games, 2386704 moves, e=0.010, loss: 3.4, -, 18.1% elo% vs. simple_bot, avg. reward: -0.525, 6.729 sec/game, 16.7 min. total, 551.3 MB
dragging_probation v18 1143 games, 2390813 moves, e=0.010, loss: 2.7, -, 17.6% elo% vs. simple_bot, avg. reward: -0.525, 6.718 sec/game, 16.8 min. total, 550.6 MB
dragging_probation v18 1144 games, 2395033 moves, e=0.010, loss: 2.3, -, 17.1% elo% vs. simple_bot, avg. reward: -0.525, 6.706 sec/game, 16.9 min. total, 551.8 MB
dragging_probation v18 1145 games, 2398822 moves, e=0.010, loss: 2.1, ., 18.0% elo% vs. simple_bot, avg. reward: -0.521, 6.652 sec/game, 17.0 min. total, 552.3 MB
dragging_probation v18 1146 games, 2402741 moves, e=0.010, loss: 2.0, -, 17.5% elo% vs. simple_bot, avg. reward: -0.518, 6.641 sec/game, 17.2 min. total, 552.4 MB
dragging_probation v18 1147 games, 2407046 moves, e=0.010, loss: 1.7, ., 18.4% elo% vs. simple_bot, avg. reward: -0.516, 6.685 sec/game, 17.3 min. total, 554.1 MB
dragging_probation v18 1148 games, 2411035 moves, e=0.010, loss: 1.6, -, 17.9% elo% vs. simple_bot, avg. reward: -0.511, 6.676 sec/game, 17.4 min. total, 554.3 MB
dragging_probation v18 1149 games, 2414922 moves, e=0.010, loss: 1.6, +, 20.2% elo% vs. simple_bot, avg. reward: -0.510, 6.688 sec/game, 17.6 min. total, 555.0 MB
dragging_probation v18 1150 games, 2418878 moves, e=0.010, loss: 1.7, -, 19.6% elo% vs. simple_bot, avg. reward: -0.506, 6.768 sec/game, 17.7 min. total, 556.0 MB
dragging_probation v18 1151 games, 2422654 moves, e=0.010, loss: 1.4, -, 19.1% elo% vs. simple_bot, avg. reward: -0.506, 6.823 sec/game, 17.8 min. total, 555.1 MB
dragging_probation v18 1152 games, 2426790 moves, e=0.010, loss: 1.2, -, 18.5% elo% vs. simple_bot, avg. reward: -0.503, 6.899 sec/game, 17.9 min. total, 557.0 MB
dragging_probation v18 1153 games, 2430994 moves, e=0.010, loss: 1.5, ., 19.4% elo% vs. simple_bot, avg. reward: -0.502, 6.921 sec/game, 18.1 min. total, 558.6 MB
dragging_probation v18 1154 games, 2434960 moves, e=0.010, loss: 1.4, +, 21.9% elo% vs. simple_bot, avg. reward: -0.502, 6.994 sec/game, 18.2 min. total, 558.8 MB
dragging_probation v18 1155 games, 2438468 moves, e=0.010, loss: 1.6, +, 24.4% elo% vs. simple_bot, avg. reward: -0.504, 7.066 sec/game, 18.3 min. total, 559.7 MB
dragging_probation v18 1156 games, 2442258 moves, e=0.010, loss: 1.8, +, 27.1% elo% vs. simple_bot, avg. reward: -0.504, 7.150 sec/game, 18.4 min. total, 561.2 MB
dragging_probation v18 1157 games, 2445924 moves, e=0.010, loss: 2.1, +, 29.8% elo% vs. simple_bot, avg. reward: -0.503, 7.217 sec/game, 18.5 min. total, 562.9 MB
dragging_probation v18 1158 games, 2449345 moves, e=0.010, loss: 2.4, -, 28.7% elo% vs. simple_bot, avg. reward: -0.506, 7.259 sec/game, 18.6 min. total, 563.3 MB
dragging_probation v18 1159 games, 2453049 moves, e=0.010, loss: 2.0, -, 27.6% elo% vs. simple_bot, avg. reward: -0.507, 7.308 sec/game, 18.8 min. total, 563.8 MB
dragging_probation v18 1160 games, 2456909 moves, e=0.010, loss: 2.0, -, 26.6% elo% vs. simple_bot, avg. reward: -0.507, 7.363 sec/game, 18.9 min. total, 562.7 MB
dragging_probation v18 1161 games, 2460729 moves, e=0.010, loss: 1.8, -, 25.7% elo% vs. simple_bot, avg. reward: -0.507, 7.370 sec/game, 19.0 min. total, 562.5 MB
dragging_probation v18 1162 games, 2464666 moves, e=0.010, loss: 1.7, +, 28.4% elo% vs. simple_bot, avg. reward: -0.506, 7.372 sec/game, 19.1 min. total, 562.9 MB
dragging_probation v18 1163 games, 2468895 moves, e=0.010, loss: 1.3, +, 31.1% elo% vs. simple_bot, avg. reward: -0.504, 7.399 sec/game, 19.3 min. total, 562.7 MB
dragging_probation v18 1164 games, 2473357 moves, e=0.010, loss: 1.1, -, 29.9% elo% vs. simple_bot, avg. reward: -0.502, 7.453 sec/game, 19.4 min. total, 562.5 MB
dragging_probation v18 1165 games, 2477514 moves, e=0.010, loss: 1.0, +, 32.7% elo% vs. simple_bot, avg. reward: -0.500, 7.535 sec/game, 19.6 min. total, 564.2 MB
dragging_probation v18 1166 games, 2481891 moves, e=0.010, loss: 0.9, +, 35.5% elo% vs. simple_bot, avg. reward: -0.496, 7.604 sec/game, 19.7 min. total, 565.6 MB
dragging_probation v18 1167 games, 2485926 moves, e=0.010, loss: 1.0, -, 34.0% elo% vs. simple_bot, avg. reward: -0.495, 7.584 sec/game, 19.8 min. total, 565.1 MB
dragging_probation v18 1168 games, 2489820 moves, e=0.010, loss: 1.2, +, 36.8% elo% vs. simple_bot, avg. reward: -0.493, 7.580 sec/game, 20.0 min. total, 566.1 MB
dragging_probation v18 1169 games, 2493857 moves, e=0.010, loss: 1.4, +, 39.5% elo% vs. simple_bot, avg. reward: -0.493, 7.605 sec/game, 20.1 min. total, 566.8 MB
dragging_probation v18 1170 games, 2497780 moves, e=0.010, loss: 1.2, -, 37.8% elo% vs. simple_bot, avg. reward: -0.493, 7.593 sec/game, 20.2 min. total, 566.7 MB
dragging_probation v18 1171 games, 2501780 moves, e=0.010, loss: 1.2, +, 40.5% elo% vs. simple_bot, avg. reward: -0.495, 7.631 sec/game, 20.3 min. total, 569.5 MB
dragging_probation v18 1172 games, 2506310 moves, e=0.010, loss: 1.2, +, 43.2% elo% vs. simple_bot, avg. reward: -0.495, 7.672 sec/game, 20.5 min. total, 569.4 MB
dragging_probation v18 1173 games, 2510297 moves, e=0.010, loss: 1.5, ., 43.5% elo% vs. simple_bot, avg. reward: -0.497, 7.667 sec/game, 20.6 min. total, 570.3 MB
dragging_probation v18 1174 games, 2514293 moves, e=0.010, loss: 1.4, ., 43.8% elo% vs. simple_bot, avg. reward: -0.498, 7.678 sec/game, 20.7 min. total, 571.4 MB
dragging_probation v18 1175 games, 2518701 moves, e=0.010, loss: 1.4, +, 46.3% elo% vs. simple_bot, avg. reward: -0.496, 7.783 sec/game, 20.9 min. total, 570.9 MB
dragging_probation v18 1176 games, 2522522 moves, e=0.010, loss: 1.2, +, 48.8% elo% vs. simple_bot, avg. reward: -0.495, 7.793 sec/game, 21.0 min. total, 571.1 MB
dragging_probation v18 1177 games, 2526920 moves, e=0.010, loss: 1.0, +, 51.2% elo% vs. simple_bot, avg. reward: -0.491, 7.871 sec/game, 21.1 min. total, 571.9 MB
dragging_probation v18 1178 games, 2531014 moves, e=0.010, loss: 1.2, -, 48.8% elo% vs. simple_bot, avg. reward: -0.489, 7.962 sec/game, 21.3 min. total, 570.8 MB
dragging_probation v18 1179 games, 2534823 moves, e=0.010, loss: 1.4, +, 51.2% elo% vs. simple_bot, avg. reward: -0.485, 7.985 sec/game, 21.4 min. total, 572.8 MB
dragging_probation v18 1180 games, 2538689 moves, e=0.010, loss: 1.3, ., 51.1% elo% vs. simple_bot, avg. reward: -0.482, 7.985 sec/game, 21.5 min. total, 574.3 MB
dragging_probation v18 1181 games, 2542705 moves, e=0.010, loss: 1.5, -, 48.8% elo% vs. simple_bot, avg. reward: -0.480, 8.007 sec/game, 21.7 min. total, 574.5 MB
