dragging_probation v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.0 MB
dragging_probation v15 1027 games, 1959307 moves, e=0.010, loss: 1.6, -, 42.4% elo% vs. terrible_bot, avg. reward: -0.342, 7.630 sec/game, 65.1 min. total, 908.7 MB
dragging_probation v15 1028 games, 1963665 moves, e=0.010, loss: 1.5, +, 45.0% elo% vs. terrible_bot, avg. reward: -0.341, 7.701 sec/game, 65.2 min. total, 909.6 MB
dragging_probation v15 1029 games, 1967583 moves, e=0.010, loss: 1.7, -, 43.0% elo% vs. terrible_bot, avg. reward: -0.342, 7.727 sec/game, 65.4 min. total, 910.4 MB
dragging_probation v15 1030 games, 1970988 moves, e=0.010, loss: 2.7, -, 41.1% elo% vs. terrible_bot, avg. reward: -0.345, 7.674 sec/game, 65.5 min. total, 909.3 MB
dragging_probation v15 1031 games, 1973882 moves, e=0.010, loss: 3.2, -, 39.3% elo% vs. terrible_bot, avg. reward: -0.353, 7.593 sec/game, 65.6 min. total, 909.2 MB
dragging_probation v15 1032 games, 1976924 moves, e=0.010, loss: 4.2, -, 37.5% elo% vs. terrible_bot, avg. reward: -0.360, 7.496 sec/game, 65.7 min. total, 911.2 MB
dragging_probation v15 1033 games, 1980568 moves, e=0.010, loss: 3.7, +, 40.3% elo% vs. terrible_bot, avg. reward: -0.360, 7.440 sec/game, 65.8 min. total, 912.4 MB
dragging_probation v15 1034 games, 1983837 moves, e=0.010, loss: 3.4, -, 38.5% elo% vs. terrible_bot, avg. reward: -0.365, 7.380 sec/game, 65.9 min. total, 911.9 MB
dragging_probation v15 1035 games, 1987856 moves, e=0.010, loss: 2.8, -, 36.8% elo% vs. terrible_bot, avg. reward: -0.367, 7.357 sec/game, 66.0 min. total, 913.0 MB
dragging_probation v15 1036 games, 1991915 moves, e=0.010, loss: 2.5, -, 35.3% elo% vs. terrible_bot, avg. reward: -0.369, 7.354 sec/game, 66.1 min. total, 911.9 MB
dragging_probation v15 1037 games, 1996060 moves, e=0.010, loss: 1.8, +, 38.0% elo% vs. terrible_bot, avg. reward: -0.369, 7.365 sec/game, 66.3 min. total, 914.3 MB
dragging_probation v15 1038 games, 2000095 moves, e=0.010, loss: 1.6, -, 36.4% elo% vs. terrible_bot, avg. reward: -0.368, 7.344 sec/game, 66.4 min. total, 914.6 MB
dragging_probation v15 1039 games, 2003780 moves, e=0.010, loss: 1.9, -, 34.9% elo% vs. terrible_bot, avg. reward: -0.368, 7.293 sec/game, 66.5 min. total, 915.1 MB
dragging_probation v15 1040 games, 2007708 moves, e=0.010, loss: 1.5, -, 33.4% elo% vs. terrible_bot, avg. reward: -0.369, 7.256 sec/game, 66.6 min. total, 916.2 MB
dragging_probation v15 1041 games, 2012164 moves, e=0.010, loss: 1.4, -, 32.1% elo% vs. terrible_bot, avg. reward: -0.368, 7.274 sec/game, 66.8 min. total, 916.4 MB
dragging_probation v15 1042 games, 2016298 moves, e=0.010, loss: 1.4, +, 34.9% elo% vs. terrible_bot, avg. reward: -0.368, 7.268 sec/game, 66.9 min. total, 916.6 MB
dragging_probation v15 1043 games, 2020422 moves, e=0.010, loss: 1.4, -, 33.4% elo% vs. terrible_bot, avg. reward: -0.368, 7.270 sec/game, 67.0 min. total, 916.4 MB
dragging_probation v15 1044 games, 2024483 moves, e=0.010, loss: 1.1, +, 36.2% elo% vs. terrible_bot, avg. reward: -0.367, 7.290 sec/game, 67.2 min. total, 915.9 MB
dragging_probation v15 1045 games, 2028831 moves, e=0.010, loss: 1.1, +, 38.9% elo% vs. terrible_bot, avg. reward: -0.367, 7.315 sec/game, 67.3 min. total, 915.8 MB
dragging_probation v15 1046 games, 2033373 moves, e=0.010, loss: 1.1, +, 41.7% elo% vs. terrible_bot, avg. reward: -0.368, 7.317 sec/game, 67.4 min. total, 919.6 MB
dragging_probation v15 1047 games, 2037592 moves, e=0.010, loss: 1.4, ., 42.0% elo% vs. terrible_bot, avg. reward: -0.366, 7.372 sec/game, 67.6 min. total, 919.7 MB
dragging_probation v15 1048 games, 2041509 moves, e=0.010, loss: 1.4, +, 44.6% elo% vs. terrible_bot, avg. reward: -0.366, 7.332 sec/game, 67.7 min. total, 919.7 MB
dragging_probation v15 1049 games, 2045645 moves, e=0.010, loss: 1.4, -, 42.6% elo% vs. terrible_bot, avg. reward: -0.365, 7.351 sec/game, 67.8 min. total, 921.6 MB
dragging_probation v15 1050 games, 2049694 moves, e=0.010, loss: 1.6, ., 43.0% elo% vs. terrible_bot, avg. reward: -0.365, 7.406 sec/game, 67.9 min. total, 922.1 MB
dragging_probation v15 1051 games, 2053886 moves, e=0.010, loss: 1.4, +, 45.6% elo% vs. terrible_bot, avg. reward: -0.364, 7.513 sec/game, 68.1 min. total, 922.4 MB
dragging_probation v15 1052 games, 2057872 moves, e=0.010, loss: 1.4, +, 48.0% elo% vs. terrible_bot, avg. reward: -0.365, 7.600 sec/game, 68.2 min. total, 923.8 MB
dragging_probation v15 1053 games, 2061776 moves, e=0.010, loss: 1.5, ., 48.1% elo% vs. terrible_bot, avg. reward: -0.367, 7.609 sec/game, 68.3 min. total, 924.4 MB
dragging_probation v15 1054 games, 2065621 moves, e=0.010, loss: 1.6, -, 45.9% elo% vs. terrible_bot, avg. reward: -0.368, 7.659 sec/game, 68.4 min. total, 923.6 MB
dragging_probation v15 1055 games, 2069192 moves, e=0.010, loss: 1.7, -, 43.8% elo% vs. terrible_bot, avg. reward: -0.369, 7.617 sec/game, 68.5 min. total, 926.2 MB
dragging_probation v15 1056 games, 2072720 moves, e=0.010, loss: 1.9, -, 41.9% elo% vs. terrible_bot, avg. reward: -0.371, 7.583 sec/game, 68.7 min. total, 924.7 MB
dragging_probation v15 1057 games, 2076495 moves, e=0.010, loss: 2.2, -, 40.0% elo% vs. terrible_bot, avg. reward: -0.371, 7.541 sec/game, 68.8 min. total, 927.7 MB
dragging_probation v15 1058 games, 2080477 moves, e=0.010, loss: 2.1, -, 38.2% elo% vs. terrible_bot, avg. reward: -0.373, 7.544 sec/game, 68.9 min. total, 926.7 MB
dragging_probation v15 1059 games, 2084427 moves, e=0.010, loss: 2.3, +, 41.0% elo% vs. terrible_bot, avg. reward: -0.375, 7.574 sec/game, 69.0 min. total, 926.9 MB
dragging_probation v15 1060 games, 2088062 moves, e=0.010, loss: 2.2, ., 41.4% elo% vs. terrible_bot, avg. reward: -0.377, 7.536 sec/game, 69.1 min. total, 927.7 MB
dragging_probation v15 1061 games, 2091730 moves, e=0.010, loss: 2.4, +, 44.0% elo% vs. terrible_bot, avg. reward: -0.381, 7.462 sec/game, 69.3 min. total, 928.7 MB
dragging_probation v15 1062 games, 2095621 moves, e=0.010, loss: 2.2, +, 46.6% elo% vs. terrible_bot, avg. reward: -0.381, 7.452 sec/game, 69.4 min. total, 932.6 MB
dragging_probation v15 1063 games, 2099660 moves, e=0.010, loss: 2.4, +, 49.0% elo% vs. terrible_bot, avg. reward: -0.380, 7.441 sec/game, 69.5 min. total, 931.9 MB
dragging_probation v15 1064 games, 2103386 moves, e=0.010, loss: 1.9, +, 51.4% elo% vs. terrible_bot, avg. reward: -0.380, 7.406 sec/game, 69.6 min. total, 932.3 MB
dragging_probation v15 1065 games, 2107440 moves, e=0.010, loss: 1.5, +, 53.6% elo% vs. terrible_bot, avg. reward: -0.380, 7.385 sec/game, 69.7 min. total, 931.8 MB
dragging_probation v15 1066 games, 2111406 moves, e=0.010, loss: 1.9, -, 51.1% elo% vs. terrible_bot, avg. reward: -0.382, 7.342 sec/game, 69.9 min. total, 931.8 MB
dragging_probation v15 1067 games, 2115554 moves, e=0.010, loss: 1.7, -, 48.8% elo% vs. terrible_bot, avg. reward: -0.382, 7.332 sec/game, 70.0 min. total, 931.4 MB
dragging_probation v15 1068 games, 2119322 moves, e=0.010, loss: 2.0, -, 46.5% elo% vs. terrible_bot, avg. reward: -0.384, 7.324 sec/game, 70.1 min. total, 934.0 MB
dragging_probation v15 1069 games, 2123082 moves, e=0.010, loss: 1.7, -, 44.4% elo% vs. terrible_bot, avg. reward: -0.383, 7.294 sec/game, 70.2 min. total, 934.0 MB
dragging_probation v15 1070 games, 2126606 moves, e=0.010, loss: 1.7, -, 42.4% elo% vs. terrible_bot, avg. reward: -0.388, 7.250 sec/game, 70.4 min. total, 934.9 MB
dragging_probation v15 1071 games, 2130604 moves, e=0.010, loss: 1.8, -, 40.5% elo% vs. terrible_bot, avg. reward: -0.389, 7.236 sec/game, 70.5 min. total, 935.8 MB
dragging_probation v15 1072 games, 2134189 moves, e=0.010, loss: 1.7, -, 38.7% elo% vs. terrible_bot, avg. reward: -0.391, 7.208 sec/game, 70.6 min. total, 936.9 MB
dragging_probation v15 1073 games, 2138286 moves, e=0.010, loss: 1.7, -, 37.0% elo% vs. terrible_bot, avg. reward: -0.388, 7.227 sec/game, 70.7 min. total, 935.9 MB
dragging_probation v15 1074 games, 2141897 moves, e=0.010, loss: 2.2, -, 35.5% elo% vs. terrible_bot, avg. reward: -0.389, 7.208 sec/game, 70.8 min. total, 937.7 MB
dragging_probation v15 1075 games, 2146000 moves, e=0.010, loss: 1.8, -, 34.0% elo% vs. terrible_bot, avg. reward: -0.388, 7.261 sec/game, 71.0 min. total, 937.2 MB
dragging_probation v15 1076 games, 2150275 moves, e=0.010, loss: 1.7, -, 32.6% elo% vs. terrible_bot, avg. reward: -0.388, 7.318 sec/game, 71.1 min. total, 939.0 MB
dragging_probation v15 1077 games, 2154672 moves, e=0.010, loss: 1.5, ., 33.3% elo% vs. terrible_bot, avg. reward: -0.389, 7.372 sec/game, 71.2 min. total, 939.7 MB
dragging_probation v15 1078 games, 2158700 moves, e=0.010, loss: 1.8, +, 36.1% elo% vs. terrible_bot, avg. reward: -0.390, 7.374 sec/game, 71.4 min. total, 940.8 MB
dragging_probation v15 1079 games, 2162764 moves, e=0.010, loss: 2.0, -, 34.6% elo% vs. terrible_bot, avg. reward: -0.388, 7.381 sec/game, 71.5 min. total, 940.3 MB
dragging_probation v15 1080 games, 2166627 moves, e=0.010, loss: 1.9, -, 33.1% elo% vs. terrible_bot, avg. reward: -0.389, 7.403 sec/game, 71.6 min. total, 940.2 MB
dragging_probation v15 1081 games, 2170586 moves, e=0.010, loss: 1.7, ., 33.8% elo% vs. terrible_bot, avg. reward: -0.389, 7.434 sec/game, 71.7 min. total, 941.4 MB
dragging_probation v15 1082 games, 2174269 moves, e=0.010, loss: 1.9, -, 32.5% elo% vs. terrible_bot, avg. reward: -0.391, 7.411 sec/game, 71.9 min. total, 940.9 MB
dragging_probation v15 1083 games, 2177709 moves, e=0.010, loss: 2.5, -, 31.2% elo% vs. terrible_bot, avg. reward: -0.394, 7.375 sec/game, 72.0 min. total, 942.1 MB
dragging_probation v15 1084 games, 2181609 moves, e=0.010, loss: 2.0, -, 29.9% elo% vs. terrible_bot, avg. reward: -0.391, 7.392 sec/game, 72.1 min. total, 944.9 MB
dragging_probation v15 1085 games, 2185713 moves, e=0.010, loss: 1.7, -, 28.8% elo% vs. terrible_bot, avg. reward: -0.391, 7.391 sec/game, 72.2 min. total, 945.2 MB
dragging_probation v15 1086 games, 2189812 moves, e=0.010, loss: 1.6, ., 29.6% elo% vs. terrible_bot, avg. reward: -0.390, 7.400 sec/game, 72.3 min. total, 944.3 MB
dragging_probation v15 1087 games, 2193912 moves, e=0.010, loss: 1.5, -, 28.5% elo% vs. terrible_bot, avg. reward: -0.388, 7.405 sec/game, 72.5 min. total, 943.6 MB
dragging_probation v15 1088 games, 2197930 moves, e=0.010, loss: 1.4, -, 27.4% elo% vs. terrible_bot, avg. reward: -0.388, 7.428 sec/game, 72.6 min. total, 945.2 MB
dragging_probation v15 1089 games, 2201784 moves, e=0.010, loss: 1.8, +, 30.2% elo% vs. terrible_bot, avg. reward: -0.390, 7.436 sec/game, 72.7 min. total, 945.2 MB
dragging_probation v15 1090 games, 2205850 moves, e=0.010, loss: 1.8, -, 29.0% elo% vs. terrible_bot, avg. reward: -0.387, 7.479 sec/game, 72.8 min. total, 945.7 MB
dragging_probation v15 1091 games, 2209972 moves, e=0.010, loss: 1.7, ., 29.8% elo% vs. terrible_bot, avg. reward: -0.388, 7.497 sec/game, 73.0 min. total, 946.9 MB
dragging_probation v15 1092 games, 2213776 moves, e=0.010, loss: 1.6, -, 28.7% elo% vs. terrible_bot, avg. reward: -0.387, 7.504 sec/game, 73.1 min. total, 946.4 MB
dragging_probation v15 1093 games, 2217838 moves, e=0.010, loss: 1.7, +, 31.4% elo% vs. terrible_bot, avg. reward: -0.387, 7.496 sec/game, 73.2 min. total, 948.8 MB
dragging_probation v15 1094 games, 2222106 moves, e=0.010, loss: 1.4, -, 30.2% elo% vs. terrible_bot, avg. reward: -0.385, 7.566 sec/game, 73.4 min. total, 949.1 MB
dragging_probation v15 1095 games, 2226170 moves, e=0.010, loss: 1.4, -, 29.0% elo% vs. terrible_bot, avg. reward: -0.386, 7.549 sec/game, 73.5 min. total, 948.7 MB
dragging_probation v15 1096 games, 2230068 moves, e=0.010, loss: 1.6, -, 27.9% elo% vs. terrible_bot, avg. reward: -0.389, 7.521 sec/game, 73.6 min. total, 948.1 MB
dragging_probation v15 1097 games, 2233662 moves, e=0.010, loss: 1.8, -, 26.9% elo% vs. terrible_bot, avg. reward: -0.389, 7.474 sec/game, 73.7 min. total, 950.2 MB
dragging_probation v15 1098 games, 2237773 moves, e=0.010, loss: 1.7, -, 26.0% elo% vs. terrible_bot, avg. reward: -0.388, 7.478 sec/game, 73.9 min. total, 950.4 MB
dragging_probation v15 1099 games, 2241558 moves, e=0.010, loss: 1.6, -, 25.1% elo% vs. terrible_bot, avg. reward: -0.389, 7.453 sec/game, 74.0 min. total, 951.6 MB
dragging_probation v15 1100 games, 2245720 moves, e=0.010, loss: 1.6, -, 24.2% elo% vs. terrible_bot, avg. reward: -0.390, 7.481 sec/game, 74.1 min. total, 951.6 MB
dragging_probation v15 1101 games, 2249989 moves, e=0.010, loss: 1.4, +, 26.8% elo% vs. terrible_bot, avg. reward: -0.389, 7.508 sec/game, 74.2 min. total, 952.5 MB
dragging_probation v15 1102 games, 2254175 moves, e=0.010, loss: 1.3, -, 25.9% elo% vs. terrible_bot, avg. reward: -0.388, 7.545 sec/game, 74.4 min. total, 954.2 MB
dragging_probation v15 1103 games, 2257899 moves, e=0.010, loss: 1.6, -, 25.0% elo% vs. terrible_bot, avg. reward: -0.388, 7.570 sec/game, 74.5 min. total, 955.0 MB
dragging_probation v15 1104 games, 2261734 moves, e=0.010, loss: 1.3, ., 25.9% elo% vs. terrible_bot, avg. reward: -0.389, 7.568 sec/game, 74.6 min. total, 955.0 MB
dragging_probation v15 1105 games, 2265699 moves, e=0.010, loss: 1.6, -, 25.0% elo% vs. terrible_bot, avg. reward: -0.389, 7.555 sec/game, 74.7 min. total, 955.9 MB
dragging_probation v15 1106 games, 2269347 moves, e=0.010, loss: 1.7, ., 25.8% elo% vs. terrible_bot, avg. reward: -0.390, 7.525 sec/game, 74.8 min. total, 956.6 MB
dragging_probation v15 1107 games, 2273458 moves, e=0.010, loss: 1.6, +, 28.5% elo% vs. terrible_bot, avg. reward: -0.389, 7.518 sec/game, 75.0 min. total, 956.8 MB
dragging_probation v15 1108 games, 2277731 moves, e=0.010, loss: 1.3, +, 31.3% elo% vs. terrible_bot, avg. reward: -0.389, 7.537 sec/game, 75.1 min. total, 955.8 MB
dragging_probation v15 1109 games, 2282025 moves, e=0.010, loss: 1.2, +, 34.1% elo% vs. terrible_bot, avg. reward: -0.389, 7.591 sec/game, 75.2 min. total, 958.1 MB
dragging_probation v15 1110 games, 2285767 moves, e=0.010, loss: 1.3, -, 32.7% elo% vs. terrible_bot, avg. reward: -0.390, 7.561 sec/game, 75.4 min. total, 959.9 MB
dragging_probation v15 1111 games, 2289538 moves, e=0.010, loss: 1.4, -, 31.4% elo% vs. terrible_bot, avg. reward: -0.390, 7.532 sec/game, 75.5 min. total, 960.6 MB
dragging_probation v15 1112 games, 2293546 moves, e=0.010, loss: 1.6, +, 34.2% elo% vs. terrible_bot, avg. reward: -0.390, 7.547 sec/game, 75.6 min. total, 961.1 MB
dragging_probation v15 1113 games, 2297680 moves, e=0.010, loss: 1.5, +, 36.9% elo% vs. terrible_bot, avg. reward: -0.392, 7.561 sec/game, 75.7 min. total, 960.6 MB
dragging_probation v15 1114 games, 2301855 moves, e=0.010, loss: 2.0, -, 35.4% elo% vs. terrible_bot, avg. reward: -0.393, 7.542 sec/game, 75.9 min. total, 960.0 MB
dragging_probation v15 1115 games, 2305889 moves, e=0.010, loss: 1.5, -, 33.9% elo% vs. terrible_bot, avg. reward: -0.394, 7.548 sec/game, 76.0 min. total, 960.1 MB
dragging_probation v15 1116 games, 2309946 moves, e=0.010, loss: 1.3, ., 34.6% elo% vs. terrible_bot, avg. reward: -0.395, 7.558 sec/game, 76.1 min. total, 960.9 MB
dragging_probation v15 1117 games, 2313937 moves, e=0.010, loss: 1.2, -, 33.1% elo% vs. terrible_bot, avg. reward: -0.396, 7.573 sec/game, 76.3 min. total, 960.8 MB
dragging_probation v15 1118 games, 2317871 moves, e=0.010, loss: 1.2, -, 31.8% elo% vs. terrible_bot, avg. reward: -0.398, 7.560 sec/game, 76.4 min. total, 962.1 MB
dragging_probation v15 1119 games, 2321605 moves, e=0.010, loss: 1.6, -, 30.5% elo% vs. terrible_bot, avg. reward: -0.398, 7.554 sec/game, 76.5 min. total, 963.8 MB
dragging_probation v15 1120 games, 2325647 moves, e=0.010, loss: 1.5, -, 29.4% elo% vs. terrible_bot, avg. reward: -0.400, 7.545 sec/game, 76.6 min. total, 964.0 MB
dragging_probation v14 1000 games, 1851712 moves, e=0.010, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 308.1 MB
dragging_probation v15 1001 games, 1855425 moves, e=0.010, loss: nan, +, 52.3% elo% vs. random_bot, avg. reward: -0.420, 1.501 sec/game, 0.0 min. total, 328.8 MB
dragging_probation v15 1002 games, 1859426 moves, e=0.010, loss: nan, +, 54.5% elo% vs. random_bot, avg. reward: -0.454, 1.505 sec/game, 0.1 min. total, 345.0 MB
dragging_probation v15 1003 games, 1863120 moves, e=0.010, loss: 2.2, +, 56.6% elo% vs. random_bot, avg. reward: -0.408, 2.248 sec/game, 0.1 min. total, 375.9 MB
dragging_probation v15 1004 games, 1867019 moves, e=0.010, loss: 2.0, +, 58.5% elo% vs. random_bot, avg. reward: -0.415, 3.557 sec/game, 0.2 min. total, 383.7 MB
dragging_probation v15 1005 games, 1870883 moves, e=0.010, loss: 2.0, +, 60.4% elo% vs. random_bot, avg. reward: -0.398, 4.300 sec/game, 0.4 min. total, 387.3 MB
dragging_probation v15 1006 games, 1874982 moves, e=0.010, loss: 1.5, +, 62.1% elo% vs. random_bot, avg. reward: -0.373, 4.866 sec/game, 0.5 min. total, 389.5 MB
dragging_probation v15 1007 games, 1878833 moves, e=0.010, loss: 1.4, +, 63.7% elo% vs. random_bot, avg. reward: -0.358, 5.210 sec/game, 0.6 min. total, 392.7 MB
dragging_probation v15 1008 games, 1882956 moves, e=0.010, loss: 1.3, +, 65.2% elo% vs. random_bot, avg. reward: -0.332, 5.525 sec/game, 0.7 min. total, 392.2 MB
dragging_probation v15 1009 games, 1886463 moves, e=0.010, loss: 1.3, +, 66.7% elo% vs. random_bot, avg. reward: -0.340, 5.659 sec/game, 0.8 min. total, 394.4 MB
dragging_probation v15 1010 games, 1890538 moves, e=0.010, loss: 1.3, +, 68.0% elo% vs. random_bot, avg. reward: -0.331, 5.869 sec/game, 1.0 min. total, 393.8 MB
dragging_probation v15 1011 games, 1894517 moves, e=0.010, loss: 1.4, +, 69.3% elo% vs. random_bot, avg. reward: -0.328, 6.027 sec/game, 1.1 min. total, 395.7 MB
dragging_probation v15 1012 games, 1898217 moves, e=0.010, loss: 1.8, +, 70.5% elo% vs. random_bot, avg. reward: -0.338, 6.114 sec/game, 1.2 min. total, 396.6 MB
dragging_probation v16 1013 games, 1902047 moves, e=0.010, loss: 1.7, +, 54.5% elo% vs. guard_bot, avg. reward: -0.336, 6.189 sec/game, 1.3 min. total, 463.2 MB
dragging_probation v16 1014 games, 1905657 moves, e=0.010, loss: 1.6, +, 56.6% elo% vs. guard_bot, avg. reward: -0.332, 6.239 sec/game, 1.5 min. total, 462.3 MB
dragging_probation v16 1015 games, 1909446 moves, e=0.010, loss: 1.6, +, 58.5% elo% vs. guard_bot, avg. reward: -0.338, 6.297 sec/game, 1.6 min. total, 461.8 MB
dragging_probation v16 1016 games, 1913371 moves, e=0.010, loss: 1.7, +, 60.4% elo% vs. guard_bot, avg. reward: -0.332, 6.369 sec/game, 1.7 min. total, 464.9 MB
dragging_probation v16 1017 games, 1917439 moves, e=0.010, loss: 1.7, +, 62.1% elo% vs. guard_bot, avg. reward: -0.333, 6.446 sec/game, 1.8 min. total, 464.1 MB
dragging_probation v16 1018 games, 1921486 moves, e=0.010, loss: 1.4, +, 63.7% elo% vs. guard_bot, avg. reward: -0.328, 6.510 sec/game, 2.0 min. total, 464.3 MB
dragging_probation v16 1019 games, 1925292 moves, e=0.010, loss: 1.3, +, 65.2% elo% vs. guard_bot, avg. reward: -0.329, 6.553 sec/game, 2.1 min. total, 463.5 MB
dragging_probation v16 1020 games, 1929392 moves, e=0.010, loss: 1.7, +, 66.7% elo% vs. guard_bot, avg. reward: -0.335, 6.607 sec/game, 2.2 min. total, 466.7 MB
dragging_probation v16 1021 games, 1933308 moves, e=0.010, loss: 1.9, +, 68.0% elo% vs. guard_bot, avg. reward: -0.335, 6.891 sec/game, 2.3 min. total, 467.5 MB
dragging_probation v16 1022 games, 1937364 moves, e=0.010, loss: 1.8, +, 69.3% elo% vs. guard_bot, avg. reward: -0.332, 7.193 sec/game, 2.4 min. total, 469.3 MB
dragging_probation v16 1023 games, 1941659 moves, e=0.010, loss: 1.1, +, 70.5% elo% vs. guard_bot, avg. reward: -0.333, 7.409 sec/game, 2.6 min. total, 471.9 MB
dragging_probation v17 1024 games, 1945704 moves, e=0.010, loss: 1.2, +, 54.5% elo% vs. random_no_suicide, avg. reward: -0.334, 7.402 sec/game, 2.7 min. total, 470.9 MB
dragging_probation v17 1025 games, 1949668 moves, e=0.010, loss: 1.5, +, 56.6% elo% vs. random_no_suicide, avg. reward: -0.332, 7.413 sec/game, 2.8 min. total, 472.7 MB
dragging_probation v17 1026 games, 1953707 moves, e=0.010, loss: 1.6, +, 58.5% elo% vs. random_no_suicide, avg. reward: -0.333, 7.412 sec/game, 3.0 min. total, 473.5 MB
dragging_probation v17 1027 games, 1957967 moves, e=0.010, loss: 1.6, +, 60.4% elo% vs. random_no_suicide, avg. reward: -0.331, 7.442 sec/game, 3.1 min. total, 473.3 MB
dragging_probation v17 1028 games, 1962451 moves, e=0.010, loss: 1.3, +, 62.1% elo% vs. random_no_suicide, avg. reward: -0.330, 7.472 sec/game, 3.2 min. total, 473.8 MB
dragging_probation v17 1029 games, 1966891 moves, e=0.010, loss: 1.3, +, 63.7% elo% vs. random_no_suicide, avg. reward: -0.328, 7.563 sec/game, 3.4 min. total, 474.8 MB
dragging_probation v17 1030 games, 1970804 moves, e=0.010, loss: 1.3, +, 65.2% elo% vs. random_no_suicide, avg. reward: -0.330, 7.536 sec/game, 3.5 min. total, 475.7 MB
dragging_probation v17 1031 games, 1974561 moves, e=0.010, loss: 1.5, +, 66.7% elo% vs. random_no_suicide, avg. reward: -0.330, 7.561 sec/game, 3.6 min. total, 475.6 MB
dragging_probation v17 1032 games, 1978093 moves, e=0.010, loss: 1.7, +, 68.0% elo% vs. random_no_suicide, avg. reward: -0.332, 7.540 sec/game, 3.7 min. total, 479.1 MB
dragging_probation v17 1033 games, 1982409 moves, e=0.010, loss: 1.7, +, 69.3% elo% vs. random_no_suicide, avg. reward: -0.331, 7.592 sec/game, 3.9 min. total, 479.4 MB
dragging_probation v17 1034 games, 1986271 moves, e=0.010, loss: 1.9, +, 70.5% elo% vs. random_no_suicide, avg. reward: -0.331, 7.609 sec/game, 4.0 min. total, 478.0 MB
dragging_probation v18 1035 games, 1990220 moves, e=0.010, loss: 1.8, +, 54.5% elo% vs. simple_bot, avg. reward: -0.328, 7.625 sec/game, 4.1 min. total, 481.5 MB
dragging_probation v18 1036 games, 1993955 moves, e=0.010, loss: 1.7, +, 56.6% elo% vs. simple_bot, avg. reward: -0.328, 7.606 sec/game, 4.2 min. total, 483.0 MB
dragging_probation v18 1037 games, 1997604 moves, e=0.010, loss: 1.7, +, 58.5% elo% vs. simple_bot, avg. reward: -0.330, 7.570 sec/game, 4.3 min. total, 484.0 MB
dragging_probation v18 1038 games, 2001223 moves, e=0.010, loss: 1.6, +, 60.4% elo% vs. simple_bot, avg. reward: -0.333, 7.531 sec/game, 4.5 min. total, 484.0 MB
dragging_probation v18 1039 games, 2005164 moves, e=0.010, loss: 2.0, -, 57.7% elo% vs. simple_bot, avg. reward: -0.335, 7.532 sec/game, 4.6 min. total, 484.6 MB
dragging_probation v18 1040 games, 2009079 moves, e=0.010, loss: 2.3, +, 59.6% elo% vs. simple_bot, avg. reward: -0.334, 7.511 sec/game, 4.7 min. total, 485.1 MB
dragging_probation v18 1041 games, 2012955 moves, e=0.010, loss: 1.9, -, 56.9% elo% vs. simple_bot, avg. reward: -0.336, 7.526 sec/game, 4.8 min. total, 483.3 MB
dragging_probation v18 1042 games, 2017039 moves, e=0.010, loss: 1.8, +, 58.8% elo% vs. simple_bot, avg. reward: -0.338, 7.528 sec/game, 5.0 min. total, 484.0 MB
dragging_probation v18 1043 games, 2021289 moves, e=0.010, loss: 1.9, -, 56.2% elo% vs. simple_bot, avg. reward: -0.337, 7.521 sec/game, 5.1 min. total, 485.5 MB
dragging_probation v18 1044 games, 2025422 moves, e=0.010, loss: 2.3, -, 53.6% elo% vs. simple_bot, avg. reward: -0.337, 7.545 sec/game, 5.2 min. total, 487.2 MB
dragging_probation v18 1045 games, 2029013 moves, e=0.010, loss: 2.3, -, 51.2% elo% vs. simple_bot, avg. reward: -0.346, 7.510 sec/game, 5.3 min. total, 487.0 MB
dragging_probation v18 1046 games, 2032868 moves, e=0.010, loss: 2.3, -, 48.8% elo% vs. simple_bot, avg. reward: -0.350, 7.484 sec/game, 5.5 min. total, 486.5 MB
dragging_probation v18 1047 games, 2036376 moves, e=0.010, loss: 2.5, -, 46.6% elo% vs. simple_bot, avg. reward: -0.355, 7.425 sec/game, 5.6 min. total, 489.0 MB
dragging_probation v18 1048 games, 2039644 moves, e=0.010, loss: 2.2, -, 44.4% elo% vs. simple_bot, avg. reward: -0.363, 7.328 sec/game, 5.7 min. total, 488.5 MB
dragging_probation v18 1049 games, 2043202 moves, e=0.010, loss: 2.4, +, 47.0% elo% vs. simple_bot, avg. reward: -0.368, 7.239 sec/game, 5.8 min. total, 490.2 MB
dragging_probation v18 1050 games, 2046576 moves, e=0.010, loss: 2.4, -, 44.8% elo% vs. simple_bot, avg. reward: -0.374, 7.196 sec/game, 5.9 min. total, 490.4 MB
dragging_probation v18 1051 games, 2050652 moves, e=0.010, loss: 2.1, ., 45.1% elo% vs. simple_bot, avg. reward: -0.374, 7.173 sec/game, 6.0 min. total, 493.4 MB
dragging_probation v18 1052 games, 2054076 moves, e=0.010, loss: 2.3, -, 43.0% elo% vs. simple_bot, avg. reward: -0.378, 7.178 sec/game, 6.1 min. total, 493.5 MB
dragging_probation v18 1053 games, 2058050 moves, e=0.010, loss: 1.7, -, 41.1% elo% vs. simple_bot, avg. reward: -0.379, 7.144 sec/game, 6.3 min. total, 493.2 MB
