subarctic_cranberry v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 312.5 MB
subarctic_cranberry v3 150 games, 109074 moves, e=0.892, loss: 5.8, -, 29.2% elo% vs. v1, avg. reward: -9.540, 1.668 sec/game, 3.6 min. total, 449.4 MB
subarctic_cranberry v3 151 games, 109894 moves, e=0.891, loss: 6.0, +, 31.9% elo% vs. v1, avg. reward: -9.523, 1.686 sec/game, 3.6 min. total, 450.8 MB
subarctic_cranberry v3 152 games, 110585 moves, e=0.891, loss: 5.8, -, 30.7% elo% vs. v1, avg. reward: -9.523, 1.673 sec/game, 3.6 min. total, 452.1 MB
subarctic_cranberry v3 153 games, 111360 moves, e=0.890, loss: 5.8, -, 29.5% elo% vs. v1, avg. reward: -9.517, 1.705 sec/game, 3.6 min. total, 451.4 MB
subarctic_cranberry v3 154 games, 112183 moves, e=0.889, loss: 5.8, +, 32.3% elo% vs. v1, avg. reward: -9.511, 1.712 sec/game, 3.7 min. total, 453.9 MB
subarctic_cranberry v3 155 games, 112996 moves, e=0.888, loss: 5.6, +, 35.0% elo% vs. v1, avg. reward: -9.492, 1.714 sec/game, 3.7 min. total, 454.1 MB
subarctic_cranberry v3 156 games, 113784 moves, e=0.887, loss: 5.8, +, 37.8% elo% vs. v1, avg. reward: -9.488, 1.702 sec/game, 3.7 min. total, 454.0 MB
subarctic_cranberry v3 157 games, 114549 moves, e=0.887, loss: 5.7, +, 40.5% elo% vs. v1, avg. reward: -9.477, 1.699 sec/game, 3.8 min. total, 454.2 MB
subarctic_cranberry v3 158 games, 115324 moves, e=0.886, loss: 5.5, +, 43.2% elo% vs. v1, avg. reward: -9.454, 1.703 sec/game, 3.8 min. total, 452.2 MB
subarctic_cranberry v3 159 games, 116108 moves, e=0.885, loss: 5.4, -, 41.3% elo% vs. v1, avg. reward: -9.450, 1.715 sec/game, 3.8 min. total, 452.6 MB
subarctic_cranberry v3 160 games, 116938 moves, e=0.884, loss: 5.4, -, 39.4% elo% vs. v1, avg. reward: -9.417, 1.721 sec/game, 3.8 min. total, 453.2 MB
subarctic_cranberry v3 161 games, 117732 moves, e=0.883, loss: 5.0, +, 42.1% elo% vs. v1, avg. reward: -9.403, 1.709 sec/game, 3.9 min. total, 454.7 MB
subarctic_cranberry v3 162 games, 118526 moves, e=0.883, loss: 4.8, +, 44.7% elo% vs. v1, avg. reward: -9.397, 1.708 sec/game, 3.9 min. total, 457.4 MB
subarctic_cranberry v3 163 games, 119246 moves, e=0.882, loss: 4.7, +, 47.3% elo% vs. v1, avg. reward: -9.387, 1.705 sec/game, 3.9 min. total, 454.8 MB
subarctic_cranberry v3 164 games, 120010 moves, e=0.881, loss: 4.5, +, 49.7% elo% vs. v1, avg. reward: -9.356, 1.703 sec/game, 4.0 min. total, 455.4 MB
subarctic_cranberry v3 165 games, 120917 moves, e=0.880, loss: 4.5, +, 52.0% elo% vs. v1, avg. reward: -9.339, 1.715 sec/game, 4.0 min. total, 457.4 MB
subarctic_cranberry v3 166 games, 121649 moves, e=0.880, loss: 4.5, +, 54.2% elo% vs. v1, avg. reward: -9.333, 1.725 sec/game, 4.0 min. total, 456.0 MB
subarctic_cranberry v3 167 games, 122504 moves, e=0.879, loss: 4.3, +, 56.3% elo% vs. v1, avg. reward: -9.326, 1.731 sec/game, 4.0 min. total, 456.1 MB
subarctic_cranberry v3 168 games, 123247 moves, e=0.878, loss: 4.4, +, 58.3% elo% vs. v1, avg. reward: -9.321, 1.733 sec/game, 4.1 min. total, 458.4 MB
subarctic_cranberry v3 169 games, 124069 moves, e=0.877, loss: 4.4, +, 60.1% elo% vs. v1, avg. reward: -9.313, 1.732 sec/game, 4.1 min. total, 458.3 MB
subarctic_cranberry v3 170 games, 125010 moves, e=0.876, loss: 4.3, ., 59.7% elo% vs. v1, avg. reward: -9.299, 1.754 sec/game, 4.1 min. total, 458.0 MB
subarctic_cranberry v3 171 games, 125843 moves, e=0.875, loss: 4.2, +, 61.5% elo% vs. v1, avg. reward: -9.273, 1.772 sec/game, 4.2 min. total, 458.1 MB
subarctic_cranberry v3 172 games, 126732 moves, e=0.875, loss: 4.3, -, 58.7% elo% vs. v1, avg. reward: -9.232, 1.802 sec/game, 4.2 min. total, 458.1 MB
subarctic_cranberry v3 173 games, 127627 moves, e=0.874, loss: 4.7, +, 60.6% elo% vs. v1, avg. reward: -9.218, 1.799 sec/game, 4.2 min. total, 458.3 MB
subarctic_cranberry v3 174 games, 128382 moves, e=0.873, loss: 4.8, +, 62.3% elo% vs. v1, avg. reward: -9.211, 1.790 sec/game, 4.3 min. total, 458.2 MB
subarctic_cranberry v3 175 games, 129085 moves, e=0.872, loss: 4.7, ., 61.8% elo% vs. v1, avg. reward: -9.227, 1.789 sec/game, 4.3 min. total, 458.2 MB
subarctic_cranberry v3 176 games, 129868 moves, e=0.871, loss: 4.8, +, 63.4% elo% vs. v1, avg. reward: -9.209, 1.789 sec/game, 4.3 min. total, 458.3 MB
subarctic_cranberry v3 177 games, 130712 moves, e=0.871, loss: 4.6, +, 65.0% elo% vs. v1, avg. reward: -9.199, 1.804 sec/game, 4.4 min. total, 460.7 MB
subarctic_cranberry v3 178 games, 131541 moves, e=0.870, loss: 4.8, +, 66.4% elo% vs. v1, avg. reward: -9.195, 1.804 sec/game, 4.4 min. total, 459.5 MB
subarctic_cranberry v3 179 games, 132420 moves, e=0.869, loss: 4.6, +, 67.8% elo% vs. v1, avg. reward: -9.182, 1.811 sec/game, 4.4 min. total, 459.4 MB
subarctic_cranberry v3 180 games, 133109 moves, e=0.868, loss: 4.7, +, 69.1% elo% vs. v1, avg. reward: -9.198, 1.798 sec/game, 4.4 min. total, 459.6 MB
subarctic_cranberry v3 181 games, 133839 moves, e=0.867, loss: 4.5, +, 70.3% elo% vs. v1, avg. reward: -9.213, 1.800 sec/game, 4.5 min. total, 459.2 MB
subarctic_cranberry v4 182 games, 134638 moves, e=0.867, loss: 4.5, -, 47.7% elo% vs. v3, avg. reward: -9.214, 1.808 sec/game, 4.5 min. total, 461.4 MB
subarctic_cranberry v4 183 games, 135382 moves, e=0.866, loss: 4.8, +, 50.1% elo% vs. v3, avg. reward: -9.205, 1.808 sec/game, 4.5 min. total, 464.5 MB
subarctic_cranberry v4 184 games, 136203 moves, e=0.865, loss: 4.7, +, 52.4% elo% vs. v3, avg. reward: -9.200, 1.827 sec/game, 4.6 min. total, 464.4 MB
subarctic_cranberry v4 185 games, 137047 moves, e=0.864, loss: 4.5, +, 54.6% elo% vs. v3, avg. reward: -9.201, 1.817 sec/game, 4.6 min. total, 464.0 MB
subarctic_cranberry v4 186 games, 137931 moves, e=0.863, loss: 4.2, +, 56.6% elo% vs. v3, avg. reward: -9.186, 1.835 sec/game, 4.6 min. total, 465.0 MB
subarctic_cranberry v4 187 games, 138801 moves, e=0.863, loss: 4.2, +, 58.6% elo% vs. v3, avg. reward: -9.169, 1.834 sec/game, 4.7 min. total, 465.9 MB
subarctic_cranberry v4 188 games, 139690 moves, e=0.862, loss: 4.3, +, 60.4% elo% vs. v3, avg. reward: -9.149, 1.862 sec/game, 4.7 min. total, 465.8 MB
subarctic_cranberry v4 189 games, 140654 moves, e=0.861, loss: 4.0, +, 62.2% elo% vs. v3, avg. reward: -9.130, 1.873 sec/game, 4.7 min. total, 464.1 MB
subarctic_cranberry v4 190 games, 141557 moves, e=0.860, loss: 4.2, +, 63.8% elo% vs. v3, avg. reward: -9.096, 1.878 sec/game, 4.8 min. total, 464.0 MB
subarctic_cranberry v4 191 games, 142371 moves, e=0.859, loss: 4.2, +, 65.3% elo% vs. v3, avg. reward: -9.076, 1.877 sec/game, 4.8 min. total, 466.1 MB
subarctic_cranberry v4 192 games, 143048 moves, e=0.858, loss: 4.2, +, 66.7% elo% vs. v3, avg. reward: -9.095, 1.851 sec/game, 4.8 min. total, 466.0 MB
subarctic_cranberry v4 193 games, 143750 moves, e=0.858, loss: 4.4, ., 66.1% elo% vs. v3, avg. reward: -9.098, 1.837 sec/game, 4.9 min. total, 463.9 MB
subarctic_cranberry v4 194 games, 144620 moves, e=0.857, loss: 4.4, -, 63.3% elo% vs. v3, avg. reward: -9.083, 1.845 sec/game, 4.9 min. total, 464.2 MB
subarctic_cranberry v4 195 games, 145377 moves, e=0.856, loss: 4.5, -, 60.5% elo% vs. v3, avg. reward: -9.064, 1.850 sec/game, 4.9 min. total, 465.9 MB
subarctic_cranberry v4 196 games, 146258 moves, e=0.855, loss: 4.4, +, 62.3% elo% vs. v3, avg. reward: -9.037, 1.865 sec/game, 4.9 min. total, 466.3 MB
subarctic_cranberry v4 197 games, 147015 moves, e=0.854, loss: 4.4, ., 61.7% elo% vs. v3, avg. reward: -9.046, 1.852 sec/game, 5.0 min. total, 466.3 MB
subarctic_cranberry v4 198 games, 147879 moves, e=0.854, loss: 4.4, -, 59.0% elo% vs. v3, avg. reward: -9.028, 1.863 sec/game, 5.0 min. total, 466.6 MB
subarctic_cranberry v4 199 games, 148750 moves, e=0.853, loss: 4.6, +, 60.8% elo% vs. v3, avg. reward: -9.000, 1.860 sec/game, 5.0 min. total, 469.5 MB
subarctic_cranberry v4 200 games, 149664 moves, e=0.852, loss: 4.4, +, 62.5% elo% vs. v3, avg. reward: -8.971, 1.889 sec/game, 5.1 min. total, 467.4 MB
subarctic_cranberry v5 201 games, 150451 moves, e=0.851, loss: 4.4, +, 52.3% elo% vs. v3, avg. reward: -8.956, 1.895 sec/game, 5.1 min. total, 467.5 MB
subarctic_cranberry v5 202 games, 151437 moves, e=0.850, loss: 4.5, +, 54.5% elo% vs. v3, avg. reward: -8.924, 1.916 sec/game, 5.1 min. total, 466.9 MB
subarctic_cranberry v5 203 games, 152313 moves, e=0.849, loss: 4.3, -, 52.0% elo% vs. v3, avg. reward: -8.916, 1.929 sec/game, 5.2 min. total, 467.8 MB
subarctic_cranberry v5 204 games, 153087 moves, e=0.848, loss: 4.5, -, 49.6% elo% vs. v3, avg. reward: -8.920, 1.914 sec/game, 5.2 min. total, 469.4 MB
subarctic_cranberry v5 205 games, 153865 moves, e=0.848, loss: 4.4, +, 51.9% elo% vs. v3, avg. reward: -8.910, 1.928 sec/game, 5.2 min. total, 471.8 MB
subarctic_cranberry v5 206 games, 154622 moves, e=0.847, loss: 4.5, +, 54.1% elo% vs. v3, avg. reward: -8.896, 1.908 sec/game, 5.3 min. total, 469.4 MB
subarctic_cranberry v5 207 games, 155437 moves, e=0.846, loss: 4.2, +, 56.2% elo% vs. v3, avg. reward: -8.891, 1.906 sec/game, 5.3 min. total, 473.7 MB
subarctic_cranberry v5 208 games, 156239 moves, e=0.845, loss: 4.2, +, 58.2% elo% vs. v3, avg. reward: -8.896, 1.893 sec/game, 5.3 min. total, 469.9 MB
subarctic_cranberry v5 209 games, 157020 moves, e=0.845, loss: 4.2, -, 55.6% elo% vs. v3, avg. reward: -8.888, 1.875 sec/game, 5.4 min. total, 469.8 MB
subarctic_cranberry v5 210 games, 157838 moves, e=0.844, loss: 4.1, +, 57.6% elo% vs. v3, avg. reward: -8.865, 1.868 sec/game, 5.4 min. total, 472.2 MB
subarctic_cranberry v5 211 games, 158642 moves, e=0.843, loss: 4.3, -, 55.0% elo% vs. v3, avg. reward: -8.863, 1.853 sec/game, 5.4 min. total, 470.5 MB
subarctic_cranberry v5 212 games, 159375 moves, e=0.842, loss: 4.3, +, 57.0% elo% vs. v3, avg. reward: -8.878, 1.865 sec/game, 5.4 min. total, 473.2 MB
subarctic_cranberry v5 213 games, 160214 moves, e=0.841, loss: 4.6, -, 54.4% elo% vs. v3, avg. reward: -8.857, 1.869 sec/game, 5.5 min. total, 474.1 MB
subarctic_cranberry v5 214 games, 161129 moves, e=0.840, loss: 4.6, -, 51.9% elo% vs. v3, avg. reward: -8.827, 1.883 sec/game, 5.5 min. total, 474.1 MB
subarctic_cranberry v5 215 games, 161979 moves, e=0.840, loss: 4.4, -, 49.5% elo% vs. v3, avg. reward: -8.815, 1.893 sec/game, 5.5 min. total, 474.0 MB
subarctic_cranberry v5 216 games, 162716 moves, e=0.839, loss: 4.6, -, 47.3% elo% vs. v3, avg. reward: -8.814, 1.880 sec/game, 5.6 min. total, 473.7 MB
subarctic_cranberry v5 217 games, 163568 moves, e=0.838, loss: 5.0, -, 45.1% elo% vs. v3, avg. reward: -8.801, 1.886 sec/game, 5.6 min. total, 473.9 MB
subarctic_cranberry v5 218 games, 164427 moves, e=0.837, loss: 4.7, +, 47.6% elo% vs. v3, avg. reward: -8.778, 1.888 sec/game, 5.6 min. total, 474.1 MB
subarctic_cranberry v5 219 games, 165304 moves, e=0.836, loss: 4.5, +, 50.0% elo% vs. v3, avg. reward: -8.768, 1.895 sec/game, 5.7 min. total, 476.7 MB
subarctic_cranberry v5 220 games, 166163 moves, e=0.835, loss: 4.7, +, 52.3% elo% vs. v3, avg. reward: -8.757, 1.890 sec/game, 5.7 min. total, 474.6 MB
subarctic_cranberry v5 221 games, 167029 moves, e=0.835, loss: 4.8, +, 54.5% elo% vs. v3, avg. reward: -8.739, 1.888 sec/game, 5.7 min. total, 476.3 MB
subarctic_cranberry v5 222 games, 167961 moves, e=0.834, loss: 4.6, +, 56.6% elo% vs. v3, avg. reward: -8.704, 1.887 sec/game, 5.8 min. total, 479.0 MB
subarctic_cranberry v5 223 games, 168844 moves, e=0.833, loss: 4.5, -, 54.0% elo% vs. v3, avg. reward: -8.665, 1.889 sec/game, 5.8 min. total, 477.1 MB
subarctic_cranberry v5 224 games, 169735 moves, e=0.832, loss: 4.1, -, 51.5% elo% vs. v3, avg. reward: -8.652, 1.904 sec/game, 5.8 min. total, 476.5 MB
subarctic_cranberry v5 225 games, 170612 moves, e=0.831, loss: 3.9, -, 49.1% elo% vs. v3, avg. reward: -8.637, 1.889 sec/game, 5.9 min. total, 476.7 MB
subarctic_cranberry v5 226 games, 171486 moves, e=0.830, loss: 4.2, +, 51.5% elo% vs. v3, avg. reward: -8.609, 1.914 sec/game, 5.9 min. total, 479.4 MB
subarctic_cranberry v5 227 games, 172517 moves, e=0.829, loss: 4.3, +, 53.7% elo% vs. v3, avg. reward: -8.577, 1.931 sec/game, 5.9 min. total, 479.5 MB
subarctic_cranberry v5 228 games, 173458 moves, e=0.828, loss: 4.4, +, 55.8% elo% vs. v3, avg. reward: -8.547, 1.956 sec/game, 6.0 min. total, 479.6 MB
subarctic_cranberry v5 229 games, 174353 moves, e=0.827, loss: 4.2, +, 57.8% elo% vs. v3, avg. reward: -8.518, 1.976 sec/game, 6.0 min. total, 481.1 MB
subarctic_cranberry v5 230 games, 175261 moves, e=0.826, loss: 4.3, +, 59.7% elo% vs. v3, avg. reward: -8.494, 1.979 sec/game, 6.0 min. total, 481.6 MB
subarctic_cranberry v5 231 games, 176074 moves, e=0.826, loss: 4.1, +, 61.5% elo% vs. v3, avg. reward: -8.477, 1.982 sec/game, 6.1 min. total, 481.4 MB
subarctic_cranberry v5 232 games, 177065 moves, e=0.825, loss: 3.9, +, 63.1% elo% vs. v3, avg. reward: -8.452, 2.008 sec/game, 6.1 min. total, 481.7 MB
subarctic_cranberry v5 233 games, 178040 moves, e=0.824, loss: 3.8, +, 64.7% elo% vs. v3, avg. reward: -8.416, 2.027 sec/game, 6.1 min. total, 481.6 MB
subarctic_cranberry v5 234 games, 178860 moves, e=0.823, loss: 3.8, +, 66.2% elo% vs. v3, avg. reward: -8.403, 2.024 sec/game, 6.2 min. total, 482.2 MB
subarctic_cranberry v5 235 games, 179668 moves, e=0.822, loss: 4.1, +, 67.6% elo% vs. v3, avg. reward: -8.395, 2.015 sec/game, 6.2 min. total, 482.1 MB
subarctic_cranberry v5 236 games, 180479 moves, e=0.821, loss: 4.1, +, 68.9% elo% vs. v3, avg. reward: -8.399, 2.018 sec/game, 6.2 min. total, 480.0 MB
subarctic_cranberry v5 237 games, 181302 moves, e=0.821, loss: 3.9, +, 70.1% elo% vs. v3, avg. reward: -8.400, 2.027 sec/game, 6.3 min. total, 481.8 MB
subarctic_cranberry v6 238 games, 182099 moves, e=0.820, loss: 3.8, -, 47.7% elo% vs. v5, avg. reward: -8.401, 2.021 sec/game, 6.3 min. total, 486.7 MB
subarctic_cranberry v6 239 games, 182933 moves, e=0.819, loss: 3.8, -, 45.5% elo% vs. v5, avg. reward: -8.397, 2.017 sec/game, 6.3 min. total, 484.8 MB
subarctic_cranberry v6 240 games, 183863 moves, e=0.818, loss: 4.0, -, 43.4% elo% vs. v5, avg. reward: -8.374, 2.020 sec/game, 6.4 min. total, 484.9 MB
subarctic_cranberry v6 241 games, 184738 moves, e=0.817, loss: 3.8, -, 41.5% elo% vs. v5, avg. reward: -8.380, 2.031 sec/game, 6.4 min. total, 484.4 MB
subarctic_cranberry v6 242 games, 185622 moves, e=0.816, loss: 3.9, -, 39.6% elo% vs. v5, avg. reward: -8.371, 2.020 sec/game, 6.4 min. total, 485.5 MB
subarctic_cranberry v6 243 games, 186535 moves, e=0.815, loss: 4.3, -, 37.9% elo% vs. v5, avg. reward: -8.345, 2.022 sec/game, 6.5 min. total, 485.4 MB
subarctic_cranberry v6 244 games, 187386 moves, e=0.814, loss: 4.3, -, 36.3% elo% vs. v5, avg. reward: -8.334, 2.010 sec/game, 6.5 min. total, 486.4 MB
subarctic_cranberry v6 245 games, 188215 moves, e=0.814, loss: 4.1, -, 34.8% elo% vs. v5, avg. reward: -8.322, 2.027 sec/game, 6.5 min. total, 486.5 MB
subarctic_cranberry v6 246 games, 189147 moves, e=0.813, loss: 4.3, -, 33.3% elo% vs. v5, avg. reward: -8.298, 2.035 sec/game, 6.6 min. total, 488.3 MB
subarctic_cranberry v6 247 games, 189953 moves, e=0.812, loss: 4.2, -, 32.0% elo% vs. v5, avg. reward: -8.293, 2.026 sec/game, 6.6 min. total, 490.3 MB
subarctic_cranberry v6 248 games, 190864 moves, e=0.811, loss: 4.6, -, 30.7% elo% vs. v5, avg. reward: -8.261, 2.017 sec/game, 6.6 min. total, 487.9 MB
subarctic_cranberry v6 249 games, 191534 moves, e=0.810, loss: 4.9, -, 29.5% elo% vs. v5, avg. reward: -8.289, 1.986 sec/game, 6.7 min. total, 488.5 MB
subarctic_cranberry v6 250 games, 192281 moves, e=0.810, loss: 5.0, +, 32.3% elo% vs. v5, avg. reward: -8.296, 1.967 sec/game, 6.7 min. total, 488.5 MB
subarctic_cranberry v6 251 games, 193171 moves, e=0.809, loss: 5.1, ., 33.0% elo% vs. v5, avg. reward: -8.291, 1.987 sec/game, 6.7 min. total, 486.9 MB
subarctic_cranberry v6 252 games, 194003 moves, e=0.808, loss: 5.1, +, 35.8% elo% vs. v5, avg. reward: -8.272, 1.963 sec/game, 6.8 min. total, 488.2 MB
subarctic_cranberry v6 253 games, 194800 moves, e=0.807, loss: 4.9, -, 34.3% elo% vs. v5, avg. reward: -8.271, 1.951 sec/game, 6.8 min. total, 489.9 MB
subarctic_cranberry v6 254 games, 195740 moves, e=0.806, loss: 4.8, -, 32.9% elo% vs. v5, avg. reward: -8.259, 1.966 sec/game, 6.8 min. total, 490.0 MB
subarctic_cranberry v6 255 games, 196642 moves, e=0.805, loss: 4.2, -, 31.6% elo% vs. v5, avg. reward: -8.246, 1.986 sec/game, 6.9 min. total, 491.9 MB
subarctic_cranberry v6 256 games, 197666 moves, e=0.804, loss: 4.3, -, 30.3% elo% vs. v5, avg. reward: -8.222, 2.013 sec/game, 6.9 min. total, 490.0 MB
subarctic_cranberry v6 257 games, 198589 moves, e=0.803, loss: 4.3, -, 29.1% elo% vs. v5, avg. reward: -8.204, 2.017 sec/game, 6.9 min. total, 492.7 MB
subarctic_cranberry v6 258 games, 199440 moves, e=0.803, loss: 4.0, -, 28.0% elo% vs. v5, avg. reward: -8.198, 2.022 sec/game, 7.0 min. total, 493.2 MB
subarctic_cranberry v6 259 games, 200268 moves, e=0.802, loss: 4.0, -, 27.0% elo% vs. v5, avg. reward: -8.195, 2.012 sec/game, 7.0 min. total, 493.3 MB
subarctic_cranberry v6 260 games, 201170 moves, e=0.801, loss: 3.8, -, 26.0% elo% vs. v5, avg. reward: -8.187, 2.019 sec/game, 7.0 min. total, 493.3 MB
subarctic_cranberry v6 261 games, 202167 moves, e=0.800, loss: 3.7, +, 28.8% elo% vs. v5, avg. reward: -8.170, 2.034 sec/game, 7.1 min. total, 493.4 MB
subarctic_cranberry v6 262 games, 203088 moves, e=0.799, loss: 3.6, -, 27.7% elo% vs. v5, avg. reward: -8.159, 2.037 sec/game, 7.1 min. total, 493.3 MB
subarctic_cranberry v6 263 games, 204016 moves, e=0.798, loss: 3.6, -, 26.7% elo% vs. v5, avg. reward: -8.137, 2.040 sec/game, 7.2 min. total, 493.3 MB
subarctic_cranberry v6 264 games, 204891 moves, e=0.797, loss: 3.7, ., 27.5% elo% vs. v5, avg. reward: -8.130, 2.060 sec/game, 7.2 min. total, 491.8 MB
subarctic_cranberry v6 265 games, 205821 moves, e=0.796, loss: 3.7, -, 26.5% elo% vs. v5, avg. reward: -8.127, 2.061 sec/game, 7.2 min. total, 494.0 MB
subarctic_cranberry v6 266 games, 206590 moves, e=0.795, loss: 3.8, -, 25.6% elo% vs. v5, avg. reward: -8.125, 2.040 sec/game, 7.3 min. total, 495.9 MB
subarctic_cranberry v6 267 games, 207479 moves, e=0.795, loss: 3.7, -, 24.7% elo% vs. v5, avg. reward: -8.121, 2.035 sec/game, 7.3 min. total, 496.2 MB
subarctic_cranberry v6 268 games, 208300 moves, e=0.794, loss: 4.1, -, 23.9% elo% vs. v5, avg. reward: -8.111, 2.034 sec/game, 7.3 min. total, 496.2 MB
subarctic_cranberry v6 269 games, 209244 moves, e=0.793, loss: 4.2, -, 23.1% elo% vs. v5, avg. reward: -8.099, 2.066 sec/game, 7.4 min. total, 496.3 MB
subarctic_cranberry v6 270 games, 210194 moves, e=0.792, loss: 4.0, -, 22.3% elo% vs. v5, avg. reward: -8.099, 2.098 sec/game, 7.4 min. total, 496.5 MB
subarctic_cranberry v6 271 games, 211129 moves, e=0.791, loss: 4.1, -, 21.6% elo% vs. v5, avg. reward: -8.086, 2.092 sec/game, 7.4 min. total, 498.8 MB
subarctic_cranberry v6 272 games, 211976 moves, e=0.790, loss: 4.4, +, 24.2% elo% vs. v5, avg. reward: -8.090, 2.113 sec/game, 7.5 min. total, 497.0 MB
subarctic_cranberry v6 273 games, 212907 moves, e=0.789, loss: 4.4, +, 26.8% elo% vs. v5, avg. reward: -8.090, 2.123 sec/game, 7.5 min. total, 495.9 MB
subarctic_cranberry v6 274 games, 214020 moves, e=0.788, loss: 5.1, -, 25.9% elo% vs. v5, avg. reward: -8.060, 2.145 sec/game, 7.6 min. total, 497.8 MB
subarctic_cranberry v6 275 games, 214856 moves, e=0.787, loss: 5.0, +, 28.6% elo% vs. v5, avg. reward: -8.042, 2.125 sec/game, 7.6 min. total, 495.8 MB
subarctic_cranberry v6 276 games, 215768 moves, e=0.786, loss: 4.6, -, 27.5% elo% vs. v5, avg. reward: -8.025, 2.117 sec/game, 7.6 min. total, 497.8 MB
subarctic_cranberry v6 277 games, 216627 moves, e=0.786, loss: 4.4, -, 26.5% elo% vs. v5, avg. reward: -8.025, 2.116 sec/game, 7.7 min. total, 495.8 MB
subarctic_cranberry v6 278 games, 217458 moves, e=0.785, loss: 4.6, -, 25.6% elo% vs. v5, avg. reward: -8.027, 2.105 sec/game, 7.7 min. total, 497.7 MB
subarctic_cranberry v6 279 games, 218346 moves, e=0.784, loss: 4.3, -, 24.7% elo% vs. v5, avg. reward: -8.026, 2.116 sec/game, 7.7 min. total, 496.0 MB
subarctic_cranberry v6 280 games, 219289 moves, e=0.783, loss: 4.6, -, 23.8% elo% vs. v5, avg. reward: -8.000, 2.125 sec/game, 7.8 min. total, 499.4 MB
subarctic_cranberry v6 281 games, 220142 moves, e=0.782, loss: 4.3, +, 26.5% elo% vs. v5, avg. reward: -7.980, 2.102 sec/game, 7.8 min. total, 501.0 MB
subarctic_cranberry v6 282 games, 220991 moves, e=0.781, loss: 4.2, +, 29.2% elo% vs. v5, avg. reward: -7.974, 2.104 sec/game, 7.8 min. total, 499.0 MB
subarctic_cranberry v6 283 games, 221855 moves, e=0.780, loss: 4.1, -, 28.1% elo% vs. v5, avg. reward: -7.958, 2.102 sec/game, 7.9 min. total, 499.0 MB
subarctic_cranberry v6 284 games, 222697 moves, e=0.780, loss: 4.3, -, 27.1% elo% vs. v5, avg. reward: -7.960, 2.081 sec/game, 7.9 min. total, 499.1 MB
subarctic_cranberry v6 285 games, 223680 moves, e=0.779, loss: 4.5, -, 26.1% elo% vs. v5, avg. reward: -7.947, 2.091 sec/game, 7.9 min. total, 499.0 MB
subarctic_cranberry v6 286 games, 224693 moves, e=0.778, loss: 4.8, -, 25.2% elo% vs. v5, avg. reward: -7.934, 2.121 sec/game, 8.0 min. total, 499.2 MB
subarctic_cranberry v6 287 games, 225650 moves, e=0.777, loss: 4.7, -, 24.3% elo% vs. v5, avg. reward: -7.930, 2.125 sec/game, 8.0 min. total, 502.2 MB
subarctic_cranberry v6 288 games, 226451 moves, e=0.776, loss: 5.0, +, 27.0% elo% vs. v5, avg. reward: -7.942, 2.122 sec/game, 8.0 min. total, 505.1 MB
subarctic_cranberry v6 289 games, 227593 moves, e=0.775, loss: 4.9, -, 26.0% elo% vs. v5, avg. reward: -7.928, 2.151 sec/game, 8.1 min. total, 502.9 MB
subarctic_cranberry v6 290 games, 228531 moves, e=0.774, loss: 4.7, +, 28.7% elo% vs. v5, avg. reward: -7.922, 2.138 sec/game, 8.1 min. total, 504.9 MB
subarctic_cranberry v6 291 games, 229562 moves, e=0.773, loss: 4.6, +, 31.5% elo% vs. v5, avg. reward: -7.902, 2.153 sec/game, 8.2 min. total, 503.0 MB
subarctic_cranberry v6 292 games, 230513 moves, e=0.772, loss: 4.6, +, 34.3% elo% vs. v5, avg. reward: -7.876, 2.146 sec/game, 8.2 min. total, 503.2 MB
subarctic_cranberry v6 293 games, 231592 moves, e=0.771, loss: 4.4, -, 32.8% elo% vs. v5, avg. reward: -7.834, 2.172 sec/game, 8.2 min. total, 503.1 MB
subarctic_cranberry v6 294 games, 232643 moves, e=0.770, loss: 4.5, -, 31.5% elo% vs. v5, avg. reward: -7.821, 2.156 sec/game, 8.3 min. total, 503.3 MB
subarctic_cranberry v6 295 games, 233710 moves, e=0.769, loss: 4.2, +, 34.3% elo% vs. v5, avg. reward: -7.787, 2.188 sec/game, 8.3 min. total, 507.3 MB
subarctic_cranberry v6 296 games, 234851 moves, e=0.767, loss: 4.3, -, 32.9% elo% vs. v5, avg. reward: -7.767, 2.217 sec/game, 8.4 min. total, 507.1 MB
subarctic_cranberry v6 297 games, 235832 moves, e=0.767, loss: 4.3, -, 31.6% elo% vs. v5, avg. reward: -7.747, 2.238 sec/game, 8.4 min. total, 507.1 MB
