sanding_take v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.7 MB
sanding_take v9 1258 games, 1390433 moves, e=0.010, loss: 1416.2, -, 9.5% elo% vs. random_no_suicide, avg. reward: 29.730, 3.276 sec/game, 53.7 min. total, 432.8 MB
sanding_take v9 1259 games, 1391776 moves, e=0.010, loss: 1466.5, -, 9.3% elo% vs. random_no_suicide, avg. reward: 29.719, 3.279 sec/game, 53.8 min. total, 432.8 MB
sanding_take v9 1260 games, 1393407 moves, e=0.010, loss: 1431.3, -, 9.2% elo% vs. random_no_suicide, avg. reward: 29.702, 3.328 sec/game, 53.8 min. total, 432.8 MB
sanding_take v9 1261 games, 1394794 moves, e=0.010, loss: 1394.8, -, 9.0% elo% vs. random_no_suicide, avg. reward: 29.713, 3.294 sec/game, 53.9 min. total, 432.9 MB
sanding_take v9 1262 games, 1396198 moves, e=0.010, loss: 1456.9, -, 8.9% elo% vs. random_no_suicide, avg. reward: 29.688, 3.330 sec/game, 53.9 min. total, 434.4 MB
sanding_take v9 1263 games, 1397750 moves, e=0.010, loss: 1434.3, -, 8.8% elo% vs. random_no_suicide, avg. reward: 29.699, 3.356 sec/game, 54.0 min. total, 435.1 MB
sanding_take v9 1264 games, 1399194 moves, e=0.010, loss: 1372.6, -, 8.6% elo% vs. random_no_suicide, avg. reward: 29.705, 3.359 sec/game, 54.0 min. total, 435.3 MB
sanding_take v9 1265 games, 1400759 moves, e=0.010, loss: 1380.2, -, 8.5% elo% vs. random_no_suicide, avg. reward: 29.704, 3.367 sec/game, 54.1 min. total, 435.5 MB
sanding_take v9 1266 games, 1402253 moves, e=0.010, loss: 1467.3, -, 8.4% elo% vs. random_no_suicide, avg. reward: 29.685, 3.334 sec/game, 54.2 min. total, 435.9 MB
sanding_take v9 1267 games, 1403721 moves, e=0.010, loss: 1459.4, -, 8.3% elo% vs. random_no_suicide, avg. reward: 29.663, 3.303 sec/game, 54.2 min. total, 436.6 MB
sanding_take v9 1268 games, 1405268 moves, e=0.010, loss: 1489.9, -, 8.1% elo% vs. random_no_suicide, avg. reward: 29.612, 3.295 sec/game, 54.3 min. total, 436.2 MB
sanding_take v9 1269 games, 1406646 moves, e=0.010, loss: 1440.7, -, 8.0% elo% vs. random_no_suicide, avg. reward: 29.614, 3.302 sec/game, 54.3 min. total, 437.4 MB
sanding_take v9 1270 games, 1408470 moves, e=0.010, loss: 1294.7, -, 7.9% elo% vs. random_no_suicide, avg. reward: 29.559, 3.374 sec/game, 54.4 min. total, 437.7 MB
sanding_take v9 1271 games, 1410203 moves, e=0.010, loss: 1290.8, -, 7.8% elo% vs. random_no_suicide, avg. reward: 29.518, 3.419 sec/game, 54.5 min. total, 437.7 MB
sanding_take v9 1272 games, 1411615 moves, e=0.010, loss: 1284.8, -, 7.7% elo% vs. random_no_suicide, avg. reward: 29.473, 3.418 sec/game, 54.5 min. total, 438.1 MB
sanding_take v9 1273 games, 1412674 moves, e=0.010, loss: 1262.3, -, 7.6% elo% vs. random_no_suicide, avg. reward: 29.484, 3.352 sec/game, 54.5 min. total, 438.1 MB
sanding_take v9 1274 games, 1414205 moves, e=0.010, loss: 1289.9, -, 7.5% elo% vs. random_no_suicide, avg. reward: 29.494, 3.374 sec/game, 54.6 min. total, 438.0 MB
sanding_take v9 1275 games, 1415600 moves, e=0.010, loss: 1288.8, -, 7.4% elo% vs. random_no_suicide, avg. reward: 29.480, 3.362 sec/game, 54.7 min. total, 439.0 MB
sanding_take v9 1276 games, 1417562 moves, e=0.010, loss: 1224.3, -, 7.3% elo% vs. random_no_suicide, avg. reward: 29.393, 3.411 sec/game, 54.7 min. total, 440.8 MB
sanding_take v9 1277 games, 1419334 moves, e=0.010, loss: 1242.4, -, 7.2% elo% vs. random_no_suicide, avg. reward: 29.366, 3.438 sec/game, 54.8 min. total, 441.4 MB
sanding_take v9 1278 games, 1420779 moves, e=0.010, loss: 1242.4, -, 7.2% elo% vs. random_no_suicide, avg. reward: 29.323, 3.432 sec/game, 54.8 min. total, 442.2 MB
sanding_take v9 1279 games, 1422189 moves, e=0.010, loss: 1221.2, -, 7.1% elo% vs. random_no_suicide, avg. reward: 29.305, 3.418 sec/game, 54.9 min. total, 442.6 MB
sanding_take v9 1280 games, 1423613 moves, e=0.010, loss: 1235.6, -, 7.0% elo% vs. random_no_suicide, avg. reward: 29.317, 3.374 sec/game, 54.9 min. total, 442.6 MB
sanding_take v9 1281 games, 1425153 moves, e=0.010, loss: 1236.4, -, 6.9% elo% vs. random_no_suicide, avg. reward: 29.310, 3.402 sec/game, 55.0 min. total, 442.9 MB
sanding_take v9 1282 games, 1426924 moves, e=0.010, loss: 1164.7, -, 6.8% elo% vs. random_no_suicide, avg. reward: 29.299, 3.406 sec/game, 55.1 min. total, 442.8 MB
sanding_take v9 1283 games, 1428364 moves, e=0.010, loss: 1165.9, -, 6.7% elo% vs. random_no_suicide, avg. reward: 29.307, 3.440 sec/game, 55.1 min. total, 443.8 MB
sanding_take v9 1284 games, 1429858 moves, e=0.010, loss: 1253.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: 29.332, 3.435 sec/game, 55.2 min. total, 443.0 MB
sanding_take v9 1285 games, 1431260 moves, e=0.010, loss: 1258.0, -, 6.6% elo% vs. random_no_suicide, avg. reward: 29.403, 3.389 sec/game, 55.2 min. total, 443.2 MB
sanding_take v9 1286 games, 1432541 moves, e=0.010, loss: 1242.3, -, 6.5% elo% vs. random_no_suicide, avg. reward: 29.444, 3.366 sec/game, 55.3 min. total, 443.3 MB
sanding_take v9 1287 games, 1433869 moves, e=0.010, loss: 1325.5, -, 6.4% elo% vs. random_no_suicide, avg. reward: 29.519, 3.358 sec/game, 55.3 min. total, 443.2 MB
sanding_take v9 1288 games, 1435187 moves, e=0.010, loss: 1381.2, -, 6.4% elo% vs. random_no_suicide, avg. reward: 29.560, 3.333 sec/game, 55.4 min. total, 443.9 MB
sanding_take v9 1289 games, 1436461 moves, e=0.010, loss: 1553.1, -, 6.3% elo% vs. random_no_suicide, avg. reward: 29.533, 3.336 sec/game, 55.4 min. total, 444.1 MB
sanding_take v9 1290 games, 1437713 moves, e=0.010, loss: 1736.8, -, 6.2% elo% vs. random_no_suicide, avg. reward: 29.530, 3.272 sec/game, 55.5 min. total, 445.5 MB
sanding_take v9 1291 games, 1439022 moves, e=0.010, loss: 1906.2, -, 6.2% elo% vs. random_no_suicide, avg. reward: 29.528, 3.206 sec/game, 55.5 min. total, 447.3 MB
sanding_take v9 1292 games, 1440280 moves, e=0.010, loss: 1988.6, -, 6.1% elo% vs. random_no_suicide, avg. reward: 29.557, 3.198 sec/game, 55.6 min. total, 446.5 MB
sanding_take v9 1293 games, 1441607 moves, e=0.010, loss: 2050.7, -, 6.0% elo% vs. random_no_suicide, avg. reward: 29.527, 3.224 sec/game, 55.6 min. total, 447.0 MB
sanding_take v9 1294 games, 1442939 moves, e=0.010, loss: 2052.9, -, 6.0% elo% vs. random_no_suicide, avg. reward: 29.511, 3.200 sec/game, 55.7 min. total, 447.3 MB
sanding_take v9 1295 games, 1444259 moves, e=0.010, loss: 2117.8, -, 5.9% elo% vs. random_no_suicide, avg. reward: 29.487, 3.187 sec/game, 55.7 min. total, 447.3 MB
sanding_take v9 1296 games, 1445497 moves, e=0.010, loss: 2093.6, -, 5.8% elo% vs. random_no_suicide, avg. reward: 29.491, 3.151 sec/game, 55.8 min. total, 447.3 MB
sanding_take v9 1297 games, 1446787 moves, e=0.010, loss: 2184.7, -, 5.8% elo% vs. random_no_suicide, avg. reward: 29.488, 3.095 sec/game, 55.8 min. total, 447.6 MB
sanding_take v9 1298 games, 1448055 moves, e=0.010, loss: 2201.5, -, 5.7% elo% vs. random_no_suicide, avg. reward: 29.475, 3.078 sec/game, 55.9 min. total, 449.1 MB
sanding_take v9 1299 games, 1449310 moves, e=0.010, loss: 2194.4, -, 5.7% elo% vs. random_no_suicide, avg. reward: 29.478, 3.068 sec/game, 55.9 min. total, 449.1 MB
sanding_take v9 1300 games, 1450545 moves, e=0.010, loss: 2334.4, -, 5.6% elo% vs. random_no_suicide, avg. reward: 29.476, 3.054 sec/game, 56.0 min. total, 449.8 MB
sanding_take v10 1301 games, 1451769 moves, e=0.010, loss: 2302.4, -, 47.7% elo% vs. random_no_suicide, avg. reward: 29.475, 3.008 sec/game, 56.0 min. total, 449.6 MB
sanding_take v10 1302 games, 1453115 moves, e=0.010, loss: 2301.2, -, 45.5% elo% vs. random_no_suicide, avg. reward: 29.447, 2.986 sec/game, 56.1 min. total, 450.3 MB
sanding_take v10 1303 games, 1454411 moves, e=0.010, loss: 2324.6, -, 43.4% elo% vs. random_no_suicide, avg. reward: 29.433, 2.952 sec/game, 56.1 min. total, 450.1 MB
sanding_take v10 1304 games, 1455642 moves, e=0.010, loss: 2332.8, -, 41.5% elo% vs. random_no_suicide, avg. reward: 29.422, 2.946 sec/game, 56.2 min. total, 450.3 MB
sanding_take v10 1305 games, 1456909 moves, e=0.010, loss: 2202.6, -, 39.6% elo% vs. random_no_suicide, avg. reward: 29.412, 2.941 sec/game, 56.2 min. total, 449.9 MB
sanding_take v10 1306 games, 1458181 moves, e=0.010, loss: 2142.0, -, 37.9% elo% vs. random_no_suicide, avg. reward: 29.429, 2.942 sec/game, 56.3 min. total, 452.0 MB
sanding_take v10 1307 games, 1459501 moves, e=0.010, loss: 2151.4, -, 36.3% elo% vs. random_no_suicide, avg. reward: 29.422, 2.930 sec/game, 56.3 min. total, 452.3 MB
sanding_take v10 1308 games, 1460753 moves, e=0.010, loss: 2202.2, -, 34.8% elo% vs. random_no_suicide, avg. reward: 29.427, 2.914 sec/game, 56.4 min. total, 452.9 MB
sanding_take v10 1309 games, 1461967 moves, e=0.010, loss: 2259.7, -, 33.3% elo% vs. random_no_suicide, avg. reward: 29.424, 2.900 sec/game, 56.4 min. total, 453.1 MB
sanding_take v10 1310 games, 1463327 moves, e=0.010, loss: 2114.1, -, 32.0% elo% vs. random_no_suicide, avg. reward: 29.409, 2.945 sec/game, 56.5 min. total, 453.0 MB
sanding_take v10 1311 games, 1464526 moves, e=0.010, loss: 2192.1, -, 30.7% elo% vs. random_no_suicide, avg. reward: 29.417, 2.955 sec/game, 56.5 min. total, 453.0 MB
sanding_take v10 1312 games, 1465793 moves, e=0.010, loss: 2290.0, -, 29.5% elo% vs. random_no_suicide, avg. reward: 29.383, 2.950 sec/game, 56.6 min. total, 453.7 MB
sanding_take v10 1313 games, 1467023 moves, e=0.010, loss: 2263.8, -, 28.4% elo% vs. random_no_suicide, avg. reward: 29.341, 2.951 sec/game, 56.6 min. total, 454.0 MB
sanding_take v10 1314 games, 1468367 moves, e=0.010, loss: 2353.2, -, 27.3% elo% vs. random_no_suicide, avg. reward: 29.313, 2.952 sec/game, 56.7 min. total, 455.4 MB
sanding_take v10 1315 games, 1469604 moves, e=0.010, loss: 2252.3, -, 26.4% elo% vs. random_no_suicide, avg. reward: 29.335, 2.934 sec/game, 56.7 min. total, 455.5 MB
sanding_take v10 1316 games, 1470920 moves, e=0.010, loss: 2204.2, -, 25.4% elo% vs. random_no_suicide, avg. reward: 29.318, 2.923 sec/game, 56.7 min. total, 456.1 MB
sanding_take v10 1317 games, 1472238 moves, e=0.010, loss: 2113.4, -, 24.5% elo% vs. random_no_suicide, avg. reward: 29.313, 2.915 sec/game, 56.8 min. total, 456.1 MB
sanding_take v10 1318 games, 1473507 moves, e=0.010, loss: 2056.7, -, 23.7% elo% vs. random_no_suicide, avg. reward: 29.305, 2.929 sec/game, 56.8 min. total, 456.6 MB
sanding_take v10 1319 games, 1474752 moves, e=0.010, loss: 2046.2, -, 22.9% elo% vs. random_no_suicide, avg. reward: 29.300, 2.926 sec/game, 56.9 min. total, 456.1 MB
sanding_take v10 1320 games, 1476113 moves, e=0.010, loss: 2076.5, -, 22.2% elo% vs. random_no_suicide, avg. reward: 29.307, 2.938 sec/game, 56.9 min. total, 456.6 MB
sanding_take v10 1321 games, 1477346 moves, e=0.010, loss: 2035.0, -, 21.5% elo% vs. random_no_suicide, avg. reward: 29.281, 2.947 sec/game, 57.0 min. total, 456.8 MB
sanding_take v10 1322 games, 1478657 moves, e=0.010, loss: 2070.4, -, 20.8% elo% vs. random_no_suicide, avg. reward: 29.260, 2.949 sec/game, 57.0 min. total, 459.0 MB
sanding_take v10 1323 games, 1479972 moves, e=0.010, loss: 2078.1, -, 20.2% elo% vs. random_no_suicide, avg. reward: 29.245, 2.955 sec/game, 57.1 min. total, 458.8 MB
sanding_take v10 1324 games, 1481287 moves, e=0.010, loss: 1995.9, -, 19.6% elo% vs. random_no_suicide, avg. reward: 29.240, 2.942 sec/game, 57.1 min. total, 458.6 MB
sanding_take v10 1325 games, 1482616 moves, e=0.010, loss: 1954.0, -, 19.1% elo% vs. random_no_suicide, avg. reward: 29.211, 2.943 sec/game, 57.2 min. total, 459.1 MB
sanding_take v10 1326 games, 1483948 moves, e=0.010, loss: 1930.7, -, 18.5% elo% vs. random_no_suicide, avg. reward: 29.195, 2.959 sec/game, 57.2 min. total, 459.3 MB
sanding_take v10 1327 games, 1485233 moves, e=0.010, loss: 1967.6, -, 18.0% elo% vs. random_no_suicide, avg. reward: 29.198, 2.955 sec/game, 57.3 min. total, 460.0 MB
sanding_take v10 1328 games, 1486563 moves, e=0.010, loss: 1972.9, -, 17.5% elo% vs. random_no_suicide, avg. reward: 29.221, 2.953 sec/game, 57.3 min. total, 460.2 MB
sanding_take v10 1329 games, 1487901 moves, e=0.010, loss: 1854.5, -, 17.1% elo% vs. random_no_suicide, avg. reward: 29.202, 2.976 sec/game, 57.4 min. total, 461.0 MB
sanding_take v10 1330 games, 1489220 moves, e=0.010, loss: 1948.1, -, 16.6% elo% vs. random_no_suicide, avg. reward: 29.200, 2.932 sec/game, 57.4 min. total, 461.1 MB
sanding_take v10 1331 games, 1490426 moves, e=0.010, loss: 1988.5, -, 16.2% elo% vs. random_no_suicide, avg. reward: 29.171, 2.913 sec/game, 57.5 min. total, 461.8 MB
sanding_take v10 1332 games, 1491676 moves, e=0.010, loss: 2066.7, -, 15.8% elo% vs. random_no_suicide, avg. reward: 29.196, 2.915 sec/game, 57.5 min. total, 462.0 MB
sanding_take v10 1333 games, 1492939 moves, e=0.010, loss: 2056.9, -, 15.4% elo% vs. random_no_suicide, avg. reward: 29.223, 2.927 sec/game, 57.6 min. total, 461.3 MB
sanding_take v10 1334 games, 1494288 moves, e=0.010, loss: 1977.9, -, 15.1% elo% vs. random_no_suicide, avg. reward: 29.253, 2.935 sec/game, 57.6 min. total, 462.3 MB
sanding_take v10 1335 games, 1495555 moves, e=0.010, loss: 2078.0, -, 14.7% elo% vs. random_no_suicide, avg. reward: 29.305, 2.934 sec/game, 57.7 min. total, 462.4 MB
sanding_take v10 1336 games, 1496788 moves, e=0.010, loss: 2121.5, -, 14.4% elo% vs. random_no_suicide, avg. reward: 29.329, 2.927 sec/game, 57.7 min. total, 462.4 MB
sanding_take v10 1337 games, 1498057 moves, e=0.010, loss: 2132.4, -, 14.0% elo% vs. random_no_suicide, avg. reward: 29.338, 2.929 sec/game, 57.8 min. total, 464.5 MB
sanding_take v10 1338 games, 1499341 moves, e=0.010, loss: 2131.8, -, 13.7% elo% vs. random_no_suicide, avg. reward: 29.322, 2.951 sec/game, 57.8 min. total, 465.3 MB
sanding_take v10 1339 games, 1500628 moves, e=0.010, loss: 2083.0, -, 13.4% elo% vs. random_no_suicide, avg. reward: 29.298, 2.954 sec/game, 57.9 min. total, 465.9 MB
sanding_take v10 1340 games, 1501883 moves, e=0.010, loss: 2022.0, -, 13.1% elo% vs. random_no_suicide, avg. reward: 29.305, 2.947 sec/game, 57.9 min. total, 465.7 MB
sanding_take v10 1341 games, 1503076 moves, e=0.010, loss: 2024.5, -, 12.9% elo% vs. random_no_suicide, avg. reward: 29.361, 2.956 sec/game, 58.0 min. total, 466.1 MB
sanding_take v10 1342 games, 1504321 moves, e=0.010, loss: 2060.7, -, 12.6% elo% vs. random_no_suicide, avg. reward: 29.343, 2.938 sec/game, 58.0 min. total, 466.2 MB
sanding_take v10 1343 games, 1505598 moves, e=0.010, loss: 2154.7, -, 12.4% elo% vs. random_no_suicide, avg. reward: 29.392, 2.918 sec/game, 58.1 min. total, 466.4 MB
sanding_take v10 1344 games, 1506949 moves, e=0.010, loss: 2100.7, -, 12.1% elo% vs. random_no_suicide, avg. reward: 29.382, 2.927 sec/game, 58.1 min. total, 466.9 MB
sanding_take v10 1345 games, 1508220 moves, e=0.010, loss: 2101.7, -, 11.9% elo% vs. random_no_suicide, avg. reward: 29.405, 2.913 sec/game, 58.2 min. total, 468.0 MB
sanding_take v10 1346 games, 1509558 moves, e=0.010, loss: 2052.4, -, 11.7% elo% vs. random_no_suicide, avg. reward: 29.442, 2.904 sec/game, 58.2 min. total, 467.1 MB
sanding_take v10 1347 games, 1510835 moves, e=0.010, loss: 2028.7, -, 11.4% elo% vs. random_no_suicide, avg. reward: 29.454, 2.905 sec/game, 58.3 min. total, 468.8 MB
sanding_take v10 1348 games, 1512075 moves, e=0.010, loss: 2019.1, -, 11.2% elo% vs. random_no_suicide, avg. reward: 29.466, 2.926 sec/game, 58.3 min. total, 468.0 MB
sanding_take v10 1349 games, 1513343 moves, e=0.010, loss: 2038.8, -, 11.0% elo% vs. random_no_suicide, avg. reward: 29.453, 2.902 sec/game, 58.4 min. total, 468.5 MB
sanding_take v10 1350 games, 1514646 moves, e=0.010, loss: 2048.7, -, 10.8% elo% vs. random_no_suicide, avg. reward: 29.460, 2.919 sec/game, 58.4 min. total, 468.2 MB
sanding_take v10 1351 games, 1515938 moves, e=0.010, loss: 2020.7, -, 10.6% elo% vs. random_no_suicide, avg. reward: 29.494, 2.932 sec/game, 58.5 min. total, 468.2 MB
sanding_take v10 1352 games, 1517151 moves, e=0.010, loss: 2106.4, -, 10.4% elo% vs. random_no_suicide, avg. reward: 29.505, 2.921 sec/game, 58.5 min. total, 469.1 MB
sanding_take v10 1353 games, 1518563 moves, e=0.010, loss: 2056.7, -, 10.3% elo% vs. random_no_suicide, avg. reward: 29.515, 2.925 sec/game, 58.6 min. total, 469.8 MB
sanding_take v10 1354 games, 1519917 moves, e=0.010, loss: 2022.7, -, 10.1% elo% vs. random_no_suicide, avg. reward: 29.541, 2.929 sec/game, 58.6 min. total, 471.0 MB
sanding_take v10 1355 games, 1521179 moves, e=0.010, loss: 2127.9, -, 9.9% elo% vs. random_no_suicide, avg. reward: 29.547, 2.948 sec/game, 58.7 min. total, 471.2 MB
sanding_take v10 1356 games, 1522536 moves, e=0.010, loss: 2077.1, -, 9.8% elo% vs. random_no_suicide, avg. reward: 29.584, 2.970 sec/game, 58.7 min. total, 467.6 MB
sanding_take v10 1357 games, 1523894 moves, e=0.010, loss: 2035.5, -, 9.6% elo% vs. random_no_suicide, avg. reward: 29.588, 2.988 sec/game, 58.8 min. total, 467.2 MB
sanding_take v10 1358 games, 1525200 moves, e=0.010, loss: 1989.8, -, 9.5% elo% vs. random_no_suicide, avg. reward: 29.571, 2.964 sec/game, 58.8 min. total, 467.6 MB
sanding_take v10 1359 games, 1526487 moves, e=0.010, loss: 1962.8, -, 9.3% elo% vs. random_no_suicide, avg. reward: 29.555, 2.970 sec/game, 58.9 min. total, 454.9 MB
sanding_take v10 1360 games, 1527838 moves, e=0.010, loss: 1963.0, -, 9.2% elo% vs. random_no_suicide, avg. reward: 29.553, 2.986 sec/game, 58.9 min. total, 453.5 MB
sanding_take v10 1361 games, 1529196 moves, e=0.010, loss: 1999.2, -, 9.0% elo% vs. random_no_suicide, avg. reward: 29.526, 2.978 sec/game, 59.0 min. total, 455.5 MB
sanding_take v10 1362 games, 1530691 moves, e=0.010, loss: 1883.3, -, 8.9% elo% vs. random_no_suicide, avg. reward: 29.503, 3.009 sec/game, 59.0 min. total, 455.8 MB
sanding_take v10 1363 games, 1532206 moves, e=0.010, loss: 1795.5, -, 8.8% elo% vs. random_no_suicide, avg. reward: 29.477, 3.043 sec/game, 59.1 min. total, 456.5 MB
sanding_take v10 1364 games, 1533918 moves, e=0.010, loss: 1716.2, -, 8.6% elo% vs. random_no_suicide, avg. reward: 29.440, 3.082 sec/game, 59.1 min. total, 456.4 MB
sanding_take v10 1365 games, 1535459 moves, e=0.010, loss: 1574.3, -, 8.5% elo% vs. random_no_suicide, avg. reward: 29.403, 3.119 sec/game, 59.2 min. total, 456.8 MB
sanding_take v10 1366 games, 1536689 moves, e=0.010, loss: 1468.3, -, 8.4% elo% vs. random_no_suicide, avg. reward: 29.409, 3.110 sec/game, 59.2 min. total, 457.2 MB
sanding_take v10 1367 games, 1538134 moves, e=0.010, loss: 1415.5, -, 8.3% elo% vs. random_no_suicide, avg. reward: 29.422, 3.159 sec/game, 59.3 min. total, 457.4 MB
sanding_take v10 1368 games, 1539549 moves, e=0.010, loss: 1438.4, -, 8.1% elo% vs. random_no_suicide, avg. reward: 29.458, 3.162 sec/game, 59.4 min. total, 455.3 MB
sanding_take v10 1369 games, 1540999 moves, e=0.010, loss: 1424.1, -, 8.0% elo% vs. random_no_suicide, avg. reward: 29.481, 3.203 sec/game, 59.4 min. total, 456.3 MB
sanding_take v10 1370 games, 1542417 moves, e=0.010, loss: 1480.8, -, 7.9% elo% vs. random_no_suicide, avg. reward: 29.501, 3.210 sec/game, 59.5 min. total, 445.1 MB
sanding_take v10 1371 games, 1543823 moves, e=0.010, loss: 1665.4, -, 7.8% elo% vs. random_no_suicide, avg. reward: 29.547, 3.226 sec/game, 59.5 min. total, 442.2 MB
sanding_take v10 1372 games, 1545258 moves, e=0.010, loss: 1793.9, -, 7.7% elo% vs. random_no_suicide, avg. reward: 29.589, 3.251 sec/game, 59.6 min. total, 441.9 MB
sanding_take v10 1373 games, 1546518 moves, e=0.010, loss: 2016.1, -, 7.6% elo% vs. random_no_suicide, avg. reward: 29.571, 3.237 sec/game, 59.6 min. total, 442.1 MB
sanding_take v10 1374 games, 1547807 moves, e=0.010, loss: 1945.6, -, 7.5% elo% vs. random_no_suicide, avg. reward: 29.583, 3.232 sec/game, 59.7 min. total, 440.8 MB
sanding_take v10 1375 games, 1549029 moves, e=0.010, loss: 1968.5, -, 7.4% elo% vs. random_no_suicide, avg. reward: 29.606, 3.243 sec/game, 59.7 min. total, 438.3 MB
sanding_take v10 1376 games, 1550482 moves, e=0.010, loss: 1974.1, -, 7.3% elo% vs. random_no_suicide, avg. reward: 29.660, 3.257 sec/game, 59.8 min. total, 439.7 MB
sanding_take v10 1377 games, 1551873 moves, e=0.010, loss: 1967.3, -, 7.2% elo% vs. random_no_suicide, avg. reward: 29.723, 3.258 sec/game, 59.9 min. total, 440.3 MB
sanding_take v10 1378 games, 1553158 moves, e=0.010, loss: 1953.6, -, 7.2% elo% vs. random_no_suicide, avg. reward: 29.745, 3.254 sec/game, 59.9 min. total, 440.8 MB
sanding_take v10 1379 games, 1554453 moves, e=0.010, loss: 2146.0, -, 7.1% elo% vs. random_no_suicide, avg. reward: 29.761, 3.251 sec/game, 59.9 min. total, 440.9 MB
sanding_take v10 1380 games, 1555810 moves, e=0.010, loss: 2146.5, -, 7.0% elo% vs. random_no_suicide, avg. reward: 29.772, 3.239 sec/game, 60.0 min. total, 441.3 MB
sanding_take v10 1381 games, 1557197 moves, e=0.010, loss: 2073.3, -, 6.9% elo% vs. random_no_suicide, avg. reward: 29.773, 3.274 sec/game, 60.1 min. total, 441.0 MB
sanding_take v10 1382 games, 1558589 moves, e=0.010, loss: 2109.0, -, 6.8% elo% vs. random_no_suicide, avg. reward: 29.788, 3.254 sec/game, 60.1 min. total, 440.9 MB
sanding_take v10 1383 games, 1560016 moves, e=0.010, loss: 2019.2, -, 6.7% elo% vs. random_no_suicide, avg. reward: 29.804, 3.231 sec/game, 60.2 min. total, 441.4 MB
sanding_take v10 1384 games, 1561422 moves, e=0.010, loss: 1971.1, -, 6.7% elo% vs. random_no_suicide, avg. reward: 29.808, 3.197 sec/game, 60.2 min. total, 443.2 MB
sanding_take v10 1385 games, 1562855 moves, e=0.010, loss: 2008.1, -, 6.6% elo% vs. random_no_suicide, avg. reward: 29.776, 3.188 sec/game, 60.3 min. total, 443.6 MB
sanding_take v10 1386 games, 1564181 moves, e=0.010, loss: 1909.6, -, 6.5% elo% vs. random_no_suicide, avg. reward: 29.780, 3.223 sec/game, 60.3 min. total, 444.4 MB
sanding_take v10 1387 games, 1565518 moves, e=0.010, loss: 1860.6, -, 6.4% elo% vs. random_no_suicide, avg. reward: 29.748, 3.191 sec/game, 60.4 min. total, 444.4 MB
sanding_take v10 1388 games, 1566933 moves, e=0.010, loss: 1926.3, -, 6.4% elo% vs. random_no_suicide, avg. reward: 29.734, 3.183 sec/game, 60.4 min. total, 444.5 MB
sanding_take v10 1389 games, 1568335 moves, e=0.010, loss: 2043.5, -, 6.3% elo% vs. random_no_suicide, avg. reward: 29.752, 3.157 sec/game, 60.5 min. total, 444.2 MB
sanding_take v10 1390 games, 1569698 moves, e=0.010, loss: 2053.8, -, 6.2% elo% vs. random_no_suicide, avg. reward: 29.759, 3.153 sec/game, 60.5 min. total, 444.3 MB
sanding_take v10 1391 games, 1571076 moves, e=0.010, loss: 2069.0, -, 6.2% elo% vs. random_no_suicide, avg. reward: 29.773, 3.145 sec/game, 60.6 min. total, 445.1 MB
sanding_take v10 1392 games, 1572453 moves, e=0.010, loss: 2101.3, -, 6.1% elo% vs. random_no_suicide, avg. reward: 29.769, 3.134 sec/game, 60.6 min. total, 446.3 MB
sanding_take v10 1393 games, 1573864 moves, e=0.010, loss: 2169.6, -, 6.0% elo% vs. random_no_suicide, avg. reward: 29.784, 3.167 sec/game, 60.7 min. total, 447.0 MB
sanding_take v10 1394 games, 1575310 moves, e=0.010, loss: 2274.8, -, 6.0% elo% vs. random_no_suicide, avg. reward: 29.820, 3.179 sec/game, 60.7 min. total, 447.2 MB
sanding_take v10 1395 games, 1576722 moves, e=0.010, loss: 2211.3, -, 5.9% elo% vs. random_no_suicide, avg. reward: 29.840, 3.169 sec/game, 60.8 min. total, 446.8 MB
sanding_take v10 1396 games, 1578141 moves, e=0.010, loss: 2242.7, -, 5.8% elo% vs. random_no_suicide, avg. reward: 29.826, 3.143 sec/game, 60.8 min. total, 447.4 MB
sanding_take v10 1397 games, 1579526 moves, e=0.010, loss: 2339.1, -, 5.8% elo% vs. random_no_suicide, avg. reward: 29.844, 3.144 sec/game, 60.9 min. total, 446.9 MB
sanding_take v10 1398 games, 1580917 moves, e=0.010, loss: 2146.7, -, 5.7% elo% vs. random_no_suicide, avg. reward: 29.850, 3.154 sec/game, 61.0 min. total, 448.2 MB
sanding_take v10 1399 games, 1582291 moves, e=0.010, loss: 2193.0, -, 5.7% elo% vs. random_no_suicide, avg. reward: 29.842, 3.179 sec/game, 61.0 min. total, 449.3 MB
sanding_take v10 1400 games, 1583646 moves, e=0.010, loss: 2196.5, -, 5.6% elo% vs. random_no_suicide, avg. reward: 29.835, 3.206 sec/game, 61.1 min. total, 431.9 MB
sanding_take v11 1401 games, 1585130 moves, e=0.010, loss: 2110.5, -, 47.7% elo% vs. random_no_suicide, avg. reward: 29.834, 3.199 sec/game, 61.1 min. total, 431.5 MB
sanding_take v11 1402 games, 1586516 moves, e=0.010, loss: 2144.6, -, 45.5% elo% vs. random_no_suicide, avg. reward: 29.831, 3.215 sec/game, 61.2 min. total, 425.2 MB
sanding_take v11 1403 games, 1587901 moves, e=0.010, loss: 2189.6, -, 43.4% elo% vs. random_no_suicide, avg. reward: 29.844, 3.225 sec/game, 61.2 min. total, 424.6 MB
