sanding_take v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.7 MB
sanding_take v6 993 games, 1017213 moves, e=0.010, loss: 2376.6, -, 6.0% elo% vs. random_no_suicide, avg. reward: 28.466, 3.302 sec/game, 39.4 min. total, 407.9 MB
sanding_take v6 994 games, 1018552 moves, e=0.010, loss: 2475.5, -, 6.0% elo% vs. random_no_suicide, avg. reward: 28.494, 3.292 sec/game, 39.5 min. total, 407.9 MB
sanding_take v6 995 games, 1019955 moves, e=0.010, loss: 2315.4, -, 5.9% elo% vs. random_no_suicide, avg. reward: 28.499, 3.277 sec/game, 39.5 min. total, 408.1 MB
sanding_take v6 996 games, 1021346 moves, e=0.010, loss: 2401.1, -, 5.8% elo% vs. random_no_suicide, avg. reward: 28.519, 3.224 sec/game, 39.6 min. total, 408.0 MB
sanding_take v6 997 games, 1022688 moves, e=0.010, loss: 2313.9, -, 5.8% elo% vs. random_no_suicide, avg. reward: 28.548, 3.192 sec/game, 39.6 min. total, 408.3 MB
sanding_take v6 998 games, 1024072 moves, e=0.010, loss: 2228.0, -, 5.7% elo% vs. random_no_suicide, avg. reward: 28.582, 3.172 sec/game, 39.7 min. total, 409.3 MB
sanding_take v6 999 games, 1025384 moves, e=0.010, loss: 2235.0, -, 5.7% elo% vs. random_no_suicide, avg. reward: 28.580, 3.181 sec/game, 39.7 min. total, 407.8 MB
sanding_take v6 1000 games, 1026795 moves, e=0.010, loss: 2084.5, -, 5.6% elo% vs. random_no_suicide, avg. reward: 28.616, 3.184 sec/game, 39.8 min. total, 410.1 MB
sanding_take v7 1001 games, 1028507 moves, e=0.010, loss: 1964.4, -, 47.7% elo% vs. random_no_suicide, avg. reward: 28.614, 3.245 sec/game, 39.8 min. total, 410.2 MB
sanding_take v7 1002 games, 1030667 moves, e=0.010, loss: 1806.1, -, 45.5% elo% vs. random_no_suicide, avg. reward: 28.581, 3.312 sec/game, 39.9 min. total, 410.8 MB
sanding_take v7 1003 games, 1032149 moves, e=0.010, loss: 1806.8, -, 43.4% elo% vs. random_no_suicide, avg. reward: 28.622, 3.287 sec/game, 40.0 min. total, 411.0 MB
sanding_take v7 1004 games, 1034126 moves, e=0.010, loss: 1670.3, -, 41.5% elo% vs. random_no_suicide, avg. reward: 28.646, 3.341 sec/game, 40.0 min. total, 413.5 MB
sanding_take v7 1005 games, 1035296 moves, e=0.010, loss: 1686.1, -, 39.6% elo% vs. random_no_suicide, avg. reward: 28.672, 3.297 sec/game, 40.1 min. total, 412.9 MB
sanding_take v7 1006 games, 1036268 moves, e=0.010, loss: 1715.2, -, 37.9% elo% vs. random_no_suicide, avg. reward: 28.728, 3.260 sec/game, 40.1 min. total, 414.3 MB
sanding_take v7 1007 games, 1037521 moves, e=0.010, loss: 1644.5, -, 36.3% elo% vs. random_no_suicide, avg. reward: 28.755, 3.242 sec/game, 40.2 min. total, 414.2 MB
sanding_take v7 1008 games, 1038798 moves, e=0.010, loss: 1753.0, -, 34.8% elo% vs. random_no_suicide, avg. reward: 28.768, 3.266 sec/game, 40.2 min. total, 414.4 MB
sanding_take v7 1009 games, 1040209 moves, e=0.010, loss: 1751.9, -, 33.3% elo% vs. random_no_suicide, avg. reward: 28.725, 3.196 sec/game, 40.3 min. total, 414.2 MB
sanding_take v7 1010 games, 1042065 moves, e=0.010, loss: 1643.2, -, 32.0% elo% vs. random_no_suicide, avg. reward: 28.717, 3.249 sec/game, 40.3 min. total, 414.2 MB
sanding_take v7 1011 games, 1043382 moves, e=0.010, loss: 1632.1, -, 30.7% elo% vs. random_no_suicide, avg. reward: 28.753, 3.224 sec/game, 40.4 min. total, 415.2 MB
sanding_take v7 1012 games, 1044761 moves, e=0.010, loss: 1606.2, -, 29.5% elo% vs. random_no_suicide, avg. reward: 28.802, 3.212 sec/game, 40.4 min. total, 416.4 MB
sanding_take v7 1013 games, 1046156 moves, e=0.010, loss: 1626.8, -, 28.4% elo% vs. random_no_suicide, avg. reward: 28.822, 3.260 sec/game, 40.5 min. total, 416.8 MB
sanding_take v7 1014 games, 1047528 moves, e=0.010, loss: 1628.0, -, 27.3% elo% vs. random_no_suicide, avg. reward: 28.835, 3.248 sec/game, 40.5 min. total, 417.0 MB
sanding_take v7 1015 games, 1048887 moves, e=0.010, loss: 1646.1, -, 26.4% elo% vs. random_no_suicide, avg. reward: 28.851, 3.245 sec/game, 40.6 min. total, 417.0 MB
sanding_take v7 1016 games, 1050309 moves, e=0.010, loss: 1674.3, -, 25.4% elo% vs. random_no_suicide, avg. reward: 28.876, 3.240 sec/game, 40.6 min. total, 417.5 MB
sanding_take v7 1017 games, 1051669 moves, e=0.010, loss: 1856.4, -, 24.5% elo% vs. random_no_suicide, avg. reward: 28.918, 3.258 sec/game, 40.7 min. total, 417.5 MB
sanding_take v7 1018 games, 1053131 moves, e=0.010, loss: 1875.4, -, 23.7% elo% vs. random_no_suicide, avg. reward: 28.911, 3.257 sec/game, 40.8 min. total, 417.1 MB
sanding_take v7 1019 games, 1054528 moves, e=0.010, loss: 1941.4, -, 22.9% elo% vs. random_no_suicide, avg. reward: 28.903, 3.264 sec/game, 40.8 min. total, 418.5 MB
sanding_take v7 1020 games, 1055866 moves, e=0.010, loss: 1908.7, -, 22.2% elo% vs. random_no_suicide, avg. reward: 28.914, 3.263 sec/game, 40.9 min. total, 419.1 MB
sanding_take v7 1021 games, 1057248 moves, e=0.010, loss: 1920.2, -, 21.5% elo% vs. random_no_suicide, avg. reward: 28.930, 3.221 sec/game, 40.9 min. total, 419.7 MB
sanding_take v7 1022 games, 1058668 moves, e=0.010, loss: 1880.9, -, 20.8% elo% vs. random_no_suicide, avg. reward: 28.959, 3.159 sec/game, 41.0 min. total, 419.7 MB
sanding_take v7 1023 games, 1059992 moves, e=0.010, loss: 1921.3, -, 20.2% elo% vs. random_no_suicide, avg. reward: 28.956, 3.158 sec/game, 41.0 min. total, 419.7 MB
sanding_take v7 1024 games, 1061418 moves, e=0.010, loss: 1901.0, -, 19.6% elo% vs. random_no_suicide, avg. reward: 28.962, 3.104 sec/game, 41.1 min. total, 419.9 MB
sanding_take v7 1025 games, 1062685 moves, e=0.010, loss: 1937.5, -, 19.1% elo% vs. random_no_suicide, avg. reward: 28.951, 3.116 sec/game, 41.1 min. total, 420.5 MB
sanding_take v7 1026 games, 1063955 moves, e=0.010, loss: 1935.8, -, 18.5% elo% vs. random_no_suicide, avg. reward: 28.928, 3.171 sec/game, 41.2 min. total, 421.1 MB
sanding_take v7 1027 games, 1065363 moves, e=0.010, loss: 2103.1, -, 18.0% elo% vs. random_no_suicide, avg. reward: 28.929, 3.185 sec/game, 41.2 min. total, 421.2 MB
sanding_take v7 1028 games, 1066753 moves, e=0.010, loss: 2026.0, -, 17.5% elo% vs. random_no_suicide, avg. reward: 28.934, 3.193 sec/game, 41.3 min. total, 422.1 MB
sanding_take v7 1029 games, 1068148 moves, e=0.010, loss: 2061.2, -, 17.1% elo% vs. random_no_suicide, avg. reward: 28.967, 3.180 sec/game, 41.3 min. total, 422.3 MB
sanding_take v7 1030 games, 1069571 moves, e=0.010, loss: 2031.2, -, 16.6% elo% vs. random_no_suicide, avg. reward: 28.972, 3.147 sec/game, 41.4 min. total, 422.6 MB
sanding_take v7 1031 games, 1070924 moves, e=0.010, loss: 2105.5, -, 16.2% elo% vs. random_no_suicide, avg. reward: 29.028, 3.145 sec/game, 41.4 min. total, 423.1 MB
sanding_take v7 1032 games, 1072233 moves, e=0.010, loss: 1987.8, -, 15.8% elo% vs. random_no_suicide, avg. reward: 29.031, 3.147 sec/game, 41.5 min. total, 422.6 MB
sanding_take v7 1033 games, 1073477 moves, e=0.010, loss: 1951.8, -, 15.4% elo% vs. random_no_suicide, avg. reward: 29.007, 3.100 sec/game, 41.5 min. total, 423.8 MB
sanding_take v7 1034 games, 1074886 moves, e=0.010, loss: 1884.5, -, 15.1% elo% vs. random_no_suicide, avg. reward: 29.011, 3.127 sec/game, 41.6 min. total, 425.7 MB
sanding_take v7 1035 games, 1076133 moves, e=0.010, loss: 1895.2, -, 14.7% elo% vs. random_no_suicide, avg. reward: 29.002, 3.120 sec/game, 41.6 min. total, 425.2 MB
sanding_take v7 1036 games, 1077480 moves, e=0.010, loss: 1942.2, -, 14.4% elo% vs. random_no_suicide, avg. reward: 29.030, 3.113 sec/game, 41.7 min. total, 425.4 MB
sanding_take v7 1037 games, 1078871 moves, e=0.010, loss: 1840.6, -, 14.0% elo% vs. random_no_suicide, avg. reward: 29.032, 3.103 sec/game, 41.7 min. total, 425.0 MB
sanding_take v7 1038 games, 1080276 moves, e=0.010, loss: 1787.5, -, 13.7% elo% vs. random_no_suicide, avg. reward: 29.037, 3.137 sec/game, 41.8 min. total, 425.1 MB
sanding_take v7 1039 games, 1082019 moves, e=0.010, loss: 1637.4, -, 13.4% elo% vs. random_no_suicide, avg. reward: 29.004, 3.156 sec/game, 41.9 min. total, 425.3 MB
sanding_take v7 1040 games, 1083478 moves, e=0.010, loss: 1508.7, -, 13.1% elo% vs. random_no_suicide, avg. reward: 29.001, 3.152 sec/game, 41.9 min. total, 425.7 MB
sanding_take v7 1041 games, 1085061 moves, e=0.010, loss: 1417.8, -, 12.9% elo% vs. random_no_suicide, avg. reward: 29.075, 3.191 sec/game, 42.0 min. total, 427.5 MB
sanding_take v7 1042 games, 1086503 moves, e=0.010, loss: 1348.0, -, 12.6% elo% vs. random_no_suicide, avg. reward: 29.094, 3.191 sec/game, 42.0 min. total, 428.3 MB
sanding_take v7 1043 games, 1087865 moves, e=0.010, loss: 1341.7, -, 12.4% elo% vs. random_no_suicide, avg. reward: 29.070, 3.184 sec/game, 42.1 min. total, 428.4 MB
sanding_take v7 1044 games, 1089174 moves, e=0.010, loss: 1396.0, -, 12.1% elo% vs. random_no_suicide, avg. reward: 29.145, 3.202 sec/game, 42.1 min. total, 428.8 MB
sanding_take v7 1045 games, 1090473 moves, e=0.010, loss: 1429.5, -, 11.9% elo% vs. random_no_suicide, avg. reward: 29.126, 3.205 sec/game, 42.2 min. total, 429.1 MB
sanding_take v7 1046 games, 1091700 moves, e=0.010, loss: 1546.8, -, 11.7% elo% vs. random_no_suicide, avg. reward: 29.147, 3.166 sec/game, 42.2 min. total, 428.9 MB
sanding_take v7 1047 games, 1092910 moves, e=0.010, loss: 1558.1, -, 11.4% elo% vs. random_no_suicide, avg. reward: 29.183, 3.141 sec/game, 42.3 min. total, 429.1 MB
sanding_take v7 1048 games, 1094247 moves, e=0.010, loss: 1537.4, -, 11.2% elo% vs. random_no_suicide, avg. reward: 29.177, 3.143 sec/game, 42.3 min. total, 428.6 MB
sanding_take v7 1049 games, 1095602 moves, e=0.010, loss: 1576.7, -, 11.0% elo% vs. random_no_suicide, avg. reward: 29.199, 3.150 sec/game, 42.4 min. total, 430.6 MB
sanding_take v7 1050 games, 1097004 moves, e=0.010, loss: 1542.5, -, 10.8% elo% vs. random_no_suicide, avg. reward: 29.237, 3.141 sec/game, 42.4 min. total, 431.5 MB
sanding_take v7 1051 games, 1098282 moves, e=0.010, loss: 1587.8, -, 10.6% elo% vs. random_no_suicide, avg. reward: 29.234, 3.152 sec/game, 42.5 min. total, 432.2 MB
sanding_take v7 1052 games, 1099551 moves, e=0.010, loss: 1696.6, -, 10.4% elo% vs. random_no_suicide, avg. reward: 29.267, 3.135 sec/game, 42.5 min. total, 431.7 MB
sanding_take v7 1053 games, 1100856 moves, e=0.010, loss: 1716.3, -, 10.3% elo% vs. random_no_suicide, avg. reward: 29.284, 3.138 sec/game, 42.6 min. total, 432.1 MB
sanding_take v7 1054 games, 1102221 moves, e=0.010, loss: 1738.8, -, 10.1% elo% vs. random_no_suicide, avg. reward: 29.328, 3.122 sec/game, 42.6 min. total, 431.7 MB
sanding_take v7 1055 games, 1103495 moves, e=0.010, loss: 1875.0, -, 9.9% elo% vs. random_no_suicide, avg. reward: 29.351, 3.140 sec/game, 42.7 min. total, 432.2 MB
sanding_take v7 1056 games, 1104796 moves, e=0.010, loss: 2041.2, -, 9.8% elo% vs. random_no_suicide, avg. reward: 29.412, 3.138 sec/game, 42.7 min. total, 432.2 MB
sanding_take v7 1057 games, 1106250 moves, e=0.010, loss: 2026.3, -, 9.6% elo% vs. random_no_suicide, avg. reward: 29.453, 3.156 sec/game, 42.8 min. total, 433.8 MB
sanding_take v7 1058 games, 1107630 moves, e=0.010, loss: 2071.2, -, 9.5% elo% vs. random_no_suicide, avg. reward: 29.496, 3.125 sec/game, 42.8 min. total, 434.3 MB
sanding_take v7 1059 games, 1108982 moves, e=0.010, loss: 2103.2, -, 9.3% elo% vs. random_no_suicide, avg. reward: 29.487, 3.072 sec/game, 42.9 min. total, 434.2 MB
sanding_take v7 1060 games, 1110350 moves, e=0.010, loss: 2083.2, -, 9.2% elo% vs. random_no_suicide, avg. reward: 29.506, 3.066 sec/game, 42.9 min. total, 434.8 MB
sanding_take v7 1061 games, 1111798 moves, e=0.010, loss: 2043.5, -, 9.0% elo% vs. random_no_suicide, avg. reward: 29.542, 3.023 sec/game, 43.0 min. total, 434.3 MB
sanding_take v7 1062 games, 1113168 moves, e=0.010, loss: 2038.3, -, 8.9% elo% vs. random_no_suicide, avg. reward: 29.566, 3.029 sec/game, 43.0 min. total, 434.8 MB
sanding_take v7 1063 games, 1114465 moves, e=0.010, loss: 2082.7, -, 8.8% elo% vs. random_no_suicide, avg. reward: 29.546, 3.036 sec/game, 43.1 min. total, 435.4 MB
sanding_take v7 1064 games, 1115932 moves, e=0.010, loss: 1980.7, -, 8.6% elo% vs. random_no_suicide, avg. reward: 29.552, 3.038 sec/game, 43.1 min. total, 435.9 MB
sanding_take v7 1065 games, 1117330 moves, e=0.010, loss: 1933.8, -, 8.5% elo% vs. random_no_suicide, avg. reward: 29.566, 3.041 sec/game, 43.2 min. total, 438.0 MB
sanding_take v7 1066 games, 1118679 moves, e=0.010, loss: 1958.5, -, 8.4% elo% vs. random_no_suicide, avg. reward: 29.605, 3.058 sec/game, 43.2 min. total, 437.9 MB
sanding_take v7 1067 games, 1120053 moves, e=0.010, loss: 1923.7, -, 8.3% elo% vs. random_no_suicide, avg. reward: 29.605, 3.064 sec/game, 43.3 min. total, 437.5 MB
sanding_take v7 1068 games, 1121532 moves, e=0.010, loss: 1954.8, -, 8.1% elo% vs. random_no_suicide, avg. reward: 29.674, 3.036 sec/game, 43.3 min. total, 437.9 MB
sanding_take v7 1069 games, 1122959 moves, e=0.010, loss: 1990.1, -, 8.0% elo% vs. random_no_suicide, avg. reward: 29.711, 3.065 sec/game, 43.4 min. total, 438.2 MB
sanding_take v7 1070 games, 1124379 moves, e=0.010, loss: 1996.7, -, 7.9% elo% vs. random_no_suicide, avg. reward: 29.787, 3.113 sec/game, 43.5 min. total, 430.0 MB
sanding_take v7 1071 games, 1125751 moves, e=0.010, loss: 2094.1, -, 7.8% elo% vs. random_no_suicide, avg. reward: 29.797, 3.104 sec/game, 43.5 min. total, 430.4 MB
sanding_take v7 1072 games, 1127124 moves, e=0.010, loss: 2113.9, -, 7.7% elo% vs. random_no_suicide, avg. reward: 29.828, 3.116 sec/game, 43.6 min. total, 431.5 MB
sanding_take v7 1073 games, 1128499 moves, e=0.010, loss: 2108.4, -, 7.6% elo% vs. random_no_suicide, avg. reward: 29.847, 3.123 sec/game, 43.6 min. total, 432.2 MB
sanding_take v7 1074 games, 1129877 moves, e=0.010, loss: 2050.5, -, 7.5% elo% vs. random_no_suicide, avg. reward: 29.872, 3.139 sec/game, 43.7 min. total, 432.8 MB
sanding_take v7 1075 games, 1131225 moves, e=0.010, loss: 2191.1, -, 7.4% elo% vs. random_no_suicide, avg. reward: 29.866, 3.119 sec/game, 43.7 min. total, 433.0 MB
sanding_take v7 1076 games, 1132681 moves, e=0.010, loss: 2148.4, -, 7.3% elo% vs. random_no_suicide, avg. reward: 29.893, 3.153 sec/game, 43.8 min. total, 422.4 MB
sanding_take v7 1077 games, 1134074 moves, e=0.010, loss: 2039.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: 29.896, 3.153 sec/game, 43.8 min. total, 420.5 MB
sanding_take v7 1078 games, 1135379 moves, e=0.010, loss: 1999.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: 29.939, 3.150 sec/game, 43.9 min. total, 420.5 MB
sanding_take v7 1079 games, 1136843 moves, e=0.010, loss: 2030.2, -, 7.1% elo% vs. random_no_suicide, avg. reward: 29.961, 3.173 sec/game, 43.9 min. total, 421.0 MB
sanding_take v7 1080 games, 1138194 moves, e=0.010, loss: 2008.1, -, 7.0% elo% vs. random_no_suicide, avg. reward: 29.955, 3.172 sec/game, 44.0 min. total, 423.5 MB
sanding_take v7 1081 games, 1139434 moves, e=0.010, loss: 1942.7, -, 6.9% elo% vs. random_no_suicide, avg. reward: 29.992, 3.176 sec/game, 44.0 min. total, 414.3 MB
sanding_take v7 1082 games, 1140658 moves, e=0.010, loss: 1943.1, -, 6.8% elo% vs. random_no_suicide, avg. reward: 29.987, 3.157 sec/game, 44.1 min. total, 414.1 MB
sanding_take v7 1083 games, 1142024 moves, e=0.010, loss: 1984.1, -, 6.7% elo% vs. random_no_suicide, avg. reward: 29.964, 3.172 sec/game, 44.1 min. total, 414.4 MB
sanding_take v7 1084 games, 1143299 moves, e=0.010, loss: 1967.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: 29.948, 3.155 sec/game, 44.2 min. total, 414.0 MB
sanding_take v7 1085 games, 1144532 moves, e=0.010, loss: 2024.8, -, 6.6% elo% vs. random_no_suicide, avg. reward: 29.970, 3.147 sec/game, 44.2 min. total, 414.7 MB
sanding_take v7 1086 games, 1145807 moves, e=0.010, loss: 1974.8, -, 6.5% elo% vs. random_no_suicide, avg. reward: 29.961, 3.142 sec/game, 44.3 min. total, 414.9 MB
sanding_take v7 1087 games, 1147197 moves, e=0.010, loss: 2027.6, -, 6.4% elo% vs. random_no_suicide, avg. reward: 29.932, 3.143 sec/game, 44.3 min. total, 415.3 MB
sanding_take v7 1088 games, 1148469 moves, e=0.010, loss: 1960.4, -, 6.4% elo% vs. random_no_suicide, avg. reward: 29.922, 3.133 sec/game, 44.4 min. total, 417.6 MB
sanding_take v7 1089 games, 1149651 moves, e=0.010, loss: 1879.6, -, 6.3% elo% vs. random_no_suicide, avg. reward: 29.891, 3.093 sec/game, 44.4 min. total, 418.1 MB
sanding_take v7 1090 games, 1150983 moves, e=0.010, loss: 1877.4, -, 6.2% elo% vs. random_no_suicide, avg. reward: 29.873, 3.062 sec/game, 44.5 min. total, 417.5 MB
sanding_take v7 1091 games, 1152241 moves, e=0.010, loss: 1909.7, -, 6.2% elo% vs. random_no_suicide, avg. reward: 29.833, 3.057 sec/game, 44.5 min. total, 418.1 MB
sanding_take v7 1092 games, 1153547 moves, e=0.010, loss: 1832.2, -, 6.1% elo% vs. random_no_suicide, avg. reward: 29.806, 3.058 sec/game, 44.6 min. total, 418.2 MB
sanding_take v7 1093 games, 1154978 moves, e=0.010, loss: 1829.0, -, 6.0% elo% vs. random_no_suicide, avg. reward: 29.798, 3.057 sec/game, 44.6 min. total, 418.1 MB
sanding_take v7 1094 games, 1156438 moves, e=0.010, loss: 1700.1, -, 6.0% elo% vs. random_no_suicide, avg. reward: 29.781, 3.039 sec/game, 44.7 min. total, 418.3 MB
sanding_take v7 1095 games, 1158031 moves, e=0.010, loss: 1541.8, -, 5.9% elo% vs. random_no_suicide, avg. reward: 29.742, 3.073 sec/game, 44.8 min. total, 418.6 MB
sanding_take v7 1096 games, 1159449 moves, e=0.010, loss: 1484.4, -, 5.8% elo% vs. random_no_suicide, avg. reward: 29.707, 3.065 sec/game, 44.8 min. total, 420.7 MB
sanding_take v7 1097 games, 1161022 moves, e=0.010, loss: 1475.3, -, 5.8% elo% vs. random_no_suicide, avg. reward: 29.683, 3.069 sec/game, 44.9 min. total, 420.6 MB
sanding_take v7 1098 games, 1162581 moves, e=0.010, loss: 1417.4, -, 5.7% elo% vs. random_no_suicide, avg. reward: 29.670, 3.092 sec/game, 44.9 min. total, 420.7 MB
sanding_take v7 1099 games, 1164071 moves, e=0.010, loss: 1366.4, -, 5.7% elo% vs. random_no_suicide, avg. reward: 29.647, 3.090 sec/game, 45.0 min. total, 420.8 MB
sanding_take v7 1100 games, 1165551 moves, e=0.010, loss: 1322.8, -, 5.6% elo% vs. random_no_suicide, avg. reward: 29.636, 3.091 sec/game, 45.0 min. total, 421.0 MB
sanding_take v8 1101 games, 1167146 moves, e=0.010, loss: 1294.9, -, 47.7% elo% vs. random_no_suicide, avg. reward: 29.648, 3.113 sec/game, 45.1 min. total, 421.0 MB
sanding_take v8 1102 games, 1168673 moves, e=0.010, loss: 1265.1, -, 45.5% elo% vs. random_no_suicide, avg. reward: 29.699, 3.152 sec/game, 45.1 min. total, 420.5 MB
sanding_take v8 1103 games, 1170305 moves, e=0.010, loss: 1303.8, -, 43.4% elo% vs. random_no_suicide, avg. reward: 29.647, 3.161 sec/game, 45.2 min. total, 422.0 MB
sanding_take v8 1104 games, 1171649 moves, e=0.010, loss: 1296.1, -, 41.5% elo% vs. random_no_suicide, avg. reward: 29.683, 3.154 sec/game, 45.3 min. total, 422.0 MB
sanding_take v8 1105 games, 1173352 moves, e=0.010, loss: 1368.8, -, 39.6% elo% vs. random_no_suicide, avg. reward: 29.649, 3.214 sec/game, 45.3 min. total, 416.4 MB
sanding_take v8 1106 games, 1174788 moves, e=0.010, loss: 1346.5, -, 37.9% elo% vs. random_no_suicide, avg. reward: 29.654, 3.266 sec/game, 45.4 min. total, 410.8 MB
sanding_take v8 1107 games, 1176251 moves, e=0.010, loss: 1431.2, -, 36.3% elo% vs. random_no_suicide, avg. reward: 29.656, 3.270 sec/game, 45.4 min. total, 410.9 MB
sanding_take v8 1108 games, 1177590 moves, e=0.010, loss: 1496.8, -, 34.8% elo% vs. random_no_suicide, avg. reward: 29.678, 3.288 sec/game, 45.5 min. total, 410.6 MB
sanding_take v8 1109 games, 1178982 moves, e=0.010, loss: 1642.3, -, 33.3% elo% vs. random_no_suicide, avg. reward: 29.720, 3.302 sec/game, 45.5 min. total, 411.4 MB
sanding_take v8 1110 games, 1180357 moves, e=0.010, loss: 1712.0, -, 32.0% elo% vs. random_no_suicide, avg. reward: 29.779, 3.284 sec/game, 45.6 min. total, 414.5 MB
sanding_take v8 1111 games, 1181833 moves, e=0.010, loss: 1917.7, -, 30.7% elo% vs. random_no_suicide, avg. reward: 29.795, 3.322 sec/game, 45.6 min. total, 408.9 MB
sanding_take v8 1112 games, 1183218 moves, e=0.010, loss: 2081.8, -, 29.5% elo% vs. random_no_suicide, avg. reward: 29.785, 3.331 sec/game, 45.7 min. total, 406.6 MB
sanding_take v8 1113 games, 1184574 moves, e=0.010, loss: 2145.8, -, 28.4% elo% vs. random_no_suicide, avg. reward: 29.766, 3.342 sec/game, 45.8 min. total, 407.1 MB
sanding_take v8 1114 games, 1186002 moves, e=0.010, loss: 2203.3, -, 27.3% elo% vs. random_no_suicide, avg. reward: 29.761, 3.368 sec/game, 45.8 min. total, 403.3 MB
sanding_take v8 1115 games, 1187401 moves, e=0.010, loss: 2134.0, -, 26.4% elo% vs. random_no_suicide, avg. reward: 29.781, 3.352 sec/game, 45.9 min. total, 402.5 MB
sanding_take v8 1116 games, 1188829 moves, e=0.010, loss: 2113.4, -, 25.4% elo% vs. random_no_suicide, avg. reward: 29.788, 3.382 sec/game, 45.9 min. total, 399.8 MB
sanding_take v8 1117 games, 1190213 moves, e=0.010, loss: 2028.0, -, 24.5% elo% vs. random_no_suicide, avg. reward: 29.827, 3.373 sec/game, 46.0 min. total, 401.8 MB
