unpaid_squash v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.0 MB
unpaid_squash v3 2409 games, 2966709 moves, e=0.010, loss: 3025.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 8.415, 3.439 sec/game, 110.8 min. total, 1297.8 MB
unpaid_squash v3 2410 games, 2968295 moves, e=0.010, loss: 2678.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 8.444, 3.438 sec/game, 110.9 min. total, 1298.5 MB
unpaid_squash v3 2411 games, 2969837 moves, e=0.010, loss: 2605.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 8.848, 3.429 sec/game, 110.9 min. total, 1299.4 MB
unpaid_squash v3 2412 games, 2971448 moves, e=0.010, loss: 2805.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 8.821, 3.426 sec/game, 111.0 min. total, 1301.3 MB
unpaid_squash v3 2413 games, 2972810 moves, e=0.010, loss: 2699.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 8.335, 3.410 sec/game, 111.0 min. total, 1301.0 MB
unpaid_squash v3 2414 games, 2974026 moves, e=0.010, loss: 2674.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 8.225, 3.388 sec/game, 111.1 min. total, 1301.8 MB
unpaid_squash v3 2415 games, 2975230 moves, e=0.010, loss: 2676.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 8.301, 3.342 sec/game, 111.1 min. total, 1301.8 MB
unpaid_squash v3 2416 games, 2976918 moves, e=0.010, loss: 2631.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 8.167, 3.377 sec/game, 111.2 min. total, 1302.3 MB
unpaid_squash v3 2417 games, 2978562 moves, e=0.010, loss: 2422.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 8.382, 3.387 sec/game, 111.3 min. total, 1302.5 MB
unpaid_squash v3 2418 games, 2979969 moves, e=0.010, loss: 2196.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 7.115, 3.362 sec/game, 111.3 min. total, 1303.1 MB
unpaid_squash v3 2419 games, 2981544 moves, e=0.010, loss: 1969.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 7.071, 3.383 sec/game, 111.4 min. total, 1301.8 MB
unpaid_squash v3 2420 games, 2983093 moves, e=0.010, loss: 2042.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 7.112, 3.382 sec/game, 111.4 min. total, 1303.4 MB
unpaid_squash v3 2421 games, 2984976 moves, e=0.010, loss: 2141.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 6.836, 3.412 sec/game, 111.5 min. total, 1302.9 MB
unpaid_squash v3 2422 games, 2986497 moves, e=0.010, loss: 2097.5, ., 0.4% elo% vs. random_no_suicide, avg. reward: 6.796, 3.418 sec/game, 111.5 min. total, 1303.8 MB
unpaid_squash v3 2423 games, 2988055 moves, e=0.010, loss: 1958.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 6.448, 3.413 sec/game, 111.6 min. total, 1303.8 MB
unpaid_squash v3 2424 games, 2989624 moves, e=0.010, loss: 1685.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 6.942, 3.379 sec/game, 111.7 min. total, 1303.2 MB
unpaid_squash v3 2425 games, 2991111 moves, e=0.010, loss: 2033.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 7.053, 3.377 sec/game, 111.7 min. total, 1305.2 MB
unpaid_squash v3 2426 games, 2992655 moves, e=0.010, loss: 2019.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 6.897, 3.360 sec/game, 111.8 min. total, 1307.3 MB
unpaid_squash v3 2427 games, 2994183 moves, e=0.010, loss: 2043.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 7.043, 3.369 sec/game, 111.8 min. total, 1307.6 MB
unpaid_squash v3 2428 games, 2995844 moves, e=0.010, loss: 2511.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 6.864, 3.369 sec/game, 111.9 min. total, 1307.8 MB
unpaid_squash v3 2429 games, 2997409 moves, e=0.010, loss: 2729.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 6.916, 3.366 sec/game, 111.9 min. total, 1308.4 MB
unpaid_squash v3 2430 games, 2999065 moves, e=0.010, loss: 3442.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 8.245, 3.379 sec/game, 112.0 min. total, 1308.5 MB
unpaid_squash v3 2431 games, 3000785 moves, e=0.010, loss: 4445.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 8.250, 3.389 sec/game, 112.1 min. total, 1308.8 MB
unpaid_squash v3 2432 games, 3002406 moves, e=0.010, loss: 4993.8, ., 0.5% elo% vs. random_no_suicide, avg. reward: 8.069, 3.387 sec/game, 112.1 min. total, 1309.0 MB
unpaid_squash v3 2433 games, 3004008 moves, e=0.010, loss: 5173.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 8.122, 3.394 sec/game, 112.2 min. total, 1308.4 MB
unpaid_squash v3 2434 games, 3005526 moves, e=0.010, loss: 5159.9, -, 0.5% elo% vs. random_no_suicide, avg. reward: 8.163, 3.426 sec/game, 112.2 min. total, 1309.6 MB
unpaid_squash v3 2435 games, 3007165 moves, e=0.010, loss: 5215.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.021, 3.476 sec/game, 112.3 min. total, 1309.5 MB
unpaid_squash v3 2436 games, 3008549 moves, e=0.010, loss: 6056.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.009, 3.447 sec/game, 112.4 min. total, 1310.1 MB
unpaid_squash v3 2437 games, 3010128 moves, e=0.010, loss: 4571.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.067, 3.442 sec/game, 112.4 min. total, 1310.3 MB
unpaid_squash v3 2438 games, 3011839 moves, e=0.010, loss: 3658.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.306, 3.471 sec/game, 112.5 min. total, 1309.7 MB
unpaid_squash v3 2439 games, 3013328 moves, e=0.010, loss: 3633.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.226, 3.474 sec/game, 112.5 min. total, 1311.0 MB
unpaid_squash v3 2440 games, 3014597 moves, e=0.010, loss: 3458.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.223, 3.451 sec/game, 112.6 min. total, 1312.4 MB
unpaid_squash v3 2441 games, 3015790 moves, e=0.010, loss: 3408.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.228, 3.375 sec/game, 112.6 min. total, 1312.6 MB
unpaid_squash v3 2442 games, 3017054 moves, e=0.010, loss: 3053.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.292, 3.347 sec/game, 112.7 min. total, 1312.4 MB
unpaid_squash v3 2443 games, 3018687 moves, e=0.010, loss: 1986.9, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.254, 3.354 sec/game, 112.7 min. total, 1312.9 MB
unpaid_squash v3 2444 games, 3019923 moves, e=0.010, loss: 1739.7, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.308, 3.324 sec/game, 112.8 min. total, 1312.3 MB
unpaid_squash v3 2445 games, 3021316 moves, e=0.010, loss: 1446.7, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.302, 3.313 sec/game, 112.8 min. total, 1312.8 MB
unpaid_squash v3 2446 games, 3022841 moves, e=0.010, loss: 958.9, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.352, 3.305 sec/game, 112.9 min. total, 1313.2 MB
unpaid_squash v3 2447 games, 3024429 moves, e=0.010, loss: 825.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.612, 3.310 sec/game, 112.9 min. total, 1315.1 MB
unpaid_squash v3 2448 games, 3026055 moves, e=0.010, loss: 1116.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.629, 3.315 sec/game, 113.0 min. total, 1315.4 MB
unpaid_squash v3 2449 games, 3027613 moves, e=0.010, loss: 1260.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.726, 3.320 sec/game, 113.1 min. total, 1315.5 MB
unpaid_squash v3 2450 games, 3029254 moves, e=0.010, loss: 1437.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 9.704, 3.317 sec/game, 113.1 min. total, 1315.4 MB
unpaid_squash v3 2451 games, 3030724 moves, e=0.010, loss: 1550.4, ., 0.5% elo% vs. random_no_suicide, avg. reward: 9.738, 3.293 sec/game, 113.2 min. total, 1315.9 MB
unpaid_squash v3 2452 games, 3032195 moves, e=0.010, loss: 1844.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 10.316, 3.280 sec/game, 113.2 min. total, 1315.2 MB
unpaid_squash v3 2453 games, 3033708 moves, e=0.010, loss: 2749.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 10.976, 3.274 sec/game, 113.3 min. total, 1316.1 MB
unpaid_squash v3 2454 games, 3035304 moves, e=0.010, loss: 3679.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 10.953, 3.283 sec/game, 113.3 min. total, 1318.5 MB
unpaid_squash v3 2455 games, 3036794 moves, e=0.010, loss: 4046.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.241, 3.265 sec/game, 113.4 min. total, 1317.8 MB
unpaid_squash v3 2456 games, 3038292 moves, e=0.010, loss: 4432.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.442, 3.268 sec/game, 113.4 min. total, 1318.2 MB
unpaid_squash v3 2457 games, 3039700 moves, e=0.010, loss: 4806.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 11.417, 3.251 sec/game, 113.5 min. total, 1317.6 MB
unpaid_squash v3 2458 games, 3041370 moves, e=0.010, loss: 5605.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 12.457, 3.253 sec/game, 113.6 min. total, 1317.8 MB
unpaid_squash v3 2459 games, 3042894 moves, e=0.010, loss: 6397.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 12.432, 3.250 sec/game, 113.6 min. total, 1318.7 MB
unpaid_squash v3 2460 games, 3044682 moves, e=0.010, loss: 5746.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 12.612, 3.296 sec/game, 113.7 min. total, 1319.0 MB
unpaid_squash v3 2461 games, 3046189 moves, e=0.010, loss: 5635.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 12.663, 3.329 sec/game, 113.7 min. total, 1320.6 MB
unpaid_squash v3 2462 games, 3047778 moves, e=0.010, loss: 5475.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 12.656, 3.361 sec/game, 113.8 min. total, 1320.2 MB
unpaid_squash v3 2463 games, 3049283 moves, e=0.010, loss: 5371.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.912, 3.351 sec/game, 113.8 min. total, 1320.2 MB
unpaid_squash v3 2464 games, 3050774 moves, e=0.010, loss: 6898.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.932, 3.376 sec/game, 113.9 min. total, 1321.1 MB
unpaid_squash v3 2465 games, 3052503 moves, e=0.010, loss: 5970.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.959, 3.404 sec/game, 114.0 min. total, 1320.8 MB
unpaid_squash v3 2466 games, 3054050 moves, e=0.010, loss: 6070.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.299, 3.426 sec/game, 114.0 min. total, 1321.4 MB
unpaid_squash v3 2467 games, 3055556 moves, e=0.010, loss: 6224.7, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.170, 3.415 sec/game, 114.1 min. total, 1322.0 MB
unpaid_squash v3 2468 games, 3057052 moves, e=0.010, loss: 5880.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.113, 3.398 sec/game, 114.1 min. total, 1324.4 MB
unpaid_squash v3 2469 games, 3058627 moves, e=0.010, loss: 5598.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.105, 3.401 sec/game, 114.2 min. total, 1324.1 MB
unpaid_squash v3 2470 games, 3060361 moves, e=0.010, loss: 3552.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.085, 3.413 sec/game, 114.2 min. total, 1324.3 MB
unpaid_squash v3 2471 games, 3062044 moves, e=0.010, loss: 2833.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.377, 3.440 sec/game, 114.3 min. total, 1324.0 MB
unpaid_squash v3 2472 games, 3063722 moves, e=0.010, loss: 2816.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.872, 3.454 sec/game, 114.4 min. total, 1324.4 MB
unpaid_squash v3 2473 games, 3065015 moves, e=0.010, loss: 2876.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.579, 3.436 sec/game, 114.4 min. total, 1324.7 MB
unpaid_squash v3 2474 games, 3066347 moves, e=0.010, loss: 2994.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.604, 3.406 sec/game, 114.5 min. total, 1324.6 MB
unpaid_squash v3 2475 games, 3067527 moves, e=0.010, loss: 3115.5, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.598, 3.382 sec/game, 114.5 min. total, 1326.3 MB
unpaid_squash v3 2476 games, 3068794 moves, e=0.010, loss: 3091.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.523, 3.356 sec/game, 114.6 min. total, 1325.7 MB
unpaid_squash v3 2477 games, 3069990 moves, e=0.010, loss: 3240.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.328, 3.348 sec/game, 114.6 min. total, 1325.7 MB
unpaid_squash v3 2478 games, 3071218 moves, e=0.010, loss: 3297.9, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.323, 3.299 sec/game, 114.7 min. total, 1326.4 MB
unpaid_squash v3 2479 games, 3072430 moves, e=0.010, loss: 3081.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.176, 3.275 sec/game, 114.7 min. total, 1326.7 MB
unpaid_squash v3 2480 games, 3073660 moves, e=0.010, loss: 2661.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.737, 3.217 sec/game, 114.7 min. total, 1326.6 MB
unpaid_squash v3 2481 games, 3074907 moves, e=0.010, loss: 1771.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.795, 3.205 sec/game, 114.8 min. total, 1326.8 MB
unpaid_squash v3 2482 games, 3076159 moves, e=0.010, loss: 1376.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.834, 3.171 sec/game, 114.8 min. total, 1327.2 MB
unpaid_squash v3 2483 games, 3077333 moves, e=0.010, loss: 1158.0, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.823, 3.135 sec/game, 114.9 min. total, 1329.2 MB
unpaid_squash v3 2484 games, 3078591 moves, e=0.010, loss: 1094.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.791, 3.112 sec/game, 114.9 min. total, 1328.9 MB
unpaid_squash v3 2485 games, 3079845 moves, e=0.010, loss: 978.9, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.476, 3.071 sec/game, 115.0 min. total, 1329.8 MB
unpaid_squash v3 2486 games, 3081045 moves, e=0.010, loss: 900.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.081, 3.023 sec/game, 115.0 min. total, 1329.7 MB
unpaid_squash v3 2487 games, 3082438 moves, e=0.010, loss: 894.4, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.034, 3.010 sec/game, 115.1 min. total, 1329.7 MB
unpaid_squash v3 2488 games, 3084085 moves, e=0.010, loss: 803.9, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.065, 3.020 sec/game, 115.1 min. total, 1329.3 MB
unpaid_squash v3 2489 games, 3085673 moves, e=0.010, loss: 766.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.118, 3.013 sec/game, 115.2 min. total, 1329.8 MB
unpaid_squash v3 2490 games, 3087302 moves, e=0.010, loss: 775.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 12.878, 2.999 sec/game, 115.2 min. total, 1331.0 MB
unpaid_squash v3 2491 games, 3088863 moves, e=0.010, loss: 785.8, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.003, 2.983 sec/game, 115.3 min. total, 1332.7 MB
unpaid_squash v3 2492 games, 3090491 moves, e=0.010, loss: 1350.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.073, 2.982 sec/game, 115.4 min. total, 1333.0 MB
unpaid_squash v3 2493 games, 3092123 moves, e=0.010, loss: 1957.7, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.072, 3.016 sec/game, 115.4 min. total, 1332.8 MB
unpaid_squash v3 2494 games, 3093757 moves, e=0.010, loss: 3259.6, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.265, 3.041 sec/game, 115.5 min. total, 1332.6 MB
unpaid_squash v3 2495 games, 3095477 moves, e=0.010, loss: 4034.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.259, 3.089 sec/game, 115.5 min. total, 1333.6 MB
unpaid_squash v3 2496 games, 3097047 moves, e=0.010, loss: 4300.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 14.163, 3.120 sec/game, 115.6 min. total, 1333.4 MB
unpaid_squash v3 2497 games, 3098676 moves, e=0.010, loss: 4615.2, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.436, 3.161 sec/game, 115.7 min. total, 1334.3 MB
unpaid_squash v3 2498 games, 3100164 moves, e=0.010, loss: 4305.1, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.455, 3.197 sec/game, 115.7 min. total, 1335.2 MB
unpaid_squash v3 2499 games, 3101741 moves, e=0.010, loss: 4256.7, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.101, 3.232 sec/game, 115.8 min. total, 1335.1 MB
unpaid_squash v3 2500 games, 3103254 moves, e=0.010, loss: 2994.3, -, 0.5% elo% vs. random_no_suicide, avg. reward: 13.263, 3.264 sec/game, 115.8 min. total, 1335.1 MB
unpaid_squash v4 2501 games, 3104876 moves, e=0.010, loss: 2437.9, -, 47.7% elo% vs. random_no_suicide, avg. reward: 13.062, 3.283 sec/game, 115.9 min. total, 1335.0 MB
unpaid_squash v4 2502 games, 3106392 moves, e=0.010, loss: 2157.8, -, 45.5% elo% vs. random_no_suicide, avg. reward: 12.532, 3.315 sec/game, 115.9 min. total, 1334.8 MB
unpaid_squash v4 2503 games, 3108032 moves, e=0.010, loss: 2398.4, -, 43.4% elo% vs. random_no_suicide, avg. reward: 12.695, 3.365 sec/game, 116.0 min. total, 1334.7 MB
unpaid_squash v4 2504 games, 3109710 moves, e=0.010, loss: 2602.0, -, 41.5% elo% vs. random_no_suicide, avg. reward: 12.474, 3.405 sec/game, 116.1 min. total, 1336.6 MB
unpaid_squash v4 2505 games, 3111237 moves, e=0.010, loss: 2462.4, -, 39.6% elo% vs. random_no_suicide, avg. reward: 12.348, 3.435 sec/game, 116.1 min. total, 1338.8 MB
unpaid_squash v4 2506 games, 3112724 moves, e=0.010, loss: 2295.1, -, 37.9% elo% vs. random_no_suicide, avg. reward: 12.280, 3.476 sec/game, 116.2 min. total, 1338.2 MB
unpaid_squash v4 2507 games, 3114194 moves, e=0.010, loss: 1925.1, -, 36.3% elo% vs. random_no_suicide, avg. reward: 12.306, 3.481 sec/game, 116.2 min. total, 1338.5 MB
unpaid_squash v4 2508 games, 3115767 moves, e=0.010, loss: 1557.3, -, 34.8% elo% vs. random_no_suicide, avg. reward: 12.402, 3.478 sec/game, 116.3 min. total, 1339.0 MB
unpaid_squash v4 2509 games, 3117412 moves, e=0.010, loss: 1274.8, -, 33.3% elo% vs. random_no_suicide, avg. reward: 12.417, 3.492 sec/game, 116.4 min. total, 1338.8 MB
unpaid_squash v4 2510 games, 3119133 moves, e=0.010, loss: 1249.6, -, 32.0% elo% vs. random_no_suicide, avg. reward: 11.985, 3.516 sec/game, 116.4 min. total, 1338.9 MB
unpaid_squash v4 2511 games, 3120689 moves, e=0.010, loss: 1286.2, -, 30.7% elo% vs. random_no_suicide, avg. reward: 11.557, 3.525 sec/game, 116.5 min. total, 1339.6 MB
unpaid_squash v4 2512 games, 3122220 moves, e=0.010, loss: 1239.2, -, 29.5% elo% vs. random_no_suicide, avg. reward: 11.623, 3.513 sec/game, 116.5 min. total, 1340.8 MB
unpaid_squash v4 2513 games, 3123860 moves, e=0.010, loss: 1331.7, -, 28.4% elo% vs. random_no_suicide, avg. reward: 11.637, 3.520 sec/game, 116.6 min. total, 1341.3 MB
unpaid_squash v4 2514 games, 3125446 moves, e=0.010, loss: 1384.9, -, 27.3% elo% vs. random_no_suicide, avg. reward: 11.676, 3.519 sec/game, 116.7 min. total, 1341.2 MB
unpaid_squash v4 2515 games, 3126986 moves, e=0.010, loss: 1396.1, -, 26.4% elo% vs. random_no_suicide, avg. reward: 11.786, 3.498 sec/game, 116.7 min. total, 1341.7 MB
unpaid_squash v4 2516 games, 3128476 moves, e=0.010, loss: 1208.7, -, 25.4% elo% vs. random_no_suicide, avg. reward: 11.658, 3.496 sec/game, 116.8 min. total, 1342.1 MB
unpaid_squash v4 2517 games, 3130000 moves, e=0.010, loss: 1092.1, -, 24.5% elo% vs. random_no_suicide, avg. reward: 11.438, 3.481 sec/game, 116.8 min. total, 1342.3 MB
unpaid_squash v4 2518 games, 3131130 moves, e=0.010, loss: 1177.1, -, 23.7% elo% vs. random_no_suicide, avg. reward: 11.196, 3.434 sec/game, 116.9 min. total, 1342.6 MB
unpaid_squash v4 2519 games, 3132208 moves, e=0.010, loss: 1195.4, -, 22.9% elo% vs. random_no_suicide, avg. reward: 11.163, 3.385 sec/game, 116.9 min. total, 1344.1 MB
unpaid_squash v4 2520 games, 3133310 moves, e=0.010, loss: 1139.4, -, 22.2% elo% vs. random_no_suicide, avg. reward: 11.160, 3.340 sec/game, 116.9 min. total, 1344.3 MB
unpaid_squash v4 2521 games, 3134783 moves, e=0.010, loss: 1145.4, -, 21.5% elo% vs. random_no_suicide, avg. reward: 11.239, 3.335 sec/game, 117.0 min. total, 1345.0 MB
unpaid_squash v4 2522 games, 3136086 moves, e=0.010, loss: 1188.6, -, 20.8% elo% vs. random_no_suicide, avg. reward: 11.387, 3.304 sec/game, 117.0 min. total, 1345.0 MB
unpaid_squash v4 2523 games, 3137379 moves, e=0.010, loss: 1280.4, -, 20.2% elo% vs. random_no_suicide, avg. reward: 11.417, 3.267 sec/game, 117.1 min. total, 1344.9 MB
unpaid_squash v4 2524 games, 3139148 moves, e=0.010, loss: 1314.4, -, 19.6% elo% vs. random_no_suicide, avg. reward: 11.153, 3.275 sec/game, 117.2 min. total, 1344.9 MB
unpaid_squash v4 2525 games, 3140806 moves, e=0.010, loss: 1802.1, -, 19.1% elo% vs. random_no_suicide, avg. reward: 11.390, 3.282 sec/game, 117.2 min. total, 1346.0 MB
unpaid_squash v4 2526 games, 3142353 moves, e=0.010, loss: 2563.5, -, 18.5% elo% vs. random_no_suicide, avg. reward: 11.844, 3.278 sec/game, 117.3 min. total, 1346.4 MB
unpaid_squash v4 2527 games, 3143843 moves, e=0.010, loss: 3177.1, -, 18.0% elo% vs. random_no_suicide, avg. reward: 11.725, 3.295 sec/game, 117.3 min. total, 1348.1 MB
unpaid_squash v4 2528 games, 3145569 moves, e=0.010, loss: 3547.3, -, 17.5% elo% vs. random_no_suicide, avg. reward: 11.655, 3.310 sec/game, 117.4 min. total, 1348.2 MB
unpaid_squash v4 2529 games, 3147066 moves, e=0.010, loss: 3736.1, -, 17.1% elo% vs. random_no_suicide, avg. reward: 12.073, 3.292 sec/game, 117.5 min. total, 1348.0 MB
unpaid_squash v4 2530 games, 3148790 moves, e=0.010, loss: 4350.4, +, 19.3% elo% vs. random_no_suicide, avg. reward: 10.970, 3.276 sec/game, 117.5 min. total, 1347.7 MB
unpaid_squash v4 2531 games, 3150224 moves, e=0.010, loss: 4498.6, -, 18.8% elo% vs. random_no_suicide, avg. reward: 10.767, 3.274 sec/game, 117.6 min. total, 1348.3 MB
unpaid_squash v4 2532 games, 3151848 moves, e=0.010, loss: 3901.6, -, 18.3% elo% vs. random_no_suicide, avg. reward: 10.698, 3.285 sec/game, 117.6 min. total, 1348.4 MB
unpaid_squash v4 2533 games, 3153312 moves, e=0.010, loss: 3163.3, -, 17.8% elo% vs. random_no_suicide, avg. reward: 10.672, 3.269 sec/game, 117.7 min. total, 1348.4 MB
unpaid_squash v4 2534 games, 3155036 moves, e=0.010, loss: 2632.6, -, 17.3% elo% vs. random_no_suicide, avg. reward: 10.743, 3.282 sec/game, 117.7 min. total, 1348.9 MB
unpaid_squash v4 2535 games, 3156602 moves, e=0.010, loss: 2449.4, -, 16.8% elo% vs. random_no_suicide, avg. reward: 9.899, 3.282 sec/game, 117.8 min. total, 1349.6 MB
unpaid_squash v4 2536 games, 3158129 moves, e=0.010, loss: 1887.6, -, 16.4% elo% vs. random_no_suicide, avg. reward: 9.928, 3.282 sec/game, 117.9 min. total, 1349.6 MB
unpaid_squash v4 2537 games, 3159765 moves, e=0.010, loss: 1371.6, -, 16.0% elo% vs. random_no_suicide, avg. reward: 10.412, 3.292 sec/game, 117.9 min. total, 1349.9 MB
unpaid_squash v4 2538 games, 3161264 moves, e=0.010, loss: 1851.4, -, 15.6% elo% vs. random_no_suicide, avg. reward: 10.220, 3.341 sec/game, 118.0 min. total, 1349.8 MB
unpaid_squash v4 2539 games, 3162937 moves, e=0.010, loss: 2008.6, -, 15.2% elo% vs. random_no_suicide, avg. reward: 10.287, 3.391 sec/game, 118.0 min. total, 1350.1 MB
unpaid_squash v4 2540 games, 3164521 moves, e=0.010, loss: 2148.8, -, 14.9% elo% vs. random_no_suicide, avg. reward: 10.289, 3.446 sec/game, 118.1 min. total, 1351.3 MB
unpaid_squash v4 2541 games, 3166223 moves, e=0.010, loss: 2027.4, -, 14.5% elo% vs. random_no_suicide, avg. reward: 10.291, 3.472 sec/game, 118.2 min. total, 1352.3 MB
unpaid_squash v4 2542 games, 3167749 moves, e=0.010, loss: 2068.2, -, 14.2% elo% vs. random_no_suicide, avg. reward: 10.382, 3.495 sec/game, 118.2 min. total, 1352.9 MB
unpaid_squash v4 2543 games, 3169223 moves, e=0.010, loss: 2337.6, -, 13.9% elo% vs. random_no_suicide, avg. reward: 10.430, 3.510 sec/game, 118.3 min. total, 1352.9 MB
unpaid_squash v4 2544 games, 3170656 moves, e=0.010, loss: 1720.7, -, 13.6% elo% vs. random_no_suicide, avg. reward: 10.401, 3.475 sec/game, 118.3 min. total, 1352.9 MB
unpaid_squash v4 2545 games, 3172040 moves, e=0.010, loss: 1363.6, -, 13.3% elo% vs. random_no_suicide, avg. reward: 10.354, 3.450 sec/game, 118.4 min. total, 1353.5 MB
unpaid_squash v4 2546 games, 3173245 moves, e=0.010, loss: 1237.1, -, 13.0% elo% vs. random_no_suicide, avg. reward: 10.297, 3.414 sec/game, 118.4 min. total, 1353.5 MB
unpaid_squash v4 2547 games, 3174521 moves, e=0.010, loss: 1090.8, -, 12.7% elo% vs. random_no_suicide, avg. reward: 10.100, 3.381 sec/game, 118.5 min. total, 1353.8 MB
unpaid_squash v4 2548 games, 3175860 moves, e=0.010, loss: 1113.9, -, 12.5% elo% vs. random_no_suicide, avg. reward: 10.084, 3.347 sec/game, 118.5 min. total, 1355.3 MB
unpaid_squash v4 2549 games, 3177176 moves, e=0.010, loss: 1105.3, -, 12.2% elo% vs. random_no_suicide, avg. reward: 10.104, 3.327 sec/game, 118.6 min. total, 1356.1 MB
unpaid_squash v4 2550 games, 3178492 moves, e=0.010, loss: 943.8, -, 12.0% elo% vs. random_no_suicide, avg. reward: 10.077, 3.285 sec/game, 118.6 min. total, 1356.4 MB
