majestic_scorch v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 306.4 MB
majestic_scorch v31 1688 games, 3669779 moves, e=0.010, loss: 0.8, -, 45.2% elo% vs. v28, avg. reward: 0.777, 7.520 sec/game, 37.7 min. total, 557.8 MB
majestic_scorch v31 1689 games, 3672982 moves, e=0.010, loss: 0.9, ., 45.4% elo% vs. v28, avg. reward: 0.778, 7.501 sec/game, 37.8 min. total, 559.8 MB
majestic_scorch v31 1690 games, 3676525 moves, e=0.010, loss: 1.0, +, 47.9% elo% vs. v28, avg. reward: 0.778, 7.514 sec/game, 38.0 min. total, 559.8 MB
majestic_scorch v31 1691 games, 3680528 moves, e=0.010, loss: 0.9, -, 45.7% elo% vs. v28, avg. reward: 0.776, 7.592 sec/game, 38.1 min. total, 562.1 MB
majestic_scorch v31 1692 games, 3683895 moves, e=0.010, loss: 1.0, -, 43.6% elo% vs. v28, avg. reward: 0.778, 7.569 sec/game, 38.2 min. total, 560.7 MB
majestic_scorch v31 1693 games, 3687202 moves, e=0.010, loss: 1.0, +, 46.2% elo% vs. v28, avg. reward: 0.779, 7.566 sec/game, 38.4 min. total, 559.9 MB
majestic_scorch v31 1694 games, 3690967 moves, e=0.010, loss: 1.0, +, 48.6% elo% vs. v28, avg. reward: 0.778, 7.578 sec/game, 38.5 min. total, 562.5 MB
majestic_scorch v31 1695 games, 3694784 moves, e=0.010, loss: 0.9, +, 51.0% elo% vs. v28, avg. reward: 0.777, 7.648 sec/game, 38.6 min. total, 562.3 MB
majestic_scorch v31 1696 games, 3698302 moves, e=0.010, loss: 0.9, +, 53.3% elo% vs. v28, avg. reward: 0.778, 7.638 sec/game, 38.8 min. total, 564.7 MB
majestic_scorch v31 1697 games, 3701884 moves, e=0.010, loss: 0.9, +, 55.4% elo% vs. v28, avg. reward: 0.776, 7.641 sec/game, 38.9 min. total, 564.9 MB
majestic_scorch v31 1698 games, 3705200 moves, e=0.010, loss: 1.0, -, 52.9% elo% vs. v28, avg. reward: 0.776, 7.605 sec/game, 39.0 min. total, 564.8 MB
majestic_scorch v31 1699 games, 3708485 moves, e=0.010, loss: 1.0, +, 55.0% elo% vs. v28, avg. reward: 0.775, 7.591 sec/game, 39.1 min. total, 567.5 MB
majestic_scorch v31 1700 games, 3712283 moves, e=0.010, loss: 0.9, +, 57.1% elo% vs. v28, avg. reward: 0.772, 7.638 sec/game, 39.3 min. total, 568.3 MB
majestic_scorch v32 1701 games, 3715945 moves, e=0.010, loss: 0.8, +, 52.3% elo% vs. v28, avg. reward: 0.771, 7.666 sec/game, 39.4 min. total, 567.7 MB
majestic_scorch v32 1702 games, 3719478 moves, e=0.010, loss: 0.8, -, 49.9% elo% vs. v28, avg. reward: 0.771, 7.689 sec/game, 39.5 min. total, 569.6 MB
majestic_scorch v32 1703 games, 3722809 moves, e=0.010, loss: 0.8, -, 47.6% elo% vs. v28, avg. reward: 0.773, 7.636 sec/game, 39.7 min. total, 566.7 MB
majestic_scorch v32 1704 games, 3725296 moves, e=0.010, loss: 0.9, -, 45.4% elo% vs. v28, avg. reward: 0.775, 7.595 sec/game, 39.8 min. total, 563.0 MB
majestic_scorch v32 1705 games, 3728667 moves, e=0.010, loss: 1.0, -, 43.4% elo% vs. v28, avg. reward: 0.775, 7.648 sec/game, 39.9 min. total, 566.0 MB
majestic_scorch v32 1706 games, 3732109 moves, e=0.010, loss: 1.0, -, 41.4% elo% vs. v28, avg. reward: 0.774, 7.705 sec/game, 40.0 min. total, 564.4 MB
majestic_scorch v32 1707 games, 3735144 moves, e=0.010, loss: 1.0, -, 39.6% elo% vs. v28, avg. reward: 0.776, 7.643 sec/game, 40.1 min. total, 568.2 MB
majestic_scorch v32 1708 games, 3738137 moves, e=0.010, loss: 0.9, -, 37.8% elo% vs. v28, avg. reward: 0.777, 7.574 sec/game, 40.2 min. total, 565.7 MB
majestic_scorch v32 1709 games, 3741534 moves, e=0.010, loss: 0.9, -, 36.2% elo% vs. v28, avg. reward: 0.777, 7.589 sec/game, 40.4 min. total, 569.3 MB
majestic_scorch v32 1710 games, 3745168 moves, e=0.010, loss: 0.9, -, 34.7% elo% vs. v28, avg. reward: 0.777, 7.618 sec/game, 40.5 min. total, 571.8 MB
majestic_scorch v32 1711 games, 3748390 moves, e=0.010, loss: 0.9, -, 33.3% elo% vs. v28, avg. reward: 0.777, 7.524 sec/game, 40.6 min. total, 570.7 MB
majestic_scorch v32 1712 games, 3751819 moves, e=0.010, loss: 0.9, +, 36.0% elo% vs. v28, avg. reward: 0.776, 7.529 sec/game, 40.7 min. total, 571.5 MB
majestic_scorch v32 1713 games, 3755525 moves, e=0.010, loss: 0.9, -, 34.5% elo% vs. v28, avg. reward: 0.775, 7.580 sec/game, 40.9 min. total, 574.0 MB
majestic_scorch v32 1714 games, 3758618 moves, e=0.010, loss: 0.9, -, 33.1% elo% vs. v28, avg. reward: 0.776, 7.529 sec/game, 41.0 min. total, 576.7 MB
majestic_scorch v32 1715 games, 3762018 moves, e=0.010, loss: 0.9, +, 35.9% elo% vs. v28, avg. reward: 0.777, 7.466 sec/game, 41.1 min. total, 577.0 MB
majestic_scorch v32 1716 games, 3765518 moves, e=0.010, loss: 0.9, ., 36.5% elo% vs. v28, avg. reward: 0.778, 7.467 sec/game, 41.2 min. total, 578.8 MB
majestic_scorch v32 1717 games, 3769316 moves, e=0.010, loss: 0.8, -, 34.9% elo% vs. v28, avg. reward: 0.777, 7.479 sec/game, 41.4 min. total, 578.2 MB
majestic_scorch v32 1718 games, 3772509 moves, e=0.010, loss: 0.9, -, 33.5% elo% vs. v28, avg. reward: 0.778, 7.473 sec/game, 41.5 min. total, 578.3 MB
majestic_scorch v32 1719 games, 3775821 moves, e=0.010, loss: 1.1, -, 32.1% elo% vs. v28, avg. reward: 0.779, 7.478 sec/game, 41.6 min. total, 577.5 MB
majestic_scorch v32 1720 games, 3779282 moves, e=0.010, loss: 1.0, +, 34.9% elo% vs. v28, avg. reward: 0.780, 7.446 sec/game, 41.8 min. total, 578.0 MB
majestic_scorch v32 1721 games, 3782732 moves, e=0.010, loss: 0.9, -, 33.5% elo% vs. v28, avg. reward: 0.779, 7.443 sec/game, 41.9 min. total, 579.4 MB
majestic_scorch v32 1722 games, 3786262 moves, e=0.010, loss: 1.0, +, 36.2% elo% vs. v28, avg. reward: 0.780, 7.446 sec/game, 42.0 min. total, 578.6 MB
majestic_scorch v32 1723 games, 3790042 moves, e=0.010, loss: 1.0, +, 39.0% elo% vs. v28, avg. reward: 0.780, 7.492 sec/game, 42.2 min. total, 581.5 MB
majestic_scorch v32 1724 games, 3793708 moves, e=0.010, loss: 1.0, +, 41.7% elo% vs. v28, avg. reward: 0.779, 7.631 sec/game, 42.3 min. total, 582.8 MB
majestic_scorch v32 1725 games, 3797088 moves, e=0.010, loss: 0.9, +, 44.3% elo% vs. v28, avg. reward: 0.781, 7.610 sec/game, 42.4 min. total, 580.1 MB
majestic_scorch v32 1726 games, 3800230 moves, e=0.010, loss: 0.9, -, 42.3% elo% vs. v28, avg. reward: 0.782, 7.557 sec/game, 42.5 min. total, 579.5 MB
majestic_scorch v32 1727 games, 3804063 moves, e=0.010, loss: 1.0, +, 44.9% elo% vs. v28, avg. reward: 0.780, 7.625 sec/game, 42.7 min. total, 583.3 MB
majestic_scorch v32 1728 games, 3807332 moves, e=0.010, loss: 0.9, -, 42.9% elo% vs. v28, avg. reward: 0.780, 7.629 sec/game, 42.8 min. total, 583.5 MB
majestic_scorch v32 1729 games, 3810591 moves, e=0.010, loss: 0.9, -, 41.0% elo% vs. v28, avg. reward: 0.781, 7.601 sec/game, 42.9 min. total, 586.0 MB
majestic_scorch v32 1730 games, 3814124 moves, e=0.010, loss: 0.9, -, 39.2% elo% vs. v28, avg. reward: 0.783, 7.553 sec/game, 43.0 min. total, 583.9 MB
majestic_scorch v32 1731 games, 3817392 moves, e=0.010, loss: 1.0, -, 37.5% elo% vs. v28, avg. reward: 0.785, 7.552 sec/game, 43.1 min. total, 587.2 MB
majestic_scorch v32 1732 games, 3820811 moves, e=0.010, loss: 0.9, -, 35.9% elo% vs. v28, avg. reward: 0.786, 7.534 sec/game, 43.3 min. total, 587.8 MB
majestic_scorch v32 1733 games, 3824219 moves, e=0.010, loss: 0.9, -, 34.4% elo% vs. v28, avg. reward: 0.787, 7.476 sec/game, 43.4 min. total, 586.5 MB
majestic_scorch v32 1734 games, 3827777 moves, e=0.010, loss: 0.8, +, 37.1% elo% vs. v28, avg. reward: 0.790, 7.499 sec/game, 43.5 min. total, 587.3 MB
majestic_scorch v32 1735 games, 3831509 moves, e=0.010, loss: 0.9, -, 35.6% elo% vs. v28, avg. reward: 0.790, 7.524 sec/game, 43.6 min. total, 589.7 MB
majestic_scorch v32 1736 games, 3834966 moves, e=0.010, loss: 0.9, +, 38.3% elo% vs. v28, avg. reward: 0.790, 7.571 sec/game, 43.8 min. total, 590.1 MB
majestic_scorch v32 1737 games, 3838253 moves, e=0.010, loss: 0.9, -, 36.7% elo% vs. v28, avg. reward: 0.791, 7.610 sec/game, 43.9 min. total, 591.8 MB
majestic_scorch v32 1738 games, 3841961 moves, e=0.010, loss: 0.8, -, 35.1% elo% vs. v28, avg. reward: 0.791, 7.731 sec/game, 44.1 min. total, 590.0 MB
majestic_scorch v32 1739 games, 3845602 moves, e=0.010, loss: 0.9, ., 35.7% elo% vs. v28, avg. reward: 0.790, 7.809 sec/game, 44.2 min. total, 589.7 MB
majestic_scorch v32 1740 games, 3848945 moves, e=0.010, loss: 0.9, -, 34.2% elo% vs. v28, avg. reward: 0.792, 7.838 sec/game, 44.4 min. total, 591.6 MB
majestic_scorch v32 1741 games, 3852529 moves, e=0.010, loss: 1.0, +, 37.0% elo% vs. v28, avg. reward: 0.791, 7.882 sec/game, 44.5 min. total, 591.0 MB
majestic_scorch v32 1742 games, 3856254 moves, e=0.010, loss: 0.9, +, 39.8% elo% vs. v28, avg. reward: 0.790, 7.941 sec/game, 44.7 min. total, 594.3 MB
majestic_scorch v32 1743 games, 3859901 moves, e=0.010, loss: 0.8, -, 38.0% elo% vs. v28, avg. reward: 0.791, 7.961 sec/game, 44.8 min. total, 593.2 MB
majestic_scorch v32 1744 games, 3862991 moves, e=0.010, loss: 0.9, +, 40.7% elo% vs. v28, avg. reward: 0.792, 7.917 sec/game, 44.9 min. total, 594.6 MB
majestic_scorch v32 1745 games, 3866697 moves, e=0.010, loss: 0.9, ., 41.2% elo% vs. v28, avg. reward: 0.792, 7.997 sec/game, 45.1 min. total, 593.9 MB
majestic_scorch v32 1746 games, 3870176 moves, e=0.010, loss: 1.1, +, 43.8% elo% vs. v28, avg. reward: 0.792, 8.060 sec/game, 45.2 min. total, 591.6 MB
majestic_scorch v32 1747 games, 3873420 moves, e=0.010, loss: 1.0, +, 46.4% elo% vs. v28, avg. reward: 0.793, 8.062 sec/game, 45.4 min. total, 598.2 MB
majestic_scorch v32 1748 games, 3876598 moves, e=0.010, loss: 1.2, -, 44.3% elo% vs. v28, avg. reward: 0.795, 8.095 sec/game, 45.5 min. total, 596.7 MB
majestic_scorch v32 1749 games, 3879958 moves, e=0.010, loss: 1.1, -, 42.2% elo% vs. v28, avg. reward: 0.794, 8.158 sec/game, 45.6 min. total, 597.0 MB
majestic_scorch v32 1750 games, 3883693 moves, e=0.010, loss: 1.1, ., 42.6% elo% vs. v28, avg. reward: 0.793, 8.248 sec/game, 45.8 min. total, 598.5 MB
majestic_scorch v32 1751 games, 3887485 moves, e=0.010, loss: 0.9, +, 45.2% elo% vs. v28, avg. reward: 0.794, 8.343 sec/game, 45.9 min. total, 600.1 MB
majestic_scorch v32 1752 games, 3890812 moves, e=0.010, loss: 0.9, -, 43.1% elo% vs. v28, avg. reward: 0.795, 8.378 sec/game, 46.0 min. total, 600.8 MB
majestic_scorch v32 1753 games, 3894421 moves, e=0.010, loss: 0.8, -, 41.2% elo% vs. v28, avg. reward: 0.796, 8.452 sec/game, 46.2 min. total, 599.3 MB
majestic_scorch v32 1754 games, 3897626 moves, e=0.010, loss: 0.9, +, 43.9% elo% vs. v28, avg. reward: 0.797, 8.449 sec/game, 46.3 min. total, 600.9 MB
majestic_scorch v32 1755 games, 3901009 moves, e=0.010, loss: 0.9, +, 46.4% elo% vs. v28, avg. reward: 0.796, 8.453 sec/game, 46.4 min. total, 600.1 MB
majestic_scorch v32 1756 games, 3904487 moves, e=0.010, loss: 1.0, -, 44.3% elo% vs. v28, avg. reward: 0.795, 8.429 sec/game, 46.6 min. total, 603.4 MB
majestic_scorch v32 1757 games, 3908048 moves, e=0.010, loss: 0.9, +, 46.8% elo% vs. v28, avg. reward: 0.795, 8.419 sec/game, 46.7 min. total, 603.5 MB
majestic_scorch v32 1758 games, 3911746 moves, e=0.010, loss: 0.9, +, 49.3% elo% vs. v28, avg. reward: 0.795, 8.375 sec/game, 46.9 min. total, 604.9 MB
majestic_scorch v32 1759 games, 3915454 moves, e=0.010, loss: 0.9, +, 51.6% elo% vs. v28, avg. reward: 0.796, 8.369 sec/game, 47.0 min. total, 605.1 MB
majestic_scorch v32 1760 games, 3919102 moves, e=0.010, loss: 1.0, +, 53.8% elo% vs. v28, avg. reward: 0.793, 8.382 sec/game, 47.2 min. total, 603.6 MB
majestic_scorch v32 1761 games, 3922562 moves, e=0.010, loss: 0.9, ., 53.7% elo% vs. v28, avg. reward: 0.794, 8.361 sec/game, 47.3 min. total, 606.2 MB
majestic_scorch v32 1762 games, 3926180 moves, e=0.010, loss: 0.9, +, 55.8% elo% vs. v28, avg. reward: 0.794, 8.337 sec/game, 47.4 min. total, 606.7 MB
majestic_scorch v32 1763 games, 3929480 moves, e=0.010, loss: 0.9, -, 53.2% elo% vs. v28, avg. reward: 0.794, 8.296 sec/game, 47.6 min. total, 608.9 MB
majestic_scorch v32 1764 games, 3932922 moves, e=0.010, loss: 0.8, +, 55.4% elo% vs. v28, avg. reward: 0.794, 8.317 sec/game, 47.7 min. total, 606.5 MB
majestic_scorch v32 1765 games, 3936274 moves, e=0.010, loss: 0.9, -, 52.8% elo% vs. v28, avg. reward: 0.794, 8.287 sec/game, 47.8 min. total, 605.1 MB
majestic_scorch v32 1766 games, 3939662 moves, e=0.010, loss: 1.0, -, 50.4% elo% vs. v28, avg. reward: 0.796, 8.264 sec/game, 48.0 min. total, 607.4 MB
majestic_scorch v32 1767 games, 3942936 moves, e=0.010, loss: 1.0, -, 48.1% elo% vs. v28, avg. reward: 0.796, 8.280 sec/game, 48.1 min. total, 608.2 MB
majestic_scorch v32 1768 games, 3946695 moves, e=0.010, loss: 0.9, +, 50.5% elo% vs. v28, avg. reward: 0.795, 8.348 sec/game, 48.3 min. total, 610.2 MB
majestic_scorch v32 1769 games, 3950545 moves, e=0.010, loss: 0.9, +, 52.8% elo% vs. v28, avg. reward: 0.793, 8.402 sec/game, 48.4 min. total, 611.5 MB
majestic_scorch v32 1770 games, 3954047 moves, e=0.010, loss: 0.8, +, 54.9% elo% vs. v28, avg. reward: 0.793, 8.357 sec/game, 48.6 min. total, 611.7 MB
majestic_scorch v32 1771 games, 3957230 moves, e=0.010, loss: 0.9, -, 52.4% elo% vs. v28, avg. reward: 0.794, 8.297 sec/game, 48.7 min. total, 616.3 MB
majestic_scorch v32 1772 games, 3960169 moves, e=0.010, loss: 0.9, -, 50.0% elo% vs. v28, avg. reward: 0.796, 8.263 sec/game, 48.8 min. total, 614.0 MB
majestic_scorch v32 1773 games, 3963345 moves, e=0.010, loss: 1.0, -, 47.7% elo% vs. v28, avg. reward: 0.797, 8.227 sec/game, 48.9 min. total, 613.8 MB
majestic_scorch v32 1774 games, 3966487 moves, e=0.010, loss: 1.0, ., 47.8% elo% vs. v28, avg. reward: 0.799, 8.232 sec/game, 49.1 min. total, 612.7 MB
majestic_scorch v32 1775 games, 3969450 moves, e=0.010, loss: 1.0, +, 50.2% elo% vs. v28, avg. reward: 0.801, 8.195 sec/game, 49.2 min. total, 613.4 MB
majestic_scorch v32 1776 games, 3972985 moves, e=0.010, loss: 1.0, +, 52.5% elo% vs. v28, avg. reward: 0.802, 8.190 sec/game, 49.3 min. total, 612.3 MB
majestic_scorch v32 1777 games, 3976094 moves, e=0.010, loss: 1.0, -, 50.1% elo% vs. v28, avg. reward: 0.804, 8.138 sec/game, 49.4 min. total, 614.7 MB
majestic_scorch v32 1778 games, 3979672 moves, e=0.010, loss: 1.0, +, 52.4% elo% vs. v28, avg. reward: 0.807, 8.108 sec/game, 49.6 min. total, 616.5 MB
majestic_scorch v32 1779 games, 3983029 moves, e=0.010, loss: 0.9, +, 54.6% elo% vs. v28, avg. reward: 0.808, 8.060 sec/game, 49.7 min. total, 618.9 MB
majestic_scorch v32 1780 games, 3986416 moves, e=0.010, loss: 1.0, -, 52.1% elo% vs. v28, avg. reward: 0.807, 8.033 sec/game, 49.8 min. total, 619.2 MB
majestic_scorch v32 1781 games, 3989707 moves, e=0.010, loss: 1.0, -, 49.7% elo% vs. v28, avg. reward: 0.807, 8.021 sec/game, 50.0 min. total, 620.8 MB
majestic_scorch v32 1782 games, 3993205 moves, e=0.010, loss: 1.0, +, 52.0% elo% vs. v28, avg. reward: 0.807, 8.015 sec/game, 50.1 min. total, 621.0 MB
majestic_scorch v32 1783 games, 3996689 moves, e=0.010, loss: 0.9, ., 51.9% elo% vs. v28, avg. reward: 0.809, 8.044 sec/game, 50.3 min. total, 621.4 MB
majestic_scorch v32 1784 games, 4000437 moves, e=0.010, loss: 0.9, +, 54.1% elo% vs. v28, avg. reward: 0.807, 8.106 sec/game, 50.4 min. total, 622.1 MB
majestic_scorch v32 1785 games, 4004142 moves, e=0.010, loss: 0.8, +, 56.2% elo% vs. v28, avg. reward: 0.806, 8.132 sec/game, 50.6 min. total, 619.8 MB
majestic_scorch v32 1786 games, 4007309 moves, e=0.010, loss: 0.9, -, 53.6% elo% vs. v28, avg. reward: 0.806, 8.124 sec/game, 50.7 min. total, 621.5 MB
majestic_scorch v32 1787 games, 4010732 moves, e=0.010, loss: 1.0, -, 51.2% elo% vs. v28, avg. reward: 0.809, 8.102 sec/game, 50.8 min. total, 621.0 MB
majestic_scorch v32 1788 games, 4013976 moves, e=0.010, loss: 1.1, -, 48.8% elo% vs. v28, avg. reward: 0.809, 8.058 sec/game, 50.9 min. total, 621.4 MB
majestic_scorch v32 1789 games, 4017472 moves, e=0.010, loss: 1.0, +, 51.2% elo% vs. v28, avg. reward: 0.809, 8.009 sec/game, 51.1 min. total, 626.8 MB
majestic_scorch v32 1790 games, 4021000 moves, e=0.010, loss: 0.9, ., 51.1% elo% vs. v28, avg. reward: 0.808, 8.026 sec/game, 51.2 min. total, 626.7 MB
majestic_scorch v32 1791 games, 4024531 moves, e=0.010, loss: 0.9, ., 51.1% elo% vs. v28, avg. reward: 0.809, 8.041 sec/game, 51.4 min. total, 628.3 MB
majestic_scorch v32 1792 games, 4028212 moves, e=0.010, loss: 0.9, -, 48.7% elo% vs. v28, avg. reward: 0.809, 8.140 sec/game, 51.5 min. total, 626.6 MB
majestic_scorch v32 1793 games, 4031492 moves, e=0.010, loss: 0.9, +, 51.1% elo% vs. v28, avg. reward: 0.809, 8.147 sec/game, 51.6 min. total, 630.2 MB
majestic_scorch v32 1794 games, 4034869 moves, e=0.010, loss: 0.8, -, 48.7% elo% vs. v28, avg. reward: 0.811, 8.169 sec/game, 51.8 min. total, 626.7 MB
majestic_scorch v32 1795 games, 4037950 moves, e=0.010, loss: 0.8, +, 51.1% elo% vs. v28, avg. reward: 0.812, 8.182 sec/game, 51.9 min. total, 628.9 MB
majestic_scorch v32 1796 games, 4041473 moves, e=0.010, loss: 0.8, +, 53.3% elo% vs. v28, avg. reward: 0.812, 8.214 sec/game, 52.0 min. total, 626.3 MB
majestic_scorch v32 1797 games, 4044590 moves, e=0.010, loss: 0.9, -, 50.9% elo% vs. v28, avg. reward: 0.812, 8.196 sec/game, 52.2 min. total, 628.9 MB
majestic_scorch v32 1798 games, 4047824 moves, e=0.010, loss: 0.9, -, 48.5% elo% vs. v28, avg. reward: 0.813, 8.166 sec/game, 52.3 min. total, 629.7 MB
majestic_scorch v32 1799 games, 4051040 moves, e=0.010, loss: 0.9, -, 46.3% elo% vs. v28, avg. reward: 0.814, 8.162 sec/game, 52.4 min. total, 631.7 MB
majestic_scorch v32 1800 games, 4054850 moves, e=0.010, loss: 0.9, -, 44.2% elo% vs. v28, avg. reward: 0.814, 8.223 sec/game, 52.6 min. total, 631.9 MB
majestic_scorch v33 1801 games, 4058183 moves, e=0.010, loss: 0.8, -, 47.7% elo% vs. v28, avg. reward: 0.815, 8.206 sec/game, 52.7 min. total, 633.0 MB
majestic_scorch v33 1802 games, 4061348 moves, e=0.010, loss: 0.8, -, 45.5% elo% vs. v28, avg. reward: 0.816, 8.157 sec/game, 52.8 min. total, 631.7 MB
majestic_scorch v33 1803 games, 4064338 moves, e=0.010, loss: 0.9, -, 43.4% elo% vs. v28, avg. reward: 0.817, 8.092 sec/game, 53.0 min. total, 632.7 MB
majestic_scorch v33 1804 games, 4067803 moves, e=0.010, loss: 0.9, -, 41.5% elo% vs. v28, avg. reward: 0.814, 8.045 sec/game, 53.1 min. total, 632.4 MB
majestic_scorch v33 1805 games, 4071031 moves, e=0.010, loss: 0.9, -, 39.6% elo% vs. v28, avg. reward: 0.815, 7.996 sec/game, 53.2 min. total, 629.9 MB
majestic_scorch v33 1806 games, 4073882 moves, e=0.010, loss: 1.0, -, 37.9% elo% vs. v28, avg. reward: 0.817, 7.964 sec/game, 53.3 min. total, 629.6 MB
majestic_scorch v33 1807 games, 4076615 moves, e=0.010, loss: 1.0, -, 36.3% elo% vs. v28, avg. reward: 0.820, 7.904 sec/game, 53.4 min. total, 631.1 MB
majestic_scorch v33 1808 games, 4079966 moves, e=0.010, loss: 0.9, -, 34.8% elo% vs. v28, avg. reward: 0.818, 7.917 sec/game, 53.6 min. total, 631.6 MB
majestic_scorch v33 1809 games, 4083059 moves, e=0.010, loss: 0.9, -, 33.3% elo% vs. v28, avg. reward: 0.819, 7.872 sec/game, 53.7 min. total, 634.3 MB
majestic_scorch v33 1810 games, 4086766 moves, e=0.010, loss: 0.8, -, 32.0% elo% vs. v28, avg. reward: 0.817, 7.888 sec/game, 53.9 min. total, 637.0 MB
majestic_scorch v33 1811 games, 4090249 moves, e=0.010, loss: 0.9, +, 34.8% elo% vs. v28, avg. reward: 0.816, 7.910 sec/game, 54.0 min. total, 638.2 MB
majestic_scorch v33 1812 games, 4093491 moves, e=0.010, loss: 0.9, -, 33.3% elo% vs. v28, avg. reward: 0.818, 7.836 sec/game, 54.1 min. total, 636.0 MB
majestic_scorch v33 1813 games, 4097075 moves, e=0.010, loss: 0.9, +, 36.1% elo% vs. v28, avg. reward: 0.819, 7.864 sec/game, 54.3 min. total, 637.7 MB
majestic_scorch v33 1814 games, 4100781 moves, e=0.010, loss: 1.0, +, 38.9% elo% vs. v28, avg. reward: 0.818, 7.895 sec/game, 54.4 min. total, 639.8 MB
majestic_scorch v33 1815 games, 4104398 moves, e=0.010, loss: 0.9, +, 41.6% elo% vs. v28, avg. reward: 0.818, 7.955 sec/game, 54.6 min. total, 640.0 MB
majestic_scorch v33 1816 games, 4107973 moves, e=0.010, loss: 1.0, -, 39.7% elo% vs. v28, avg. reward: 0.819, 7.937 sec/game, 54.7 min. total, 643.2 MB
majestic_scorch v33 1817 games, 4111509 moves, e=0.010, loss: 0.9, -, 38.0% elo% vs. v28, avg. reward: 0.819, 8.003 sec/game, 54.8 min. total, 643.9 MB
majestic_scorch v33 1818 games, 4115077 moves, e=0.010, loss: 1.0, +, 40.7% elo% vs. v28, avg. reward: 0.817, 8.044 sec/game, 55.0 min. total, 646.2 MB
majestic_scorch v33 1819 games, 4118679 moves, e=0.010, loss: 0.9, +, 43.4% elo% vs. v28, avg. reward: 0.817, 8.081 sec/game, 55.1 min. total, 644.8 MB
majestic_scorch v33 1820 games, 4122058 moves, e=0.010, loss: 1.0, +, 45.9% elo% vs. v28, avg. reward: 0.818, 8.020 sec/game, 55.3 min. total, 644.0 MB
majestic_scorch v33 1821 games, 4125571 moves, e=0.010, loss: 0.9, ., 46.1% elo% vs. v28, avg. reward: 0.818, 8.058 sec/game, 55.4 min. total, 644.6 MB
majestic_scorch v33 1822 games, 4129070 moves, e=0.010, loss: 0.9, -, 44.0% elo% vs. v28, avg. reward: 0.818, 8.103 sec/game, 55.5 min. total, 643.7 MB
majestic_scorch v33 1823 games, 4132753 moves, e=0.010, loss: 0.9, +, 46.6% elo% vs. v28, avg. reward: 0.819, 8.186 sec/game, 55.7 min. total, 645.6 MB
majestic_scorch v33 1824 games, 4136230 moves, e=0.010, loss: 0.9, -, 44.5% elo% vs. v28, avg. reward: 0.819, 8.185 sec/game, 55.8 min. total, 646.1 MB
majestic_scorch v33 1825 games, 4139646 moves, e=0.010, loss: 0.9, +, 47.0% elo% vs. v28, avg. reward: 0.818, 8.200 sec/game, 56.0 min. total, 647.7 MB
majestic_scorch v33 1826 games, 4143179 moves, e=0.010, loss: 0.9, -, 44.8% elo% vs. v28, avg. reward: 0.816, 8.276 sec/game, 56.1 min. total, 648.5 MB
majestic_scorch v33 1827 games, 4146631 moves, e=0.010, loss: 0.9, -, 42.8% elo% vs. v28, avg. reward: 0.817, 8.347 sec/game, 56.2 min. total, 646.1 MB
majestic_scorch v33 1828 games, 4150435 moves, e=0.010, loss: 0.8, -, 40.9% elo% vs. v28, avg. reward: 0.814, 8.393 sec/game, 56.4 min. total, 648.2 MB
majestic_scorch v33 1829 games, 4153810 moves, e=0.010, loss: 0.8, -, 39.1% elo% vs. v28, avg. reward: 0.813, 8.420 sec/game, 56.5 min. total, 648.3 MB
majestic_scorch v33 1830 games, 4157384 moves, e=0.010, loss: 0.8, -, 37.4% elo% vs. v28, avg. reward: 0.812, 8.404 sec/game, 56.7 min. total, 648.1 MB
majestic_scorch v33 1831 games, 4160349 moves, e=0.010, loss: 0.9, +, 40.1% elo% vs. v28, avg. reward: 0.813, 8.340 sec/game, 56.8 min. total, 649.6 MB
majestic_scorch v33 1832 games, 4163463 moves, e=0.010, loss: 1.0, -, 38.4% elo% vs. v28, avg. reward: 0.815, 8.339 sec/game, 56.9 min. total, 650.5 MB
majestic_scorch v33 1833 games, 4166616 moves, e=0.010, loss: 0.9, -, 36.7% elo% vs. v28, avg. reward: 0.816, 8.295 sec/game, 57.0 min. total, 650.3 MB
majestic_scorch v33 1834 games, 4169597 moves, e=0.010, loss: 0.9, -, 35.1% elo% vs. v28, avg. reward: 0.817, 8.213 sec/game, 57.1 min. total, 649.9 MB
majestic_scorch v33 1835 games, 4172495 moves, e=0.010, loss: 1.0, ., 35.8% elo% vs. v28, avg. reward: 0.820, 8.135 sec/game, 57.3 min. total, 652.5 MB
majestic_scorch v33 1836 games, 4175871 moves, e=0.010, loss: 1.0, +, 38.5% elo% vs. v28, avg. reward: 0.820, 8.115 sec/game, 57.4 min. total, 653.2 MB
majestic_scorch v33 1837 games, 4179070 moves, e=0.010, loss: 1.0, -, 36.9% elo% vs. v28, avg. reward: 0.821, 8.070 sec/game, 57.5 min. total, 651.4 MB
majestic_scorch v33 1838 games, 4182210 moves, e=0.010, loss: 1.0, +, 39.6% elo% vs. v28, avg. reward: 0.824, 8.020 sec/game, 57.7 min. total, 654.7 MB
majestic_scorch v33 1839 games, 4185488 moves, e=0.010, loss: 0.9, +, 42.3% elo% vs. v28, avg. reward: 0.825, 8.000 sec/game, 57.8 min. total, 656.5 MB
