dispersal_cartoon v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 306.3 MB
dispersal_cartoon v6 433 games, 353126 moves, e=0.650, loss: 105.4, -, 16.0% elo% vs. random_no_suicide, avg. reward: 5.771, 2.629 sec/game, 18.4 min. total, 570.4 MB
dispersal_cartoon v6 434 games, 354004 moves, e=0.650, loss: 113.4, -, 15.6% elo% vs. random_no_suicide, avg. reward: 5.769, 2.652 sec/game, 18.4 min. total, 572.2 MB
dispersal_cartoon v6 435 games, 355000 moves, e=0.649, loss: 118.3, -, 15.2% elo% vs. random_no_suicide, avg. reward: 5.771, 2.695 sec/game, 18.5 min. total, 570.2 MB
dispersal_cartoon v6 436 games, 356078 moves, e=0.647, loss: 113.2, -, 14.9% elo% vs. random_no_suicide, avg. reward: 5.778, 2.717 sec/game, 18.5 min. total, 567.7 MB
dispersal_cartoon v6 437 games, 357033 moves, e=0.647, loss: 115.6, -, 14.5% elo% vs. random_no_suicide, avg. reward: 5.780, 2.729 sec/game, 18.6 min. total, 568.2 MB
dispersal_cartoon v6 438 games, 358037 moves, e=0.646, loss: 105.1, -, 14.2% elo% vs. random_no_suicide, avg. reward: 5.788, 2.721 sec/game, 18.6 min. total, 568.3 MB
dispersal_cartoon v6 439 games, 359045 moves, e=0.645, loss: 107.4, -, 13.9% elo% vs. random_no_suicide, avg. reward: 5.803, 2.707 sec/game, 18.7 min. total, 568.2 MB
dispersal_cartoon v6 440 games, 360132 moves, e=0.643, loss: 107.1, -, 13.6% elo% vs. random_no_suicide, avg. reward: 5.813, 2.682 sec/game, 18.7 min. total, 569.8 MB
dispersal_cartoon v6 441 games, 361110 moves, e=0.643, loss: 115.0, +, 15.6% elo% vs. random_no_suicide, avg. reward: 5.824, 2.684 sec/game, 18.7 min. total, 571.7 MB
dispersal_cartoon v6 442 games, 362251 moves, e=0.641, loss: 113.0, -, 15.2% elo% vs. random_no_suicide, avg. reward: 5.837, 2.713 sec/game, 18.8 min. total, 569.8 MB
dispersal_cartoon v6 443 games, 363406 moves, e=0.640, loss: 106.8, -, 14.8% elo% vs. random_no_suicide, avg. reward: 5.844, 2.716 sec/game, 18.8 min. total, 569.3 MB
dispersal_cartoon v6 444 games, 364380 moves, e=0.639, loss: 107.3, -, 14.5% elo% vs. random_no_suicide, avg. reward: 5.838, 2.752 sec/game, 18.9 min. total, 572.1 MB
dispersal_cartoon v6 445 games, 365343 moves, e=0.638, loss: 122.4, -, 14.2% elo% vs. random_no_suicide, avg. reward: 5.839, 2.825 sec/game, 19.0 min. total, 569.7 MB
dispersal_cartoon v6 446 games, 366196 moves, e=0.637, loss: 137.8, -, 13.8% elo% vs. random_no_suicide, avg. reward: 5.839, 2.795 sec/game, 19.0 min. total, 570.7 MB
dispersal_cartoon v6 447 games, 367199 moves, e=0.636, loss: 140.3, -, 13.5% elo% vs. random_no_suicide, avg. reward: 5.839, 2.832 sec/game, 19.1 min. total, 482.6 MB
dispersal_cartoon v6 448 games, 368264 moves, e=0.635, loss: 133.5, -, 13.3% elo% vs. random_no_suicide, avg. reward: 5.844, 2.925 sec/game, 19.1 min. total, 485.1 MB
dispersal_cartoon v6 449 games, 369364 moves, e=0.634, loss: 133.8, -, 13.0% elo% vs. random_no_suicide, avg. reward: 5.849, 2.945 sec/game, 19.2 min. total, 483.1 MB
dispersal_cartoon v6 450 games, 370467 moves, e=0.633, loss: 128.9, -, 12.7% elo% vs. random_no_suicide, avg. reward: 5.853, 2.967 sec/game, 19.2 min. total, 483.3 MB
dispersal_cartoon v6 451 games, 371330 moves, e=0.632, loss: 133.0, -, 12.5% elo% vs. random_no_suicide, avg. reward: 5.856, 2.952 sec/game, 19.3 min. total, 483.2 MB
dispersal_cartoon v6 452 games, 372295 moves, e=0.631, loss: 129.3, -, 12.2% elo% vs. random_no_suicide, avg. reward: 5.857, 2.958 sec/game, 19.3 min. total, 483.3 MB
dispersal_cartoon v6 453 games, 373265 moves, e=0.630, loss: 129.1, -, 12.0% elo% vs. random_no_suicide, avg. reward: 5.859, 2.988 sec/game, 19.4 min. total, 487.2 MB
dispersal_cartoon v6 454 games, 374326 moves, e=0.629, loss: 125.6, -, 11.7% elo% vs. random_no_suicide, avg. reward: 5.871, 2.989 sec/game, 19.4 min. total, 485.2 MB
dispersal_cartoon v6 455 games, 375269 moves, e=0.628, loss: 126.8, +, 13.5% elo% vs. random_no_suicide, avg. reward: 5.867, 2.964 sec/game, 19.5 min. total, 489.1 MB
dispersal_cartoon v6 456 games, 376338 moves, e=0.627, loss: 116.3, +, 15.5% elo% vs. random_no_suicide, avg. reward: 5.860, 2.954 sec/game, 19.5 min. total, 487.5 MB
dispersal_cartoon v6 457 games, 377359 moves, e=0.626, loss: 120.6, +, 17.6% elo% vs. random_no_suicide, avg. reward: 5.869, 2.944 sec/game, 19.5 min. total, 487.5 MB
dispersal_cartoon v6 458 games, 378407 moves, e=0.625, loss: 121.4, -, 17.2% elo% vs. random_no_suicide, avg. reward: 5.874, 2.948 sec/game, 19.6 min. total, 487.4 MB
dispersal_cartoon v6 459 games, 379277 moves, e=0.625, loss: 119.4, -, 16.7% elo% vs. random_no_suicide, avg. reward: 5.870, 2.942 sec/game, 19.6 min. total, 486.5 MB
dispersal_cartoon v6 460 games, 380299 moves, e=0.624, loss: 127.3, -, 16.3% elo% vs. random_no_suicide, avg. reward: 5.875, 2.959 sec/game, 19.7 min. total, 486.6 MB
dispersal_cartoon v6 461 games, 381481 moves, e=0.622, loss: 124.6, -, 15.9% elo% vs. random_no_suicide, avg. reward: 5.882, 2.993 sec/game, 19.7 min. total, 487.1 MB
dispersal_cartoon v6 462 games, 382582 moves, e=0.621, loss: 132.9, -, 15.5% elo% vs. random_no_suicide, avg. reward: 5.889, 2.977 sec/game, 19.8 min. total, 487.3 MB
dispersal_cartoon v6 463 games, 383479 moves, e=0.620, loss: 143.9, -, 15.1% elo% vs. random_no_suicide, avg. reward: 5.891, 2.960 sec/game, 19.8 min. total, 489.8 MB
dispersal_cartoon v6 464 games, 384382 moves, e=0.619, loss: 141.8, -, 14.8% elo% vs. random_no_suicide, avg. reward: 5.887, 2.972 sec/game, 19.9 min. total, 487.7 MB
dispersal_cartoon v6 465 games, 385499 moves, e=0.618, loss: 130.5, -, 14.4% elo% vs. random_no_suicide, avg. reward: 5.887, 2.927 sec/game, 19.9 min. total, 490.2 MB
dispersal_cartoon v6 466 games, 386656 moves, e=0.617, loss: 130.4, -, 14.1% elo% vs. random_no_suicide, avg. reward: 5.885, 2.963 sec/game, 20.0 min. total, 490.2 MB
dispersal_cartoon v6 467 games, 387594 moves, e=0.616, loss: 129.7, -, 13.8% elo% vs. random_no_suicide, avg. reward: 5.890, 2.908 sec/game, 20.0 min. total, 489.8 MB
dispersal_cartoon v6 468 games, 388625 moves, e=0.615, loss: 130.1, -, 13.5% elo% vs. random_no_suicide, avg. reward: 5.893, 2.832 sec/game, 20.1 min. total, 489.6 MB
dispersal_cartoon v6 469 games, 389683 moves, e=0.614, loss: 117.4, -, 13.2% elo% vs. random_no_suicide, avg. reward: 5.899, 2.820 sec/game, 20.1 min. total, 489.9 MB
dispersal_cartoon v6 470 games, 390878 moves, e=0.613, loss: 118.8, -, 12.9% elo% vs. random_no_suicide, avg. reward: 5.917, 2.813 sec/game, 20.2 min. total, 494.1 MB
dispersal_cartoon v6 471 games, 391991 moves, e=0.612, loss: 123.6, -, 12.7% elo% vs. random_no_suicide, avg. reward: 5.912, 2.846 sec/game, 20.2 min. total, 492.2 MB
dispersal_cartoon v6 472 games, 393025 moves, e=0.611, loss: 119.8, -, 12.4% elo% vs. random_no_suicide, avg. reward: 5.919, 2.870 sec/game, 20.3 min. total, 491.3 MB
dispersal_cartoon v6 473 games, 394085 moves, e=0.610, loss: 113.8, +, 14.3% elo% vs. random_no_suicide, avg. reward: 5.929, 2.890 sec/game, 20.3 min. total, 493.7 MB
dispersal_cartoon v6 474 games, 395240 moves, e=0.609, loss: 110.8, -, 14.0% elo% vs. random_no_suicide, avg. reward: 5.931, 2.921 sec/game, 20.4 min. total, 491.6 MB
dispersal_cartoon v6 475 games, 396070 moves, e=0.608, loss: 120.9, -, 13.7% elo% vs. random_no_suicide, avg. reward: 5.925, 2.934 sec/game, 20.4 min. total, 491.6 MB
dispersal_cartoon v6 476 games, 397084 moves, e=0.607, loss: 111.4, -, 13.4% elo% vs. random_no_suicide, avg. reward: 5.941, 2.928 sec/game, 20.5 min. total, 491.6 MB
dispersal_cartoon v6 477 games, 398095 moves, e=0.606, loss: 109.7, -, 13.1% elo% vs. random_no_suicide, avg. reward: 5.948, 2.931 sec/game, 20.5 min. total, 492.1 MB
dispersal_cartoon v6 478 games, 399152 moves, e=0.605, loss: 106.6, -, 12.8% elo% vs. random_no_suicide, avg. reward: 5.959, 2.936 sec/game, 20.6 min. total, 494.2 MB
dispersal_cartoon v6 479 games, 400169 moves, e=0.604, loss: 111.9, -, 12.6% elo% vs. random_no_suicide, avg. reward: 5.961, 2.960 sec/game, 20.6 min. total, 494.3 MB
dispersal_cartoon v6 480 games, 401162 moves, e=0.603, loss: 113.0, -, 12.3% elo% vs. random_no_suicide, avg. reward: 5.964, 2.975 sec/game, 20.7 min. total, 493.5 MB
dispersal_cartoon v6 481 games, 402282 moves, e=0.602, loss: 117.2, ., 13.1% elo% vs. random_no_suicide, avg. reward: 5.966, 2.960 sec/game, 20.7 min. total, 496.4 MB
dispersal_cartoon v6 482 games, 403277 moves, e=0.601, loss: 121.8, -, 12.8% elo% vs. random_no_suicide, avg. reward: 5.970, 2.980 sec/game, 20.8 min. total, 494.1 MB
dispersal_cartoon v6 483 games, 404417 moves, e=0.600, loss: 142.2, +, 14.7% elo% vs. random_no_suicide, avg. reward: 5.968, 3.067 sec/game, 20.9 min. total, 493.6 MB
dispersal_cartoon v6 484 games, 405588 moves, e=0.598, loss: 145.6, -, 14.4% elo% vs. random_no_suicide, avg. reward: 5.988, 3.077 sec/game, 20.9 min. total, 491.3 MB
dispersal_cartoon v6 485 games, 406622 moves, e=0.597, loss: 137.6, -, 14.0% elo% vs. random_no_suicide, avg. reward: 5.983, 3.069 sec/game, 21.0 min. total, 491.9 MB
dispersal_cartoon v6 486 games, 407684 moves, e=0.596, loss: 146.2, -, 13.7% elo% vs. random_no_suicide, avg. reward: 5.980, 3.089 sec/game, 21.0 min. total, 492.8 MB
dispersal_cartoon v6 487 games, 408851 moves, e=0.595, loss: 144.6, -, 13.4% elo% vs. random_no_suicide, avg. reward: 5.987, 3.122 sec/game, 21.1 min. total, 492.9 MB
dispersal_cartoon v6 488 games, 410187 moves, e=0.594, loss: 139.3, -, 13.2% elo% vs. random_no_suicide, avg. reward: 5.990, 3.186 sec/game, 21.1 min. total, 492.8 MB
dispersal_cartoon v6 489 games, 411401 moves, e=0.593, loss: 141.3, -, 12.9% elo% vs. random_no_suicide, avg. reward: 5.994, 3.230 sec/game, 21.2 min. total, 495.2 MB
dispersal_cartoon v6 490 games, 412500 moves, e=0.592, loss: 133.0, -, 12.6% elo% vs. random_no_suicide, avg. reward: 6.003, 3.220 sec/game, 21.2 min. total, 493.1 MB
dispersal_cartoon v6 491 games, 413666 moves, e=0.590, loss: 135.1, -, 12.4% elo% vs. random_no_suicide, avg. reward: 6.005, 3.213 sec/game, 21.3 min. total, 493.2 MB
dispersal_cartoon v6 492 games, 414888 moves, e=0.589, loss: 123.5, -, 12.1% elo% vs. random_no_suicide, avg. reward: 6.008, 3.252 sec/game, 21.4 min. total, 494.9 MB
dispersal_cartoon v6 493 games, 415955 moves, e=0.588, loss: 121.1, -, 11.9% elo% vs. random_no_suicide, avg. reward: 6.015, 3.250 sec/game, 21.4 min. total, 496.3 MB
dispersal_cartoon v6 494 games, 417055 moves, e=0.587, loss: 114.6, -, 11.7% elo% vs. random_no_suicide, avg. reward: 6.023, 3.249 sec/game, 21.5 min. total, 498.8 MB
dispersal_cartoon v6 495 games, 418147 moves, e=0.586, loss: 115.0, -, 11.4% elo% vs. random_no_suicide, avg. reward: 6.030, 3.275 sec/game, 21.5 min. total, 496.7 MB
dispersal_cartoon v6 496 games, 419310 moves, e=0.585, loss: 100.1, -, 11.2% elo% vs. random_no_suicide, avg. reward: 6.033, 3.314 sec/game, 21.6 min. total, 496.6 MB
dispersal_cartoon v6 497 games, 420400 moves, e=0.584, loss: 104.6, ., 12.0% elo% vs. random_no_suicide, avg. reward: 6.034, 3.343 sec/game, 21.6 min. total, 499.1 MB
dispersal_cartoon v6 498 games, 421453 moves, e=0.583, loss: 107.4, -, 11.7% elo% vs. random_no_suicide, avg. reward: 6.029, 3.355 sec/game, 21.7 min. total, 499.4 MB
dispersal_cartoon v6 499 games, 422479 moves, e=0.582, loss: 105.3, +, 13.5% elo% vs. random_no_suicide, avg. reward: 6.035, 3.358 sec/game, 21.7 min. total, 498.1 MB
dispersal_cartoon v6 500 games, 423486 moves, e=0.581, loss: 113.8, -, 13.2% elo% vs. random_no_suicide, avg. reward: 6.037, 3.343 sec/game, 21.8 min. total, 497.9 MB
dispersal_cartoon v7 501 games, 424510 moves, e=0.580, loss: 120.4, -, 47.7% elo% vs. random_no_suicide, avg. reward: 6.038, 3.351 sec/game, 21.8 min. total, 498.2 MB
dispersal_cartoon v7 502 games, 425443 moves, e=0.579, loss: 112.5, -, 45.5% elo% vs. random_no_suicide, avg. reward: 6.036, 3.314 sec/game, 21.9 min. total, 498.3 MB
dispersal_cartoon v7 503 games, 426538 moves, e=0.578, loss: 116.3, -, 43.4% elo% vs. random_no_suicide, avg. reward: 6.041, 3.266 sec/game, 21.9 min. total, 498.3 MB
dispersal_cartoon v7 504 games, 427599 moves, e=0.577, loss: 110.5, -, 41.5% elo% vs. random_no_suicide, avg. reward: 6.042, 3.260 sec/game, 22.0 min. total, 498.9 MB
dispersal_cartoon v7 505 games, 428752 moves, e=0.576, loss: 110.7, -, 39.6% elo% vs. random_no_suicide, avg. reward: 6.045, 3.291 sec/game, 22.1 min. total, 501.0 MB
dispersal_cartoon v7 506 games, 429722 moves, e=0.575, loss: 113.8, +, 42.3% elo% vs. random_no_suicide, avg. reward: 6.051, 3.277 sec/game, 22.1 min. total, 502.8 MB
dispersal_cartoon v7 507 games, 430657 moves, e=0.574, loss: 117.6, +, 44.9% elo% vs. random_no_suicide, avg. reward: 6.049, 3.263 sec/game, 22.2 min. total, 504.7 MB
dispersal_cartoon v7 508 games, 431768 moves, e=0.573, loss: 118.8, -, 42.9% elo% vs. random_no_suicide, avg. reward: 6.050, 3.245 sec/game, 22.2 min. total, 500.8 MB
dispersal_cartoon v7 509 games, 432679 moves, e=0.572, loss: 121.0, -, 41.0% elo% vs. random_no_suicide, avg. reward: 6.051, 3.210 sec/game, 22.3 min. total, 504.7 MB
dispersal_cartoon v7 510 games, 433915 moves, e=0.570, loss: 115.5, -, 39.2% elo% vs. random_no_suicide, avg. reward: 6.056, 3.249 sec/game, 22.3 min. total, 502.9 MB
dispersal_cartoon v7 511 games, 434968 moves, e=0.569, loss: 109.9, ., 39.6% elo% vs. random_no_suicide, avg. reward: 6.065, 3.241 sec/game, 22.4 min. total, 503.9 MB
dispersal_cartoon v7 512 games, 436280 moves, e=0.568, loss: 111.4, ., 40.1% elo% vs. random_no_suicide, avg. reward: 6.064, 3.235 sec/game, 22.4 min. total, 501.8 MB
dispersal_cartoon v7 513 games, 437403 moves, e=0.567, loss: 100.7, -, 38.3% elo% vs. random_no_suicide, avg. reward: 6.071, 3.259 sec/game, 22.5 min. total, 501.6 MB
dispersal_cartoon v7 514 games, 438440 moves, e=0.566, loss: 108.5, -, 36.7% elo% vs. random_no_suicide, avg. reward: 6.076, 3.226 sec/game, 22.5 min. total, 501.4 MB
dispersal_cartoon v7 515 games, 439702 moves, e=0.565, loss: 102.6, -, 35.1% elo% vs. random_no_suicide, avg. reward: 6.088, 3.239 sec/game, 22.6 min. total, 502.0 MB
dispersal_cartoon v7 516 games, 440922 moves, e=0.563, loss: 106.5, -, 33.7% elo% vs. random_no_suicide, avg. reward: 6.083, 3.227 sec/game, 22.7 min. total, 502.1 MB
dispersal_cartoon v7 517 games, 442066 moves, e=0.562, loss: 108.4, +, 36.5% elo% vs. random_no_suicide, avg. reward: 6.095, 3.218 sec/game, 22.7 min. total, 508.2 MB
dispersal_cartoon v7 518 games, 443328 moves, e=0.561, loss: 109.6, +, 39.2% elo% vs. random_no_suicide, avg. reward: 6.098, 3.234 sec/game, 22.8 min. total, 504.8 MB
dispersal_cartoon v7 519 games, 444655 moves, e=0.560, loss: 109.8, -, 37.5% elo% vs. random_no_suicide, avg. reward: 6.116, 3.256 sec/game, 22.8 min. total, 506.9 MB
dispersal_cartoon v7 520 games, 445868 moves, e=0.559, loss: 112.2, +, 40.2% elo% vs. random_no_suicide, avg. reward: 6.131, 3.276 sec/game, 22.9 min. total, 507.7 MB
dispersal_cartoon v7 521 games, 447180 moves, e=0.557, loss: 134.8, -, 38.5% elo% vs. random_no_suicide, avg. reward: 6.143, 3.290 sec/game, 22.9 min. total, 505.5 MB
dispersal_cartoon v7 522 games, 448231 moves, e=0.556, loss: 124.3, +, 41.2% elo% vs. random_no_suicide, avg. reward: 6.152, 3.290 sec/game, 23.0 min. total, 507.6 MB
dispersal_cartoon v7 523 games, 449289 moves, e=0.555, loss: 121.2, -, 39.4% elo% vs. random_no_suicide, avg. reward: 6.155, 3.280 sec/game, 23.0 min. total, 509.3 MB
dispersal_cartoon v7 524 games, 450352 moves, e=0.554, loss: 122.8, -, 37.6% elo% vs. random_no_suicide, avg. reward: 6.160, 3.259 sec/game, 23.1 min. total, 509.1 MB
dispersal_cartoon v7 525 games, 451374 moves, e=0.553, loss: 125.5, ., 38.2% elo% vs. random_no_suicide, avg. reward: 6.166, 3.227 sec/game, 23.1 min. total, 507.4 MB
dispersal_cartoon v7 526 games, 452472 moves, e=0.552, loss: 125.3, -, 36.5% elo% vs. random_no_suicide, avg. reward: 6.174, 3.220 sec/game, 23.2 min. total, 507.2 MB
dispersal_cartoon v7 527 games, 453467 moves, e=0.551, loss: 115.0, -, 35.0% elo% vs. random_no_suicide, avg. reward: 6.167, 3.219 sec/game, 23.2 min. total, 507.2 MB
dispersal_cartoon v7 528 games, 454556 moves, e=0.550, loss: 125.5, -, 33.5% elo% vs. random_no_suicide, avg. reward: 6.173, 3.189 sec/game, 23.3 min. total, 506.5 MB
dispersal_cartoon v7 529 games, 455612 moves, e=0.549, loss: 126.9, -, 32.2% elo% vs. random_no_suicide, avg. reward: 6.175, 3.187 sec/game, 23.3 min. total, 506.5 MB
dispersal_cartoon v7 530 games, 456769 moves, e=0.548, loss: 117.9, -, 30.9% elo% vs. random_no_suicide, avg. reward: 6.178, 3.144 sec/game, 23.4 min. total, 508.8 MB
dispersal_cartoon v7 531 games, 458010 moves, e=0.547, loss: 123.1, -, 29.7% elo% vs. random_no_suicide, avg. reward: 6.185, 3.152 sec/game, 23.4 min. total, 511.4 MB
dispersal_cartoon v7 532 games, 459038 moves, e=0.546, loss: 117.2, -, 28.6% elo% vs. random_no_suicide, avg. reward: 6.195, 3.115 sec/game, 23.5 min. total, 509.4 MB
dispersal_cartoon v7 533 games, 460157 moves, e=0.544, loss: 120.8, -, 27.5% elo% vs. random_no_suicide, avg. reward: 6.208, 3.081 sec/game, 23.5 min. total, 511.5 MB
dispersal_cartoon v7 534 games, 461392 moves, e=0.543, loss: 129.2, -, 26.5% elo% vs. random_no_suicide, avg. reward: 6.215, 3.120 sec/game, 23.6 min. total, 511.5 MB
dispersal_cartoon v7 535 games, 462487 moves, e=0.542, loss: 123.0, +, 29.2% elo% vs. random_no_suicide, avg. reward: 6.214, 3.096 sec/game, 23.6 min. total, 513.9 MB
dispersal_cartoon v7 536 games, 463812 moves, e=0.541, loss: 125.2, -, 28.1% elo% vs. random_no_suicide, avg. reward: 6.217, 3.093 sec/game, 23.7 min. total, 512.9 MB
dispersal_cartoon v7 537 games, 464763 moves, e=0.540, loss: 127.7, -, 27.1% elo% vs. random_no_suicide, avg. reward: 6.219, 3.057 sec/game, 23.7 min. total, 514.0 MB
dispersal_cartoon v7 538 games, 466029 moves, e=0.539, loss: 126.0, -, 26.1% elo% vs. random_no_suicide, avg. reward: 6.221, 3.047 sec/game, 23.8 min. total, 514.0 MB
dispersal_cartoon v7 539 games, 467190 moves, e=0.537, loss: 130.3, -, 25.2% elo% vs. random_no_suicide, avg. reward: 6.230, 3.020 sec/game, 23.8 min. total, 512.1 MB
dispersal_cartoon v7 540 games, 468328 moves, e=0.536, loss: 133.0, +, 27.9% elo% vs. random_no_suicide, avg. reward: 6.229, 2.997 sec/game, 23.9 min. total, 514.2 MB
dispersal_cartoon v7 541 games, 469353 moves, e=0.535, loss: 138.3, -, 26.9% elo% vs. random_no_suicide, avg. reward: 6.219, 2.978 sec/game, 23.9 min. total, 514.8 MB
dispersal_cartoon v7 542 games, 470360 moves, e=0.534, loss: 125.6, -, 25.9% elo% vs. random_no_suicide, avg. reward: 6.209, 2.974 sec/game, 24.0 min. total, 513.0 MB
dispersal_cartoon v7 543 games, 471762 moves, e=0.533, loss: 135.8, +, 28.6% elo% vs. random_no_suicide, avg. reward: 6.226, 2.983 sec/game, 24.0 min. total, 514.1 MB
dispersal_cartoon v7 544 games, 472954 moves, e=0.532, loss: 140.4, -, 27.5% elo% vs. random_no_suicide, avg. reward: 6.241, 2.999 sec/game, 24.1 min. total, 514.1 MB
dispersal_cartoon v7 545 games, 474240 moves, e=0.531, loss: 143.5, -, 26.5% elo% vs. random_no_suicide, avg. reward: 6.267, 3.019 sec/game, 24.1 min. total, 514.4 MB
dispersal_cartoon v7 546 games, 475522 moves, e=0.529, loss: 135.6, +, 29.3% elo% vs. random_no_suicide, avg. reward: 6.291, 25.285 sec/game, 31.6 min. total, 516.3 MB
dispersal_cartoon v7 547 games, 476812 moves, e=0.528, loss: 131.3, -, 28.2% elo% vs. random_no_suicide, avg. reward: 6.311, 25.342 sec/game, 31.7 min. total, 516.4 MB
dispersal_cartoon v7 548 games, 478100 moves, e=0.527, loss: 116.3, ., 29.0% elo% vs. random_no_suicide, avg. reward: 6.325, 25.370 sec/game, 31.7 min. total, 514.4 MB
dispersal_cartoon v7 549 games, 479213 moves, e=0.526, loss: 134.3, -, 27.9% elo% vs. random_no_suicide, avg. reward: 6.325, 25.386 sec/game, 31.8 min. total, 518.7 MB
dispersal_cartoon v7 550 games, 480423 moves, e=0.524, loss: 138.1, +, 30.6% elo% vs. random_no_suicide, avg. reward: 6.330, 25.437 sec/game, 31.9 min. total, 518.5 MB
dispersal_cartoon v7 551 games, 481643 moves, e=0.523, loss: 125.4, -, 29.5% elo% vs. random_no_suicide, avg. reward: 6.339, 25.494 sec/game, 31.9 min. total, 515.5 MB
dispersal_cartoon v7 552 games, 483050 moves, e=0.522, loss: 122.2, -, 28.3% elo% vs. random_no_suicide, avg. reward: 6.370, 25.536 sec/game, 32.0 min. total, 513.9 MB
dispersal_cartoon v7 553 games, 484288 moves, e=0.521, loss: 143.7, ., 29.2% elo% vs. random_no_suicide, avg. reward: 6.374, 25.569 sec/game, 32.0 min. total, 516.2 MB
dispersal_cartoon v7 554 games, 485413 moves, e=0.519, loss: 130.8, -, 28.1% elo% vs. random_no_suicide, avg. reward: 6.368, 25.556 sec/game, 32.1 min. total, 516.0 MB
dispersal_cartoon v7 555 games, 486487 moves, e=0.518, loss: 137.5, -, 27.0% elo% vs. random_no_suicide, avg. reward: 6.380, 25.560 sec/game, 32.2 min. total, 515.0 MB
dispersal_cartoon v7 556 games, 487501 moves, e=0.517, loss: 131.8, -, 26.1% elo% vs. random_no_suicide, avg. reward: 6.384, 25.556 sec/game, 32.2 min. total, 517.0 MB
dispersal_cartoon v7 557 games, 488556 moves, e=0.516, loss: 133.4, +, 28.8% elo% vs. random_no_suicide, avg. reward: 6.379, 25.579 sec/game, 32.3 min. total, 517.1 MB
dispersal_cartoon v7 558 games, 489622 moves, e=0.515, loss: 144.5, -, 27.7% elo% vs. random_no_suicide, avg. reward: 6.380, 25.573 sec/game, 32.3 min. total, 515.1 MB
