dispersal_cartoon v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 306.3 MB
dispersal_cartoon v12 889 games, 1204199 moves, e=0.010, loss: 165.1, +, 68.8% elo% vs. terrible_bot, avg. reward: 12.839, 9.459 sec/game, 63.9 min. total, 552.3 MB
dispersal_cartoon v12 890 games, 1208184 moves, e=0.010, loss: 178.1, +, 70.1% elo% vs. terrible_bot, avg. reward: 12.849, 9.540 sec/game, 64.1 min. total, 549.5 MB
dispersal_cartoon v13 891 games, 1212051 moves, e=0.010, loss: 172.5, -, 49.9% elo% vs. supershibe, avg. reward: 12.880, 9.569 sec/game, 64.2 min. total, 553.1 MB
dispersal_cartoon v13 892 games, 1215881 moves, e=0.010, loss: 180.2, ., 49.9% elo% vs. supershibe, avg. reward: 12.910, 9.608 sec/game, 64.4 min. total, 556.7 MB
dispersal_cartoon v13 893 games, 1219947 moves, e=0.010, loss: 179.9, +, 52.2% elo% vs. supershibe, avg. reward: 12.920, 9.622 sec/game, 64.6 min. total, 555.9 MB
dispersal_cartoon v13 894 games, 1224172 moves, e=0.010, loss: 169.4, -, 49.8% elo% vs. supershibe, avg. reward: 12.968, 9.707 sec/game, 64.7 min. total, 556.1 MB
dispersal_cartoon v13 895 games, 1227899 moves, e=0.010, loss: 177.2, +, 52.1% elo% vs. supershibe, avg. reward: 13.007, 9.701 sec/game, 64.9 min. total, 559.1 MB
dispersal_cartoon v13 896 games, 1231796 moves, e=0.010, loss: 177.3, +, 54.3% elo% vs. supershibe, avg. reward: 13.064, 9.639 sec/game, 65.1 min. total, 556.9 MB
dispersal_cartoon v13 897 games, 1235070 moves, e=0.010, loss: 230.4, +, 56.4% elo% vs. supershibe, avg. reward: 13.036, 9.552 sec/game, 65.2 min. total, 559.9 MB
dispersal_cartoon v13 898 games, 1239116 moves, e=0.010, loss: 259.7, +, 58.4% elo% vs. supershibe, avg. reward: 13.092, 9.494 sec/game, 65.4 min. total, 560.3 MB
dispersal_cartoon v13 899 games, 1242917 moves, e=0.010, loss: 261.4, +, 60.2% elo% vs. supershibe, avg. reward: 13.099, 9.576 sec/game, 65.6 min. total, 562.1 MB
dispersal_cartoon v13 900 games, 1246955 moves, e=0.010, loss: 236.4, +, 61.9% elo% vs. supershibe, avg. reward: 13.128, 9.587 sec/game, 65.7 min. total, 564.0 MB
dispersal_cartoon v14 901 games, 1250872 moves, e=0.010, loss: 217.9, +, 52.3% elo% vs. supershibe, avg. reward: 13.149, 9.633 sec/game, 65.9 min. total, 562.4 MB
dispersal_cartoon v14 902 games, 1255057 moves, e=0.010, loss: 197.8, +, 54.5% elo% vs. supershibe, avg. reward: 13.207, 9.757 sec/game, 66.1 min. total, 561.4 MB
dispersal_cartoon v14 903 games, 1259008 moves, e=0.010, loss: 202.8, +, 56.6% elo% vs. supershibe, avg. reward: 13.240, 9.820 sec/game, 66.3 min. total, 563.9 MB
dispersal_cartoon v14 904 games, 1262583 moves, e=0.010, loss: 210.2, +, 58.5% elo% vs. supershibe, avg. reward: 13.254, 9.866 sec/game, 66.4 min. total, 563.9 MB
dispersal_cartoon v14 905 games, 1266782 moves, e=0.010, loss: 192.6, +, 60.4% elo% vs. supershibe, avg. reward: 13.277, 9.951 sec/game, 66.6 min. total, 566.6 MB
dispersal_cartoon v14 906 games, 1270387 moves, e=0.010, loss: 224.0, +, 62.1% elo% vs. supershibe, avg. reward: 13.274, 9.912 sec/game, 66.7 min. total, 567.1 MB
dispersal_cartoon v14 907 games, 1274127 moves, e=0.010, loss: 177.5, +, 63.7% elo% vs. supershibe, avg. reward: 13.320, 9.853 sec/game, 66.9 min. total, 566.6 MB
dispersal_cartoon v14 908 games, 1277966 moves, e=0.010, loss: 192.0, +, 65.2% elo% vs. supershibe, avg. reward: 13.318, 9.861 sec/game, 67.0 min. total, 566.9 MB
dispersal_cartoon v14 909 games, 1281761 moves, e=0.010, loss: 182.3, +, 66.7% elo% vs. supershibe, avg. reward: 13.334, 9.848 sec/game, 67.2 min. total, 566.8 MB
dispersal_cartoon v14 910 games, 1285515 moves, e=0.010, loss: 172.4, +, 68.0% elo% vs. supershibe, avg. reward: 13.360, 9.870 sec/game, 67.4 min. total, 567.0 MB
dispersal_cartoon v14 911 games, 1289255 moves, e=0.010, loss: 192.9, +, 69.3% elo% vs. supershibe, avg. reward: 13.334, 9.854 sec/game, 67.5 min. total, 567.6 MB
dispersal_cartoon v14 912 games, 1292994 moves, e=0.010, loss: 206.5, -, 66.5% elo% vs. supershibe, avg. reward: 13.344, 9.806 sec/game, 67.7 min. total, 567.8 MB
dispersal_cartoon v14 913 games, 1296809 moves, e=0.010, loss: 184.6, ., 65.8% elo% vs. supershibe, avg. reward: 13.309, 9.813 sec/game, 67.8 min. total, 570.5 MB
dispersal_cartoon v14 914 games, 1300638 moves, e=0.010, loss: 170.8, +, 67.2% elo% vs. supershibe, avg. reward: 13.311, 9.807 sec/game, 68.0 min. total, 569.7 MB
dispersal_cartoon v14 915 games, 1304560 moves, e=0.010, loss: 174.4, +, 68.6% elo% vs. supershibe, avg. reward: 13.337, 9.769 sec/game, 68.2 min. total, 570.2 MB
dispersal_cartoon v14 916 games, 1308041 moves, e=0.010, loss: 177.6, ., 67.8% elo% vs. supershibe, avg. reward: 13.344, 9.732 sec/game, 68.3 min. total, 572.4 MB
dispersal_cartoon v14 917 games, 1311960 moves, e=0.010, loss: 157.8, +, 69.1% elo% vs. supershibe, avg. reward: 13.388, 9.770 sec/game, 68.5 min. total, 570.5 MB
dispersal_cartoon v14 918 games, 1315654 moves, e=0.010, loss: 152.4, -, 66.3% elo% vs. supershibe, avg. reward: 13.349, 9.740 sec/game, 68.6 min. total, 571.5 MB
dispersal_cartoon v14 919 games, 1319846 moves, e=0.010, loss: 155.2, -, 63.5% elo% vs. supershibe, avg. reward: 13.351, 9.751 sec/game, 68.8 min. total, 571.6 MB
dispersal_cartoon v14 920 games, 1323479 moves, e=0.010, loss: 137.1, +, 65.1% elo% vs. supershibe, avg. reward: 13.362, 9.701 sec/game, 69.0 min. total, 572.9 MB
dispersal_cartoon v14 921 games, 1327420 moves, e=0.010, loss: 154.8, -, 62.3% elo% vs. supershibe, avg. reward: 13.353, 9.735 sec/game, 69.1 min. total, 570.5 MB
dispersal_cartoon v14 922 games, 1331253 moves, e=0.010, loss: 145.2, +, 63.9% elo% vs. supershibe, avg. reward: 13.366, 9.655 sec/game, 69.3 min. total, 572.8 MB
dispersal_cartoon v14 923 games, 1335054 moves, e=0.010, loss: 172.3, +, 65.4% elo% vs. supershibe, avg. reward: 13.334, 9.643 sec/game, 69.5 min. total, 575.8 MB
dispersal_cartoon v14 924 games, 1338776 moves, e=0.010, loss: 194.7, ., 64.8% elo% vs. supershibe, avg. reward: 13.343, 9.683 sec/game, 69.6 min. total, 578.1 MB
dispersal_cartoon v14 925 games, 1342943 moves, e=0.010, loss: 181.3, +, 66.3% elo% vs. supershibe, avg. reward: 13.358, 9.689 sec/game, 69.8 min. total, 576.4 MB
dispersal_cartoon v14 926 games, 1346777 moves, e=0.010, loss: 176.0, +, 67.6% elo% vs. supershibe, avg. reward: 13.347, 9.745 sec/game, 70.0 min. total, 577.7 MB
dispersal_cartoon v14 927 games, 1350853 moves, e=0.010, loss: 178.2, -, 64.8% elo% vs. supershibe, avg. reward: 13.342, 9.806 sec/game, 70.1 min. total, 579.1 MB
dispersal_cartoon v14 928 games, 1354646 moves, e=0.010, loss: 150.2, +, 66.3% elo% vs. supershibe, avg. reward: 13.329, 9.829 sec/game, 70.3 min. total, 576.5 MB
dispersal_cartoon v14 929 games, 1358413 moves, e=0.010, loss: 147.6, -, 63.5% elo% vs. supershibe, avg. reward: 13.369, 9.811 sec/game, 70.5 min. total, 577.6 MB
dispersal_cartoon v14 930 games, 1362223 moves, e=0.010, loss: 164.6, -, 60.8% elo% vs. supershibe, avg. reward: 13.367, 9.753 sec/game, 70.6 min. total, 581.9 MB
dispersal_cartoon v14 931 games, 1365887 moves, e=0.010, loss: 149.5, +, 62.5% elo% vs. supershibe, avg. reward: 13.382, 9.757 sec/game, 70.8 min. total, 581.5 MB
dispersal_cartoon v14 932 games, 1369730 moves, e=0.010, loss: 132.4, -, 59.7% elo% vs. supershibe, avg. reward: 13.394, 9.785 sec/game, 70.9 min. total, 580.5 MB
dispersal_cartoon v14 933 games, 1373232 moves, e=0.010, loss: 161.5, -, 57.1% elo% vs. supershibe, avg. reward: 13.384, 9.766 sec/game, 71.1 min. total, 585.3 MB
dispersal_cartoon v14 934 games, 1376624 moves, e=0.010, loss: 155.2, +, 59.0% elo% vs. supershibe, avg. reward: 13.357, 9.675 sec/game, 71.2 min. total, 583.9 MB
dispersal_cartoon v14 935 games, 1380166 moves, e=0.010, loss: 162.4, +, 60.8% elo% vs. supershibe, avg. reward: 13.340, 9.640 sec/game, 71.4 min. total, 582.3 MB
dispersal_cartoon v14 936 games, 1383785 moves, e=0.010, loss: 154.8, +, 62.5% elo% vs. supershibe, avg. reward: 13.335, 9.604 sec/game, 71.5 min. total, 583.3 MB
dispersal_cartoon v14 937 games, 1387424 moves, e=0.010, loss: 160.6, +, 64.1% elo% vs. supershibe, avg. reward: 13.352, 9.560 sec/game, 71.7 min. total, 585.3 MB
dispersal_cartoon v14 938 games, 1390975 moves, e=0.010, loss: 161.3, +, 65.6% elo% vs. supershibe, avg. reward: 13.306, 9.510 sec/game, 71.8 min. total, 585.0 MB
dispersal_cartoon v14 939 games, 1394881 moves, e=0.010, loss: 132.5, +, 67.0% elo% vs. supershibe, avg. reward: 13.316, 9.451 sec/game, 72.0 min. total, 584.4 MB
dispersal_cartoon v14 940 games, 1398276 moves, e=0.010, loss: 150.6, +, 68.4% elo% vs. supershibe, avg. reward: 13.291, 9.411 sec/game, 72.1 min. total, 586.4 MB
dispersal_cartoon v14 941 games, 1401659 moves, e=0.010, loss: 146.6, +, 69.6% elo% vs. supershibe, avg. reward: 13.290, 9.298 sec/game, 72.2 min. total, 585.1 MB
dispersal_cartoon v14 942 games, 1405220 moves, e=0.010, loss: 164.0, -, 66.8% elo% vs. supershibe, avg. reward: 13.279, 9.253 sec/game, 72.4 min. total, 585.7 MB
dispersal_cartoon v14 943 games, 1408682 moves, e=0.010, loss: 166.5, ., 66.1% elo% vs. supershibe, avg. reward: 13.245, 9.230 sec/game, 72.5 min. total, 585.6 MB
dispersal_cartoon v14 944 games, 1412305 moves, e=0.010, loss: 153.1, -, 63.4% elo% vs. supershibe, avg. reward: 13.258, 9.260 sec/game, 72.7 min. total, 588.1 MB
dispersal_cartoon v14 945 games, 1415520 moves, e=0.010, loss: 172.2, -, 60.6% elo% vs. supershibe, avg. reward: 13.238, 9.120 sec/game, 72.8 min. total, 588.9 MB
dispersal_cartoon v14 946 games, 1419248 moves, e=0.010, loss: 176.2, +, 62.3% elo% vs. supershibe, avg. reward: 13.230, 9.076 sec/game, 73.0 min. total, 589.1 MB
dispersal_cartoon v14 947 games, 1422779 moves, e=0.010, loss: 159.2, +, 64.0% elo% vs. supershibe, avg. reward: 13.204, 9.017 sec/game, 73.2 min. total, 591.5 MB
dispersal_cartoon v14 948 games, 1426279 moves, e=0.010, loss: 165.6, +, 65.5% elo% vs. supershibe, avg. reward: 13.193, 8.974 sec/game, 73.3 min. total, 593.4 MB
dispersal_cartoon v14 949 games, 1429743 moves, e=0.010, loss: 184.6, +, 66.9% elo% vs. supershibe, avg. reward: 13.192, 8.928 sec/game, 73.4 min. total, 592.8 MB
dispersal_cartoon v14 950 games, 1433401 moves, e=0.010, loss: 249.1, +, 68.2% elo% vs. supershibe, avg. reward: 13.198, 8.893 sec/game, 73.6 min. total, 590.8 MB
dispersal_cartoon v14 951 games, 1436971 moves, e=0.010, loss: 210.7, +, 69.5% elo% vs. supershibe, avg. reward: 13.137, 8.848 sec/game, 73.7 min. total, 593.9 MB
dispersal_cartoon v14 952 games, 1440548 moves, e=0.010, loss: 226.8, +, 70.7% elo% vs. supershibe, avg. reward: 13.132, 8.828 sec/game, 73.9 min. total, 593.4 MB
dispersal_cartoon v15 953 games, 1444326 moves, e=0.010, loss: 214.8, -, 49.9% elo% vs. gir, avg. reward: 13.114, 8.787 sec/game, 74.0 min. total, 592.5 MB
dispersal_cartoon v15 954 games, 1448024 moves, e=0.010, loss: 243.3, -, 47.6% elo% vs. gir, avg. reward: 13.096, 8.797 sec/game, 74.2 min. total, 592.7 MB
dispersal_cartoon v15 955 games, 1451644 moves, e=0.010, loss: 234.1, -, 45.4% elo% vs. gir, avg. reward: 13.081, 8.797 sec/game, 74.3 min. total, 594.7 MB
dispersal_cartoon v15 956 games, 1455193 moves, e=0.010, loss: 266.8, -, 43.4% elo% vs. gir, avg. reward: 13.059, 8.778 sec/game, 74.4 min. total, 595.8 MB
dispersal_cartoon v15 957 games, 1458855 moves, e=0.010, loss: 250.1, -, 41.4% elo% vs. gir, avg. reward: 13.041, 8.755 sec/game, 74.6 min. total, 596.4 MB
dispersal_cartoon v15 958 games, 1462535 moves, e=0.010, loss: 244.9, -, 39.6% elo% vs. gir, avg. reward: 13.021, 8.749 sec/game, 74.7 min. total, 597.1 MB
dispersal_cartoon v15 959 games, 1466335 moves, e=0.010, loss: 239.1, -, 37.8% elo% vs. gir, avg. reward: 13.032, 8.721 sec/game, 74.9 min. total, 597.3 MB
dispersal_cartoon v15 960 games, 1470049 moves, e=0.010, loss: 253.3, -, 36.2% elo% vs. gir, avg. reward: 12.961, 8.770 sec/game, 75.0 min. total, 599.9 MB
dispersal_cartoon v15 961 games, 1473778 moves, e=0.010, loss: 229.2, -, 34.7% elo% vs. gir, avg. reward: 12.945, 8.817 sec/game, 75.2 min. total, 597.3 MB
dispersal_cartoon v15 962 games, 1477256 moves, e=0.010, loss: 211.4, -, 33.3% elo% vs. gir, avg. reward: 12.961, 8.804 sec/game, 75.3 min. total, 599.5 MB
dispersal_cartoon v15 963 games, 1480788 moves, e=0.010, loss: 224.6, -, 31.9% elo% vs. gir, avg. reward: 12.963, 8.737 sec/game, 75.5 min. total, 601.9 MB
dispersal_cartoon v15 964 games, 1484552 moves, e=0.010, loss: 227.6, -, 30.6% elo% vs. gir, avg. reward: 12.953, 8.748 sec/game, 75.6 min. total, 583.3 MB
dispersal_cartoon v15 965 games, 1488478 moves, e=0.010, loss: 215.7, -, 29.5% elo% vs. gir, avg. reward: 12.945, 8.880 sec/game, 75.8 min. total, 581.8 MB
dispersal_cartoon v15 966 games, 1492151 moves, e=0.010, loss: 200.4, -, 28.3% elo% vs. gir, avg. reward: 12.962, 8.961 sec/game, 76.0 min. total, 560.5 MB
dispersal_cartoon v15 967 games, 1495633 moves, e=0.010, loss: 204.0, -, 27.3% elo% vs. gir, avg. reward: 12.905, 8.908 sec/game, 76.1 min. total, 561.9 MB
dispersal_cartoon v15 968 games, 1499136 moves, e=0.010, loss: 235.0, -, 26.3% elo% vs. gir, avg. reward: 12.887, 8.921 sec/game, 76.3 min. total, 562.9 MB
dispersal_cartoon v15 969 games, 1502553 moves, e=0.010, loss: 219.0, -, 25.4% elo% vs. gir, avg. reward: 12.858, 8.943 sec/game, 76.4 min. total, 551.6 MB
dispersal_cartoon v15 970 games, 1506071 moves, e=0.010, loss: 220.0, -, 24.5% elo% vs. gir, avg. reward: 12.829, 8.933 sec/game, 76.6 min. total, 552.0 MB
dispersal_cartoon v15 971 games, 1509399 moves, e=0.010, loss: 203.3, -, 23.7% elo% vs. gir, avg. reward: 12.801, 8.972 sec/game, 76.7 min. total, 519.4 MB
dispersal_cartoon v15 972 games, 1512935 moves, e=0.010, loss: 196.3, -, 22.9% elo% vs. gir, avg. reward: 12.802, 8.965 sec/game, 76.9 min. total, 519.2 MB
dispersal_cartoon v15 973 games, 1516681 moves, e=0.010, loss: 193.0, -, 22.2% elo% vs. gir, avg. reward: 12.799, 9.033 sec/game, 77.0 min. total, 519.7 MB
dispersal_cartoon v15 974 games, 1520131 moves, e=0.010, loss: 194.5, -, 21.5% elo% vs. gir, avg. reward: 12.789, 9.037 sec/game, 77.2 min. total, 519.2 MB
dispersal_cartoon v15 975 games, 1523419 moves, e=0.010, loss: 191.0, -, 20.8% elo% vs. gir, avg. reward: 12.735, 9.051 sec/game, 77.3 min. total, 468.8 MB
dispersal_cartoon v15 976 games, 1526563 moves, e=0.010, loss: 212.6, -, 20.2% elo% vs. gir, avg. reward: 12.665, 9.088 sec/game, 77.5 min. total, 470.3 MB
dispersal_cartoon v15 977 games, 1529893 moves, e=0.010, loss: 194.3, -, 19.6% elo% vs. gir, avg. reward: 12.640, 9.076 sec/game, 77.6 min. total, 471.3 MB
dispersal_cartoon v15 978 games, 1533324 moves, e=0.010, loss: 200.0, -, 19.0% elo% vs. gir, avg. reward: 12.597, 9.065 sec/game, 77.7 min. total, 471.5 MB
dispersal_cartoon v15 979 games, 1536881 moves, e=0.010, loss: 210.5, -, 18.5% elo% vs. gir, avg. reward: 12.583, 9.017 sec/game, 77.9 min. total, 476.3 MB
dispersal_cartoon v15 980 games, 1540218 moves, e=0.010, loss: 190.7, -, 18.0% elo% vs. gir, avg. reward: 12.561, 8.997 sec/game, 78.0 min. total, 474.4 MB
dispersal_cartoon v15 981 games, 1543814 moves, e=0.010, loss: 192.1, -, 17.5% elo% vs. gir, avg. reward: 12.508, 8.982 sec/game, 78.2 min. total, 478.2 MB
dispersal_cartoon v15 982 games, 1547471 moves, e=0.010, loss: 188.8, -, 17.0% elo% vs. gir, avg. reward: 12.487, 8.968 sec/game, 78.3 min. total, 475.2 MB
dispersal_cartoon v15 983 games, 1551060 moves, e=0.010, loss: 175.5, -, 16.6% elo% vs. gir, avg. reward: 12.466, 8.976 sec/game, 78.4 min. total, 475.2 MB
dispersal_cartoon v15 984 games, 1554579 moves, e=0.010, loss: 212.7, -, 16.2% elo% vs. gir, avg. reward: 12.459, 8.887 sec/game, 78.6 min. total, 476.2 MB
dispersal_cartoon v15 985 games, 1558279 moves, e=0.010, loss: 201.3, -, 15.8% elo% vs. gir, avg. reward: 12.441, 8.803 sec/game, 78.7 min. total, 476.4 MB
dispersal_cartoon v15 986 games, 1561643 moves, e=0.010, loss: 192.9, -, 15.4% elo% vs. gir, avg. reward: 12.411, 8.680 sec/game, 78.9 min. total, 476.1 MB
dispersal_cartoon v15 987 games, 1565147 moves, e=0.010, loss: 199.8, -, 15.0% elo% vs. gir, avg. reward: 12.417, 8.689 sec/game, 79.0 min. total, 476.2 MB
dispersal_cartoon v15 988 games, 1568533 moves, e=0.010, loss: 201.2, -, 14.7% elo% vs. gir, avg. reward: 12.412, 8.642 sec/game, 79.2 min. total, 475.9 MB
dispersal_cartoon v15 989 games, 1571802 moves, e=0.010, loss: 214.9, -, 14.3% elo% vs. gir, avg. reward: 12.386, 8.586 sec/game, 79.3 min. total, 477.0 MB
dispersal_cartoon v15 990 games, 1575371 moves, e=0.010, loss: 204.5, -, 14.0% elo% vs. gir, avg. reward: 12.382, 8.593 sec/game, 79.4 min. total, 480.0 MB
dispersal_cartoon v15 991 games, 1578688 moves, e=0.010, loss: 232.2, -, 13.7% elo% vs. gir, avg. reward: 12.317, 8.540 sec/game, 79.6 min. total, 479.5 MB
dispersal_cartoon v15 992 games, 1582139 moves, e=0.010, loss: 225.6, -, 13.4% elo% vs. gir, avg. reward: 12.286, 8.500 sec/game, 79.7 min. total, 480.1 MB
dispersal_cartoon v15 993 games, 1585566 moves, e=0.010, loss: 232.4, -, 13.1% elo% vs. gir, avg. reward: 12.273, 8.425 sec/game, 79.8 min. total, 480.1 MB
dispersal_cartoon v15 994 games, 1588899 moves, e=0.010, loss: 209.7, -, 12.9% elo% vs. gir, avg. reward: 12.213, 8.372 sec/game, 80.0 min. total, 481.2 MB
dispersal_cartoon v15 995 games, 1592398 moves, e=0.010, loss: 204.6, -, 12.6% elo% vs. gir, avg. reward: 12.175, 8.342 sec/game, 80.1 min. total, 481.3 MB
dispersal_cartoon v15 996 games, 1596029 moves, e=0.010, loss: 206.1, -, 12.3% elo% vs. gir, avg. reward: 12.119, 8.419 sec/game, 80.3 min. total, 482.6 MB
dispersal_cartoon v15 997 games, 1599290 moves, e=0.010, loss: 233.8, -, 12.1% elo% vs. gir, avg. reward: 12.126, 8.463 sec/game, 80.4 min. total, 483.4 MB
dispersal_cartoon v15 998 games, 1603204 moves, e=0.010, loss: 220.5, -, 11.9% elo% vs. gir, avg. reward: 12.072, 8.558 sec/game, 80.6 min. total, 485.4 MB
dispersal_cartoon v15 999 games, 1606686 moves, e=0.010, loss: 208.0, -, 11.6% elo% vs. gir, avg. reward: 12.062, 8.616 sec/game, 80.7 min. total, 486.1 MB
dispersal_cartoon v15 1000 games, 1610516 moves, e=0.010, loss: 208.9, -, 11.4% elo% vs. gir, avg. reward: 12.032, 8.669 sec/game, 80.9 min. total, 475.8 MB
dispersal_cartoon v15 1001 games, 1614260 moves, e=0.010, loss: 205.2, -, 11.2% elo% vs. gir, avg. reward: 12.001, 8.675 sec/game, 81.1 min. total, 477.5 MB
dispersal_cartoon v15 1002 games, 1617859 moves, e=0.010, loss: 206.2, -, 11.0% elo% vs. gir, avg. reward: 11.966, 8.653 sec/game, 81.2 min. total, 477.5 MB
dispersal_cartoon v15 1003 games, 1621711 moves, e=0.010, loss: 206.6, -, 10.8% elo% vs. gir, avg. reward: 11.952, 8.670 sec/game, 81.3 min. total, 476.1 MB
dispersal_cartoon v15 1004 games, 1625602 moves, e=0.010, loss: 193.3, -, 10.6% elo% vs. gir, avg. reward: 11.958, 8.690 sec/game, 81.5 min. total, 479.4 MB
dispersal_cartoon v15 1005 games, 1629175 moves, e=0.010, loss: 212.0, -, 10.4% elo% vs. gir, avg. reward: 11.926, 8.638 sec/game, 81.6 min. total, 476.7 MB
dispersal_cartoon v15 1006 games, 1632772 moves, e=0.010, loss: 223.9, -, 10.3% elo% vs. gir, avg. reward: 11.906, 8.642 sec/game, 81.8 min. total, 479.1 MB
dispersal_cartoon v15 1007 games, 1636251 moves, e=0.010, loss: 231.4, -, 10.1% elo% vs. gir, avg. reward: 11.851, 8.726 sec/game, 81.9 min. total, 478.2 MB
dispersal_cartoon v15 1008 games, 1639729 moves, e=0.010, loss: 213.3, -, 9.9% elo% vs. gir, avg. reward: 11.831, 8.744 sec/game, 82.1 min. total, 477.6 MB
dispersal_cartoon v15 1009 games, 1643525 moves, e=0.010, loss: 184.5, -, 9.8% elo% vs. gir, avg. reward: 11.838, 8.805 sec/game, 82.2 min. total, 477.4 MB
dispersal_cartoon v15 1010 games, 1646785 moves, e=0.010, loss: 190.6, -, 9.6% elo% vs. gir, avg. reward: 11.791, 8.763 sec/game, 82.3 min. total, 478.6 MB
dispersal_cartoon v15 1011 games, 1650691 moves, e=0.010, loss: 178.0, -, 9.4% elo% vs. gir, avg. reward: 11.781, 8.836 sec/game, 82.5 min. total, 479.9 MB
dispersal_cartoon v15 1012 games, 1654480 moves, e=0.010, loss: 188.4, -, 9.3% elo% vs. gir, avg. reward: 11.744, 8.891 sec/game, 82.7 min. total, 480.7 MB
dispersal_cartoon v15 1013 games, 1658023 moves, e=0.010, loss: 177.2, -, 9.2% elo% vs. gir, avg. reward: 11.727, 8.915 sec/game, 82.8 min. total, 479.9 MB
dispersal_cartoon v15 1014 games, 1661869 moves, e=0.010, loss: 174.8, -, 9.0% elo% vs. gir, avg. reward: 11.735, 8.997 sec/game, 83.0 min. total, 481.2 MB
dispersal_cartoon v15 1015 games, 1665616 moves, e=0.010, loss: 172.7, -, 8.9% elo% vs. gir, avg. reward: 11.715, 9.040 sec/game, 83.1 min. total, 483.5 MB
dispersal_cartoon v15 1016 games, 1669175 moves, e=0.010, loss: 223.9, -, 8.7% elo% vs. gir, avg. reward: 11.721, 8.960 sec/game, 83.3 min. total, 485.0 MB
dispersal_cartoon v15 1017 games, 1672989 moves, e=0.010, loss: 246.4, -, 8.6% elo% vs. gir, avg. reward: 11.692, 8.944 sec/game, 83.4 min. total, 485.3 MB
dispersal_cartoon v15 1018 games, 1676641 moves, e=0.010, loss: 235.9, -, 8.5% elo% vs. gir, avg. reward: 11.726, 8.880 sec/game, 83.5 min. total, 486.5 MB
dispersal_cartoon v15 1019 games, 1680203 moves, e=0.010, loss: 238.4, -, 8.4% elo% vs. gir, avg. reward: 11.727, 8.838 sec/game, 83.7 min. total, 482.7 MB
dispersal_cartoon v15 1020 games, 1683999 moves, e=0.010, loss: 246.0, -, 8.3% elo% vs. gir, avg. reward: 11.719, 8.805 sec/game, 83.8 min. total, 484.3 MB
dispersal_cartoon v15 1021 games, 1687732 moves, e=0.010, loss: 266.3, -, 8.1% elo% vs. gir, avg. reward: 11.704, 8.820 sec/game, 84.0 min. total, 487.4 MB
dispersal_cartoon v15 1022 games, 1691185 moves, e=0.010, loss: 274.9, -, 8.0% elo% vs. gir, avg. reward: 11.709, 8.839 sec/game, 84.1 min. total, 488.1 MB
dispersal_cartoon v15 1023 games, 1694806 moves, e=0.010, loss: 262.6, -, 7.9% elo% vs. gir, avg. reward: 11.712, 8.826 sec/game, 84.3 min. total, 485.4 MB
dispersal_cartoon v15 1024 games, 1698241 moves, e=0.010, loss: 269.7, -, 7.8% elo% vs. gir, avg. reward: 11.691, 8.798 sec/game, 84.4 min. total, 491.2 MB
dispersal_cartoon v15 1025 games, 1701974 moves, e=0.010, loss: 242.6, -, 7.7% elo% vs. gir, avg. reward: 11.671, 8.881 sec/game, 84.6 min. total, 489.8 MB
dispersal_cartoon v15 1026 games, 1705514 moves, e=0.010, loss: 246.4, -, 7.6% elo% vs. gir, avg. reward: 11.664, 8.886 sec/game, 84.7 min. total, 492.9 MB
dispersal_cartoon v15 1027 games, 1709268 moves, e=0.010, loss: 188.3, -, 7.5% elo% vs. gir, avg. reward: 11.663, 8.828 sec/game, 84.9 min. total, 490.1 MB
dispersal_cartoon v15 1028 games, 1713515 moves, e=0.010, loss: 188.1, -, 7.4% elo% vs. gir, avg. reward: 11.644, 8.912 sec/game, 85.0 min. total, 490.4 MB
dispersal_cartoon v15 1029 games, 1717333 moves, e=0.010, loss: 216.9, -, 7.3% elo% vs. gir, avg. reward: 11.644, 8.933 sec/game, 85.2 min. total, 491.5 MB
dispersal_cartoon v15 1030 games, 1721056 moves, e=0.010, loss: 251.8, ., 7.9% elo% vs. gir, avg. reward: 11.647, 8.987 sec/game, 85.3 min. total, 490.1 MB
dispersal_cartoon v15 1031 games, 1724737 moves, e=0.010, loss: 255.2, -, 7.8% elo% vs. gir, avg. reward: 11.624, 8.925 sec/game, 85.5 min. total, 494.7 MB
dispersal_cartoon v15 1032 games, 1728730 moves, e=0.010, loss: 284.0, -, 7.7% elo% vs. gir, avg. reward: 11.633, 8.909 sec/game, 85.6 min. total, 494.9 MB
dispersal_cartoon v15 1033 games, 1732539 moves, e=0.010, loss: 326.8, -, 7.6% elo% vs. gir, avg. reward: 11.644, 8.915 sec/game, 85.8 min. total, 495.0 MB
dispersal_cartoon v15 1034 games, 1736329 moves, e=0.010, loss: 305.3, -, 7.5% elo% vs. gir, avg. reward: 11.650, 8.897 sec/game, 85.9 min. total, 491.5 MB
dispersal_cartoon v15 1035 games, 1739788 moves, e=0.010, loss: 244.0, -, 7.4% elo% vs. gir, avg. reward: 11.663, 8.869 sec/game, 86.1 min. total, 494.8 MB
dispersal_cartoon v15 1036 games, 1743542 moves, e=0.010, loss: 251.7, -, 7.3% elo% vs. gir, avg. reward: 11.654, 8.857 sec/game, 86.2 min. total, 494.2 MB
dispersal_cartoon v15 1037 games, 1747330 moves, e=0.010, loss: 230.2, -, 7.2% elo% vs. gir, avg. reward: 11.629, 8.858 sec/game, 86.4 min. total, 494.1 MB
