irritably_crown v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 281.5 MB
irritably_crown v4 145 games, 105891 moves, e=0.895, loss: 22.6, -, 11.9% elo% vs. random_no_suicide, avg. reward: -5.784, 1.828 sec/game, 4.1 min. total, 350.0 MB
irritably_crown v4 146 games, 106744 moves, e=0.894, loss: 22.6, -, 11.7% elo% vs. random_no_suicide, avg. reward: -5.765, 1.836 sec/game, 4.1 min. total, 350.5 MB
irritably_crown v4 147 games, 107515 moves, e=0.894, loss: 22.7, -, 11.4% elo% vs. random_no_suicide, avg. reward: -5.744, 1.840 sec/game, 4.1 min. total, 350.5 MB
irritably_crown v4 148 games, 108292 moves, e=0.893, loss: 23.5, -, 11.2% elo% vs. random_no_suicide, avg. reward: -5.740, 1.871 sec/game, 4.2 min. total, 350.6 MB
irritably_crown v4 149 games, 109184 moves, e=0.892, loss: 21.9, -, 11.0% elo% vs. random_no_suicide, avg. reward: -5.705, 1.854 sec/game, 4.2 min. total, 350.2 MB
irritably_crown v4 150 games, 109887 moves, e=0.891, loss: 22.6, -, 10.8% elo% vs. random_no_suicide, avg. reward: -5.718, 1.839 sec/game, 4.2 min. total, 350.7 MB
irritably_crown v4 151 games, 110698 moves, e=0.890, loss: 23.0, -, 10.6% elo% vs. random_no_suicide, avg. reward: -5.707, 1.851 sec/game, 4.3 min. total, 350.7 MB
irritably_crown v4 152 games, 111370 moves, e=0.890, loss: 23.4, -, 10.4% elo% vs. random_no_suicide, avg. reward: -5.725, 1.853 sec/game, 4.3 min. total, 351.6 MB
irritably_crown v4 153 games, 112189 moves, e=0.889, loss: 23.9, -, 10.3% elo% vs. random_no_suicide, avg. reward: -5.705, 1.852 sec/game, 4.3 min. total, 351.9 MB
irritably_crown v4 154 games, 112922 moves, e=0.888, loss: 24.5, -, 10.1% elo% vs. random_no_suicide, avg. reward: -5.700, 1.834 sec/game, 4.3 min. total, 352.1 MB
irritably_crown v4 155 games, 113660 moves, e=0.887, loss: 25.9, -, 9.9% elo% vs. random_no_suicide, avg. reward: -5.706, 1.801 sec/game, 4.4 min. total, 352.5 MB
irritably_crown v4 156 games, 114442 moves, e=0.887, loss: 24.5, -, 9.8% elo% vs. random_no_suicide, avg. reward: -5.707, 1.810 sec/game, 4.4 min. total, 352.2 MB
irritably_crown v4 157 games, 115219 moves, e=0.886, loss: 23.8, -, 9.6% elo% vs. random_no_suicide, avg. reward: -5.707, 1.808 sec/game, 4.4 min. total, 352.8 MB
irritably_crown v4 158 games, 115953 moves, e=0.885, loss: 25.7, -, 9.5% elo% vs. random_no_suicide, avg. reward: -5.718, 1.805 sec/game, 4.5 min. total, 347.9 MB
irritably_crown v4 159 games, 116707 moves, e=0.884, loss: 25.5, -, 9.3% elo% vs. random_no_suicide, avg. reward: -5.720, 1.813 sec/game, 4.5 min. total, 347.6 MB
irritably_crown v4 160 games, 117475 moves, e=0.884, loss: 24.2, -, 9.2% elo% vs. random_no_suicide, avg. reward: -5.712, 1.811 sec/game, 4.5 min. total, 348.2 MB
irritably_crown v4 161 games, 118239 moves, e=0.883, loss: 24.2, -, 9.0% elo% vs. random_no_suicide, avg. reward: -5.707, 1.810 sec/game, 4.6 min. total, 348.2 MB
irritably_crown v4 162 games, 118920 moves, e=0.882, loss: 24.0, -, 8.9% elo% vs. random_no_suicide, avg. reward: -5.709, 1.825 sec/game, 4.6 min. total, 347.7 MB
irritably_crown v4 163 games, 119690 moves, e=0.882, loss: 23.9, -, 8.8% elo% vs. random_no_suicide, avg. reward: -5.714, 1.837 sec/game, 4.6 min. total, 349.0 MB
irritably_crown v4 164 games, 120477 moves, e=0.881, loss: 23.5, -, 8.6% elo% vs. random_no_suicide, avg. reward: -5.708, 1.812 sec/game, 4.7 min. total, 350.5 MB
irritably_crown v4 165 games, 121297 moves, e=0.880, loss: 27.3, -, 8.5% elo% vs. random_no_suicide, avg. reward: -5.678, 1.795 sec/game, 4.7 min. total, 353.5 MB
irritably_crown v4 166 games, 122000 moves, e=0.879, loss: 27.5, -, 8.4% elo% vs. random_no_suicide, avg. reward: -5.679, 1.803 sec/game, 4.7 min. total, 353.6 MB
irritably_crown v4 167 games, 122844 moves, e=0.878, loss: 27.5, -, 8.3% elo% vs. random_no_suicide, avg. reward: -5.664, 1.812 sec/game, 4.7 min. total, 353.9 MB
irritably_crown v4 168 games, 123549 moves, e=0.878, loss: 26.5, -, 8.1% elo% vs. random_no_suicide, avg. reward: -5.671, 1.873 sec/game, 4.8 min. total, 352.4 MB
irritably_crown v4 169 games, 124270 moves, e=0.877, loss: 27.6, -, 8.0% elo% vs. random_no_suicide, avg. reward: -5.679, 1.881 sec/game, 4.8 min. total, 352.6 MB
irritably_crown v4 170 games, 125209 moves, e=0.876, loss: 26.6, -, 7.9% elo% vs. random_no_suicide, avg. reward: -5.664, 1.932 sec/game, 4.9 min. total, 353.0 MB
irritably_crown v4 171 games, 125923 moves, e=0.875, loss: 27.1, -, 7.8% elo% vs. random_no_suicide, avg. reward: -5.667, 1.923 sec/game, 4.9 min. total, 353.0 MB
irritably_crown v4 172 games, 126630 moves, e=0.875, loss: 26.1, -, 7.7% elo% vs. random_no_suicide, avg. reward: -5.658, 1.930 sec/game, 4.9 min. total, 352.8 MB
irritably_crown v4 173 games, 127373 moves, e=0.874, loss: 23.1, -, 7.6% elo% vs. random_no_suicide, avg. reward: -5.667, 1.941 sec/game, 5.0 min. total, 353.3 MB
irritably_crown v4 174 games, 128175 moves, e=0.873, loss: 23.3, -, 7.5% elo% vs. random_no_suicide, avg. reward: -5.651, 1.953 sec/game, 5.0 min. total, 354.8 MB
irritably_crown v4 175 games, 128891 moves, e=0.872, loss: 25.3, -, 7.4% elo% vs. random_no_suicide, avg. reward: -5.627, 1.970 sec/game, 5.0 min. total, 346.6 MB
irritably_crown v4 176 games, 129632 moves, e=0.872, loss: 25.5, -, 7.3% elo% vs. random_no_suicide, avg. reward: -5.634, 1.968 sec/game, 5.1 min. total, 348.0 MB
irritably_crown v4 177 games, 130312 moves, e=0.871, loss: 23.7, -, 7.2% elo% vs. random_no_suicide, avg. reward: -5.624, 1.999 sec/game, 5.1 min. total, 346.6 MB
irritably_crown v4 178 games, 131148 moves, e=0.870, loss: 22.9, -, 7.2% elo% vs. random_no_suicide, avg. reward: -5.623, 2.014 sec/game, 5.1 min. total, 346.0 MB
irritably_crown v4 179 games, 131999 moves, e=0.869, loss: 25.3, -, 7.1% elo% vs. random_no_suicide, avg. reward: -5.607, 2.021 sec/game, 5.2 min. total, 344.6 MB
irritably_crown v4 180 games, 132777 moves, e=0.869, loss: 25.6, -, 7.0% elo% vs. random_no_suicide, avg. reward: -5.600, 2.034 sec/game, 5.2 min. total, 344.7 MB
irritably_crown v4 181 games, 133490 moves, e=0.868, loss: 28.0, -, 6.9% elo% vs. random_no_suicide, avg. reward: -5.612, 2.021 sec/game, 5.2 min. total, 344.8 MB
irritably_crown v4 182 games, 134245 moves, e=0.867, loss: 25.6, -, 6.8% elo% vs. random_no_suicide, avg. reward: -5.593, 2.022 sec/game, 5.3 min. total, 344.6 MB
irritably_crown v4 183 games, 135096 moves, e=0.866, loss: 25.9, -, 6.7% elo% vs. random_no_suicide, avg. reward: -5.587, 2.053 sec/game, 5.3 min. total, 345.5 MB
irritably_crown v4 184 games, 135876 moves, e=0.865, loss: 26.0, -, 6.7% elo% vs. random_no_suicide, avg. reward: -5.591, 2.067 sec/game, 5.3 min. total, 345.9 MB
irritably_crown v4 185 games, 136656 moves, e=0.865, loss: 28.2, -, 6.6% elo% vs. random_no_suicide, avg. reward: -5.588, 2.075 sec/game, 5.4 min. total, 346.4 MB
irritably_crown v4 186 games, 137485 moves, e=0.864, loss: 27.9, -, 6.5% elo% vs. random_no_suicide, avg. reward: -5.584, 2.133 sec/game, 5.4 min. total, 347.3 MB
irritably_crown v4 187 games, 138377 moves, e=0.863, loss: 27.0, -, 6.4% elo% vs. random_no_suicide, avg. reward: -5.578, 2.145 sec/game, 5.5 min. total, 346.9 MB
irritably_crown v4 188 games, 139213 moves, e=0.862, loss: 26.3, -, 6.4% elo% vs. random_no_suicide, avg. reward: -5.559, 2.078 sec/game, 5.5 min. total, 347.2 MB
irritably_crown v4 189 games, 139963 moves, e=0.861, loss: 26.5, -, 6.3% elo% vs. random_no_suicide, avg. reward: -5.567, 2.108 sec/game, 5.5 min. total, 347.4 MB
irritably_crown v4 190 games, 140830 moves, e=0.861, loss: 24.8, -, 6.2% elo% vs. random_no_suicide, avg. reward: -5.556, 2.097 sec/game, 5.6 min. total, 347.3 MB
irritably_crown v4 191 games, 141605 moves, e=0.860, loss: 25.5, -, 6.2% elo% vs. random_no_suicide, avg. reward: -5.562, 2.105 sec/game, 5.6 min. total, 347.8 MB
irritably_crown v4 192 games, 142358 moves, e=0.859, loss: 24.2, -, 6.1% elo% vs. random_no_suicide, avg. reward: -5.560, 2.107 sec/game, 5.6 min. total, 348.5 MB
irritably_crown v4 193 games, 143117 moves, e=0.858, loss: 24.0, -, 6.0% elo% vs. random_no_suicide, avg. reward: -5.553, 2.126 sec/game, 5.7 min. total, 348.6 MB
irritably_crown v4 194 games, 143957 moves, e=0.857, loss: 24.6, -, 6.0% elo% vs. random_no_suicide, avg. reward: -5.534, 2.138 sec/game, 5.7 min. total, 348.3 MB
irritably_crown v4 195 games, 144673 moves, e=0.857, loss: 24.0, -, 5.9% elo% vs. random_no_suicide, avg. reward: -5.537, 2.149 sec/game, 5.7 min. total, 348.4 MB
irritably_crown v4 196 games, 145456 moves, e=0.856, loss: 25.8, -, 5.8% elo% vs. random_no_suicide, avg. reward: -5.520, 2.153 sec/game, 5.8 min. total, 348.8 MB
irritably_crown v4 197 games, 146349 moves, e=0.855, loss: 25.2, -, 5.8% elo% vs. random_no_suicide, avg. reward: -5.507, 2.144 sec/game, 5.8 min. total, 348.9 MB
irritably_crown v4 198 games, 147292 moves, e=0.854, loss: 25.3, -, 5.7% elo% vs. random_no_suicide, avg. reward: -5.499, 2.166 sec/game, 5.9 min. total, 346.7 MB
irritably_crown v4 199 games, 148177 moves, e=0.853, loss: 26.2, -, 5.7% elo% vs. random_no_suicide, avg. reward: -5.484, 2.167 sec/game, 5.9 min. total, 345.5 MB
irritably_crown v4 200 games, 149116 moves, e=0.852, loss: 25.5, -, 5.6% elo% vs. random_no_suicide, avg. reward: -5.461, 2.174 sec/game, 5.9 min. total, 345.6 MB
irritably_crown v5 201 games, 149999 moves, e=0.852, loss: 24.5, -, 47.7% elo% vs. random_no_suicide, avg. reward: -5.435, 2.200 sec/game, 6.0 min. total, 346.5 MB
irritably_crown v5 202 games, 150842 moves, e=0.851, loss: 24.7, -, 45.5% elo% vs. random_no_suicide, avg. reward: -5.411, 2.216 sec/game, 6.0 min. total, 345.8 MB
irritably_crown v5 203 games, 151635 moves, e=0.850, loss: 24.0, -, 43.4% elo% vs. random_no_suicide, avg. reward: -5.403, 2.185 sec/game, 6.0 min. total, 346.3 MB
irritably_crown v5 204 games, 152388 moves, e=0.849, loss: 24.7, -, 41.5% elo% vs. random_no_suicide, avg. reward: -5.399, 2.171 sec/game, 6.1 min. total, 346.4 MB
irritably_crown v5 205 games, 153111 moves, e=0.848, loss: 26.7, -, 39.6% elo% vs. random_no_suicide, avg. reward: -5.393, 2.153 sec/game, 6.1 min. total, 346.4 MB
irritably_crown v5 206 games, 153971 moves, e=0.848, loss: 27.9, -, 37.9% elo% vs. random_no_suicide, avg. reward: -5.369, 2.089 sec/game, 6.1 min. total, 345.8 MB
irritably_crown v5 207 games, 154731 moves, e=0.847, loss: 26.6, -, 36.3% elo% vs. random_no_suicide, avg. reward: -5.361, 2.071 sec/game, 6.2 min. total, 345.2 MB
irritably_crown v5 208 games, 155510 moves, e=0.846, loss: 26.9, -, 34.8% elo% vs. random_no_suicide, avg. reward: -5.357, 2.062 sec/game, 6.2 min. total, 345.8 MB
irritably_crown v5 209 games, 156315 moves, e=0.845, loss: 23.9, -, 33.3% elo% vs. random_no_suicide, avg. reward: -5.342, 2.089 sec/game, 6.2 min. total, 346.9 MB
irritably_crown v5 210 games, 157047 moves, e=0.845, loss: 24.6, -, 32.0% elo% vs. random_no_suicide, avg. reward: -5.351, 2.068 sec/game, 6.3 min. total, 346.8 MB
irritably_crown v5 211 games, 157774 moves, e=0.844, loss: 24.5, -, 30.7% elo% vs. random_no_suicide, avg. reward: -5.354, 2.068 sec/game, 6.3 min. total, 347.5 MB
irritably_crown v5 212 games, 158491 moves, e=0.843, loss: 26.7, -, 29.5% elo% vs. random_no_suicide, avg. reward: -5.337, 2.069 sec/game, 6.3 min. total, 348.4 MB
irritably_crown v5 213 games, 159360 moves, e=0.842, loss: 26.9, -, 28.4% elo% vs. random_no_suicide, avg. reward: -5.329, 2.057 sec/game, 6.4 min. total, 350.5 MB
irritably_crown v5 214 games, 160139 moves, e=0.841, loss: 27.2, -, 27.3% elo% vs. random_no_suicide, avg. reward: -5.335, 2.055 sec/game, 6.4 min. total, 350.3 MB
irritably_crown v5 215 games, 160839 moves, e=0.841, loss: 27.9, -, 26.4% elo% vs. random_no_suicide, avg. reward: -5.349, 2.041 sec/game, 6.4 min. total, 350.2 MB
irritably_crown v5 216 games, 161648 moves, e=0.840, loss: 27.3, -, 25.4% elo% vs. random_no_suicide, avg. reward: -5.341, 2.045 sec/game, 6.5 min. total, 350.3 MB
irritably_crown v5 217 games, 162528 moves, e=0.839, loss: 26.7, -, 24.5% elo% vs. random_no_suicide, avg. reward: -5.320, 2.038 sec/game, 6.5 min. total, 349.4 MB
irritably_crown v5 218 games, 163102 moves, e=0.839, loss: 27.0, -, 23.7% elo% vs. random_no_suicide, avg. reward: -5.334, 1.987 sec/game, 6.5 min. total, 348.8 MB
irritably_crown v5 219 games, 163926 moves, e=0.838, loss: 27.9, -, 22.9% elo% vs. random_no_suicide, avg. reward: -5.335, 1.976 sec/game, 6.6 min. total, 348.8 MB
irritably_crown v5 220 games, 164875 moves, e=0.837, loss: 26.7, -, 22.2% elo% vs. random_no_suicide, avg. reward: -5.316, 1.988 sec/game, 6.6 min. total, 349.0 MB
irritably_crown v5 221 games, 165700 moves, e=0.836, loss: 27.6, -, 21.5% elo% vs. random_no_suicide, avg. reward: -5.312, 1.974 sec/game, 6.6 min. total, 349.4 MB
irritably_crown v5 222 games, 166517 moves, e=0.835, loss: 28.4, -, 20.8% elo% vs. random_no_suicide, avg. reward: -5.290, 1.969 sec/game, 6.7 min. total, 348.6 MB
irritably_crown v5 223 games, 167202 moves, e=0.834, loss: 28.1, -, 20.2% elo% vs. random_no_suicide, avg. reward: -5.301, 1.970 sec/game, 6.7 min. total, 348.8 MB
irritably_crown v5 224 games, 168098 moves, e=0.834, loss: 29.3, -, 19.6% elo% vs. random_no_suicide, avg. reward: -5.291, 2.005 sec/game, 6.7 min. total, 347.2 MB
irritably_crown v5 225 games, 168938 moves, e=0.833, loss: 28.1, -, 19.1% elo% vs. random_no_suicide, avg. reward: -5.283, 2.024 sec/game, 6.8 min. total, 347.9 MB
irritably_crown v5 226 games, 169845 moves, e=0.832, loss: 30.9, -, 18.5% elo% vs. random_no_suicide, avg. reward: -5.263, 2.037 sec/game, 6.8 min. total, 345.6 MB
irritably_crown v5 227 games, 170682 moves, e=0.831, loss: 31.4, -, 18.0% elo% vs. random_no_suicide, avg. reward: -5.257, 2.049 sec/game, 6.8 min. total, 345.9 MB
irritably_crown v5 228 games, 171404 moves, e=0.830, loss: 30.2, -, 17.5% elo% vs. random_no_suicide, avg. reward: -5.254, 2.053 sec/game, 6.9 min. total, 345.6 MB
irritably_crown v5 229 games, 172201 moves, e=0.830, loss: 30.7, -, 17.1% elo% vs. random_no_suicide, avg. reward: -5.267, 1.998 sec/game, 6.9 min. total, 346.1 MB
irritably_crown v5 230 games, 172999 moves, e=0.829, loss: 29.6, -, 16.6% elo% vs. random_no_suicide, avg. reward: -5.265, 2.064 sec/game, 7.0 min. total, 346.3 MB
irritably_crown v5 231 games, 173689 moves, e=0.828, loss: 29.6, -, 16.2% elo% vs. random_no_suicide, avg. reward: -5.260, 2.063 sec/game, 7.0 min. total, 345.7 MB
irritably_crown v5 232 games, 174411 moves, e=0.827, loss: 28.9, -, 15.8% elo% vs. random_no_suicide, avg. reward: -5.264, 2.064 sec/game, 7.0 min. total, 346.3 MB
irritably_crown v5 233 games, 175375 moves, e=0.826, loss: 28.5, -, 15.4% elo% vs. random_no_suicide, avg. reward: -5.234, 2.082 sec/game, 7.1 min. total, 347.4 MB
irritably_crown v5 234 games, 176178 moves, e=0.826, loss: 28.6, -, 15.1% elo% vs. random_no_suicide, avg. reward: -5.230, 2.067 sec/game, 7.1 min. total, 349.2 MB
irritably_crown v5 235 games, 177032 moves, e=0.825, loss: 26.4, -, 14.7% elo% vs. random_no_suicide, avg. reward: -5.233, 2.076 sec/game, 7.1 min. total, 349.1 MB
irritably_crown v5 236 games, 177803 moves, e=0.824, loss: 25.6, -, 14.4% elo% vs. random_no_suicide, avg. reward: -5.221, 2.059 sec/game, 7.1 min. total, 349.0 MB
irritably_crown v5 237 games, 178716 moves, e=0.823, loss: 26.0, -, 14.0% elo% vs. random_no_suicide, avg. reward: -5.212, 2.053 sec/game, 7.2 min. total, 349.2 MB
irritably_crown v5 238 games, 179542 moves, e=0.822, loss: 26.4, -, 13.7% elo% vs. random_no_suicide, avg. reward: -5.208, 2.066 sec/game, 7.2 min. total, 349.1 MB
irritably_crown v5 239 games, 180516 moves, e=0.821, loss: 25.1, -, 13.4% elo% vs. random_no_suicide, avg. reward: -5.185, 2.080 sec/game, 7.2 min. total, 349.4 MB
irritably_crown v5 240 games, 181334 moves, e=0.820, loss: 25.2, -, 13.1% elo% vs. random_no_suicide, avg. reward: -5.181, 2.041 sec/game, 7.3 min. total, 348.8 MB
irritably_crown v5 241 games, 182154 moves, e=0.820, loss: 24.3, -, 12.9% elo% vs. random_no_suicide, avg. reward: -5.193, 2.043 sec/game, 7.3 min. total, 348.8 MB
irritably_crown v5 242 games, 182956 moves, e=0.819, loss: 25.6, -, 12.6% elo% vs. random_no_suicide, avg. reward: -5.171, 2.031 sec/game, 7.3 min. total, 349.5 MB
irritably_crown v5 243 games, 183793 moves, e=0.818, loss: 23.0, -, 12.4% elo% vs. random_no_suicide, avg. reward: -5.155, 2.028 sec/game, 7.4 min. total, 350.4 MB
irritably_crown v5 244 games, 184647 moves, e=0.817, loss: 22.4, -, 12.1% elo% vs. random_no_suicide, avg. reward: -5.166, 2.016 sec/game, 7.4 min. total, 350.1 MB
irritably_crown v5 245 games, 185364 moves, e=0.816, loss: 22.6, -, 11.9% elo% vs. random_no_suicide, avg. reward: -5.157, 1.998 sec/game, 7.4 min. total, 350.1 MB
irritably_crown v5 246 games, 186132 moves, e=0.816, loss: 23.7, -, 11.7% elo% vs. random_no_suicide, avg. reward: -5.169, 1.983 sec/game, 7.5 min. total, 350.7 MB
irritably_crown v5 247 games, 187041 moves, e=0.815, loss: 21.5, -, 11.4% elo% vs. random_no_suicide, avg. reward: -5.159, 1.980 sec/game, 7.5 min. total, 350.8 MB
irritably_crown v5 248 games, 187762 moves, e=0.814, loss: 23.9, -, 11.2% elo% vs. random_no_suicide, avg. reward: -5.166, 1.965 sec/game, 7.5 min. total, 350.8 MB
irritably_crown v5 249 games, 188629 moves, e=0.813, loss: 22.5, -, 11.0% elo% vs. random_no_suicide, avg. reward: -5.172, 1.962 sec/game, 7.6 min. total, 350.7 MB
irritably_crown v5 250 games, 189391 moves, e=0.813, loss: 22.2, -, 10.8% elo% vs. random_no_suicide, avg. reward: -5.163, 1.922 sec/game, 7.6 min. total, 350.4 MB
irritably_crown v5 251 games, 190198 moves, e=0.812, loss: 22.7, -, 10.6% elo% vs. random_no_suicide, avg. reward: -5.167, 1.958 sec/game, 7.6 min. total, 350.6 MB
irritably_crown v5 252 games, 191070 moves, e=0.811, loss: 24.4, -, 10.4% elo% vs. random_no_suicide, avg. reward: -5.141, 1.966 sec/game, 7.7 min. total, 350.9 MB
irritably_crown v5 253 games, 191961 moves, e=0.810, loss: 22.8, -, 10.3% elo% vs. random_no_suicide, avg. reward: -5.130, 1.954 sec/game, 7.7 min. total, 352.2 MB
irritably_crown v5 254 games, 192761 moves, e=0.809, loss: 24.9, -, 10.1% elo% vs. random_no_suicide, avg. reward: -5.112, 1.968 sec/game, 7.7 min. total, 352.2 MB
irritably_crown v5 255 games, 193502 moves, e=0.808, loss: 24.5, -, 9.9% elo% vs. random_no_suicide, avg. reward: -5.112, 1.965 sec/game, 7.8 min. total, 353.0 MB
irritably_crown v5 256 games, 194258 moves, e=0.808, loss: 24.1, -, 9.8% elo% vs. random_no_suicide, avg. reward: -5.110, 1.982 sec/game, 7.8 min. total, 353.2 MB
irritably_crown v5 257 games, 195019 moves, e=0.807, loss: 25.0, -, 9.6% elo% vs. random_no_suicide, avg. reward: -5.110, 1.975 sec/game, 7.8 min. total, 353.4 MB
irritably_crown v5 258 games, 195851 moves, e=0.806, loss: 26.0, -, 9.5% elo% vs. random_no_suicide, avg. reward: -5.096, 1.994 sec/game, 7.9 min. total, 352.4 MB
irritably_crown v5 259 games, 196542 moves, e=0.805, loss: 24.6, -, 9.3% elo% vs. random_no_suicide, avg. reward: -5.103, 1.965 sec/game, 7.9 min. total, 352.1 MB
irritably_crown v5 260 games, 197405 moves, e=0.805, loss: 25.7, -, 9.2% elo% vs. random_no_suicide, avg. reward: -5.089, 1.985 sec/game, 7.9 min. total, 352.3 MB
irritably_crown v5 261 games, 198143 moves, e=0.804, loss: 27.1, -, 9.0% elo% vs. random_no_suicide, avg. reward: -5.096, 1.973 sec/game, 8.0 min. total, 352.4 MB
irritably_crown v5 262 games, 198835 moves, e=0.803, loss: 26.9, -, 8.9% elo% vs. random_no_suicide, avg. reward: -5.092, 1.974 sec/game, 8.0 min. total, 352.4 MB
irritably_crown v5 263 games, 199766 moves, e=0.802, loss: 27.0, -, 8.8% elo% vs. random_no_suicide, avg. reward: -5.073, 1.997 sec/game, 8.0 min. total, 353.5 MB
irritably_crown v5 264 games, 200669 moves, e=0.801, loss: 27.1, -, 8.6% elo% vs. random_no_suicide, avg. reward: -5.066, 2.000 sec/game, 8.1 min. total, 355.3 MB
irritably_crown v5 265 games, 201552 moves, e=0.800, loss: 27.5, -, 8.5% elo% vs. random_no_suicide, avg. reward: -5.058, 2.023 sec/game, 8.1 min. total, 355.3 MB
irritably_crown v5 266 games, 202412 moves, e=0.800, loss: 28.1, -, 8.4% elo% vs. random_no_suicide, avg. reward: -5.041, 2.044 sec/game, 8.1 min. total, 356.1 MB
irritably_crown v5 267 games, 203239 moves, e=0.799, loss: 29.0, -, 8.3% elo% vs. random_no_suicide, avg. reward: -5.045, 2.041 sec/game, 8.2 min. total, 356.2 MB
irritably_crown v5 268 games, 204100 moves, e=0.798, loss: 29.5, -, 8.1% elo% vs. random_no_suicide, avg. reward: -5.023, 2.078 sec/game, 8.2 min. total, 356.2 MB
irritably_crown v5 269 games, 204895 moves, e=0.797, loss: 30.9, -, 8.0% elo% vs. random_no_suicide, avg. reward: -5.014, 2.084 sec/game, 8.3 min. total, 353.1 MB
irritably_crown v5 270 games, 205763 moves, e=0.796, loss: 31.4, -, 7.9% elo% vs. random_no_suicide, avg. reward: -5.017, 2.108 sec/game, 8.3 min. total, 352.5 MB
irritably_crown v5 271 games, 206644 moves, e=0.795, loss: 30.8, -, 7.8% elo% vs. random_no_suicide, avg. reward: -4.993, 2.119 sec/game, 8.3 min. total, 352.8 MB
irritably_crown v5 272 games, 207499 moves, e=0.795, loss: 30.6, -, 7.7% elo% vs. random_no_suicide, avg. reward: -4.977, 2.167 sec/game, 8.4 min. total, 330.4 MB
irritably_crown v5 273 games, 208311 moves, e=0.794, loss: 30.5, -, 7.6% elo% vs. random_no_suicide, avg. reward: -4.969, 2.151 sec/game, 8.4 min. total, 332.0 MB
irritably_crown v5 274 games, 209103 moves, e=0.793, loss: 28.9, -, 7.5% elo% vs. random_no_suicide, avg. reward: -4.970, 2.144 sec/game, 8.5 min. total, 342.8 MB
irritably_crown v5 275 games, 210121 moves, e=0.792, loss: 30.6, -, 7.4% elo% vs. random_no_suicide, avg. reward: -4.935, 2.173 sec/game, 8.5 min. total, 344.2 MB
irritably_crown v5 276 games, 210875 moves, e=0.791, loss: 30.3, -, 7.3% elo% vs. random_no_suicide, avg. reward: -4.934, 2.167 sec/game, 8.5 min. total, 343.9 MB
irritably_crown v5 277 games, 211807 moves, e=0.790, loss: 28.3, -, 7.2% elo% vs. random_no_suicide, avg. reward: -4.905, 2.188 sec/game, 8.6 min. total, 344.6 MB
irritably_crown v5 278 games, 212734 moves, e=0.789, loss: 27.6, -, 7.2% elo% vs. random_no_suicide, avg. reward: -4.895, 2.191 sec/game, 8.6 min. total, 344.6 MB
irritably_crown v5 279 games, 213598 moves, e=0.789, loss: 26.2, -, 7.1% elo% vs. random_no_suicide, avg. reward: -4.895, 2.221 sec/game, 8.6 min. total, 344.8 MB
