irritably_crown v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 281.5 MB
irritably_crown v53 5055 games, 6698362 moves, e=0.010, loss: 38.2, -, 9.9% elo% vs. random_no_suicide, avg. reward: 0.606, 3.118 sec/game, 249.8 min. total, 2057.3 MB
irritably_crown v53 5056 games, 6699777 moves, e=0.010, loss: 34.7, -, 9.8% elo% vs. random_no_suicide, avg. reward: 0.597, 3.112 sec/game, 249.9 min. total, 2057.9 MB
irritably_crown v53 5057 games, 6701051 moves, e=0.010, loss: 33.3, -, 9.6% elo% vs. random_no_suicide, avg. reward: 0.580, 3.090 sec/game, 249.9 min. total, 2058.0 MB
irritably_crown v53 5058 games, 6702577 moves, e=0.010, loss: 32.1, -, 9.5% elo% vs. random_no_suicide, avg. reward: 0.576, 3.100 sec/game, 250.0 min. total, 2058.2 MB
irritably_crown v53 5059 games, 6703922 moves, e=0.010, loss: 30.6, -, 9.3% elo% vs. random_no_suicide, avg. reward: 0.575, 3.087 sec/game, 250.0 min. total, 2058.7 MB
irritably_crown v53 5060 games, 6705350 moves, e=0.010, loss: 31.5, -, 9.2% elo% vs. random_no_suicide, avg. reward: 0.568, 3.087 sec/game, 250.1 min. total, 2060.5 MB
irritably_crown v53 5061 games, 6706818 moves, e=0.010, loss: 32.1, -, 9.0% elo% vs. random_no_suicide, avg. reward: 0.574, 3.119 sec/game, 250.1 min. total, 2060.2 MB
irritably_crown v53 5062 games, 6708241 moves, e=0.010, loss: 30.1, -, 8.9% elo% vs. random_no_suicide, avg. reward: 0.579, 3.119 sec/game, 250.2 min. total, 2060.2 MB
irritably_crown v53 5063 games, 6709582 moves, e=0.010, loss: 30.6, -, 8.8% elo% vs. random_no_suicide, avg. reward: 0.577, 3.113 sec/game, 250.2 min. total, 2060.5 MB
irritably_crown v53 5064 games, 6710970 moves, e=0.010, loss: 32.3, -, 8.6% elo% vs. random_no_suicide, avg. reward: 0.573, 3.115 sec/game, 250.3 min. total, 2060.5 MB
irritably_crown v53 5065 games, 6712384 moves, e=0.010, loss: 33.6, -, 8.5% elo% vs. random_no_suicide, avg. reward: 0.574, 3.111 sec/game, 250.3 min. total, 2060.2 MB
irritably_crown v53 5066 games, 6713779 moves, e=0.010, loss: 32.7, -, 8.4% elo% vs. random_no_suicide, avg. reward: 0.580, 3.103 sec/game, 250.4 min. total, 2061.0 MB
irritably_crown v53 5067 games, 6715178 moves, e=0.010, loss: 34.7, -, 8.3% elo% vs. random_no_suicide, avg. reward: 0.570, 3.103 sec/game, 250.4 min. total, 2062.2 MB
irritably_crown v53 5068 games, 6716590 moves, e=0.010, loss: 37.3, -, 8.1% elo% vs. random_no_suicide, avg. reward: 0.566, 3.097 sec/game, 250.5 min. total, 2062.1 MB
irritably_crown v53 5069 games, 6717938 moves, e=0.010, loss: 39.5, -, 8.0% elo% vs. random_no_suicide, avg. reward: 0.557, 3.086 sec/game, 250.5 min. total, 2063.6 MB
irritably_crown v53 5070 games, 6719278 moves, e=0.010, loss: 43.6, -, 7.9% elo% vs. random_no_suicide, avg. reward: 0.549, 3.095 sec/game, 250.6 min. total, 2064.1 MB
irritably_crown v53 5071 games, 6720686 moves, e=0.010, loss: 46.0, -, 7.8% elo% vs. random_no_suicide, avg. reward: 0.549, 3.072 sec/game, 250.6 min. total, 2063.6 MB
irritably_crown v53 5072 games, 6722137 moves, e=0.010, loss: 47.9, -, 7.7% elo% vs. random_no_suicide, avg. reward: 0.552, 3.054 sec/game, 250.7 min. total, 2064.0 MB
irritably_crown v53 5073 games, 6723451 moves, e=0.010, loss: 49.1, -, 7.6% elo% vs. random_no_suicide, avg. reward: 0.551, 3.051 sec/game, 250.7 min. total, 2064.5 MB
irritably_crown v53 5074 games, 6724752 moves, e=0.010, loss: 49.8, -, 7.5% elo% vs. random_no_suicide, avg. reward: 0.538, 3.033 sec/game, 250.8 min. total, 2064.6 MB
irritably_crown v53 5075 games, 6726128 moves, e=0.010, loss: 51.9, -, 7.4% elo% vs. random_no_suicide, avg. reward: 0.537, 3.032 sec/game, 250.8 min. total, 2066.4 MB
irritably_crown v53 5076 games, 6727527 moves, e=0.010, loss: 52.9, -, 7.3% elo% vs. random_no_suicide, avg. reward: 0.535, 3.026 sec/game, 250.9 min. total, 2066.8 MB
irritably_crown v53 5077 games, 6728920 moves, e=0.010, loss: 52.4, -, 7.2% elo% vs. random_no_suicide, avg. reward: 0.535, 3.049 sec/game, 250.9 min. total, 2067.0 MB
irritably_crown v53 5078 games, 6730309 moves, e=0.010, loss: 49.5, -, 7.2% elo% vs. random_no_suicide, avg. reward: 0.532, 3.031 sec/game, 251.0 min. total, 2067.1 MB
irritably_crown v53 5079 games, 6731685 moves, e=0.010, loss: 53.4, -, 7.1% elo% vs. random_no_suicide, avg. reward: 0.533, 3.032 sec/game, 251.0 min. total, 2066.6 MB
irritably_crown v53 5080 games, 6732990 moves, e=0.010, loss: 50.6, -, 7.0% elo% vs. random_no_suicide, avg. reward: 0.529, 3.020 sec/game, 251.1 min. total, 2067.2 MB
irritably_crown v53 5081 games, 6734394 moves, e=0.010, loss: 50.7, -, 6.9% elo% vs. random_no_suicide, avg. reward: 0.532, 3.001 sec/game, 251.1 min. total, 2067.6 MB
irritably_crown v53 5082 games, 6735815 moves, e=0.010, loss: 53.9, -, 6.8% elo% vs. random_no_suicide, avg. reward: 0.533, 3.001 sec/game, 251.2 min. total, 2068.1 MB
irritably_crown v53 5083 games, 6737195 moves, e=0.010, loss: 55.1, -, 6.7% elo% vs. random_no_suicide, avg. reward: 0.533, 3.006 sec/game, 251.2 min. total, 2070.4 MB
irritably_crown v53 5084 games, 6738617 moves, e=0.010, loss: 59.3, -, 6.7% elo% vs. random_no_suicide, avg. reward: 0.538, 3.010 sec/game, 251.3 min. total, 2070.0 MB
irritably_crown v53 5085 games, 6740077 moves, e=0.010, loss: 59.0, -, 6.6% elo% vs. random_no_suicide, avg. reward: 0.542, 3.016 sec/game, 251.3 min. total, 2070.0 MB
irritably_crown v53 5086 games, 6741435 moves, e=0.010, loss: 58.5, -, 6.5% elo% vs. random_no_suicide, avg. reward: 0.549, 3.013 sec/game, 251.4 min. total, 2070.0 MB
irritably_crown v53 5087 games, 6742802 moves, e=0.010, loss: 62.9, -, 6.4% elo% vs. random_no_suicide, avg. reward: 0.541, 3.011 sec/game, 251.4 min. total, 2070.0 MB
irritably_crown v53 5088 games, 6744284 moves, e=0.010, loss: 64.4, -, 6.4% elo% vs. random_no_suicide, avg. reward: 0.551, 3.013 sec/game, 251.5 min. total, 2069.9 MB
irritably_crown v53 5089 games, 6745704 moves, e=0.010, loss: 63.0, -, 6.3% elo% vs. random_no_suicide, avg. reward: 0.554, 3.022 sec/game, 251.5 min. total, 2069.8 MB
irritably_crown v53 5090 games, 6747080 moves, e=0.010, loss: 67.1, -, 6.2% elo% vs. random_no_suicide, avg. reward: 0.550, 3.024 sec/game, 251.6 min. total, 2071.1 MB
irritably_crown v53 5091 games, 6748497 moves, e=0.010, loss: 71.6, -, 6.2% elo% vs. random_no_suicide, avg. reward: 0.536, 3.023 sec/game, 251.6 min. total, 2072.3 MB
irritably_crown v53 5092 games, 6749854 moves, e=0.010, loss: 72.4, -, 6.1% elo% vs. random_no_suicide, avg. reward: 0.524, 3.025 sec/game, 251.7 min. total, 2072.7 MB
irritably_crown v53 5093 games, 6751200 moves, e=0.010, loss: 73.6, -, 6.0% elo% vs. random_no_suicide, avg. reward: 0.512, 3.027 sec/game, 251.7 min. total, 2072.7 MB
irritably_crown v53 5094 games, 6752615 moves, e=0.010, loss: 72.0, -, 6.0% elo% vs. random_no_suicide, avg. reward: 0.513, 3.030 sec/game, 251.8 min. total, 2073.0 MB
irritably_crown v53 5095 games, 6753973 moves, e=0.010, loss: 70.6, -, 5.9% elo% vs. random_no_suicide, avg. reward: 0.507, 3.038 sec/game, 251.8 min. total, 2072.7 MB
irritably_crown v53 5096 games, 6755322 moves, e=0.010, loss: 73.1, -, 5.8% elo% vs. random_no_suicide, avg. reward: 0.501, 3.032 sec/game, 251.9 min. total, 2073.3 MB
irritably_crown v53 5097 games, 6756747 moves, e=0.010, loss: 69.9, -, 5.8% elo% vs. random_no_suicide, avg. reward: 0.496, 3.042 sec/game, 251.9 min. total, 2074.4 MB
irritably_crown v53 5098 games, 6758169 moves, e=0.010, loss: 67.8, -, 5.7% elo% vs. random_no_suicide, avg. reward: 0.501, 3.050 sec/game, 252.0 min. total, 2076.5 MB
irritably_crown v53 5099 games, 6759539 moves, e=0.010, loss: 64.7, -, 5.7% elo% vs. random_no_suicide, avg. reward: 0.486, 3.061 sec/game, 252.0 min. total, 2075.3 MB
irritably_crown v53 5100 games, 6760792 moves, e=0.010, loss: 64.9, -, 5.6% elo% vs. random_no_suicide, avg. reward: 0.476, 3.069 sec/game, 252.1 min. total, 2076.0 MB
irritably_crown v54 5101 games, 6762158 moves, e=0.010, loss: 64.9, -, 47.7% elo% vs. random_no_suicide, avg. reward: 0.481, 3.072 sec/game, 252.1 min. total, 2076.0 MB
irritably_crown v54 5102 games, 6763593 moves, e=0.010, loss: 65.7, -, 45.5% elo% vs. random_no_suicide, avg. reward: 0.493, 3.075 sec/game, 252.2 min. total, 2076.0 MB
irritably_crown v54 5103 games, 6764924 moves, e=0.010, loss: 64.4, -, 43.4% elo% vs. random_no_suicide, avg. reward: 0.482, 3.065 sec/game, 252.2 min. total, 2076.2 MB
irritably_crown v54 5104 games, 6766335 moves, e=0.010, loss: 64.6, -, 41.5% elo% vs. random_no_suicide, avg. reward: 0.481, 3.059 sec/game, 252.3 min. total, 2076.6 MB
irritably_crown v54 5105 games, 6767781 moves, e=0.010, loss: 64.6, -, 39.6% elo% vs. random_no_suicide, avg. reward: 0.480, 3.057 sec/game, 252.3 min. total, 2077.4 MB
irritably_crown v54 5106 games, 6769153 moves, e=0.010, loss: 63.1, -, 37.9% elo% vs. random_no_suicide, avg. reward: 0.482, 3.058 sec/game, 252.4 min. total, 2076.5 MB
irritably_crown v54 5107 games, 6770554 moves, e=0.010, loss: 62.8, -, 36.3% elo% vs. random_no_suicide, avg. reward: 0.501, 3.046 sec/game, 252.4 min. total, 2078.0 MB
irritably_crown v54 5108 games, 6771993 moves, e=0.010, loss: 63.9, -, 34.8% elo% vs. random_no_suicide, avg. reward: 0.509, 3.052 sec/game, 252.5 min. total, 2078.2 MB
irritably_crown v54 5109 games, 6773459 moves, e=0.010, loss: 60.9, -, 33.3% elo% vs. random_no_suicide, avg. reward: 0.518, 3.060 sec/game, 252.5 min. total, 2078.1 MB
irritably_crown v54 5110 games, 6774873 moves, e=0.010, loss: 62.2, -, 32.0% elo% vs. random_no_suicide, avg. reward: 0.522, 3.062 sec/game, 252.6 min. total, 2078.3 MB
irritably_crown v54 5111 games, 6776320 moves, e=0.010, loss: 60.0, -, 30.7% elo% vs. random_no_suicide, avg. reward: 0.531, 3.070 sec/game, 252.7 min. total, 2078.4 MB
irritably_crown v54 5112 games, 6777688 moves, e=0.010, loss: 62.8, -, 29.5% elo% vs. random_no_suicide, avg. reward: 0.519, 3.057 sec/game, 252.7 min. total, 2079.6 MB
irritably_crown v54 5113 games, 6779126 moves, e=0.010, loss: 66.1, -, 28.4% elo% vs. random_no_suicide, avg. reward: 0.519, 3.070 sec/game, 252.8 min. total, 2079.5 MB
irritably_crown v54 5114 games, 6780492 moves, e=0.010, loss: 70.1, -, 27.3% elo% vs. random_no_suicide, avg. reward: 0.522, 3.070 sec/game, 252.8 min. total, 2080.5 MB
irritably_crown v54 5115 games, 6781829 moves, e=0.010, loss: 73.3, -, 26.4% elo% vs. random_no_suicide, avg. reward: 0.523, 3.070 sec/game, 252.9 min. total, 2080.5 MB
irritably_crown v54 5116 games, 6783226 moves, e=0.010, loss: 73.7, -, 25.4% elo% vs. random_no_suicide, avg. reward: 0.536, 3.060 sec/game, 252.9 min. total, 2080.6 MB
irritably_crown v54 5117 games, 6784560 moves, e=0.010, loss: 69.2, -, 24.5% elo% vs. random_no_suicide, avg. reward: 0.545, 3.056 sec/game, 253.0 min. total, 2080.5 MB
irritably_crown v54 5118 games, 6785896 moves, e=0.010, loss: 72.2, -, 23.7% elo% vs. random_no_suicide, avg. reward: 0.532, 3.041 sec/game, 253.0 min. total, 2081.6 MB
irritably_crown v54 5119 games, 6787278 moves, e=0.010, loss: 70.9, -, 22.9% elo% vs. random_no_suicide, avg. reward: 0.546, 3.034 sec/game, 253.1 min. total, 2081.6 MB
irritably_crown v54 5120 games, 6788640 moves, e=0.010, loss: 71.3, -, 22.2% elo% vs. random_no_suicide, avg. reward: 0.554, 3.035 sec/game, 253.1 min. total, 2084.1 MB
irritably_crown v54 5121 games, 6790017 moves, e=0.010, loss: 70.3, -, 21.5% elo% vs. random_no_suicide, avg. reward: 0.574, 3.041 sec/game, 253.2 min. total, 2083.7 MB
irritably_crown v54 5122 games, 6791419 moves, e=0.010, loss: 68.4, -, 20.8% elo% vs. random_no_suicide, avg. reward: 0.594, 3.030 sec/game, 253.2 min. total, 2084.0 MB
irritably_crown v54 5123 games, 6792862 moves, e=0.010, loss: 67.7, -, 20.2% elo% vs. random_no_suicide, avg. reward: 0.627, 3.054 sec/game, 253.3 min. total, 2084.3 MB
irritably_crown v54 5124 games, 6794189 moves, e=0.010, loss: 66.8, -, 19.6% elo% vs. random_no_suicide, avg. reward: 0.636, 3.046 sec/game, 253.3 min. total, 2084.3 MB
irritably_crown v54 5125 games, 6795612 moves, e=0.010, loss: 66.6, -, 19.1% elo% vs. random_no_suicide, avg. reward: 0.637, 3.039 sec/game, 253.4 min. total, 2084.3 MB
irritably_crown v54 5126 games, 6796965 moves, e=0.010, loss: 64.9, -, 18.5% elo% vs. random_no_suicide, avg. reward: 0.636, 3.039 sec/game, 253.4 min. total, 2084.6 MB
irritably_crown v54 5127 games, 6798327 moves, e=0.010, loss: 64.8, -, 18.0% elo% vs. random_no_suicide, avg. reward: 0.623, 3.046 sec/game, 253.5 min. total, 2085.9 MB
irritably_crown v54 5128 games, 6799713 moves, e=0.010, loss: 64.5, -, 17.5% elo% vs. random_no_suicide, avg. reward: 0.632, 3.034 sec/game, 253.5 min. total, 2086.2 MB
irritably_crown v54 5129 games, 6801179 moves, e=0.010, loss: 63.1, -, 17.1% elo% vs. random_no_suicide, avg. reward: 0.636, 3.042 sec/game, 253.6 min. total, 2087.0 MB
irritably_crown v54 5130 games, 6802584 moves, e=0.010, loss: 64.5, -, 16.6% elo% vs. random_no_suicide, avg. reward: 0.634, 3.043 sec/game, 253.6 min. total, 2086.8 MB
irritably_crown v54 5131 games, 6803916 moves, e=0.010, loss: 64.8, -, 16.2% elo% vs. random_no_suicide, avg. reward: 0.622, 3.027 sec/game, 253.7 min. total, 2087.6 MB
irritably_crown v54 5132 games, 6805305 moves, e=0.010, loss: 66.3, -, 15.8% elo% vs. random_no_suicide, avg. reward: 0.620, 3.038 sec/game, 253.7 min. total, 2087.0 MB
irritably_crown v54 5133 games, 6806671 moves, e=0.010, loss: 66.8, -, 15.4% elo% vs. random_no_suicide, avg. reward: 0.610, 3.036 sec/game, 253.8 min. total, 2087.7 MB
irritably_crown v54 5134 games, 6808094 moves, e=0.010, loss: 69.3, -, 15.1% elo% vs. random_no_suicide, avg. reward: 0.620, 3.038 sec/game, 253.8 min. total, 2087.6 MB
irritably_crown v54 5135 games, 6809453 moves, e=0.010, loss: 70.4, -, 14.7% elo% vs. random_no_suicide, avg. reward: 0.620, 3.032 sec/game, 253.9 min. total, 2089.6 MB
irritably_crown v54 5136 games, 6810887 moves, e=0.010, loss: 68.7, -, 14.4% elo% vs. random_no_suicide, avg. reward: 0.611, 3.056 sec/game, 253.9 min. total, 2089.3 MB
irritably_crown v54 5137 games, 6812267 moves, e=0.010, loss: 69.9, -, 14.0% elo% vs. random_no_suicide, avg. reward: 0.611, 3.045 sec/game, 254.0 min. total, 2089.8 MB
irritably_crown v54 5138 games, 6813664 moves, e=0.010, loss: 70.5, -, 13.7% elo% vs. random_no_suicide, avg. reward: 0.614, 3.053 sec/game, 254.0 min. total, 2089.6 MB
irritably_crown v54 5139 games, 6814951 moves, e=0.010, loss: 67.6, -, 13.4% elo% vs. random_no_suicide, avg. reward: 0.599, 3.039 sec/game, 254.1 min. total, 2090.0 MB
irritably_crown v54 5140 games, 6816322 moves, e=0.010, loss: 68.6, -, 13.1% elo% vs. random_no_suicide, avg. reward: 0.596, 3.043 sec/game, 254.1 min. total, 2090.1 MB
irritably_crown v54 5141 games, 6817700 moves, e=0.010, loss: 69.1, -, 12.9% elo% vs. random_no_suicide, avg. reward: 0.603, 3.034 sec/game, 254.2 min. total, 2090.4 MB
irritably_crown v54 5142 games, 6819090 moves, e=0.010, loss: 67.3, -, 12.6% elo% vs. random_no_suicide, avg. reward: 0.599, 3.043 sec/game, 254.2 min. total, 2091.6 MB
irritably_crown v54 5143 games, 6820480 moves, e=0.010, loss: 66.8, -, 12.4% elo% vs. random_no_suicide, avg. reward: 0.597, 3.029 sec/game, 254.3 min. total, 2091.9 MB
irritably_crown v54 5144 games, 6821859 moves, e=0.010, loss: 64.5, -, 12.1% elo% vs. random_no_suicide, avg. reward: 0.598, 3.031 sec/game, 254.3 min. total, 2092.5 MB
irritably_crown v54 5145 games, 6823320 moves, e=0.010, loss: 65.1, -, 11.9% elo% vs. random_no_suicide, avg. reward: 0.603, 3.038 sec/game, 254.4 min. total, 2093.0 MB
irritably_crown v54 5146 games, 6824679 moves, e=0.010, loss: 64.8, -, 11.7% elo% vs. random_no_suicide, avg. reward: 0.593, 3.032 sec/game, 254.4 min. total, 2093.4 MB
irritably_crown v54 5147 games, 6826090 moves, e=0.010, loss: 62.9, -, 11.4% elo% vs. random_no_suicide, avg. reward: 0.607, 3.035 sec/game, 254.5 min. total, 2093.4 MB
irritably_crown v54 5148 games, 6827523 moves, e=0.010, loss: 62.9, -, 11.2% elo% vs. random_no_suicide, avg. reward: 0.616, 3.044 sec/game, 254.5 min. total, 2093.5 MB
irritably_crown v54 5149 games, 6828861 moves, e=0.010, loss: 64.0, -, 11.0% elo% vs. random_no_suicide, avg. reward: 0.610, 3.017 sec/game, 254.6 min. total, 2093.3 MB
irritably_crown v54 5150 games, 6830310 moves, e=0.010, loss: 62.7, -, 10.8% elo% vs. random_no_suicide, avg. reward: 0.621, 3.022 sec/game, 254.6 min. total, 2095.7 MB
irritably_crown v54 5151 games, 6831762 moves, e=0.010, loss: 63.8, -, 10.6% elo% vs. random_no_suicide, avg. reward: 0.614, 3.053 sec/game, 254.7 min. total, 2094.6 MB
irritably_crown v54 5152 games, 6833161 moves, e=0.010, loss: 62.4, -, 10.4% elo% vs. random_no_suicide, avg. reward: 0.615, 3.054 sec/game, 254.7 min. total, 2095.5 MB
irritably_crown v54 5153 games, 6834623 moves, e=0.010, loss: 65.8, -, 10.3% elo% vs. random_no_suicide, avg. reward: 0.628, 3.054 sec/game, 254.8 min. total, 2095.4 MB
irritably_crown v54 5154 games, 6836066 moves, e=0.010, loss: 66.7, -, 10.1% elo% vs. random_no_suicide, avg. reward: 0.631, 3.054 sec/game, 254.8 min. total, 2094.8 MB
irritably_crown v54 5155 games, 6837424 moves, e=0.010, loss: 68.4, -, 9.9% elo% vs. random_no_suicide, avg. reward: 0.636, 3.060 sec/game, 254.9 min. total, 2095.3 MB
irritably_crown v54 5156 games, 6838795 moves, e=0.010, loss: 67.6, -, 9.8% elo% vs. random_no_suicide, avg. reward: 0.642, 3.044 sec/game, 254.9 min. total, 2095.6 MB
irritably_crown v54 5157 games, 6840182 moves, e=0.010, loss: 66.6, -, 9.6% elo% vs. random_no_suicide, avg. reward: 0.657, 3.042 sec/game, 255.0 min. total, 2097.3 MB
irritably_crown v54 5158 games, 6841566 moves, e=0.010, loss: 67.4, -, 9.5% elo% vs. random_no_suicide, avg. reward: 0.654, 3.047 sec/game, 255.0 min. total, 2097.9 MB
irritably_crown v54 5159 games, 6842906 moves, e=0.010, loss: 69.6, -, 9.3% elo% vs. random_no_suicide, avg. reward: 0.651, 3.056 sec/game, 255.1 min. total, 2098.4 MB
irritably_crown v54 5160 games, 6844398 moves, e=0.010, loss: 70.3, -, 9.2% elo% vs. random_no_suicide, avg. reward: 0.661, 3.054 sec/game, 255.1 min. total, 2098.6 MB
irritably_crown v54 5161 games, 6845828 moves, e=0.010, loss: 68.7, -, 9.0% elo% vs. random_no_suicide, avg. reward: 0.655, 3.065 sec/game, 255.2 min. total, 2099.0 MB
irritably_crown v54 5162 games, 6847225 moves, e=0.010, loss: 68.5, -, 8.9% elo% vs. random_no_suicide, avg. reward: 0.654, 3.057 sec/game, 255.2 min. total, 2099.1 MB
irritably_crown v54 5163 games, 6848624 moves, e=0.010, loss: 69.0, -, 8.8% elo% vs. random_no_suicide, avg. reward: 0.656, 3.063 sec/game, 255.3 min. total, 2099.6 MB
irritably_crown v54 5164 games, 6849996 moves, e=0.010, loss: 67.2, -, 8.6% elo% vs. random_no_suicide, avg. reward: 0.658, 3.068 sec/game, 255.3 min. total, 2099.5 MB
irritably_crown v54 5165 games, 6851367 moves, e=0.010, loss: 65.4, -, 8.5% elo% vs. random_no_suicide, avg. reward: 0.657, 3.064 sec/game, 255.4 min. total, 2100.7 MB
irritably_crown v54 5166 games, 6852766 moves, e=0.010, loss: 66.2, -, 8.4% elo% vs. random_no_suicide, avg. reward: 0.657, 3.073 sec/game, 255.4 min. total, 2100.5 MB
irritably_crown v54 5167 games, 6854160 moves, e=0.010, loss: 67.3, -, 8.3% elo% vs. random_no_suicide, avg. reward: 0.661, 3.073 sec/game, 255.5 min. total, 2101.4 MB
irritably_crown v54 5168 games, 6855634 moves, e=0.010, loss: 66.5, -, 8.1% elo% vs. random_no_suicide, avg. reward: 0.669, 3.065 sec/game, 255.5 min. total, 2101.4 MB
irritably_crown v54 5169 games, 6857047 moves, e=0.010, loss: 68.4, -, 8.0% elo% vs. random_no_suicide, avg. reward: 0.677, 3.076 sec/game, 255.6 min. total, 2101.4 MB
irritably_crown v54 5170 games, 6858430 moves, e=0.010, loss: 72.2, -, 7.9% elo% vs. random_no_suicide, avg. reward: 0.680, 3.069 sec/game, 255.6 min. total, 2101.7 MB
irritably_crown v54 5171 games, 6859819 moves, e=0.010, loss: 69.5, -, 7.8% elo% vs. random_no_suicide, avg. reward: 0.681, 3.044 sec/game, 255.7 min. total, 2101.7 MB
irritably_crown v54 5172 games, 6861257 moves, e=0.010, loss: 70.9, -, 7.7% elo% vs. random_no_suicide, avg. reward: 0.681, 3.043 sec/game, 255.7 min. total, 2102.7 MB
irritably_crown v54 5173 games, 6862659 moves, e=0.010, loss: 70.9, -, 7.6% elo% vs. random_no_suicide, avg. reward: 0.681, 3.047 sec/game, 255.8 min. total, 2104.1 MB
irritably_crown v54 5174 games, 6864054 moves, e=0.010, loss: 70.9, -, 7.5% elo% vs. random_no_suicide, avg. reward: 0.692, 3.049 sec/game, 255.8 min. total, 2104.2 MB
irritably_crown v54 5175 games, 6865547 moves, e=0.010, loss: 70.7, -, 7.4% elo% vs. random_no_suicide, avg. reward: 0.697, 3.062 sec/game, 255.9 min. total, 2104.8 MB
irritably_crown v54 5176 games, 6867038 moves, e=0.010, loss: 68.6, -, 7.3% elo% vs. random_no_suicide, avg. reward: 0.705, 3.067 sec/game, 256.0 min. total, 2105.0 MB
irritably_crown v54 5177 games, 6868431 moves, e=0.010, loss: 68.1, -, 7.2% elo% vs. random_no_suicide, avg. reward: 0.706, 3.076 sec/game, 256.0 min. total, 2104.9 MB
irritably_crown v54 5178 games, 6869831 moves, e=0.010, loss: 70.0, -, 7.2% elo% vs. random_no_suicide, avg. reward: 0.708, 3.069 sec/game, 256.1 min. total, 2104.4 MB
irritably_crown v54 5179 games, 6871249 moves, e=0.010, loss: 66.7, -, 7.1% elo% vs. random_no_suicide, avg. reward: 0.716, 3.069 sec/game, 256.1 min. total, 2105.0 MB
irritably_crown v54 5180 games, 6872749 moves, e=0.010, loss: 66.8, -, 7.0% elo% vs. random_no_suicide, avg. reward: 0.729, 3.079 sec/game, 256.2 min. total, 2106.3 MB
irritably_crown v54 5181 games, 6874121 moves, e=0.010, loss: 67.9, -, 6.9% elo% vs. random_no_suicide, avg. reward: 0.728, 3.067 sec/game, 256.2 min. total, 2107.0 MB
irritably_crown v54 5182 games, 6875488 moves, e=0.010, loss: 68.8, -, 6.8% elo% vs. random_no_suicide, avg. reward: 0.722, 3.065 sec/game, 256.3 min. total, 2107.5 MB
irritably_crown v54 5183 games, 6876813 moves, e=0.010, loss: 76.0, -, 6.7% elo% vs. random_no_suicide, avg. reward: 0.715, 3.062 sec/game, 256.3 min. total, 2107.4 MB
irritably_crown v54 5184 games, 6878205 moves, e=0.010, loss: 76.0, -, 6.7% elo% vs. random_no_suicide, avg. reward: 0.709, 3.057 sec/game, 256.4 min. total, 2107.7 MB
irritably_crown v54 5185 games, 6879594 moves, e=0.010, loss: 71.9, -, 6.6% elo% vs. random_no_suicide, avg. reward: 0.707, 3.052 sec/game, 256.4 min. total, 2107.6 MB
irritably_crown v54 5186 games, 6880940 moves, e=0.010, loss: 71.3, -, 6.5% elo% vs. random_no_suicide, avg. reward: 0.704, 3.066 sec/game, 256.5 min. total, 2108.0 MB
irritably_crown v54 5187 games, 6882299 moves, e=0.010, loss: 72.8, -, 6.4% elo% vs. random_no_suicide, avg. reward: 0.704, 3.064 sec/game, 256.5 min. total, 2108.7 MB
irritably_crown v54 5188 games, 6883768 moves, e=0.010, loss: 73.1, -, 6.4% elo% vs. random_no_suicide, avg. reward: 0.707, 3.079 sec/game, 256.6 min. total, 2111.4 MB
irritably_crown v54 5189 games, 6885197 moves, e=0.010, loss: 70.0, -, 6.3% elo% vs. random_no_suicide, avg. reward: 0.707, 3.093 sec/game, 256.6 min. total, 2111.1 MB
irritably_crown v54 5190 games, 6886601 moves, e=0.010, loss: 70.5, -, 6.2% elo% vs. random_no_suicide, avg. reward: 0.709, 3.103 sec/game, 256.7 min. total, 2111.0 MB
irritably_crown v54 5191 games, 6888018 moves, e=0.010, loss: 68.2, -, 6.2% elo% vs. random_no_suicide, avg. reward: 0.703, 3.114 sec/game, 256.7 min. total, 2111.1 MB
irritably_crown v54 5192 games, 6889476 moves, e=0.010, loss: 67.1, -, 6.1% elo% vs. random_no_suicide, avg. reward: 0.702, 3.128 sec/game, 256.8 min. total, 2111.5 MB
irritably_crown v54 5193 games, 6890832 moves, e=0.010, loss: 65.9, -, 6.0% elo% vs. random_no_suicide, avg. reward: 0.695, 3.118 sec/game, 256.8 min. total, 2111.6 MB
irritably_crown v54 5194 games, 6892145 moves, e=0.010, loss: 65.0, -, 6.0% elo% vs. random_no_suicide, avg. reward: 0.678, 3.112 sec/game, 256.9 min. total, 2111.7 MB
irritably_crown v54 5195 games, 6893364 moves, e=0.010, loss: 60.7, -, 5.9% elo% vs. random_no_suicide, avg. reward: 0.670, 3.093 sec/game, 256.9 min. total, 2113.1 MB
irritably_crown v54 5196 games, 6894561 moves, e=0.010, loss: 58.0, -, 5.8% elo% vs. random_no_suicide, avg. reward: 0.651, 3.071 sec/game, 257.0 min. total, 2114.1 MB
irritably_crown v54 5197 games, 6895887 moves, e=0.010, loss: 56.1, -, 5.8% elo% vs. random_no_suicide, avg. reward: 0.630, 3.079 sec/game, 257.0 min. total, 2114.6 MB
irritably_crown v54 5198 games, 6897020 moves, e=0.010, loss: 52.4, -, 5.7% elo% vs. random_no_suicide, avg. reward: 0.600, 3.051 sec/game, 257.1 min. total, 2114.5 MB
irritably_crown v54 5199 games, 6898587 moves, e=0.010, loss: 49.6, -, 5.7% elo% vs. random_no_suicide, avg. reward: 0.601, 3.084 sec/game, 257.1 min. total, 2114.5 MB
