italicize_pushiness v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 312.3 MB
italicize_pushiness v7 461 games, 381262 moves, e=0.623, loss: 408.2, -, 30.9% elo% vs. v3, avg. reward: 0.765, 2.451 sec/game, 18.9 min. total, 632.1 MB
italicize_pushiness v7 462 games, 382239 moves, e=0.622, loss: 389.2, -, 29.7% elo% vs. v3, avg. reward: 0.768, 2.478 sec/game, 19.0 min. total, 632.5 MB
italicize_pushiness v7 463 games, 383113 moves, e=0.621, loss: 380.5, +, 32.4% elo% vs. v3, avg. reward: 0.753, 2.479 sec/game, 19.0 min. total, 632.5 MB
italicize_pushiness v7 464 games, 384193 moves, e=0.620, loss: 377.9, -, 31.1% elo% vs. v3, avg. reward: 0.737, 2.495 sec/game, 19.1 min. total, 632.4 MB
italicize_pushiness v7 465 games, 385387 moves, e=0.618, loss: 384.2, +, 33.9% elo% vs. v3, avg. reward: 0.799, 2.515 sec/game, 19.1 min. total, 633.2 MB
italicize_pushiness v7 466 games, 386487 moves, e=0.617, loss: 398.5, +, 36.7% elo% vs. v3, avg. reward: 0.860, 2.530 sec/game, 19.2 min. total, 634.7 MB
italicize_pushiness v7 467 games, 387475 moves, e=0.616, loss: 392.2, +, 39.4% elo% vs. v3, avg. reward: 0.850, 2.534 sec/game, 19.2 min. total, 634.6 MB
italicize_pushiness v7 468 games, 388462 moves, e=0.615, loss: 386.5, ., 39.9% elo% vs. v3, avg. reward: 0.813, 2.524 sec/game, 19.2 min. total, 634.3 MB
italicize_pushiness v7 469 games, 389504 moves, e=0.614, loss: 370.9, +, 42.6% elo% vs. v3, avg. reward: 0.817, 2.550 sec/game, 19.3 min. total, 634.6 MB
italicize_pushiness v7 470 games, 390522 moves, e=0.613, loss: 375.3, -, 40.7% elo% vs. v3, avg. reward: 0.894, 2.526 sec/game, 19.3 min. total, 634.6 MB
italicize_pushiness v7 471 games, 391445 moves, e=0.612, loss: 406.6, -, 38.9% elo% vs. v3, avg. reward: 0.924, 2.537 sec/game, 19.4 min. total, 634.9 MB
italicize_pushiness v7 472 games, 392547 moves, e=0.611, loss: 431.5, -, 37.2% elo% vs. v3, avg. reward: 0.964, 2.524 sec/game, 19.4 min. total, 635.4 MB
italicize_pushiness v7 473 games, 393459 moves, e=0.610, loss: 411.0, +, 39.9% elo% vs. v3, avg. reward: 0.985, 2.525 sec/game, 19.4 min. total, 637.3 MB
italicize_pushiness v7 474 games, 394493 moves, e=0.609, loss: 421.9, +, 42.6% elo% vs. v3, avg. reward: 1.001, 2.522 sec/game, 19.5 min. total, 640.6 MB
italicize_pushiness v7 475 games, 395613 moves, e=0.608, loss: 439.3, +, 45.2% elo% vs. v3, avg. reward: 0.921, 2.545 sec/game, 19.5 min. total, 638.8 MB
italicize_pushiness v7 476 games, 396633 moves, e=0.607, loss: 480.6, +, 47.7% elo% vs. v3, avg. reward: 0.860, 2.557 sec/game, 19.6 min. total, 638.7 MB
italicize_pushiness v7 477 games, 397577 moves, e=0.606, loss: 489.2, -, 45.5% elo% vs. v3, avg. reward: 0.862, 2.564 sec/game, 19.6 min. total, 638.8 MB
italicize_pushiness v7 478 games, 398737 moves, e=0.605, loss: 503.9, +, 48.0% elo% vs. v3, avg. reward: 0.889, 2.568 sec/game, 19.6 min. total, 639.1 MB
italicize_pushiness v7 479 games, 399780 moves, e=0.604, loss: 496.0, -, 45.8% elo% vs. v3, avg. reward: 0.917, 2.565 sec/game, 19.7 min. total, 639.0 MB
italicize_pushiness v7 480 games, 400822 moves, e=0.603, loss: 527.5, +, 48.3% elo% vs. v3, avg. reward: 0.962, 2.557 sec/game, 19.7 min. total, 640.6 MB
italicize_pushiness v7 481 games, 401952 moves, e=0.602, loss: 519.6, +, 50.7% elo% vs. v3, avg. reward: 0.939, 2.568 sec/game, 19.8 min. total, 645.0 MB
italicize_pushiness v7 482 games, 402926 moves, e=0.601, loss: 487.7, +, 53.0% elo% vs. v3, avg. reward: 0.944, 2.591 sec/game, 19.8 min. total, 645.0 MB
italicize_pushiness v7 483 games, 404006 moves, e=0.600, loss: 472.3, +, 55.1% elo% vs. v3, avg. reward: 0.964, 2.632 sec/game, 19.9 min. total, 644.5 MB
italicize_pushiness v7 484 games, 405065 moves, e=0.599, loss: 473.6, +, 57.2% elo% vs. v3, avg. reward: 0.902, 2.635 sec/game, 19.9 min. total, 645.3 MB
italicize_pushiness v7 485 games, 406160 moves, e=0.598, loss: 417.4, +, 59.1% elo% vs. v3, avg. reward: 0.833, 2.618 sec/game, 20.0 min. total, 645.6 MB
italicize_pushiness v7 486 games, 407433 moves, e=0.597, loss: 413.1, +, 60.9% elo% vs. v3, avg. reward: 0.920, 2.637 sec/game, 20.0 min. total, 643.5 MB
italicize_pushiness v7 487 games, 408569 moves, e=0.596, loss: 390.1, +, 62.6% elo% vs. v3, avg. reward: 1.003, 2.669 sec/game, 20.1 min. total, 644.6 MB
italicize_pushiness v7 488 games, 409687 moves, e=0.594, loss: 392.1, -, 59.9% elo% vs. v3, avg. reward: 0.962, 2.720 sec/game, 20.1 min. total, 646.2 MB
italicize_pushiness v7 489 games, 410651 moves, e=0.593, loss: 393.3, -, 57.2% elo% vs. v3, avg. reward: 1.032, 2.708 sec/game, 20.2 min. total, 645.9 MB
italicize_pushiness v7 490 games, 411797 moves, e=0.592, loss: 428.8, +, 59.1% elo% vs. v3, avg. reward: 1.058, 2.732 sec/game, 20.2 min. total, 646.1 MB
italicize_pushiness v7 491 games, 412904 moves, e=0.591, loss: 436.2, -, 56.4% elo% vs. v3, avg. reward: 1.022, 2.740 sec/game, 20.3 min. total, 646.1 MB
italicize_pushiness v7 492 games, 414159 moves, e=0.590, loss: 409.2, +, 58.4% elo% vs. v3, avg. reward: 1.045, 2.771 sec/game, 20.3 min. total, 646.3 MB
italicize_pushiness v7 493 games, 415344 moves, e=0.589, loss: 435.8, -, 55.8% elo% vs. v3, avg. reward: 1.087, 2.815 sec/game, 20.4 min. total, 646.0 MB
italicize_pushiness v7 494 games, 416454 moves, e=0.588, loss: 478.4, +, 57.8% elo% vs. v3, avg. reward: 1.142, 2.853 sec/game, 20.4 min. total, 646.6 MB
italicize_pushiness v7 495 games, 417631 moves, e=0.587, loss: 494.4, +, 59.7% elo% vs. v3, avg. reward: 1.185, 2.865 sec/game, 20.5 min. total, 648.7 MB
italicize_pushiness v7 496 games, 418714 moves, e=0.585, loss: 472.7, -, 57.0% elo% vs. v3, avg. reward: 1.264, 2.882 sec/game, 20.5 min. total, 647.2 MB
italicize_pushiness v7 497 games, 419730 moves, e=0.584, loss: 521.6, +, 58.9% elo% vs. v3, avg. reward: 1.234, 2.888 sec/game, 20.6 min. total, 649.9 MB
italicize_pushiness v7 498 games, 420657 moves, e=0.584, loss: 511.1, -, 56.3% elo% vs. v3, avg. reward: 1.299, 2.865 sec/game, 20.6 min. total, 648.0 MB
italicize_pushiness v7 499 games, 421604 moves, e=0.583, loss: 485.9, -, 53.7% elo% vs. v3, avg. reward: 1.286, 2.851 sec/game, 20.6 min. total, 648.1 MB
italicize_pushiness v7 500 games, 422799 moves, e=0.581, loss: 474.8, -, 51.2% elo% vs. v3, avg. reward: 1.382, 2.876 sec/game, 20.7 min. total, 647.6 MB
italicize_pushiness v8 501 games, 423866 moves, e=0.580, loss: 553.9, -, 47.7% elo% vs. v3, avg. reward: 1.415, 2.873 sec/game, 20.7 min. total, 648.4 MB
italicize_pushiness v8 502 games, 425045 moves, e=0.579, loss: 520.0, -, 45.5% elo% vs. v3, avg. reward: 1.385, 2.858 sec/game, 20.8 min. total, 649.3 MB
italicize_pushiness v8 503 games, 426069 moves, e=0.578, loss: 535.4, +, 48.0% elo% vs. v3, avg. reward: 1.492, 2.836 sec/game, 20.8 min. total, 651.3 MB
italicize_pushiness v8 504 games, 427105 moves, e=0.577, loss: 547.6, -, 45.8% elo% vs. v3, avg. reward: 1.436, 2.831 sec/game, 20.9 min. total, 652.1 MB
italicize_pushiness v8 505 games, 428170 moves, e=0.576, loss: 573.2, -, 43.7% elo% vs. v3, avg. reward: 1.458, 2.842 sec/game, 20.9 min. total, 652.2 MB
italicize_pushiness v8 506 games, 429339 moves, e=0.575, loss: 525.2, +, 46.3% elo% vs. v3, avg. reward: 1.465, 2.835 sec/game, 21.0 min. total, 651.9 MB
italicize_pushiness v8 507 games, 430442 moves, e=0.574, loss: 559.1, +, 48.8% elo% vs. v3, avg. reward: 1.486, 2.798 sec/game, 21.0 min. total, 652.4 MB
italicize_pushiness v8 508 games, 431572 moves, e=0.573, loss: 614.9, +, 51.1% elo% vs. v3, avg. reward: 1.510, 2.775 sec/game, 21.1 min. total, 651.8 MB
italicize_pushiness v8 509 games, 432783 moves, e=0.572, loss: 630.3, +, 53.4% elo% vs. v3, avg. reward: 1.479, 2.840 sec/game, 21.1 min. total, 652.2 MB
italicize_pushiness v8 510 games, 433910 moves, e=0.570, loss: 608.4, ., 53.2% elo% vs. v3, avg. reward: 1.558, 2.831 sec/game, 21.2 min. total, 652.5 MB
italicize_pushiness v8 511 games, 435080 moves, e=0.569, loss: 581.4, +, 55.3% elo% vs. v3, avg. reward: 1.544, 2.852 sec/game, 21.2 min. total, 658.1 MB
italicize_pushiness v8 512 games, 436064 moves, e=0.568, loss: 567.4, +, 57.4% elo% vs. v3, avg. reward: 1.577, 2.821 sec/game, 21.3 min. total, 657.8 MB
italicize_pushiness v8 513 games, 437270 moves, e=0.567, loss: 555.6, ., 57.0% elo% vs. v3, avg. reward: 1.615, 2.824 sec/game, 21.3 min. total, 655.8 MB
italicize_pushiness v8 514 games, 438249 moves, e=0.566, loss: 521.9, +, 59.0% elo% vs. v3, avg. reward: 1.562, 2.800 sec/game, 21.4 min. total, 655.8 MB
italicize_pushiness v8 515 games, 439262 moves, e=0.565, loss: 575.0, +, 60.8% elo% vs. v3, avg. reward: 1.587, 2.808 sec/game, 21.4 min. total, 656.2 MB
italicize_pushiness v8 516 games, 440395 moves, e=0.564, loss: 536.7, +, 62.5% elo% vs. v3, avg. reward: 1.617, 2.828 sec/game, 21.5 min. total, 656.9 MB
italicize_pushiness v8 517 games, 441470 moves, e=0.563, loss: 503.1, +, 64.1% elo% vs. v3, avg. reward: 1.715, 2.841 sec/game, 21.5 min. total, 657.0 MB
italicize_pushiness v8 518 games, 442572 moves, e=0.562, loss: 497.0, +, 65.6% elo% vs. v3, avg. reward: 1.709, 2.879 sec/game, 21.6 min. total, 658.8 MB
italicize_pushiness v8 519 games, 443604 moves, e=0.561, loss: 527.9, -, 62.8% elo% vs. v3, avg. reward: 1.753, 2.904 sec/game, 21.6 min. total, 659.3 MB
italicize_pushiness v8 520 games, 444780 moves, e=0.560, loss: 493.8, +, 64.4% elo% vs. v3, avg. reward: 1.805, 2.917 sec/game, 21.7 min. total, 661.5 MB
italicize_pushiness v8 521 games, 446059 moves, e=0.558, loss: 474.3, +, 65.9% elo% vs. v3, avg. reward: 1.843, 2.975 sec/game, 21.7 min. total, 659.8 MB
italicize_pushiness v8 522 games, 447170 moves, e=0.557, loss: 445.6, +, 67.3% elo% vs. v3, avg. reward: 1.846, 2.989 sec/game, 21.8 min. total, 659.4 MB
italicize_pushiness v8 523 games, 448295 moves, e=0.556, loss: 461.4, -, 64.5% elo% vs. v3, avg. reward: 1.913, 2.989 sec/game, 21.8 min. total, 660.1 MB
italicize_pushiness v8 524 games, 449448 moves, e=0.555, loss: 463.0, +, 66.0% elo% vs. v3, avg. reward: 1.930, 2.995 sec/game, 21.9 min. total, 662.4 MB
italicize_pushiness v8 525 games, 450581 moves, e=0.554, loss: 494.1, +, 67.4% elo% vs. v3, avg. reward: 1.984, 2.985 sec/game, 21.9 min. total, 663.8 MB
italicize_pushiness v8 526 games, 451573 moves, e=0.553, loss: 511.3, +, 68.7% elo% vs. v3, avg. reward: 2.021, 2.954 sec/game, 22.0 min. total, 662.1 MB
italicize_pushiness v8 527 games, 452764 moves, e=0.552, loss: 463.6, -, 65.9% elo% vs. v3, avg. reward: 2.061, 2.981 sec/game, 22.0 min. total, 661.7 MB
italicize_pushiness v8 528 games, 453847 moves, e=0.551, loss: 481.9, -, 63.1% elo% vs. v3, avg. reward: 2.054, 2.964 sec/game, 22.1 min. total, 661.8 MB
italicize_pushiness v8 529 games, 455100 moves, e=0.549, loss: 522.1, -, 60.4% elo% vs. v3, avg. reward: 2.144, 2.931 sec/game, 22.1 min. total, 662.2 MB
italicize_pushiness v8 530 games, 456301 moves, e=0.548, loss: 595.2, -, 57.7% elo% vs. v3, avg. reward: 2.200, 2.942 sec/game, 22.2 min. total, 662.2 MB
italicize_pushiness v8 531 games, 457279 moves, e=0.547, loss: 623.6, +, 59.6% elo% vs. v3, avg. reward: 2.183, 2.919 sec/game, 22.2 min. total, 662.6 MB
italicize_pushiness v8 532 games, 458587 moves, e=0.546, loss: 638.8, -, 56.9% elo% vs. v3, avg. reward: 2.138, 2.949 sec/game, 22.2 min. total, 663.2 MB
italicize_pushiness v8 533 games, 459643 moves, e=0.545, loss: 631.5, -, 54.3% elo% vs. v3, avg. reward: 2.235, 2.917 sec/game, 22.3 min. total, 665.0 MB
italicize_pushiness v8 534 games, 460690 moves, e=0.544, loss: 600.8, -, 51.8% elo% vs. v3, avg. reward: 2.222, 2.924 sec/game, 22.3 min. total, 665.8 MB
italicize_pushiness v8 535 games, 461855 moves, e=0.543, loss: 600.2, +, 54.0% elo% vs. v3, avg. reward: 2.246, 2.908 sec/game, 22.4 min. total, 665.4 MB
italicize_pushiness v8 536 games, 463033 moves, e=0.542, loss: 575.7, ., 53.9% elo% vs. v3, avg. reward: 2.239, 2.893 sec/game, 22.4 min. total, 665.5 MB
italicize_pushiness v8 537 games, 464238 moves, e=0.540, loss: 538.7, +, 56.0% elo% vs. v3, avg. reward: 2.382, 2.896 sec/game, 22.5 min. total, 665.8 MB
italicize_pushiness v8 538 games, 465310 moves, e=0.539, loss: 514.1, -, 53.4% elo% vs. v3, avg. reward: 2.389, 2.906 sec/game, 22.5 min. total, 666.1 MB
italicize_pushiness v8 539 games, 466313 moves, e=0.538, loss: 517.5, -, 51.0% elo% vs. v3, avg. reward: 2.421, 2.901 sec/game, 22.6 min. total, 666.8 MB
italicize_pushiness v8 540 games, 467408 moves, e=0.537, loss: 471.6, -, 48.6% elo% vs. v3, avg. reward: 2.424, 2.870 sec/game, 22.6 min. total, 667.5 MB
italicize_pushiness v8 541 games, 468467 moves, e=0.536, loss: 516.3, +, 51.0% elo% vs. v3, avg. reward: 2.372, 2.811 sec/game, 22.7 min. total, 671.7 MB
italicize_pushiness v8 542 games, 469528 moves, e=0.535, loss: 531.9, +, 53.2% elo% vs. v3, avg. reward: 2.368, 2.796 sec/game, 22.7 min. total, 671.4 MB
italicize_pushiness v8 543 games, 470772 moves, e=0.534, loss: 525.6, +, 55.4% elo% vs. v3, avg. reward: 2.330, 2.798 sec/game, 22.8 min. total, 669.3 MB
italicize_pushiness v8 544 games, 471832 moves, e=0.533, loss: 545.6, -, 52.8% elo% vs. v3, avg. reward: 2.347, 2.795 sec/game, 22.8 min. total, 668.9 MB
italicize_pushiness v8 545 games, 472804 moves, e=0.532, loss: 529.4, +, 55.0% elo% vs. v3, avg. reward: 2.362, 2.772 sec/game, 22.8 min. total, 669.4 MB
italicize_pushiness v8 546 games, 473916 moves, e=0.531, loss: 552.9, ., 54.8% elo% vs. v3, avg. reward: 2.426, 2.796 sec/game, 22.9 min. total, 668.7 MB
italicize_pushiness v8 547 games, 475031 moves, e=0.530, loss: 552.8, +, 56.8% elo% vs. v3, avg. reward: 2.426, 2.783 sec/game, 22.9 min. total, 669.5 MB
italicize_pushiness v8 548 games, 476332 moves, e=0.528, loss: 528.0, -, 54.2% elo% vs. v3, avg. reward: 2.499, 2.812 sec/game, 23.0 min. total, 670.6 MB
italicize_pushiness v8 549 games, 477541 moves, e=0.527, loss: 512.8, +, 56.3% elo% vs. v3, avg. reward: 2.468, 2.804 sec/game, 23.0 min. total, 672.0 MB
italicize_pushiness v8 550 games, 478597 moves, e=0.526, loss: 514.9, +, 58.3% elo% vs. v3, avg. reward: 2.277, 2.802 sec/game, 23.1 min. total, 674.1 MB
italicize_pushiness v8 551 games, 479765 moves, e=0.525, loss: 540.3, +, 60.1% elo% vs. v3, avg. reward: 2.209, 2.821 sec/game, 23.1 min. total, 672.1 MB
italicize_pushiness v8 552 games, 480860 moves, e=0.524, loss: 554.3, +, 61.9% elo% vs. v3, avg. reward: 2.170, 2.797 sec/game, 23.2 min. total, 672.4 MB
italicize_pushiness v8 553 games, 481957 moves, e=0.523, loss: 538.7, -, 59.2% elo% vs. v3, avg. reward: 2.227, 2.809 sec/game, 23.2 min. total, 672.4 MB
italicize_pushiness v8 554 games, 483073 moves, e=0.522, loss: 522.6, +, 61.0% elo% vs. v3, avg. reward: 2.241, 2.803 sec/game, 23.3 min. total, 672.7 MB
italicize_pushiness v8 555 games, 484251 moves, e=0.521, loss: 552.9, -, 58.3% elo% vs. v3, avg. reward: 2.518, 2.802 sec/game, 23.3 min. total, 674.1 MB
italicize_pushiness v8 556 games, 485492 moves, e=0.519, loss: 523.9, -, 55.6% elo% vs. v3, avg. reward: 2.497, 2.800 sec/game, 23.4 min. total, 676.2 MB
italicize_pushiness v8 557 games, 486801 moves, e=0.518, loss: 543.9, -, 53.1% elo% vs. v3, avg. reward: 2.565, 2.831 sec/game, 23.4 min. total, 676.4 MB
italicize_pushiness v8 558 games, 487943 moves, e=0.517, loss: 537.4, +, 55.2% elo% vs. v3, avg. reward: 2.518, 2.812 sec/game, 23.5 min. total, 676.2 MB
italicize_pushiness v8 559 games, 489207 moves, e=0.516, loss: 498.5, -, 52.7% elo% vs. v3, avg. reward: 2.562, 2.823 sec/game, 23.5 min. total, 676.3 MB
italicize_pushiness v8 560 games, 490240 moves, e=0.515, loss: 514.6, -, 50.3% elo% vs. v3, avg. reward: 2.508, 2.830 sec/game, 23.6 min. total, 676.3 MB
italicize_pushiness v8 561 games, 491327 moves, e=0.514, loss: 519.9, +, 52.6% elo% vs. v3, avg. reward: 2.459, 2.829 sec/game, 23.6 min. total, 676.4 MB
italicize_pushiness v8 562 games, 492419 moves, e=0.513, loss: 553.5, +, 54.7% elo% vs. v3, avg. reward: 2.513, 2.822 sec/game, 23.7 min. total, 677.1 MB
italicize_pushiness v8 563 games, 493591 moves, e=0.511, loss: 562.4, -, 52.2% elo% vs. v3, avg. reward: 2.718, 2.821 sec/game, 23.7 min. total, 677.8 MB
italicize_pushiness v8 564 games, 494897 moves, e=0.510, loss: 524.3, +, 54.4% elo% vs. v3, avg. reward: 2.740, 2.834 sec/game, 23.8 min. total, 679.8 MB
italicize_pushiness v8 565 games, 495999 moves, e=0.509, loss: 492.6, -, 51.9% elo% vs. v3, avg. reward: 2.758, 2.852 sec/game, 23.8 min. total, 679.8 MB
italicize_pushiness v8 566 games, 497099 moves, e=0.508, loss: 509.4, -, 49.5% elo% vs. v3, avg. reward: 2.703, 2.853 sec/game, 23.8 min. total, 679.8 MB
italicize_pushiness v8 567 games, 498356 moves, e=0.507, loss: 518.0, +, 51.9% elo% vs. v3, avg. reward: 2.727, 2.876 sec/game, 23.9 min. total, 679.9 MB
italicize_pushiness v8 568 games, 499505 moves, e=0.505, loss: 540.7, -, 49.5% elo% vs. v3, avg. reward: 2.749, 2.865 sec/game, 23.9 min. total, 679.7 MB
italicize_pushiness v8 569 games, 500591 moves, e=0.504, loss: 547.6, +, 51.8% elo% vs. v3, avg. reward: 2.768, 2.849 sec/game, 24.0 min. total, 680.1 MB
italicize_pushiness v8 570 games, 501819 moves, e=0.503, loss: 523.4, +, 54.0% elo% vs. v3, avg. reward: 2.805, 2.863 sec/game, 24.0 min. total, 680.3 MB
italicize_pushiness v8 571 games, 503002 moves, e=0.502, loss: 536.5, -, 51.5% elo% vs. v3, avg. reward: 2.777, 2.860 sec/game, 24.1 min. total, 682.0 MB
italicize_pushiness v8 572 games, 504171 moves, e=0.501, loss: 487.7, +, 53.8% elo% vs. v3, avg. reward: 2.756, 2.873 sec/game, 24.1 min. total, 684.7 MB
italicize_pushiness v8 573 games, 505427 moves, e=0.500, loss: 526.2, +, 55.9% elo% vs. v3, avg. reward: 2.788, 2.890 sec/game, 24.2 min. total, 682.8 MB
italicize_pushiness v8 574 games, 506804 moves, e=0.498, loss: 511.0, -, 53.3% elo% vs. v3, avg. reward: 2.815, 2.917 sec/game, 24.2 min. total, 682.7 MB
italicize_pushiness v8 575 games, 508242 moves, e=0.497, loss: 523.3, -, 50.9% elo% vs. v3, avg. reward: 2.804, 2.945 sec/game, 24.3 min. total, 682.6 MB
italicize_pushiness v8 576 games, 509392 moves, e=0.496, loss: 506.2, +, 53.1% elo% vs. v3, avg. reward: 2.755, 2.946 sec/game, 24.3 min. total, 685.2 MB
italicize_pushiness v8 577 games, 510589 moves, e=0.495, loss: 498.2, -, 50.7% elo% vs. v3, avg. reward: 2.802, 2.914 sec/game, 24.4 min. total, 683.0 MB
italicize_pushiness v8 578 games, 511801 moves, e=0.493, loss: 551.3, +, 53.0% elo% vs. v3, avg. reward: 2.769, 2.934 sec/game, 24.4 min. total, 684.6 MB
italicize_pushiness v8 579 games, 513097 moves, e=0.492, loss: 505.3, +, 55.1% elo% vs. v3, avg. reward: 2.730, 2.944 sec/game, 24.5 min. total, 685.9 MB
italicize_pushiness v8 580 games, 514446 moves, e=0.491, loss: 532.6, +, 57.1% elo% vs. v3, avg. reward: 2.699, 2.978 sec/game, 24.6 min. total, 688.3 MB
italicize_pushiness v8 581 games, 515591 moves, e=0.490, loss: 502.5, +, 59.1% elo% vs. v3, avg. reward: 2.779, 2.993 sec/game, 24.6 min. total, 686.3 MB
italicize_pushiness v8 582 games, 516735 moves, e=0.488, loss: 478.7, +, 60.9% elo% vs. v3, avg. reward: 2.769, 2.983 sec/game, 24.6 min. total, 686.4 MB
italicize_pushiness v8 583 games, 517894 moves, e=0.487, loss: 469.1, +, 62.6% elo% vs. v3, avg. reward: 2.817, 2.995 sec/game, 24.7 min. total, 688.2 MB
italicize_pushiness v8 584 games, 519163 moves, e=0.486, loss: 453.6, +, 64.2% elo% vs. v3, avg. reward: 2.834, 2.983 sec/game, 24.7 min. total, 688.6 MB
italicize_pushiness v8 585 games, 520421 moves, e=0.485, loss: 458.7, +, 65.7% elo% vs. v3, avg. reward: 2.924, 3.004 sec/game, 24.8 min. total, 689.4 MB
italicize_pushiness v8 586 games, 521681 moves, e=0.484, loss: 468.6, -, 62.9% elo% vs. v3, avg. reward: 2.893, 3.017 sec/game, 24.9 min. total, 691.2 MB
italicize_pushiness v8 587 games, 522832 moves, e=0.482, loss: 427.5, -, 60.2% elo% vs. v3, avg. reward: 2.863, 2.997 sec/game, 24.9 min. total, 691.2 MB
italicize_pushiness v8 588 games, 523999 moves, e=0.481, loss: 438.8, -, 57.5% elo% vs. v3, avg. reward: 3.006, 2.996 sec/game, 24.9 min. total, 691.1 MB
italicize_pushiness v8 589 games, 525344 moves, e=0.480, loss: 485.0, ., 57.1% elo% vs. v3, avg. reward: 3.005, 3.032 sec/game, 25.0 min. total, 691.1 MB
italicize_pushiness v8 590 games, 526756 moves, e=0.479, loss: 485.7, -, 54.5% elo% vs. v3, avg. reward: 2.996, 3.047 sec/game, 25.1 min. total, 690.8 MB
italicize_pushiness v8 591 games, 528014 moves, e=0.477, loss: 463.2, -, 52.0% elo% vs. v3, avg. reward: 3.063, 3.058 sec/game, 25.1 min. total, 691.2 MB
italicize_pushiness v8 592 games, 529183 moves, e=0.476, loss: 502.1, -, 49.6% elo% vs. v3, avg. reward: 3.054, 3.057 sec/game, 25.2 min. total, 691.7 MB
italicize_pushiness v8 593 games, 530411 moves, e=0.475, loss: 548.8, +, 52.0% elo% vs. v3, avg. reward: 3.071, 3.044 sec/game, 25.2 min. total, 693.3 MB
italicize_pushiness v8 594 games, 531776 moves, e=0.474, loss: 542.6, -, 49.6% elo% vs. v3, avg. reward: 3.098, 3.046 sec/game, 25.3 min. total, 694.7 MB
italicize_pushiness v8 595 games, 533041 moves, e=0.472, loss: 507.8, +, 51.9% elo% vs. v3, avg. reward: 3.171, 3.038 sec/game, 25.3 min. total, 696.9 MB
italicize_pushiness v8 596 games, 534307 moves, e=0.471, loss: 479.1, +, 54.1% elo% vs. v3, avg. reward: 3.109, 3.050 sec/game, 25.4 min. total, 695.0 MB
italicize_pushiness v8 597 games, 535605 moves, e=0.470, loss: 519.6, +, 56.2% elo% vs. v3, avg. reward: 3.208, 3.062 sec/game, 25.4 min. total, 694.8 MB
italicize_pushiness v8 598 games, 536849 moves, e=0.469, loss: 562.5, +, 58.2% elo% vs. v3, avg. reward: 3.251, 3.053 sec/game, 25.5 min. total, 697.0 MB
italicize_pushiness v8 599 games, 538213 moves, e=0.467, loss: 591.7, +, 60.0% elo% vs. v3, avg. reward: 3.356, 3.056 sec/game, 25.5 min. total, 698.8 MB
italicize_pushiness v8 600 games, 539558 moves, e=0.466, loss: 559.8, +, 61.8% elo% vs. v3, avg. reward: 3.298, 3.052 sec/game, 25.6 min. total, 698.9 MB
italicize_pushiness v9 601 games, 540878 moves, e=0.465, loss: 555.4, -, 47.7% elo% vs. v3, avg. reward: 3.331, 3.065 sec/game, 25.6 min. total, 698.6 MB
italicize_pushiness v9 602 games, 542245 moves, e=0.463, loss: 576.5, +, 50.1% elo% vs. v3, avg. reward: 3.449, 3.103 sec/game, 25.7 min. total, 700.6 MB
italicize_pushiness v9 603 games, 543847 moves, e=0.462, loss: 572.0, -, 47.8% elo% vs. v3, avg. reward: 3.396, 3.131 sec/game, 25.7 min. total, 698.6 MB
italicize_pushiness v9 604 games, 545090 moves, e=0.460, loss: 609.2, -, 45.6% elo% vs. v3, avg. reward: 3.411, 3.141 sec/game, 25.8 min. total, 698.3 MB
italicize_pushiness v9 605 games, 546506 moves, e=0.459, loss: 567.1, +, 48.1% elo% vs. v3, avg. reward: 3.443, 3.152 sec/game, 25.8 min. total, 701.0 MB
italicize_pushiness v9 606 games, 547905 moves, e=0.458, loss: 563.2, -, 45.9% elo% vs. v3, avg. reward: 3.557, 3.165 sec/game, 25.9 min. total, 699.6 MB
italicize_pushiness v9 607 games, 549308 moves, e=0.456, loss: 556.3, ., 46.1% elo% vs. v3, avg. reward: 3.570, 3.191 sec/game, 26.0 min. total, 702.6 MB
italicize_pushiness v9 608 games, 550592 moves, e=0.455, loss: 606.2, -, 44.0% elo% vs. v3, avg. reward: 3.560, 3.212 sec/game, 26.0 min. total, 702.3 MB
italicize_pushiness v9 609 games, 551770 moves, e=0.454, loss: 592.7, +, 46.5% elo% vs. v3, avg. reward: 3.552, 3.191 sec/game, 26.1 min. total, 702.4 MB
italicize_pushiness v9 610 games, 552973 moves, e=0.453, loss: 577.0, +, 49.0% elo% vs. v3, avg. reward: 3.539, 3.175 sec/game, 26.1 min. total, 701.9 MB
italicize_pushiness v9 611 games, 554372 moves, e=0.451, loss: 564.0, +, 51.3% elo% vs. v3, avg. reward: 3.582, 3.188 sec/game, 26.2 min. total, 702.8 MB
italicize_pushiness v9 612 games, 555725 moves, e=0.450, loss: 567.3, +, 53.6% elo% vs. v3, avg. reward: 3.646, 3.200 sec/game, 26.2 min. total, 705.2 MB
italicize_pushiness v9 613 games, 556977 moves, e=0.449, loss: 548.0, +, 55.7% elo% vs. v3, avg. reward: 3.707, 3.210 sec/game, 26.3 min. total, 703.8 MB
italicize_pushiness v9 614 games, 558213 moves, e=0.447, loss: 550.8, +, 57.7% elo% vs. v3, avg. reward: 3.764, 3.195 sec/game, 26.3 min. total, 705.6 MB
