agreeable_scroll v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.7 MB
agreeable_scroll v14 1018 games, 1351329 moves, e=0.010, loss: 8.5, -, 23.7% elo% vs. simple_bot, avg. reward: -1.459, 4.184 sec/game, 39.9 min. total, 638.8 MB
agreeable_scroll v14 1019 games, 1353956 moves, e=0.010, loss: 7.8, -, 22.9% elo% vs. simple_bot, avg. reward: -1.459, 4.138 sec/game, 40.0 min. total, 638.2 MB
agreeable_scroll v14 1020 games, 1356365 moves, e=0.010, loss: 7.7, -, 22.2% elo% vs. simple_bot, avg. reward: -1.456, 4.183 sec/game, 40.1 min. total, 638.3 MB
agreeable_scroll v14 1021 games, 1359072 moves, e=0.010, loss: 8.2, -, 21.5% elo% vs. simple_bot, avg. reward: -1.452, 4.200 sec/game, 40.2 min. total, 638.3 MB
agreeable_scroll v14 1022 games, 1361772 moves, e=0.010, loss: 9.3, -, 20.8% elo% vs. simple_bot, avg. reward: -1.455, 4.196 sec/game, 40.2 min. total, 637.0 MB
agreeable_scroll v14 1023 games, 1363922 moves, e=0.010, loss: 8.8, -, 20.2% elo% vs. simple_bot, avg. reward: -1.451, 4.160 sec/game, 40.3 min. total, 639.5 MB
agreeable_scroll v14 1024 games, 1366744 moves, e=0.010, loss: 8.2, -, 19.6% elo% vs. simple_bot, avg. reward: -1.444, 4.228 sec/game, 40.4 min. total, 638.9 MB
agreeable_scroll v14 1025 games, 1369004 moves, e=0.010, loss: 8.3, -, 19.1% elo% vs. simple_bot, avg. reward: -1.445, 4.175 sec/game, 40.4 min. total, 639.0 MB
agreeable_scroll v14 1026 games, 1372206 moves, e=0.010, loss: 7.9, -, 18.5% elo% vs. simple_bot, avg. reward: -1.445, 4.207 sec/game, 40.5 min. total, 639.1 MB
agreeable_scroll v14 1027 games, 1374602 moves, e=0.010, loss: 6.9, -, 18.0% elo% vs. simple_bot, avg. reward: -1.439, 4.216 sec/game, 40.6 min. total, 642.4 MB
agreeable_scroll v14 1028 games, 1377380 moves, e=0.010, loss: 7.7, -, 17.5% elo% vs. simple_bot, avg. reward: -1.434, 4.170 sec/game, 40.6 min. total, 643.4 MB
agreeable_scroll v14 1029 games, 1380055 moves, e=0.010, loss: 7.1, -, 17.1% elo% vs. simple_bot, avg. reward: -1.439, 4.129 sec/game, 40.7 min. total, 641.2 MB
agreeable_scroll v14 1030 games, 1382661 moves, e=0.010, loss: 9.0, -, 16.6% elo% vs. simple_bot, avg. reward: -1.434, 4.151 sec/game, 40.8 min. total, 643.4 MB
agreeable_scroll v14 1031 games, 1385611 moves, e=0.010, loss: 7.4, -, 16.2% elo% vs. simple_bot, avg. reward: -1.420, 4.172 sec/game, 40.9 min. total, 643.1 MB
agreeable_scroll v14 1032 games, 1388251 moves, e=0.010, loss: 8.3, -, 15.8% elo% vs. simple_bot, avg. reward: -1.414, 4.160 sec/game, 40.9 min. total, 641.8 MB
agreeable_scroll v14 1033 games, 1391029 moves, e=0.010, loss: 8.1, -, 15.4% elo% vs. simple_bot, avg. reward: -1.415, 4.266 sec/game, 41.0 min. total, 644.2 MB
agreeable_scroll v14 1034 games, 1393380 moves, e=0.010, loss: 8.3, -, 15.1% elo% vs. simple_bot, avg. reward: -1.410, 4.312 sec/game, 41.1 min. total, 644.7 MB
agreeable_scroll v14 1035 games, 1395971 moves, e=0.010, loss: 8.3, -, 14.7% elo% vs. simple_bot, avg. reward: -1.401, 4.316 sec/game, 41.2 min. total, 645.8 MB
agreeable_scroll v14 1036 games, 1397975 moves, e=0.010, loss: 8.3, -, 14.4% elo% vs. simple_bot, avg. reward: -1.404, 4.236 sec/game, 41.2 min. total, 643.3 MB
agreeable_scroll v14 1037 games, 1400070 moves, e=0.010, loss: 8.8, -, 14.0% elo% vs. simple_bot, avg. reward: -1.391, 4.206 sec/game, 41.3 min. total, 643.7 MB
agreeable_scroll v14 1038 games, 1402277 moves, e=0.010, loss: 9.4, -, 13.7% elo% vs. simple_bot, avg. reward: -1.385, 4.144 sec/game, 41.3 min. total, 644.7 MB
agreeable_scroll v14 1039 games, 1404489 moves, e=0.010, loss: 9.4, -, 13.4% elo% vs. simple_bot, avg. reward: -1.383, 4.097 sec/game, 41.4 min. total, 645.2 MB
agreeable_scroll v14 1040 games, 1406950 moves, e=0.010, loss: 10.7, -, 13.1% elo% vs. simple_bot, avg. reward: -1.384, 4.076 sec/game, 41.4 min. total, 646.6 MB
agreeable_scroll v14 1041 games, 1409341 moves, e=0.010, loss: 9.8, -, 12.9% elo% vs. simple_bot, avg. reward: -1.377, 4.048 sec/game, 41.5 min. total, 645.9 MB
agreeable_scroll v14 1042 games, 1411899 moves, e=0.010, loss: 9.1, -, 12.6% elo% vs. simple_bot, avg. reward: -1.371, 4.032 sec/game, 41.6 min. total, 646.4 MB
agreeable_scroll v14 1043 games, 1414839 moves, e=0.010, loss: 8.7, -, 12.4% elo% vs. simple_bot, avg. reward: -1.362, 4.101 sec/game, 41.6 min. total, 646.0 MB
agreeable_scroll v14 1044 games, 1417804 moves, e=0.010, loss: 7.4, -, 12.1% elo% vs. simple_bot, avg. reward: -1.327, 4.122 sec/game, 41.7 min. total, 646.8 MB
agreeable_scroll v14 1045 games, 1420581 moves, e=0.010, loss: 6.4, -, 11.9% elo% vs. simple_bot, avg. reward: -1.312, 4.176 sec/game, 41.8 min. total, 649.2 MB
agreeable_scroll v14 1046 games, 1423012 moves, e=0.010, loss: 7.1, -, 11.7% elo% vs. simple_bot, avg. reward: -1.296, 4.190 sec/game, 41.9 min. total, 647.8 MB
agreeable_scroll v14 1047 games, 1425332 moves, e=0.010, loss: 7.7, -, 11.4% elo% vs. simple_bot, avg. reward: -1.286, 4.221 sec/game, 42.0 min. total, 649.3 MB
agreeable_scroll v14 1048 games, 1427915 moves, e=0.010, loss: 8.7, -, 11.2% elo% vs. simple_bot, avg. reward: -1.278, 4.209 sec/game, 42.0 min. total, 648.4 MB
agreeable_scroll v14 1049 games, 1430441 moves, e=0.010, loss: 9.5, -, 11.0% elo% vs. simple_bot, avg. reward: -1.267, 4.179 sec/game, 42.1 min. total, 648.7 MB
agreeable_scroll v14 1050 games, 1433322 moves, e=0.010, loss: 8.8, -, 10.8% elo% vs. simple_bot, avg. reward: -1.264, 4.180 sec/game, 42.2 min. total, 649.7 MB
agreeable_scroll v14 1051 games, 1436225 moves, e=0.010, loss: 7.9, -, 10.6% elo% vs. simple_bot, avg. reward: -1.257, 4.193 sec/game, 42.3 min. total, 650.2 MB
agreeable_scroll v14 1052 games, 1438825 moves, e=0.010, loss: 7.9, -, 10.4% elo% vs. simple_bot, avg. reward: -1.257, 4.154 sec/game, 42.3 min. total, 650.7 MB
agreeable_scroll v14 1053 games, 1442029 moves, e=0.010, loss: 7.4, -, 10.3% elo% vs. simple_bot, avg. reward: -1.253, 4.151 sec/game, 42.4 min. total, 652.2 MB
agreeable_scroll v14 1054 games, 1444786 moves, e=0.010, loss: 7.8, -, 10.1% elo% vs. simple_bot, avg. reward: -1.248, 4.181 sec/game, 42.5 min. total, 651.9 MB
agreeable_scroll v14 1055 games, 1447833 moves, e=0.010, loss: 7.0, -, 9.9% elo% vs. simple_bot, avg. reward: -1.243, 4.214 sec/game, 42.6 min. total, 651.4 MB
agreeable_scroll v14 1056 games, 1450843 moves, e=0.010, loss: 6.2, -, 9.8% elo% vs. simple_bot, avg. reward: -1.228, 4.285 sec/game, 42.6 min. total, 651.4 MB
agreeable_scroll v14 1057 games, 1453865 moves, e=0.010, loss: 5.3, -, 9.6% elo% vs. simple_bot, avg. reward: -1.216, 4.359 sec/game, 42.7 min. total, 650.9 MB
agreeable_scroll v14 1058 games, 1456677 moves, e=0.010, loss: 5.2, -, 9.5% elo% vs. simple_bot, avg. reward: -1.204, 4.409 sec/game, 42.8 min. total, 651.9 MB
agreeable_scroll v14 1059 games, 1459537 moves, e=0.010, loss: 5.3, +, 11.0% elo% vs. simple_bot, avg. reward: -1.195, 4.465 sec/game, 42.9 min. total, 655.3 MB
agreeable_scroll v14 1060 games, 1462782 moves, e=0.010, loss: 5.2, +, 12.7% elo% vs. simple_bot, avg. reward: -1.185, 4.539 sec/game, 43.0 min. total, 655.4 MB
agreeable_scroll v14 1061 games, 1465507 moves, e=0.010, loss: 4.9, -, 12.4% elo% vs. simple_bot, avg. reward: -1.178, 4.570 sec/game, 43.0 min. total, 654.9 MB
agreeable_scroll v14 1062 games, 1468997 moves, e=0.010, loss: 4.7, -, 12.2% elo% vs. simple_bot, avg. reward: -1.169, 4.635 sec/game, 43.1 min. total, 656.4 MB
agreeable_scroll v14 1063 games, 1472630 moves, e=0.010, loss: 4.8, -, 11.9% elo% vs. simple_bot, avg. reward: -1.161, 4.673 sec/game, 43.2 min. total, 657.2 MB
agreeable_scroll v14 1064 games, 1475404 moves, e=0.010, loss: 5.8, -, 11.7% elo% vs. simple_bot, avg. reward: -1.162, 4.659 sec/game, 43.3 min. total, 656.3 MB
agreeable_scroll v14 1065 games, 1478424 moves, e=0.010, loss: 6.9, -, 11.5% elo% vs. simple_bot, avg. reward: -1.157, 4.685 sec/game, 43.4 min. total, 659.2 MB
agreeable_scroll v14 1066 games, 1481681 moves, e=0.010, loss: 6.8, -, 11.3% elo% vs. simple_bot, avg. reward: -1.158, 4.705 sec/game, 43.5 min. total, 658.4 MB
agreeable_scroll v14 1067 games, 1484769 moves, e=0.010, loss: 6.5, -, 11.1% elo% vs. simple_bot, avg. reward: -1.156, 4.741 sec/game, 43.5 min. total, 656.8 MB
agreeable_scroll v14 1068 games, 1487558 moves, e=0.010, loss: 7.3, -, 10.9% elo% vs. simple_bot, avg. reward: -1.156, 4.764 sec/game, 43.6 min. total, 659.7 MB
agreeable_scroll v14 1069 games, 1490086 moves, e=0.010, loss: 7.7, -, 10.7% elo% vs. simple_bot, avg. reward: -1.162, 4.770 sec/game, 43.7 min. total, 657.4 MB
agreeable_scroll v14 1070 games, 1492923 moves, e=0.010, loss: 7.1, -, 10.5% elo% vs. simple_bot, avg. reward: -1.168, 4.771 sec/game, 43.8 min. total, 659.4 MB
agreeable_scroll v14 1071 games, 1495695 moves, e=0.010, loss: 8.9, -, 10.3% elo% vs. simple_bot, avg. reward: -1.170, 4.741 sec/game, 43.8 min. total, 658.9 MB
agreeable_scroll v14 1072 games, 1497994 moves, e=0.010, loss: 10.1, -, 10.1% elo% vs. simple_bot, avg. reward: -1.180, 4.727 sec/game, 43.9 min. total, 660.4 MB
agreeable_scroll v14 1073 games, 1501322 moves, e=0.010, loss: 8.9, -, 10.0% elo% vs. simple_bot, avg. reward: -1.178, 4.746 sec/game, 44.0 min. total, 659.3 MB
agreeable_scroll v14 1074 games, 1503746 moves, e=0.010, loss: 8.6, -, 9.8% elo% vs. simple_bot, avg. reward: -1.184, 4.742 sec/game, 44.1 min. total, 660.1 MB
agreeable_scroll v14 1075 games, 1506674 moves, e=0.010, loss: 8.4, -, 9.7% elo% vs. simple_bot, avg. reward: -1.188, 4.734 sec/game, 44.1 min. total, 661.1 MB
agreeable_scroll v14 1076 games, 1509870 moves, e=0.010, loss: 6.2, +, 11.2% elo% vs. simple_bot, avg. reward: -1.189, 4.773 sec/game, 44.2 min. total, 662.8 MB
agreeable_scroll v14 1077 games, 1512076 moves, e=0.010, loss: 7.1, -, 11.0% elo% vs. simple_bot, avg. reward: -1.194, 4.714 sec/game, 44.3 min. total, 664.2 MB
agreeable_scroll v14 1078 games, 1515012 moves, e=0.010, loss: 7.0, -, 10.8% elo% vs. simple_bot, avg. reward: -1.198, 4.731 sec/game, 44.4 min. total, 662.0 MB
agreeable_scroll v14 1079 games, 1518389 moves, e=0.010, loss: 5.9, -, 10.6% elo% vs. simple_bot, avg. reward: -1.199, 4.765 sec/game, 44.5 min. total, 663.4 MB
agreeable_scroll v14 1080 games, 1521448 moves, e=0.010, loss: 5.7, -, 10.4% elo% vs. simple_bot, avg. reward: -1.195, 4.759 sec/game, 44.5 min. total, 663.9 MB
agreeable_scroll v14 1081 games, 1524593 moves, e=0.010, loss: 5.0, -, 10.2% elo% vs. simple_bot, avg. reward: -1.193, 4.805 sec/game, 44.6 min. total, 665.6 MB
agreeable_scroll v14 1082 games, 1527638 moves, e=0.010, loss: 5.1, -, 10.1% elo% vs. simple_bot, avg. reward: -1.193, 4.811 sec/game, 44.7 min. total, 666.7 MB
agreeable_scroll v14 1083 games, 1530147 moves, e=0.010, loss: 5.8, -, 9.9% elo% vs. simple_bot, avg. reward: -1.203, 4.775 sec/game, 44.8 min. total, 667.5 MB
agreeable_scroll v14 1084 games, 1532655 moves, e=0.010, loss: 7.9, -, 9.7% elo% vs. simple_bot, avg. reward: -1.214, 4.777 sec/game, 44.9 min. total, 665.9 MB
agreeable_scroll v14 1085 games, 1535489 moves, e=0.010, loss: 8.8, -, 9.6% elo% vs. simple_bot, avg. reward: -1.222, 4.797 sec/game, 45.0 min. total, 666.8 MB
agreeable_scroll v14 1086 games, 1538544 moves, e=0.010, loss: 8.5, -, 9.4% elo% vs. simple_bot, avg. reward: -1.223, 4.804 sec/game, 45.1 min. total, 666.8 MB
agreeable_scroll v14 1087 games, 1541285 moves, e=0.010, loss: 8.1, -, 9.3% elo% vs. simple_bot, avg. reward: -1.226, 4.844 sec/game, 45.2 min. total, 667.2 MB
agreeable_scroll v14 1088 games, 1543265 moves, e=0.010, loss: 8.1, -, 9.1% elo% vs. simple_bot, avg. reward: -1.240, 4.801 sec/game, 45.2 min. total, 665.3 MB
agreeable_scroll v14 1089 games, 1546027 moves, e=0.010, loss: 9.0, -, 9.0% elo% vs. simple_bot, avg. reward: -1.246, 4.838 sec/game, 45.3 min. total, 666.7 MB
agreeable_scroll v14 1090 games, 1548518 moves, e=0.010, loss: 8.5, -, 8.9% elo% vs. simple_bot, avg. reward: -1.246, 4.844 sec/game, 45.4 min. total, 666.7 MB
agreeable_scroll v14 1091 games, 1551350 moves, e=0.010, loss: 8.7, -, 8.7% elo% vs. simple_bot, avg. reward: -1.250, 4.891 sec/game, 45.5 min. total, 666.9 MB
agreeable_scroll v14 1092 games, 1554382 moves, e=0.010, loss: 6.6, -, 8.6% elo% vs. simple_bot, avg. reward: -1.254, 5.020 sec/game, 45.6 min. total, 669.4 MB
agreeable_scroll v14 1093 games, 1557372 moves, e=0.010, loss: 6.1, -, 8.5% elo% vs. simple_bot, avg. reward: -1.254, 5.052 sec/game, 45.7 min. total, 669.5 MB
agreeable_scroll v14 1094 games, 1560033 moves, e=0.010, loss: 6.7, -, 8.4% elo% vs. simple_bot, avg. reward: -1.258, 5.097 sec/game, 45.8 min. total, 670.4 MB
agreeable_scroll v14 1095 games, 1563088 moves, e=0.010, loss: 7.0, -, 8.3% elo% vs. simple_bot, avg. reward: -1.260, 5.137 sec/game, 45.8 min. total, 669.4 MB
agreeable_scroll v14 1096 games, 1566621 moves, e=0.010, loss: 6.0, -, 8.1% elo% vs. simple_bot, avg. reward: -1.258, 5.185 sec/game, 46.0 min. total, 670.1 MB
agreeable_scroll v14 1097 games, 1569188 moves, e=0.010, loss: 6.3, -, 8.0% elo% vs. simple_bot, avg. reward: -1.260, 5.254 sec/game, 46.0 min. total, 669.8 MB
agreeable_scroll v14 1098 games, 1572307 moves, e=0.010, loss: 5.7, -, 7.9% elo% vs. simple_bot, avg. reward: -1.259, 5.279 sec/game, 46.1 min. total, 671.3 MB
agreeable_scroll v14 1099 games, 1575077 moves, e=0.010, loss: 6.0, -, 7.8% elo% vs. simple_bot, avg. reward: -1.259, 5.251 sec/game, 46.2 min. total, 670.5 MB
agreeable_scroll v14 1100 games, 1577792 moves, e=0.010, loss: 5.9, -, 7.7% elo% vs. simple_bot, avg. reward: -1.246, 5.237 sec/game, 46.3 min. total, 672.3 MB
agreeable_scroll v15 1101 games, 1580894 moves, e=0.010, loss: 5.8, -, 47.7% elo% vs. simple_bot, avg. reward: -1.245, 5.246 sec/game, 46.4 min. total, 672.2 MB
agreeable_scroll v15 1102 games, 1583656 moves, e=0.010, loss: 6.3, -, 45.5% elo% vs. simple_bot, avg. reward: -1.248, 5.224 sec/game, 46.5 min. total, 675.0 MB
agreeable_scroll v15 1103 games, 1586576 moves, e=0.010, loss: 6.7, -, 43.4% elo% vs. simple_bot, avg. reward: -1.243, 5.223 sec/game, 46.5 min. total, 672.8 MB
agreeable_scroll v15 1104 games, 1589311 moves, e=0.010, loss: 7.4, -, 41.5% elo% vs. simple_bot, avg. reward: -1.236, 5.232 sec/game, 46.6 min. total, 676.9 MB
agreeable_scroll v15 1105 games, 1592399 moves, e=0.010, loss: 7.5, -, 39.6% elo% vs. simple_bot, avg. reward: -1.231, 5.200 sec/game, 46.7 min. total, 673.7 MB
agreeable_scroll v15 1106 games, 1595182 moves, e=0.010, loss: 8.0, -, 37.9% elo% vs. simple_bot, avg. reward: -1.232, 5.134 sec/game, 46.8 min. total, 673.7 MB
agreeable_scroll v15 1107 games, 1597591 moves, e=0.010, loss: 8.2, -, 36.3% elo% vs. simple_bot, avg. reward: -1.234, 5.038 sec/game, 46.8 min. total, 674.6 MB
agreeable_scroll v15 1108 games, 1600846 moves, e=0.010, loss: 7.7, -, 34.8% elo% vs. simple_bot, avg. reward: -1.237, 5.105 sec/game, 46.9 min. total, 675.6 MB
agreeable_scroll v15 1109 games, 1603715 moves, e=0.010, loss: 7.4, -, 33.3% elo% vs. simple_bot, avg. reward: -1.242, 5.089 sec/game, 47.0 min. total, 676.8 MB
agreeable_scroll v15 1110 games, 1606465 moves, e=0.010, loss: 8.2, -, 32.0% elo% vs. simple_bot, avg. reward: -1.248, 5.072 sec/game, 47.1 min. total, 675.5 MB
agreeable_scroll v15 1111 games, 1609511 moves, e=0.010, loss: 7.0, -, 30.7% elo% vs. simple_bot, avg. reward: -1.244, 5.056 sec/game, 47.2 min. total, 676.0 MB
agreeable_scroll v15 1112 games, 1611977 moves, e=0.010, loss: 7.7, -, 29.5% elo% vs. simple_bot, avg. reward: -1.247, 4.938 sec/game, 47.2 min. total, 676.9 MB
agreeable_scroll v15 1113 games, 1614321 moves, e=0.010, loss: 7.4, -, 28.4% elo% vs. simple_bot, avg. reward: -1.229, 4.837 sec/game, 47.3 min. total, 677.8 MB
agreeable_scroll v15 1114 games, 1616818 moves, e=0.010, loss: 8.5, -, 27.3% elo% vs. simple_bot, avg. reward: -1.212, 4.793 sec/game, 47.4 min. total, 676.4 MB
agreeable_scroll v15 1115 games, 1618742 moves, e=0.010, loss: 9.2, -, 26.4% elo% vs. simple_bot, avg. reward: -1.217, 4.691 sec/game, 47.4 min. total, 679.1 MB
agreeable_scroll v15 1116 games, 1621274 moves, e=0.010, loss: 10.0, -, 25.4% elo% vs. simple_bot, avg. reward: -1.222, 4.596 sec/game, 47.5 min. total, 677.1 MB
agreeable_scroll v15 1117 games, 1623609 moves, e=0.010, loss: 10.5, -, 24.5% elo% vs. simple_bot, avg. reward: -1.222, 4.537 sec/game, 47.5 min. total, 678.7 MB
agreeable_scroll v15 1118 games, 1626617 moves, e=0.010, loss: 9.8, -, 23.7% elo% vs. simple_bot, avg. reward: -1.221, 4.518 sec/game, 47.6 min. total, 678.8 MB
agreeable_scroll v15 1119 games, 1629392 moves, e=0.010, loss: 7.5, -, 22.9% elo% vs. simple_bot, avg. reward: -1.213, 4.515 sec/game, 47.7 min. total, 680.2 MB
agreeable_scroll v15 1120 games, 1632204 moves, e=0.010, loss: 6.8, -, 22.2% elo% vs. simple_bot, avg. reward: -1.210, 4.524 sec/game, 47.8 min. total, 679.3 MB
agreeable_scroll v15 1121 games, 1634882 moves, e=0.010, loss: 6.2, -, 21.5% elo% vs. simple_bot, avg. reward: -1.206, 4.489 sec/game, 47.9 min. total, 682.1 MB
agreeable_scroll v15 1122 games, 1636847 moves, e=0.010, loss: 7.3, -, 20.8% elo% vs. simple_bot, avg. reward: -1.216, 4.408 sec/game, 47.9 min. total, 681.8 MB
agreeable_scroll v15 1123 games, 1639128 moves, e=0.010, loss: 8.4, -, 20.2% elo% vs. simple_bot, avg. reward: -1.219, 4.366 sec/game, 48.0 min. total, 682.4 MB
agreeable_scroll v15 1124 games, 1642019 moves, e=0.010, loss: 10.4, -, 19.6% elo% vs. simple_bot, avg. reward: -1.220, 4.395 sec/game, 48.1 min. total, 682.5 MB
agreeable_scroll v15 1125 games, 1644277 moves, e=0.010, loss: 9.8, -, 19.1% elo% vs. simple_bot, avg. reward: -1.224, 4.338 sec/game, 48.1 min. total, 682.8 MB
agreeable_scroll v15 1126 games, 1646658 moves, e=0.010, loss: 9.5, -, 18.5% elo% vs. simple_bot, avg. reward: -1.231, 4.334 sec/game, 48.2 min. total, 684.2 MB
agreeable_scroll v15 1127 games, 1648921 moves, e=0.010, loss: 9.3, -, 18.0% elo% vs. simple_bot, avg. reward: -1.236, 4.344 sec/game, 48.3 min. total, 683.4 MB
agreeable_scroll v15 1128 games, 1651731 moves, e=0.010, loss: 9.6, -, 17.5% elo% vs. simple_bot, avg. reward: -1.238, 4.335 sec/game, 48.4 min. total, 683.8 MB
agreeable_scroll v15 1129 games, 1654716 moves, e=0.010, loss: 8.7, -, 17.1% elo% vs. simple_bot, avg. reward: -1.233, 4.351 sec/game, 48.5 min. total, 684.8 MB
agreeable_scroll v15 1130 games, 1657107 moves, e=0.010, loss: 8.1, -, 16.6% elo% vs. simple_bot, avg. reward: -1.231, 4.345 sec/game, 48.5 min. total, 685.8 MB
agreeable_scroll v15 1131 games, 1659511 moves, e=0.010, loss: 7.6, -, 16.2% elo% vs. simple_bot, avg. reward: -1.234, 4.305 sec/game, 48.6 min. total, 687.4 MB
agreeable_scroll v15 1132 games, 1661836 moves, e=0.010, loss: 7.2, -, 15.8% elo% vs. simple_bot, avg. reward: -1.233, 4.321 sec/game, 48.7 min. total, 684.7 MB
agreeable_scroll v15 1133 games, 1664309 moves, e=0.010, loss: 7.4, +, 18.0% elo% vs. simple_bot, avg. reward: -1.230, 4.344 sec/game, 48.7 min. total, 686.9 MB
agreeable_scroll v15 1134 games, 1666997 moves, e=0.010, loss: 7.1, -, 17.5% elo% vs. simple_bot, avg. reward: -1.227, 4.356 sec/game, 48.8 min. total, 687.5 MB
agreeable_scroll v15 1135 games, 1669187 moves, e=0.010, loss: 6.9, -, 17.0% elo% vs. simple_bot, avg. reward: -1.232, 4.380 sec/game, 48.9 min. total, 662.8 MB
agreeable_scroll v15 1136 games, 1671506 moves, e=0.010, loss: 7.2, -, 16.6% elo% vs. simple_bot, avg. reward: -1.222, 4.365 sec/game, 48.9 min. total, 662.9 MB
agreeable_scroll v15 1137 games, 1674522 moves, e=0.010, loss: 6.6, -, 16.2% elo% vs. simple_bot, avg. reward: -1.214, 4.417 sec/game, 49.0 min. total, 658.1 MB
agreeable_scroll v15 1138 games, 1677529 moves, e=0.010, loss: 5.4, -, 15.8% elo% vs. simple_bot, avg. reward: -1.206, 4.431 sec/game, 49.1 min. total, 658.0 MB
agreeable_scroll v15 1139 games, 1679892 moves, e=0.010, loss: 5.0, -, 15.4% elo% vs. simple_bot, avg. reward: -1.201, 4.411 sec/game, 49.2 min. total, 659.3 MB
agreeable_scroll v15 1140 games, 1682398 moves, e=0.010, loss: 4.2, -, 15.0% elo% vs. simple_bot, avg. reward: -1.195, 4.367 sec/game, 49.2 min. total, 659.4 MB
agreeable_scroll v15 1141 games, 1684919 moves, e=0.010, loss: 5.9, -, 14.7% elo% vs. simple_bot, avg. reward: -1.194, 4.348 sec/game, 49.3 min. total, 659.4 MB
agreeable_scroll v15 1142 games, 1687463 moves, e=0.010, loss: 5.9, -, 14.3% elo% vs. simple_bot, avg. reward: -1.196, 4.416 sec/game, 49.4 min. total, 653.0 MB
agreeable_scroll v15 1143 games, 1690504 moves, e=0.010, loss: 6.0, -, 14.0% elo% vs. simple_bot, avg. reward: -1.194, 4.460 sec/game, 49.5 min. total, 652.2 MB
agreeable_scroll v15 1144 games, 1693508 moves, e=0.010, loss: 5.7, -, 13.7% elo% vs. simple_bot, avg. reward: -1.192, 4.435 sec/game, 49.6 min. total, 654.2 MB
agreeable_scroll v15 1145 games, 1696416 moves, e=0.010, loss: 4.1, +, 15.7% elo% vs. simple_bot, avg. reward: -1.194, 4.511 sec/game, 49.6 min. total, 654.2 MB
agreeable_scroll v15 1146 games, 1699455 moves, e=0.010, loss: 4.2, ., 16.6% elo% vs. simple_bot, avg. reward: -1.190, 4.568 sec/game, 49.7 min. total, 653.9 MB
agreeable_scroll v15 1147 games, 1701878 moves, e=0.010, loss: 4.9, -, 16.1% elo% vs. simple_bot, avg. reward: -1.188, 4.576 sec/game, 49.8 min. total, 655.8 MB
agreeable_scroll v15 1148 games, 1705155 moves, e=0.010, loss: 6.3, -, 15.7% elo% vs. simple_bot, avg. reward: -1.185, 4.620 sec/game, 49.9 min. total, 657.7 MB
agreeable_scroll v15 1149 games, 1708201 moves, e=0.010, loss: 5.8, -, 15.4% elo% vs. simple_bot, avg. reward: -1.185, 4.655 sec/game, 50.0 min. total, 649.9 MB
agreeable_scroll v15 1150 games, 1711523 moves, e=0.010, loss: 6.8, -, 15.0% elo% vs. simple_bot, avg. reward: -1.184, 4.736 sec/game, 50.1 min. total, 651.6 MB
agreeable_scroll v15 1151 games, 1714782 moves, e=0.010, loss: 6.4, -, 14.6% elo% vs. simple_bot, avg. reward: -1.184, 4.782 sec/game, 50.2 min. total, 652.6 MB
