agreeable_scroll v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.7 MB
agreeable_scroll v12 871 games, 986407 moves, e=0.023, loss: 11.1, -, 11.9% elo% vs. simple_bot, avg. reward: -2.578, 5.082 sec/game, 29.4 min. total, 576.7 MB
agreeable_scroll v12 872 games, 988628 moves, e=0.021, loss: 11.4, -, 11.7% elo% vs. simple_bot, avg. reward: -2.566, 5.009 sec/game, 29.4 min. total, 579.0 MB
agreeable_scroll v12 873 games, 991162 moves, e=0.019, loss: 12.3, -, 11.5% elo% vs. simple_bot, avg. reward: -2.561, 4.934 sec/game, 29.5 min. total, 576.9 MB
agreeable_scroll v12 874 games, 993196 moves, e=0.017, loss: 13.3, -, 11.3% elo% vs. simple_bot, avg. reward: -2.561, 4.845 sec/game, 29.6 min. total, 579.4 MB
agreeable_scroll v12 875 games, 996267 moves, e=0.014, loss: 11.8, -, 11.1% elo% vs. simple_bot, avg. reward: -2.543, 4.882 sec/game, 29.6 min. total, 581.8 MB
agreeable_scroll v12 876 games, 999297 moves, e=0.011, loss: 9.9, -, 10.9% elo% vs. simple_bot, avg. reward: -2.507, 4.942 sec/game, 29.7 min. total, 580.1 MB
agreeable_scroll v12 877 games, 1001671 moves, e=0.010, loss: 10.0, -, 10.7% elo% vs. simple_bot, avg. reward: -2.500, 4.885 sec/game, 29.8 min. total, 582.2 MB
agreeable_scroll v12 878 games, 1004519 moves, e=0.010, loss: 10.3, -, 10.5% elo% vs. simple_bot, avg. reward: -2.487, 4.838 sec/game, 29.9 min. total, 581.3 MB
agreeable_scroll v12 879 games, 1007197 moves, e=0.010, loss: 9.7, +, 12.1% elo% vs. simple_bot, avg. reward: -2.472, 4.829 sec/game, 30.0 min. total, 582.4 MB
agreeable_scroll v12 880 games, 1009355 moves, e=0.010, loss: 11.2, -, 11.9% elo% vs. simple_bot, avg. reward: -2.466, 4.754 sec/game, 30.0 min. total, 580.6 MB
agreeable_scroll v12 881 games, 1011274 moves, e=0.010, loss: 11.7, -, 11.7% elo% vs. simple_bot, avg. reward: -2.462, 4.734 sec/game, 30.1 min. total, 580.7 MB
agreeable_scroll v12 882 games, 1013794 moves, e=0.010, loss: 10.4, -, 11.5% elo% vs. simple_bot, avg. reward: -2.450, 4.754 sec/game, 30.2 min. total, 580.7 MB
agreeable_scroll v12 883 games, 1016348 moves, e=0.010, loss: 11.1, -, 11.2% elo% vs. simple_bot, avg. reward: -2.429, 4.748 sec/game, 30.2 min. total, 581.8 MB
agreeable_scroll v12 884 games, 1018873 moves, e=0.010, loss: 10.5, -, 11.0% elo% vs. simple_bot, avg. reward: -2.403, 4.710 sec/game, 30.3 min. total, 582.7 MB
agreeable_scroll v12 885 games, 1021335 moves, e=0.010, loss: 11.5, -, 10.8% elo% vs. simple_bot, avg. reward: -2.390, 4.596 sec/game, 30.4 min. total, 581.5 MB
agreeable_scroll v12 886 games, 1024338 moves, e=0.010, loss: 10.4, -, 10.6% elo% vs. simple_bot, avg. reward: -2.369, 4.509 sec/game, 30.4 min. total, 582.0 MB
agreeable_scroll v12 887 games, 1027051 moves, e=0.010, loss: 9.8, -, 10.5% elo% vs. simple_bot, avg. reward: -2.356, 4.477 sec/game, 30.5 min. total, 582.7 MB
agreeable_scroll v12 888 games, 1029484 moves, e=0.010, loss: 10.9, -, 10.3% elo% vs. simple_bot, avg. reward: -2.347, 4.377 sec/game, 30.6 min. total, 585.2 MB
agreeable_scroll v12 889 games, 1032491 moves, e=0.010, loss: 10.9, -, 10.1% elo% vs. simple_bot, avg. reward: -2.323, 4.404 sec/game, 30.7 min. total, 586.4 MB
agreeable_scroll v12 890 games, 1035335 moves, e=0.010, loss: 11.4, -, 9.9% elo% vs. simple_bot, avg. reward: -2.297, 4.648 sec/game, 30.9 min. total, 583.4 MB
agreeable_scroll v12 891 games, 1038618 moves, e=0.010, loss: 9.5, -, 9.8% elo% vs. simple_bot, avg. reward: -2.274, 4.895 sec/game, 31.0 min. total, 585.4 MB
agreeable_scroll v12 892 games, 1041372 moves, e=0.010, loss: 9.3, -, 9.6% elo% vs. simple_bot, avg. reward: -2.257, 4.937 sec/game, 31.1 min. total, 585.1 MB
agreeable_scroll v12 893 games, 1044398 moves, e=0.010, loss: 9.1, -, 9.5% elo% vs. simple_bot, avg. reward: -2.237, 4.980 sec/game, 31.2 min. total, 584.1 MB
agreeable_scroll v12 894 games, 1047136 moves, e=0.010, loss: 9.4, -, 9.3% elo% vs. simple_bot, avg. reward: -2.222, 5.023 sec/game, 31.2 min. total, 584.2 MB
agreeable_scroll v12 895 games, 1049995 moves, e=0.010, loss: 10.1, -, 9.2% elo% vs. simple_bot, avg. reward: -2.203, 5.007 sec/game, 31.3 min. total, 585.4 MB
agreeable_scroll v12 896 games, 1052748 moves, e=0.010, loss: 8.9, -, 9.0% elo% vs. simple_bot, avg. reward: -2.194, 5.001 sec/game, 31.4 min. total, 585.5 MB
agreeable_scroll v12 897 games, 1055447 moves, e=0.010, loss: 9.1, -, 8.9% elo% vs. simple_bot, avg. reward: -2.179, 5.058 sec/game, 31.5 min. total, 587.1 MB
agreeable_scroll v12 898 games, 1058522 moves, e=0.010, loss: 9.4, -, 8.8% elo% vs. simple_bot, avg. reward: -2.170, 5.066 sec/game, 31.6 min. total, 588.6 MB
agreeable_scroll v12 899 games, 1061319 moves, e=0.010, loss: 9.4, -, 8.6% elo% vs. simple_bot, avg. reward: -2.160, 5.017 sec/game, 31.6 min. total, 588.1 MB
agreeable_scroll v12 900 games, 1063989 moves, e=0.010, loss: 8.8, -, 8.5% elo% vs. simple_bot, avg. reward: -2.148, 5.023 sec/game, 31.7 min. total, 586.6 MB
agreeable_scroll v13 901 games, 1067037 moves, e=0.010, loss: 7.9, -, 47.7% elo% vs. simple_bot, avg. reward: -2.125, 5.096 sec/game, 31.8 min. total, 589.5 MB
agreeable_scroll v13 902 games, 1069789 moves, e=0.010, loss: 7.9, -, 45.5% elo% vs. simple_bot, avg. reward: -2.105, 5.092 sec/game, 31.9 min. total, 590.0 MB
agreeable_scroll v13 903 games, 1072417 moves, e=0.010, loss: 8.1, -, 43.4% elo% vs. simple_bot, avg. reward: -2.094, 5.111 sec/game, 31.9 min. total, 588.3 MB
agreeable_scroll v13 904 games, 1074362 moves, e=0.010, loss: 8.5, -, 41.5% elo% vs. simple_bot, avg. reward: -2.066, 5.090 sec/game, 32.0 min. total, 589.9 MB
agreeable_scroll v13 905 games, 1076508 moves, e=0.010, loss: 9.0, -, 39.6% elo% vs. simple_bot, avg. reward: -2.058, 5.087 sec/game, 32.1 min. total, 589.1 MB
agreeable_scroll v13 906 games, 1078616 moves, e=0.010, loss: 10.4, -, 37.9% elo% vs. simple_bot, avg. reward: -2.036, 5.042 sec/game, 32.1 min. total, 589.1 MB
agreeable_scroll v13 907 games, 1080624 moves, e=0.010, loss: 10.0, -, 36.3% elo% vs. simple_bot, avg. reward: -2.023, 4.987 sec/game, 32.2 min. total, 589.5 MB
agreeable_scroll v13 908 games, 1082859 moves, e=0.010, loss: 10.0, -, 34.8% elo% vs. simple_bot, avg. reward: -2.012, 4.996 sec/game, 32.3 min. total, 591.3 MB
agreeable_scroll v13 909 games, 1084808 moves, e=0.010, loss: 11.3, -, 33.3% elo% vs. simple_bot, avg. reward: -2.001, 4.881 sec/game, 32.3 min. total, 590.6 MB
agreeable_scroll v13 910 games, 1087341 moves, e=0.010, loss: 11.0, -, 32.0% elo% vs. simple_bot, avg. reward: -1.982, 4.568 sec/game, 32.4 min. total, 592.5 MB
agreeable_scroll v13 911 games, 1089208 moves, e=0.010, loss: 11.4, -, 30.7% elo% vs. simple_bot, avg. reward: -1.966, 4.303 sec/game, 32.4 min. total, 591.2 MB
agreeable_scroll v13 912 games, 1091951 moves, e=0.010, loss: 11.2, -, 29.5% elo% vs. simple_bot, avg. reward: -1.940, 4.294 sec/game, 32.5 min. total, 592.8 MB
agreeable_scroll v13 913 games, 1094433 moves, e=0.010, loss: 10.4, -, 28.4% elo% vs. simple_bot, avg. reward: -1.926, 4.238 sec/game, 32.6 min. total, 595.4 MB
agreeable_scroll v13 914 games, 1096893 moves, e=0.010, loss: 11.4, -, 27.3% elo% vs. simple_bot, avg. reward: -1.916, 4.245 sec/game, 32.6 min. total, 596.4 MB
agreeable_scroll v13 915 games, 1098783 moves, e=0.010, loss: 11.6, -, 26.4% elo% vs. simple_bot, avg. reward: -1.911, 4.175 sec/game, 32.7 min. total, 596.7 MB
agreeable_scroll v13 916 games, 1100568 moves, e=0.010, loss: 9.7, -, 25.4% elo% vs. simple_bot, avg. reward: -1.909, 4.091 sec/game, 32.8 min. total, 597.1 MB
agreeable_scroll v13 917 games, 1103120 moves, e=0.010, loss: 11.3, -, 24.5% elo% vs. simple_bot, avg. reward: -1.902, 4.064 sec/game, 32.8 min. total, 596.2 MB
agreeable_scroll v13 918 games, 1104970 moves, e=0.010, loss: 12.0, -, 23.7% elo% vs. simple_bot, avg. reward: -1.903, 3.987 sec/game, 32.9 min. total, 596.2 MB
agreeable_scroll v13 919 games, 1107531 moves, e=0.010, loss: 11.0, -, 22.9% elo% vs. simple_bot, avg. reward: -1.902, 3.969 sec/game, 33.0 min. total, 597.0 MB
agreeable_scroll v13 920 games, 1109711 moves, e=0.010, loss: 11.4, -, 22.2% elo% vs. simple_bot, avg. reward: -1.897, 3.926 sec/game, 33.0 min. total, 597.4 MB
agreeable_scroll v13 921 games, 1111725 moves, e=0.010, loss: 10.5, -, 21.5% elo% vs. simple_bot, avg. reward: -1.890, 3.852 sec/game, 33.1 min. total, 597.9 MB
agreeable_scroll v13 922 games, 1114387 moves, e=0.010, loss: 10.8, -, 20.8% elo% vs. simple_bot, avg. reward: -1.878, 3.878 sec/game, 33.2 min. total, 597.4 MB
agreeable_scroll v13 923 games, 1116621 moves, e=0.010, loss: 10.0, -, 20.2% elo% vs. simple_bot, avg. reward: -1.878, 3.840 sec/game, 33.2 min. total, 598.9 MB
agreeable_scroll v13 924 games, 1118659 moves, e=0.010, loss: 9.6, -, 19.6% elo% vs. simple_bot, avg. reward: -1.870, 3.832 sec/game, 33.3 min. total, 599.6 MB
agreeable_scroll v13 925 games, 1121304 moves, e=0.010, loss: 8.7, -, 19.1% elo% vs. simple_bot, avg. reward: -1.860, 3.874 sec/game, 33.4 min. total, 599.1 MB
agreeable_scroll v13 926 games, 1123829 moves, e=0.010, loss: 7.9, -, 18.5% elo% vs. simple_bot, avg. reward: -1.848, 3.893 sec/game, 33.4 min. total, 599.2 MB
agreeable_scroll v13 927 games, 1126024 moves, e=0.010, loss: 7.5, -, 18.0% elo% vs. simple_bot, avg. reward: -1.842, 3.908 sec/game, 33.5 min. total, 601.9 MB
agreeable_scroll v13 928 games, 1128315 moves, e=0.010, loss: 8.6, -, 17.5% elo% vs. simple_bot, avg. reward: -1.839, 3.892 sec/game, 33.5 min. total, 600.2 MB
agreeable_scroll v13 929 games, 1131203 moves, e=0.010, loss: 8.9, -, 17.1% elo% vs. simple_bot, avg. reward: -1.825, 3.946 sec/game, 33.6 min. total, 600.3 MB
agreeable_scroll v13 930 games, 1133360 moves, e=0.010, loss: 9.2, -, 16.6% elo% vs. simple_bot, avg. reward: -1.826, 3.917 sec/game, 33.7 min. total, 603.5 MB
agreeable_scroll v13 931 games, 1135385 moves, e=0.010, loss: 10.1, -, 16.2% elo% vs. simple_bot, avg. reward: -1.832, 3.929 sec/game, 33.7 min. total, 602.0 MB
agreeable_scroll v13 932 games, 1137568 moves, e=0.010, loss: 10.9, -, 15.8% elo% vs. simple_bot, avg. reward: -1.831, 3.897 sec/game, 33.8 min. total, 602.4 MB
agreeable_scroll v13 933 games, 1139919 moves, e=0.010, loss: 10.6, -, 15.4% elo% vs. simple_bot, avg. reward: -1.820, 3.882 sec/game, 33.9 min. total, 602.0 MB
agreeable_scroll v13 934 games, 1142088 moves, e=0.010, loss: 9.9, -, 15.1% elo% vs. simple_bot, avg. reward: -1.800, 3.831 sec/game, 33.9 min. total, 602.6 MB
agreeable_scroll v13 935 games, 1144248 moves, e=0.010, loss: 10.5, -, 14.7% elo% vs. simple_bot, avg. reward: -1.797, 3.835 sec/game, 34.0 min. total, 602.7 MB
agreeable_scroll v13 936 games, 1146787 moves, e=0.010, loss: 10.7, -, 14.4% elo% vs. simple_bot, avg. reward: -1.787, 3.886 sec/game, 34.0 min. total, 603.2 MB
agreeable_scroll v13 937 games, 1148830 moves, e=0.010, loss: 11.4, -, 14.0% elo% vs. simple_bot, avg. reward: -1.790, 3.833 sec/game, 34.1 min. total, 602.8 MB
agreeable_scroll v13 938 games, 1150806 moves, e=0.010, loss: 11.9, -, 13.7% elo% vs. simple_bot, avg. reward: -1.792, 3.817 sec/game, 34.2 min. total, 604.3 MB
agreeable_scroll v13 939 games, 1152827 moves, e=0.010, loss: 11.7, -, 13.4% elo% vs. simple_bot, avg. reward: -1.795, 3.769 sec/game, 34.2 min. total, 603.5 MB
agreeable_scroll v13 940 games, 1155370 moves, e=0.010, loss: 10.1, -, 13.1% elo% vs. simple_bot, avg. reward: -1.786, 3.815 sec/game, 34.3 min. total, 604.5 MB
agreeable_scroll v13 941 games, 1157452 moves, e=0.010, loss: 10.6, -, 12.9% elo% vs. simple_bot, avg. reward: -1.788, 3.826 sec/game, 34.3 min. total, 605.3 MB
agreeable_scroll v13 942 games, 1159667 moves, e=0.010, loss: 10.0, -, 12.6% elo% vs. simple_bot, avg. reward: -1.789, 3.760 sec/game, 34.4 min. total, 606.8 MB
agreeable_scroll v13 943 games, 1162178 moves, e=0.010, loss: 9.4, -, 12.4% elo% vs. simple_bot, avg. reward: -1.787, 3.770 sec/game, 34.5 min. total, 604.7 MB
agreeable_scroll v13 944 games, 1163626 moves, e=0.010, loss: 10.8, -, 12.1% elo% vs. simple_bot, avg. reward: -1.813, 3.721 sec/game, 34.5 min. total, 606.7 MB
agreeable_scroll v13 945 games, 1165835 moves, e=0.010, loss: 12.7, -, 11.9% elo% vs. simple_bot, avg. reward: -1.822, 3.681 sec/game, 34.6 min. total, 606.7 MB
agreeable_scroll v13 946 games, 1167633 moves, e=0.010, loss: 13.1, -, 11.7% elo% vs. simple_bot, avg. reward: -1.832, 3.648 sec/game, 34.6 min. total, 609.4 MB
agreeable_scroll v13 947 games, 1169581 moves, e=0.010, loss: 14.5, -, 11.4% elo% vs. simple_bot, avg. reward: -1.836, 3.641 sec/game, 34.7 min. total, 608.7 MB
agreeable_scroll v13 948 games, 1171810 moves, e=0.010, loss: 14.2, -, 11.2% elo% vs. simple_bot, avg. reward: -1.834, 3.652 sec/game, 34.8 min. total, 610.6 MB
agreeable_scroll v13 949 games, 1173911 moves, e=0.010, loss: 13.3, -, 11.0% elo% vs. simple_bot, avg. reward: -1.845, 3.611 sec/game, 34.8 min. total, 610.4 MB
agreeable_scroll v13 950 games, 1176299 moves, e=0.010, loss: 11.7, -, 10.8% elo% vs. simple_bot, avg. reward: -1.847, 3.643 sec/game, 34.9 min. total, 610.7 MB
agreeable_scroll v13 951 games, 1178474 moves, e=0.010, loss: 10.1, -, 10.6% elo% vs. simple_bot, avg. reward: -1.853, 3.670 sec/game, 35.0 min. total, 608.6 MB
agreeable_scroll v13 952 games, 1180965 moves, e=0.010, loss: 8.4, -, 10.4% elo% vs. simple_bot, avg. reward: -1.852, 3.711 sec/game, 35.0 min. total, 611.3 MB
agreeable_scroll v13 953 games, 1183408 moves, e=0.010, loss: 7.4, -, 10.3% elo% vs. simple_bot, avg. reward: -1.853, 3.762 sec/game, 35.1 min. total, 609.5 MB
agreeable_scroll v13 954 games, 1186055 moves, e=0.010, loss: 6.9, -, 10.1% elo% vs. simple_bot, avg. reward: -1.852, 3.835 sec/game, 35.2 min. total, 611.4 MB
agreeable_scroll v13 955 games, 1188594 moves, e=0.010, loss: 7.4, -, 9.9% elo% vs. simple_bot, avg. reward: -1.843, 3.883 sec/game, 35.3 min. total, 611.6 MB
agreeable_scroll v13 956 games, 1190804 moves, e=0.010, loss: 6.8, -, 9.8% elo% vs. simple_bot, avg. reward: -1.833, 3.891 sec/game, 35.3 min. total, 612.5 MB
agreeable_scroll v13 957 games, 1193059 moves, e=0.010, loss: 7.6, -, 9.6% elo% vs. simple_bot, avg. reward: -1.831, 3.921 sec/game, 35.4 min. total, 612.5 MB
agreeable_scroll v13 958 games, 1195107 moves, e=0.010, loss: 8.8, -, 9.5% elo% vs. simple_bot, avg. reward: -1.839, 3.930 sec/game, 35.5 min. total, 611.2 MB
agreeable_scroll v13 959 games, 1197347 moves, e=0.010, loss: 9.7, -, 9.3% elo% vs. simple_bot, avg. reward: -1.842, 3.951 sec/game, 35.5 min. total, 613.5 MB
agreeable_scroll v13 960 games, 1199737 moves, e=0.010, loss: 9.7, -, 9.2% elo% vs. simple_bot, avg. reward: -1.846, 3.976 sec/game, 35.6 min. total, 614.2 MB
agreeable_scroll v13 961 games, 1202081 moves, e=0.010, loss: 9.6, -, 9.0% elo% vs. simple_bot, avg. reward: -1.833, 3.997 sec/game, 35.7 min. total, 614.4 MB
agreeable_scroll v13 962 games, 1204502 moves, e=0.010, loss: 8.2, -, 8.9% elo% vs. simple_bot, avg. reward: -1.817, 4.012 sec/game, 35.7 min. total, 613.6 MB
agreeable_scroll v13 963 games, 1206407 moves, e=0.010, loss: 8.4, -, 8.8% elo% vs. simple_bot, avg. reward: -1.805, 3.968 sec/game, 35.8 min. total, 614.7 MB
agreeable_scroll v13 964 games, 1209002 moves, e=0.010, loss: 8.3, -, 8.6% elo% vs. simple_bot, avg. reward: -1.793, 4.055 sec/game, 35.9 min. total, 615.8 MB
agreeable_scroll v13 965 games, 1210987 moves, e=0.010, loss: 7.7, -, 8.5% elo% vs. simple_bot, avg. reward: -1.795, 4.031 sec/game, 35.9 min. total, 615.0 MB
agreeable_scroll v13 966 games, 1213490 moves, e=0.010, loss: 8.3, -, 8.4% elo% vs. simple_bot, avg. reward: -1.788, 4.096 sec/game, 36.0 min. total, 615.9 MB
agreeable_scroll v13 967 games, 1216393 moves, e=0.010, loss: 7.9, -, 8.3% elo% vs. simple_bot, avg. reward: -1.784, 4.163 sec/game, 36.1 min. total, 614.6 MB
agreeable_scroll v13 968 games, 1218834 moves, e=0.010, loss: 7.2, -, 8.1% elo% vs. simple_bot, avg. reward: -1.780, 4.178 sec/game, 36.2 min. total, 615.3 MB
agreeable_scroll v13 969 games, 1221870 moves, e=0.010, loss: 7.2, -, 8.0% elo% vs. simple_bot, avg. reward: -1.774, 4.240 sec/game, 36.2 min. total, 616.7 MB
agreeable_scroll v13 970 games, 1224634 moves, e=0.010, loss: 7.5, -, 7.9% elo% vs. simple_bot, avg. reward: -1.764, 4.284 sec/game, 36.3 min. total, 616.9 MB
agreeable_scroll v13 971 games, 1226965 moves, e=0.010, loss: 6.9, -, 7.8% elo% vs. simple_bot, avg. reward: -1.748, 4.292 sec/game, 36.4 min. total, 617.8 MB
agreeable_scroll v13 972 games, 1229785 moves, e=0.010, loss: 6.1, -, 7.7% elo% vs. simple_bot, avg. reward: -1.732, 4.315 sec/game, 36.5 min. total, 616.6 MB
agreeable_scroll v13 973 games, 1232284 moves, e=0.010, loss: 6.0, +, 9.0% elo% vs. simple_bot, avg. reward: -1.719, 4.289 sec/game, 36.5 min. total, 618.4 MB
agreeable_scroll v13 974 games, 1234937 moves, e=0.010, loss: 6.9, -, 8.9% elo% vs. simple_bot, avg. reward: -1.697, 4.247 sec/game, 36.6 min. total, 619.0 MB
agreeable_scroll v13 975 games, 1237988 moves, e=0.010, loss: 5.5, -, 8.8% elo% vs. simple_bot, avg. reward: -1.694, 4.255 sec/game, 36.7 min. total, 619.5 MB
agreeable_scroll v13 976 games, 1241065 moves, e=0.010, loss: 5.7, -, 8.6% elo% vs. simple_bot, avg. reward: -1.688, 4.333 sec/game, 36.8 min. total, 621.9 MB
agreeable_scroll v13 977 games, 1243418 moves, e=0.010, loss: 6.0, -, 8.5% elo% vs. simple_bot, avg. reward: -1.676, 4.320 sec/game, 36.9 min. total, 623.3 MB
agreeable_scroll v13 978 games, 1246096 moves, e=0.010, loss: 6.0, -, 8.4% elo% vs. simple_bot, avg. reward: -1.669, 4.387 sec/game, 36.9 min. total, 619.6 MB
agreeable_scroll v13 979 games, 1248884 moves, e=0.010, loss: 6.3, -, 8.3% elo% vs. simple_bot, avg. reward: -1.661, 4.415 sec/game, 37.0 min. total, 620.9 MB
agreeable_scroll v13 980 games, 1251198 moves, e=0.010, loss: 6.0, -, 8.1% elo% vs. simple_bot, avg. reward: -1.648, 4.359 sec/game, 37.1 min. total, 621.8 MB
agreeable_scroll v13 981 games, 1253988 moves, e=0.010, loss: 5.6, -, 8.0% elo% vs. simple_bot, avg. reward: -1.633, 4.400 sec/game, 37.1 min. total, 620.9 MB
agreeable_scroll v13 982 games, 1256453 moves, e=0.010, loss: 5.7, -, 7.9% elo% vs. simple_bot, avg. reward: -1.627, 4.415 sec/game, 37.2 min. total, 623.3 MB
agreeable_scroll v13 983 games, 1259123 moves, e=0.010, loss: 5.7, -, 7.8% elo% vs. simple_bot, avg. reward: -1.618, 4.486 sec/game, 37.3 min. total, 623.2 MB
agreeable_scroll v13 984 games, 1262322 moves, e=0.010, loss: 5.2, -, 7.7% elo% vs. simple_bot, avg. reward: -1.610, 4.536 sec/game, 37.4 min. total, 625.0 MB
agreeable_scroll v13 985 games, 1265546 moves, e=0.010, loss: 5.3, -, 7.6% elo% vs. simple_bot, avg. reward: -1.598, 4.644 sec/game, 37.5 min. total, 624.9 MB
agreeable_scroll v13 986 games, 1268135 moves, e=0.010, loss: 5.6, -, 7.5% elo% vs. simple_bot, avg. reward: -1.595, 4.608 sec/game, 37.5 min. total, 624.9 MB
agreeable_scroll v13 987 games, 1271045 moves, e=0.010, loss: 7.1, -, 7.4% elo% vs. simple_bot, avg. reward: -1.587, 4.587 sec/game, 37.6 min. total, 623.6 MB
agreeable_scroll v13 988 games, 1274379 moves, e=0.010, loss: 6.2, -, 7.3% elo% vs. simple_bot, avg. reward: -1.574, 4.686 sec/game, 37.7 min. total, 625.8 MB
agreeable_scroll v13 989 games, 1277412 moves, e=0.010, loss: 6.1, -, 7.2% elo% vs. simple_bot, avg. reward: -1.567, 4.699 sec/game, 37.8 min. total, 624.8 MB
agreeable_scroll v13 990 games, 1279911 moves, e=0.010, loss: 5.7, -, 7.1% elo% vs. simple_bot, avg. reward: -1.564, 4.663 sec/game, 37.9 min. total, 624.8 MB
agreeable_scroll v13 991 games, 1282336 moves, e=0.010, loss: 5.0, +, 8.4% elo% vs. simple_bot, avg. reward: -1.561, 4.677 sec/game, 38.0 min. total, 627.0 MB
agreeable_scroll v13 992 games, 1285455 moves, e=0.010, loss: 5.0, -, 8.3% elo% vs. simple_bot, avg. reward: -1.552, 4.698 sec/game, 38.0 min. total, 627.5 MB
agreeable_scroll v13 993 games, 1288067 moves, e=0.010, loss: 5.2, -, 8.1% elo% vs. simple_bot, avg. reward: -1.549, 4.732 sec/game, 38.1 min. total, 629.6 MB
agreeable_scroll v13 994 games, 1290867 moves, e=0.010, loss: 5.5, -, 8.0% elo% vs. simple_bot, avg. reward: -1.539, 4.763 sec/game, 38.2 min. total, 629.7 MB
agreeable_scroll v13 995 games, 1293681 moves, e=0.010, loss: 5.7, ., 8.6% elo% vs. simple_bot, avg. reward: -1.535, 4.782 sec/game, 38.3 min. total, 627.5 MB
agreeable_scroll v13 996 games, 1296574 moves, e=0.010, loss: 5.9, -, 8.5% elo% vs. simple_bot, avg. reward: -1.531, 4.763 sec/game, 38.4 min. total, 627.3 MB
agreeable_scroll v13 997 games, 1299817 moves, e=0.010, loss: 6.9, -, 8.4% elo% vs. simple_bot, avg. reward: -1.525, 4.829 sec/game, 38.5 min. total, 628.3 MB
agreeable_scroll v13 998 games, 1302882 moves, e=0.010, loss: 6.1, -, 8.3% elo% vs. simple_bot, avg. reward: -1.522, 4.830 sec/game, 38.5 min. total, 628.7 MB
agreeable_scroll v13 999 games, 1305956 moves, e=0.010, loss: 5.9, -, 8.1% elo% vs. simple_bot, avg. reward: -1.517, 4.878 sec/game, 38.6 min. total, 629.8 MB
agreeable_scroll v13 1000 games, 1307826 moves, e=0.010, loss: 6.7, -, 8.0% elo% vs. simple_bot, avg. reward: -1.529, 4.859 sec/game, 38.7 min. total, 629.5 MB
agreeable_scroll v14 1001 games, 1310166 moves, e=0.010, loss: 8.1, -, 47.7% elo% vs. simple_bot, avg. reward: -1.529, 4.826 sec/game, 38.8 min. total, 628.1 MB
agreeable_scroll v14 1002 games, 1312725 moves, e=0.010, loss: 8.3, -, 45.5% elo% vs. simple_bot, avg. reward: -1.526, 4.833 sec/game, 38.8 min. total, 629.7 MB
agreeable_scroll v14 1003 games, 1315095 moves, e=0.010, loss: 8.4, -, 43.4% elo% vs. simple_bot, avg. reward: -1.526, 4.811 sec/game, 38.9 min. total, 630.2 MB
agreeable_scroll v14 1004 games, 1316767 moves, e=0.010, loss: 8.8, -, 41.5% elo% vs. simple_bot, avg. reward: -1.524, 4.692 sec/game, 38.9 min. total, 632.6 MB
agreeable_scroll v14 1005 games, 1319169 moves, e=0.010, loss: 8.3, -, 39.6% elo% vs. simple_bot, avg. reward: -1.519, 4.638 sec/game, 39.0 min. total, 633.0 MB
agreeable_scroll v14 1006 games, 1321473 moves, e=0.010, loss: 7.9, -, 37.9% elo% vs. simple_bot, avg. reward: -1.511, 4.649 sec/game, 39.1 min. total, 631.5 MB
agreeable_scroll v14 1007 games, 1323615 moves, e=0.010, loss: 8.4, -, 36.3% elo% vs. simple_bot, avg. reward: -1.505, 4.600 sec/game, 39.2 min. total, 632.8 MB
agreeable_scroll v14 1008 games, 1326658 moves, e=0.010, loss: 7.5, -, 34.8% elo% vs. simple_bot, avg. reward: -1.490, 4.557 sec/game, 39.2 min. total, 632.9 MB
agreeable_scroll v14 1009 games, 1329928 moves, e=0.010, loss: 6.3, -, 33.3% elo% vs. simple_bot, avg. reward: -1.473, 4.569 sec/game, 39.3 min. total, 632.9 MB
agreeable_scroll v14 1010 games, 1332432 moves, e=0.010, loss: 5.6, -, 32.0% elo% vs. simple_bot, avg. reward: -1.467, 4.548 sec/game, 39.4 min. total, 632.9 MB
agreeable_scroll v14 1011 games, 1334733 moves, e=0.010, loss: 7.0, -, 30.7% elo% vs. simple_bot, avg. reward: -1.453, 4.547 sec/game, 39.5 min. total, 633.1 MB
agreeable_scroll v14 1012 games, 1337197 moves, e=0.010, loss: 7.3, -, 29.5% elo% vs. simple_bot, avg. reward: -1.453, 4.528 sec/game, 39.6 min. total, 633.0 MB
agreeable_scroll v14 1013 games, 1338703 moves, e=0.010, loss: 8.5, -, 28.4% elo% vs. simple_bot, avg. reward: -1.471, 4.430 sec/game, 39.6 min. total, 633.9 MB
agreeable_scroll v14 1014 games, 1340173 moves, e=0.010, loss: 10.0, -, 27.3% elo% vs. simple_bot, avg. reward: -1.493, 4.328 sec/game, 39.6 min. total, 635.8 MB
agreeable_scroll v14 1015 games, 1342733 moves, e=0.010, loss: 12.7, -, 26.4% elo% vs. simple_bot, avg. reward: -1.486, 4.277 sec/game, 39.7 min. total, 635.8 MB
agreeable_scroll v14 1016 games, 1345753 moves, e=0.010, loss: 11.7, -, 25.4% elo% vs. simple_bot, avg. reward: -1.471, 4.245 sec/game, 39.8 min. total, 638.3 MB
agreeable_scroll v14 1017 games, 1348305 moves, e=0.010, loss: 12.0, -, 24.5% elo% vs. simple_bot, avg. reward: -1.473, 4.191 sec/game, 39.9 min. total, 636.3 MB
