stegosaur_undermine v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.1 MB
stegosaur_undermine v8 413 games, 361922 moves, e=0.642, loss: 3.9, +, 61.4% elo% vs. v7, avg. reward: -5.440, 1.639 sec/game, 0.4 min. total, 420.5 MB
stegosaur_undermine v8 414 games, 363092 moves, e=0.641, loss: 3.6, +, 63.1% elo% vs. v7, avg. reward: -5.428, 1.720 sec/game, 0.4 min. total, 418.5 MB
stegosaur_undermine v8 415 games, 364136 moves, e=0.640, loss: 3.1, -, 60.3% elo% vs. v7, avg. reward: -5.492, 1.775 sec/game, 0.4 min. total, 420.7 MB
stegosaur_undermine v8 416 games, 365193 moves, e=0.638, loss: 3.5, -, 57.6% elo% vs. v7, avg. reward: -5.555, 1.839 sec/game, 0.5 min. total, 418.9 MB
stegosaur_undermine v8 417 games, 366546 moves, e=0.637, loss: 3.8, +, 59.5% elo% vs. v7, avg. reward: -5.478, 1.914 sec/game, 0.5 min. total, 422.6 MB
stegosaur_undermine v8 418 games, 367839 moves, e=0.636, loss: 3.2, +, 61.3% elo% vs. v7, avg. reward: -5.449, 1.979 sec/game, 0.6 min. total, 425.9 MB
stegosaur_undermine v8 419 games, 369142 moves, e=0.635, loss: 4.5, ., 60.8% elo% vs. v7, avg. reward: -5.419, 2.037 sec/game, 0.6 min. total, 424.8 MB
stegosaur_undermine v8 420 games, 370055 moves, e=0.634, loss: 4.1, -, 58.1% elo% vs. v7, avg. reward: -5.515, 2.063 sec/game, 0.7 min. total, 424.7 MB
stegosaur_undermine v8 421 games, 371402 moves, e=0.632, loss: 3.6, +, 60.0% elo% vs. v7, avg. reward: -5.478, 2.178 sec/game, 0.7 min. total, 425.6 MB
stegosaur_undermine v8 422 games, 372639 moves, e=0.631, loss: 4.3, +, 61.7% elo% vs. v7, avg. reward: -5.468, 2.297 sec/game, 0.8 min. total, 426.4 MB
stegosaur_undermine v8 423 games, 373831 moves, e=0.630, loss: 3.5, +, 63.4% elo% vs. v7, avg. reward: -5.462, 2.395 sec/game, 0.8 min. total, 427.1 MB
stegosaur_undermine v8 424 games, 375180 moves, e=0.629, loss: 3.3, -, 60.6% elo% vs. v7, avg. reward: -5.431, 2.513 sec/game, 0.9 min. total, 429.7 MB
stegosaur_undermine v8 425 games, 376496 moves, e=0.627, loss: 3.7, -, 57.9% elo% vs. v7, avg. reward: -5.393, 2.604 sec/game, 0.9 min. total, 429.2 MB
stegosaur_undermine v8 426 games, 377613 moves, e=0.626, loss: 4.0, +, 59.8% elo% vs. v7, avg. reward: -5.414, 2.722 sec/game, 1.0 min. total, 429.5 MB
stegosaur_undermine v8 427 games, 378751 moves, e=0.625, loss: 4.8, -, 57.1% elo% vs. v7, avg. reward: -5.414, 2.834 sec/game, 1.1 min. total, 430.5 MB
stegosaur_undermine v8 428 games, 380009 moves, e=0.624, loss: 4.0, -, 54.6% elo% vs. v7, avg. reward: -5.393, 2.946 sec/game, 1.1 min. total, 431.1 MB
stegosaur_undermine v8 429 games, 381277 moves, e=0.623, loss: 4.7, -, 52.1% elo% vs. v7, avg. reward: -5.385, 3.021 sec/game, 1.2 min. total, 428.9 MB
stegosaur_undermine v8 430 games, 382191 moves, e=0.622, loss: 5.4, +, 54.2% elo% vs. v7, avg. reward: -5.457, 2.972 sec/game, 1.2 min. total, 430.0 MB
stegosaur_undermine v8 431 games, 383484 moves, e=0.620, loss: 4.9, +, 56.3% elo% vs. v7, avg. reward: -5.439, 2.953 sec/game, 1.2 min. total, 429.9 MB
stegosaur_undermine v8 432 games, 384582 moves, e=0.619, loss: 5.7, +, 58.3% elo% vs. v7, avg. reward: -5.441, 2.922 sec/game, 1.3 min. total, 430.1 MB
stegosaur_undermine v8 433 games, 385865 moves, e=0.618, loss: 6.7, +, 60.2% elo% vs. v7, avg. reward: -5.430, 2.917 sec/game, 1.3 min. total, 433.6 MB
stegosaur_undermine v8 434 games, 387049 moves, e=0.617, loss: 5.9, +, 61.9% elo% vs. v7, avg. reward: -5.432, 2.903 sec/game, 1.4 min. total, 433.5 MB
stegosaur_undermine v8 435 games, 388055 moves, e=0.616, loss: 5.2, +, 63.5% elo% vs. v7, avg. reward: -5.465, 2.893 sec/game, 1.4 min. total, 433.6 MB
stegosaur_undermine v8 436 games, 389022 moves, e=0.615, loss: 5.2, +, 65.1% elo% vs. v7, avg. reward: -5.507, 2.873 sec/game, 1.4 min. total, 436.1 MB
stegosaur_undermine v8 437 games, 390497 moves, e=0.613, loss: 4.8, +, 66.5% elo% vs. v7, avg. reward: -5.468, 2.882 sec/game, 1.5 min. total, 435.0 MB
stegosaur_undermine v8 438 games, 391593 moves, e=0.612, loss: 4.9, +, 67.9% elo% vs. v7, avg. reward: -5.480, 2.850 sec/game, 1.5 min. total, 434.8 MB
stegosaur_undermine v8 439 games, 392845 moves, e=0.611, loss: 4.4, -, 65.1% elo% vs. v7, avg. reward: -5.466, 2.831 sec/game, 1.6 min. total, 439.2 MB
stegosaur_undermine v8 440 games, 394075 moves, e=0.610, loss: 4.0, -, 62.3% elo% vs. v7, avg. reward: -5.455, 2.838 sec/game, 1.6 min. total, 439.7 MB
stegosaur_undermine v8 441 games, 395322 moves, e=0.609, loss: 3.4, +, 63.9% elo% vs. v7, avg. reward: -5.446, 2.819 sec/game, 1.7 min. total, 437.7 MB
stegosaur_undermine v8 442 games, 396558 moves, e=0.607, loss: 4.1, +, 65.5% elo% vs. v7, avg. reward: -5.438, 2.799 sec/game, 1.7 min. total, 436.5 MB
stegosaur_undermine v8 443 games, 398049 moves, e=0.606, loss: 4.3, ., 64.8% elo% vs. v7, avg. reward: -5.409, 2.800 sec/game, 1.8 min. total, 439.5 MB
stegosaur_undermine v8 444 games, 399209 moves, e=0.605, loss: 3.3, -, 62.0% elo% vs. v7, avg. reward: -5.415, 2.793 sec/game, 1.8 min. total, 439.4 MB
stegosaur_undermine v8 445 games, 400390 moves, e=0.604, loss: 3.2, +, 63.7% elo% vs. v7, avg. reward: -5.417, 2.791 sec/game, 1.9 min. total, 438.1 MB
stegosaur_undermine v8 446 games, 401683 moves, e=0.602, loss: 3.2, -, 60.9% elo% vs. v7, avg. reward: -5.406, 2.766 sec/game, 1.9 min. total, 440.2 MB
stegosaur_undermine v8 447 games, 403208 moves, e=0.601, loss: 3.3, +, 62.6% elo% vs. v7, avg. reward: -5.378, 2.769 sec/game, 2.0 min. total, 439.3 MB
stegosaur_undermine v8 448 games, 404707 moves, e=0.599, loss: 3.6, -, 59.9% elo% vs. v7, avg. reward: -5.348, 2.757 sec/game, 2.0 min. total, 441.8 MB
stegosaur_undermine v8 449 games, 405862 moves, e=0.598, loss: 3.1, -, 57.2% elo% vs. v7, avg. reward: -5.358, 2.723 sec/game, 2.1 min. total, 442.8 MB
stegosaur_undermine v8 450 games, 407218 moves, e=0.597, loss: 3.3, ., 56.9% elo% vs. v7, avg. reward: -5.341, 2.769 sec/game, 2.1 min. total, 442.4 MB
stegosaur_undermine v8 451 games, 408468 moves, e=0.596, loss: 4.5, -, 54.3% elo% vs. v7, avg. reward: -5.333, 2.768 sec/game, 2.2 min. total, 447.5 MB
stegosaur_undermine v8 452 games, 409921 moves, e=0.594, loss: 5.2, -, 51.8% elo% vs. v7, avg. reward: -5.312, 2.791 sec/game, 2.2 min. total, 447.3 MB
stegosaur_undermine v8 453 games, 411114 moves, e=0.593, loss: 4.9, +, 54.0% elo% vs. v7, avg. reward: -5.313, 2.777 sec/game, 2.3 min. total, 445.2 MB
stegosaur_undermine v8 454 games, 412167 moves, e=0.592, loss: 5.3, -, 51.5% elo% vs. v7, avg. reward: -5.330, 2.774 sec/game, 2.3 min. total, 448.1 MB
stegosaur_undermine v8 455 games, 413497 moves, e=0.591, loss: 6.0, +, 53.8% elo% vs. v7, avg. reward: -5.317, 2.794 sec/game, 2.3 min. total, 444.6 MB
stegosaur_undermine v8 456 games, 414620 moves, e=0.590, loss: 4.5, +, 55.9% elo% vs. v7, avg. reward: -5.327, 2.802 sec/game, 2.4 min. total, 444.0 MB
stegosaur_undermine v8 457 games, 415855 moves, e=0.588, loss: 5.8, -, 53.3% elo% vs. v7, avg. reward: -5.328, 2.772 sec/game, 2.4 min. total, 450.0 MB
stegosaur_undermine v8 458 games, 417101 moves, e=0.587, loss: 5.4, -, 50.9% elo% vs. v7, avg. reward: -5.323, 2.786 sec/game, 2.5 min. total, 445.2 MB
stegosaur_undermine v8 459 games, 418597 moves, e=0.586, loss: 5.0, +, 53.1% elo% vs. v7, avg. reward: -5.309, 2.858 sec/game, 2.5 min. total, 450.1 MB
stegosaur_undermine v8 460 games, 419865 moves, e=0.584, loss: 4.9, +, 55.3% elo% vs. v7, avg. reward: -5.307, 2.886 sec/game, 2.6 min. total, 447.6 MB
stegosaur_undermine v8 461 games, 421104 moves, e=0.583, loss: 5.0, +, 57.3% elo% vs. v7, avg. reward: -5.303, 2.890 sec/game, 2.6 min. total, 446.6 MB
stegosaur_undermine v8 462 games, 422474 moves, e=0.582, loss: 4.2, +, 59.2% elo% vs. v7, avg. reward: -5.293, 2.897 sec/game, 2.7 min. total, 450.0 MB
stegosaur_undermine v8 463 games, 423714 moves, e=0.581, loss: 4.1, +, 61.0% elo% vs. v7, avg. reward: -5.290, 2.887 sec/game, 2.7 min. total, 450.7 MB
stegosaur_undermine v8 464 games, 424859 moves, e=0.579, loss: 4.4, +, 62.7% elo% vs. v7, avg. reward: -5.297, 2.856 sec/game, 2.8 min. total, 450.8 MB
stegosaur_undermine v8 465 games, 426116 moves, e=0.578, loss: 4.1, -, 60.0% elo% vs. v7, avg. reward: -5.288, 2.861 sec/game, 2.8 min. total, 450.5 MB
stegosaur_undermine v8 466 games, 427440 moves, e=0.577, loss: 4.0, -, 57.3% elo% vs. v7, avg. reward: -5.279, 2.863 sec/game, 2.9 min. total, 451.4 MB
stegosaur_undermine v8 467 games, 428848 moves, e=0.575, loss: 4.5, +, 59.2% elo% vs. v7, avg. reward: -5.266, 2.856 sec/game, 2.9 min. total, 450.3 MB
stegosaur_undermine v8 468 games, 429926 moves, e=0.574, loss: 5.0, +, 61.0% elo% vs. v7, avg. reward: -5.277, 2.829 sec/game, 3.0 min. total, 450.3 MB
stegosaur_undermine v8 469 games, 431370 moves, e=0.573, loss: 5.6, +, 62.7% elo% vs. v7, avg. reward: -5.266, 2.874 sec/game, 3.0 min. total, 450.4 MB
stegosaur_undermine v8 470 games, 432505 moves, e=0.572, loss: 4.9, ., 62.2% elo% vs. v7, avg. reward: -5.275, 2.847 sec/game, 3.1 min. total, 450.3 MB
stegosaur_undermine v8 471 games, 433771 moves, e=0.571, loss: 4.2, +, 63.8% elo% vs. v7, avg. reward: -5.274, 2.847 sec/game, 3.1 min. total, 451.9 MB
stegosaur_undermine v8 472 games, 434955 moves, e=0.569, loss: 3.9, +, 65.3% elo% vs. v7, avg. reward: -5.276, 2.840 sec/game, 3.2 min. total, 454.6 MB
stegosaur_undermine v8 473 games, 436194 moves, e=0.568, loss: 4.0, +, 66.7% elo% vs. v7, avg. reward: -5.277, 2.896 sec/game, 3.2 min. total, 454.4 MB
stegosaur_undermine v8 474 games, 437520 moves, e=0.567, loss: 3.8, ., 66.1% elo% vs. v7, avg. reward: -5.267, 2.963 sec/game, 3.3 min. total, 453.2 MB
stegosaur_undermine v8 475 games, 438676 moves, e=0.566, loss: 4.5, -, 63.3% elo% vs. v7, avg. reward: -5.272, 3.008 sec/game, 3.3 min. total, 453.8 MB
stegosaur_undermine v8 476 games, 440080 moves, e=0.564, loss: 4.6, +, 64.8% elo% vs. v7, avg. reward: -5.262, 3.054 sec/game, 3.4 min. total, 452.1 MB
stegosaur_undermine v8 477 games, 441235 moves, e=0.563, loss: 5.0, -, 62.1% elo% vs. v7, avg. reward: -5.261, 3.067 sec/game, 3.4 min. total, 455.0 MB
stegosaur_undermine v8 478 games, 442313 moves, e=0.562, loss: 5.3, -, 59.3% elo% vs. v7, avg. reward: -5.269, 3.060 sec/game, 3.5 min. total, 457.5 MB
stegosaur_undermine v8 479 games, 443737 moves, e=0.561, loss: 5.1, -, 56.7% elo% vs. v7, avg. reward: -5.259, 3.045 sec/game, 3.6 min. total, 456.8 MB
stegosaur_undermine v8 480 games, 444936 moves, e=0.560, loss: 5.2, +, 58.6% elo% vs. v7, avg. reward: -5.263, 3.027 sec/game, 3.6 min. total, 457.5 MB
stegosaur_undermine v8 481 games, 446318 moves, e=0.558, loss: 5.7, +, 60.5% elo% vs. v7, avg. reward: -5.254, 3.032 sec/game, 3.7 min. total, 456.2 MB
stegosaur_undermine v8 482 games, 447476 moves, e=0.557, loss: 5.4, +, 62.2% elo% vs. v7, avg. reward: -5.261, 3.014 sec/game, 3.7 min. total, 455.6 MB
stegosaur_undermine v8 483 games, 449025 moves, e=0.555, loss: 5.3, +, 63.8% elo% vs. v7, avg. reward: -5.243, 3.053 sec/game, 3.8 min. total, 459.9 MB
stegosaur_undermine v8 484 games, 450442 moves, e=0.554, loss: 4.7, +, 65.3% elo% vs. v7, avg. reward: -5.233, 3.081 sec/game, 3.8 min. total, 462.6 MB
stegosaur_undermine v8 485 games, 451957 moves, e=0.553, loss: 4.0, +, 66.8% elo% vs. v7, avg. reward: -5.218, 3.118 sec/game, 3.9 min. total, 465.5 MB
stegosaur_undermine v8 486 games, 453326 moves, e=0.551, loss: 4.9, -, 64.0% elo% vs. v7, avg. reward: -5.211, 3.138 sec/game, 3.9 min. total, 464.0 MB
stegosaur_undermine v8 487 games, 454589 moves, e=0.550, loss: 4.4, -, 61.2% elo% vs. v7, avg. reward: -5.207, 3.136 sec/game, 4.0 min. total, 463.8 MB
stegosaur_undermine v8 488 games, 456014 moves, e=0.549, loss: 4.0, -, 58.5% elo% vs. v7, avg. reward: -5.197, 3.166 sec/game, 4.0 min. total, 462.3 MB
stegosaur_undermine v8 489 games, 457192 moves, e=0.547, loss: 3.4, -, 55.9% elo% vs. v7, avg. reward: -5.198, 3.142 sec/game, 4.1 min. total, 465.8 MB
stegosaur_undermine v8 490 games, 458666 moves, e=0.546, loss: 2.8, -, 53.3% elo% vs. v7, avg. reward: -5.189, 3.196 sec/game, 4.1 min. total, 467.5 MB
stegosaur_undermine v8 491 games, 460032 moves, e=0.545, loss: 3.2, -, 50.9% elo% vs. v7, avg. reward: -5.184, 3.218 sec/game, 4.2 min. total, 465.2 MB
stegosaur_undermine v8 492 games, 461115 moves, e=0.543, loss: 3.9, +, 53.1% elo% vs. v7, avg. reward: -5.195, 3.201 sec/game, 4.2 min. total, 463.7 MB
stegosaur_undermine v8 493 games, 462350 moves, e=0.542, loss: 3.6, +, 55.3% elo% vs. v7, avg. reward: -5.196, 3.166 sec/game, 4.3 min. total, 462.0 MB
stegosaur_undermine v8 494 games, 463648 moves, e=0.541, loss: 4.9, -, 52.7% elo% vs. v7, avg. reward: -5.191, 3.116 sec/game, 4.3 min. total, 464.7 MB
stegosaur_undermine v8 495 games, 465189 moves, e=0.539, loss: 5.1, +, 54.9% elo% vs. v7, avg. reward: -5.178, 3.096 sec/game, 4.4 min. total, 465.5 MB
stegosaur_undermine v8 496 games, 466623 moves, e=0.538, loss: 4.3, -, 52.4% elo% vs. v7, avg. reward: -5.173, 3.076 sec/game, 4.4 min. total, 465.6 MB
stegosaur_undermine v8 497 games, 467959 moves, e=0.537, loss: 3.8, +, 54.6% elo% vs. v7, avg. reward: -5.169, 3.068 sec/game, 4.5 min. total, 464.7 MB
stegosaur_undermine v8 498 games, 469237 moves, e=0.535, loss: 5.0, +, 56.6% elo% vs. v7, avg. reward: -5.169, 3.083 sec/game, 4.5 min. total, 467.3 MB
stegosaur_undermine v8 499 games, 470447 moves, e=0.534, loss: 5.0, +, 58.6% elo% vs. v7, avg. reward: -5.174, 3.029 sec/game, 4.6 min. total, 464.3 MB
stegosaur_undermine v8 500 games, 471642 moves, e=0.533, loss: 4.3, -, 56.0% elo% vs. v7, avg. reward: -5.177, 3.012 sec/game, 4.6 min. total, 466.8 MB
stegosaur_undermine v9 501 games, 472962 moves, e=0.532, loss: 4.6, +, 52.3% elo% vs. v7, avg. reward: -5.168, 3.011 sec/game, 4.7 min. total, 467.4 MB
stegosaur_undermine v9 502 games, 474301 moves, e=0.530, loss: 5.1, -, 49.9% elo% vs. v7, avg. reward: -5.157, 3.018 sec/game, 4.7 min. total, 468.1 MB
stegosaur_undermine v9 503 games, 475750 moves, e=0.529, loss: 5.6, +, 52.2% elo% vs. v7, avg. reward: -5.146, 2.990 sec/game, 4.8 min. total, 469.4 MB
stegosaur_undermine v9 504 games, 477083 moves, e=0.528, loss: 4.6, -, 49.8% elo% vs. v7, avg. reward: -5.133, 2.992 sec/game, 4.8 min. total, 469.5 MB
stegosaur_undermine v9 505 games, 478591 moves, e=0.526, loss: 5.9, -, 47.5% elo% vs. v7, avg. reward: -5.122, 2.979 sec/game, 4.9 min. total, 470.1 MB
stegosaur_undermine v9 506 games, 480085 moves, e=0.525, loss: 4.4, +, 49.9% elo% vs. v7, avg. reward: -5.107, 2.988 sec/game, 4.9 min. total, 470.4 MB
stegosaur_undermine v9 507 games, 481427 moves, e=0.523, loss: 4.5, -, 47.6% elo% vs. v7, avg. reward: -5.083, 2.992 sec/game, 5.0 min. total, 474.2 MB
stegosaur_undermine v9 508 games, 482759 moves, e=0.522, loss: 3.8, -, 45.4% elo% vs. v7, avg. reward: -5.085, 2.982 sec/game, 5.0 min. total, 474.2 MB
stegosaur_undermine v9 509 games, 484109 moves, e=0.521, loss: 4.6, -, 43.4% elo% vs. v7, avg. reward: -5.074, 2.982 sec/game, 5.1 min. total, 474.2 MB
stegosaur_undermine v9 510 games, 485277 moves, e=0.520, loss: 4.6, +, 46.0% elo% vs. v7, avg. reward: -5.082, 2.946 sec/game, 5.1 min. total, 471.7 MB
stegosaur_undermine v9 511 games, 486454 moves, e=0.518, loss: 5.0, -, 43.9% elo% vs. v7, avg. reward: -5.088, 2.931 sec/game, 5.2 min. total, 474.7 MB
stegosaur_undermine v9 512 games, 487722 moves, e=0.517, loss: 6.0, -, 41.9% elo% vs. v7, avg. reward: -5.088, 2.960 sec/game, 5.2 min. total, 476.3 MB
stegosaur_undermine v9 513 games, 489242 moves, e=0.516, loss: 5.9, +, 44.5% elo% vs. v7, avg. reward: -5.074, 2.985 sec/game, 5.3 min. total, 474.5 MB
stegosaur_undermine v9 514 games, 490593 moves, e=0.514, loss: 6.1, -, 42.5% elo% vs. v7, avg. reward: -5.066, 2.988 sec/game, 5.3 min. total, 475.7 MB
stegosaur_undermine v9 515 games, 491803 moves, e=0.513, loss: 5.8, -, 40.6% elo% vs. v7, avg. reward: -5.055, 2.962 sec/game, 5.4 min. total, 475.1 MB
stegosaur_undermine v9 516 games, 493137 moves, e=0.512, loss: 5.6, ., 41.0% elo% vs. v7, avg. reward: -5.037, 2.949 sec/game, 5.4 min. total, 476.7 MB
stegosaur_undermine v9 517 games, 494463 moves, e=0.510, loss: 5.0, +, 43.7% elo% vs. v7, avg. reward: -5.041, 2.949 sec/game, 5.5 min. total, 478.1 MB
stegosaur_undermine v9 518 games, 495943 moves, e=0.509, loss: 4.0, -, 41.7% elo% vs. v7, avg. reward: -5.031, 2.970 sec/game, 5.5 min. total, 479.4 MB
stegosaur_undermine v9 519 games, 497381 moves, e=0.508, loss: 4.1, +, 44.3% elo% vs. v7, avg. reward: -5.025, 2.982 sec/game, 5.6 min. total, 478.3 MB
stegosaur_undermine v9 520 games, 498464 moves, e=0.507, loss: 4.4, -, 42.3% elo% vs. v7, avg. reward: -5.014, 2.979 sec/game, 5.6 min. total, 478.8 MB
stegosaur_undermine v9 521 games, 500054 moves, e=0.505, loss: 4.5, -, 40.4% elo% vs. v7, avg. reward: -5.003, 2.989 sec/game, 5.7 min. total, 479.4 MB
stegosaur_undermine v9 522 games, 501463 moves, e=0.504, loss: 5.2, -, 38.7% elo% vs. v7, avg. reward: -4.995, 3.001 sec/game, 5.7 min. total, 477.3 MB
stegosaur_undermine v9 523 games, 502842 moves, e=0.502, loss: 4.4, -, 37.0% elo% vs. v7, avg. reward: -4.985, 3.003 sec/game, 5.8 min. total, 481.2 MB
stegosaur_undermine v9 524 games, 504546 moves, e=0.500, loss: 4.3, +, 39.7% elo% vs. v7, avg. reward: -4.973, 3.016 sec/game, 5.8 min. total, 481.3 MB
stegosaur_undermine v9 525 games, 505783 moves, e=0.499, loss: 4.6, +, 42.4% elo% vs. v7, avg. reward: -4.978, 2.991 sec/game, 5.9 min. total, 481.2 MB
stegosaur_undermine v9 526 games, 507350 moves, e=0.498, loss: 4.8, -, 40.5% elo% vs. v7, avg. reward: -4.958, 2.985 sec/game, 5.9 min. total, 481.3 MB
stegosaur_undermine v9 527 games, 508823 moves, e=0.496, loss: 4.3, +, 43.2% elo% vs. v7, avg. reward: -4.942, 2.993 sec/game, 6.0 min. total, 482.2 MB
stegosaur_undermine v9 528 games, 510350 moves, e=0.495, loss: 3.6, +, 45.8% elo% vs. v7, avg. reward: -4.936, 3.016 sec/game, 6.0 min. total, 484.3 MB
stegosaur_undermine v9 529 games, 511757 moves, e=0.493, loss: 3.3, -, 43.7% elo% vs. v7, avg. reward: -4.927, 3.045 sec/game, 6.1 min. total, 488.3 MB
stegosaur_undermine v9 530 games, 513052 moves, e=0.492, loss: 3.6, -, 41.7% elo% vs. v7, avg. reward: -4.900, 3.060 sec/game, 6.1 min. total, 484.9 MB
stegosaur_undermine v9 531 games, 514414 moves, e=0.491, loss: 4.4, +, 44.3% elo% vs. v7, avg. reward: -4.896, 3.063 sec/game, 6.2 min. total, 485.3 MB
stegosaur_undermine v9 532 games, 515739 moves, e=0.489, loss: 5.0, -, 42.3% elo% vs. v7, avg. reward: -4.888, 3.064 sec/game, 6.2 min. total, 487.0 MB
stegosaur_undermine v9 533 games, 517155 moves, e=0.488, loss: 5.6, -, 40.4% elo% vs. v7, avg. reward: -4.880, 3.047 sec/game, 6.3 min. total, 483.4 MB
stegosaur_undermine v9 534 games, 518285 moves, e=0.487, loss: 5.7, -, 38.7% elo% vs. v7, avg. reward: -4.887, 3.032 sec/game, 6.3 min. total, 483.4 MB
stegosaur_undermine v9 535 games, 519574 moves, e=0.486, loss: 5.2, -, 37.0% elo% vs. v7, avg. reward: -4.868, 3.036 sec/game, 6.4 min. total, 485.1 MB
stegosaur_undermine v9 536 games, 521133 moves, e=0.484, loss: 5.5, +, 39.7% elo% vs. v7, avg. reward: -4.836, 3.057 sec/game, 6.4 min. total, 485.5 MB
stegosaur_undermine v9 537 games, 522463 moves, e=0.483, loss: 5.1, -, 38.0% elo% vs. v7, avg. reward: -4.840, 3.057 sec/game, 6.5 min. total, 484.1 MB
stegosaur_undermine v9 538 games, 523847 moves, e=0.481, loss: 4.8, ., 38.5% elo% vs. v7, avg. reward: -4.827, 3.045 sec/game, 6.5 min. total, 484.8 MB
stegosaur_undermine v9 539 games, 525319 moves, e=0.480, loss: 5.8, +, 41.2% elo% vs. v7, avg. reward: -4.815, 3.057 sec/game, 6.6 min. total, 486.5 MB
stegosaur_undermine v9 540 games, 526650 moves, e=0.479, loss: 5.5, -, 39.4% elo% vs. v7, avg. reward: -4.812, 3.072 sec/game, 6.6 min. total, 487.3 MB
stegosaur_undermine v9 541 games, 528194 moves, e=0.477, loss: 5.4, +, 42.1% elo% vs. v7, avg. reward: -4.797, 3.078 sec/game, 6.7 min. total, 488.6 MB
stegosaur_undermine v9 542 games, 529590 moves, e=0.476, loss: 4.9, +, 44.7% elo% vs. v7, avg. reward: -4.790, 3.081 sec/game, 6.7 min. total, 489.4 MB
stegosaur_undermine v9 543 games, 531029 moves, e=0.474, loss: 5.6, +, 47.2% elo% vs. v7, avg. reward: -4.789, 3.078 sec/game, 6.8 min. total, 488.4 MB
stegosaur_undermine v9 544 games, 532628 moves, e=0.473, loss: 5.3, -, 45.1% elo% vs. v7, avg. reward: -4.768, 3.079 sec/game, 6.8 min. total, 489.8 MB
stegosaur_undermine v9 545 games, 534128 moves, e=0.471, loss: 4.8, -, 43.0% elo% vs. v7, avg. reward: -4.753, 3.091 sec/game, 6.9 min. total, 492.0 MB
stegosaur_undermine v9 546 games, 535654 moves, e=0.470, loss: 4.2, +, 45.6% elo% vs. v7, avg. reward: -4.736, 3.094 sec/game, 6.9 min. total, 494.0 MB
stegosaur_undermine v9 547 games, 536856 moves, e=0.469, loss: 4.7, +, 48.1% elo% vs. v7, avg. reward: -4.748, 3.068 sec/game, 7.0 min. total, 494.0 MB
stegosaur_undermine v9 548 games, 538250 moves, e=0.467, loss: 5.2, +, 50.5% elo% vs. v7, avg. reward: -4.753, 3.055 sec/game, 7.0 min. total, 491.6 MB
stegosaur_undermine v9 549 games, 539424 moves, e=0.466, loss: 5.5, -, 48.2% elo% vs. v7, avg. reward: -4.748, 3.006 sec/game, 7.1 min. total, 492.9 MB
stegosaur_undermine v9 550 games, 540987 moves, e=0.464, loss: 6.0, +, 50.6% elo% vs. v7, avg. reward: -4.740, 3.036 sec/game, 7.1 min. total, 493.2 MB
stegosaur_undermine v9 551 games, 542425 moves, e=0.463, loss: 5.9, -, 48.2% elo% vs. v7, avg. reward: -4.731, 3.049 sec/game, 7.2 min. total, 497.3 MB
stegosaur_undermine v9 552 games, 543849 moves, e=0.462, loss: 5.5, -, 46.0% elo% vs. v7, avg. reward: -4.733, 3.058 sec/game, 7.3 min. total, 496.8 MB
stegosaur_undermine v9 553 games, 545262 moves, e=0.460, loss: 5.6, +, 48.5% elo% vs. v7, avg. reward: -4.723, 3.061 sec/game, 7.3 min. total, 495.0 MB
stegosaur_undermine v9 554 games, 546941 moves, e=0.459, loss: 4.6, -, 46.3% elo% vs. v7, avg. reward: -4.697, 3.116 sec/game, 7.4 min. total, 498.4 MB
stegosaur_undermine v9 555 games, 548489 moves, e=0.457, loss: 4.9, +, 48.7% elo% vs. v7, avg. reward: -4.687, 3.146 sec/game, 7.4 min. total, 499.4 MB
stegosaur_undermine v9 556 games, 549977 moves, e=0.456, loss: 3.8, +, 51.1% elo% vs. v7, avg. reward: -4.671, 3.138 sec/game, 7.5 min. total, 497.7 MB
stegosaur_undermine v9 557 games, 551603 moves, e=0.454, loss: 3.1, +, 53.4% elo% vs. v7, avg. reward: -4.654, 3.169 sec/game, 7.5 min. total, 498.6 MB
stegosaur_undermine v9 558 games, 553313 moves, e=0.452, loss: 3.7, -, 50.9% elo% vs. v7, avg. reward: -4.639, 3.190 sec/game, 7.6 min. total, 500.4 MB
stegosaur_undermine v9 559 games, 555003 moves, e=0.451, loss: 3.8, +, 53.2% elo% vs. v7, avg. reward: -4.630, 3.203 sec/game, 7.6 min. total, 502.3 MB
stegosaur_undermine v9 560 games, 556622 moves, e=0.449, loss: 3.5, +, 55.3% elo% vs. v7, avg. reward: -4.615, 3.241 sec/game, 7.7 min. total, 501.0 MB
stegosaur_undermine v9 561 games, 558181 moves, e=0.447, loss: 3.7, +, 57.3% elo% vs. v7, avg. reward: -4.601, 3.236 sec/game, 7.8 min. total, 502.7 MB
stegosaur_undermine v9 562 games, 559769 moves, e=0.446, loss: 3.5, -, 54.7% elo% vs. v7, avg. reward: -4.591, 3.255 sec/game, 7.8 min. total, 503.0 MB
stegosaur_undermine v9 563 games, 561091 moves, e=0.445, loss: 3.7, -, 52.2% elo% vs. v7, avg. reward: -4.585, 3.250 sec/game, 7.9 min. total, 504.8 MB
stegosaur_undermine v9 564 games, 562446 moves, e=0.443, loss: 4.2, ., 52.1% elo% vs. v7, avg. reward: -4.576, 3.227 sec/game, 7.9 min. total, 504.2 MB
