goofball_resource v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.3 MB
goofball_resource v3 446 games, 362716 moves, e=0.641, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.385, 1.858 sec/game, 11.6 min. total, 542.5 MB
goofball_resource v3 447 games, 363654 moves, e=0.640, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.384, 1.866 sec/game, 11.6 min. total, 542.7 MB
goofball_resource v3 448 games, 364642 moves, e=0.639, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.380, 1.881 sec/game, 11.6 min. total, 542.8 MB
goofball_resource v3 449 games, 365438 moves, e=0.638, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.383, 1.861 sec/game, 11.7 min. total, 542.8 MB
goofball_resource v3 450 games, 366413 moves, e=0.637, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.385, 1.873 sec/game, 11.7 min. total, 542.8 MB
goofball_resource v3 451 games, 367348 moves, e=0.636, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.386, 1.876 sec/game, 11.7 min. total, 542.3 MB
goofball_resource v3 452 games, 368238 moves, e=0.635, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.387, 1.887 sec/game, 11.8 min. total, 544.6 MB
goofball_resource v3 453 games, 369189 moves, e=0.635, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.390, 1.895 sec/game, 11.8 min. total, 544.8 MB
goofball_resource v3 454 games, 370054 moves, e=0.634, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.390, 1.873 sec/game, 11.8 min. total, 545.4 MB
goofball_resource v3 455 games, 371075 moves, e=0.633, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.389, 1.882 sec/game, 11.9 min. total, 545.2 MB
goofball_resource v3 456 games, 371963 moves, e=0.632, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.388, 1.867 sec/game, 11.9 min. total, 545.7 MB
goofball_resource v3 457 games, 372919 moves, e=0.631, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.391, 1.876 sec/game, 11.9 min. total, 545.7 MB
goofball_resource v3 458 games, 373994 moves, e=0.630, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.392, 1.902 sec/game, 12.0 min. total, 545.3 MB
goofball_resource v3 459 games, 374843 moves, e=0.629, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.395, 1.910 sec/game, 12.0 min. total, 546.0 MB
goofball_resource v3 460 games, 375873 moves, e=0.628, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.395, 1.925 sec/game, 12.0 min. total, 545.4 MB
goofball_resource v3 461 games, 376755 moves, e=0.627, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.396, 1.926 sec/game, 12.1 min. total, 547.1 MB
goofball_resource v3 462 games, 377750 moves, e=0.626, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.394, 1.936 sec/game, 12.1 min. total, 548.2 MB
goofball_resource v3 463 games, 378752 moves, e=0.625, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.391, 1.936 sec/game, 12.1 min. total, 548.6 MB
goofball_resource v3 464 games, 379723 moves, e=0.624, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.391, 1.940 sec/game, 12.2 min. total, 548.6 MB
goofball_resource v3 465 games, 380653 moves, e=0.623, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.391, 1.943 sec/game, 12.2 min. total, 548.8 MB
goofball_resource v3 466 games, 381674 moves, e=0.622, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.387, 1.944 sec/game, 12.2 min. total, 548.9 MB
goofball_resource v3 467 games, 382616 moves, e=0.621, loss: 1.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.388, 1.944 sec/game, 12.3 min. total, 549.1 MB
goofball_resource v3 468 games, 383393 moves, e=0.620, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.389, 1.928 sec/game, 12.3 min. total, 549.0 MB
goofball_resource v3 469 games, 384195 moves, e=0.620, loss: 1.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 0.388, 1.924 sec/game, 12.3 min. total, 548.5 MB
goofball_resource v3 470 games, 385205 moves, e=0.619, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.384, 1.926 sec/game, 12.3 min. total, 549.0 MB
goofball_resource v3 471 games, 386077 moves, e=0.618, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.385, 1.923 sec/game, 12.4 min. total, 550.5 MB
goofball_resource v3 472 games, 387006 moves, e=0.617, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.385, 1.921 sec/game, 12.4 min. total, 551.5 MB
goofball_resource v3 473 games, 388143 moves, e=0.616, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.384, 1.941 sec/game, 12.4 min. total, 552.2 MB
goofball_resource v3 474 games, 389029 moves, e=0.615, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.386, 1.942 sec/game, 12.5 min. total, 552.2 MB
goofball_resource v3 475 games, 389993 moves, e=0.614, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.386, 1.974 sec/game, 12.5 min. total, 552.2 MB
goofball_resource v3 476 games, 390804 moves, e=0.613, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.385, 2.005 sec/game, 12.6 min. total, 552.8 MB
goofball_resource v3 477 games, 391692 moves, e=0.612, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.387, 2.011 sec/game, 12.6 min. total, 553.0 MB
goofball_resource v3 478 games, 392691 moves, e=0.611, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.387, 2.013 sec/game, 12.6 min. total, 552.9 MB
goofball_resource v3 479 games, 393695 moves, e=0.610, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.390, 2.047 sec/game, 12.7 min. total, 553.2 MB
goofball_resource v3 480 games, 394702 moves, e=0.609, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.388, 2.064 sec/game, 12.7 min. total, 553.7 MB
goofball_resource v3 481 games, 395704 moves, e=0.608, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.384, 2.092 sec/game, 12.8 min. total, 555.5 MB
goofball_resource v3 482 games, 396711 moves, e=0.607, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.381, 2.119 sec/game, 12.8 min. total, 555.4 MB
goofball_resource v3 483 games, 397575 moves, e=0.606, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.381, 2.119 sec/game, 12.8 min. total, 555.0 MB
goofball_resource v3 484 games, 398548 moves, e=0.605, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.379, 2.135 sec/game, 12.9 min. total, 555.4 MB
goofball_resource v3 485 games, 399702 moves, e=0.604, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.379, 2.164 sec/game, 12.9 min. total, 555.4 MB
goofball_resource v3 486 games, 400754 moves, e=0.603, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.379, 2.168 sec/game, 12.9 min. total, 554.9 MB
goofball_resource v3 487 games, 401660 moves, e=0.602, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.378, 2.161 sec/game, 13.0 min. total, 555.4 MB
goofball_resource v3 488 games, 402532 moves, e=0.601, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.379, 2.187 sec/game, 13.0 min. total, 555.4 MB
goofball_resource v3 489 games, 403627 moves, e=0.600, loss: 1.3, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.377, 2.229 sec/game, 13.1 min. total, 557.0 MB
goofball_resource v3 490 games, 404456 moves, e=0.600, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.374, 2.210 sec/game, 13.1 min. total, 557.3 MB
goofball_resource v3 491 games, 405337 moves, e=0.599, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.375, 2.213 sec/game, 13.1 min. total, 557.5 MB
goofball_resource v3 492 games, 406324 moves, e=0.598, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.372, 2.238 sec/game, 13.2 min. total, 557.9 MB
goofball_resource v3 493 games, 407240 moves, e=0.597, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.368, 2.250 sec/game, 13.2 min. total, 558.2 MB
goofball_resource v3 494 games, 408304 moves, e=0.596, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.371, 2.326 sec/game, 13.3 min. total, 557.7 MB
goofball_resource v3 495 games, 409335 moves, e=0.595, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.371, 2.306 sec/game, 13.3 min. total, 558.3 MB
goofball_resource v3 496 games, 410225 moves, e=0.594, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.370, 2.298 sec/game, 13.3 min. total, 558.2 MB
goofball_resource v3 497 games, 411209 moves, e=0.593, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.371, 2.321 sec/game, 13.4 min. total, 558.8 MB
goofball_resource v3 498 games, 412199 moves, e=0.592, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.369, 2.319 sec/game, 13.4 min. total, 560.4 MB
goofball_resource v3 499 games, 413038 moves, e=0.591, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.366, 2.283 sec/game, 13.4 min. total, 561.7 MB
goofball_resource v3 500 games, 414030 moves, e=0.590, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.365, 2.281 sec/game, 13.5 min. total, 562.0 MB
goofball_resource v3 501 games, 415019 moves, e=0.589, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.362, 2.282 sec/game, 13.5 min. total, 562.2 MB
goofball_resource v3 502 games, 415971 moves, e=0.588, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.368, 2.257 sec/game, 13.5 min. total, 561.6 MB
goofball_resource v3 503 games, 416935 moves, e=0.587, loss: 1.3, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.365, 2.258 sec/game, 13.6 min. total, 562.0 MB
goofball_resource v3 504 games, 418052 moves, e=0.586, loss: 1.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.365, 2.274 sec/game, 13.6 min. total, 562.2 MB
goofball_resource v3 505 games, 419000 moves, e=0.585, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.363, 2.251 sec/game, 13.7 min. total, 562.2 MB
goofball_resource v3 506 games, 419955 moves, e=0.584, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.362, 2.243 sec/game, 13.7 min. total, 562.3 MB
goofball_resource v3 507 games, 420883 moves, e=0.583, loss: 1.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 0.364, 2.260 sec/game, 13.7 min. total, 563.1 MB
goofball_resource v3 508 games, 421875 moves, e=0.582, loss: 1.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.369, 2.275 sec/game, 13.8 min. total, 562.8 MB
goofball_resource v3 509 games, 422893 moves, e=0.581, loss: 1.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.368, 2.271 sec/game, 13.8 min. total, 563.3 MB
goofball_resource v3 510 games, 423850 moves, e=0.580, loss: 1.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.367, 2.297 sec/game, 13.8 min. total, 563.3 MB
goofball_resource v3 511 games, 424836 moves, e=0.579, loss: 1.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.368, 2.328 sec/game, 13.9 min. total, 563.4 MB
goofball_resource v3 512 games, 425797 moves, e=0.578, loss: 1.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.370, 2.320 sec/game, 13.9 min. total, 563.3 MB
goofball_resource v3 513 games, 426717 moves, e=0.578, loss: 1.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.370, 2.291 sec/game, 14.0 min. total, 562.8 MB
goofball_resource v3 514 games, 427759 moves, e=0.577, loss: 1.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.371, 2.245 sec/game, 14.0 min. total, 563.9 MB
goofball_resource v3 515 games, 428735 moves, e=0.576, loss: 1.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.373, 2.242 sec/game, 14.0 min. total, 563.3 MB
goofball_resource v3 516 games, 429743 moves, e=0.575, loss: 1.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.373, 2.247 sec/game, 14.1 min. total, 565.7 MB
goofball_resource v3 517 games, 430754 moves, e=0.574, loss: 1.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.377, 2.239 sec/game, 14.1 min. total, 567.5 MB
goofball_resource v3 518 games, 431758 moves, e=0.573, loss: 1.6, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.374, 2.257 sec/game, 14.2 min. total, 567.7 MB
goofball_resource v3 519 games, 432634 moves, e=0.572, loss: 1.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.375, 2.258 sec/game, 14.2 min. total, 567.7 MB
goofball_resource v3 520 games, 433691 moves, e=0.571, loss: 1.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.377, 2.267 sec/game, 14.2 min. total, 568.0 MB
goofball_resource v3 521 games, 434651 moves, e=0.570, loss: 1.6, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.376, 2.249 sec/game, 14.3 min. total, 567.8 MB
goofball_resource v3 522 games, 435671 moves, e=0.569, loss: 1.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.374, 2.258 sec/game, 14.3 min. total, 568.2 MB
goofball_resource v3 523 games, 436606 moves, e=0.568, loss: 1.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.371, 2.256 sec/game, 14.3 min. total, 568.5 MB
goofball_resource v3 524 games, 437532 moves, e=0.567, loss: 1.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.370, 2.261 sec/game, 14.4 min. total, 568.8 MB
goofball_resource v3 525 games, 438405 moves, e=0.566, loss: 1.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.373, 2.266 sec/game, 14.4 min. total, 568.7 MB
goofball_resource v3 526 games, 439444 moves, e=0.565, loss: 1.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.372, 2.292 sec/game, 14.5 min. total, 569.6 MB
goofball_resource v3 527 games, 440452 moves, e=0.564, loss: 1.3, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.372, 2.322 sec/game, 14.5 min. total, 569.9 MB
goofball_resource v3 528 games, 441374 moves, e=0.563, loss: 1.3, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.374, 2.316 sec/game, 14.5 min. total, 570.2 MB
goofball_resource v3 529 games, 442273 moves, e=0.562, loss: 1.3, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.375, 2.308 sec/game, 14.6 min. total, 570.4 MB
goofball_resource v3 530 games, 443287 moves, e=0.561, loss: 1.3, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.378, 2.318 sec/game, 14.6 min. total, 570.4 MB
goofball_resource v3 531 games, 444330 moves, e=0.560, loss: 1.3, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.379, 2.331 sec/game, 14.7 min. total, 570.0 MB
goofball_resource v3 532 games, 445472 moves, e=0.559, loss: 1.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.380, 2.368 sec/game, 14.7 min. total, 570.4 MB
goofball_resource v3 533 games, 446438 moves, e=0.558, loss: 1.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.378, 2.378 sec/game, 14.8 min. total, 570.5 MB
goofball_resource v3 534 games, 447429 moves, e=0.557, loss: 1.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.379, 2.386 sec/game, 14.8 min. total, 571.0 MB
goofball_resource v3 535 games, 448325 moves, e=0.556, loss: 1.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.380, 2.382 sec/game, 14.8 min. total, 572.7 MB
goofball_resource v3 536 games, 449368 moves, e=0.555, loss: 1.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.377, 2.406 sec/game, 14.9 min. total, 573.9 MB
goofball_resource v3 537 games, 450275 moves, e=0.554, loss: 1.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 0.377, 2.404 sec/game, 14.9 min. total, 573.9 MB
