fifth_squid v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.1 MB
fifth_squid v3 1517 games, 1748294 moves, e=0.010, loss: 399.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.739, 2.876 sec/game, 60.1 min. total, 930.6 MB
fifth_squid v3 1518 games, 1749692 moves, e=0.010, loss: 393.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.746, 2.883 sec/game, 60.2 min. total, 930.7 MB
fifth_squid v3 1519 games, 1751089 moves, e=0.010, loss: 387.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.761, 2.863 sec/game, 60.2 min. total, 930.9 MB
fifth_squid v3 1520 games, 1752416 moves, e=0.010, loss: 368.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.755, 2.852 sec/game, 60.2 min. total, 931.0 MB
fifth_squid v3 1521 games, 1753826 moves, e=0.010, loss: 347.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.751, 2.844 sec/game, 60.3 min. total, 931.0 MB
fifth_squid v3 1522 games, 1755178 moves, e=0.010, loss: 347.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.748, 2.857 sec/game, 60.3 min. total, 931.8 MB
fifth_squid v3 1523 games, 1756563 moves, e=0.010, loss: 363.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.744, 2.840 sec/game, 60.4 min. total, 933.3 MB
fifth_squid v3 1524 games, 1757972 moves, e=0.010, loss: 350.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.750, 2.851 sec/game, 60.4 min. total, 933.1 MB
fifth_squid v3 1525 games, 1759322 moves, e=0.010, loss: 354.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.769, 2.839 sec/game, 60.5 min. total, 934.0 MB
fifth_squid v3 1526 games, 1760716 moves, e=0.010, loss: 348.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.783, 2.839 sec/game, 60.5 min. total, 933.5 MB
fifth_squid v3 1527 games, 1762094 moves, e=0.010, loss: 350.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.797, 2.837 sec/game, 60.6 min. total, 934.0 MB
fifth_squid v3 1528 games, 1763412 moves, e=0.010, loss: 375.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.796, 2.835 sec/game, 60.6 min. total, 934.1 MB
fifth_squid v3 1529 games, 1764840 moves, e=0.010, loss: 376.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.801, 2.823 sec/game, 60.7 min. total, 934.1 MB
fifth_squid v3 1530 games, 1766231 moves, e=0.010, loss: 400.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.817, 2.825 sec/game, 60.7 min. total, 933.8 MB
fifth_squid v3 1531 games, 1767651 moves, e=0.010, loss: 413.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.835, 2.818 sec/game, 60.8 min. total, 936.2 MB
fifth_squid v3 1532 games, 1769133 moves, e=0.010, loss: 419.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.847, 2.841 sec/game, 60.8 min. total, 936.8 MB
fifth_squid v3 1533 games, 1770551 moves, e=0.010, loss: 418.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.884, 2.854 sec/game, 60.9 min. total, 936.7 MB
fifth_squid v3 1534 games, 1771969 moves, e=0.010, loss: 411.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.898, 2.860 sec/game, 60.9 min. total, 936.9 MB
fifth_squid v3 1535 games, 1773278 moves, e=0.010, loss: 420.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.889, 2.855 sec/game, 61.0 min. total, 936.8 MB
fifth_squid v3 1536 games, 1774699 moves, e=0.010, loss: 417.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.902, 2.847 sec/game, 61.0 min. total, 936.7 MB
fifth_squid v3 1537 games, 1776084 moves, e=0.010, loss: 412.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.893, 2.857 sec/game, 61.1 min. total, 937.5 MB
fifth_squid v3 1538 games, 1777482 moves, e=0.010, loss: 395.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.915, 2.855 sec/game, 61.1 min. total, 938.4 MB
fifth_squid v3 1539 games, 1778825 moves, e=0.010, loss: 373.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.910, 2.855 sec/game, 61.2 min. total, 938.7 MB
fifth_squid v3 1540 games, 1780183 moves, e=0.010, loss: 381.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.911, 2.855 sec/game, 61.2 min. total, 939.7 MB
fifth_squid v3 1541 games, 1781570 moves, e=0.010, loss: 365.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.914, 2.855 sec/game, 61.2 min. total, 939.2 MB
fifth_squid v3 1542 games, 1782999 moves, e=0.010, loss: 364.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.925, 2.856 sec/game, 61.3 min. total, 940.1 MB
fifth_squid v3 1543 games, 1784405 moves, e=0.010, loss: 355.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.939, 2.860 sec/game, 61.3 min. total, 940.0 MB
fifth_squid v3 1544 games, 1785703 moves, e=0.010, loss: 370.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.939, 2.849 sec/game, 61.4 min. total, 940.9 MB
fifth_squid v3 1545 games, 1787080 moves, e=0.010, loss: 362.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.936, 2.867 sec/game, 61.4 min. total, 941.3 MB
fifth_squid v3 1546 games, 1788344 moves, e=0.010, loss: 366.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.950, 2.854 sec/game, 61.5 min. total, 943.2 MB
fifth_squid v3 1547 games, 1789725 moves, e=0.010, loss: 378.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.960, 2.862 sec/game, 61.5 min. total, 942.9 MB
fifth_squid v3 1548 games, 1791179 moves, e=0.010, loss: 398.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.971, 2.873 sec/game, 61.6 min. total, 943.3 MB
fifth_squid v3 1549 games, 1792423 moves, e=0.010, loss: 408.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.961, 2.868 sec/game, 61.6 min. total, 942.9 MB
fifth_squid v3 1550 games, 1793809 moves, e=0.010, loss: 426.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.975, 2.867 sec/game, 61.7 min. total, 943.4 MB
fifth_squid v3 1551 games, 1795084 moves, e=0.010, loss: 411.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.971, 2.853 sec/game, 61.7 min. total, 943.0 MB
fifth_squid v3 1552 games, 1796383 moves, e=0.010, loss: 420.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.985, 2.818 sec/game, 61.8 min. total, 944.1 MB
fifth_squid v3 1553 games, 1797749 moves, e=0.010, loss: 398.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.016, 2.805 sec/game, 61.8 min. total, 944.5 MB
fifth_squid v3 1554 games, 1799025 moves, e=0.010, loss: 384.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.026, 2.790 sec/game, 61.8 min. total, 943.9 MB
fifth_squid v3 1555 games, 1800242 moves, e=0.010, loss: 364.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.019, 2.787 sec/game, 61.9 min. total, 945.3 MB
fifth_squid v3 1556 games, 1801549 moves, e=0.010, loss: 332.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.003, 2.774 sec/game, 61.9 min. total, 945.3 MB
fifth_squid v3 1557 games, 1802836 moves, e=0.010, loss: 326.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 11.995, 2.763 sec/game, 62.0 min. total, 944.6 MB
fifth_squid v3 1558 games, 1804252 moves, e=0.010, loss: 317.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.009, 2.764 sec/game, 62.0 min. total, 945.3 MB
fifth_squid v3 1559 games, 1805661 moves, e=0.010, loss: 294.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.011, 2.764 sec/game, 62.1 min. total, 945.9 MB
fifth_squid v3 1560 games, 1806951 moves, e=0.010, loss: 276.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.001, 2.765 sec/game, 62.1 min. total, 945.8 MB
fifth_squid v3 1561 games, 1808598 moves, e=0.010, loss: 266.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.003, 2.786 sec/game, 62.2 min. total, 947.4 MB
fifth_squid v3 1562 games, 1809953 moves, e=0.010, loss: 267.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.011, 2.781 sec/game, 62.2 min. total, 948.1 MB
fifth_squid v3 1563 games, 1811399 moves, e=0.010, loss: 267.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.013, 2.779 sec/game, 62.3 min. total, 948.6 MB
fifth_squid v3 1564 games, 1812844 moves, e=0.010, loss: 274.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.036, 2.788 sec/game, 62.3 min. total, 949.1 MB
fifth_squid v3 1565 games, 1814256 moves, e=0.010, loss: 280.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.046, 2.779 sec/game, 62.4 min. total, 949.1 MB
fifth_squid v3 1566 games, 1815616 moves, e=0.010, loss: 268.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.067, 2.791 sec/game, 62.4 min. total, 949.2 MB
fifth_squid v3 1567 games, 1816913 moves, e=0.010, loss: 276.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.067, 2.774 sec/game, 62.5 min. total, 949.2 MB
fifth_squid v3 1568 games, 1818494 moves, e=0.010, loss: 301.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.087, 2.793 sec/game, 62.5 min. total, 949.7 MB
fifth_squid v3 1569 games, 1820007 moves, e=0.010, loss: 287.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.079, 2.810 sec/game, 62.6 min. total, 951.7 MB
fifth_squid v3 1570 games, 1821501 moves, e=0.010, loss: 258.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.070, 2.830 sec/game, 62.6 min. total, 951.6 MB
fifth_squid v3 1571 games, 1822979 moves, e=0.010, loss: 262.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.075, 2.847 sec/game, 62.7 min. total, 951.8 MB
fifth_squid v3 1572 games, 1824434 moves, e=0.010, loss: 253.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.065, 2.863 sec/game, 62.7 min. total, 952.2 MB
fifth_squid v3 1573 games, 1825763 moves, e=0.010, loss: 240.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.065, 2.862 sec/game, 62.8 min. total, 952.3 MB
fifth_squid v3 1574 games, 1827109 moves, e=0.010, loss: 231.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.075, 2.873 sec/game, 62.8 min. total, 952.5 MB
fifth_squid v3 1575 games, 1828825 moves, e=0.010, loss: 223.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.070, 2.909 sec/game, 62.9 min. total, 951.9 MB
fifth_squid v3 1576 games, 1830101 moves, e=0.010, loss: 233.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.053, 2.914 sec/game, 62.9 min. total, 954.2 MB
fifth_squid v3 1577 games, 1831903 moves, e=0.010, loss: 240.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.046, 2.959 sec/game, 63.0 min. total, 954.7 MB
fifth_squid v3 1578 games, 1833026 moves, e=0.010, loss: 231.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.039, 2.942 sec/game, 63.0 min. total, 955.4 MB
fifth_squid v3 1579 games, 1834476 moves, e=0.010, loss: 231.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.039, 2.944 sec/game, 63.1 min. total, 955.6 MB
fifth_squid v3 1580 games, 1835729 moves, e=0.010, loss: 213.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.042, 2.950 sec/game, 63.1 min. total, 955.5 MB
fifth_squid v3 1581 games, 1836938 moves, e=0.010, loss: 213.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.044, 2.916 sec/game, 63.1 min. total, 955.9 MB
fifth_squid v3 1582 games, 1838191 moves, e=0.010, loss: 214.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.041, 2.898 sec/game, 63.2 min. total, 956.1 MB
fifth_squid v3 1583 games, 1839412 moves, e=0.010, loss: 218.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.058, 2.885 sec/game, 63.2 min. total, 956.0 MB
fifth_squid v3 1584 games, 1840598 moves, e=0.010, loss: 228.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.059, 2.865 sec/game, 63.3 min. total, 958.2 MB
fifth_squid v3 1585 games, 1841877 moves, e=0.010, loss: 235.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.042, 2.871 sec/game, 63.3 min. total, 957.8 MB
fifth_squid v3 1586 games, 1843249 moves, e=0.010, loss: 221.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.018, 2.875 sec/game, 63.4 min. total, 957.4 MB
fifth_squid v3 1587 games, 1845171 moves, e=0.010, loss: 199.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.053, 2.931 sec/game, 63.4 min. total, 957.7 MB
fifth_squid v3 1588 games, 1846588 moves, e=0.010, loss: 206.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.074, 2.911 sec/game, 63.5 min. total, 957.7 MB
fifth_squid v3 1589 games, 1848242 moves, e=0.010, loss: 207.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.085, 2.921 sec/game, 63.5 min. total, 957.7 MB
fifth_squid v3 1590 games, 1849674 moves, e=0.010, loss: 213.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.087, 2.901 sec/game, 63.6 min. total, 957.9 MB
fifth_squid v3 1591 games, 1850992 moves, e=0.010, loss: 211.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.097, 2.880 sec/game, 63.6 min. total, 959.1 MB
fifth_squid v3 1592 games, 1852661 moves, e=0.010, loss: 212.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.106, 2.899 sec/game, 63.7 min. total, 960.4 MB
fifth_squid v3 1593 games, 1854203 moves, e=0.010, loss: 219.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.125, 2.922 sec/game, 63.7 min. total, 961.1 MB
fifth_squid v3 1594 games, 1855589 moves, e=0.010, loss: 224.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.128, 2.922 sec/game, 63.8 min. total, 961.2 MB
fifth_squid v3 1595 games, 1856933 moves, e=0.010, loss: 228.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.125, 2.899 sec/game, 63.8 min. total, 961.0 MB
fifth_squid v3 1596 games, 1858356 moves, e=0.010, loss: 240.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.138, 2.906 sec/game, 63.9 min. total, 961.4 MB
fifth_squid v3 1597 games, 1859733 moves, e=0.010, loss: 250.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.143, 2.872 sec/game, 63.9 min. total, 962.3 MB
fifth_squid v3 1598 games, 1861026 moves, e=0.010, loss: 264.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.143, 2.879 sec/game, 64.0 min. total, 962.4 MB
fifth_squid v3 1599 games, 1862437 moves, e=0.010, loss: 273.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.136, 2.878 sec/game, 64.0 min. total, 963.9 MB
fifth_squid v3 1600 games, 1863926 moves, e=0.010, loss: 289.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.135, 2.891 sec/game, 64.1 min. total, 964.1 MB
fifth_squid v3 1601 games, 1865372 moves, e=0.010, loss: 322.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.124, 2.921 sec/game, 64.1 min. total, 963.4 MB
fifth_squid v3 1602 games, 1866837 moves, e=0.010, loss: 325.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.129, 2.942 sec/game, 64.2 min. total, 964.1 MB
fifth_squid v3 1603 games, 1868261 moves, e=0.010, loss: 357.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.126, 2.966 sec/game, 64.2 min. total, 964.1 MB
fifth_squid v3 1604 games, 1869669 moves, e=0.010, loss: 401.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.130, 2.989 sec/game, 64.3 min. total, 964.3 MB
fifth_squid v3 1605 games, 1871039 moves, e=0.010, loss: 431.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.137, 2.991 sec/game, 64.3 min. total, 964.4 MB
fifth_squid v3 1606 games, 1872474 moves, e=0.010, loss: 447.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.144, 2.987 sec/game, 64.4 min. total, 965.6 MB
fifth_squid v3 1607 games, 1873915 moves, e=0.010, loss: 440.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.129, 2.950 sec/game, 64.4 min. total, 965.3 MB
fifth_squid v3 1608 games, 1875316 moves, e=0.010, loss: 452.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.115, 2.948 sec/game, 64.5 min. total, 965.3 MB
fifth_squid v3 1609 games, 1876743 moves, e=0.010, loss: 453.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.121, 2.941 sec/game, 64.5 min. total, 965.1 MB
fifth_squid v3 1610 games, 1878123 moves, e=0.010, loss: 424.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.108, 2.936 sec/game, 64.6 min. total, 965.1 MB
fifth_squid v3 1611 games, 1879462 moves, e=0.010, loss: 414.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.092, 2.947 sec/game, 64.6 min. total, 965.3 MB
fifth_squid v3 1612 games, 1880839 moves, e=0.010, loss: 412.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.084, 2.925 sec/game, 64.7 min. total, 966.3 MB
fifth_squid v3 1613 games, 1882163 moves, e=0.010, loss: 395.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.081, 2.906 sec/game, 64.7 min. total, 967.8 MB
fifth_squid v3 1614 games, 1883521 moves, e=0.010, loss: 386.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.074, 2.903 sec/game, 64.7 min. total, 969.1 MB
fifth_squid v3 1615 games, 1884918 moves, e=0.010, loss: 374.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.094, 2.905 sec/game, 64.8 min. total, 969.2 MB
fifth_squid v3 1616 games, 1886321 moves, e=0.010, loss: 359.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.095, 2.906 sec/game, 64.8 min. total, 969.3 MB
fifth_squid v3 1617 games, 1887686 moves, e=0.010, loss: 341.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.099, 2.909 sec/game, 64.9 min. total, 969.5 MB
fifth_squid v3 1618 games, 1889067 moves, e=0.010, loss: 342.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.095, 2.919 sec/game, 64.9 min. total, 969.4 MB
fifth_squid v3 1619 games, 1890461 moves, e=0.010, loss: 349.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.082, 2.927 sec/game, 65.0 min. total, 969.6 MB
fifth_squid v3 1620 games, 1891879 moves, e=0.010, loss: 346.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.095, 2.919 sec/game, 65.0 min. total, 969.4 MB
fifth_squid v3 1621 games, 1893351 moves, e=0.010, loss: 345.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.111, 2.902 sec/game, 65.1 min. total, 970.9 MB
fifth_squid v3 1622 games, 1894726 moves, e=0.010, loss: 364.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.113, 2.900 sec/game, 65.1 min. total, 972.7 MB
fifth_squid v3 1623 games, 1896128 moves, e=0.010, loss: 397.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.121, 2.889 sec/game, 65.2 min. total, 972.5 MB
fifth_squid v3 1624 games, 1897471 moves, e=0.010, loss: 420.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.108, 2.877 sec/game, 65.2 min. total, 972.3 MB
fifth_squid v3 1625 games, 1898876 moves, e=0.010, loss: 420.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.115, 2.868 sec/game, 65.3 min. total, 972.1 MB
fifth_squid v3 1626 games, 1900188 moves, e=0.010, loss: 419.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.110, 2.867 sec/game, 65.3 min. total, 972.0 MB
fifth_squid v3 1627 games, 1901580 moves, e=0.010, loss: 385.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.105, 2.856 sec/game, 65.4 min. total, 972.9 MB
fifth_squid v3 1628 games, 1903018 moves, e=0.010, loss: 383.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.123, 2.858 sec/game, 65.4 min. total, 973.4 MB
fifth_squid v3 1629 games, 1904487 moves, e=0.010, loss: 406.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.128, 2.846 sec/game, 65.5 min. total, 974.8 MB
fifth_squid v3 1630 games, 1905812 moves, e=0.010, loss: 411.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.134, 2.856 sec/game, 65.5 min. total, 974.4 MB
fifth_squid v3 1631 games, 1907208 moves, e=0.010, loss: 407.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.136, 2.856 sec/game, 65.6 min. total, 974.3 MB
fifth_squid v3 1632 games, 1908636 moves, e=0.010, loss: 437.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.135, 2.858 sec/game, 65.6 min. total, 974.8 MB
fifth_squid v3 1633 games, 1910013 moves, e=0.010, loss: 429.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.118, 2.856 sec/game, 65.7 min. total, 974.8 MB
fifth_squid v3 1634 games, 1911411 moves, e=0.010, loss: 433.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.106, 2.860 sec/game, 65.7 min. total, 975.2 MB
fifth_squid v3 1635 games, 1912778 moves, e=0.010, loss: 436.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.116, 2.857 sec/game, 65.7 min. total, 976.3 MB
fifth_squid v3 1636 games, 1914178 moves, e=0.010, loss: 423.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.125, 2.855 sec/game, 65.8 min. total, 977.7 MB
fifth_squid v3 1637 games, 1915517 moves, e=0.010, loss: 402.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.121, 2.843 sec/game, 65.8 min. total, 978.7 MB
fifth_squid v3 1638 games, 1916923 moves, e=0.010, loss: 381.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.118, 2.857 sec/game, 65.9 min. total, 979.0 MB
fifth_squid v3 1639 games, 1918357 moves, e=0.010, loss: 371.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.128, 2.860 sec/game, 65.9 min. total, 979.8 MB
fifth_squid v3 1640 games, 1919732 moves, e=0.010, loss: 366.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.138, 2.857 sec/game, 66.0 min. total, 979.7 MB
fifth_squid v3 1641 games, 1921131 moves, e=0.010, loss: 350.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.145, 2.855 sec/game, 66.0 min. total, 979.7 MB
fifth_squid v3 1642 games, 1922536 moves, e=0.010, loss: 368.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.142, 2.857 sec/game, 66.1 min. total, 979.9 MB
fifth_squid v3 1643 games, 1923907 moves, e=0.010, loss: 359.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.143, 2.857 sec/game, 66.1 min. total, 979.5 MB
fifth_squid v3 1644 games, 1925363 moves, e=0.010, loss: 357.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.145, 2.869 sec/game, 66.2 min. total, 981.6 MB
fifth_squid v3 1645 games, 1926743 moves, e=0.010, loss: 393.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.152, 2.871 sec/game, 66.2 min. total, 982.4 MB
fifth_squid v3 1646 games, 1928151 moves, e=0.010, loss: 399.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.141, 2.878 sec/game, 66.3 min. total, 982.6 MB
fifth_squid v3 1647 games, 1929504 moves, e=0.010, loss: 385.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.119, 2.884 sec/game, 66.3 min. total, 982.5 MB
fifth_squid v3 1648 games, 1930911 moves, e=0.010, loss: 382.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.118, 2.886 sec/game, 66.4 min. total, 982.8 MB
fifth_squid v3 1649 games, 1932431 moves, e=0.010, loss: 389.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.139, 2.916 sec/game, 66.4 min. total, 983.1 MB
fifth_squid v3 1650 games, 1933983 moves, e=0.010, loss: 400.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.139, 2.942 sec/game, 66.5 min. total, 983.1 MB
fifth_squid v3 1651 games, 1935392 moves, e=0.010, loss: 414.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.154, 2.954 sec/game, 66.5 min. total, 983.3 MB
fifth_squid v3 1652 games, 1936875 moves, e=0.010, loss: 412.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.166, 2.957 sec/game, 66.6 min. total, 983.4 MB
fifth_squid v3 1653 games, 1938269 moves, e=0.010, loss: 445.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.164, 2.966 sec/game, 66.6 min. total, 984.0 MB
fifth_squid v3 1654 games, 1939748 moves, e=0.010, loss: 466.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.169, 2.984 sec/game, 66.7 min. total, 984.0 MB
fifth_squid v3 1655 games, 1941096 moves, e=0.010, loss: 495.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.178, 2.981 sec/game, 66.7 min. total, 984.4 MB
fifth_squid v3 1656 games, 1942441 moves, e=0.010, loss: 471.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.192, 2.979 sec/game, 66.8 min. total, 984.3 MB
fifth_squid v3 1657 games, 1943733 moves, e=0.010, loss: 466.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.204, 2.977 sec/game, 66.8 min. total, 984.5 MB
fifth_squid v3 1658 games, 1945034 moves, e=0.010, loss: 474.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.193, 2.952 sec/game, 66.9 min. total, 985.2 MB
fifth_squid v3 1659 games, 1946467 moves, e=0.010, loss: 465.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.200, 2.943 sec/game, 66.9 min. total, 986.6 MB
fifth_squid v3 1660 games, 1947822 moves, e=0.010, loss: 435.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.220, 2.952 sec/game, 67.0 min. total, 986.9 MB
fifth_squid v3 1661 games, 1949202 moves, e=0.010, loss: 432.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.230, 2.951 sec/game, 67.0 min. total, 986.3 MB
fifth_squid v3 1662 games, 1950530 moves, e=0.010, loss: 404.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.225, 2.938 sec/game, 67.1 min. total, 986.5 MB
